miRNA,ERR3629088,ERR3629087,ERR3629086,ERR3629085,ERR3629084,ERR3629083,ERR3629082,ERR3629081,ERR3629080,ERR3629079,ERR3629078,ERR3629077
hsa-miR-4422,1.34,0.66,0.26,0.73,1.23,0.83,0.61,0.6,0.24,0.54,0.62,0.45
hsa-miR-4423-3p,0.0,0.16,0.0,0.0,0.0,0.5,0.0,0.0,0.24,0.0,0.21,0.0
hsa-miR-4423-5p,0.0,0.16,0.0,0.36,0.0,0.33,0.77,0.0,0.24,0.27,0.0,0.0
hsa-miR-4424,0.5,0.66,0.26,0.36,0.31,0.5,0.31,0.4,0.73,0.27,0.62,0.0
hsa-miR-4425,11.4,10.67,8.89,18.67,19.65,14.94,12.88,10.14,13.91,13.13,6.44,8.32
hsa-miR-4426,0.0,0.16,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.27,0.21,0.0
hsa-miR-4429,0.17,0.0,0.52,0.36,0.15,0.17,0.61,0.0,0.24,0.27,0.0,0.0
hsa-miR-4431,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4432,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4433b-3p,7.71,4.43,0.0,5.44,2.3,1.33,35.13,8.95,1.46,0.0,9.56,3.15
hsa-miR-4433b-5p,24.31,14.12,43.39,24.29,29.62,16.1,23.31,46.72,32.94,29.48,13.92,24.06
hsa-miR-4435,0.5,0.16,0.78,0.54,0.61,0.17,0.61,0.2,0.49,0.27,0.62,0.22
hsa-miR-4436a,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-4437,0.34,0.49,0.0,0.18,0.0,0.17,0.77,0.2,0.0,0.54,0.0,0.0
hsa-miR-4439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-4440,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
hsa-miR-4443,1.01,0.16,0.26,0.36,0.0,0.0,0.15,0.2,0.0,0.27,0.62,0.0
hsa-miR-4444,0.34,0.66,0.78,0.18,0.92,0.0,0.15,0.2,0.49,0.0,0.0,0.0
hsa-miR-4446-3p,11.4,10.83,9.41,12.33,12.43,13.44,19.33,11.53,15.13,12.86,17.04,12.37
hsa-miR-4446-5p,0.17,0.33,0.0,0.0,0.0,0.5,0.15,0.0,0.24,0.0,0.0,0.67
hsa-miR-4449,0.0,0.16,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0
hsa-miR-4457,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-4464,0.0,0.33,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.27,0.0,0.0
hsa-miR-4466,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4467,0.17,0.0,0.0,0.0,0.15,0.0,0.0,0.2,0.49,0.0,0.0,0.45
hsa-miR-4468,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-4469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0
hsa-miR-4470,0.67,0.49,0.0,0.18,0.61,0.0,0.0,0.4,0.49,0.0,0.83,0.67
hsa-miR-4471,0.17,0.0,0.0,0.18,0.46,0.0,0.46,0.0,0.49,0.0,0.21,0.0
hsa-miR-4473,2.18,2.95,2.09,1.45,2.92,0.83,2.15,1.99,2.68,2.95,2.29,2.92
hsa-miR-4474-3p,1.17,0.16,0.52,0.36,0.31,0.66,0.46,1.59,1.71,0.27,1.66,0.45
hsa-miR-4476,0.0,0.0,0.26,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4477a,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-4477b,0.0,1.48,1.05,0.73,1.23,1.33,0.31,0.4,0.0,1.07,1.45,0.9
hsa-miR-4479,0.17,0.66,0.26,0.36,0.15,0.83,0.15,0.2,0.0,0.8,0.0,0.22
hsa-miR-448,0.0,0.16,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-4482-3p,0.0,0.0,0.78,0.36,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
hsa-miR-4482-5p,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
hsa-miR-4485-3p,0.84,1.97,0.78,0.18,0.77,0.83,0.15,0.0,0.49,0.8,0.62,0.45
hsa-miR-4485-5p,0.0,0.33,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0
hsa-miR-4487,0.0,0.0,0.26,0.0,0.0,0.33,0.0,0.0,0.49,0.0,0.0,0.0
hsa-miR-4488,1.34,2.13,2.09,0.36,0.46,0.83,0.77,0.4,1.22,1.34,1.25,1.8
hsa-miR-4489,0.0,0.16,0.52,0.18,0.15,0.0,0.61,0.0,0.24,0.0,0.21,0.0
hsa-miR-4491,0.17,0.16,0.26,0.18,0.31,0.0,0.15,0.0,0.49,1.07,0.42,0.0
hsa-miR-4492,0.0,0.0,0.26,0.36,0.31,0.33,0.0,0.2,0.0,0.0,0.42,0.0
hsa-miR-4494,0.34,0.49,0.0,0.18,0.15,0.33,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-4497,1.84,1.15,1.83,0.73,1.23,1.0,2.76,1.39,2.44,2.14,3.12,1.8
hsa-miR-4498,0.17,0.16,0.26,0.0,0.31,0.0,0.77,0.4,0.0,0.0,0.0,0.22
hsa-miR-449a,1.51,2.13,3.14,3.44,2.0,3.65,1.38,2.19,0.98,1.61,1.66,2.7
hsa-miR-449b-5p,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.27,0.0,0.0
hsa-miR-449c-5p,1.51,2.95,0.52,0.91,1.69,1.83,0.46,0.99,0.49,1.88,1.04,0.45
hsa-miR-4500,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4503,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.21,0.0
hsa-miR-4504,0.84,1.15,0.52,1.45,1.23,1.66,2.45,0.99,1.95,0.0,0.21,0.22
hsa-miR-4506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
hsa-miR-4508,0.17,0.33,0.78,0.0,0.15,0.17,0.0,0.2,0.73,0.27,0.21,0.22
hsa-miR-450a-1-3p,2.68,3.28,2.88,1.27,3.99,2.32,0.31,3.58,1.46,2.14,2.91,3.37
hsa-miR-450a-2-3p,5.03,1.97,5.23,3.44,4.14,3.65,2.61,2.98,4.64,3.22,2.91,4.05
hsa-miR-450a-5p,9.73,14.94,12.02,10.7,10.59,13.11,12.27,18.09,13.42,16.89,15.58,16.64
hsa-miR-450b-5p,13.92,10.83,13.59,11.42,8.59,9.13,7.82,11.93,5.37,14.47,12.47,12.82
hsa-miR-4511,1.17,1.31,1.31,0.73,2.15,2.49,1.07,0.99,1.46,1.88,1.87,1.12
hsa-miR-4512,0.0,0.0,0.0,0.36,0.15,0.17,0.31,0.2,0.73,0.0,0.0,0.0
hsa-miR-4515,0.0,0.16,0.26,0.0,0.0,0.17,0.0,0.4,0.0,0.0,0.0,0.0
hsa-miR-4516,0.17,0.0,0.26,1.81,1.53,1.33,2.3,0.8,2.2,0.54,0.62,1.35
hsa-miR-4517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
hsa-miR-4519,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-451a,4112.75,4019.24,3279.88,396.51,5394.52,5091.37,12357.34,2318.06,12446.98,12888.5,3507.11,930.35
hsa-miR-452-3p,1.51,0.82,0.26,0.54,0.15,0.66,0.61,0.2,0.0,0.27,0.83,0.67
hsa-miR-452-5p,30.18,25.77,30.06,17.59,19.95,18.26,7.82,22.07,21.96,18.23,19.11,13.04
hsa-miR-4520-2-3p,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4520-3p,0.17,0.0,0.26,0.18,0.31,0.0,0.0,0.2,0.73,0.0,0.0,0.22
hsa-miR-4521,1.17,0.66,1.05,0.18,0.46,0.66,0.61,0.0,0.73,1.07,0.42,1.12
hsa-miR-4523,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.21,0.0
hsa-miR-4524a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-4525,0.0,0.0,0.0,0.0,0.0,0.17,0.31,0.0,0.0,0.27,0.0,0.0
hsa-miR-4526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.49,0.0,0.0,0.0
hsa-miR-4533,0.0,0.0,0.26,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.21,0.22
hsa-miR-4536-3p,0.17,0.0,0.0,0.0,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-4536-5p,0.5,0.16,0.26,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4538,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-454-3p,29.85,33.98,35.29,64.54,57.56,56.43,37.43,53.88,46.84,37.79,39.06,42.28
hsa-miR-454-5p,6.87,4.6,6.01,4.71,5.53,5.64,2.61,5.37,3.9,6.97,4.16,5.85
hsa-miR-455-3p,0.84,0.98,1.31,1.63,2.15,1.66,0.61,0.99,0.0,1.07,0.83,0.67
hsa-miR-455-5p,4.69,4.43,3.4,5.8,6.14,6.47,4.6,2.78,5.61,2.95,4.99,2.02
hsa-miR-4632-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.24,0.0,0.83,0.0
hsa-miR-4635,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.22
hsa-miR-4636,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.2,0.0,0.0,0.21,0.0
hsa-miR-4637,0.34,0.66,0.0,0.54,0.0,0.5,0.0,0.2,0.0,0.27,0.42,0.0
hsa-miR-4638-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-4638-5p,0.0,0.0,0.26,0.18,0.0,0.0,0.15,0.0,0.0,0.0,0.21,0.22
hsa-miR-4639-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-4639-5p,0.67,0.16,0.0,0.54,0.46,0.0,0.15,0.6,0.24,0.8,0.0,0.22
hsa-miR-4640-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0
hsa-miR-4640-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
hsa-miR-4642,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.21,0.22
hsa-miR-4644,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0
hsa-miR-4645-3p,5.2,6.24,4.18,6.89,6.14,5.48,6.75,5.17,3.17,4.82,4.57,4.95
hsa-miR-4645-5p,0.17,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4647,0.34,0.16,0.26,0.0,0.0,0.17,0.46,0.4,0.24,1.34,0.21,0.45
hsa-miR-4648,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4649-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.21,0.0
hsa-miR-4651,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-4653-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.24,0.0,0.0,0.0
hsa-miR-4654,0.0,0.0,0.26,0.18,0.15,0.0,0.31,0.0,0.0,0.0,0.21,0.22
hsa-miR-4655-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.0,0.0,0.0,0.0
hsa-miR-4657,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-4658,0.17,0.16,0.0,0.18,0.0,0.17,0.46,0.2,0.24,0.0,0.0,0.0
hsa-miR-4659a-3p,1.68,2.46,1.31,0.73,1.07,1.99,1.23,0.4,0.49,1.34,0.42,0.45
hsa-miR-4659b-3p,0.34,0.33,0.78,0.18,0.15,0.17,0.15,0.4,0.49,0.54,0.21,0.22
hsa-miR-4659b-5p,0.17,0.16,0.26,0.18,0.15,0.33,0.0,0.2,0.0,0.8,0.0,0.22
hsa-miR-4660,0.17,0.16,0.52,0.18,0.15,0.33,0.31,0.2,0.24,0.0,0.21,0.45
hsa-miR-4661-3p,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4661-5p,0.67,0.66,0.26,0.73,0.46,0.66,0.46,0.2,0.0,0.27,1.04,0.22
hsa-miR-4662a-3p,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4662a-5p,0.67,1.81,0.26,1.09,1.07,0.0,0.15,0.2,0.0,0.54,1.66,0.0
hsa-miR-4662b,0.5,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4664-3p,0.67,0.33,0.26,0.18,0.61,1.0,0.46,0.0,1.95,0.0,0.21,0.45
hsa-miR-4664-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0
hsa-miR-4665-5p,1.68,1.48,1.05,1.09,1.53,1.99,1.23,0.99,0.24,1.34,1.45,1.57
hsa-miR-4667-3p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4667-5p,0.17,0.0,0.0,0.18,0.15,0.0,0.61,0.0,0.0,0.0,0.0,0.0
hsa-miR-4668-5p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4670-5p,0.0,0.0,0.26,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4671-3p,0.5,0.49,0.78,0.73,0.46,0.33,0.46,0.4,0.0,0.0,0.62,0.67
hsa-miR-4671-5p,0.17,0.16,0.0,0.18,0.15,0.0,0.0,0.4,0.49,0.0,0.0,0.0
hsa-miR-4673,0.0,0.33,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4674,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4676-3p,0.67,0.33,0.78,0.0,0.46,0.5,0.46,0.8,0.73,0.8,0.62,0.67
hsa-miR-4676-5p,0.17,0.0,0.0,0.18,0.0,0.33,0.77,0.0,0.0,0.0,0.42,0.0
hsa-miR-4677-3p,12.24,11.49,12.81,14.5,11.82,12.28,6.6,12.52,7.56,8.84,9.35,8.55
hsa-miR-4677-5p,0.0,0.49,0.0,0.18,0.46,0.33,0.15,0.4,0.0,1.34,0.0,0.22
hsa-miR-4678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
hsa-miR-4679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0
hsa-miR-4680-3p,0.0,0.33,0.26,0.36,0.0,0.17,0.0,0.6,0.24,0.0,0.21,0.67
hsa-miR-4680-5p,0.17,0.0,0.0,0.0,0.15,0.17,0.77,0.0,0.49,0.27,0.0,0.0
hsa-miR-4683,1.01,0.16,0.0,0.0,0.15,0.66,0.15,0.0,0.0,0.0,0.42,0.22
hsa-miR-4684-3p,0.0,0.16,0.0,0.0,0.0,0.17,0.31,0.0,0.0,0.0,0.0,0.22
hsa-miR-4685-3p,0.17,0.33,0.78,0.0,0.31,0.33,0.46,0.2,0.0,0.0,1.25,0.22
hsa-miR-4687-3p,2.01,0.98,0.78,0.91,1.53,0.66,1.38,0.6,0.24,0.54,0.83,0.9
hsa-miR-4687-5p,0.0,0.0,0.0,0.18,0.0,0.83,0.31,0.6,0.49,0.0,0.21,0.0
hsa-miR-4688,0.34,0.16,0.0,0.18,0.46,0.0,0.15,0.0,0.49,0.27,1.04,0.67
hsa-miR-4689,0.0,0.16,0.0,0.0,0.0,0.33,0.46,0.4,0.49,0.0,0.0,0.0
hsa-miR-4690-3p,0.17,0.16,0.0,0.73,0.61,0.33,0.46,0.4,0.24,0.54,0.83,0.67
hsa-miR-4691-3p,0.0,0.49,0.26,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4695-3p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4695-5p,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.27,0.0,0.0
hsa-miR-4699-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0
hsa-miR-4700-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-4700-5p,0.0,0.0,0.26,0.0,0.31,0.0,0.31,0.0,0.73,0.0,0.0,0.0
hsa-miR-4701-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0
hsa-miR-4701-5p,0.5,0.16,0.26,0.18,0.46,0.17,0.15,0.4,0.49,0.8,0.21,0.67
hsa-miR-4703-3p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
hsa-miR-4706,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4707-3p,0.17,0.0,0.26,1.09,0.31,0.17,0.46,0.2,0.73,0.54,0.42,0.45
hsa-miR-4707-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0
hsa-miR-4708-3p,0.0,0.0,0.0,0.0,0.0,0.17,0.15,0.2,0.0,0.0,0.0,0.0
hsa-miR-4709-3p,0.34,0.16,0.26,0.36,0.15,0.33,0.46,0.4,0.24,0.54,0.42,0.0
hsa-miR-4709-5p,0.34,0.49,0.0,0.0,0.15,0.17,0.0,0.2,0.0,0.27,0.0,0.22
hsa-miR-4712-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0
hsa-miR-4714-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4714-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0
hsa-miR-4717-3p,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0
hsa-miR-4720-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.0,0.27,0.0,0.22
hsa-miR-4721,0.0,0.0,0.0,0.0,0.46,0.0,0.31,0.0,0.24,0.0,0.0,0.22
hsa-miR-4723-3p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4723-5p,0.0,0.16,0.0,0.18,0.15,0.0,0.31,0.2,0.73,0.54,0.0,0.22
hsa-miR-4724-5p,0.5,0.16,0.26,0.54,0.46,0.33,0.0,0.0,1.22,0.54,0.42,0.0
hsa-miR-4725-3p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0
hsa-miR-4727-3p,0.0,0.0,0.52,0.36,0.61,0.33,0.61,0.4,0.0,0.27,0.42,0.9
hsa-miR-4727-5p,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4728-3p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4729,0.17,0.0,0.26,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4732-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4732-5p,0.0,0.33,0.52,0.18,0.77,0.83,1.23,1.19,0.98,0.8,1.25,0.67
hsa-miR-4733-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-4734,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4738-3p,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.2,0.24,0.27,0.0,0.22
hsa-miR-4741,1.01,0.66,0.26,1.09,0.15,0.83,0.31,0.2,0.0,0.0,0.21,0.0
hsa-miR-4742-3p,0.0,0.49,0.0,0.0,0.15,0.17,0.0,0.2,0.0,0.0,0.21,0.22
hsa-miR-4743-5p,0.17,0.0,0.0,0.0,0.15,0.17,0.0,0.2,0.0,0.27,0.21,0.0
hsa-miR-4744,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4745-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.27,0.0,0.22
hsa-miR-4745-5p,0.5,0.16,0.0,0.18,0.46,0.17,0.92,0.0,0.0,0.27,0.0,0.67
hsa-miR-4746-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-4746-5p,2.52,2.63,5.49,3.99,3.53,3.82,3.53,1.79,4.64,4.29,2.29,1.57
hsa-miR-4747-3p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0
hsa-miR-4748,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.24,0.0,0.0,0.0
hsa-miR-4749-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.22
hsa-miR-4750-5p,0.17,0.49,0.26,0.0,0.0,0.33,0.31,0.8,0.49,0.27,0.42,0.67
hsa-miR-4752,0.17,0.49,0.26,0.18,0.46,0.17,0.31,0.4,0.0,0.0,0.21,0.0
hsa-miR-4753-3p,0.17,0.0,0.26,0.0,0.0,0.0,0.15,0.0,0.24,0.27,0.21,0.22
hsa-miR-4753-5p,0.17,0.0,0.26,0.54,0.15,0.0,0.46,0.0,0.0,0.0,0.62,0.0
hsa-miR-4754,0.34,0.33,0.0,0.18,0.0,0.0,0.0,0.2,0.0,0.27,0.0,0.0
hsa-miR-4755-3p,0.34,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4755-5p,0.17,0.0,0.52,0.18,0.0,0.17,0.15,0.0,0.24,0.0,0.0,0.45
hsa-miR-4758-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
hsa-miR-4760-5p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4761-3p,0.17,0.16,0.26,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-4762-3p,0.5,0.66,0.26,0.36,0.61,1.0,1.07,0.4,1.22,0.8,0.0,0.22
hsa-miR-4762-5p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
hsa-miR-4764-5p,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4765,1.34,0.66,1.83,0.54,1.23,0.5,0.77,0.8,1.22,0.8,0.83,0.9
hsa-miR-4766-3p,0.17,0.0,0.0,0.18,0.0,0.0,0.15,0.2,0.0,0.0,0.21,0.0
hsa-miR-4766-5p,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.2,0.0,0.0,0.0,0.22
hsa-miR-4767,0.34,0.33,0.26,0.0,0.0,0.0,0.0,0.2,0.24,0.54,0.21,0.22
hsa-miR-4768-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0
hsa-miR-4772-3p,14.08,16.91,16.99,20.67,17.8,18.09,9.66,10.93,16.59,15.01,13.3,10.57
hsa-miR-4772-5p,7.55,5.58,4.7,5.44,5.83,6.64,3.99,5.17,9.03,8.31,4.36,6.52
hsa-miR-4773,0.0,0.0,0.52,0.36,0.15,0.17,0.0,0.2,0.73,0.0,0.42,0.45
hsa-miR-4774-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0
hsa-miR-4774-5p,0.84,0.49,0.78,0.54,0.46,0.5,0.46,0.2,0.49,0.27,0.0,0.22
hsa-miR-4775,0.34,0.66,0.52,0.54,1.53,0.66,1.07,2.78,0.98,2.14,1.87,1.35
hsa-miR-4777-3p,0.5,0.16,0.52,0.18,0.0,0.17,0.0,0.2,0.0,0.54,0.21,0.45
hsa-miR-4777-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
hsa-miR-4779,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4781-3p,0.17,0.49,0.26,0.18,0.46,0.33,0.15,0.4,0.0,0.27,0.42,0.0
hsa-miR-4781-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0
hsa-miR-4782-5p,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4784,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.24,0.0,0.0,0.0
hsa-miR-4785,0.34,0.0,0.0,0.18,0.0,0.33,0.0,0.2,0.0,0.0,0.21,0.0
hsa-miR-4786-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0
hsa-miR-4786-5p,0.0,0.33,0.78,0.0,0.15,0.5,1.53,0.4,0.49,0.0,0.21,0.0
hsa-miR-4787-3p,0.0,0.0,0.52,0.0,0.77,0.5,1.23,0.2,1.71,1.07,1.45,0.67
hsa-miR-4791,3.69,2.46,3.66,1.63,1.53,0.5,1.23,1.79,2.44,4.82,3.53,2.02
hsa-miR-4793-3p,0.5,0.49,0.26,0.18,0.15,0.33,0.0,0.0,0.24,0.0,0.0,0.0
hsa-miR-4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.27,0.0,0.0
hsa-miR-4795-3p,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4795-5p,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.24,0.0,0.0,0.0
hsa-miR-4796-3p,0.5,0.49,0.0,0.91,0.61,0.33,0.92,0.6,0.24,1.07,0.83,0.67
hsa-miR-4796-5p,0.17,0.49,0.78,0.18,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-4797-3p,0.5,0.49,0.26,0.54,0.31,0.17,0.0,0.2,0.0,0.0,0.21,0.0
