miRNA,ERR5922419,ERR5922420,ERR5922421,ERR5922422,ERR5922423,ERR5922424,ERR5922425,ERR5922426,ERR5922427,ERR5922428
hsa-miR-1908-5p,0.0,0.0,0.0,0.12,0.6,1.09,1.25,1.0,0.26,1.12
hsa-miR-1909-3p,0.0,0.09,0.0,0.0,0.0,0.34,0.17,0.28,0.13,0.12
hsa-miR-1909-5p,0.0,0.0,0.0,0.0,0.0,0.25,0.33,1.0,0.0,0.0
hsa-miR-190a-3p,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,0.22,0.0,0.48,0.24,0.3,0.08,0.0,0.0,0.0,0.25
hsa-miR-190b-5p,0.65,0.37,1.06,0.47,3.1,8.58,13.34,8.98,7.42,5.96
hsa-miR-191-3p,0.65,0.46,0.68,0.47,0.7,6.9,6.92,5.27,2.21,2.36
hsa-miR-191-5p,804.14,393.36,365.38,432.55,393.02,2063.23,2395.02,1414.1,938.53,2251.91
hsa-miR-1910-3p,0.33,0.64,0.39,0.24,0.1,0.5,2.0,0.57,1.3,1.24
hsa-miR-1910-5p,0.87,1.01,0.39,0.35,0.4,7.57,12.51,7.27,3.38,3.23
hsa-miR-1911-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-1914-5p,0.0,0.0,0.0,0.0,0.1,0.08,0.0,0.14,0.0,0.12
hsa-miR-1915-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-1915-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-192-3p,0.11,0.09,0.68,0.35,0.9,1.68,4.17,1.28,4.95,4.1
hsa-miR-192-5p,464.28,289.82,99.6,116.27,243.66,1419.11,1121.68,861.05,666.18,571.18
hsa-miR-193a-3p,0.33,1.83,1.74,1.41,5.51,0.76,1.67,3.7,9.37,2.98
hsa-miR-193a-5p,32.22,47.42,13.36,10.13,110.42,207.44,565.76,556.04,83.19,212.0
hsa-miR-193b-3p,27.34,16.48,47.81,15.43,56.56,13.38,47.52,41.88,282.51,30.43
hsa-miR-193b-5p,23.54,45.59,24.78,4.01,51.46,79.16,324.73,314.13,219.63,95.63
hsa-miR-194-3p,0.33,0.55,0.1,0.12,0.1,2.1,1.25,0.85,0.13,0.99
hsa-miR-194-5p,171.72,45.04,33.88,43.11,91.6,143.34,421.36,277.23,110.53,153.51
hsa-miR-195-3p,1.19,2.38,0.39,0.94,1.0,6.81,3.42,4.42,2.6,5.59
hsa-miR-195-5p,2.93,0.64,2.32,1.77,5.61,15.65,6.59,3.13,6.51,8.32
hsa-miR-196a-5p,3.36,3.11,3.87,6.01,12.71,1.51,6.42,10.83,4.56,11.43
hsa-miR-196b-3p,0.0,0.0,0.0,0.0,0.7,0.08,0.08,0.0,0.13,0.12
hsa-miR-196b-5p,5.32,4.58,5.52,13.9,20.02,5.89,6.59,10.11,5.08,27.57
hsa-miR-197-3p,22.45,10.89,17.33,15.67,56.26,21.53,31.93,15.96,49.47,62.47
hsa-miR-197-5p,0.22,0.18,0.0,0.0,0.3,0.0,0.33,0.57,0.39,0.25
hsa-miR-1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-1976,0.33,0.64,0.1,0.24,0.5,2.44,2.17,2.42,0.39,0.99
hsa-miR-199a-3p,1360.84,1725.31,639.98,2930.9,3754.84,1489.27,876.82,523.27,3401.84,2350.28
hsa-miR-199a-5p,370.23,716.32,797.07,789.83,6632.34,337.07,453.71,1451.99,4187.53,2883.7
hsa-miR-199b-3p,6.07,5.4,2081.0,22.38,11028.77,5974.5,2717.0,14880.07,12524.58,5499.13
hsa-miR-199b-5p,321.85,788.46,673.57,496.04,1989.44,68.14,161.24,787.83,1723.05,506.22
hsa-miR-19a-3p,1.95,0.55,4.26,2.0,5.11,1.85,1.25,1.99,8.85,4.35
hsa-miR-19b-1-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.13,0.0
hsa-miR-19b-3p,13.45,6.13,37.94,12.49,40.94,6.31,5.5,11.11,117.82,16.15
hsa-miR-200a-3p,47.62,27.28,28.55,12.96,49.65,92.28,45.94,37.04,73.69,55.02
hsa-miR-200a-5p,4.77,4.85,1.94,0.59,4.0,3.11,2.67,1.57,4.56,3.48
hsa-miR-200b-3p,35.91,9.8,21.49,9.19,46.25,51.73,44.77,22.22,38.28,48.93
hsa-miR-200b-5p,0.11,0.18,0.19,0.12,0.5,0.67,1.58,0.14,0.39,0.99
hsa-miR-200c-3p,1195.52,361.96,296.95,482.38,416.85,2398.95,2066.62,1037.99,490.16,2008.86
hsa-miR-200c-5p,0.87,0.09,0.1,0.71,0.4,1.01,1.58,2.28,1.56,0.0
hsa-miR-202-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.08,1.0,0.13,0.62
hsa-miR-202-5p,0.0,0.55,1.26,1.41,5.21,1.51,0.42,1.0,4.17,4.84
hsa-miR-203a-3p,79.08,28.56,38.72,50.06,44.85,67.8,48.27,148.73,165.34,51.91
hsa-miR-203a-5p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203b-3p,0.11,0.0,0.19,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-3p,0.33,2.47,0.29,0.47,2.6,0.59,0.92,3.56,3.12,2.61
hsa-miR-204-5p,1.84,1.37,2.71,3.06,6.31,12.11,6.34,2.71,10.94,15.03
hsa-miR-205-3p,0.33,1.01,0.68,0.24,3.2,3.36,3.67,8.83,7.81,1.24
hsa-miR-205-5p,203.83,149.95,304.41,206.85,799.06,355.49,748.26,1103.95,3093.42,960.65
hsa-miR-206,1.3,4.76,0.29,1.06,2.4,1.93,1.42,2.71,1.3,24.09
hsa-miR-208a-3p,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-miR-20a-3p,0.11,0.09,0.39,0.12,0.3,0.0,0.0,0.0,0.0,0.12
hsa-miR-20a-5p,167.49,23.25,160.77,123.22,493.73,447.86,440.95,301.31,592.88,544.72
hsa-miR-20b-3p,0.0,0.37,0.19,0.0,0.4,0.25,0.17,0.43,0.26,0.25
hsa-miR-20b-5p,2.6,1.01,4.74,3.89,24.03,17.75,12.09,28.35,17.45,29.93
hsa-miR-21-3p,2.39,3.75,2.81,1.53,6.41,10.85,9.17,14.25,10.28,7.08
hsa-miR-21-5p,6626.74,4074.21,3530.34,3728.27,4802.37,15700.01,9089.1,15722.03,9083.03,9067.27
hsa-miR-210-3p,9.55,2.2,14.52,5.42,26.03,11.61,29.26,35.33,67.18,19.25
hsa-miR-210-5p,0.65,0.0,0.1,0.12,0.3,0.93,2.17,0.85,2.73,1.37
hsa-miR-211-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0
hsa-miR-211-5p,0.33,0.27,0.0,0.12,0.1,0.5,1.08,1.0,0.39,0.5
hsa-miR-2110,4.66,7.96,3.58,1.88,5.51,47.19,38.6,33.48,10.55,23.6
hsa-miR-2113,0.33,0.37,0.0,0.0,0.5,0.25,1.08,0.28,0.26,0.62
hsa-miR-2114-3p,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.26,0.0
hsa-miR-2114-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.13,0.0
hsa-miR-2115-3p,0.22,0.27,0.29,0.24,0.4,2.19,1.58,2.56,2.21,2.61
hsa-miR-2115-5p,0.54,0.09,0.19,0.59,0.2,1.01,2.5,0.71,1.3,1.49
hsa-miR-2116-3p,0.87,0.82,0.68,0.94,0.4,15.65,12.26,15.24,8.46,4.22
hsa-miR-2116-5p,0.0,0.0,0.0,0.0,0.0,0.25,0.17,0.71,0.26,0.0
hsa-miR-212-3p,0.22,0.09,0.1,0.12,0.8,0.17,0.25,0.0,0.65,0.5
hsa-miR-212-5p,0.65,0.55,0.19,0.12,0.6,1.09,1.75,1.85,0.13,0.75
hsa-miR-214-3p,4.45,9.15,8.81,14.61,67.47,33.4,13.92,25.64,55.33,105.44
hsa-miR-214-5p,1.74,3.75,18.97,30.86,130.14,60.31,8.59,286.35,95.95,3.73
hsa-miR-215-3p,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,2.71,1.65,1.55,1.53,3.1,5.89,3.92,5.13,5.34,6.46
hsa-miR-216a-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216a-5p,0.11,0.09,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-216b-5p,0.11,0.27,0.0,0.0,0.0,0.34,0.42,0.28,0.13,0.12
hsa-miR-217-5p,0.0,0.0,0.0,0.0,0.0,0.34,0.17,0.43,0.0,0.0
hsa-miR-218-1-3p,0.54,2.11,0.77,1.65,7.51,3.95,6.25,5.56,9.89,15.03
hsa-miR-218-5p,231.06,499.18,302.18,303.68,1444.76,171.77,206.6,527.26,848.18,917.93
hsa-miR-219a-1-3p,0.11,1.1,0.0,0.0,0.2,0.5,1.25,0.85,0.39,0.0
hsa-miR-219a-2-3p,0.0,0.82,0.0,0.0,0.1,0.0,0.0,0.14,0.0,0.0
hsa-miR-219a-5p,0.0,0.09,0.0,0.0,0.0,0.17,0.08,0.14,0.0,0.0
hsa-miR-219b-5p,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.26,0.12
hsa-miR-22-3p,1576.38,776.47,647.24,508.76,956.13,5798.85,9123.62,10831.1,4413.02,5117.85
hsa-miR-22-5p,325.32,166.24,98.44,120.03,234.05,1967.58,2061.45,1601.58,386.53,814.72
hsa-miR-221-3p,1113.3,870.12,823.98,686.52,2589.59,4595.0,7994.18,10278.77,4360.03,4560.46
hsa-miR-221-5p,53.15,39.64,33.1,25.21,64.57,152.68,131.06,94.45,175.89,67.07
hsa-miR-222-3p,492.48,1180.63,192.42,218.75,813.78,1483.38,3674.36,3061.41,1297.59,2066.61
hsa-miR-222-5p,2.71,1.92,1.55,0.94,1.8,3.36,1.5,3.7,1.95,2.36
hsa-miR-223-3p,27.77,5.31,17.91,28.98,11.91,9.84,6.42,7.55,21.74,18.63
hsa-miR-223-5p,72.46,72.78,9.68,16.37,11.21,39.28,152.07,139.9,32.42,61.23
hsa-miR-224-3p,10.85,2.29,8.23,8.25,6.01,76.21,57.11,27.64,41.4,23.35
hsa-miR-224-5p,646.3,190.5,287.08,226.17,566.61,936.77,1029.72,252.87,2238.86,1487.37
hsa-miR-2276-3p,0.65,1.01,0.1,0.0,0.2,1.09,2.08,2.28,0.91,0.62
hsa-miR-2276-5p,0.22,0.09,0.0,0.0,0.0,0.08,0.08,0.0,0.13,0.0
hsa-miR-2277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.28,0.0,0.37
hsa-miR-2277-5p,0.65,0.27,0.1,0.59,0.6,0.59,0.17,0.14,0.39,0.75
hsa-miR-2278,0.22,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.26,0.0
hsa-miR-2355-3p,0.11,0.0,0.0,0.24,0.0,0.17,0.25,0.28,0.13,0.5
hsa-miR-2355-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.13,0.0
hsa-miR-23a-3p,7224.88,3850.39,2600.37,1906.66,4356.79,9202.54,29433.14,14567.08,19749.81,12781.83
hsa-miR-23a-5p,3.36,2.56,1.36,1.53,2.9,6.39,15.76,12.25,3.78,11.3
hsa-miR-23b-3p,165.64,136.67,117.31,162.32,217.13,361.05,545.17,93.6,452.41,759.95
hsa-miR-23b-5p,1.84,4.76,1.65,1.18,3.0,14.47,11.84,12.82,5.6,12.42
hsa-miR-23c,0.11,0.09,0.0,0.0,0.0,0.0,0.25,0.14,0.0,0.0
hsa-miR-24-1-5p,4.23,4.39,2.42,3.06,5.01,4.54,17.26,7.12,5.86,24.96
hsa-miR-24-2-5p,354.07,184.64,65.91,63.26,74.88,735.72,1034.56,754.49,233.17,359.79
hsa-miR-24-3p,14858.28,6138.14,3944.5,4112.28,6678.99,74258.2,23470.9,65119.39,10215.55,29251.65
hsa-miR-2467-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-2467-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-miR-25-3p,177.25,98.23,137.73,128.99,1189.78,1143.45,1134.44,457.45,1176.78,1625.1
hsa-miR-25-5p,0.43,0.46,0.58,0.24,0.7,1.85,2.17,1.0,1.3,1.86
hsa-miR-2682-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-miR-2682-5p,0.0,0.09,0.19,0.0,0.0,0.08,0.0,0.14,0.0,0.0
hsa-miR-26a-1-3p,0.0,0.0,0.19,0.24,0.1,0.25,0.08,0.0,0.26,0.37
hsa-miR-26a-2-3p,7.92,1.83,5.81,2.12,5.01,10.77,4.84,6.27,11.46,6.95
hsa-miR-26a-5p,7650.21,2745.28,4147.86,5501.7,3922.02,7984.89,2829.55,1538.18,7504.1,12638.63
hsa-miR-26b-3p,5.75,4.94,3.1,2.0,1.8,11.86,10.0,7.12,5.08,6.33
hsa-miR-26b-5p,7056.2,2290.31,5124.87,4887.03,4009.82,20120.13,5084.76,3222.11,20514.67,10366.72
hsa-miR-27a-3p,23988.55,8734.57,4469.88,5523.72,4449.69,29857.0,46083.73,47123.35,22987.62,12795.24
hsa-miR-27a-5p,119.43,124.04,78.01,30.27,38.14,72.34,92.96,62.54,52.34,45.58
hsa-miR-27b-3p,5807.74,2631.13,3553.86,2380.08,3775.46,11360.65,7371.56,10943.65,9502.11,5747.02
hsa-miR-27b-5p,4.88,5.13,3.87,4.24,6.81,18.84,8.75,8.12,8.2,25.96
hsa-miR-28-3p,49.47,61.06,35.81,55.25,177.39,123.83,194.51,228.08,217.55,457.29
hsa-miR-28-5p,14.21,6.32,13.36,18.97,42.95,21.45,20.43,20.8,32.81,95.13
hsa-miR-296-3p,0.11,1.01,1.84,0.82,9.01,1.09,2.92,4.99,9.89,9.56
hsa-miR-296-5p,0.65,0.18,1.16,1.53,2.3,2.52,3.08,1.85,5.99,5.71
hsa-miR-299-3p,1.41,2.93,1.36,2.24,10.51,2.19,1.92,4.99,7.55,5.09
hsa-miR-299-5p,0.76,0.92,1.45,3.89,9.11,11.36,4.67,3.28,5.6,17.64
hsa-miR-29a-3p,165.75,80.83,263.66,139.71,267.09,924.15,273.38,326.1,1076.4,307.76
hsa-miR-29a-5p,0.43,0.37,0.97,0.0,0.9,1.35,0.75,2.14,8.72,0.25
hsa-miR-29b-1-5p,0.11,0.09,0.0,0.12,0.0,0.76,0.0,0.14,0.0,0.25
hsa-miR-29b-2-5p,0.33,0.18,0.0,0.35,0.4,0.42,0.67,1.28,0.91,0.37
hsa-miR-29b-3p,29.94,9.25,17.71,16.49,20.12,48.37,15.84,8.26,30.72,19.0
hsa-miR-29c-3p,12.8,3.48,9.68,9.42,8.81,24.65,12.01,18.52,31.51,11.05
hsa-miR-29c-5p,19.42,12.27,15.1,17.91,32.64,68.14,69.28,69.24,157.14,77.13
hsa-miR-301a-3p,0.22,0.18,0.48,0.47,0.5,0.0,0.17,0.28,0.26,0.62
hsa-miR-301a-5p,0.87,0.73,0.58,1.06,1.4,3.79,1.92,1.99,0.65,3.35
hsa-miR-301b-3p,0.33,0.09,0.48,0.12,0.7,0.17,0.25,0.28,0.52,0.37
hsa-miR-301b-5p,0.0,0.0,0.0,0.0,0.3,0.08,0.0,0.0,0.0,0.0
hsa-miR-302a-3p,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.39,0.0
hsa-miR-302b-3p,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.65,0.0
hsa-miR-302c-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12
hsa-miR-302d-3p,0.0,0.0,0.0,0.12,0.6,0.0,0.0,0.0,0.26,0.12
hsa-miR-3059-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.75
hsa-miR-3064-3p,0.0,0.0,0.0,0.12,0.0,0.0,0.25,0.0,0.39,0.25
hsa-miR-3064-5p,0.33,0.73,0.0,0.12,0.2,1.43,1.33,1.99,0.26,0.37
hsa-miR-3065-3p,0.11,0.18,0.29,0.0,0.4,0.17,0.08,0.71,0.39,0.75
hsa-miR-3065-5p,3.25,2.11,1.84,0.35,0.0,3.45,0.75,1.42,0.52,0.5
hsa-miR-3074-5p,0.0,0.0,0.0,0.0,0.5,0.42,0.17,0.0,0.0,0.12
hsa-miR-3085-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,121.39,270.33,63.78,93.06,324.35,306.11,217.52,313.42,219.63,494.92
hsa-miR-30a-5p,1003.52,1029.03,794.65,1148.4,1077.56,2077.86,936.93,2366.9,1844.39,1390.99
hsa-miR-30b-3p,8.35,4.94,6.1,4.59,10.81,26.25,19.01,10.26,22.0,50.67
hsa-miR-30b-5p,2189.06,565.46,2380.76,1713.94,954.23,334.38,224.1,267.69,3275.82,403.26
hsa-miR-30c-1-3p,0.76,1.19,0.68,1.41,1.0,2.86,2.17,0.57,2.73,5.96
hsa-miR-30c-2-3p,1.95,4.3,1.65,2.36,3.0,5.64,1.83,1.14,0.78,11.43
hsa-miR-30c-5p,604.0,252.02,437.01,360.1,319.94,422.87,322.9,376.1,327.03,330.73
hsa-miR-30d-3p,24.62,13.91,9.39,9.89,10.31,64.6,30.6,33.76,22.78,23.35
hsa-miR-30d-5p,17636.58,8239.87,7069.68,6199.76,6176.45,39816.54,44371.44,36048.07,17432.06,19215.16
hsa-miR-30e-3p,157.83,173.11,62.24,52.42,86.79,141.15,72.87,84.34,115.87,83.09
hsa-miR-30e-5p,340.4,116.53,214.29,139.82,89.4,323.11,210.85,370.69,419.21,128.29
hsa-miR-31-3p,0.43,0.73,2.23,0.35,0.9,0.08,0.17,0.0,4.95,0.0
hsa-miR-31-5p,11.06,4.58,12.1,5.18,8.71,15.9,13.01,14.96,31.9,9.19
hsa-miR-3115,0.0,0.46,0.29,0.12,0.6,0.67,0.5,0.71,0.91,0.62
hsa-miR-3117-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0
hsa-miR-3118,0.11,0.09,0.0,0.0,0.2,0.42,0.5,0.28,0.0,0.37
hsa-miR-3120-3p,0.22,0.0,0.0,0.24,0.0,0.59,0.08,0.14,0.13,0.12
hsa-miR-3120-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.42,0.14,0.0,0.0
hsa-miR-3121-3p,0.11,0.18,0.0,0.12,0.3,0.08,0.33,0.71,0.26,0.87
hsa-miR-3122,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-3124-5p,0.33,0.18,0.0,0.0,0.4,0.93,2.25,1.57,0.78,0.99
hsa-miR-3125,0.0,0.09,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.12
hsa-miR-3126-5p,0.0,0.27,0.19,0.12,0.4,0.17,0.25,0.43,0.52,0.87
hsa-miR-3127-3p,0.0,0.0,0.0,0.0,0.0,0.42,0.5,0.14,0.0,0.0
hsa-miR-3127-5p,0.22,0.64,0.29,0.0,0.2,0.5,1.08,1.71,0.39,0.75
hsa-miR-3128,0.0,0.0,0.1,0.0,0.0,0.25,0.08,0.0,0.13,0.0
hsa-miR-3129-3p,0.22,0.18,0.0,0.24,0.3,0.84,0.5,1.0,0.0,0.75
hsa-miR-3129-5p,0.22,0.0,0.1,0.0,0.4,0.5,0.5,0.43,0.0,0.37
hsa-miR-3130-3p,0.0,0.0,0.0,0.0,0.2,0.0,0.08,0.43,0.13,0.25
hsa-miR-3131,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-3132,0.11,0.0,0.0,0.12,0.0,0.0,0.17,0.0,0.13,0.25
hsa-miR-3133,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.14,0.13,0.25
hsa-miR-3135a,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3136-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.26,0.12
hsa-miR-3136-5p,0.0,0.0,0.0,0.12,0.3,1.01,0.42,0.57,0.91,0.62
hsa-miR-3137,0.0,0.0,0.1,0.0,0.2,0.0,0.08,0.28,0.0,0.25
hsa-miR-3138,0.0,0.09,0.0,0.0,0.1,0.08,0.17,0.0,0.39,0.12
hsa-miR-3139,0.11,0.0,0.19,0.0,0.1,0.17,0.0,0.0,0.78,0.0
hsa-miR-3140-3p,0.11,0.0,0.1,0.12,0.3,1.6,0.58,0.85,0.26,0.87
hsa-miR-3140-5p,0.11,0.0,0.0,0.0,0.0,0.34,0.08,0.0,0.13,0.0
hsa-miR-3143,0.0,0.09,0.1,0.12,1.0,0.42,0.83,0.85,1.56,0.75
hsa-miR-3144-3p,0.22,0.18,0.29,0.12,1.0,0.0,0.83,0.85,1.43,0.62
hsa-miR-3144-5p,0.0,0.0,0.0,0.12,0.0,0.0,0.08,0.0,0.13,0.37
hsa-miR-3145-3p,0.33,0.37,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.37
hsa-miR-3145-5p,0.54,0.27,0.29,0.24,0.5,1.77,2.08,1.99,1.17,1.74
hsa-miR-3146,0.0,0.09,0.0,0.24,0.0,0.08,0.33,0.14,0.13,0.12
hsa-miR-3147,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-3148,0.11,0.73,0.1,0.0,0.0,0.42,0.25,0.28,0.52,0.5
hsa-miR-3149,0.0,0.27,0.1,0.0,0.2,0.25,0.33,0.43,0.26,0.12
hsa-miR-3150a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-3150a-5p,0.11,0.0,0.0,0.0,0.0,0.08,0.42,0.0,0.0,0.37
hsa-miR-3150b-3p,0.22,0.09,0.0,0.0,0.0,0.34,0.5,0.28,0.13,0.0
hsa-miR-3152-5p,0.0,0.0,0.1,0.24,0.0,0.17,0.0,0.14,0.0,0.0
hsa-miR-3154,0.0,0.09,0.29,0.12,0.3,0.08,0.25,0.28,0.78,1.12
hsa-miR-3156-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.14,0.0,0.0
hsa-miR-3156-5p,0.43,0.09,0.0,0.12,0.3,0.08,0.58,0.57,0.52,0.25
hsa-miR-3157-3p,0.0,0.0,0.0,0.0,0.2,0.0,0.83,1.0,1.17,0.75
hsa-miR-3157-5p,0.11,0.27,0.19,0.12,0.3,0.0,0.42,0.71,1.3,0.5
hsa-miR-3158-3p,0.98,0.09,0.0,0.0,0.0,0.34,0.25,0.0,0.0,4.84
hsa-miR-3158-5p,0.0,0.0,0.0,0.0,0.1,0.08,0.0,0.14,0.13,0.0
hsa-miR-3159,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-3160-3p,0.0,0.09,0.1,0.0,0.0,0.34,0.33,0.43,0.0,0.0
hsa-miR-3162-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-3162-5p,0.11,0.0,0.0,0.0,0.0,0.08,0.0,0.14,0.0,0.5
hsa-miR-3163,0.0,0.0,0.0,0.0,0.1,0.17,0.0,0.0,0.0,0.25
hsa-miR-3164,0.0,0.0,0.0,0.0,0.2,0.0,0.17,0.14,0.0,0.0
hsa-miR-3165,0.11,0.0,0.0,0.0,0.4,0.08,0.17,0.57,0.13,0.0
hsa-miR-3166,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.14,0.0,0.12
hsa-miR-3167,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0
hsa-miR-3168,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.12
hsa-miR-3170,0.11,0.09,0.1,0.0,0.0,0.08,0.0,0.14,0.13,0.37
hsa-miR-3171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-3173-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.12
hsa-miR-3173-5p,0.0,0.0,0.0,0.0,0.0,0.25,0.58,0.0,0.39,0.87
hsa-miR-3174,0.0,0.18,0.0,0.0,0.0,0.0,0.17,0.14,0.0,0.37
hsa-miR-3175,0.0,0.46,0.29,0.0,0.5,0.93,1.08,0.43,1.69,1.37
hsa-miR-3176,0.11,0.09,0.1,0.12,0.1,0.0,0.0,0.28,0.0,0.25
hsa-miR-3177-3p,0.43,0.37,0.1,0.12,0.5,1.09,2.25,1.28,1.3,3.23
hsa-miR-3178,0.11,0.0,0.0,0.12,1.4,0.08,0.0,0.14,0.0,0.12
hsa-miR-3179,0.0,0.27,0.19,0.0,0.0,0.0,0.08,0.14,0.65,0.25
hsa-miR-3180,0.87,0.18,0.19,0.24,0.4,1.85,13.09,17.67,1.56,2.24
hsa-miR-3180-3p,0.76,2.84,1.94,0.0,1.6,2.02,3.84,0.43,8.85,1.12
hsa-miR-3180-5p,0.11,0.09,0.29,0.0,0.0,2.86,2.83,1.14,1.95,0.75
hsa-miR-3181,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.14,0.0,0.0
hsa-miR-3182,11.39,10.16,10.84,18.97,6.01,3.95,1.92,2.71,2.47,3.35
hsa-miR-3184-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.26,0.0
hsa-miR-3187-3p,0.0,0.0,0.1,0.12,0.4,0.17,0.58,0.57,0.26,0.25
hsa-miR-3187-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.13,0.0
hsa-miR-3188,0.22,0.09,0.19,0.12,0.0,0.42,1.08,0.14,0.78,0.87
hsa-miR-3189-3p,0.0,0.0,0.0,0.0,0.0,0.67,0.83,1.0,0.0,0.12
hsa-miR-3189-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-3190-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.75,0.57,0.13,0.12
hsa-miR-3191-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.0,0.25
hsa-miR-3191-5p,0.11,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-3192-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.25
hsa-miR-3194-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.12
hsa-miR-3194-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.0
hsa-miR-3195,0.22,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
hsa-miR-3196,0.22,0.09,0.19,0.0,0.1,0.0,0.0,0.0,0.0,0.25
hsa-miR-3197,0.0,0.0,0.0,0.0,0.2,0.0,0.33,0.28,0.0,0.0
hsa-miR-3198,0.0,0.0,0.0,0.12,0.1,0.25,0.5,0.43,0.26,0.25
hsa-miR-3199,0.0,0.09,0.0,0.12,0.2,0.25,0.08,0.28,0.13,0.12
hsa-miR-32-3p,2.71,2.11,0.97,2.59,3.6,19.52,3.17,2.14,3.12,11.3
hsa-miR-32-5p,95.35,47.79,80.34,79.98,95.6,343.46,108.63,255.87,158.96,148.91
hsa-miR-3200-3p,0.11,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.13,0.0
