miRNA,ERR5922419,ERR5922420,ERR5922421,ERR5922422,ERR5922423,ERR5922424,ERR5922425,ERR5922426,ERR5922427,ERR5922428
hsa-miR-548ap-5p,0.0,0.0,0.1,0.0,0.0,0.17,0.17,0.0,0.39,0.0
hsa-miR-548aq-3p,0.0,0.0,0.0,0.0,0.4,0.0,0.25,3.85,0.52,0.0
hsa-miR-548ar-3p,0.65,7.69,8.81,0.35,14.42,0.93,0.08,7.69,15.49,0.25
hsa-miR-548at-3p,0.0,0.0,0.0,0.12,0.0,0.08,0.08,0.0,0.0,0.0
hsa-miR-548at-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-548av-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.13,0.0
hsa-miR-548aw,0.11,0.18,0.19,0.35,0.1,0.17,0.33,0.85,0.26,0.25
hsa-miR-548ay-3p,0.0,0.0,0.0,0.0,0.1,0.08,0.0,0.0,0.13,0.0
hsa-miR-548ay-5p,0.0,0.0,0.19,0.47,0.7,0.17,0.08,0.28,0.0,0.99
hsa-miR-548az-3p,0.11,0.09,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.12
hsa-miR-548az-5p,0.11,0.18,0.19,0.12,0.2,0.5,0.42,0.71,0.39,0.25
hsa-miR-548b-3p,0.11,0.18,1.06,0.47,0.9,0.34,0.5,0.43,0.91,0.75
hsa-miR-548b-5p,1.95,1.1,2.13,2.71,4.1,4.54,2.08,4.42,3.78,5.59
hsa-miR-548bc,0.87,0.37,0.77,0.94,0.8,0.17,0.33,1.42,1.43,1.37
hsa-miR-548c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.13,0.0
hsa-miR-548d-3p,0.22,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.39,0.0
hsa-miR-548d-5p,0.87,0.0,0.77,0.35,2.4,0.0,0.08,1.42,2.21,2.24
hsa-miR-548e-3p,1.63,2.01,1.55,0.24,1.7,3.2,1.92,3.99,3.91,3.6
hsa-miR-548e-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.25
hsa-miR-548f-3p,2.6,3.48,2.9,0.35,1.9,9.76,2.58,6.13,6.38,1.86
hsa-miR-548h-3p,0.33,0.0,0.0,0.0,0.0,0.25,0.0,0.14,0.0,0.0
hsa-miR-548h-5p,0.22,0.0,0.1,0.12,0.0,0.17,0.33,0.14,0.65,0.0
hsa-miR-548i,1.95,0.82,5.13,2.59,2.2,3.62,7.0,7.55,20.18,4.84
hsa-miR-548j-3p,0.33,0.37,0.1,0.24,0.2,0.25,0.42,0.57,0.78,0.37
hsa-miR-548j-5p,0.76,0.18,0.19,0.24,0.1,0.34,0.42,0.28,0.52,0.62
hsa-miR-548k,3.25,1.1,1.55,1.65,2.3,3.7,5.59,5.27,7.68,4.47
hsa-miR-548l,0.98,2.38,0.97,1.18,5.21,2.61,5.5,6.27,4.95,8.32
hsa-miR-548m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-548n,0.0,0.09,0.0,0.12,0.4,0.08,0.17,0.14,0.26,0.12
hsa-miR-548o-3p,24.73,30.58,11.71,10.96,17.82,8.33,7.75,9.83,28.38,14.16
hsa-miR-548o-5p,0.11,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-548q,0.11,0.0,0.19,0.12,0.5,0.5,0.67,0.43,0.26,2.98
hsa-miR-548s,0.22,0.09,0.1,0.0,0.1,0.17,0.25,0.28,0.26,0.12
hsa-miR-548t-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.08,0.0,0.13,0.0
hsa-miR-548u,0.0,0.37,0.29,0.0,0.4,0.08,0.42,0.85,0.39,0.5
hsa-miR-548v,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-548w,2.17,0.55,3.48,1.06,2.3,6.48,4.25,7.41,10.68,4.97
hsa-miR-548x-3p,0.0,0.09,1.06,0.24,2.9,0.34,0.0,0.57,4.69,0.12
hsa-miR-548y,0.0,0.09,0.29,0.0,0.1,0.08,0.33,0.0,0.13,0.12
hsa-miR-548z,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.37
hsa-miR-549a-3p,0.98,0.55,0.1,0.0,0.1,1.09,1.58,1.85,0.52,0.12
hsa-miR-549a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.28,0.0,0.12
hsa-miR-550a-3-5p,0.33,0.73,0.29,0.0,0.5,0.25,2.0,4.27,1.95,1.86
hsa-miR-550a-3p,0.0,0.0,0.1,0.0,0.1,0.0,0.17,0.14,0.13,0.12
hsa-miR-550a-5p,1.08,2.65,1.26,0.12,1.4,1.26,7.59,8.41,5.73,5.34
hsa-miR-551a,0.11,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.13,0.25
hsa-miR-551b-3p,0.65,0.09,0.1,0.0,0.2,0.08,0.08,0.14,0.65,0.12
hsa-miR-551b-5p,0.76,0.18,0.1,0.47,0.9,1.68,1.5,1.28,0.91,1.37
hsa-miR-552-3p,0.0,0.0,0.1,0.0,0.5,0.0,0.17,0.0,0.0,0.12
hsa-miR-552-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.13,0.0
hsa-miR-556-3p,0.11,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.13,0.12
hsa-miR-556-5p,0.22,0.09,0.1,0.24,0.4,0.0,0.25,0.14,0.13,0.25
hsa-miR-5572,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-5580-3p,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-5581-3p,0.0,0.27,0.39,0.47,0.6,1.51,3.42,3.56,4.95,2.36
hsa-miR-5582-3p,0.11,0.0,0.0,0.0,0.5,0.0,0.0,0.14,0.0,0.12
hsa-miR-5583-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
hsa-miR-5585-3p,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.14,0.0,0.0
hsa-miR-5587-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.13,0.25
hsa-miR-5588-3p,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-561-3p,0.76,0.27,0.77,0.12,0.5,2.52,0.58,2.71,3.25,0.25
hsa-miR-561-5p,20.83,14.65,6.0,6.71,9.81,44.92,19.84,27.64,28.9,6.95
hsa-miR-5680,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.14,0.13,0.0
hsa-miR-5683,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.13,0.0
hsa-miR-5684,0.0,0.09,0.0,0.0,0.0,0.08,0.08,0.14,0.0,0.25
hsa-miR-5687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-miR-5695,5.97,1.56,1.74,1.18,1.7,7.32,7.75,4.56,4.3,5.34
hsa-miR-5696,0.22,0.09,0.0,0.0,0.1,0.08,0.17,0.14,0.0,0.25
hsa-miR-5697,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-5699-3p,0.65,0.37,0.1,0.24,0.3,0.25,1.0,1.42,0.13,0.62
hsa-miR-5699-5p,0.54,0.0,0.19,0.12,0.1,0.08,0.33,0.14,0.13,0.37
hsa-miR-570-3p,0.33,0.09,0.48,0.12,0.3,0.34,0.17,0.57,0.26,0.25
hsa-miR-570-5p,0.0,0.0,0.19,0.0,0.1,0.0,0.75,0.0,0.13,0.0
hsa-miR-5701,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-miR-5708,0.0,0.09,0.0,0.0,0.1,0.08,0.17,0.0,0.0,0.12
hsa-miR-572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-573,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-574-3p,30.7,31.49,21.58,39.23,56.26,34.99,51.19,56.13,86.32,155.37
hsa-miR-574-5p,25.17,66.92,28.75,27.8,121.73,74.11,146.15,245.32,120.82,125.06
hsa-miR-576-3p,14.43,22.89,16.07,11.66,45.75,39.54,38.77,83.48,85.14,46.08
hsa-miR-576-5p,11.82,4.67,4.74,8.48,9.81,24.31,31.26,5.13,11.33,51.04
hsa-miR-579-3p,0.11,0.0,0.0,0.0,0.2,0.08,0.0,0.0,1.17,0.0
hsa-miR-579-5p,0.33,0.09,0.1,0.0,0.3,1.26,1.0,1.42,0.65,1.24
hsa-miR-580-3p,0.54,0.09,0.0,0.12,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-580-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-miR-581,1.08,1.65,0.29,0.59,0.7,2.02,1.67,0.85,1.69,2.36
hsa-miR-582-3p,10.41,10.71,5.03,1.53,4.5,1.51,1.92,3.28,8.98,2.73
hsa-miR-582-5p,0.54,0.18,0.58,0.12,0.3,0.34,0.17,0.0,0.78,0.0
hsa-miR-584-3p,9.33,5.4,2.52,5.3,5.91,8.41,42.52,6.7,20.7,30.3
hsa-miR-584-5p,575.69,757.7,94.95,131.7,234.05,4008.18,5328.79,5678.61,935.41,1426.88
hsa-miR-585-3p,1.3,0.46,0.39,0.47,1.6,0.17,0.67,0.43,0.26,0.25
hsa-miR-585-5p,0.0,0.0,0.0,0.0,0.4,0.0,0.08,0.0,0.0,0.0
hsa-miR-589-3p,0.0,0.09,0.1,0.0,0.1,0.0,0.0,0.43,0.13,0.0
hsa-miR-589-5p,11.93,39.36,7.36,3.53,16.72,52.58,55.53,166.83,41.4,26.21
hsa-miR-590-3p,5.32,1.01,7.07,7.54,4.0,21.11,1.33,1.99,10.81,6.09
hsa-miR-590-5p,0.11,0.0,0.39,0.12,0.0,0.08,0.25,0.0,0.13,0.25
hsa-miR-592,0.0,0.09,0.1,0.0,0.2,0.0,0.17,0.0,0.26,0.0
hsa-miR-597-3p,1.08,0.18,0.19,0.12,0.5,0.42,0.92,1.0,0.65,0.87
hsa-miR-597-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.14,0.0,0.0
hsa-miR-598-3p,1.08,0.09,0.77,0.94,1.6,1.77,0.67,1.28,2.73,1.61
hsa-miR-600,0.0,0.09,0.0,0.0,0.2,0.0,0.0,0.28,0.13,0.12
hsa-miR-603,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-605-3p,0.0,0.0,0.0,0.0,0.1,0.08,0.0,0.0,0.0,0.62
hsa-miR-605-5p,0.0,0.0,0.1,0.47,0.3,0.08,0.25,0.14,0.39,0.87
hsa-miR-607,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6078,0.0,0.0,0.0,0.0,0.1,0.0,0.08,0.28,0.0,0.0
hsa-miR-610,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.14,0.13,0.0
hsa-miR-612,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6134,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-615-3p,1.19,2.65,0.87,2.0,17.72,17.58,16.17,12.11,5.86,57.5
hsa-miR-615-5p,0.0,0.0,0.1,0.0,0.5,0.42,0.33,0.14,0.0,0.75
hsa-miR-616-3p,0.11,0.18,0.39,0.24,0.3,0.17,1.33,1.28,1.04,1.12
hsa-miR-616-5p,1.63,0.73,1.84,0.59,0.8,1.93,1.42,1.57,4.82,0.87
hsa-miR-618,0.0,1.01,0.19,0.24,0.1,0.17,0.0,0.14,0.52,0.87
hsa-miR-619-5p,0.76,0.0,0.1,0.12,1.9,0.93,1.17,1.85,1.69,0.62
hsa-miR-624-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0
hsa-miR-624-5p,1.95,1.74,3.39,2.12,9.21,5.05,6.5,21.8,21.35,5.09
hsa-miR-625-3p,33.19,35.24,21.29,33.69,12.81,23.64,166.33,194.75,92.17,73.9
hsa-miR-625-5p,6.62,3.66,0.1,3.3,10.81,32.39,23.93,9.26,23.69,25.71
hsa-miR-627-3p,0.76,0.18,0.39,0.24,0.7,0.76,0.25,0.14,0.26,0.12
hsa-miR-627-5p,0.0,0.0,0.1,0.0,0.0,0.93,0.25,0.43,0.0,0.12
hsa-miR-628-3p,0.11,0.09,0.19,0.0,1.1,1.51,2.42,1.42,2.34,5.09
hsa-miR-628-5p,0.33,0.18,0.29,0.35,0.4,0.67,0.17,0.28,0.39,1.12
hsa-miR-629-3p,0.33,0.18,0.68,0.0,0.6,0.93,1.17,0.85,1.43,1.24
hsa-miR-629-5p,182.02,194.07,170.25,73.74,281.7,403.11,1643.92,989.7,1241.61,513.92
hsa-miR-636,0.11,0.09,0.1,0.0,0.1,0.0,0.17,0.14,0.13,0.25
hsa-miR-639,0.0,0.09,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-641,4.99,4.49,3.0,5.07,2.9,1.35,1.33,3.42,1.17,2.86
hsa-miR-642a-3p,0.11,0.09,0.1,0.0,0.0,0.0,0.25,0.28,0.13,0.0
hsa-miR-643,0.33,0.0,0.1,0.0,0.3,0.25,0.17,0.0,0.13,0.12
hsa-miR-644a,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6499-5p,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.13,0.0
hsa-miR-6500-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-6501-3p,0.11,0.0,0.0,0.24,0.1,0.34,0.33,0.14,0.0,0.25
hsa-miR-6501-5p,1.41,0.92,0.0,0.59,0.4,1.35,3.25,1.57,0.26,1.24
hsa-miR-6502-5p,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-miR-6503-3p,0.11,0.0,0.0,0.0,0.0,0.42,0.08,0.85,0.52,0.5
hsa-miR-6503-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.14,0.0,0.0
hsa-miR-6505-3p,0.0,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.0
hsa-miR-6505-5p,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.12
hsa-miR-6507-3p,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-miR-6507-5p,0.0,0.09,0.19,0.0,0.4,0.08,0.25,0.0,0.39,1.37
hsa-miR-6508-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-6509-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-6509-5p,0.0,0.18,0.0,0.0,0.2,0.08,0.17,0.14,0.26,0.37
hsa-miR-651-5p,10.85,6.22,8.71,4.59,17.72,46.01,15.59,31.91,28.9,16.02
hsa-miR-6510-3p,0.11,0.18,0.0,0.0,0.0,0.84,1.75,2.14,0.0,0.25
hsa-miR-6511a-3p,0.0,0.09,0.19,0.47,1.0,0.67,1.83,1.0,0.78,0.87
hsa-miR-6511a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.14,0.0,0.0
hsa-miR-6511b-3p,0.11,0.0,0.19,0.24,1.7,0.42,0.75,0.71,0.65,1.24
hsa-miR-6511b-5p,0.0,0.09,0.0,0.0,0.2,0.0,0.0,0.14,0.0,0.12
hsa-miR-6513-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.25
hsa-miR-6513-5p,0.0,0.09,0.19,0.12,0.0,0.0,0.5,0.0,0.78,0.12
hsa-miR-6514-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-6514-5p,0.43,0.37,0.0,0.12,0.7,0.59,1.08,1.28,1.43,1.74
hsa-miR-6515-3p,0.0,0.0,0.1,0.0,0.1,0.08,0.17,0.14,0.0,0.37
hsa-miR-6515-5p,0.11,1.83,0.48,0.47,3.7,0.5,2.42,3.28,5.21,4.6
hsa-miR-6516-3p,0.11,0.18,0.1,0.12,0.1,0.76,0.17,0.28,0.39,0.0
hsa-miR-6516-5p,0.11,0.0,0.1,0.35,0.4,0.59,0.67,0.43,0.65,0.62
hsa-miR-652-3p,36.23,15.29,17.23,27.56,40.54,90.09,164.74,194.61,123.68,88.92
hsa-miR-652-5p,0.11,0.0,0.19,0.0,0.1,0.25,0.0,0.0,0.26,0.0
hsa-miR-6529-5p,0.0,0.92,0.0,0.71,1.2,0.42,0.58,1.14,0.78,2.86
hsa-miR-653-3p,0.22,0.09,0.0,0.24,0.0,0.17,0.33,0.14,0.52,0.5
hsa-miR-653-5p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-654-3p,34.5,41.19,36.97,48.41,238.76,51.4,83.96,93.88,129.02,307.01
hsa-miR-654-5p,14.64,39.64,15.29,21.44,88.3,38.44,70.28,102.72,71.47,224.92
hsa-miR-655-3p,8.68,26.0,36.59,22.38,227.75,5.3,17.59,47.44,370.13,59.74
hsa-miR-655-5p,0.11,0.0,0.0,0.0,0.3,0.08,0.25,0.28,0.26,0.62
hsa-miR-656-3p,8.46,6.04,12.2,16.96,60.47,59.05,27.68,81.06,52.86,49.31
hsa-miR-656-5p,0.11,0.0,0.0,0.35,0.6,0.42,0.67,3.28,1.04,0.87
hsa-miR-658,0.22,0.27,0.0,0.0,1.1,0.08,0.08,0.57,1.17,5.22
hsa-miR-659-3p,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-659-5p,1.95,2.65,0.29,0.24,0.8,0.76,0.75,0.71,0.78,1.49
hsa-miR-660-3p,0.65,0.37,0.29,0.24,0.3,0.59,0.67,2.56,2.86,0.75
hsa-miR-660-5p,66.06,37.26,80.05,54.78,78.68,223.42,123.22,352.17,363.75,127.18
hsa-miR-661,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.0,0.0
hsa-miR-663a,0.0,0.0,0.1,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-663b,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-664a-3p,15.4,9.8,14.71,13.31,18.42,11.69,9.0,6.98,33.33,31.05
hsa-miR-664a-5p,15.3,20.41,7.65,4.36,9.11,25.57,67.36,48.72,33.85,49.68
hsa-miR-664b-3p,0.43,0.09,0.39,0.59,0.6,0.84,0.0,0.57,1.82,1.24
hsa-miR-665,0.87,1.37,0.77,1.3,8.71,2.44,5.67,8.41,7.68,11.8
hsa-miR-668-3p,0.76,0.73,0.48,2.0,2.9,12.79,4.5,2.42,2.73,9.44
hsa-miR-668-5p,0.0,0.09,0.0,0.0,0.0,0.17,0.08,0.0,0.0,0.0
hsa-miR-671-3p,1.3,1.28,0.29,0.94,1.1,7.74,4.59,2.85,1.17,2.86
hsa-miR-671-5p,1.3,0.55,0.97,0.47,1.7,1.85,3.08,5.27,1.56,1.86
hsa-miR-6715a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-6715b-3p,3.25,0.09,0.1,1.18,0.0,5.05,15.84,3.42,0.13,2.48
hsa-miR-6716-3p,0.22,0.0,0.0,0.12,0.1,0.08,0.0,0.43,0.13,0.12
hsa-miR-6718-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.12
hsa-miR-6720-3p,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-6721-5p,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.25
hsa-miR-6724-5p,0.54,0.37,0.0,0.12,0.0,0.25,0.33,0.71,0.65,0.0
hsa-miR-6726-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.25
hsa-miR-6726-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.14,0.0,0.0
hsa-miR-6727-5p,0.33,0.18,0.0,0.0,0.2,0.0,0.33,0.14,0.0,0.0
hsa-miR-6729-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-6729-5p,0.0,0.0,0.1,0.0,0.0,0.08,0.0,0.0,0.13,0.0
hsa-miR-6730-3p,0.11,0.0,0.0,0.0,0.1,0.25,0.25,0.0,0.0,0.12
hsa-miR-6730-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-6732-3p,0.0,0.0,0.0,0.12,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-6732-5p,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6733-5p,0.22,0.0,0.29,0.0,0.2,0.17,0.17,0.0,0.91,0.12
hsa-miR-6734-3p,0.0,0.0,0.1,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-6734-5p,0.0,0.0,0.0,0.0,0.2,0.08,0.0,0.0,0.0,0.25
hsa-miR-6735-3p,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.43,0.0,0.0
hsa-miR-6735-5p,0.0,0.09,0.0,0.12,0.0,0.0,0.42,0.14,0.13,0.0
hsa-miR-6736-5p,0.0,0.0,0.0,0.0,0.2,0.25,0.5,0.0,0.39,0.0
hsa-miR-6737-3p,0.11,0.0,0.0,0.12,0.1,0.08,0.17,0.0,0.0,0.0
hsa-miR-6738-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
hsa-miR-6740-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-6740-5p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6741-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
hsa-miR-6741-5p,0.0,0.09,0.0,0.0,0.0,0.0,0.25,0.0,0.39,0.0
hsa-miR-6742-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-6743-3p,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-miR-6744-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.08,0.14,0.26,0.0
hsa-miR-6745,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6747-3p,0.0,0.0,0.0,0.0,0.0,1.18,0.75,0.43,0.0,0.25
hsa-miR-6748-5p,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12
hsa-miR-6749-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-6749-5p,0.0,0.09,0.0,0.0,0.1,0.0,0.08,0.0,0.0,0.0
hsa-miR-675-3p,20.72,8.51,23.81,24.74,126.64,27.76,59.11,34.48,117.3,80.23
hsa-miR-675-5p,5.32,2.56,4.36,5.42,14.32,3.87,15.17,15.39,10.81,17.01
hsa-miR-6750-5p,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.14,0.13,0.25
hsa-miR-6751-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.13,0.0
hsa-miR-6753-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.25
hsa-miR-6754-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-6754-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-6755-5p,0.33,0.09,0.1,0.35,0.3,0.42,0.08,0.85,0.26,0.62
hsa-miR-6757-5p,0.0,0.18,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6758-3p,0.0,0.09,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.12
hsa-miR-6759-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-676-3p,0.22,0.64,0.0,0.0,0.2,0.76,0.92,1.28,0.78,0.75
hsa-miR-676-5p,0.11,0.0,0.1,0.0,0.0,0.17,0.17,0.14,0.0,0.0
hsa-miR-6761-5p,0.0,0.0,0.1,0.12,0.4,0.17,0.33,0.85,0.13,0.25
hsa-miR-6762-3p,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.0,0.0,0.0
hsa-miR-6762-5p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-miR-6763-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-miR-6763-5p,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.14,0.13,0.0
hsa-miR-6764-5p,0.0,0.0,0.0,0.0,0.1,0.5,0.83,1.57,0.52,0.37
hsa-miR-6766-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.12
hsa-miR-6766-5p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6767-5p,0.0,0.0,0.0,0.12,0.0,0.0,0.08,0.0,0.0,0.37
hsa-miR-6768-5p,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6769a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.0,0.0
hsa-miR-6769b-3p,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-6770-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0
hsa-miR-6770-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
hsa-miR-6772-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0
hsa-miR-6773-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.0,0.0
hsa-miR-6774-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-6774-5p,0.0,0.0,0.0,0.0,0.1,0.08,0.0,0.0,0.0,0.0
hsa-miR-6775-3p,0.11,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.12
hsa-miR-6776-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-miR-6777-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.25
hsa-miR-6779-5p,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.13,0.12
hsa-miR-6780b-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.13,0.0
hsa-miR-6781-3p,0.0,0.0,0.1,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-6781-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.14,0.13,0.0
hsa-miR-6782-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-6784-3p,0.0,0.09,0.0,0.0,0.0,0.17,0.08,0.0,0.0,0.0
hsa-miR-6784-5p,0.0,0.0,0.1,0.0,0.0,0.17,0.08,0.0,0.0,0.0
hsa-miR-6785-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.25,0.14,0.0,0.12
hsa-miR-6786-3p,0.0,0.18,0.0,0.0,0.0,0.17,0.5,0.28,0.0,0.25
