miRNA,GSM3151945,GSM3151946,GSM3151947,GSM3151948,GSM3151949,GSM3151950,GSM3151951,GSM3151952,GSM3151953,GSM3151954,GSM3151955,GSM3151956,GSM3151957,GSM3151958,GSM3151959,GSM3151960,GSM3151961,GSM3151962,GSM3151963,GSM3151964,GSM3151965,GSM3151966,GSM3151967,GSM3151968,GSM3151969,GSM3151970,GSM3151971,GSM3151972
hsa-miR-4659a-3p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4659a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4659b-3p,0.0,0.0,0.0,0.0,0.12,0.28,0.29,0.07,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.25,0.0,0.0,0.17,0.41,0.0,0.0,0.0,0.0
hsa-miR-4659b-5p,0.0,0.0,0.0,0.0,0.04,0.0,0.21,0.0,0.11,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4660,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-4661-5p,0.0,0.0,0.0,0.0,0.04,0.04,0.14,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4662a-5p,0.0,0.0,0.0,26.53,2.69,2.54,8.16,0.0,0.0,3.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53,3.05,5.35,0.0,1.74,0.0,0.0,0.0,0.0,0.0
hsa-miR-4662b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4664-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-4665-5p,0.0,0.0,0.0,0.0,0.0,0.4,0.29,0.43,0.11,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.31,1.02,0.2,0.35,1.03,0.0,0.0,0.0,0.0
hsa-miR-4667-5p,0.0,0.0,0.0,0.0,0.16,0.08,0.29,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.51,0.1,0.09,0.21,0.0,0.0,0.0,0.0
hsa-miR-4671-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4676-3p,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.34,0.2,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-4676-5p,0.0,0.0,0.0,0.0,0.04,0.04,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.1,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-4677-3p,0.0,0.0,0.0,0.0,0.28,0.48,0.64,0.5,0.5,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.31,1.61,0.92,0.35,0.92,0.0,15.98,0.0,0.0
hsa-miR-4677-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-4685-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.08,0.2,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4687-3p,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4687-5p,0.0,0.0,0.0,0.0,0.08,0.12,0.14,0.14,0.11,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.19,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4688,0.0,0.0,0.0,0.0,0.04,0.08,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.25,0.1,0.17,0.31,0.0,0.0,0.0,0.0
hsa-miR-4690-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4699-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4701-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-4707-3p,0.0,0.0,0.0,0.0,0.0,0.56,0.36,0.94,0.11,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.51,0.0,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-4708-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.14,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.12,0.06,0.0,0.2,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-4709-3p,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4709-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4710,0.0,0.0,0.0,0.0,0.12,0.0,0.14,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.19,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4712-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4714-3p,0.0,0.0,0.0,0.0,0.0,0.04,0.21,0.07,0.11,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.1,0.0,0.0,0.0,0.0
hsa-miR-4716-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4717-3p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4724-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4727-3p,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4727-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4728-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4729,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4732-3p,0.0,0.0,18.27,13.26,0.28,0.6,3.44,0.43,0.45,4.89,0.0,0.0,0.0,0.0,0.0,12.76,0.0,26.12,3.41,1.31,7.55,2.95,0.17,2.26,0.0,31.95,0.0,0.0
hsa-miR-4732-5p,0.0,0.0,0.0,0.0,0.48,0.6,2.36,1.08,0.45,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,3.06,1.06,4.07,2.24,0.52,2.05,0.0,0.0,0.0,0.0
hsa-miR-4734,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.09,0.1,0.0,0.0,0.0,0.0
hsa-miR-4738-3p,0.0,0.0,0.0,0.0,0.16,0.28,0.21,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.06,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-4741,0.0,0.0,0.0,0.0,0.12,0.36,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.12,0.08,0.2,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4742-3p,0.0,0.0,0.0,0.0,0.08,0.2,0.0,0.22,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.25,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-4743-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.0,0.06,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4745-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-4746-5p,0.0,0.0,0.0,0.0,0.28,0.81,1.36,1.01,0.95,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.18,1.61,0.81,0.09,1.95,0.0,0.0,0.0,0.0
hsa-miR-4748,0.0,0.0,0.0,0.0,0.16,0.4,0.43,0.5,0.22,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.62,0.51,0.41,0.09,0.62,0.0,0.0,0.0,0.0
hsa-miR-4749-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4750-5p,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.37,0.08,0.1,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-4753-5p,0.0,0.0,0.0,0.0,0.0,0.16,0.14,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4755-3p,0.0,0.0,0.0,0.0,0.04,0.08,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1,0.09,0.1,0.0,0.0,0.0,0.0
hsa-miR-4755-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4757-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.17,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-4761-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4762-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4762-5p,0.0,0.0,0.0,0.0,0.16,0.08,0.29,0.14,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-4765,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.42,0.2,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-4766-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.25,0.2,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-4766-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-4767,0.0,0.0,0.0,0.0,0.04,0.08,0.14,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.08,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-4772-3p,0.0,0.0,0.0,0.0,0.12,0.0,0.07,0.22,0.17,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4772-5p,0.0,0.0,0.0,0.0,0.12,0.2,0.0,0.14,0.17,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.19,0.0,0.2,0.61,0.21,0.0,0.0,0.0,0.0
hsa-miR-4774-5p,0.0,0.0,0.0,0.0,0.04,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4775,0.0,0.0,0.0,0.0,0.24,0.36,0.21,0.36,0.11,0.0,0.0,0.0,0.0,4.0,0.0,3.19,0.0,0.0,0.35,0.56,0.76,0.31,0.0,0.51,0.0,0.0,0.0,0.0
hsa-miR-4777-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-4781-3p,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.14,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.17,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-4784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4785,0.0,0.0,0.0,0.0,0.04,0.32,0.36,0.29,0.06,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.56,0.51,0.2,0.35,0.72,0.0,0.0,0.0,0.0
hsa-miR-4786-5p,0.0,0.0,0.0,0.0,0.08,0.32,0.29,0.29,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.5,0.34,0.31,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-4787-3p,0.0,0.0,0.0,0.0,0.16,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-4788,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-4793-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-4796-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.2,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-4796-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4797-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4799-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.09,0.21,0.0,0.0,0.0,0.0
hsa-miR-4804-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4804-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-483-3p,6.32,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.0,0.21,7.82,0.0,0.0,0.0,0.0,6.38,0.0,3.27,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-483-5p,0.0,0.0,0.0,0.0,0.08,0.04,0.29,0.0,0.28,0.21,23.45,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.35,0.06,0.25,1.63,0.09,0.1,0.0,0.0,0.0,0.0
hsa-miR-484,25.29,6.25,54.8,305.08,46.67,85.33,159.7,84.19,65.76,104.12,46.9,0.0,0.0,0.0,0.0,44.65,0.0,42.45,168.88,82.56,195.81,120.78,33.32,120.98,5.7,431.34,0.0,0.0
hsa-miR-485-3p,6.32,0.0,0.0,0.0,1.15,2.54,1.0,3.09,0.84,0.64,7.82,0.0,0.0,0.0,0.0,0.0,0.0,3.27,4.24,1.31,1.19,2.04,1.39,4.0,0.0,0.0,0.0,0.0
hsa-miR-485-5p,6.32,0.0,0.0,26.53,3.72,12.8,5.44,15.18,5.96,7.01,0.0,0.0,0.0,0.0,0.0,3.19,0.0,3.27,15.53,11.71,9.16,6.61,4.51,30.68,0.0,15.98,0.0,0.0
hsa-miR-486-3p,12.65,0.0,127.86,185.7,0.79,50.9,157.84,53.32,0.5,156.4,62.54,0.0,0.0,0.0,0.0,73.35,0.0,101.23,184.65,67.98,238.41,104.2,0.52,140.68,0.0,191.71,0.0,0.0
hsa-miR-486-5p,2718.75,2320.23,4840.27,185.7,6.97,207.09,27177.42,20.0,2918.24,881.65,414.32,78.95,0.0,0.0,0.0,14357.47,0.0,966.62,970.31,50.66,165.27,24.42,5.38,13315.44,5.7,84176.05,0.0,8.84
hsa-miR-487a-3p,0.0,0.0,0.0,0.0,0.32,1.25,0.86,1.15,0.22,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,1.62,1.53,0.2,0.69,3.18,0.0,15.98,0.0,0.0
hsa-miR-487a-5p,0.0,0.0,0.0,0.0,0.12,0.28,0.07,0.43,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.12,0.34,0.2,0.09,0.31,0.0,0.0,0.0,0.0
hsa-miR-487b-3p,0.0,0.0,0.0,0.0,1.31,6.28,3.44,6.04,1.73,2.12,7.82,0.0,0.0,0.0,0.0,3.19,0.0,0.0,8.12,4.36,4.75,3.66,3.38,16.83,0.0,0.0,0.0,0.0
hsa-miR-487b-5p,0.0,0.0,0.0,0.0,0.04,0.12,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.08,0.0,0.09,0.1,0.0,0.0,0.0,0.0
hsa-miR-489-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-490-3p,0.0,0.0,0.0,26.53,0.16,1.57,2.72,2.09,0.39,2.97,101.63,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.18,0.87,0.68,1.53,0.43,2.98,0.0,0.0,0.0,4.42
hsa-miR-490-5p,0.0,0.0,0.0,0.0,0.04,0.0,0.64,0.29,0.0,0.21,54.72,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.06,0.17,0.2,0.0,0.41,0.0,0.0,0.0,4.42
hsa-miR-491-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0
hsa-miR-493-3p,0.0,0.0,0.0,26.53,3.25,11.48,4.01,11.3,2.62,5.95,7.82,0.0,0.0,0.0,0.0,0.0,0.0,6.53,14.95,10.03,9.25,4.78,4.34,26.27,0.0,15.98,0.0,0.0
hsa-miR-493-5p,0.0,0.0,0.0,13.26,6.18,18.44,4.51,16.05,4.79,4.89,0.0,0.0,0.0,0.0,0.0,3.19,0.0,9.8,22.71,9.6,15.19,4.48,5.64,25.04,0.0,0.0,0.0,4.42
hsa-miR-494-3p,0.0,0.0,0.0,0.0,1.74,3.83,1.5,6.12,1.84,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,3.49,3.05,2.04,2.43,9.24,0.0,0.0,0.0,0.0
hsa-miR-494-5p,0.0,0.0,0.0,0.0,0.04,0.12,0.0,0.36,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.12,0.0,0.1,0.09,0.51,0.0,0.0,0.0,0.0
hsa-miR-495-3p,6.32,6.25,0.0,0.0,0.32,0.97,0.14,1.58,0.28,0.0,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.44,1.1,0.2,0.26,0.72,0.0,0.0,0.0,0.0
hsa-miR-496,0.0,0.0,0.0,0.0,0.12,0.32,0.07,0.65,0.11,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.25,0.51,1.12,0.17,1.33,0.0,0.0,0.0,0.0
hsa-miR-497-5p,0.0,37.52,0.0,13.26,6.26,7.05,11.53,7.99,9.03,12.32,0.0,0.0,0.0,0.0,6.68,9.57,0.0,26.12,9.06,10.09,8.31,13.64,4.17,7.8,5.7,15.98,0.0,0.0
hsa-miR-498-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4999-5p,0.0,0.0,0.0,0.0,0.0,0.12,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0
hsa-miR-499a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.12,0.42,0.0,0.0,0.21,0.0,0.0,0.0,0.0
