miRNA,SRR28698627,SRR28698628,SRR28698629,SRR28698630,SRR28698631,SRR28698632,SRR28698633,SRR28698634,SRR28698635,SRR28698636,SRR28698637,SRR28698638,SRR28698639,SRR28698640,SRR28698641,SRR28698642,SRR28698643,SRR28698644,SRR28698645,SRR28698646,SRR28698647,SRR28698648,SRR28698649,SRR28698650,SRR28698651
hsa-miR-100-5p,342.71,616.81,421.2,373.97,346.5,697.43,519.36,945.55,571.1,2832.88,1353.94,1822.06,704.47,1259.39,1322.16,578.53,1937.45,724.02,634.74,601.33,1240.7,845.36,639.48,818.0,278.3
hsa-miR-101-3p,2661.27,4089.69,3840.56,2932.24,4654.84,3862.88,2523.35,3152.12,5133.6,579.15,2280.76,2835.31,3525.28,3725.15,4666.24,3952.89,3663.98,5656.79,5918.64,3154.47,9630.67,5373.85,5981.43,3007.94,2203.37
hsa-miR-101-5p,0.0,0.8,0.0,1.98,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,3.52,0.0,0.0,0.24,1.86,0.0,0.0,0.0,1.92,1.01,0.0
hsa-miR-10393-3p,0.36,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.0,0.4,0.0,1.32,0.0,1.16,0.0,0.0,0.0,18.1,0.56,0.0,0.88,2.12,3.52,1.27,0.0,1.91,1.86,0.77,0.3,1.42,0.0,0.51,0.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,9.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0
hsa-miR-10397-3p,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,11.23,27.34,17.53,8.93,17.51,10.45,10.75,15.18,9.26,0.0,10.05,0.0,8.81,11.14,8.95,8.23,0.0,17.22,16.39,10.01,7.13,25.94,16.61,19.22,3.45
hsa-miR-10399-5p,2.9,0.8,0.0,1.65,0.25,1.45,1.79,0.41,0.25,0.0,0.0,0.0,2.05,2.65,0.0,0.0,0.0,2.39,0.0,0.77,2.08,0.0,0.64,1.01,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.61,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,949.52,719.34,171.28,960.88,60.54,1418.96,635.76,796.23,247.87,67.63,229.47,821.31,343.72,723.29,293.78,1913.47,150.1,425.85,803.85,1493.7,320.79,891.91,24.28,837.22,1394.93
hsa-miR-10400-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,0.0,0.4,0.47,0.66,1.5,4.65,0.0,2.05,0.5,0.0,0.0,0.0,0.0,3.18,0.0,0.0,0.0,3.11,0.0,0.77,3.86,2.49,0.64,1.01,0.0
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.47,1.98,0.25,1.16,0.0,1.23,0.0,0.0,10.05,0.0,0.0,2.12,0.0,0.0,2.31,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.36,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-3p,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,2.08,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,97.45,52.27,77.23,40.34,74.05,65.91,17.91,29.13,45.07,0.0,24.57,0.0,20.84,13.26,17.58,16.14,1.54,24.39,51.4,50.82,23.76,53.3,63.24,55.65,32.2
hsa-miR-106b-3p,348.51,361.08,315.55,225.84,544.64,310.97,227.44,182.96,301.45,226.71,92.12,87.49,344.02,200.44,176.46,176.28,203.98,211.85,277.14,374.19,324.06,224.58,376.91,293.41,271.4
hsa-miR-106b-5p,180.05,125.86,212.26,140.53,157.36,327.23,89.54,93.12,158.99,23.81,55.27,107.13,229.25,47.72,99.42,112.04,98.53,95.4,140.06,83.92,186.83,101.63,166.74,93.08,106.95
hsa-miR-107,68.47,74.39,80.78,29.1,58.04,42.39,5.37,10.26,246.87,26.67,26.8,467.79,93.05,60.45,402.79,8.86,95.45,421.55,2.61,82.38,11.29,12.79,10.86,81.95,66.7
hsa-miR-10a-3p,10.87,17.69,14.45,4.63,8.76,10.74,5.37,6.56,5.01,16.19,18.42,0.0,14.38,16.97,1.6,9.81,0.77,20.56,18.25,6.16,10.69,1.07,3.83,8.09,8.05
hsa-miR-10a-5p,1057.84,1560.12,1007.52,747.61,1211.87,1360.02,1258.99,1752.45,1480.94,2061.32,1708.48,1327.49,2247.25,2098.81,1614.98,346.23,765.9,1880.34,667.15,1149.53,2247.05,577.08,2346.45,1107.87,629.04
hsa-miR-10b-3p,3.26,6.43,2.37,6.28,6.25,7.55,3.58,9.02,5.76,0.0,2.23,10.71,22.01,10.08,39.64,0.0,0.0,6.22,3.72,5.39,7.72,2.84,6.39,5.06,6.9
hsa-miR-10b-5p,1165.8,1287.5,884.1,670.24,972.95,1246.49,1233.92,2082.68,2061.55,2390.9,1798.37,1243.57,2909.75,2290.77,1641.19,337.69,731.26,2027.15,715.57,981.68,2030.51,649.92,3707.17,1187.29,765.89
hsa-miR-11400,5.8,59.11,5.69,3.31,45.03,2.32,8.95,1.64,7.76,3.81,1.12,3.57,10.86,2.65,2.24,17.72,18.47,6.46,1.86,5.39,5.64,20.61,3.19,7.08,16.1
hsa-miR-11401,12.68,14.48,14.45,7.61,13.76,6.68,8.95,5.74,9.51,0.0,0.0,10.71,18.49,13.26,28.13,14.24,26.94,32.04,23.84,3.85,0.59,19.19,10.22,5.06,5.75
hsa-miR-1178-3p,0.0,1.61,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,118.46,103.74,102.1,124.33,200.64,243.03,105.66,84.92,130.94,474.37,167.5,102.66,142.36,120.9,171.66,102.22,155.49,105.69,203.01,97.78,154.16,142.49,125.85,82.46,65.55
hsa-miR-1180-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,1.81,8.44,0.0,0.0,2.25,1.45,0.0,0.41,0.0,0.0,0.0,0.89,1.47,0.0,0.0,9.81,9.24,0.0,4.84,1.54,8.32,2.49,3.83,2.02,0.0
hsa-miR-1185-2-3p,0.72,0.0,0.0,0.0,0.25,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,1.19,0.0,0.64,0.0,0.0
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1193,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,1.61,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,7.82,8.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0
hsa-miR-12118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0
hsa-miR-12135,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
hsa-miR-12136,1.45,0.4,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.67,16.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.59,0.0,0.0,0.0,0.0
hsa-miR-122-3p,5.07,0.0,2.13,4.63,0.5,8.13,3.58,22.56,1.5,0.0,0.56,2.68,0.59,9.54,12.79,0.0,0.0,0.0,1.86,4.62,0.0,4.26,0.64,4.55,0.0
hsa-miR-122-5p,15670.94,1809.02,10085.62,7068.73,601.18,81821.67,128194.93,81153.91,5855.92,35792.02,14679.51,5498.33,12187.59,6944.41,418.13,1802.7,6044.04,23950.63,26584.15,90407.23,19239.95,53338.04,33851.98,116302.86,63.25
hsa-miR-1224-3p,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,1.21,0.0,0.0,1.75,0.0,0.0,0.0,0.25,0.0,0.56,0.0,1.17,0.0,0.0,2.85,0.0,0.0,0.0,0.77,2.08,0.0,0.64,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.75,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,3.27,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,1.61,0.24,1.98,1.5,0.0,0.0,1.64,1.5,19.05,0.0,0.0,1.47,2.65,0.0,0.0,0.0,2.63,0.0,0.0,2.08,0.0,1.28,0.0,0.0
hsa-miR-122b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.23,0.5,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.59,0.0,0.0,2.02,2.3
hsa-miR-1233-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0
hsa-miR-1236-5p,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.29,0.0,0.0,0.0,3.85,0.0,1.49,1.54,0.0,0.0,0.0,0.0,2.3
hsa-miR-1237-5p,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,0.0,0.4,1.18,0.66,4.0,1.16,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,18.48,82.43,26.06,25.46,43.28,56.62,10.75,25.84,22.03,526.76,116.69,162.48,27.0,94.39,96.86,64.56,227.07,42.56,57.74,41.58,67.13,20.25,14.05,11.13,26.45
hsa-miR-124-5p,2.9,2.81,2.61,0.0,1.5,2.61,0.0,0.41,1.0,45.72,3.91,8.03,1.17,11.14,0.0,2.22,16.16,3.11,0.0,0.0,0.0,1.42,1.92,0.0,0.0
hsa-miR-1243,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1245b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,104.7,91.68,57.8,75.72,43.28,103.37,610.69,40.2,61.34,95.25,127.86,122.3,139.43,87.49,77.04,27.53,20.78,49.26,51.4,112.41,53.47,25.23,78.58,174.53,339.25
hsa-miR-1247-5p,0.0,0.0,0.0,2.31,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0
hsa-miR-1248,0.36,0.0,1.42,0.33,1.5,2.03,0.0,1.23,0.25,3.81,0.0,0.0,0.88,0.0,22.38,3.16,0.0,5.02,0.0,0.0,0.89,3.91,3.83,1.52,0.0
hsa-miR-1249-3p,1.81,2.81,2.37,0.0,2.75,4.06,1.79,4.92,0.5,2.86,2.23,17.85,1.76,3.71,7.67,6.01,16.16,1.67,0.0,2.31,2.67,1.78,1.92,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,1.18,0.99,0.5,1.45,0.0,0.41,0.25,0.0,0.0,0.0,0.59,0.0,3.2,2.22,8.47,0.0,0.0,2.31,2.97,0.0,0.64,0.0,0.0
hsa-miR-1251-5p,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0
hsa-miR-1252-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,2.54,1.61,2.61,8.93,5.25,3.48,1.79,1.64,2.25,0.0,6.7,0.0,7.93,2.12,26.21,0.0,0.77,4.06,1.86,5.39,0.0,2.49,4.47,1.01,0.0
hsa-miR-1255b-5p,21.74,14.48,8.29,17.52,20.01,28.45,0.0,12.31,18.53,0.0,7.82,0.0,16.44,2.65,12.79,8.86,3.85,3.59,2.61,4.62,20.2,7.46,17.89,7.08,9.2
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,1.01,0.0
hsa-miR-125a-3p,8.69,10.05,11.13,13.23,5.0,21.2,8.95,7.38,11.02,0.0,10.61,1.79,36.4,11.14,8.95,14.87,23.09,19.85,9.68,4.62,14.55,19.9,10.86,5.06,14.95
hsa-miR-125a-5p,497.04,595.9,381.88,490.03,704.76,674.78,463.84,573.9,558.58,5608.61,1666.6,1759.57,717.09,1029.78,1751.16,732.98,1313.18,710.86,780.01,567.45,864.96,593.42,1031.72,416.34,332.35
hsa-miR-125b-1-3p,6.16,3.62,4.97,3.31,6.75,8.42,7.16,6.15,3.0,9.53,6.14,20.53,9.39,14.32,26.21,8.55,32.33,9.33,2.98,6.93,13.07,12.44,3.83,8.09,3.45
hsa-miR-125b-2-3p,0.0,0.8,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72,1.54,2.97,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,581.09,1067.56,696.95,632.21,738.28,1167.81,651.88,882.79,781.41,9294.97,2281.32,2947.8,1194.37,2015.03,2257.52,1375.44,3481.56,1332.78,1252.34,826.15,1725.76,986.79,1062.39,982.41,365.7
hsa-miR-126-3p,16149.86,13235.71,10540.46,19255.33,18534.55,10395.28,13121.79,9911.29,10426.93,5611.46,10272.08,8792.5,9647.99,12030.76,12327.15,5809.08,7515.79,17038.28,15121.6,18661.22,16502.21,13864.41,17905.33,8771.89,11921.9
hsa-miR-126-5p,64.48,75.19,80.31,67.45,76.3,62.43,84.17,43.07,48.32,138.12,52.48,159.8,46.67,57.27,46.99,43.67,59.27,58.34,33.52,108.56,74.85,34.82,118.82,68.8,67.85
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,1.45,9.25,2.13,1.65,4.75,5.81,0.0,0.82,0.75,0.95,0.0,0.0,0.88,4.77,0.0,0.0,0.0,3.59,0.0,3.85,3.86,4.26,1.28,1.01,1.15
hsa-miR-1261,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,0.0,0.71,1.98,0.0,6.97,0.0,2.05,0.25,0.0,0.0,0.0,0.0,0.0,6.71,2.85,3.85,0.0,0.0,5.39,2.38,0.36,0.0,3.04,0.0
hsa-miR-1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0
hsa-miR-1266-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,1.61,0.71,0.0,3.0,3.19,0.0,0.41,2.75,0.0,0.0,0.0,0.0,3.71,0.0,1.27,17.7,0.0,0.0,0.0,4.75,2.49,3.19,0.0,2.3
hsa-miR-1268b,5.07,0.0,0.24,6.61,0.25,0.58,1.79,1.64,0.5,0.0,5.02,0.0,3.23,1.59,0.32,25.64,27.71,1.91,15.64,2.31,4.75,8.53,0.0,0.0,0.0
hsa-miR-1269a,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,6.25,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0
hsa-miR-1269b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,11.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,145.63,439.89,99.5,191.45,174.63,401.27,125.36,165.32,157.98,1962.25,903.93,1107.88,190.21,645.34,740.36,363.32,945.25,259.19,251.06,149.37,462.48,190.11,113.71,41.99,111.55
hsa-miR-127-5p,0.36,10.45,3.79,4.3,3.75,8.42,1.79,1.23,1.25,9.53,14.52,48.21,3.82,16.97,21.74,0.0,10.78,3.35,4.47,1.54,9.8,0.71,3.83,0.0,1.15
hsa-miR-1270,0.0,2.81,2.84,3.64,0.0,0.87,3.58,0.0,0.25,0.0,0.0,1.79,1.47,3.18,0.0,0.0,8.47,0.0,2.61,6.16,2.97,6.04,0.64,0.0,4.6
hsa-miR-1271-5p,0.72,6.43,0.47,1.65,2.75,6.39,1.79,2.46,4.51,42.86,0.0,0.0,3.23,2.12,1.28,3.48,3.85,0.48,1.49,0.0,1.49,2.13,1.92,3.54,0.0
hsa-miR-1273c,0.0,0.0,0.47,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.28,0.0,0.0
hsa-miR-1273h-3p,2.54,21.31,13.27,19.51,12.01,9.87,1.79,2.87,5.26,20.96,8.93,3.57,8.22,7.42,21.42,22.15,3.08,7.65,14.53,16.17,19.31,7.11,7.03,2.53,8.05
hsa-miR-1273h-5p,5.07,2.41,3.79,4.63,3.75,4.94,1.79,0.0,3.25,0.0,1.67,0.0,6.16,0.0,3.2,12.34,1.54,2.15,3.35,3.08,4.16,2.84,4.47,2.02,1.15
