miRNA,SRR29500199,SRR29500200,SRR29500201,SRR29500202,SRR29500203,SRR29500204,SRR29500205,SRR29500206,SRR29500207,SRR29500208,SRR29500209,SRR29500210,SRR29500211,SRR29500212,SRR29500213,SRR29500214,SRR29500215,SRR29500216,SRR29500217,SRR29500218,SRR29500219,SRR29500220,SRR29500221,SRR29500222
hsa-miR-11400,0.98,120.53,168.81,0.0,137.63,0.0,0.0,0.0,232.45,0.07,99.19,0.0,114.09,0.46,101.83,2.95,0.06,0.58,1.62,90.85,0.0,199.81,2.41,208.48
hsa-miR-11401,5.65,8.82,4.5,2.67,5.24,11.19,6.86,1.0,7.31,6.55,12.28,0.0,6.89,6.07,6.51,9.94,4.87,4.64,2.11,10.03,6.55,7.88,2.19,7.18
hsa-miR-1178-3p,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179,1.39,0.0,0.72,0.0,0.49,0.6,3.74,0.0,0.0,0.73,0.75,0.0,0.63,0.17,0.0,0.0,0.0,0.13,0.65,1.41,0.96,0.0,0.0,0.0
hsa-miR-1180-3p,7.96,70.22,10.53,71.03,7.52,167.54,49.18,18.25,67.05,21.78,130.79,137.96,33.74,14.22,56.58,50.22,30.29,31.91,144.27,126.85,42.72,16.13,84.79,71.58
hsa-miR-1181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,19.1,10.48,20.61,35.32,50.31,11.45,10.68,29.47,17.02,15.29,12.05,0.0,8.14,38.73,23.76,52.73,20.43,7.61,17.86,5.44,42.72,22.99,33.45,25.97
hsa-miR-1185-2-3p,1.28,1.11,0.45,6.49,4.27,1.03,0.08,0.94,0.6,0.36,0.0,0.0,1.39,0.75,2.19,2.86,0.19,0.71,1.46,3.09,2.64,0.0,0.0,0.4
hsa-miR-1185-5p,0.31,0.12,0.27,0.0,1.21,0.34,3.74,0.47,0.69,1.09,0.87,0.0,0.0,1.73,1.24,1.16,0.0,0.0,0.0,0.0,3.27,0.0,1.86,1.25
hsa-miR-1193,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,12.02,12.02,13.32,9.83,11.64,7.49,11.69,7.15,6.96,7.65,6.46,0.0,7.93,12.25,14.18,11.46,3.97,2.32,5.11,4.59,4.15,7.88,28.41,14.43
hsa-miR-12114,0.05,0.06,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0
hsa-miR-12129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,5.29,1.6,4.32,7.64,3.35,1.72,3.66,5.08,1.55,6.41,2.48,5.35,19.13,1.68,5.63,8.86,3.71,7.03,3.73,25.78,6.63,7.11,0.66,3.03
hsa-miR-122-3p,0.0,0.06,0.54,0.0,1.12,0.0,1.17,0.0,0.0,0.36,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.97,0.0,0.38,0.0,0.0,0.0,1.38
hsa-miR-122-5p,682.57,316.65,392.97,1318.89,637.68,6.72,1124.55,143.52,1875.19,635.87,31.08,7.52,33.25,158.03,435.24,1.07,954.54,1162.36,813.18,283.6,197.63,4.57,144.56,1036.4
hsa-miR-1224-5p,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1225-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,4.11,2.47,3.87,5.06,2.96,0.26,2.88,4.49,4.47,4.3,3.29,0.0,4.24,3.7,0.0,0.81,4.61,1.22,6.17,1.41,0.0,8.64,2.74,0.53
hsa-miR-1226-5p,0.0,0.18,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.56,0.32,0.0,2.19,0.0
hsa-miR-1227-3p,0.05,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,1.3,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,1.54,1.36,0.99,0.0,0.29,0.0,0.94,0.35,3.18,1.53,0.35,0.0,0.9,1.5,0.0,0.0,1.92,0.0,0.0,1.59,2.95,3.05,0.0,0.92
hsa-miR-1229-5p,0.31,0.18,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
hsa-miR-122b-5p,0.1,0.06,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.2
hsa-miR-1234-3p,0.92,0.0,1.44,10.79,1.07,0.26,0.0,0.24,2.06,2.26,0.0,0.0,0.35,1.21,0.66,0.0,0.96,1.16,0.65,1.22,2.71,1.78,0.0,0.66
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-5p,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.36,0.0,0.0,0.0,0.0,0.43,1.71,0.12,0.0,0.66,0.0,0.0,0.83,1.27,2.27,0.0,0.0,0.9,0.0,0.0,0.0,0.0,4.61,0.0
hsa-miR-1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,0.26,1.85,0.9,4.39,1.46,2.32,7.09,0.0,0.0,0.51,0.0,0.0,4.59,0.75,1.32,2.24,0.0,2.13,7.63,4.03,0.0,0.0,0.0,1.25
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,5.7,2.03,3.69,1.34,3.64,0.43,13.02,3.01,4.73,8.08,5.88,0.0,2.92,3.41,10.16,4.21,9.22,6.58,7.06,11.16,3.43,14.86,8.99,4.22
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.58,0.0,0.0,0.0,0.0,1.06,0.0,1.36,0.0,0.0,0.0
hsa-miR-1250-5p,25.58,16.95,11.16,8.69,16.98,2.58,6.47,9.39,7.31,21.27,14.36,0.0,37.98,4.39,8.33,11.46,3.2,11.8,21.51,7.97,4.95,2.67,4.94,12.98
hsa-miR-1255a,0.46,2.28,1.98,0.29,4.95,2.24,0.0,2.89,6.45,0.0,2.65,0.0,0.49,3.01,2.34,2.6,3.52,0.58,1.87,0.0,2.56,0.89,0.0,2.64
hsa-miR-1255b-5p,0.98,6.35,3.42,0.0,1.26,13.26,1.87,1.65,6.1,1.09,6.46,1.0,0.49,1.73,2.41,8.24,0.0,1.22,6.33,1.97,5.51,7.62,0.0,7.84
hsa-miR-1256,0.56,1.23,0.09,0.0,2.13,0.26,0.0,0.0,1.38,0.73,0.29,0.0,0.7,0.46,0.0,1.7,0.51,2.77,0.65,0.0,0.0,0.0,0.0,0.59
hsa-miR-1258,0.05,0.0,0.72,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,11.91,10.11,25.56,24.63,6.74,2.07,11.22,8.03,12.81,9.18,12.4,0.0,15.51,4.39,16.74,5.73,11.72,4.71,19.4,15.38,9.5,10.29,43.22,11.67
hsa-miR-125a-5p,1028.75,678.92,1704.86,7839.75,1490.85,119.93,1374.43,897.67,1399.28,1570.69,1969.61,6.02,868.81,1413.63,3967.13,1612.72,773.4,1509.42,2840.85,2079.98,4804.54,2041.82,3133.33,750.74
hsa-miR-125b-1-3p,0.21,0.0,1.08,0.0,0.34,0.0,0.0,0.0,1.03,0.15,0.63,0.0,0.49,0.46,2.49,0.09,0.26,0.0,0.0,8.34,0.96,0.0,0.0,2.31
hsa-miR-125b-2-3p,0.41,0.12,0.54,1.72,0.0,0.0,0.94,0.0,0.26,1.09,0.87,0.0,0.0,0.06,0.0,0.0,0.0,0.84,0.0,0.66,1.36,6.86,0.0,0.0
hsa-miR-125b-5p,259.09,136.5,479.17,1166.33,201.56,39.09,212.0,132.36,209.33,121.99,152.36,39.97,237.22,144.51,542.03,188.53,113.39,295.49,484.04,643.7,941.46,332.43,457.82,346.24
hsa-miR-126-3p,8426.32,12546.18,18302.93,13512.08,13265.66,2837.18,12091.42,5584.11,13143.27,11496.7,17848.52,18.06,7438.01,9772.83,15717.04,17617.97,10767.59,10643.86,13907.57,12511.11,20713.54,12754.45,18191.11,12492.96
hsa-miR-126-5p,6704.31,5810.33,7028.57,3574.14,4995.45,1505.5,4998.67,1500.45,4445.85,5445.17,6800.42,5.18,2569.15,3960.32,4680.43,7716.25,3627.14,2463.76,5953.18,2493.52,5939.47,6540.96,5252.85,4366.8
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,1.34,0.06,0.0,0.0,0.09,0.0,3.81,0.0,0.0
hsa-miR-1260b,17.87,18.87,26.28,7.16,21.88,0.86,8.11,6.5,14.53,16.68,9.46,0.0,13.57,6.76,27.34,12.53,17.67,5.61,10.23,7.31,5.11,13.21,7.46,14.04
hsa-miR-1262,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,1.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-5p,0.0,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,2.36,0.55,9.81,0.0,0.0,10.5,0.0,4.84,0.0,0.29,19.9,45.99,0.0,0.23,8.55,10.29,8.84,17.66,0.0,92.91,14.53,0.0,17.33,13.25
hsa-miR-1268b,0.0,19.79,1.98,4.77,5.53,0.0,8.96,0.06,15.13,9.98,1.9,16.05,9.32,1.79,0.0,0.0,0.0,0.52,23.3,11.53,0.0,42.05,0.0,3.03
hsa-miR-1269b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,250.46,263.13,189.15,487.56,422.73,122.85,164.93,296.13,222.14,237.13,231.76,1051.81,115.13,233.06,252.78,369.45,110.71,142.72,265.08,204.57,239.72,299.78,594.26,804.19
hsa-miR-127-5p,3.65,4.81,1.8,9.93,16.35,2.75,3.04,13.35,8.34,3.2,7.61,16.72,3.9,6.82,6.65,10.29,3.97,4.25,5.85,6.0,7.11,2.79,11.96,8.24
hsa-miR-1270,2.31,2.47,3.42,6.21,4.61,7.23,0.0,1.95,2.15,2.62,4.84,0.0,1.81,3.58,4.39,4.03,5.19,4.83,7.96,3.84,3.59,0.0,12.17,3.43
hsa-miR-1271-3p,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,80.99,134.77,89.9,53.65,64.62,18.68,75.06,48.43,61.9,96.57,91.98,0.0,70.89,39.48,28.51,49.42,44.12,56.66,73.72,41.81,68.67,68.59,43.54,71.25
hsa-miR-1273c,2.36,5.92,3.6,5.16,3.88,4.39,2.26,2.13,3.01,6.85,7.5,0.0,6.68,1.68,2.05,2.24,1.47,0.97,4.14,3.94,4.47,4.45,0.0,6.2
hsa-miR-1273h-3p,47.5,103.51,42.74,16.13,80.38,7.32,33.67,23.62,43.93,43.55,66.61,0.0,46.82,36.42,41.52,25.07,27.28,35.78,49.04,12.38,21.56,28.96,20.95,72.9
hsa-miR-1273h-5p,42.63,65.35,39.77,10.6,43.27,6.28,21.36,16.42,32.41,50.47,47.23,2.51,45.91,16.99,20.25,10.83,19.72,20.95,33.69,10.03,12.14,22.61,22.05,41.85
hsa-miR-1275,0.26,2.9,0.0,1.62,0.0,0.34,47.86,0.71,0.52,1.02,2.25,0.0,0.63,0.0,2.12,3.04,1.09,24.82,1.79,13.59,1.12,82.95,0.0,0.99
hsa-miR-1276,0.31,0.0,0.45,0.38,0.49,0.6,0.0,0.0,0.69,0.0,0.98,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73
hsa-miR-1277-3p,2.88,23.98,20.34,5.25,21.64,2.58,26.73,8.62,19.69,7.21,13.96,0.0,13.01,11.68,11.84,29.99,19.4,8.57,14.37,4.88,18.61,34.55,28.63,7.71
hsa-miR-1277-5p,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1278,0.15,0.86,0.27,0.0,1.02,2.5,0.0,0.0,1.63,0.07,0.81,0.0,0.49,0.0,0.0,2.51,0.13,0.64,1.7,0.0,0.0,0.0,0.0,2.9
hsa-miR-128-1-5p,9.24,8.75,12.87,7.16,7.08,2.32,2.42,4.61,3.7,10.41,5.71,0.0,9.32,5.38,5.12,7.97,3.07,5.41,6.17,4.13,11.02,0.0,0.0,7.32
