miRNA,GSM2442624,GSM2442625,GSM2442626,GSM2442627,GSM2442628,GSM2442629,GSM2442630,GSM2442631,GSM2442632,GSM2442633
hsa-miR-6884-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0
hsa-miR-7-1-3p,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7-5p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-708-3p,0.0,0.0,0.12,0.0,0.0,0.0,3.19,0.0,0.0,0.0
hsa-miR-708-5p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,3.26,6.53,0.0
hsa-miR-7109-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0
hsa-miR-711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52,0.0,0.0
hsa-miR-7110-3p,1.02,1.42,0.37,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7152-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7161-3p,0.17,0.0,0.12,0.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-744-3p,0.0,0.18,1.22,0.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-744-5p,1.36,3.03,4.02,3.14,0.0,8.36,236.0,9.78,222.06,27.02
hsa-miR-7515,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-758-3p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-760,0.0,0.18,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-766-3p,0.17,0.18,0.24,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-767-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52,0.0,0.0
hsa-miR-769-5p,11.56,13.71,41.45,39.63,0.0,0.0,6.38,9.78,13.06,6.76
hsa-miR-7704,0.85,1.25,1.1,1.57,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7706,0.0,0.53,1.22,0.9,0.0,0.0,3.19,0.0,3.27,0.0
hsa-miR-7851-3p,0.17,0.36,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7974,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0
hsa-miR-8057,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8071,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8072,0.0,0.18,0.0,0.0,0.0,4.18,0.0,0.0,0.0,0.0
hsa-miR-8086,1.87,0.89,0.24,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8485,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-873-3p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-874-3p,0.68,0.18,0.73,0.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-877-3p,0.0,0.0,0.12,0.34,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-877-5p,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-885-5p,0.0,0.0,0.0,0.0,0.0,12.54,0.0,0.0,0.0,0.0
hsa-miR-887-3p,1.87,0.36,1.58,2.58,0.0,0.0,0.0,0.0,0.0,6.76
hsa-miR-887-5p,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-889-3p,0.34,1.25,1.22,1.35,13.36,8.36,12.76,65.21,0.0,37.16
hsa-miR-891a-5p,0.0,0.0,0.24,0.11,0.0,0.0,0.0,3.26,0.0,0.0
hsa-miR-9-3p,0.34,0.71,0.73,0.79,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9-5p,3.06,2.49,6.95,7.75,0.0,0.0,0.0,3.26,6.53,0.0
hsa-miR-92a-1-5p,0.17,0.0,0.24,0.56,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-92a-3p,277.85,280.7,371.37,381.39,855.04,4632.49,15071.84,2494.37,14286.97,2256.51
hsa-miR-92b-3p,18.18,17.98,24.99,34.69,13.36,16.72,66.97,32.61,111.03,27.02
hsa-miR-92b-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-93-3p,0.34,0.71,0.85,0.9,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-93-5p,14.78,12.46,17.31,17.4,13.36,29.27,261.51,84.78,257.98,97.96
hsa-miR-934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0
hsa-miR-935,0.68,0.89,3.9,6.29,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-937-3p,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-940,0.34,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-941,8.16,8.72,24.99,24.7,6.68,16.72,9.57,16.3,9.8,6.76
hsa-miR-942-5p,0.0,0.18,0.12,0.45,0.0,0.0,15.95,9.78,3.27,0.0
hsa-miR-944,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0
hsa-miR-95-3p,0.17,0.18,1.46,2.13,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-95-5p,0.17,0.0,0.24,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-96-5p,0.34,1.78,1.46,1.35,0.0,0.0,0.0,0.0,0.0,3.38
hsa-miR-98-5p,21.58,23.32,65.11,55.8,0.0,0.0,89.3,32.61,65.31,16.89
hsa-miR-9901,1.19,0.18,0.61,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9985,0.0,0.0,1.22,0.0,0.0,16.72,0.0,0.0,0.0,10.13
hsa-miR-9986,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-99a-3p,0.0,0.0,0.37,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-99a-5p,0.68,1.78,1.58,1.12,20.04,0.0,0.0,45.65,6.53,3.38
hsa-miR-99b-3p,0.17,0.71,1.34,1.23,0.0,4.18,0.0,0.0,3.27,0.0
hsa-miR-99b-5p,45.88,69.24,116.07,116.54,60.12,129.61,204.1,482.57,84.91,168.9
hsa-mir-1181-5p,0.17,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1205-5p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-12114-5p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-12136-5p,1.53,0.18,0.73,0.9,0.0,0.0,0.0,3.26,0.0,0.0
hsa-mir-1248-5p,0.0,0.36,0.24,0.56,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1256-5p,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1260b-5p,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1268a-5p,0.0,0.18,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1270-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1273c-5p,1.53,1.42,1.22,1.01,0.0,0.0,0.0,0.0,3.27,0.0
hsa-mir-1283-2-5p,0.17,0.0,0.12,0.11,0.0,0.0,3.19,9.78,3.27,0.0
hsa-mir-1285-2-3p,0.17,0.18,0.24,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1286-3p,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1289-1-3p,0.51,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1291-5p,0.17,0.36,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1293-5p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1303-3p,0.85,1.78,0.61,0.79,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1305-3p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-153-1-3p,0.0,0.0,0.12,0.0,0.0,0.0,9.57,0.0,0.0,0.0
hsa-mir-1843-5p,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1913-3p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-2117-3p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3132-5p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3135a-5p,0.68,0.89,0.49,0.67,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3135b-5p,1.36,2.49,0.24,0.9,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3143-5p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3153-3p,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3159-5p,1.53,2.31,1.22,1.23,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3168-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3175-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3180-5-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3648-1-5p,6.8,4.81,11.46,7.3,0.0,0.0,6.38,6.52,0.0,0.0
hsa-mir-3648-2-5p,6.8,9.43,7.56,8.76,0.0,0.0,0.0,0.0,0.0,3.38
hsa-mir-3652-5p,0.17,0.0,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3655-5p,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3657-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3908-5p,0.17,0.18,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3909-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,0.0
hsa-mir-3929-3p,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3936-3p,0.17,0.18,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3960-3p,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4277-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,0.0,0.0
hsa-mir-4281-3p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4424-5p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4426-5p,0.0,0.18,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0
hsa-mir-4430-5p,0.34,0.36,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4449-3p,2.55,1.42,0.37,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4452-3p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4454-5p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4460-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0
hsa-mir-4472-2-5p,1.19,0.89,0.85,1.23,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4487-5p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4488-5p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4518-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0
hsa-mir-451a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,0.0
hsa-mir-4523-5p,0.17,0.36,0.37,0.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4526-3p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4538-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4635-3p,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4663-5p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4683-3p,0.0,0.0,0.0,0.0,6.68,8.36,0.0,0.0,0.0,0.0
hsa-mir-4779-3p,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-5092-3p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-518b-3p,0.0,0.18,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-548ag-2-5p,0.0,0.18,0.12,0.67,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-548o-3p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-548s-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-558-3p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-567-5p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-5684-5p,5.78,3.38,1.95,1.68,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-5708-5p,0.17,0.71,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-578-3p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-581-5p,0.17,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-612-5p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-6127-5p,0.17,0.18,0.0,0.0,0.0,0.0,0.0,3.26,0.0,0.0
hsa-mir-6132-5p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-6165-5p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-621-3p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-622-3p,0.68,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-636-3p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-639-3p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-641-5p,0.0,0.0,0.0,0.34,0.0,0.0,6.38,0.0,0.0,0.0
hsa-mir-645-3p,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-658-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-663a-5p,6.97,6.76,2.19,3.59,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-663b-3p,0.85,0.89,0.85,1.35,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-6724-2-5p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-6745-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-7705-5p,0.34,0.89,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-7851-3p,0.0,0.36,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-8072-5p,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-8086-5p,20.56,25.28,5.61,5.95,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-8485-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-922-3p,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-933-3p,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-9902-2-5p,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
