miRNA,SRR23107340,SRR23107341,SRR23107342,SRR23107343,SRR23107344,SRR23107345,SRR23107346,SRR23107347,SRR23107348,SRR23107349,SRR23107350,SRR23107351,SRR23107352,SRR23107353,SRR23107354,SRR23107355,SRR23107356,SRR23107357,SRR23107358,SRR23107359,SRR23107360,SRR23107361,SRR23107362,SRR23107363,SRR23107364,SRR23107365,SRR23107366,SRR23107367,SRR23107368,SRR23107369,SRR23107370,SRR23107371,SRR23107372,SRR23107373,SRR23107374,SRR23107375,SRR23107376
hsa-miR-4492,7.93,7.88,0.0,9.72,0.0,92.69,42.16,0.0,11.03,0.35,13.29,37.71,0.41,0.3,0.8,4.54,3.82,2.42,2.95,8.53,0.0,0.0,7.46,0.7,16.81,0.38,1.05,1.66,0.14,0.12,0.0,0.52,9.36,0.33,1.52,1.79,0.1
hsa-miR-4493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0
hsa-miR-4494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4497,65.17,0.56,10.47,3.8,4.6,7.38,9.49,11.85,46.81,0.18,0.7,17.51,0.2,0.4,2.29,3.7,5.94,0.0,1.21,0.98,0.78,0.0,47.66,17.58,3.06,0.38,0.38,0.11,0.0,1.2,0.26,0.72,4.73,0.0,0.47,1.79,0.0
hsa-miR-4498,0.0,2.53,0.0,0.21,0.0,0.0,0.0,0.0,1.41,0.0,1.05,0.11,0.2,1.41,0.2,0.0,1.06,0.0,0.0,0.11,0.98,0.0,0.0,0.0,3.82,0.0,0.0,2.87,0.0,1.08,0.0,1.76,0.0,0.0,0.0,0.0,0.1
hsa-miR-449a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.18,0.0,0.0,0.0,0.2,2.0,34.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-449b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.36,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-449b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-449c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77,0.0,0.0,0.0,0.0,1.61,11.47,160.82,11.57,0.0,3.22,0.22,0.0,0.0,0.0,0.0,12.99,5.36,1.53,1.1,0.0,0.0,2.97,0.52,0.0,0.0,0.12,0.0,0.31
hsa-miR-4500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,1.29,0.21,0.0,0.87,1.17,0.0,0.51
hsa-miR-4504,0.0,1.13,0.0,2.11,0.0,0.0,0.0,0.0,1.41,0.0,0.23,0.0,1.83,0.5,1.6,0.0,3.18,0.0,2.55,1.64,1.76,0.11,0.0,0.0,0.0,0.0,3.44,0.77,0.0,1.2,3.49,3.52,2.06,1.31,3.15,3.14,2.76
hsa-miR-4505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0
hsa-miR-4506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-4508,272.45,87.94,328.62,262.28,4.41,258.3,960.2,47.07,130.18,246.48,55.02,145.13,6.41,16.68,23.55,56.63,165.78,35.62,74.06,55.98,95.07,6.97,365.21,1941.49,93.62,212.81,49.91,27.6,50.0,28.18,25.96,43.71,106.28,24.7,36.15,158.69,16.77
hsa-miR-450a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,1.63,0.0,0.35,0.0,0.0
hsa-miR-450a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.0,1.98,0.0,1.83,1.21,0.6,0.12,2.97,0.0,1.34,0.55,3.53,0.0,0.0,0.0,0.0,1.15,1.53,0.33,0.0,9.59,0.0,0.0,15.72,1.31,0.7,0.22,0.51
hsa-miR-450a-5p,0.0,4.5,2.09,6.55,0.38,4.72,0.0,0.11,38.99,0.7,29.26,45.24,8.86,22.3,16.36,0.6,22.61,0.14,23.35,4.37,25.29,0.86,0.47,0.7,5.73,13.79,72.34,13.58,0.43,241.42,11.5,6.63,144.0,7.21,19.82,8.41,1.53
hsa-miR-450b-5p,0.0,0.14,0.0,0.0,0.0,4.13,0.0,0.0,20.14,0.0,19.35,0.0,6.41,3.32,1.5,0.12,0.74,0.0,0.54,2.73,5.49,0.32,0.0,0.0,3.82,1.15,25.0,0.0,0.0,56.01,3.75,2.9,46.14,2.73,4.78,0.67,3.58
hsa-miR-4511,0.0,0.0,0.0,2.32,0.19,0.0,0.0,0.0,1.03,0.0,0.0,1.91,0.31,0.1,1.2,0.0,0.0,0.0,0.81,0.11,1.57,0.0,0.13,0.0,0.0,2.68,0.48,0.0,0.0,0.72,0.39,0.0,1.8,0.66,0.47,0.0,0.2
hsa-miR-4513,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-4515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4516,4.72,0.42,1.74,4.23,0.0,121.92,16.34,0.0,2.18,0.35,3.61,11.67,0.0,0.0,1.3,2.03,0.64,0.0,0.27,4.7,0.0,0.0,0.0,0.0,7.64,1.72,0.19,1.32,0.0,0.0,0.0,0.72,1.8,0.0,0.23,2.02,0.0
hsa-miR-451a,128.62,321.38,1338.38,93225.0,479.78,64.95,299.95,217.5,777.47,136.02,9.21,3622.65,1348.48,7424.77,77256.48,244.58,1688.13,0.0,132.56,36748.48,265558.77,12514.82,1751.31,3571.47,133.55,44978.79,3615.23,664.64,60.23,1235.19,10706.2,114364.05,73618.54,60198.45,484.25,26954.44,70333.06
hsa-miR-451b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-452-3p,0.0,0.14,0.0,5.92,0.0,0.0,0.0,0.0,10.39,0.18,0.0,0.0,0.51,2.21,3.29,0.36,1.17,0.0,2.82,0.33,8.82,0.43,0.0,0.0,6.11,5.17,12.88,0.0,0.0,0.72,1.55,1.86,1.12,1.86,7.0,2.91,0.31
hsa-miR-452-5p,496.45,70.5,10.81,41.85,0.19,4.72,12.21,0.0,50.66,0.35,1.87,36.14,13.34,18.79,27.64,53.65,21.12,0.28,15.7,2.95,39.4,0.75,6.18,21.1,174.82,45.59,71.96,18.22,0.14,2.88,56.71,31.9,8.08,20.44,26.94,50.66,6.13
hsa-miR-4520-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-4521,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.1,0.2,0.8,1.91,0.0,0.0,5.37,0.33,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.29,0.0,0.0,0.0,0.17,0.0,0.35,0.0,0.0
hsa-miR-4522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0
hsa-miR-4523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4524a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0
hsa-miR-4525,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.1,1.1,0.0,2.02,0.0,0.0,0.0,1.18,0.11,0.0,0.0,0.19,2.11,0.0,1.55,0.0,0.0,0.13,0.0,0.0,0.44,0.0,0.9,0.0
hsa-miR-4526,0.43,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.2,0.0,2.15,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.52,0.0,0.0,0.22,0.23,1.01,0.0
hsa-miR-4529-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.2,0.0,0.0,0.0,1.34,0.0,1.15,0.0,0.0,0.0,0.52,0.0,0.0,0.44,0.0,0.0,0.0
hsa-miR-4531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-4533,0.0,0.84,0.0,2.11,0.0,1.77,14.76,0.0,0.0,0.0,5.36,2.69,0.2,2.51,0.4,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,1.21,0.0,0.12,0.13,0.62,0.34,0.0,0.12,1.34,0.61
hsa-miR-4537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-454-3p,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.35,0.0,0.0,8.04,3.92,0.6,0.36,0.0,0.14,3.49,2.19,0.98,0.0,0.0,0.0,0.0,1.53,1.72,0.0,0.0,4.44,0.0,2.17,1.03,0.87,3.26,0.0,2.56
hsa-miR-454-5p,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,6.82,1.31,0.8,0.0,0.0,0.14,2.01,2.62,0.39,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.14,1.2,1.55,1.35,2.15,1.64,4.31,1.68,3.68
hsa-miR-455-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.51,0.1,0.1,2.03,0.0,0.0,0.13,43.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.1,0.0,0.0,0.7,0.0,0.2
hsa-miR-455-5p,0.0,1.83,0.0,4.02,0.0,0.0,0.09,0.0,0.0,0.53,1.28,0.0,2.65,3.11,11.17,2.03,4.56,0.14,12.34,153.84,3.92,0.11,0.0,0.0,7.83,3.64,5.06,0.11,0.72,5.4,4.78,2.59,1.29,1.97,2.33,3.25,1.53
hsa-miR-4632-5p,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0
hsa-miR-4633-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.1,0.3,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.11,0.58,0.0,0.2
hsa-miR-4636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4638-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0
hsa-miR-4638-5p,5.36,3.8,0.0,10.78,0.0,1.18,0.0,0.0,4.62,0.0,12.71,9.77,0.31,1.21,0.5,0.0,2.65,0.0,0.94,0.0,0.39,0.0,0.0,0.0,0.0,4.79,0.1,1.77,0.0,2.64,0.9,0.52,0.6,1.31,0.58,0.0,0.31
hsa-miR-4639-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2
hsa-miR-4639-5p,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.19,0.0,0.0,0.0,0.0,0.0,0.93,0.26,0.0,0.12,0.0,0.0
hsa-miR-4640-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0
hsa-miR-4640-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.19,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.22,0.0,0.0,0.0
hsa-miR-4642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.72,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4644,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,1.28,0.0,0.58,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4645-3p,0.0,2.95,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.81,0.7,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,2.28,0.0,0.31,2.32,0.0,0.47,0.0,0.51
hsa-miR-4645-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4646-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.2
hsa-miR-4646-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.39,0.43,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-4647,3.22,0.56,4.88,7.61,0.0,6.49,13.97,0.0,3.98,0.0,10.37,10.1,0.61,0.5,0.9,0.0,2.97,0.0,0.67,0.44,0.0,0.0,4.5,0.0,2.67,0.0,0.38,3.42,0.0,1.8,1.94,1.24,0.77,0.22,0.35,1.68,0.92
hsa-miR-4648,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4649-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4652-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4653-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4654,0.0,0.56,0.0,0.63,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.22,0.2,1.31,0.6,0.0,0.0,0.14,0.0,0.0,0.98,0.0,0.0,0.0,0.38,0.0,0.38,2.76,0.0,0.0,0.0,0.52,0.17,0.0,0.0,0.0,0.0
hsa-miR-4655-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-miR-4656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4658,10.72,0.0,0.0,15.64,0.0,0.0,0.0,0.0,24.37,0.0,0.0,0.0,0.1,1.0,4.69,30.47,2.76,0.0,0.0,0.0,0.2,0.0,0.47,0.7,5.35,0.57,0.0,0.0,0.0,0.12,5.3,0.72,0.0,1.75,6.53,1.34,0.0
hsa-miR-4659a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1.53,0.0,0.1,0.0,0.74,0.0,2.68,0.44,1.18,0.0,0.0,0.0,0.0,0.38,2.0,0.0,0.0,0.96,0.0,0.0,0.17,0.22,3.15,0.0,1.12
hsa-miR-4659b-3p,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.33,0.78,0.0,0.0,0.0,0.0,1.92,0.19,0.0,0.0,0.84,0.0,0.21,0.52,0.33,0.7,0.0,0.2
hsa-miR-4659b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.62,0.6,0.0,0.47,1.46,0.2
hsa-miR-4660,0.0,0.0,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.1,0.8,0.0,0.42,0.0,0.4,0.11,1.96,0.0,0.0,0.0,0.0,0.96,2.96,0.0,0.0,0.0,0.9,1.04,1.37,0.98,0.82,1.91,1.94
hsa-miR-4661-5p,0.0,0.0,0.0,7.19,0.0,0.0,0.0,0.0,6.67,0.0,1.87,0.0,1.73,2.61,2.39,0.24,6.69,0.0,1.07,1.75,4.9,0.0,0.0,4.92,0.0,3.64,2.58,1.21,0.0,1.2,3.1,7.66,1.29,0.77,2.22,1.79,3.37
hsa-miR-4662a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.5,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.55,0.0,0.0,0.1
hsa-miR-4663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4664-3p,0.0,0.0,0.0,0.0,0.19,0.3,0.0,0.0,23.47,0.0,1.75,3.14,1.02,2.41,4.19,0.12,2.02,0.0,0.81,0.33,2.16,0.11,0.0,1.41,6.5,4.6,1.53,2.76,0.0,1.32,4.65,5.7,1.12,3.28,3.26,0.0,0.31
hsa-miR-4664-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0
hsa-miR-4665-5p,11.58,10.41,7.33,9.72,0.0,9.15,23.01,0.0,1.67,0.0,16.32,1.8,4.68,6.43,3.39,4.66,4.88,14.11,8.05,0.87,2.35,0.0,13.51,15.47,13.57,6.32,1.91,12.81,0.0,0.72,1.16,5.28,0.6,2.4,1.05,4.71,2.56
hsa-miR-4666a-3p,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4667-5p,3.0,2.53,2.09,4.23,0.0,3.84,0.0,0.0,4.23,0.0,18.42,0.0,0.31,0.3,1.5,0.0,3.08,9.69,0.27,0.0,3.14,0.21,0.0,0.0,11.46,2.11,0.48,9.61,0.0,0.48,0.52,0.31,1.29,0.11,0.12,1.23,0.2
hsa-miR-4668-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.12,0.11,0.0
hsa-miR-4669,0.0,0.0,51.11,5.07,0.0,13.28,0.0,0.0,0.51,0.0,0.12,26.71,0.0,0.0,0.0,0.0,2.12,37.33,0.13,0.0,0.0,0.0,0.0,0.7,0.0,8.62,0.19,3.31,0.0,0.0,0.0,3.11,4.3,3.61,2.45,0.67,1.43
hsa-miR-4670-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4671-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0
hsa-miR-4672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.31,0.0,0.0,0.0,0.21,0.0,0.0,0.44,0.98,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,1.56,0.0,0.0,0.17,0.44,0.7,0.0,0.41
