miRNA,ERR7454544,ERR7454545,ERR7454546,ERR7454547,ERR7454548,ERR7454549,ERR7454550,ERR7454551,ERR7454552
hsa-miR-132-5p,0.06,1.63,8.41,17.59,11.81,12.61,7.13,0.0,0.0
hsa-miR-1323,0.0,0.33,0.0,0.0,2.56,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,102.17,8.85,49.34,15.34,44.34,39.53,118.99,20.23,31.85
hsa-miR-133b,20.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-134-5p,75.64,466.11,83.79,36.79,88.14,108.12,55.93,18.02,32.85
hsa-miR-1343-3p,0.0,5.84,0.1,0.0,0.09,0.08,0.0,0.0,0.0
hsa-miR-135a-2-3p,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-3p,0.0,0.0,0.05,0.0,0.0,0.0,5.86,0.0,0.0
hsa-miR-135b-5p,0.0,0.08,7.9,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-3p,0.0,0.88,0.0,0.05,0.0,0.0,0.0,0.0,18.92
hsa-miR-136-5p,0.0,12.48,0.25,0.05,8.46,0.23,17.16,0.06,0.0
hsa-miR-138-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
hsa-miR-138-5p,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.05
hsa-miR-139-3p,158.87,694.76,174.82,288.04,569.93,397.1,194.48,32.56,173.27
hsa-miR-139-5p,184.61,170.83,111.47,99.19,184.48,110.89,142.01,65.57,130.96
hsa-miR-140-3p,305.54,821.76,339.71,174.77,289.73,239.92,220.33,277.15,567.89
hsa-miR-140-5p,34.6,8.27,2.29,0.15,0.0,0.15,0.64,28.14,16.34
hsa-miR-141-3p,0.42,0.0,13.91,0.15,0.09,6.54,0.0,0.06,8.67
hsa-miR-142-3p,39.46,2.67,0.51,0.15,7.76,8.0,0.35,10.95,10.35
hsa-miR-142-5p,176.29,335.53,220.24,114.77,211.28,148.57,119.2,231.48,1262.6
hsa-miR-143-3p,2011.47,1757.82,1493.96,1519.32,2198.91,1191.92,1384.03,1238.19,1570.19
hsa-miR-143-5p,8.62,0.04,1.22,0.0,10.4,0.0,0.07,0.0,0.26
hsa-miR-144-3p,14.08,6.39,4.99,10.12,15.51,20.07,13.06,0.11,0.89
hsa-miR-144-5p,0.12,3.01,4.64,0.05,0.09,0.08,0.07,0.06,1.26
hsa-miR-145-3p,35.82,24.51,19.06,25.36,37.99,9.69,1.27,17.14,35.89
hsa-miR-145-5p,28.53,12.82,20.13,19.0,0.97,34.53,38.13,42.46,57.81
hsa-miR-1468-5p,2.73,62.08,40.93,16.24,81.88,54.83,6.5,24.05,16.24
hsa-miR-146a-3p,0.0,3.42,0.1,0.0,0.0,0.0,0.07,0.0,0.0
hsa-miR-146a-5p,775.29,2866.35,970.3,1047.65,1630.82,1352.33,707.94,365.39,1795.81
hsa-miR-146b-3p,0.0,4.05,2.8,4.76,0.09,0.0,5.51,0.0,0.0
hsa-miR-146b-5p,1729.85,1043.1,991.96,1326.81,1839.11,929.62,1028.4,1390.72,1673.57
hsa-miR-147a,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0
hsa-miR-147b-3p,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.05
hsa-miR-148a-3p,28468.55,41576.7,38447.62,27644.92,26514.94,25476.46,13599.93,20717.1,36533.56
hsa-miR-148a-5p,38.55,9.14,20.74,34.73,1.15,8.3,14.34,8.74,9.83
hsa-miR-148b-3p,356.35,1529.63,315.4,312.7,524.8,282.98,165.39,208.1,432.52
hsa-miR-148b-5p,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-149-5p,0.12,3.51,0.31,24.76,0.88,0.23,8.4,8.68,1.42
hsa-miR-150-3p,23.92,30.43,18.86,50.07,64.26,37.68,18.29,24.55,194.92
hsa-miR-150-5p,33.27,39.58,8.31,36.84,77.83,33.91,6.71,42.24,104.53
hsa-miR-151a-3p,46792.41,109963.48,90494.46,70449.2,83413.68,62984.91,24656.08,10124.28,60659.87
hsa-miR-151a-5p,61.98,155.47,20.95,19.85,35.43,38.76,15.39,0.61,82.77
hsa-miR-151b,0.0,0.13,0.05,0.1,0.0,0.15,11.09,0.28,0.05
hsa-miR-152-3p,182.61,220.64,36.65,65.36,106.56,83.43,33.47,52.69,44.67
hsa-miR-153-3p,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-1538,0.0,0.67,3.77,0.0,0.18,0.0,0.07,0.0,0.0
hsa-miR-154-5p,0.0,2.38,0.0,0.0,0.09,0.08,0.07,0.0,0.0
hsa-miR-155-5p,0.0,28.93,6.01,0.05,7.14,19.07,0.64,23.61,0.0
hsa-miR-15a-5p,0.0,2.17,0.0,0.05,0.09,9.23,6.0,0.0,0.0
hsa-miR-15b-3p,0.0,16.53,0.36,0.0,6.79,0.15,0.28,28.2,1.05
hsa-miR-15b-5p,0.0,24.09,31.14,7.82,30.59,8.69,33.33,54.13,35.16
hsa-miR-16-2-3p,516.19,742.31,494.05,173.61,171.79,310.98,290.59,490.89,475.61
hsa-miR-16-5p,91.73,102.41,53.31,22.25,42.13,36.68,53.74,71.15,34.79
hsa-miR-17-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
hsa-miR-17-5p,34.24,35.15,14.42,0.35,14.46,38.91,8.33,10.06,15.35
hsa-miR-181a-2-3p,46.93,87.75,64.27,78.14,72.28,42.83,32.98,34.33,128.81
hsa-miR-181a-3p,0.0,6.39,0.56,23.96,0.53,0.08,0.07,0.06,16.71
hsa-miR-181a-5p,345.6,236.83,201.99,480.14,417.97,305.75,442.56,357.42,686.77
hsa-miR-181b-3p,0.0,1.67,0.0,0.0,0.09,0.0,0.07,0.0,0.0
hsa-miR-181b-5p,84.63,56.65,52.75,44.71,33.05,73.67,58.82,34.61,116.51
hsa-miR-181c-3p,0.0,3.01,0.0,0.0,0.18,0.31,0.0,0.11,0.53
hsa-miR-181c-5p,0.0,2.8,0.05,0.1,0.09,0.0,3.39,14.71,0.37
hsa-miR-181d-5p,4.01,10.35,0.61,19.6,0.97,28.3,0.42,14.21,8.99
hsa-miR-182-5p,125.42,258.38,127.63,77.23,76.51,78.05,55.29,173.71,91.29
hsa-miR-1827,0.06,0.04,0.1,0.0,0.0,0.15,0.07,0.11,0.05
hsa-miR-183-5p,182.0,341.91,231.09,11.93,171.26,158.03,151.9,250.45,98.01
hsa-miR-184,78.62,8.85,55.25,62.8,176.37,83.82,73.44,285.39,39.73
hsa-miR-1843,93.67,128.67,91.54,52.02,61.17,119.35,51.62,135.45,93.39
hsa-miR-185-3p,8.92,39.87,3.98,0.25,0.35,6.69,0.28,8.46,0.26
hsa-miR-185-5p,249.45,1290.67,238.49,164.49,633.22,283.98,353.86,129.87,73.1
hsa-miR-186-5p,97.8,162.65,56.37,56.53,85.85,79.44,76.97,27.92,165.18
hsa-miR-187-3p,0.0,0.0,10.3,9.02,0.18,0.0,0.0,0.0,0.0
hsa-miR-18a-3p,0.0,2.46,0.05,0.0,9.26,0.0,0.0,0.06,0.63
hsa-miR-18a-5p,0.0,2.59,0.05,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
hsa-miR-1908-3p,0.0,1.84,0.0,0.0,5.38,0.15,0.0,0.0,0.0
hsa-miR-1908-5p,97.86,113.14,44.34,133.12,108.59,97.51,36.58,0.72,62.59
hsa-miR-190a-5p,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190b-5p,0.0,3.38,0.05,0.05,0.18,0.0,0.0,0.0,0.0
hsa-miR-191-3p,5.71,11.1,0.25,0.05,0.35,15.92,0.28,0.11,34.58
hsa-miR-191-5p,321.93,1037.26,219.07,387.52,445.21,326.2,288.26,195.27,912.75
hsa-miR-1910-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.56
hsa-miR-1914-5p,0.0,0.83,4.74,0.0,4.5,0.08,0.07,0.0,0.0
hsa-miR-192-5p,280.53,175.51,87.62,71.52,232.35,103.12,101.83,219.6,168.22
hsa-miR-193a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
hsa-miR-193a-5p,35.45,56.9,74.47,171.21,138.38,72.44,169.48,139.93,143.26
hsa-miR-193b-3p,0.0,0.04,0.0,0.0,0.0,0.0,6.43,0.0,0.0
hsa-miR-193b-5p,86.45,15.91,50.0,171.16,40.55,65.29,119.77,61.87,49.77
hsa-miR-194-3p,0.0,0.0,0.0,0.0,0.0,0.0,6.36,0.0,0.0
hsa-miR-194-5p,55.36,48.34,48.22,46.71,56.32,42.06,86.79,66.23,91.81
hsa-miR-195-3p,13.36,10.06,12.08,10.37,1.06,5.54,5.65,0.06,0.63
hsa-miR-195-5p,0.18,4.01,0.05,0.05,0.18,4.38,0.0,0.0,15.5
hsa-miR-196a-5p,0.06,0.0,0.05,0.0,9.43,8.77,8.83,0.0,0.0
hsa-miR-196b-5p,23.25,1.46,0.0,0.05,0.0,0.0,0.07,0.0,0.47
hsa-miR-197-3p,66.47,64.5,46.89,47.91,48.39,38.68,19.56,0.28,22.18
hsa-miR-197-5p,0.0,7.06,12.49,0.35,10.05,7.54,10.17,18.3,0.16
hsa-miR-1976,0.0,4.17,2.7,0.0,6.88,0.08,0.07,0.06,0.0
hsa-miR-199a-3p,110.18,395.27,88.33,187.05,159.89,181.63,82.9,235.46,124.71
hsa-miR-199a-5p,118.93,82.99,31.3,36.94,52.45,90.74,43.01,34.72,45.88
hsa-miR-199b-3p,45.71,35.94,32.37,11.38,35.7,0.08,79.8,1.33,66.69
hsa-miR-199b-5p,0.06,0.0,4.18,0.1,13.75,3.92,0.07,0.06,0.0
hsa-miR-19a-3p,0.0,2.8,0.1,0.0,0.0,0.77,0.07,0.0,0.26
hsa-miR-19b-3p,8.74,2.13,3.21,10.02,0.18,0.15,0.21,9.4,1.05
hsa-miR-200a-3p,279.74,38.95,101.84,210.65,111.94,86.97,107.13,271.79,269.49
hsa-miR-200a-5p,12.87,0.92,9.07,15.84,0.18,0.08,6.28,7.74,5.52
hsa-miR-200b-3p,275.37,39.53,60.14,191.51,189.42,133.34,110.87,117.1,229.13
hsa-miR-200b-5p,22.7,1.34,0.0,0.0,0.0,0.08,0.21,9.51,18.13
hsa-miR-200c-3p,61.07,20.29,85.02,89.56,98.54,66.29,92.93,82.43,185.36
hsa-miR-202-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-miR-202-5p,0.0,0.04,0.05,0.0,19.66,10.69,11.72,0.0,0.0
hsa-miR-203a-3p,205.92,19.96,0.25,321.67,646.97,4.54,216.23,199.97,65.43
hsa-miR-203b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74,0.0
hsa-miR-204-3p,7.53,1.92,10.24,50.47,1.06,16.46,0.14,15.26,0.05
hsa-miR-204-5p,12.32,6.72,0.15,9.37,0.35,0.31,6.36,0.0,0.0
hsa-miR-205-5p,0.24,0.08,9.02,9.17,11.55,24.68,24.5,21.67,17.34
hsa-miR-206,135.68,97.56,57.95,22.25,125.08,36.3,44.21,33.84,56.81
hsa-miR-20a-5p,74.91,67.17,12.13,0.45,8.2,22.53,16.88,48.38,25.44
hsa-miR-20b-3p,0.0,2.55,0.05,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-20b-5p,0.0,6.43,2.29,0.05,0.18,0.15,7.63,0.0,0.05
hsa-miR-21-3p,11.9,0.0,0.0,0.0,0.18,0.0,0.07,0.06,0.0
hsa-miR-21-5p,4610.7,4079.99,1866.34,2256.63,2813.26,2401.37,2220.07,2431.54,4676.37
hsa-miR-210-3p,3.1,4.38,3.87,0.0,10.05,0.0,0.28,0.0,9.3
hsa-miR-2110,78.55,276.03,137.41,146.5,231.64,143.11,120.69,154.91,170.01
hsa-miR-2115-3p,0.0,0.04,0.05,10.98,0.26,0.0,0.07,9.18,0.0
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
hsa-miR-2116-3p,0.0,5.51,0.0,0.0,0.0,0.08,0.07,0.06,0.0
hsa-miR-212-3p,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-212-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
hsa-miR-214-5p,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0
hsa-miR-215-5p,41.77,52.23,23.6,18.84,76.6,24.07,21.89,11.0,20.86
hsa-miR-216b-5p,0.0,1.63,0.05,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-217-5p,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.11,0.0
hsa-miR-218-5p,65.87,2.55,5.3,27.37,14.98,11.77,15.75,14.04,0.47
hsa-miR-219a-1-3p,12.51,3.09,0.25,0.05,0.09,0.0,11.79,0.0,9.67
hsa-miR-219a-2-3p,0.0,2.88,0.05,0.1,0.0,14.61,0.0,0.0,0.0
hsa-miR-22-3p,783.42,1507.76,1547.38,1206.58,1650.21,1591.25,2028.84,2848.78,2160.26
hsa-miR-22-5p,0.18,30.77,16.62,25.76,25.3,3.61,15.75,22.56,45.04
hsa-miR-221-3p,101.26,341.04,76.71,111.22,200.35,111.5,71.04,88.79,267.76
hsa-miR-221-5p,0.0,12.23,13.15,12.53,6.26,4.38,0.14,14.15,0.0
hsa-miR-222-3p,724.96,971.34,760.97,900.35,971.95,989.98,569.39,307.28,1617.7
hsa-miR-223-3p,22.52,58.28,8.0,10.58,17.98,6.0,12.5,16.86,58.12
hsa-miR-223-5p,446.86,908.97,676.01,409.93,444.42,489.84,303.09,121.96,845.8
hsa-miR-224-5p,139.69,122.07,37.77,80.79,80.39,49.98,9.04,9.01,35.42
hsa-miR-2278,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2355-3p,0.0,2.46,0.0,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,143.03,180.52,60.55,85.6,132.3,34.45,62.78,55.78,111.15
hsa-miR-23a-5p,0.0,5.22,0.0,3.91,11.72,6.15,5.3,0.06,0.11
hsa-miR-23b-3p,0.3,6.55,18.81,17.54,33.67,6.77,42.86,16.14,2.89
hsa-miR-23b-5p,12.63,52.31,4.38,10.02,23.89,16.38,0.71,0.33,10.3
hsa-miR-23c,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-2-5p,0.24,2.55,12.44,18.19,0.62,0.0,0.0,0.17,21.49
hsa-miR-24-3p,755.26,2322.92,317.13,718.61,1163.4,753.45,376.46,268.3,1402.65
hsa-miR-25-3p,4131.11,7370.41,9016.01,3238.57,4819.14,4490.07,2331.43,3463.84,4046.72
hsa-miR-25-5p,12.32,54.23,38.33,22.2,45.75,12.46,40.75,24.71,20.34
hsa-miR-26a-2-3p,0.0,1.5,0.05,0.0,0.0,0.0,0.0,0.0,0.11
hsa-miR-26a-5p,1963.87,2739.1,949.46,1687.12,2005.34,1507.12,1282.7,849.53,3088.88
hsa-miR-26b-3p,22.7,0.08,0.05,0.05,0.18,0.15,0.21,0.06,0.11
hsa-miR-26b-5p,157.78,158.35,95.06,169.6,137.42,64.52,119.84,134.57,284.73
hsa-miR-27a-3p,283.68,378.27,165.24,192.81,310.44,133.73,129.23,182.28,574.88
hsa-miR-27a-5p,0.12,4.68,3.77,0.0,0.09,0.0,0.14,7.91,2.26
hsa-miR-27b-3p,869.63,690.09,448.07,591.56,708.76,642.87,502.58,549.65,690.97
hsa-miR-27b-5p,0.06,2.96,5.25,0.0,11.28,7.0,0.07,0.0,0.11
hsa-miR-28-3p,569.74,2105.41,640.43,712.6,1242.55,817.04,340.8,227.34,1005.19
hsa-miR-28-5p,24.71,95.06,13.46,9.52,38.17,19.38,4.52,10.56,11.77
hsa-miR-296-3p,0.0,0.0,0.0,0.0,0.26,0.15,5.37,16.59,0.05
hsa-miR-296-5p,0.0,3.17,0.05,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,184.85,84.87,70.8,179.23,174.88,160.1,216.37,145.13,434.41
hsa-miR-29b-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32
hsa-miR-29b-3p,0.0,4.51,0.1,0.05,0.26,0.08,0.14,0.06,5.26
hsa-miR-29c-3p,0.0,0.17,0.0,0.0,0.09,0.0,0.21,0.06,11.98
hsa-miR-29c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
hsa-miR-301a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
hsa-miR-301a-5p,0.0,1.29,0.05,0.0,0.0,0.0,0.0,0.0,0.05
hsa-miR-3059-5p,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0
hsa-miR-3064-5p,0.0,11.06,0.1,0.1,0.26,0.23,4.73,0.11,0.0
hsa-miR-3074-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-30a-3p,80.38,99.4,36.8,53.23,209.78,95.12,40.11,50.26,75.68
hsa-miR-30a-5p,690.85,166.16,177.53,274.45,469.8,258.45,338.68,397.73,650.4
