miRNA,SRR18568637,SRR18568638,SRR18568639,SRR18568640,SRR18568641,SRR18568642,SRR18568643,SRR18568644,SRR18568645,SRR18568646,SRR18568647,SRR18568648,SRR18568649,SRR18568650,SRR18568651,SRR18568652,SRR18568653,SRR18568654,SRR18568655,SRR18568656,SRR18568657,SRR18568658,SRR18568659,SRR18568660,SRR18568661,SRR18568662,SRR18568663,SRR18568668,SRR18568669,GSM6001197,GSM6001193,GSM6001192,GSM6001191,GSM6001190,GSM6001189,GSM6001188,GSM6001187,GSM6001186,GSM6001185,GSM6001184,GSM6001183,GSM6001182,GSM6001181,GSM6001180,GSM6001179,GSM6001178
hsa-miR-18a-3p,3.25,0.0,0.0,0.0,0.0,5.11,0.0,0.0,0.0,1.65,0.86,0.0,0.0,6.3,0.0,0.0,8.36,0.0,0.0,4.6,6.37,12.32,1.43,8.87,13.23,5.4,2.05,7.94,2.16,6.7,9.06,0.0,30.1,12.19,17.92,42.9,0.73,27.19,69.22,47.31,31.77,40.4,42.61,78.79,56.17,62.26
hsa-miR-18a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,3.35,0.0,0.0,0.0,0.0,1.19,0.0,2.9,0.0,9.13,17.74,1.87,23.0,3.24,14.66,1.84,0.72
hsa-miR-18b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.55,0.0,0.0,0.0,3.78,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,1.45,0.0,0.96,0.0,0.62,3.11,1.62,2.44,6.45,4.34
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.03,0.0,3.58,11.7,7.25,0.0,18.27,0.0,14.33,0.0,11.33,1.22,0.0,0.0
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,3.06,0.0,0.0,0.0,2.74,0.0,0.0,1.89,2.4,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,2.39,10.14,0.0,0.0,2.88,1.48,3.74,4.97,2.16,6.72,13.81,17.38
hsa-miR-190a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,4.78,10.14,0.0,0.0,8.17,10.84,14.33,7.46,9.17,10.38,12.89,2.9
hsa-miR-190b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,18.44,5.04,0.86,23.2,18.24,0.0,5.88,10.37,0.78,0.0,0.0,0.0,3.52,7.7,1.66,0.0,12.53,4.58,0.0,10.12,6.37,1.37,0.0,6.33,1.89,6.61,7.18,2.27,0.0,6.03,36.23,35.84,16.05,33.18,33.45,67.08,16.68,2.27,102.86,81.31,125.23,78.32,117.59,103.83,106.81,103.53
hsa-miR-1911-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34
hsa-miR-192-5p,0.0,0.84,0.0,0.0,8.75,0.0,0.0,2.59,1.55,1.65,0.0,0.89,6.33,0.7,0.0,0.0,6.27,1.53,0.0,0.92,0.0,0.0,0.0,5.07,0.0,0.0,0.0,1.13,0.0,0.0,5.76,3.98,2.01,4.06,10.75,0.78,3.63,0.0,7.69,10.84,11.84,5.59,25.89,21.38,7.37,7.24
hsa-miR-193a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.12,6.37,0.0,2.71,0.0,0.0,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07
hsa-miR-194-5p,78.12,76.38,89.72,129.73,233.44,27.83,41.18,26.79,15.55,99.0,53.19,87.07,74.53,74.88,45.67,20.93,47.0,25.97,15.53,97.49,147.79,101.29,32.9,129.22,196.53,206.58,67.65,93.04,35.7,112.51,1089.34,340.91,1065.53,981.32,597.3,294.07,829.78,37.38,1263.21,1134.87,1300.25,1756.58,1314.57,1327.21,886.73,949.88
hsa-miR-195-5p,34.72,29.38,19.84,87.54,151.01,18.74,14.71,17.28,5.44,6.05,12.01,10.66,53.44,18.9,7.47,11.63,11.49,3.06,4.57,4.6,14.01,17.79,1.43,2.53,34.02,8.41,6.15,5.67,7.57,8.04,102.92,78.06,34.11,50.12,44.2,25.74,71.08,0.0,22.11,25.13,67.29,28.59,45.31,29.93,15.65,21.72
hsa-miR-196a-5p,8.68,1.68,1.73,65.39,0.0,0.0,2.94,4.32,0.78,2.75,0.86,0.0,0.7,4.2,2.49,5.81,0.0,15.28,0.91,0.92,1.27,6.84,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0.0,28.0,5.58,0.0,6.1,0.0,13.26,2.9,0.0,38.45,50.76,8.1,4.35,1.08,4.89,3.68,2.9
hsa-miR-196b-5p,105.24,1142.35,57.8,94.93,118.18,35.78,126.49,43.2,8.55,64.35,35.18,4.44,514.71,46.19,33.21,2.33,32.38,41.25,25.57,20.23,19.11,42.43,61.51,43.07,7.56,63.66,43.05,3.4,134.15,58.26,187.73,347.28,183.61,245.84,661.81,328.39,324.95,48.71,530.66,564.73,1021.76,589.26,945.07,894.78,697.97,1355.31
hsa-miR-197-3p,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.17,5.02,0.0,0.0,0.0,0.0,0.0,1.44,2.96,0.0,0.0,1.62,0.0,0.0,0.0
hsa-miR-197-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,0.0,1.22,11.05,0.0
hsa-miR-1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,1.08,1.68,9.49,44.3,37.2,0.57,10.3,6.05,3.89,0.0,0.0,0.0,6.33,0.7,0.83,3.49,1.04,1.53,2.74,11.04,0.0,8.21,2.86,1.27,1.89,1.2,4.1,0.0,8.65,8.71,6.59,2.39,16.05,13.54,44.2,51.48,22.49,1.13,37.97,36.47,45.48,17.4,62.57,31.15,30.39,36.2
hsa-miR-199a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,10.92,0.0,0.0,0.0,2.46,3.74,3.11,0.0,0.61,0.0,0.0
hsa-miR-199b-3p,6.51,0.0,0.0,0.0,16.05,2.27,0.0,11.23,0.0,0.0,0.0,0.0,12.66,0.0,0.83,2.33,0.0,0.0,0.0,4.6,3.82,2.74,0.0,2.53,1.89,0.6,0.0,0.0,0.0,0.0,10.7,5.58,6.02,2.03,3.58,26.52,19.58,0.0,16.34,9.36,8.72,5.59,11.33,10.38,7.37,13.76
hsa-miR-199b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19a-3p,0.0,0.0,0.0,2.11,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,6.33,0.0,0.0,1.16,0.0,1.53,0.0,3.68,0.0,6.84,0.0,1.27,0.0,4.8,1.03,2.27,0.0,2.68,9.88,9.56,4.01,10.84,0.0,7.8,0.0,0.0,23.07,19.22,11.21,19.27,19.96,25.04,10.13,25.34
hsa-miR-19a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,13.02,0.0,0.0,2.11,0.73,3.41,7.35,3.46,0.0,5.5,0.0,0.0,4.22,4.9,7.47,0.0,6.27,7.64,0.0,8.28,6.37,6.84,1.43,7.6,5.67,7.21,3.08,0.0,2.16,4.02,9.88,15.13,13.04,14.9,27.48,20.28,9.43,6.8,84.6,37.94,53.58,59.05,58.26,69.02,32.23,84.71
hsa-miR-200a-3p,7.59,47.84,84.54,0.0,29.91,0.0,41.18,0.0,0.0,0.0,0.0,0.0,11.25,40.59,0.0,3.49,33.42,0.0,0.0,0.0,20.38,0.0,45.77,0.0,0.0,0.0,0.0,64.67,2.16,1.34,0.0,27.08,80.27,41.31,0.0,0.0,0.0,0.0,2.88,15.77,6.85,20.51,0.0,0.0,0.0,0.0
hsa-miR-200a-5p,0.0,0.0,0.0,0.0,0.0,0.0,11.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-3p,0.0,0.84,0.0,4.22,0.0,0.0,0.0,2.59,0.0,1.1,3.43,0.0,0.0,2.8,0.0,0.0,0.0,3.06,3.65,0.0,1.27,1.37,2.86,0.0,7.56,0.0,2.05,2.27,0.0,0.0,0.0,0.0,9.03,0.0,0.0,0.0,0.73,0.0,1.92,3.94,1.25,3.73,2.7,0.0,0.0,0.72
hsa-miR-200b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.92,0.0
hsa-miR-200c-3p,68.35,41.13,56.07,37.97,40.12,25.56,52.95,104.55,33.43,44.55,16.3,30.21,30.24,35.69,22.42,20.93,54.31,18.33,79.45,21.15,16.56,20.53,45.77,35.47,32.13,8.41,34.85,48.79,28.13,16.74,74.1,56.55,139.46,100.23,133.8,110.76,60.2,0.0,84.12,99.54,95.95,113.13,79.29,65.96,98.53,154.93
hsa-miR-202-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203a-3p,0.0,0.0,0.0,4.22,0.0,0.57,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,3.32,1.16,1.04,0.0,0.0,0.0,0.0,2.74,7.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,1.84,0.0
hsa-miR-204-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-205-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-205-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0
hsa-miR-2053,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,1.08,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-206,0.0,0.0,6.04,0.0,0.0,0.0,0.0,8.64,0.0,1.1,5.15,7.11,1.41,4.2,3.32,0.0,9.4,0.0,1.83,2.76,0.0,8.21,1.43,6.33,0.0,0.6,0.0,0.0,0.0,0.67,4.12,1.59,6.02,19.64,9.56,18.72,2.18,0.0,0.96,5.91,0.0,0.0,2.16,1.22,5.52,0.0
hsa-miR-20a-5p,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,1.89,0.6,1.03,2.27,0.0,4.69,6.59,3.98,10.03,6.1,16.72,7.8,8.7,1.13,21.63,21.19,20.56,29.21,16.18,24.43,5.52,19.55
hsa-miR-20b-5p,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,5.76,0.0,7.02,0.0,1.19,1.56,6.53,0.0,9.61,1.97,5.61,4.35,3.78,10.38,6.45,0.72
hsa-miR-21-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-21-5p,21.7,16.79,0.86,105.47,78.06,12.5,13.24,21.6,4.66,17.05,5.15,9.77,32.35,12.6,15.78,8.14,12.53,6.11,0.91,9.2,16.56,4.11,2.86,7.6,15.12,9.61,16.4,9.08,11.9,4.69,116.1,42.22,68.23,120.55,107.51,155.22,130.56,15.86,223.99,220.77,187.53,152.29,254.07,159.41,251.38,293.94
hsa-miR-210-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.62,0.0,1.22,0.0,0.0
hsa-miR-2110,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.61,0.92,0.0
hsa-miR-2115-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.48,1.97,5.61,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.49,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,0.0,0.0,10.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.6,0.0,1.13,0.0,0.0,0.0,7.97,70.23,0.0,0.0,0.0,0.0,0.0,1.44,1.48,0.62,1.24,2.16,0.0,0.0,0.0
hsa-miR-217-5p,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,3.19,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-5p,0.0,0.0,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,2.44,0.0,0.0
hsa-miR-219a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.86,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,2.4,0.0,1.13,0.0,0.0,5.76,0.8,9.03,4.74,0.0,6.24,8.7,14.73,11.06,20.2,11.21,21.76,16.18,21.38,2.76,23.17
hsa-miR-22-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-221-3p,7.59,14.27,0.0,15.82,13.86,5.11,0.0,0.0,0.0,0.0,0.0,0.0,4.22,0.7,4.15,0.0,9.4,6.11,0.0,1.84,2.55,5.48,0.0,1.27,5.67,4.2,10.25,4.54,8.65,7.37,4.12,7.97,24.08,12.19,26.28,62.4,33.37,27.19,45.18,32.52,23.67,30.46,55.02,46.42,78.27,59.37
hsa-miR-221-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,3.24,0.0,6.45,0.0
hsa-miR-222-3p,11.93,2.52,6.9,17.93,3.65,3.98,2.94,3.46,0.0,2.2,2.57,6.22,3.52,1.4,0.0,5.81,0.0,0.0,0.0,0.0,5.1,4.11,2.86,2.53,1.89,0.6,2.05,0.0,21.64,6.03,12.35,22.3,9.03,6.77,5.97,15.6,16.68,0.0,27.88,35.48,23.67,25.48,37.76,27.48,27.62,10.86
hsa-miR-223-3p,944.98,905.65,100.07,3389.94,3456.36,569.67,444.2,854.56,275.19,201.84,461.58,411.36,1069.51,498.97,174.37,100.0,265.3,218.48,32.88,1060.39,829.4,554.38,244.6,400.33,585.83,220.39,1353.03,135.02,357.01,440.66,2114.46,1366.02,2057.82,2995.44,3386.71,7822.8,3334.37,481.4,11101.15,9317.5,4384.84,5022.35,6092.77,4915.49,6766.07,8248.45
hsa-miR-223-5p,44.48,66.31,23.29,253.14,245.84,46.01,76.48,32.83,8.55,11.55,24.02,31.98,97.74,42.69,19.93,4.65,33.42,36.67,4.57,57.02,47.14,23.27,5.72,36.74,24.57,9.61,73.8,2.27,30.29,49.56,65.87,45.4,104.35,95.49,266.4,691.88,215.42,6.8,494.61,390.78,284.72,238.06,355.48,223.54,353.59,437.29
hsa-miR-224-5p,0.0,0.0,0.0,1.05,15.32,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.19,0.0,0.0,2.27,0.0,4.44,0.0,0.0,0.0,2.44,0.0,0.72
hsa-miR-2276-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0
hsa-miR-2277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,1.35,0.0,0.0,0.0,0.0,6.73,0.0,1.25,0.0,0.54,0.61,0.0,2.9
hsa-miR-2355-3p,0.0,0.0,0.0,9.49,8.02,2.84,0.0,5.18,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.84,3.82,0.0,0.0,5.07,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,7.02,8.13,3.58,5.46,5.08,0.0,10.09,8.38,8.1,1.86,11.33,7.94,29.47,16.65
hsa-miR-2355-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,1.84,0.0
hsa-miR-23a-3p,201.8,130.1,56.94,784.73,779.83,201.06,117.67,169.36,71.52,65.45,56.62,66.64,274.23,128.77,33.21,60.47,74.16,59.58,7.31,316.37,242.07,151.94,41.48,148.23,139.84,105.09,326.98,86.23,133.07,184.17,716.35,665.09,953.16,841.81,1238.81,2276.87,1086.55,124.6,2362.51,1907.06,1465.35,1163.59,1728.31,1698.56,1651.0,1774.51
hsa-miR-23b-3p,9.76,6.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,4.54,1.08,0.0,3.29,3.19,0.0,0.0,1.19,0.0,5.08,0.0,4.81,4.44,2.49,11.19,5.93,8.55,0.0,0.0
hsa-miR-24-3p,0.0,0.0,0.0,5.27,2.92,0.0,0.0,0.0,0.78,0.0,0.0,0.0,3.52,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,1.03,0.0,0.0,0.0,3.29,0.8,7.02,0.68,2.39,3.9,8.7,0.0,5.29,7.39,19.31,6.22,8.63,17.1,17.5,11.58
