miRNA,SRR19278993,SRR19278994,SRR19278995,SRR19278996,SRR19278997,SRR19278998,SRR19278999,SRR19279000,SRR19279001,SRR19279002,SRR19279003,SRR19279004,SRR19279005,SRR19279006,SRR19279007,SRR19279008,SRR19279009,SRR19279010,SRR19279011,SRR19279012,SRR19279013,SRR19279014,SRR19279015,SRR19279016,SRR19279017,SRR19279018,SRR19279019,SRR19279020,SRR19279021,SRR19279022,SRR19279023,SRR19279024,SRR19279025,SRR19279026,SRR19279027
hsa-miR-1179,26.48,27.82,8.69,13.16,5.73,20.48,0.0,37.81,0.0,0.0,0.0,8.72,8.59,7.38,2.81,16.72,20.97,11.67,6.7,0.0,0.0,3.77,15.03,2.1,3.97,0.0,10.81,21.57,4.72,6.84,5.45,4.51,9.63,2.61,13.88
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,71.73,109.14,19.42,11.24,61.77,15.05,1.7,0.0,0.0,30.64,27.73,16.62,4.97,33.21,40.26,7.38,15.48,5.07,11.03,37.03,16.53,8.29,41.17,10.49,12.08,19.43,6.18,21.13,25.97,29.05,29.34,19.73,21.8,19.06,15.92
hsa-miR-122-5p,11.59,0.0,11.25,0.0,4.46,30.51,0.0,0.0,20.36,0.0,0.0,10.63,2.71,0.37,0.0,0.49,5.49,0.0,0.79,8.03,18.24,1.13,13.82,0.0,0.9,12.06,0.0,0.0,10.86,0.57,16.35,0.0,3.55,20.37,19.11
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
hsa-miR-1227-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,1.51,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,0.0,0.0,0.0,0.0
hsa-miR-1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.17,0.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,4.78,0.0,0.0,12.94,0.0,0.0,0.0,6.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1258,0.0,0.0,0.0,0.0,0.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05
hsa-miR-125a-5p,115.87,68.05,41.4,72.88,112.4,154.22,5.1,62.69,61.07,202.79,90.42,125.63,106.68,113.29,91.44,125.42,139.32,213.6,91.4,60.24,107.18,32.8,118.7,39.65,50.85,227.14,144.7,136.64,106.26,145.27,72.52,158.41,195.17,105.48,102.14
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,12.69,16.26,0.0,7.7,4.46,2.51,0.0,1.0,2.26,0.0,2.41,1.36,4.07,1.11,4.68,7.38,4.99,14.71,4.33,0.45,3.42,1.13,9.02,0.93,0.9,5.36,9.27,7.64,9.92,16.52,6.29,1.13,1.01,9.92,2.05
hsa-miR-126-3p,93.8,81.75,6.64,29.54,25.79,38.45,0.0,16.92,0.0,0.0,0.0,53.96,20.79,3.69,19.97,31.97,40.45,26.38,68.55,41.94,56.44,11.69,73.93,19.36,12.98,28.81,27.81,30.56,46.75,52.41,70.01,48.48,89.22,36.03,44.36
hsa-miR-126-5p,0.0,0.0,0.0,5.46,15.6,0.0,0.0,0.0,0.0,0.0,0.0,8.99,0.0,0.0,3.12,5.41,2.5,8.63,6.7,5.35,5.7,0.0,0.6,3.96,1.8,0.0,0.0,5.84,0.47,9.68,2.52,10.15,0.0,2.61,3.41
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,76.14,72.76,26.07,185.88,22.93,18.39,0.0,0.0,0.75,0.0,0.0,26.43,8.14,17.34,18.72,59.51,83.39,48.2,20.88,44.17,10.26,18.1,31.85,30.55,45.8,10.72,25.23,48.54,64.7,47.85,31.44,33.26,47.65,42.56,72.34
hsa-miR-127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0
hsa-miR-1270,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
hsa-miR-1273h-3p,6.62,0.0,6.64,34.35,11.78,2.93,0.0,0.0,0.0,0.0,0.0,6.27,3.62,18.08,12.79,15.25,25.47,8.63,9.45,17.4,13.68,6.41,12.02,0.0,3.25,17.42,9.78,7.19,4.72,10.82,0.0,15.22,26.36,6.27,4.09
hsa-miR-1273h-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,8.83,0.0,0.0,9.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,6.89,0.0,5.58,5.52,3.12,0.0,0.0,0.0,1.87,1.8,0.0,0.0,0.0,0.0,0.0,11.74,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,14.35,20.12,0.0,0.0,5.73,0.0,0.0,0.0,0.0,0.0,0.0,1.36,10.4,0.0,0.0,0.0,11.49,0.0,3.15,5.35,0.0,1.7,0.0,2.1,0.0,20.77,10.3,3.15,0.47,3.99,16.35,9.58,6.08,7.57,3.64
hsa-miR-1287-5p,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1289,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1295a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,2.95,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0
hsa-miR-1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-5p,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1302,9.38,0.0,0.0,0.0,0.0,7.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,9.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0
hsa-miR-1306-3p,0.55,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.49,0.0,0.0,1.97,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,8.28,0.43,0.0,1.28,0.32,0.42,0.0,1.0,0.0,0.0,0.0,0.27,0.9,0.0,0.0,3.44,0.5,0.0,1.58,0.89,0.57,0.19,3.61,0.0,0.18,1.34,0.51,3.15,2.36,3.99,0.0,1.69,0.0,0.52,0.68
hsa-miR-1307-3p,5985.57,6208.18,362.92,7142.47,4738.92,3731.88,42.52,438.8,309.88,456.65,151.9,4193.62,2242.5,3383.58,3577.58,3799.86,6694.99,3963.98,5580.67,6371.17,2959.35,908.16,4415.19,1336.98,1316.03,3460.08,2616.47,6063.84,3538.56,3137.81,3422.05,4230.93,3245.88,4703.89,4633.49
hsa-miR-1307-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0
hsa-miR-130a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
hsa-miR-130b-3p,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64
hsa-miR-130b-5p,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,5.56,0.0,4.49,3.82,1.25,0.0,0.0,0.0,0.0,0.0,3.27,3.62,6.27,13.11,0.49,0.0,0.0,1.18,12.49,0.0,0.0,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.57,0.0
hsa-miR-133a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.66,0.0,0.0
hsa-miR-134-5p,0.0,1.71,0.0,1.61,0.96,0.84,0.0,0.0,0.0,0.0,0.0,4.36,0.45,8.12,0.62,4.43,2.0,0.0,3.94,2.68,0.57,3.39,0.9,3.03,0.36,0.67,0.51,0.45,0.47,1.71,0.84,1.13,0.51,3.66,0.45
hsa-miR-1343-5p,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.49,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-3p,0.0,0.0,0.0,3.85,2.87,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.95,6.49,7.61,6.3,0.0,0.0,3.96,0.3,5.13,4.33,0.0,0.0,3.15,6.14,5.7,3.35,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,8.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,0.0,16.73,0.0,0.0
