miRNA,SRR11073563,SRR11073564,SRR11073565,SRR11073566,SRR11073567,SRR11073568,SRR11073569,SRR11073570,SRR11073571,SRR11073572,SRR11073573,SRR11073574,SRR11073575,SRR11073576,SRR11073577,SRR11073578,SRR11073579,SRR11073580,SRR11073581,SRR11073582,SRR11073583,SRR11073584,SRR11073585,SRR11073586,SRR11073587,SRR11073588,SRR11073589,SRR11073590,SRR11073591,SRR11073592,SRR11073593,SRR11073594,SRR11073595,SRR11073596,SRR11073597,SRR11073598,SRR11073599,SRR11073600,SRR11073601,SRR11073602,SRR11073603,SRR11073604,SRR11073605,SRR11073606,SRR11073607,SRR11073608,SRR11073609,SRR11073610,SRR11073611,SRR11073612,SRR11073613,SRR11073614,SRR11073615,SRR11073616,SRR11073617,SRR11073618,SRR11073619,SRR11073620,SRR11073621,SRR11073622,SRR11073623,SRR11073624,SRR11073625,SRR11073626,SRR11073627,SRR11073628,SRR11073629,SRR11073630,SRR11073631,SRR11073632,SRR11073633,SRR11073634,SRR11073635,SRR11073636,SRR11073637,SRR11073638,SRR11073639,SRR11073640,SRR11073641,SRR11073642,SRR11073643,SRR11073644,SRR11073645,SRR11073646,SRR11073647,SRR11073648,SRR11073649,SRR11073650,SRR11073651,SRR11073652,SRR11073653,SRR11073654,SRR11073655,SRR11073656,SRR11073657,SRR11073658,SRR11073659,SRR11073660,SRR11073661,SRR11073662,SRR11073663,SRR11073664,SRR11073665,SRR11073666,SRR11073667,SRR11073668,SRR11073669,SRR11073670,SRR11073671,SRR11073672,SRR11073673,SRR11073674,SRR11073675,SRR11073676,SRR11073677,SRR11073678,SRR11073679,SRR11073680,SRR11073681,SRR11073682
hsa-let-7e-5p,42.0,92.0,1320.0,398.0,313.0,296.0,144.0,74.0,49.0,3.0,3.0,6.0,9.0,7.0,5.0,9.0,11.0,0.0,14.0,185.0,7.0,7.0,2.0,222.0,4.0,4.0,0.0,8.0,2.0,6.0,140.0,4.0,6.0,374.0,587.0,326.0,188.0,285.0,208.0,165.0,35.0,10.0,18.0,23.0,25.0,13.0,32.0,22.0,17.0,13.0,183.0,294.0,2.0,15.0,0.0,1.0,0.0,1.0,150.0,112.0,329.0,60.0,51.0,278.0,274.0,702.0,196.0,274.0,141.0,4.0,6.0,3.0,5.0,6.0,90.0,2.0,1652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,66.0,41.0,139.0,109.0,141.0,19.0,117.0,141.0,80.0,83.0,116.0,87.0,261.0,67.0,238.0,73.0,90.0,125.0,1482.0,109.0,510.0,420.0,536.0,108.0,9.0,26.0,0.0,21.0,12.0,6.0,8.0,9.0,8.0,2.0
hsa-let-7f-1-3p,8.0,7.0,14.0,54.0,20.0,61.0,38.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,12.0,24.0,6.0,5.0,15.0,29.0,54.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,1.0,2.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,6.0,0.0,3.0,7.0,9.0,10.0,14.0,16.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,8.0,8.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,17.0,13.0,20.0,8.0,25.0,3.0,15.0,9.0,5.0,16.0,15.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-2-3p,4.0,0.0,12.0,11.0,3.0,10.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,1.0,1.0,0.0,8.0,19.0,18.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,92.0,15.0,11.0,15.0,16.0,5.0,8.0,17.0,10.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,21.0,20.0,30.0,17.0,5.0,21.0,15.0,21.0,28.0,33.0,19.0,6.0,1.0,7.0,7.0,3.0,1.0,14.0,7.0,5.0,4.0,12.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,10605.0,20693.0,38138.0,49934.0,44422.0,99408.0,65059.0,21258.0,10672.0,1185.0,324.0,510.0,1532.0,2369.0,1002.0,1286.0,647.0,170.0,3162.0,20464.0,1425.0,390.0,883.0,18701.0,1615.0,1130.0,187.0,747.0,258.0,2502.0,40386.0,2608.0,1032.0,92976.0,65916.0,23373.0,32985.0,79999.0,100324.0,93200.0,4682.0,7414.0,18623.0,10429.0,12676.0,9905.0,24111.0,1793.0,2770.0,1764.0,19480.0,56541.0,347.0,1957.0,3.0,8.0,0.0,42.0,52737.0,18120.0,16546.0,7378.0,7780.0,37017.0,31496.0,107314.0,36102.0,26539.0,24991.0,118.0,601.0,384.0,1417.0,374.0,3731.0,171.0,38528.0,3.0,6.0,17.0,8.0,2.0,30.0,0.0,10.0,1896.0,3321.0,2985.0,15471.0,10168.0,15634.0,1464.0,11154.0,19061.0,9052.0,5404.0,9524.0,9286.0,32258.0,6658.0,26904.0,8733.0,11841.0,11712.0,48649.0,4191.0,8383.0,7902.0,12763.0,2534.0,1394.0,3628.0,221.0,3336.0,2884.0,1139.0,659.0,1580.0,976.0,995.0
hsa-let-7g-3p,5.0,0.0,7.0,1.0,5.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,7.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,10398.0,18103.0,35524.0,62658.0,45929.0,147074.0,95741.0,38043.0,19347.0,1405.0,341.0,721.0,1824.0,2602.0,1267.0,1044.0,628.0,134.0,3015.0,21849.0,1423.0,488.0,1357.0,12796.0,2044.0,726.0,124.0,782.0,240.0,3279.0,44084.0,2922.0,1114.0,118864.0,56020.0,29070.0,35961.0,87414.0,77446.0,90695.0,3010.0,7601.0,14290.0,7591.0,9778.0,8909.0,17850.0,1513.0,1845.0,1383.0,17734.0,34701.0,256.0,1814.0,0.0,8.0,1.0,31.0,49721.0,27301.0,17605.0,8497.0,10693.0,47160.0,33871.0,92905.0,41995.0,29842.0,31263.0,139.0,456.0,313.0,1588.0,536.0,3782.0,138.0,23293.0,3.0,2.0,5.0,9.0,14.0,22.0,2.0,16.0,2948.0,2581.0,3679.0,18682.0,9907.0,11979.0,1818.0,10250.0,12173.0,9211.0,5272.0,13360.0,8000.0,28401.0,5868.0,34361.0,13159.0,18520.0,14132.0,35478.0,4501.0,7565.0,8029.0,10671.0,1968.0,1445.0,3317.0,227.0,7367.0,3603.0,1529.0,836.0,1246.0,1355.0,1169.0
hsa-let-7i-3p,44.0,42.0,59.0,65.0,111.0,124.0,75.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,54.0,55.0,23.0,13.0,58.0,51.0,46.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,2.0,0.0,4.0,19.0,5.0,20.0,14.0,4.0,15.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,12.0,1.0,3.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,12.0,28.0,15.0,17.0,15.0,21.0,30.0,11.0,13.0,6.0,29.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,17504.0,21698.0,86974.0,74766.0,56501.0,190315.0,113880.0,47109.0,20238.0,924.0,354.0,629.0,1863.0,2190.0,1887.0,1882.0,1079.0,469.0,4515.0,29048.0,2347.0,625.0,903.0,31206.0,1008.0,603.0,107.0,582.0,258.0,3179.0,63955.0,2572.0,976.0,174935.0,69052.0,36458.0,54744.0,97243.0,161363.0,113552.0,1777.0,3531.0,5792.0,7743.0,13778.0,4499.0,6332.0,896.0,2117.0,938.0,20538.0,40506.0,394.0,1770.0,1.0,2.0,3.0,50.0,75801.0,40301.0,22998.0,12993.0,15675.0,71010.0,57599.0,152523.0,72667.0,74347.0,60204.0,168.0,460.0,316.0,768.0,441.0,6819.0,81.0,147971.0,2.0,1.0,13.0,1.0,3.0,10.0,0.0,19.0,3971.0,4628.0,6216.0,33829.0,17158.0,23205.0,2841.0,14395.0,21486.0,15824.0,8652.0,25925.0,10856.0,40309.0,10974.0,49529.0,20962.0,29903.0,21717.0,142269.0,19609.0,42895.0,37580.0,47594.0,1836.0,1269.0,5753.0,133.0,9805.0,3728.0,1637.0,831.0,1865.0,1309.0,852.0
hsa-miR-1-3p,61.0,858.0,3347.0,1143.0,1023.0,280.0,295.0,36.0,33.0,7.0,13.0,2.0,18.0,11.0,6.0,7.0,3.0,4.0,51.0,384.0,40.0,26.0,8.0,199.0,0.0,1.0,0.0,17.0,3.0,25.0,413.0,23.0,7.0,546.0,777.0,266.0,86.0,375.0,144.0,293.0,76.0,9.0,104.0,40.0,18.0,72.0,1244.0,59.0,28.0,41.0,1660.0,664.0,25.0,204.0,0.0,0.0,0.0,1.0,281.0,46.0,236.0,32.0,136.0,219.0,125.0,301.0,116.0,114.0,101.0,1.0,28.0,27.0,30.0,8.0,112.0,22.0,2477.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,30.0,23.0,23.0,57.0,50.0,47.0,0.0,173.0,224.0,28.0,52.0,180.0,70.0,670.0,138.0,170.0,143.0,129.0,72.0,2011.0,28.0,506.0,759.0,685.0,103.0,6.0,85.0,22.0,104.0,36.0,2.0,3.0,42.0,13.0,2.0
hsa-miR-100-5p,1230.0,1478.0,3474.0,6372.0,5336.0,8402.0,2342.0,1725.0,649.0,0.0,6.0,1.0,105.0,1.0,19.0,3.0,0.0,0.0,3.0,2267.0,1.0,61.0,0.0,718.0,15.0,20.0,0.0,68.0,5.0,28.0,1233.0,72.0,0.0,2231.0,2862.0,2668.0,1592.0,3668.0,284.0,469.0,3.0,2.0,40.0,165.0,49.0,71.0,39.0,56.0,103.0,2.0,515.0,991.0,2.0,117.0,0.0,0.0,0.0,1.0,1179.0,711.0,881.0,311.0,211.0,719.0,1579.0,884.0,796.0,664.0,1026.0,1.0,1.0,1.0,17.0,3.0,391.0,2.0,264.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,159.0,125.0,152.0,473.0,322.0,264.0,76.0,495.0,344.0,220.0,451.0,615.0,391.0,2218.0,354.0,793.0,377.0,849.0,624.0,1604.0,169.0,387.0,365.0,855.0,51.0,68.0,113.0,0.0,169.0,258.0,27.0,0.0,28.0,4.0,4.0
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,19945.0,25051.0,38589.0,75709.0,44093.0,122637.0,62897.0,24868.0,12573.0,501.0,208.0,396.0,1487.0,954.0,1047.0,1181.0,700.0,347.0,1571.0,14262.0,1275.0,405.0,590.0,1803.0,356.0,297.0,142.0,330.0,189.0,1321.0,38262.0,1945.0,423.0,37572.0,37078.0,18093.0,15072.0,54011.0,35251.0,47484.0,2115.0,3063.0,9552.0,4043.0,1442.0,12699.0,15926.0,1088.0,1481.0,1624.0,4062.0,8155.0,981.0,4051.0,4.0,2.0,7.0,11.0,16636.0,3001.0,2611.0,1487.0,1725.0,11109.0,7564.0,17050.0,21680.0,6463.0,14198.0,142.0,390.0,240.0,799.0,563.0,2832.0,202.0,10222.0,5.0,8.0,18.0,4.0,2.0,9.0,0.0,1.0,932.0,998.0,1534.0,4452.0,3217.0,4512.0,848.0,2268.0,3034.0,2536.0,2624.0,4271.0,2585.0,16056.0,7490.0,15455.0,9391.0,13274.0,10260.0,22547.0,4901.0,8089.0,10333.0,16373.0,5868.0,3790.0,2608.0,227.0,2636.0,5611.0,741.0,397.0,616.0,572.0,614.0
hsa-miR-101-5p,6.0,2.0,7.0,18.0,10.0,11.0,26.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,6.0,4.0,2.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,10.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
