miRNA,SRR20661434,SRR20661435,SRR20661436,SRR20661437,SRR20661438,SRR20661439,SRR20661440,SRR20661441,SRR20661442,SRR20661443,SRR20661444,SRR20661445,SRR20661446,SRR20661447,SRR20661448,SRR20661449,SRR20661456,SRR20661457,SRR20661458,SRR20661459,SRR20661460,SRR20661461,SRR20661462,SRR20661463,SRR20661464,SRR20661465,SRR20661466,SRR20661467,SRR20661468,SRR20661469
hsa-let-7f-1-3p,0.61,0.1,0.46,1.58,1.07,0.0,0.29,0.09,0.0,0.41,0.25,0.0,0.0,0.1,0.05,3.66,0.25,0.26,0.0,0.09,0.19,0.0,0.0,0.08,0.0,0.27,0.57,1.47,0.65,0.0
hsa-let-7f-2-3p,0.2,0.0,0.0,0.74,0.2,0.0,0.0,0.0,0.0,0.2,0.08,0.0,0.0,0.21,0.11,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.09,0.07,0.31,0.07,0.0
hsa-let-7f-5p,51.7,23.24,20.53,57.63,83.47,751.99,2073.16,1015.16,923.23,1229.83,803.4,435.84,68.17,625.53,2443.2,15583.99,1028.58,966.31,374.31,124.98,428.14,70.3,19.51,62.9,51.95,835.22,1897.65,5462.76,2425.72,319.21
hsa-let-7g-3p,0.2,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.77,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
hsa-let-7g-5p,35.44,39.31,14.73,38.77,71.75,397.35,1012.49,395.45,510.56,738.18,321.24,164.08,33.37,293.72,637.2,16272.94,275.82,293.5,122.52,45.04,143.89,23.23,15.06,34.57,31.42,414.91,590.04,1610.77,711.04,70.33
hsa-let-7i-3p,0.0,0.1,0.0,0.0,0.0,0.16,0.29,0.17,0.3,0.0,0.08,0.08,0.0,0.84,0.33,7.06,0.25,0.6,0.0,0.09,0.0,0.0,0.0,0.15,0.19,0.09,0.71,0.46,0.94,0.16
hsa-let-7i-5p,124.9,50.62,39.43,66.48,87.27,1206.86,3350.89,1859.13,1443.4,2240.68,1470.71,551.97,110.36,1190.01,1844.13,21745.15,1341.88,1708.49,493.77,419.15,638.96,101.58,24.77,112.57,150.79,865.35,2818.95,10445.82,3937.22,622.09
hsa-miR-1-3p,1.31,9.4,5.22,3.27,4.69,23.09,47.04,36.65,12.13,27.76,31.32,7.86,0.44,12.94,12.09,120.68,45.28,18.51,26.41,25.14,83.83,66.58,18.53,1.43,1.13,11.43,50.72,54.36,50.6,0.81
hsa-miR-100-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,2.02,5.76,3.02,2.63,5.66,12.92,16.73,8.95,7.18,8.57,13.25,4.29,2.31,7.93,15.09,1858.51,14.59,9.38,24.95,6.33,17.19,7.67,27.8,5.79,6.57,20.78,25.54,57.92,42.51,2.99
hsa-miR-101-2-5p,0.0,0.0,0.0,0.42,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,4.24,5.66,1.74,3.37,10.06,141.67,226.52,77.42,108.5,220.52,61.55,32.35,4.63,131.31,110.51,3741.52,57.23,85.98,27.21,12.3,48.89,15.41,18.89,11.27,35.43,81.96,249.8,527.09,424.41,16.49
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.1,0.0,0.0,0.0,0.24,0.96,0.52,0.2,0.92,0.17,0.0,0.0,0.0,0.11,0.52,0.0,0.09,0.07,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-10394-3p,0.2,0.0,0.0,0.0,0.0,0.08,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-5p,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.3,0.2,0.0,0.11,0.39,1.65,1.05,0.34,1.82,1.02,0.17,0.12,0.11,0.0,0.0,3.7,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.15,0.06,0.09,0.0,0.0,0.14,0.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
hsa-miR-10396a-5p,0.3,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.1,0.0,0.7,0.0,0.0,0.0,0.19,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-5p,0.4,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,0.2,0.1,0.12,0.0,0.1,1.5,2.01,2.24,0.91,0.92,1.52,0.24,0.0,0.42,0.71,9.77,0.5,1.55,0.07,0.45,0.67,0.08,0.45,0.0,0.06,1.35,1.0,5.19,2.53,0.49
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.43,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.22,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.08,0.0,0.0
hsa-miR-103a-3p,0.81,4.55,0.12,2.11,7.22,73.67,164.27,22.02,68.76,117.35,0.84,21.67,2.09,11.38,69.12,737.86,38.74,63.52,23.35,0.54,16.42,10.1,10.16,0.08,2.94,2.25,5.21,193.51,28.87,6.95
hsa-miR-10400-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,0.1,0.1,0.0,0.0,0.0,0.16,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.17,0.0,0.17,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0
hsa-miR-10401-5p,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
hsa-miR-10527-5p,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.04,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,0.91,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.1,0.17,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.14,0.0,0.07,0.0
hsa-miR-106a-5p,0.0,13.94,0.0,0.11,8.3,1.42,1.82,0.86,0.61,1.63,3.04,0.16,0.0,1.15,0.38,10.38,3.02,0.6,0.15,0.27,1.62,0.3,1.96,0.15,0.56,0.27,1.36,2.94,4.69,0.0
hsa-miR-106b-3p,3.84,6.26,1.16,3.69,5.47,12.76,21.9,11.7,10.42,14.18,8.19,4.6,2.31,26.93,21.46,184.87,8.05,9.98,2.11,4.07,3.06,1.14,1.78,1.35,3.63,7.65,13.34,61.17,26.63,3.15
hsa-miR-106b-5p,1.21,1.21,0.35,0.74,1.85,2.84,6.98,1.98,4.35,6.02,5.74,0.6,0.22,1.77,2.23,75.65,7.04,6.11,1.46,0.27,3.72,0.68,0.71,0.6,2.44,1.35,5.56,10.69,8.37,0.32
hsa-miR-107,0.0,1.62,0.35,0.32,0.2,0.32,1.15,2.49,2.12,0.51,0.59,0.28,0.44,0.21,0.54,4.09,3.27,1.29,0.29,0.09,0.29,0.15,1.96,0.45,0.19,0.54,0.86,1.7,2.81,0.0
hsa-miR-10a-3p,0.0,0.0,0.12,0.21,0.0,0.47,0.67,0.26,0.2,0.0,0.68,0.0,0.11,0.1,0.22,8.61,1.13,0.6,0.22,0.09,0.38,0.0,0.09,0.0,0.0,0.0,1.07,1.08,1.01,0.0
hsa-miR-10a-5p,4.34,1.52,3.94,3.06,1.56,59.65,110.05,58.24,45.0,51.84,120.56,24.29,42.84,50.1,97.88,1455.14,114.33,226.11,90.14,41.51,87.37,36.29,93.82,23.3,8.45,191.44,344.88,441.91,255.44,12.45
hsa-miR-10b-3p,0.0,0.0,0.0,0.0,0.0,0.32,0.38,0.17,0.71,0.2,0.68,0.04,0.0,0.42,0.11,2.45,0.5,0.43,0.36,0.0,0.1,0.23,0.27,0.0,0.0,0.18,0.64,1.39,1.8,0.0
hsa-miR-10b-5p,0.81,0.3,0.12,0.21,1.56,125.52,184.54,49.98,112.55,140.11,356.28,74.26,84.14,88.41,189.05,2404.22,313.81,572.71,181.81,65.74,219.23,53.22,127.76,27.88,16.21,544.73,874.5,1561.75,711.25,20.13
hsa-miR-11399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-11400,0.0,0.0,0.0,0.0,0.0,0.32,6.98,0.34,0.3,2.65,0.0,0.95,0.0,0.31,0.71,1.08,2.01,0.09,1.24,0.27,0.1,0.23,0.8,0.0,0.13,0.9,3.14,10.45,3.61,0.32
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.09,0.0,0.51,0.08,0.08,0.0,0.0,0.11,0.0,0.13,0.34,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.14,2.17,0.0,0.0
hsa-miR-1179,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,1.21,0.71,0.23,0.42,0.1,0.24,1.05,0.52,0.2,0.82,4.14,0.28,0.0,0.94,0.44,3.44,1.01,0.86,0.07,0.36,0.57,0.15,0.62,0.08,0.94,1.26,1.85,7.74,3.18,0.0
hsa-miR-1183,0.0,0.1,0.0,0.11,0.0,0.0,0.19,0.09,0.2,0.71,0.0,0.0,0.11,0.31,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.07,0.46,0.29,0.08
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,0.0,0.55,2.29,1.46,0.61,0.1,0.25,0.16,0.0,0.21,0.44,0.09,2.14,2.24,0.15,0.36,0.1,0.15,0.0,0.08,0.13,0.18,0.14,0.54,1.66,0.08
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.41,0.25,0.04,0.0,0.1,0.0,0.17,0.0,0.26,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.43,0.08,0.0,0.0
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.16,0.19,0.09,0.0,0.2,0.08,0.0,0.0,0.21,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.24
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1208,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12129,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
hsa-miR-12132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,1.41,0.51,0.7,0.21,0.68,0.0,0.0,0.09,0.1,0.0,0.08,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
hsa-miR-122-5p,0.1,2.12,0.58,0.11,2.05,0.63,79.65,9.89,0.2,17.96,150.79,44.77,1.32,77.13,55.45,2287.97,277.21,0.26,8.73,28.4,14.42,11.69,15.41,3.23,4.82,2174.13,21.33,179.34,2.31,68.39
hsa-miR-1226-3p,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.11,0.0,0.0,0.47,0.13,0.17,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0
hsa-miR-1226-5p,0.2,0.1,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.22,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.07,0.0
hsa-miR-124-5p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.17,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1245a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1245b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,1.01,0.3,0.0,0.32,0.1,1.89,3.16,0.86,1.72,1.12,6.84,1.43,2.42,10.65,29.03,15.93,1.38,0.34,0.15,1.27,0.19,0.08,0.0,2.1,0.19,10.89,10.2,13.94,6.21,0.49
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-1248,0.4,0.51,0.23,1.37,0.2,1.65,1.43,0.69,1.92,0.71,0.08,0.0,0.0,0.31,0.0,1.89,0.38,0.0,0.07,0.0,0.0,0.0,0.0,0.08,0.06,0.09,0.0,1.7,0.22,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.1,0.0,0.99,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.29,0.26,0.2,0.2,0.34,0.04,0.0,0.31,0.54,0.95,0.0,0.17,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.31,0.14,0.0
hsa-miR-1255a,0.0,0.0,0.0,0.11,0.0,0.0,1.34,0.52,0.81,0.31,0.93,0.36,0.11,0.1,0.76,2.11,0.13,0.69,0.15,0.0,0.19,0.0,0.0,0.0,0.0,0.36,1.14,4.88,1.88,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.26,0.2,0.61,1.01,0.48,0.0,0.31,0.0,0.3,0.25,0.69,0.36,0.27,0.29,0.0,0.0,0.0,0.31,0.18,0.78,1.63,2.67,0.0
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1257,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.0,0.0,0.0,0.0,0.0,0.39,0.86,0.6,0.2,0.82,0.08,0.2,0.11,2.3,0.33,0.86,0.38,0.43,0.07,0.09,0.0,0.0,0.0,0.08,0.13,0.27,1.07,1.32,0.43,0.0
hsa-miR-125a-5p,0.0,0.2,0.0,0.21,0.39,12.21,30.98,18.84,11.63,16.43,18.91,3.61,9.8,2.4,10.78,431.36,36.6,112.32,17.75,12.21,29.12,6.0,41.96,1.95,0.63,23.84,49.29,51.73,35.87,3.64
hsa-miR-125b-1-3p,0.0,0.0,0.12,0.0,0.1,0.0,0.0,0.09,0.0,0.1,0.17,0.0,0.0,0.21,0.11,9.26,0.5,0.17,0.0,0.09,0.19,0.23,0.18,0.0,0.25,0.18,0.36,1.16,0.14,0.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,0.71,1.72,0.81,0.53,1.56,4.1,2.68,1.89,2.22,3.06,7.94,0.67,1.32,1.25,2.72,403.89,7.04,11.02,13.46,3.89,10.69,5.62,6.06,1.43,1.13,8.91,8.56,8.36,9.82,0.89
hsa-miR-126-3p,0.81,2.32,0.93,0.32,4.39,981.12,1838.23,1533.19,949.83,1207.59,1734.79,264.89,112.45,371.9,1050.39,5810.44,2217.64,3688.37,938.0,509.04,617.48,166.95,372.69,175.48,116.61,1281.16,2939.57,7482.84,3066.67,204.43
hsa-miR-126-5p,0.1,0.1,0.12,0.0,0.0,15.29,34.04,22.02,14.26,18.27,16.13,2.62,3.08,9.81,38.02,76.94,42.51,56.46,12.88,7.33,6.4,1.75,8.46,3.61,1.82,9.72,25.61,45.92,40.78,2.43
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
