miRNA,SRR10995914,SRR10995915,SRR10995916,SRR10995917,SRR10995918,SRR10995919,SRR10995920,SRR10995921,SRR10995922,SRR10995923,SRR10995924,SRR10995925,SRR10995926,SRR10995927,SRR10995928,SRR10995929,SRR10995930,SRR10995931,SRR10995932,SRR10995933,SRR10995934,SRR10995935,SRR10995936,SRR10995937,SRR10995938,SRR10995939,SRR10995940,SRR10995941,SRR10995942
hsa-let-7f-1-3p,5.49,8.67,4.77,3.44,7.75,10.96,0.0,2.08,0.0,2.14,4.01,4.39,2.78,6.59,4.08,0.0,0.0,3.62,9.53,12.2,1.98,1.88,2.65,0.0,3.11,0.75,1.77,0.0,1.86
hsa-let-7f-2-3p,0.0,5.78,1.59,1.15,6.89,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,1.81,1.47,4.07,0.66,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,513.8,774.35,347.95,978.39,1099.68,1173.19,957.15,367.52,439.86,483.31,426.79,623.71,439.15,637.47,1266.03,526.25,862.29,1264.43,1884.06,1118.64,1155.7,429.77,295.96,291.6,321.26,308.82,509.71,484.72,606.91
hsa-let-7g-3p,5.49,8.67,3.18,4.59,2.58,5.48,3.22,10.38,0.0,10.69,4.01,13.18,5.56,17.59,2.04,3.78,0.0,2.71,2.93,6.1,3.31,0.0,4.42,9.14,6.22,4.48,1.77,4.39,18.62
hsa-let-7g-5p,276.1,4943.73,190.66,449.62,508.08,513.13,122.26,80.98,72.7,183.91,162.3,215.22,138.97,233.01,175.61,249.27,231.35,583.86,838.26,506.44,301.66,260.86,72.44,98.72,80.9,68.63,230.08,188.62,271.81
hsa-let-7i-3p,43.88,28.89,81.03,83.73,86.11,51.53,9.65,0.0,1.82,17.11,20.04,26.35,5.56,10.99,4.08,10.07,0.0,55.13,49.87,52.88,9.92,48.79,2.65,0.91,1.56,1.49,14.16,8.77,18.62
hsa-let-7i-5p,5156.25,9650.53,5481.34,6527.59,8665.7,8772.61,5734.89,3776.98,3144.49,6488.29,5814.8,10800.66,6106.36,9148.8,5668.55,6736.72,6877.26,8157.78,10565.13,7928.1,11134.95,6234.45,3249.38,3683.8,3123.12,2897.95,7889.96,7498.84,7943.81
hsa-miR-1-3p,3.66,31.78,3.18,13.76,8.61,8.77,11.26,0.0,1.82,4.28,6.01,10.25,2.78,0.0,6.13,3.78,0.0,7.23,9.53,8.14,5.95,7.51,2.65,0.0,1.56,0.75,7.08,8.77,3.72
hsa-miR-100-5p,14854.39,9763.22,11873.06,10561.6,12554.63,11122.28,6889.91,2400.32,5311.1,11855.98,12926.02,17267.58,5775.61,12681.27,10781.67,8345.67,8328.43,12066.76,11809.68,11463.0,19387.59,13653.1,6967.87,6218.58,6843.65,5449.79,10633.21,10832.64,6607.12
hsa-miR-101-3p,1298.21,2302.84,1024.77,839.61,1412.28,1075.61,871.9,153.65,141.77,624.45,621.15,931.17,425.25,586.91,767.79,421.75,441.66,864.04,900.6,1065.76,887.78,893.32,117.5,130.72,136.13,150.68,746.87,778.62,431.91
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,0.0,0.0,1.59,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.91,0.0,0.0,1.77,0.0,0.0
hsa-miR-103a-3p,34.74,109.8,20.65,37.85,215.29,210.52,0.0,6.23,9.09,27.8,14.03,99.56,16.68,17.59,10.21,15.11,63.09,63.27,88.01,56.95,11.25,39.41,0.88,0.0,24.89,6.71,24.78,28.51,13.03
hsa-miR-10401-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
hsa-miR-105-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,138.96,361.17,117.57,100.94,115.39,96.49,41.83,37.38,118.15,175.36,112.21,197.65,47.25,206.63,55.13,91.9,42.06,109.36,123.21,93.56,132.97,84.45,128.1,120.66,98.01,81.31,191.14,98.7,210.37
hsa-miR-106a-5p,0.0,0.0,0.0,1.15,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,27.43,147.36,23.83,13.76,27.56,6.58,54.69,14.53,23.63,19.25,16.03,27.82,33.35,72.54,42.88,22.66,21.03,16.27,15.4,16.27,42.34,20.64,45.06,63.07,78.56,23.87,19.47,19.74,39.1
hsa-miR-106b-5p,7.31,52.01,4.77,10.32,12.06,2.19,1.61,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,2.52,0.0,9.04,2.93,4.07,3.97,0.0,0.0,0.0,0.0,0.0,3.54,2.19,1.86
hsa-miR-107,0.0,309.16,0.0,110.11,0.0,4.39,3.22,0.0,7.27,0.0,18.03,1.46,0.0,0.0,4.08,0.0,0.0,0.9,2.2,0.0,18.52,84.45,1.77,0.0,0.0,0.0,1.77,2.19,13.03
hsa-miR-10a-3p,3.66,0.0,0.0,11.47,9.47,12.06,0.0,0.0,3.64,0.0,0.0,2.93,5.56,0.0,0.0,0.0,0.0,3.62,8.07,6.1,0.66,5.63,0.0,0.0,0.0,0.0,1.77,2.19,0.0
hsa-miR-10a-5p,239.53,309.16,220.84,233.99,261.79,247.8,392.51,112.13,201.76,190.33,192.36,204.97,194.56,474.81,453.32,134.71,105.16,276.57,262.55,292.88,275.2,300.27,318.93,272.4,286.25,240.94,182.29,206.17,197.34
hsa-miR-10b-3p,0.0,2.89,1.59,3.44,3.44,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,1.26,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.78,1.49,1.77,0.0,0.0
hsa-miR-10b-5p,265.13,184.92,193.83,278.72,310.87,291.65,350.69,130.81,214.48,273.73,294.55,260.61,352.98,655.06,461.49,125.9,189.28,259.39,332.96,317.29,376.41,304.03,337.48,339.13,349.26,243.92,242.47,298.29,202.92
hsa-miR-11400,1.83,0.0,0.0,0.0,0.86,1.1,8.04,4.15,0.0,2.14,8.01,1.46,2.78,2.2,2.04,1.26,0.0,0.0,2.2,4.07,0.0,1.88,0.0,1.83,1.56,4.48,0.0,0.0,0.0
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,1.83,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,3.66,0.0,6.36,10.32,44.78,14.25,1.61,0.0,3.64,4.28,8.01,4.39,2.78,2.2,0.0,6.29,0.0,31.63,6.6,4.07,1.32,1.88,0.88,27.42,35.0,0.0,1.77,4.39,5.59
hsa-miR-1183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,1.15,0.0,2.19,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.73,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,3.66,14.45,1.59,4.59,10.33,10.96,0.0,0.0,0.0,0.0,4.01,1.46,2.78,0.0,0.0,0.0,21.03,8.13,11.73,20.34,3.31,7.51,0.0,0.91,0.78,1.49,5.31,6.58,0.0
hsa-miR-122-5p,0.0,78.01,111.22,162.87,32.72,0.0,11.26,22.84,12.72,40.63,573.06,1030.73,1748.25,5480.05,4.08,99.46,21.03,40.67,136.41,117.97,25.14,110.73,146.65,167.28,15.56,41.03,552.19,464.98,407.71
hsa-miR-1224-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.75,0.0,0.0,0.0
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.86,0.0,1.61,0.0,0.0,0.0,2.0,2.93,0.0,2.2,2.04,0.0,0.0,0.0,0.0,2.03,1.32,0.0,0.0,0.91,0.0,0.0,3.54,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,4611.37,2045.68,4210.31,5667.34,7680.55,4884.64,577.51,151.58,821.57,2523.46,2416.49,2635.38,214.01,956.21,492.12,1503.2,1514.26,5379.47,5118.29,5572.85,712.47,2925.8,501.81,595.07,735.86,634.04,1736.22,1329.13,1440.94
hsa-miR-124-5p,16.46,14.45,25.42,11.47,24.97,21.93,0.0,0.0,1.82,6.42,10.02,11.71,2.78,4.4,0.0,2.52,0.0,13.56,24.94,16.27,11.25,26.27,0.0,3.66,6.22,2.98,7.08,2.19,0.0
hsa-miR-1246,34.74,5.78,25.42,28.68,24.97,28.51,8.04,2.08,19.99,55.6,58.11,68.81,13.9,30.77,10.21,41.55,42.06,23.5,9.53,18.3,21.17,63.81,11.49,6.4,20.22,14.17,23.01,61.41,9.31
hsa-miR-1247-5p,3.66,0.0,3.18,6.88,0.0,2.19,0.0,2.08,0.0,2.14,0.0,1.46,2.78,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,1.88,0.88,0.91,0.78,1.49,1.77,0.0,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,0.86,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,1.83,20.23,6.36,5.74,0.86,1.1,0.0,0.0,0.0,0.0,0.0,7.32,0.0,4.4,2.04,1.26,0.0,3.62,2.93,8.14,0.0,1.88,0.0,0.91,3.11,0.0,0.0,4.39,0.0
hsa-miR-1249-5p,0.0,0.0,0.0,1.15,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1251-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1251-5p,1.83,14.45,3.18,0.0,0.0,1.1,0.0,0.0,0.0,6.42,2.0,1.46,2.78,6.59,0.0,0.0,0.0,1.81,2.2,4.07,1.32,3.75,0.0,0.0,3.11,1.49,0.0,4.39,3.72
hsa-miR-1255a,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,5.78,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,246.84,83.79,225.61,258.08,298.82,222.58,193.04,72.67,310.81,344.3,352.66,380.67,105.62,265.98,189.9,234.17,168.25,225.95,235.42,244.07,286.44,215.82,199.66,245.89,254.36,178.28,155.75,190.82,364.89
hsa-miR-125a-5p,159.08,1655.61,141.4,370.48,247.15,377.18,165.69,18.69,59.98,72.71,88.16,20.5,30.57,30.77,110.27,107.01,105.16,333.51,506.77,475.93,6.62,208.32,59.19,22.85,24.11,63.4,123.89,67.99,46.54
hsa-miR-125b-1-3p,299.87,179.14,270.1,365.89,370.29,260.95,397.34,62.29,245.38,406.32,480.89,433.37,136.19,318.74,316.51,326.07,294.44,274.76,313.16,231.86,270.57,294.64,167.86,190.13,213.13,211.1,359.28,302.67,396.54
hsa-miR-125b-2-3p,16.46,37.56,28.6,17.21,17.22,19.74,9.65,4.15,5.45,23.52,8.01,20.5,5.56,2.2,16.34,8.81,0.0,19.88,20.53,18.3,9.92,20.64,7.07,10.06,7.78,7.46,14.16,8.77,16.76
hsa-miR-125b-5p,10994.52,3432.58,7454.62,10833.43,11320.61,10705.64,1970.61,242.94,3440.76,4386.11,6550.17,2784.72,753.22,1048.53,1549.87,2697.96,2986.46,8943.19,10391.32,13726.71,101.88,7259.13,1101.68,892.16,1190.13,2331.79,4355.58,3285.54,1256.64
hsa-miR-126-3p,524.77,1239.54,425.8,525.33,656.19,564.67,106.17,74.75,158.13,305.81,280.52,341.14,152.87,272.57,157.23,365.1,252.38,488.96,872.73,549.15,316.88,499.21,91.88,116.09,124.46,96.23,237.16,331.19,201.06
hsa-miR-126-5p,12.8,2.89,3.18,20.65,31.0,20.83,0.0,0.0,0.0,6.42,0.0,4.39,0.0,0.0,0.0,2.52,0.0,11.75,39.6,32.54,1.32,1.88,0.0,1.83,0.0,0.75,0.0,2.19,0.0
hsa-miR-1260b,0.0,5.78,0.0,0.0,0.86,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.88,0.0,0.78,0.0,0.0,0.0,0.0
hsa-miR-1264,1.83,23.12,0.0,4.59,9.47,2.19,0.0,0.0,0.0,2.14,0.0,0.0,0.0,2.2,0.0,0.0,0.0,4.52,5.13,2.03,0.0,1.88,0.0,0.0,1.56,0.0,0.0,4.39,5.59
hsa-miR-1268a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268b,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,2475.73,2906.72,2596.09,1018.54,946.4,673.21,1011.85,336.38,830.65,1712.96,1512.81,2322.06,430.81,1457.39,1451.85,1184.68,757.13,932.73,960.73,949.83,1680.96,2193.88,1049.55,1667.31,1593.07,1083.1,1435.34,1359.84,1347.86
hsa-miR-127-5p,23.77,31.78,20.65,14.91,16.36,13.16,0.0,2.08,1.82,4.28,12.02,7.32,2.78,4.4,4.08,3.78,0.0,23.5,11.73,12.2,7.28,37.53,1.77,5.48,1.56,2.98,5.31,0.0,5.59
hsa-miR-1270,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,3.66,0.0,3.18,0.0,3.44,1.1,8.04,4.15,3.64,6.42,8.01,2.93,0.0,4.4,12.25,5.04,0.0,0.9,2.2,2.03,3.97,0.0,3.53,2.74,2.33,8.21,3.54,0.0,1.86
hsa-miR-1273h-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1276,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,1.83,11.56,4.77,3.44,2.58,5.48,3.22,4.15,1.82,6.42,2.0,4.39,5.56,2.2,0.0,3.78,0.0,0.0,7.33,0.0,9.92,9.38,3.53,7.31,9.33,6.71,3.54,0.0,3.72
hsa-miR-128-2-5p,0.0,11.56,1.59,3.44,1.72,1.1,9.65,4.15,3.64,0.0,0.0,1.46,0.0,2.2,6.13,7.55,0.0,4.52,3.67,2.03,5.95,0.0,3.53,2.74,3.11,10.44,1.77,2.19,3.72
hsa-miR-128-3p,25421.05,82358.89,20244.42,46095.72,44981.03,42086.83,16316.68,2394.09,13988.43,35747.59,37726.1,19084.53,9024.73,14343.09,15508.86,17415.25,24459.49,45195.89,47333.34,49624.85,18974.79,24873.98,12214.76,5931.55,6905.88,12507.81,40777.17,30657.74,18922.16
hsa-miR-1283,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1284,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.66,0.0,0.0,0.91,2.33,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,0.0,0.0,0.0,2.29,6.03,1.1,3.22,0.0,0.0,2.14,0.0,4.39,0.0,0.0,0.0,0.0,0.0,4.52,0.0,0.0,0.0,1.88,0.0,2.74,5.45,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,2.14,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0
hsa-miR-1288-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-1-3p,40.23,54.9,27.01,19.5,10.33,21.93,12.87,2.08,19.99,6.42,6.01,10.25,2.78,4.4,14.29,3.78,0.0,13.56,16.13,36.61,1.32,31.9,4.42,3.66,3.89,17.9,23.01,24.13,13.03
hsa-miR-129-2-3p,64.0,104.02,52.43,19.5,22.39,15.35,12.87,2.08,85.43,17.11,16.03,14.64,2.78,13.19,16.34,8.81,21.03,17.17,21.27,28.47,0.0,39.41,31.8,21.02,39.67,63.4,14.16,28.51,16.76
hsa-miR-129-5p,31906.59,14831.19,34171.79,18589.46,18290.71,17880.74,32409.75,24657.29,52825.59,46726.77,43304.46,55547.91,40284.72,69567.82,44723.52,37726.11,29738.37,19105.63,19876.18,17186.36,72041.11,32684.87,52505.1,56989.16,51073.76,45518.36,33412.86,31475.84,63304.71
hsa-miR-1291,0.0,0.0,0.0,1.15,1.72,0.0,0.0,4.15,1.82,0.0,6.01,0.0,0.0,2.2,0.0,1.26,0.0,3.62,1.47,2.03,3.97,0.0,0.0,1.83,1.56,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.0,0.0,1.59,0.0,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,3.62,0.0,2.03,0.66,0.0,0.0,0.91,1.56,0.0,0.0,0.0,0.0
hsa-miR-1296-3p,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,237.7,728.12,241.5,248.9,272.12,190.78,11.26,49.83,67.25,173.22,86.16,250.36,77.82,129.69,28.59,139.74,210.31,251.26,146.68,150.51,986.35,150.14,128.1,343.7,213.13,69.37,54.87,120.63,107.98
hsa-miR-1298-5p,89.59,242.71,120.75,41.29,39.61,52.63,64.35,35.3,49.08,81.26,128.24,200.58,61.15,193.44,61.26,61.69,42.06,40.67,46.2,40.68,171.34,118.23,59.19,75.87,91.79,56.69,102.65,76.76,124.73
hsa-miR-1299,0.0,0.0,0.0,0.0,0.86,0.0,1.61,2.08,0.0,0.0,2.0,1.46,0.0,0.0,0.0,2.52,0.0,2.71,3.67,0.0,0.0,0.0,0.0,2.74,4.67,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,3.66,0.0,1.59,1.15,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,1.26,0.0,1.81,2.2,8.14,0.0,0.0,0.88,0.91,0.78,0.0,0.0,0.0,0.0
hsa-miR-1303,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,2.14,0.0,1.46,0.0,0.0,2.04,1.26,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,21.94,26.0,17.48,12.62,12.92,12.06,19.3,18.69,69.07,40.63,32.06,67.35,25.01,101.12,44.92,27.7,21.03,12.65,14.67,12.2,86.66,41.29,59.19,51.19,58.34,48.49,44.25,39.48,67.02
hsa-miR-1306-5p,1.83,40.45,1.59,1.15,0.0,2.19,1.61,0.0,5.45,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.9,0.73,0.0,0.0,0.0,3.53,1.83,0.0,4.48,0.0,2.19,0.0
hsa-miR-1307-3p,73.14,132.91,74.67,35.56,43.92,28.51,41.83,20.76,96.33,59.88,40.07,68.81,55.59,87.93,83.72,79.31,63.09,38.86,33.74,36.61,25.14,67.56,78.63,83.18,103.46,93.24,65.48,61.41,65.16
hsa-miR-1307-5p,12.8,17.34,11.12,4.59,6.03,3.29,4.83,0.0,1.82,2.14,2.0,2.93,0.0,0.0,4.08,0.0,0.0,0.0,1.47,2.03,1.98,13.14,0.0,0.91,0.0,0.75,5.31,0.0,0.0
hsa-miR-130a-3p,0.0,5.78,1.59,0.0,10.33,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,5.42,1.47,0.0,1.98,0.0,0.0,0.0,1.56,0.0,1.77,0.0,0.0
hsa-miR-130b-3p,1.83,0.0,6.36,9.18,24.11,6.58,0.0,0.0,0.0,4.28,2.0,2.93,0.0,2.2,2.04,2.52,0.0,11.75,8.07,6.1,2.65,5.63,0.88,0.0,3.11,2.24,1.77,0.0,1.86
hsa-miR-130b-5p,0.0,5.78,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,0.73,6.1,0.0,0.0,0.88,0.0,0.0,1.49,0.0,0.0,0.0
hsa-miR-132-3p,140.79,681.89,138.23,97.5,117.98,123.9,14.48,20.76,18.18,57.74,40.07,109.81,30.57,118.7,12.25,40.29,21.03,129.24,119.54,126.1,35.06,112.6,58.31,56.67,36.56,22.38,67.25,70.19,72.61
