miRNA,GSM4044943,GSM4044944,GSM4044945,GSM4044946,GSM4044947,GSM4044948,GSM4044949,GSM4044950,GSM4044951,GSM4044952,GSM4044953,GSM4044954,GSM4044955,GSM4044956,GSM4044957,GSM4044958,GSM4044959,GSM4044960,GSM4044961,GSM4044962,GSM4044963,GSM4044964,GSM4044965,GSM4044966,GSM4044967,GSM4044968,GSM4044969,GSM4044970,GSM4044971,GSM4044972,GSM4044973,GSM4044974,GSM4044975,GSM4044976,GSM4044977,GSM4044978,GSM4044979,GSM4044980,GSM4044981,GSM4044982,GSM4044983,GSM4044984,GSM4044985,GSM4044986,GSM4044987,GSM4044988,GSM4044989,GSM4044990
hsa-miR-148a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.73,0.0,0.0,0.0,0.0,0.0,13.97,14.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148b-3p,198.54,182.16,185.75,32.02,100.68,71.82,122.12,48.88,91.71,40.47,83.61,0.0,53.22,0.0,26.49,76.73,45.74,38.18,45.89,91.84,73.45,30.85,33.62,87.4,35.58,28.97,88.42,62.57,73.67,239.96,27.1,104.16,63.44,41.47,328.02,25.18,27.83,87.4,33.54,107.1,28.15,250.17,0.0,42.09,68.65,31.24,0.0,20.07
hsa-miR-148b-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,0.0,0.0,0.0,10.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.86,0.0,0.0,5.04,0.0,0.0,16.77,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-3p,0.0,0.0,26.54,16.01,25.17,14.36,11.52,61.1,0.0,24.28,23.89,31.85,26.61,0.0,0.0,51.15,0.0,89.09,22.94,15.31,12.24,0.0,8.4,10.28,0.0,0.0,14.74,0.0,62.34,27.42,0.0,52.08,15.86,31.1,54.67,10.07,9.28,8.74,0.0,9.31,0.0,40.03,0.0,33.67,0.0,15.62,0.0,0.0
hsa-miR-150-5p,39.71,26.02,119.41,64.05,100.68,57.46,87.56,24.44,61.14,64.75,23.89,79.63,13.31,30.82,15.89,89.51,30.5,318.17,160.6,107.15,201.99,20.57,134.48,154.23,35.58,5.79,73.69,41.72,96.34,34.28,54.2,104.16,47.58,62.2,203.06,15.11,27.83,52.44,16.77,27.94,42.23,110.07,58.81,75.77,51.49,0.0,0.0,0.0
hsa-miR-151a-3p,992.69,806.72,1963.65,640.46,490.8,660.75,1186.63,1075.28,366.84,849.85,1516.91,621.14,984.58,246.56,275.47,1176.46,518.42,623.62,1124.19,887.83,948.75,185.1,756.44,1028.2,302.43,173.84,1016.86,813.47,816.05,3544.62,758.75,1197.85,618.52,1109.21,3053.71,271.91,593.62,908.96,654.06,3064.1,577.09,2351.55,1176.26,690.31,2522.91,1546.37,1579.14,1043.65
hsa-miR-151a-5p,0.0,0.0,0.0,32.02,0.0,0.0,13.82,0.0,0.0,8.09,11.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.31,0.0,0.0,0.0,5.14,0.0,0.0,0.0,0.0,17.0,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.77,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-151b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-152-3p,119.12,0.0,26.54,0.0,0.0,0.0,11.52,0.0,30.57,8.09,0.0,0.0,0.0,0.0,0.0,12.79,0.0,0.0,45.89,15.31,6.12,0.0,0.0,10.28,0.0,5.79,0.0,20.86,11.33,0.0,0.0,0.0,15.86,10.37,15.62,5.04,9.28,8.74,0.0,18.63,0.0,20.01,0.0,8.42,68.65,46.86,50.94,0.0
hsa-miR-152-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.47,0.0,0.0,0.0,0.0,0.0,0.0,10.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-153-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,158.83,78.07,0.0,16.01,50.34,0.0,36.87,12.22,30.57,8.09,0.0,15.93,13.31,30.82,0.0,51.15,0.0,114.54,91.77,61.23,73.45,0.0,67.24,15.42,0.0,5.79,0.0,62.57,68.0,34.28,0.0,0.0,31.72,31.1,39.05,15.11,9.28,34.96,67.08,41.91,84.45,30.02,0.0,58.93,17.16,31.24,50.94,0.0
hsa-miR-15a-5p,0.0,0.0,13.27,32.02,0.0,0.0,4.61,12.22,30.57,0.0,0.0,15.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,16.77,0.0,0.0,0.0,0.0,8.42,17.16,0.0,0.0,0.0
hsa-miR-15b-3p,0.0,0.0,0.0,0.0,0.0,0.0,9.22,0.0,0.0,16.19,0.0,0.0,0.0,0.0,0.0,12.79,0.0,0.0,0.0,0.0,6.12,0.0,0.0,5.14,17.79,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,0.0,46.86,0.0,0.0,0.0,0.0,0.0,0.0,30.02,0.0,0.0,17.16,0.0,0.0,0.0
hsa-miR-15b-5p,39.71,0.0,26.54,48.03,12.58,14.36,64.52,24.44,30.57,0.0,11.94,0.0,0.0,0.0,21.19,38.36,30.5,12.73,45.89,0.0,30.6,0.0,16.81,10.28,0.0,0.0,44.21,41.72,11.33,0.0,0.0,52.08,15.86,0.0,109.34,0.0,0.0,34.96,33.54,0.0,14.08,70.05,58.81,0.0,0.0,0.0,50.94,20.07
hsa-miR-16-2-3p,79.42,52.05,79.61,224.16,151.02,71.82,262.67,195.51,61.14,161.88,47.78,95.56,13.31,61.64,5.3,242.96,60.99,254.54,68.83,91.84,171.39,20.57,126.07,149.09,71.16,0.0,280.0,83.43,113.34,61.71,81.29,468.73,111.02,62.2,1694.77,40.28,0.0,78.66,268.33,32.6,84.45,740.49,117.63,50.51,85.81,31.24,101.88,0.0
hsa-miR-16-5p,79.42,130.12,106.14,144.1,226.52,28.73,292.62,183.29,30.57,121.41,83.61,159.27,66.53,61.64,10.6,191.81,60.99,241.81,91.77,214.3,140.78,41.13,184.91,82.26,35.58,0.0,206.32,20.86,79.34,116.55,81.29,52.08,95.16,51.83,1593.24,70.5,18.55,183.54,117.39,60.54,28.15,520.34,0.0,16.84,17.16,62.48,0.0,100.35
hsa-miR-17-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-17-5p,0.0,0.0,13.27,0.0,0.0,0.0,13.82,0.0,30.57,56.66,0.0,15.93,0.0,0.0,0.0,0.0,15.25,38.18,0.0,0.0,42.85,0.0,8.4,15.42,0.0,0.0,0.0,0.0,17.0,6.86,0.0,0.0,0.0,0.0,117.15,15.11,0.0,17.48,16.77,13.97,14.08,20.01,0.0,8.42,17.16,15.62,0.0,0.0
hsa-miR-181a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,4.61,0.0,0.0,0.0,0.0,0.0,13.31,0.0,0.0,12.79,0.0,0.0,22.94,0.0,6.12,0.0,0.0,5.14,0.0,0.0,0.0,0.0,22.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.62,0.0,0.0
hsa-miR-181a-3p,0.0,0.0,0.0,0.0,12.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181a-5p,198.54,26.02,159.21,112.08,62.92,14.36,147.46,61.1,152.85,89.03,59.72,31.85,39.92,0.0,10.6,179.03,60.99,140.0,91.77,61.23,97.94,10.28,100.86,149.09,53.37,17.38,58.95,20.86,130.34,109.7,162.59,104.16,190.31,72.57,570.13,25.18,9.28,131.1,33.54,107.1,70.38,340.22,235.25,126.28,17.16,78.1,0.0,20.07
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,12.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.16,0.0,0.0,0.0
hsa-miR-181b-5p,0.0,0.0,0.0,0.0,0.0,14.36,23.04,24.44,0.0,32.38,0.0,0.0,0.0,0.0,0.0,12.79,0.0,12.73,0.0,0.0,36.73,0.0,16.81,10.28,0.0,0.0,0.0,41.72,17.0,20.57,0.0,52.08,0.0,20.73,54.67,5.04,0.0,8.74,0.0,13.97,14.08,30.02,58.81,8.42,34.33,0.0,0.0,0.0
hsa-miR-181d-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.81,0.0,0.0,15.62,0.0,0.0
hsa-miR-182-5p,119.12,52.05,159.21,32.02,37.75,28.73,186.63,85.53,61.14,89.03,47.78,0.0,13.31,0.0,10.6,76.73,91.49,152.72,68.83,45.92,97.94,10.28,109.26,113.1,71.16,17.38,132.63,104.29,90.67,41.14,135.49,416.64,15.86,114.03,679.47,40.28,27.83,87.4,83.85,69.85,56.3,140.09,0.0,50.51,343.25,62.48,0.0,100.35
hsa-miR-183-5p,39.71,52.05,66.34,48.03,62.92,0.0,138.25,48.88,91.71,121.41,83.61,15.93,26.61,30.82,0.0,51.15,91.49,216.36,45.89,137.77,85.69,41.13,109.26,128.53,17.79,23.18,176.85,0.0,96.34,54.85,54.2,364.56,95.16,72.57,679.47,50.35,37.1,78.66,150.94,60.54,98.53,100.07,117.63,25.26,343.25,46.86,50.94,40.14
hsa-miR-184,39.71,0.0,13.27,0.0,0.0,14.36,18.43,0.0,0.0,0.0,11.94,0.0,0.0,30.82,174.82,0.0,15.25,38.18,0.0,0.0,0.0,0.0,0.0,10.28,0.0,0.0,0.0,41.72,17.0,6.86,0.0,0.0,0.0,0.0,0.0,5.04,9.28,0.0,0.0,18.63,14.08,10.01,0.0,0.0,0.0,31.24,50.94,20.07
hsa-miR-1843,0.0,0.0,0.0,0.0,0.0,0.0,4.61,12.22,0.0,0.0,11.94,0.0,13.31,0.0,0.0,12.79,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.42,0.0,0.0,0.0,0.0,62.48,0.0,0.0,8.74,16.77,13.97,0.0,20.01,0.0,0.0,34.33,0.0,50.94,20.07
hsa-miR-185-3p,0.0,0.0,0.0,0.0,0.0,0.0,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.62,5.04,0.0,8.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-185-5p,119.12,286.26,132.68,80.06,364.95,28.73,361.75,317.7,183.42,234.72,83.61,254.83,79.83,61.64,10.6,140.66,60.99,356.35,68.83,76.54,238.72,10.28,184.91,179.94,142.32,28.97,147.37,166.86,453.36,294.81,216.78,416.64,63.44,362.83,929.39,65.46,18.55,585.58,469.58,647.28,225.21,1100.73,0.0,0.0,68.65,218.68,50.94,100.35
hsa-miR-186-5p,119.12,130.12,92.88,96.07,50.34,43.09,149.77,122.19,0.0,56.66,71.66,79.63,26.61,0.0,0.0,51.15,76.24,127.27,0.0,107.15,97.94,20.57,16.81,56.55,71.16,5.79,162.11,41.72,130.34,61.71,54.2,104.16,15.86,82.93,734.14,55.39,18.55,113.62,67.08,23.28,14.08,210.14,58.81,25.26,68.65,15.62,0.0,80.28
hsa-miR-188-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-188-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,10.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,6.12,0.0,0.0,0.0,17.79,0.0,0.0,0.0,0.0,6.86,0.0,0.0,0.0,10.37,7.81,0.0,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,39.71,26.02,26.54,0.0,0.0,14.36,27.65,12.22,0.0,16.19,0.0,15.93,0.0,0.0,0.0,12.79,15.25,38.18,0.0,0.0,18.36,0.0,16.81,25.71,17.79,5.79,14.74,0.0,0.0,34.28,0.0,0.0,0.0,20.73,39.05,5.04,9.28,26.22,0.0,37.25,14.08,0.0,0.0,0.0,0.0,31.24,0.0,0.0
hsa-miR-190a-5p,0.0,0.0,0.0,16.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,158.83,182.16,225.55,304.22,213.94,43.09,202.76,207.72,183.42,339.94,107.5,159.27,26.61,30.82,21.19,332.48,396.44,279.99,160.6,45.92,293.81,10.28,260.55,221.06,124.53,17.38,162.11,146.01,204.01,637.62,108.39,208.32,47.58,207.33,515.46,65.46,111.3,375.82,150.94,428.42,239.28,390.26,58.81,176.79,120.14,406.12,50.94,140.49
hsa-miR-1914-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,119.12,78.07,66.34,48.03,62.92,100.55,211.98,146.63,122.28,80.94,47.78,127.41,39.92,61.64,15.89,153.45,45.74,241.81,91.77,76.54,165.27,61.7,58.83,97.68,0.0,5.79,117.9,104.29,62.34,68.56,81.29,52.08,31.72,62.2,781.0,347.45,18.55,34.96,100.62,498.27,70.38,470.31,58.81,50.51,51.49,46.86,50.94,40.14
hsa-miR-193a-5p,0.0,0.0,26.54,16.01,0.0,0.0,18.43,48.88,0.0,16.19,0.0,0.0,0.0,0.0,0.0,38.36,15.25,25.45,0.0,0.0,12.24,0.0,8.4,0.0,35.58,17.38,0.0,166.86,68.0,6.86,0.0,0.0,0.0,82.93,23.43,25.18,18.55,26.22,16.77,363.22,14.08,30.02,0.0,0.0,0.0,46.86,0.0,0.0
hsa-miR-193b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.83,0.0,18.36,0.0,8.4,0.0,0.0,11.59,0.0,41.72,0.0,0.0,0.0,0.0,0.0,10.37,7.81,5.04,0.0,0.0,0.0,46.57,0.0,20.01,0.0,8.42,0.0,31.24,0.0,0.0
hsa-miR-194-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-5p,0.0,52.05,13.27,32.02,75.51,14.36,85.25,109.97,0.0,24.28,0.0,47.78,13.31,0.0,0.0,51.15,15.25,50.91,0.0,15.31,42.85,0.0,50.43,51.41,35.58,0.0,103.16,62.57,28.34,0.0,54.2,0.0,95.16,10.37,421.74,100.71,0.0,34.96,0.0,97.79,28.15,490.32,0.0,58.93,17.16,15.62,50.94,40.14
hsa-miR-195-3p,0.0,26.02,13.27,0.0,0.0,28.73,20.74,12.22,30.57,16.19,0.0,0.0,0.0,0.0,0.0,25.58,0.0,0.0,0.0,15.31,6.12,0.0,8.4,15.42,0.0,0.0,14.74,20.86,11.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31,0.0,10.01,0.0,0.0,0.0,0.0,0.0,20.07
hsa-miR-195-5p,0.0,0.0,0.0,16.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.62,0.0,0.0,0.0,0.0,4.66,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-197-3p,0.0,0.0,0.0,16.01,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.86,11.33,20.57,0.0,0.0,15.86,0.0,7.81,0.0,9.28,17.48,0.0,23.28,0.0,0.0,0.0,0.0,0.0,31.24,0.0,0.0
hsa-miR-1976,0.0,0.0,0.0,0.0,0.0,0.0,9.22,0.0,30.57,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,0.0,0.0,0.0,0.0,15.62,0.0,0.0,0.0,0.0,4.66,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,0.0,26.02,26.54,16.01,12.58,0.0,11.52,12.22,0.0,24.28,0.0,15.93,0.0,0.0,0.0,25.58,0.0,0.0,45.89,0.0,6.12,0.0,0.0,10.28,0.0,0.0,29.47,20.86,62.34,20.57,27.1,0.0,15.86,10.37,62.48,0.0,0.0,8.74,0.0,32.6,28.15,20.01,0.0,0.0,0.0,31.24,0.0,0.0
hsa-miR-199a-5p,0.0,0.0,0.0,0.0,0.0,0.0,4.61,24.44,0.0,16.19,0.0,15.93,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,18.36,0.0,16.81,15.42,0.0,0.0,0.0,0.0,0.0,95.99,0.0,0.0,0.0,10.37,31.24,0.0,9.28,26.22,0.0,9.31,42.23,20.01,117.63,16.84,34.33,0.0,0.0,0.0
hsa-miR-199b-3p,0.0,0.0,53.07,16.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79,0.0,0.0,45.89,0.0,6.12,0.0,8.4,5.14,35.58,0.0,14.74,0.0,0.0,61.71,27.1,0.0,0.0,20.73,23.43,5.04,0.0,8.74,0.0,0.0,0.0,40.03,0.0,0.0,0.0,31.24,0.0,0.0
hsa-miR-199b-5p,0.0,0.0,0.0,0.0,12.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.86,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,9.28,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19a-3p,0.0,0.0,0.0,0.0,25.17,0.0,6.91,0.0,0.0,0.0,0.0,15.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.57,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.16,0.0,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,0.0,0.0,0.0,0.0,0.0,0.0,6.91,0.0,0.0,8.09,0.0,15.93,0.0,0.0,0.0,12.79,15.25,0.0,0.0,0.0,6.12,0.0,16.81,5.14,0.0,0.0,14.74,0.0,0.0,0.0,0.0,0.0,15.86,0.0,70.29,0.0,0.0,17.48,16.77,0.0,0.0,50.03,0.0,0.0,17.16,0.0,0.0,0.0
hsa-miR-200a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.57,16.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.86,11.33,6.86,27.1,52.08,0.0,62.2,15.62,5.04,0.0,0.0,16.77,4.66,14.08,210.14,0.0,0.0,102.98,0.0,0.0,0.0
hsa-miR-200a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.37,0.0,0.0,0.0,8.74,0.0,0.0,0.0,0.0,0.0,0.0,85.81,0.0,0.0,0.0
hsa-miR-200b-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,26.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.33,0.0,0.0,52.08,0.0,72.57,0.0,0.0,0.0,17.48,0.0,0.0,0.0,30.02,0.0,0.0,137.3,0.0,0.0,0.0
hsa-miR-200b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200c-3p,0.0,26.02,0.0,0.0,0.0,0.0,4.61,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,15.86,62.2,0.0,0.0,0.0,17.48,0.0,0.0,0.0,30.02,0.0,0.0,34.33,0.0,0.0,0.0
