miRNA,GSM3939089,GSM3939090,GSM3939091,GSM3939092,GSM3939093,GSM3939094,GSM3939095,GSM3939096,GSM3939097,GSM3939098,GSM3939099,GSM3939100,GSM3939101,GSM3939102,GSM3939103,GSM3939104,GSM3939105,GSM3939106
hsa-miR-223-5p,1.31,4.32,0.0,0.0,0.81,2.03,1.81,1.04,2.79,2.44,0.62,0.49,0.0,0.92,0.0,0.79,2.2,0.76
hsa-miR-224-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-224-5p,96.85,121.47,4.01,2.66,47.14,25.57,2.72,28.01,58.51,36.0,44.34,115.3,0.0,64.65,225.15,27.52,22.23,202.67
hsa-miR-2276-3p,1.31,1.44,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.62,0.25,0.0,0.31,0.41,0.26,0.0,0.19
hsa-miR-2277-3p,0.44,0.96,0.0,0.0,0.4,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.31,0.14,0.0,0.0,0.0
hsa-miR-2277-5p,0.15,0.48,0.0,0.0,0.0,0.0,0.0,0.52,0.25,0.27,0.0,0.49,0.0,0.61,1.11,0.26,0.0,0.38
hsa-miR-2278,0.29,1.28,0.0,0.53,0.0,0.29,0.0,0.26,0.0,0.0,0.0,0.25,0.0,0.0,0.69,0.52,0.0,0.0
hsa-miR-2355-3p,1.31,3.36,0.0,3.72,0.4,0.29,0.91,1.04,0.51,0.27,0.92,0.99,0.0,0.61,1.24,0.52,0.27,0.76
hsa-miR-2355-5p,0.73,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.27,0.0,0.25,0.0,0.61,0.83,0.0,0.0,0.0
hsa-miR-23a-3p,2620.72,4829.11,70.78,1060.22,742.89,322.01,435.21,577.13,626.16,441.78,495.7,628.97,159.66,728.61,1714.06,392.55,351.62,406.68
hsa-miR-23a-5p,1.75,3.2,0.0,0.0,1.61,0.29,0.0,1.04,1.27,0.0,0.31,0.25,0.0,0.92,1.93,0.26,0.82,0.19
hsa-miR-23b-3p,332.59,896.01,6.68,0.53,95.08,54.06,2.72,106.09,86.88,67.13,72.66,229.62,0.0,154.73,359.42,31.97,58.19,72.01
hsa-miR-23b-5p,6.98,8.95,0.0,0.0,0.81,1.45,0.0,1.82,3.04,1.08,2.77,5.69,0.0,0.92,6.91,1.57,1.65,2.1
hsa-miR-23c,0.15,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-2-5p,0.29,0.48,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.27,0.31,0.0,0.0,0.0,0.14,0.0,0.0,0.38
hsa-miR-24-3p,491.54,1360.64,18.03,7.44,182.9,98.52,2.72,273.39,256.59,117.75,223.83,156.13,0.76,169.13,766.48,106.92,63.96,128.55
hsa-miR-25-3p,2806.28,4913.18,90.81,0.53,404.08,314.16,2.72,524.99,527.62,335.39,397.48,510.2,2.29,587.67,2256.22,387.57,398.83,433.04
hsa-miR-25-5p,9.89,11.83,0.0,0.0,2.42,4.65,0.0,5.97,7.85,4.06,7.39,4.7,0.0,4.9,26.11,1.05,9.88,9.74
hsa-miR-2682-3p,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-2682-5p,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-1-3p,0.15,0.32,0.0,0.0,1.21,0.58,0.0,0.26,0.51,0.54,0.62,0.49,0.0,0.31,1.52,0.0,0.0,1.34
hsa-miR-26a-2-3p,1.31,3.04,0.67,0.0,2.42,1.45,0.0,1.56,2.53,1.89,3.08,2.97,0.0,1.53,3.32,0.52,0.0,3.25
hsa-miR-26a-5p,417.66,756.8,52.75,3.19,377.89,233.37,0.0,384.15,408.07,302.1,254.01,490.41,0.76,275.76,1162.09,139.41,161.4,265.9
hsa-miR-26b-3p,0.29,0.16,0.0,1.06,0.81,0.29,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.31,0.97,0.26,0.0,0.19
hsa-miR-26b-5p,300.45,551.09,27.38,0.53,308.6,204.89,0.0,352.5,305.99,208.71,205.36,402.32,0.0,196.71,1037.36,120.54,128.73,159.69
hsa-miR-27a-3p,934.65,1987.01,20.7,2.66,454.84,159.26,0.91,250.31,290.03,223.32,237.69,261.53,0.0,283.11,851.85,122.12,99.91,116.71
hsa-miR-27a-5p,17.16,29.57,2.0,0.0,14.5,11.04,0.0,19.97,27.1,18.95,21.24,25.98,0.0,20.83,106.91,6.81,17.29,35.15
hsa-miR-27b-3p,2559.21,5382.61,72.78,10.1,716.71,437.1,2.72,798.13,1047.39,703.54,732.77,1587.02,2.29,1051.24,2564.39,536.94,430.67,519.57
hsa-miR-27b-5p,2.33,3.04,0.0,0.0,0.0,0.58,0.0,1.56,1.52,1.89,1.54,2.47,0.0,1.23,4.7,0.52,1.65,1.34
hsa-miR-28-3p,167.97,276.35,11.35,67.53,49.96,29.06,15.41,51.88,75.74,54.95,56.65,94.52,8.4,53.93,368.39,53.46,62.58,102.96
hsa-miR-28-5p,1.16,0.48,0.0,0.0,0.4,0.87,0.0,1.04,1.01,1.08,0.31,1.98,0.0,0.31,2.49,0.26,0.27,0.38
hsa-miR-296-3p,0.0,0.48,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.61,0.14,0.0,0.0,0.19
hsa-miR-296-5p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-3p,0.58,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-5p,0.44,1.12,0.0,0.0,0.0,0.58,0.0,0.26,0.51,1.08,0.0,0.0,0.0,0.92,0.0,0.26,0.82,0.0
hsa-miR-29a-3p,2389.2,3667.63,180.28,6.38,628.88,263.3,0.91,333.57,381.72,221.16,291.88,372.14,1.53,509.54,2090.46,452.04,241.27,306.58
hsa-miR-29a-5p,0.44,2.08,0.0,0.0,0.81,0.0,0.0,1.04,1.52,0.81,0.31,0.25,0.0,0.0,1.38,0.26,0.0,0.0
hsa-miR-29b-1-5p,0.87,2.08,0.0,0.53,0.0,0.87,0.91,0.52,1.01,0.27,0.62,0.49,0.0,0.61,2.62,0.0,0.27,0.96
hsa-miR-29b-2-5p,0.87,1.12,0.0,0.0,0.4,0.29,0.0,0.26,0.51,0.27,0.0,0.49,0.0,0.0,1.38,0.0,0.27,0.0
hsa-miR-29b-3p,98.02,182.37,10.68,0.0,127.71,45.05,0.0,77.3,71.43,59.28,48.65,66.31,0.0,51.47,266.87,30.4,24.98,40.5
hsa-miR-29c-3p,88.13,154.4,4.01,0.0,21.35,14.24,0.0,20.75,27.36,15.43,16.32,20.78,0.0,22.37,98.9,16.51,9.33,12.23
hsa-miR-29c-5p,1.31,0.16,0.0,0.0,0.4,1.45,0.0,1.56,0.76,0.27,1.85,0.99,0.0,0.61,3.18,1.57,0.55,0.57
hsa-miR-301a-3p,6.98,9.75,2.0,0.53,6.85,6.39,0.91,9.6,6.59,8.93,6.16,5.2,0.0,3.98,26.11,1.05,1.65,2.48
hsa-miR-301a-5p,0.29,0.96,0.0,0.0,0.0,0.58,0.0,0.78,1.01,0.54,0.31,0.25,0.0,0.31,1.93,0.0,0.0,0.96
hsa-miR-301b-3p,0.87,0.48,0.0,0.53,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.49,0.0,0.0,0.55,0.0,0.82,0.19
hsa-miR-301b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-5p,0.58,1.6,0.0,2.13,0.0,0.58,0.0,0.26,0.25,0.81,0.0,0.49,0.0,0.0,0.83,0.0,0.0,0.0
hsa-miR-3065-3p,0.58,2.24,0.67,0.53,2.01,0.29,0.0,0.52,0.51,0.27,0.0,0.25,0.0,0.0,0.28,0.52,0.0,0.19
hsa-miR-3065-5p,1.02,37.88,1.34,23.93,10.07,1.16,0.0,0.78,8.36,0.54,1.85,1.98,0.0,8.27,22.1,3.93,3.84,1.72
hsa-miR-3074-5p,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.14,0.26,0.0,0.0
hsa-miR-3085-3p,0.29,0.48,0.0,0.0,0.4,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-3085-5p,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,58.32,86.79,9.35,0.0,11.68,14.53,0.0,29.57,20.52,13.53,13.85,30.19,0.0,19.0,234.55,15.46,15.65,58.45
hsa-miR-30a-5p,1180.86,2248.65,138.88,16.48,301.75,305.74,12.69,495.17,391.09,282.07,298.96,379.31,3.06,444.27,3061.93,352.46,260.49,700.27
hsa-miR-30b-3p,0.58,0.16,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.31,0.49,0.0,0.0,0.41,0.0,0.0,0.38
hsa-miR-30b-5p,12.94,16.14,1.34,0.0,9.67,7.56,0.0,11.15,9.12,6.5,8.62,10.14,0.0,6.74,45.31,4.19,4.94,6.11
hsa-miR-30c-1-3p,0.44,1.12,0.0,0.0,0.4,1.16,0.0,1.04,1.01,0.54,0.62,0.0,0.0,0.92,2.35,0.0,0.0,0.38
hsa-miR-30c-2-3p,4.07,6.39,0.67,0.0,1.61,0.58,0.0,2.85,1.01,1.08,0.92,5.2,0.0,1.84,33.43,1.83,1.65,5.54
hsa-miR-30c-5p,57.44,50.35,7.34,0.53,41.9,29.06,0.0,56.81,44.83,29.24,29.56,81.65,0.0,35.54,403.06,20.7,24.7,42.21
hsa-miR-30d-3p,1.45,3.68,0.67,0.0,0.81,0.58,0.0,2.33,1.77,2.44,1.23,2.97,0.0,1.84,4.97,0.52,1.37,0.96
hsa-miR-30d-5p,1000.53,2113.6,112.84,14.89,394.41,337.7,6.35,537.19,539.78,393.32,446.74,629.71,0.76,544.46,1280.47,383.12,493.8,611.26
hsa-miR-30e-3p,12.36,15.02,2.0,0.0,6.45,9.59,0.0,12.45,7.6,5.96,8.93,10.64,0.0,12.26,48.62,4.98,6.86,17.0
hsa-miR-30e-5p,287.22,603.84,11.35,12.76,171.22,131.07,16.32,180.53,235.82,164.31,159.18,208.09,7.64,143.09,733.2,93.81,87.56,115.57
hsa-miR-31-3p,10.91,14.86,2.67,0.53,4.03,3.2,0.0,5.45,5.32,3.25,3.39,3.22,0.0,7.05,19.2,3.41,4.12,4.58
hsa-miR-31-5p,693.83,888.5,70.78,20.2,552.74,288.88,9.97,563.9,534.21,336.2,402.41,684.64,2.29,578.47,3116.22,265.98,287.94,609.15
hsa-miR-3115,0.15,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.31,0.0,0.26,0.0,0.19
hsa-miR-3116,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-3121-3p,0.15,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3124-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.55,0.0
hsa-miR-3125,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.14,0.26,0.0,0.0
hsa-miR-3127-5p,0.73,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.25,0.0,0.0,0.69,0.0,0.27,0.0
hsa-miR-3130-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3130-5p,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3133,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.55,0.0,0.0,0.0
hsa-miR-3136-5p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3137,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3138,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3140-3p,0.29,0.48,0.67,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.0,0.25,0.0,0.0,0.28,0.26,0.0,0.0
hsa-miR-3140-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3143,0.29,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3144-3p,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3145-3p,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-3146,0.44,0.16,0.0,0.53,0.0,0.0,0.0,0.0,0.25,0.0,0.31,0.0,0.0,0.0,0.41,0.0,0.0,0.0
hsa-miR-3148,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3149,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150a-3p,0.44,0.32,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150b-3p,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-3155a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-3157-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3157-5p,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3158-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-3159,0.15,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3160-3p,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-3162-5p,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3164,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.25,0.0,0.0,0.14,0.0,0.0,0.19
hsa-miR-3165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3166,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-3173-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-5p,0.58,1.76,0.0,0.0,0.0,0.29,0.0,0.0,0.76,0.0,0.62,0.49,0.0,0.0,0.83,0.26,0.27,0.0
hsa-miR-3174,1.16,0.96,0.0,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.31,0.25,0.0,1.23,0.28,0.26,0.0,0.38
hsa-miR-3175,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3176,0.73,0.8,0.0,0.0,0.4,0.29,0.0,0.26,0.0,0.27,0.31,0.74,0.0,0.31,0.41,0.0,0.27,0.0
hsa-miR-3177-3p,0.29,0.8,0.0,0.0,0.0,0.0,0.0,0.26,0.25,0.27,0.31,0.0,0.0,0.0,0.14,0.26,0.27,0.0
hsa-miR-3178,8.73,27.49,1.34,0.0,29.81,19.18,0.0,46.69,16.72,31.13,14.47,25.24,0.0,27.27,14.92,6.29,38.7,19.87
hsa-miR-3179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3180,0.15,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.19
hsa-miR-3180-3p,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.26,0.0,0.0
hsa-miR-3180-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0
hsa-miR-3181,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3182,2.62,3.36,5.34,26.05,9.67,11.33,17.23,5.71,4.56,11.1,3.69,5.69,2.29,2.45,10.91,1.83,3.29,4.78
hsa-miR-3183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3184-5p,0.15,0.16,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3187-3p,4.22,5.59,0.67,0.0,0.4,1.16,0.0,2.08,0.76,0.27,0.62,0.49,0.0,2.14,1.52,0.79,2.47,2.1
hsa-miR-3187-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-3188,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.31,0.0,0.0,0.0,0.41,0.0,0.0,0.0
hsa-miR-3189-3p,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3189-5p,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3190-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3192-5p,0.0,1.12,0.0,0.0,0.4,0.0,0.0,0.26,0.0,0.0,0.0,0.25,0.0,0.31,0.14,0.0,0.0,0.19
hsa-miR-3195,0.44,0.96,11.35,0.0,5.64,9.59,0.0,6.23,4.05,7.85,5.23,1.98,0.0,3.98,0.28,4.19,6.04,8.79
hsa-miR-3196,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3198,0.0,0.64,0.0,0.0,0.0,0.29,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.31,0.14,0.26,0.27,0.19
hsa-miR-3199,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.14,0.0,0.0,0.0
hsa-miR-32-3p,0.15,1.12,0.0,0.0,0.0,0.0,0.0,0.52,0.25,1.08,0.31,0.99,0.0,0.61,1.66,1.05,0.82,1.15
hsa-miR-32-5p,16.14,31.33,2.0,0.0,19.74,5.23,0.0,10.38,13.68,8.12,11.08,12.37,0.0,10.72,14.23,4.19,0.27,2.29
hsa-miR-3200-3p,2.76,3.2,0.0,0.0,0.0,0.29,0.0,0.78,0.25,1.08,0.31,0.25,0.0,0.92,2.21,0.26,0.0,0.0
hsa-miR-3200-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-320a-3p,358.77,1218.55,11.35,395.06,99.11,94.16,263.85,110.76,126.9,108.55,139.47,104.91,82.51,131.44,344.22,60.01,93.87,77.55
hsa-miR-320a-5p,2.47,3.2,2.0,72.31,7.25,6.97,68.0,17.38,4.05,10.29,4.0,2.72,71.81,0.92,0.28,2.1,1.1,1.91
hsa-miR-320b,304.81,13.27,0.0,5.85,66.88,15.4,13.6,24.9,14.44,50.08,17.24,54.43,3.06,110.3,24.31,45.86,4.39,6.88
hsa-miR-320c,14.98,110.76,1.34,2.13,1.61,23.83,0.91,45.13,5.83,2.44,2.77,10.64,0.76,1.84,15.06,30.92,12.08,51.77
hsa-miR-320d,13.96,38.2,13.35,0.0,11.68,4.07,0.91,2.08,38.5,1.62,33.87,3.71,0.0,4.29,0.83,2.88,39.8,0.96
hsa-miR-320e,1.45,0.64,0.0,0.0,0.0,0.0,3.63,0.0,0.0,0.27,0.31,0.99,0.0,0.0,0.28,0.0,0.0,1.34
hsa-miR-323a-3p,5.38,9.27,0.0,0.0,0.81,1.45,0.0,0.26,1.27,1.35,0.92,1.24,0.0,0.92,0.41,0.26,1.65,0.19
hsa-miR-323a-5p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-323b-3p,2.33,1.44,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.19
hsa-miR-324-3p,6.25,12.79,0.0,4.25,3.22,1.74,9.07,6.23,2.53,1.35,2.16,2.72,2.29,3.98,10.5,1.57,4.12,2.29
hsa-miR-324-5p,8.14,14.7,2.67,11.17,3.63,1.74,0.91,2.08,1.77,1.35,0.62,1.48,1.53,3.06,19.48,3.67,1.92,3.63
hsa-miR-326,0.44,0.16,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.19
hsa-miR-328-3p,1.6,4.48,0.67,0.0,4.03,2.03,0.0,2.85,2.03,3.79,3.39,4.7,0.0,2.14,1.66,2.36,3.57,2.29
hsa-miR-329-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-330-3p,2.91,6.23,0.0,0.0,0.0,1.16,0.0,0.78,0.25,0.0,0.92,0.99,0.0,0.31,2.35,0.79,0.82,0.0
hsa-miR-330-5p,1.6,1.28,0.0,0.0,0.81,0.58,0.0,1.56,1.27,1.62,0.31,0.25,0.0,0.92,2.21,0.79,1.1,0.57
hsa-miR-331-3p,1.45,1.28,0.0,2.13,4.03,1.74,0.0,3.89,2.28,2.71,2.46,3.71,0.76,1.23,12.43,0.52,2.2,2.29
hsa-miR-331-5p,7.85,12.15,0.0,0.0,0.81,0.0,0.0,0.78,0.0,0.54,0.92,1.98,0.0,1.23,1.38,0.79,0.27,0.0
hsa-miR-335-3p,12.51,18.86,0.67,0.0,8.06,3.78,0.0,10.63,8.61,6.5,4.0,7.67,0.0,8.89,16.16,2.62,4.67,8.6
hsa-miR-335-5p,26.32,67.77,0.0,0.53,8.46,4.07,0.0,7.78,12.41,7.31,10.16,10.39,0.0,6.74,49.17,5.5,5.76,8.98
hsa-miR-337-3p,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-337-5p,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-338-3p,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.51,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-339-3p,47.85,65.53,2.0,0.0,12.09,6.1,0.0,10.12,10.64,7.04,9.54,10.64,0.0,12.87,37.02,11.53,9.61,9.17
hsa-miR-339-5p,282.42,273.31,17.36,0.53,91.45,104.33,0.0,135.4,143.37,97.18,113.92,160.34,0.0,125.62,479.86,74.95,117.76,71.63
hsa-miR-33a-3p,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.57
hsa-miR-33a-5p,1.75,5.11,0.0,0.0,3.63,1.16,0.0,0.78,1.27,1.89,0.62,1.98,0.0,1.23,2.9,0.52,0.82,0.76
hsa-miR-33b-3p,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.31,0.41,0.0,0.27,0.0
hsa-miR-33b-5p,1.6,1.92,1.34,0.0,0.0,0.29,0.0,1.3,1.01,0.81,0.0,0.74,0.0,0.61,5.94,0.26,0.82,1.15
hsa-miR-340-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.19
hsa-miR-340-5p,14.98,29.41,4.01,0.0,12.89,10.17,0.0,13.75,11.15,8.93,9.24,10.64,0.0,10.72,35.91,7.6,6.59,8.4
