miRNA,SRR15307302,SRR15307303,SRR15307304,SRR15307305,SRR15307378,SRR15307379,SRR15307380,SRR15307381,SRR15307382,SRR15307383,SRR15307384,SRR15307385,SRR15307386,SRR15307387,SRR15307388,SRR15307389,SRR15307390,SRR15307391,SRR15307392,SRR15307393,SRR15307394,SRR15307395,SRR15307396,SRR15307397,SRR15307398,SRR15307399,SRR15307400,SRR15307401,SRR15307402,SRR15307403,SRR15307404,SRR15307405,SRR15307406,SRR15307407,SRR15307408,SRR15307409,SRR15307410,SRR15307411,SRR15307412,SRR15307413,SRR15307414,SRR15307415,SRR15307416,SRR15307417,SRR15307418,SRR15307419,SRR15307420,SRR15307421,SRR15307422,SRR15307423,SRR15307424,SRR15307425
hsa-miR-196a-5p,0.0,0.0,0.86,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,3.15,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-197-3p,8.45,6.72,9.51,8.73,40.5,65.13,68.47,31.91,58.22,29.15,68.53,59.32,30.87,32.35,32.46,41.64,27.76,23.51,35.35,34.78,5.92,10.81,11.64,3.52,14.2,10.8,7.13,16.71,34.3,59.16,45.0,60.89,37.22,31.23,60.61,47.25,52.83,45.19,29.9,42.29,33.3,30.46,32.05,45.88,4.05,2.74,2.66,8.04,0.0,1.36,9.51,4.05
hsa-miR-197-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1976,0.94,0.67,0.0,0.0,1.62,1.63,0.0,1.6,1.62,1.62,4.9,0.0,0.0,1.08,1.05,2.08,1.07,1.07,0.0,4.22,0.0,0.0,1.16,1.17,1.18,1.2,0.0,0.0,1.63,1.64,0.0,1.6,0.0,3.29,1.64,3.26,4.8,1.61,1.57,3.13,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,1.6,0.0,0.0,0.0,0.0,0.0,0.0,4.72,0.0,0.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-5p,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199b-3p,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199b-5p,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19a-3p,0.4,0.67,0.86,0.87,1.62,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.07,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.18,0.0,0.0,0.0,3.27,1.64,0.0,0.0,0.0,1.64,0.0,0.0,1.6,3.23,1.57,0.0,1.59,0.0,3.2,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-1-5p,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,2.55,7.39,6.05,3.71,6.48,6.51,4.78,11.17,9.7,8.1,4.9,6.41,2.13,0.0,0.0,2.08,4.27,2.14,3.21,2.11,0.0,1.2,0.0,1.17,0.0,1.2,3.56,0.0,3.27,6.57,4.82,1.6,6.47,6.57,4.91,3.26,1.6,3.23,1.57,3.13,1.59,1.6,3.2,0.0,4.05,1.37,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200a-3p,0.81,0.0,0.86,1.09,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-3p,0.94,0.67,0.0,1.96,0.0,4.88,0.0,1.6,3.23,0.0,3.26,1.6,0.0,2.16,1.05,0.0,0.0,0.0,1.07,1.05,0.0,0.0,0.0,1.17,1.18,0.0,1.19,0.0,8.17,0.0,0.0,0.0,1.62,4.93,1.64,0.0,0.0,0.0,1.57,1.57,3.17,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-5p,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200c-3p,2.82,7.39,7.78,5.02,24.3,22.79,9.55,19.14,14.56,21.05,14.69,19.24,2.13,6.47,5.24,2.08,5.34,2.14,5.36,3.16,2.37,3.6,0.0,1.17,1.18,1.2,1.19,0.0,19.6,26.29,20.89,17.63,25.89,24.65,22.94,24.44,17.61,11.3,14.16,14.1,14.27,14.43,24.04,36.39,0.0,0.0,2.66,1.34,1.35,0.0,0.0,0.0
hsa-miR-203a-3p,0.0,0.0,0.86,0.22,0.0,1.63,0.0,4.79,0.0,0.0,6.53,4.81,0.0,1.08,2.09,4.16,1.07,1.07,1.07,0.0,2.37,0.0,1.16,2.35,2.37,1.2,1.19,2.39,1.63,0.0,3.21,0.0,3.24,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,4.05,2.74,0.0,87.06,50.03,39.56,81.53,87.66
hsa-miR-205-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-206,0.27,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-3p,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,5.37,18.81,12.97,6.76,81.0,96.06,90.77,90.93,50.14,68.01,97.9,60.92,28.74,23.72,30.37,21.86,25.62,22.44,22.5,27.4,11.84,9.61,12.8,11.74,15.38,19.19,7.13,11.93,44.1,29.58,53.04,44.87,50.16,32.87,44.23,78.21,43.23,51.65,53.51,46.99,45.99,41.69,48.07,50.63,4.05,0.0,5.33,4.02,2.7,1.36,2.72,1.35
hsa-miR-20b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,2.14,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20b-5p,1.48,5.38,2.59,3.06,17.82,16.28,15.92,14.36,24.26,14.57,17.95,19.24,14.9,16.18,10.47,15.61,13.88,18.16,9.64,12.65,5.92,7.2,6.98,10.56,3.55,6.0,4.75,5.97,11.43,21.36,19.29,22.43,12.95,24.65,9.83,14.66,22.41,14.53,14.16,7.83,14.27,9.62,16.02,22.15,2.7,0.0,1.33,1.34,0.0,1.36,1.36,1.35
hsa-miR-21-3p,4.43,6.72,4.32,2.18,9.72,3.26,3.18,6.38,8.09,9.72,4.9,4.81,11.71,11.86,11.52,5.2,17.08,12.82,11.78,10.54,4.74,3.6,1.16,0.0,2.37,3.6,3.56,1.19,0.0,6.57,1.61,3.2,3.24,1.64,1.64,0.0,1.6,3.23,6.29,0.0,1.59,1.6,4.81,1.58,2.7,1.37,1.33,1.34,0.0,0.0,2.72,1.35
hsa-miR-21-5p,4694.67,8331.89,3135.04,2769.81,3303.17,3420.7,3281.97,3254.41,3402.85,3428.25,3274.87,3450.12,2214.38,2335.68,2272.28,2208.74,2268.59,2311.17,2281.87,2328.21,700.91,751.66,655.18,678.31,687.46,718.49,696.05,669.53,1496.29,1506.83,1562.28,1573.49,1527.6,1521.91,1574.34,1609.74,1224.75,1265.31,1298.29,1210.86,1257.57,1255.43,1160.18,1268.83,105.35,110.96,122.58,112.51,108.17,103.68,131.8,129.46
hsa-miR-210-3p,2.55,5.38,3.46,2.62,30.78,30.93,52.55,46.26,50.14,42.1,35.9,51.3,8.52,12.94,8.38,4.16,10.68,7.48,8.57,12.65,1.18,1.2,0.0,0.0,1.18,0.0,1.19,0.0,32.67,29.58,24.11,28.84,27.51,32.87,14.74,24.44,22.41,35.51,25.18,29.76,26.96,24.05,32.05,12.66,2.7,0.0,2.66,5.36,4.06,5.46,1.36,8.09
hsa-miR-210-5p,0.0,0.67,0.0,0.44,0.0,0.0,0.0,0.0,0.0,4.86,4.9,0.0,0.0,0.0,1.05,2.08,1.07,2.14,1.07,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,1.61,3.2,1.62,0.0,1.64,3.26,1.6,0.0,0.0,0.0,1.59,0.0,1.6,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,3.49,0.0,1.73,3.49,0.0,0.0,3.18,3.19,1.62,0.0,1.63,0.0,6.39,3.24,4.19,3.12,4.27,4.27,4.29,1.05,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,1.63,1.64,6.43,3.2,1.62,0.0,4.91,1.63,3.2,0.0,3.15,0.0,1.59,1.6,3.2,1.58,2.7,6.85,5.33,0.0,2.7,5.46,0.0,4.05
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-3p,0.0,0.0,0.0,0.22,0.0,0.0,0.0,1.6,0.0,0.0,1.63,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,3.21,0.0,1.62,1.64,1.64,0.0,1.6,0.0,0.0,0.0,0.0,1.6,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-5p,1.48,0.67,2.59,1.09,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,3.29,3.21,3.2,3.24,1.64,3.28,0.0,1.6,3.23,1.57,0.0,1.59,1.6,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,0.81,1.34,0.86,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-1-3p,0.13,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219b-5p,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,42.94,66.52,33.72,25.09,37.26,39.08,41.4,47.86,51.75,25.91,44.06,36.87,19.16,23.72,28.27,23.94,30.96,28.85,25.71,23.19,10.66,12.01,6.98,4.69,7.1,7.2,5.94,9.55,50.64,34.51,49.83,30.44,59.87,39.44,52.42,34.22,35.22,33.89,20.46,23.5,30.13,32.07,27.24,28.48,4.05,2.74,2.66,6.7,4.06,0.0,1.36,2.7
hsa-miR-22-5p,1.34,3.36,0.86,1.31,0.0,0.0,3.18,1.6,0.0,0.0,0.0,1.6,0.0,1.08,1.05,2.08,0.0,1.07,0.0,1.05,0.0,0.0,0.0,1.17,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,1.64,0.0,1.6,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-221-3p,37.17,47.03,35.45,17.02,157.14,146.53,151.28,162.72,127.77,142.51,150.12,173.15,55.36,60.39,43.98,57.25,56.58,57.7,56.78,54.81,18.94,9.61,15.13,10.56,14.2,15.59,20.19,11.93,84.94,110.1,90.01,76.91,101.95,98.61,58.98,104.27,102.46,80.7,80.26,72.06,95.15,81.77,75.32,55.37,2.7,9.59,6.66,2.68,9.47,4.09,2.72,9.44
hsa-miR-221-5p,4.16,7.39,1.73,3.27,17.82,0.0,6.37,4.79,16.17,6.48,4.9,9.62,10.65,3.24,2.09,0.0,1.07,2.14,1.07,1.05,1.18,1.2,1.16,0.0,1.18,2.4,1.19,1.19,3.27,4.93,3.21,4.81,3.24,6.57,13.11,4.89,1.6,4.84,1.57,4.7,1.59,6.41,6.41,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-222-3p,58.64,98.77,56.2,38.84,105.3,86.29,95.55,89.34,79.25,105.26,115.85,83.37,63.88,58.23,54.45,64.53,62.99,50.22,58.92,43.21,10.66,8.41,17.46,15.26,9.47,10.8,19.0,19.1,66.97,54.23,88.4,73.71,90.62,90.39,78.63,78.21,56.03,54.87,62.95,39.16,63.43,54.51,43.27,49.04,20.26,16.44,17.32,14.73,18.93,17.73,14.95,21.58
hsa-miR-222-5p,0.4,0.0,0.0,0.22,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,1.06,1.08,2.09,2.08,1.07,0.0,1.07,0.0,0.0,2.4,0.0,2.35,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-3p,0.0,0.67,0.0,0.22,1.62,1.63,0.0,0.0,0.0,1.62,0.0,0.0,1.06,1.08,0.0,1.04,0.0,2.14,0.0,0.0,0.0,0.0,0.0,1.17,0.0,1.2,0.0,0.0,1.63,0.0,0.0,1.6,1.62,0.0,3.28,0.0,1.6,0.0,3.15,0.0,0.0,1.6,1.6,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-5p,0.94,2.02,2.59,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,3.14,2.08,0.0,1.07,7.5,1.05,0.0,0.0,0.0,0.0,2.37,0.0,0.0,1.19,0.0,1.64,3.21,0.0,0.0,0.0,3.28,1.63,1.6,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2276-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2277-5p,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,1.62,1.63,0.0,1.06,2.16,1.05,0.0,0.0,1.07,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,1.61,0.0,0.0,1.64,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,162.1,236.52,217.01,342.16,847.26,711.49,791.43,894.96,774.7,722.25,784.86,806.42,62.81,78.72,71.21,65.58,67.26,53.43,64.28,51.64,14.21,15.61,16.29,15.26,16.57,19.19,16.63,13.13,859.22,933.35,896.87,849.23,822.05,856.28,950.17,817.91,617.98,692.37,646.78,612.48,648.61,681.42,684.25,588.53,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0
hsa-miR-23a-5p,0.54,1.34,1.73,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.04,1.07,1.07,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,1.6,0.0,3.15,0.0,0.0,0.0,1.6,0.0,2.7,2.74,0.0,1.34,1.35,1.36,1.36,1.35
hsa-miR-23b-3p,64.01,106.16,48.42,111.94,14.58,118.85,92.36,15.95,103.51,106.88,110.96,25.65,11.71,2.16,0.0,8.33,6.41,8.55,10.71,11.59,0.0,1.2,1.16,0.0,1.18,1.2,0.0,3.58,99.64,23.01,17.68,24.03,92.24,96.97,13.11,105.9,65.64,11.3,59.8,10.97,23.79,64.13,9.61,68.03,0.0,0.0,0.0,1.34,1.35,0.0,0.0,0.0
hsa-miR-23b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23c,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.0,0.0,0.0,0.0,0.0,1.63,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-2-5p,2.42,6.72,11.24,3.71,0.0,3.26,0.0,0.0,1.62,0.0,0.0,1.6,1.06,0.0,0.0,3.12,3.2,1.07,1.07,1.05,0.0,1.2,0.0,2.35,0.0,2.4,0.0,1.19,1.63,1.64,1.61,0.0,1.62,1.64,3.28,1.63,1.6,1.61,1.57,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-3p,52.06,137.74,153.03,55.43,48.6,68.38,57.33,1.6,87.34,51.82,50.58,54.51,26.62,28.04,21.99,17.69,25.62,25.64,23.57,29.51,1.18,18.01,11.64,7.04,23.66,8.4,23.76,5.97,107.81,96.95,93.22,94.54,80.91,70.67,116.31,125.46,73.64,59.71,69.24,64.22,58.68,83.37,105.76,87.01,8.1,10.96,7.99,5.36,12.17,2.73,5.44,8.09
hsa-miR-25-3p,234.43,329.24,326.82,351.98,492.48,504.72,477.73,520.07,502.99,558.69,543.36,521.04,190.56,215.67,157.07,176.95,163.34,167.76,191.76,191.82,99.45,105.67,117.54,106.79,101.76,106.75,106.9,125.31,797.15,785.46,744.17,732.26,734.67,742.88,727.37,723.41,553.94,608.45,632.62,557.65,575.66,625.31,628.16,609.1,33.76,23.29,26.65,32.15,25.69,27.28,24.46,33.71
hsa-miR-25-5p,1.48,0.67,0.0,1.09,6.48,6.51,4.78,4.79,4.85,1.62,1.63,0.0,5.32,3.24,2.09,6.25,6.41,3.21,3.21,4.22,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86,1.61,3.2,3.24,3.29,3.28,1.63,1.6,3.23,4.72,3.13,4.76,6.41,1.6,3.16,2.7,1.37,0.0,2.68,0.0,2.73,4.08,4.05
hsa-miR-26a-2-3p,0.4,0.0,0.0,0.22,0.0,1.63,0.0,0.0,0.0,1.62,1.63,1.6,2.13,2.16,2.09,2.08,2.14,2.14,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-5p,770.1,1476.89,870.65,688.69,944.46,958.97,933.16,901.34,965.54,927.91,856.65,917.04,120.3,142.34,140.32,153.01,130.24,136.77,157.48,140.18,59.2,49.23,44.22,58.68,61.53,57.58,64.14,54.9,764.48,806.82,749.0,831.61,726.58,749.45,769.97,773.92,616.38,650.41,643.64,618.74,635.92,679.82,697.07,648.65,13.51,20.55,11.99,9.38,12.17,13.64,10.87,14.83
hsa-miR-26b-3p,0.67,0.0,0.0,0.65,3.24,3.26,0.0,0.0,0.0,4.86,1.63,1.6,4.26,0.0,4.19,4.16,4.27,7.48,8.57,10.54,0.0,0.0,0.0,0.0,0.0,1.2,0.0,2.39,1.63,3.29,1.61,0.0,0.0,1.64,3.28,0.0,1.6,0.0,0.0,1.57,0.0,1.6,3.2,1.58,0.0,0.0,0.0,1.34,1.35,0.0,0.0,0.0
hsa-miR-26b-5p,53.41,93.4,79.54,61.1,134.46,146.53,135.36,151.55,106.74,111.74,101.17,137.88,34.07,37.74,40.84,31.23,41.64,42.74,39.64,40.05,13.02,18.01,9.31,11.74,11.83,13.19,20.19,21.48,106.18,88.73,110.9,129.79,103.57,96.97,109.76,118.94,88.05,88.77,73.96,87.72,96.74,64.13,88.14,96.51,1.35,1.37,1.33,2.68,2.7,2.73,1.36,0.0
hsa-miR-27a-3p,114.86,157.9,141.79,108.23,142.56,144.9,132.17,159.53,122.92,171.66,151.75,171.54,39.39,39.9,48.17,47.88,40.57,38.47,38.57,55.86,29.6,28.82,17.46,21.12,14.2,25.19,15.44,23.87,189.49,152.82,184.84,166.64,189.33,166.0,227.71,187.37,137.68,112.97,127.47,119.05,166.51,109.03,145.82,142.39,8.1,6.85,9.33,9.38,9.47,12.28,6.79,9.44
hsa-miR-27a-5p,4.43,9.41,10.38,5.24,3.24,0.0,1.59,0.0,0.0,0.0,1.63,0.0,1.06,0.0,1.05,0.0,1.07,0.0,2.14,3.16,2.37,0.0,1.16,2.35,3.55,1.2,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,3.15,1.57,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
