miRNA,SRR15307302,SRR15307303,SRR15307304,SRR15307305,SRR15307378,SRR15307379,SRR15307380,SRR15307381,SRR15307382,SRR15307383,SRR15307384,SRR15307385,SRR15307386,SRR15307387,SRR15307388,SRR15307389,SRR15307390,SRR15307391,SRR15307392,SRR15307393,SRR15307394,SRR15307395,SRR15307396,SRR15307397,SRR15307398,SRR15307399,SRR15307400,SRR15307401,SRR15307402,SRR15307403,SRR15307404,SRR15307405,SRR15307406,SRR15307407,SRR15307408,SRR15307409,SRR15307410,SRR15307411,SRR15307412,SRR15307413,SRR15307414,SRR15307415,SRR15307416,SRR15307417,SRR15307418,SRR15307419,SRR15307420,SRR15307421,SRR15307422,SRR15307423,SRR15307424,SRR15307425
hsa-miR-1255a,0.0,2.02,3.46,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,3.2,0.0,3.29,4.91,1.63,0.0,0.0,1.57,0.0,1.59,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,1.61,3.2,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.4,0.67,0.0,0.22,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,1.06,0.0,0.0,1.04,0.0,1.07,0.0,2.11,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,31.13,53.75,9.51,6.98,197.64,218.17,216.57,183.46,173.05,213.76,182.75,214.83,23.42,33.43,24.08,27.06,36.3,39.53,27.85,27.4,55.65,66.04,47.71,62.2,42.6,45.58,51.08,40.58,39.2,49.3,27.32,44.87,35.6,31.23,39.32,43.99,38.42,29.05,23.61,34.46,31.72,38.48,35.25,28.48,1.35,2.74,4.0,1.34,9.47,1.36,5.44,2.7
hsa-miR-125b-5p,0.67,0.67,0.0,0.0,3.24,0.0,3.18,3.19,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.16,0.0,0.0,0.0,0.0,0.0,1.63,1.64,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,3.17,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-126-3p,1.07,0.67,2.59,1.75,1.62,0.0,0.0,1.6,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.67,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,1.06,0.0,4.19,5.2,4.27,0.0,2.14,3.16,1.18,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,2.66,0.0,0.0,0.0,5.44,2.7
hsa-miR-1268b,0.27,0.67,0.0,0.22,1.62,0.0,0.0,0.0,0.0,0.0,1.63,0.0,7.45,9.71,2.09,11.45,4.27,8.55,3.21,1.05,1.18,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48,0.0,1.34,1.35,2.73,2.72,2.7
hsa-miR-127-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1270,0.0,0.67,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,0.81,0.67,1.73,1.31,1.62,6.51,4.78,0.0,6.47,8.1,3.26,1.6,0.0,1.08,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.17,1.64,1.61,3.2,3.24,1.64,6.55,9.78,3.2,1.61,4.72,1.57,1.59,4.81,4.81,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,2.01,2.69,7.78,5.02,3.24,1.63,1.59,0.0,0.0,1.62,1.63,4.81,7.45,3.24,0.0,2.08,1.07,1.07,8.57,4.22,0.0,0.0,0.0,1.17,0.0,1.2,2.38,0.0,4.9,0.0,3.21,6.41,9.71,4.93,14.74,4.89,0.0,6.46,1.57,1.57,6.34,4.81,3.2,1.58,1.35,1.37,2.66,1.34,4.06,1.36,4.08,1.35
hsa-miR-1273h-5p,0.81,1.34,1.73,2.4,1.62,1.63,1.59,1.6,1.62,0.0,0.0,1.6,0.0,2.16,0.0,0.0,2.14,1.07,3.21,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,3.21,3.2,1.62,4.93,4.91,1.63,8.0,1.61,0.0,3.13,1.59,3.21,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0
hsa-miR-1275,4.83,10.08,6.05,3.06,8.1,11.4,1.59,9.57,4.85,3.24,1.63,4.81,1.06,0.0,0.0,0.0,0.0,0.0,1.07,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,6.57,1.61,9.61,3.24,4.93,9.83,11.41,3.2,1.61,6.29,3.13,3.17,4.81,6.41,3.16,0.0,0.0,0.0,0.0,0.0,1.36,0.0,1.35
hsa-miR-1276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1278,0.4,0.67,0.86,0.65,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.22,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,62.13,91.38,92.51,75.07,46.98,24.42,31.85,27.12,51.75,37.25,29.37,36.87,35.13,25.88,31.41,39.55,24.55,25.64,31.07,36.89,10.66,15.61,17.46,14.08,24.85,17.99,16.63,20.29,71.87,67.37,61.08,57.68,56.64,59.17,65.53,42.36,30.42,37.12,44.06,45.43,39.65,64.13,51.28,45.88,4.05,2.74,4.0,6.7,0.0,6.82,0.0,5.39
hsa-miR-1284,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,0.67,1.34,0.0,1.31,1.62,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,2.14,2.14,1.07,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,1.63,1.64,0.0,1.6,0.0,1.64,3.28,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,0.67,1.34,1.73,1.53,0.0,0.0,0.0,0.0,1.62,0.0,0.0,1.6,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,0.0,1.16,1.17,0.0,0.0,0.0,0.0,0.0,0.0,4.82,3.2,0.0,0.0,3.28,1.63,1.6,0.0,0.0,0.0,0.0,0.0,0.0,3.16,1.35,1.37,0.0,0.0,0.0,0.0,1.36,0.0
hsa-miR-1287-5p,0.13,0.0,0.0,0.0,0.0,0.0,1.59,1.6,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,1.64,1.64,1.63,0.0,0.0,0.0,0.0,0.0,3.21,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1290,0.13,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1291,8.72,14.78,14.7,7.64,34.02,27.68,31.85,38.29,17.79,21.05,22.84,28.86,2.13,2.16,4.19,0.0,3.2,1.07,0.0,2.11,0.0,1.2,2.33,0.0,0.0,0.0,0.0,0.0,22.87,47.65,30.54,27.24,27.51,34.51,31.13,48.88,30.42,32.28,33.05,28.2,39.65,43.29,20.83,22.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,0.54,0.67,0.0,0.44,0.0,1.63,1.59,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,1.04,1.07,0.0,1.07,1.05,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,1.59,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.54,0.67,0.0,0.22,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,0.0,0.0,1.62,1.63,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,1.64,1.61,0.0,1.62,4.93,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.13,0.0,0.86,0.44,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,7.25,11.42,6.92,10.04,8.1,8.14,15.92,6.38,11.32,9.72,9.79,20.84,2.13,7.55,3.14,10.41,7.47,8.55,7.5,11.59,3.55,1.2,0.0,0.0,0.0,1.2,0.0,1.19,13.07,31.22,12.86,27.24,27.51,24.65,24.57,24.44,33.62,20.98,17.31,32.9,19.03,14.43,12.82,6.33,1.35,2.74,0.0,2.68,6.76,0.0,4.08,5.39
hsa-miR-1303,0.27,0.0,0.0,0.44,0.0,1.63,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.13,1.34,0.86,0.22,1.62,1.63,0.0,0.0,1.62,1.62,1.63,1.6,1.06,1.08,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,3.2,3.24,1.64,0.0,4.89,3.2,1.61,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.13,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,0.13,0.0,0.0,0.22,0.0,0.0,1.59,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,1.04,0.0,1.07,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,0.0,0.0,0.0,1.64,0.0,0.0,0.0,3.23,1.57,1.57,0.0,0.0,0.0,0.0,0.0,1.37,0.0,1.34,0.0,0.0,1.36,0.0
hsa-miR-1307-3p,30.46,25.53,38.91,30.33,56.7,56.98,46.18,46.26,45.29,46.96,44.06,35.27,78.78,63.62,84.82,63.49,80.07,59.84,77.13,77.99,13.02,4.8,5.82,5.87,7.1,0.0,7.13,2.39,52.27,62.44,80.36,59.29,76.06,55.88,78.63,61.91,51.23,46.8,51.93,43.86,60.26,56.12,54.48,60.12,54.02,52.06,45.3,54.92,40.57,42.29,52.99,40.46
hsa-miR-1307-5p,1.74,1.34,1.73,0.44,0.0,1.63,1.59,0.0,3.23,1.62,3.26,0.0,0.0,0.0,1.05,0.0,1.07,2.14,2.14,1.05,0.0,2.4,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,3.21,0.0,1.62,1.64,4.91,0.0,0.0,1.61,0.0,0.0,0.0,1.6,3.2,1.58,4.05,1.37,0.0,0.0,1.35,0.0,0.0,0.0
hsa-miR-130a-3p,0.13,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,0.4,0.0,2.59,1.75,1.62,1.63,6.37,3.19,1.62,0.0,3.26,3.21,1.06,0.0,1.05,0.0,1.07,0.0,1.07,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,2.39,4.9,3.29,3.21,8.01,8.09,3.29,6.55,4.89,3.2,6.46,1.57,1.57,4.76,4.81,4.81,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-5p,2.15,4.03,2.59,3.06,4.86,8.14,6.37,12.76,4.85,6.48,4.9,8.02,8.52,5.39,6.28,7.29,7.47,11.75,8.57,2.11,1.18,0.0,0.0,0.0,1.18,0.0,0.0,2.39,9.8,4.93,4.82,6.41,1.62,1.64,4.91,8.15,3.2,3.23,7.87,3.13,3.17,11.22,3.2,0.0,2.7,10.96,4.0,1.34,2.7,5.46,2.72,0.0
hsa-miR-132-3p,3.22,12.77,2.59,9.82,25.92,27.68,27.07,30.31,29.11,34.01,26.11,32.06,2.13,2.16,0.0,3.12,3.2,4.27,3.21,3.16,1.18,0.0,1.16,0.0,0.0,1.2,0.0,0.0,45.74,41.08,30.54,28.84,30.75,27.94,37.68,26.07,20.81,16.14,22.03,15.66,17.44,27.26,14.42,22.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-5p,1.48,4.03,0.86,2.18,1.62,0.0,1.59,1.6,0.0,1.62,1.63,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,4.81,3.24,0.0,3.28,0.0,3.2,0.0,0.0,0.0,1.59,0.0,1.6,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1343-3p,0.13,0.0,0.0,0.0,0.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,1.6,1.6,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-3p,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,0.0,1.34,0.0,0.44,0.0,0.0,0.0,0.0,0.0,1.62,1.63,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.62,0.0,0.0,1.63,1.6,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-137-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-5p,0.13,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,3.2,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-140-3p,142.91,179.4,178.97,196.83,212.22,193.75,210.2,229.72,203.78,221.86,207.23,174.75,63.88,49.6,51.31,45.8,59.78,45.95,49.28,54.81,34.33,25.22,20.95,21.12,23.66,17.99,19.0,11.93,169.88,175.82,212.16,189.07,192.57,177.5,180.2,193.89,142.49,125.89,146.35,142.55,126.87,147.51,123.39,164.54,0.0,6.85,10.66,5.36,4.06,6.82,5.44,9.44
hsa-miR-140-5p,3.22,2.02,3.46,2.18,6.48,4.88,4.78,9.57,3.23,8.1,9.79,3.21,6.39,1.08,3.14,2.08,1.07,1.07,2.14,1.05,0.0,1.2,0.0,1.17,1.18,2.4,0.0,0.0,9.8,8.22,3.21,3.2,4.85,3.29,3.28,6.52,1.6,3.23,3.15,1.57,3.17,3.21,4.81,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
