miRNA,SRR16297783,SRR16297784,SRR16297785,SRR16297786,SRR16297787,SRR16297788,SRR16297789,SRR16297790,SRR16297791,SRR16297792,SRR16297793,SRR16297794,SRR16297795,SRR16297796,SRR16297797,SRR16297798,SRR16297799,SRR16297800,SRR16297801,SRR16297802,SRR16297803
hsa-let-7i-3p,70.45,98.14,84.81,57.5,83.88,134.47,69.4,75.9,80.95,109.55,110.64,75.01,56.39,37.95,84.05,126.34,64.18,49.13,53.64,83.01,42.92
hsa-let-7i-5p,11348.14,9553.67,14432.87,10722.17,12584.51,8913.52,8348.46,7537.56,7125.37,7930.86,7782.1,7518.8,9337.92,4087.19,11547.18,10034.15,9067.75,10674.62,6160.14,13320.37,6620.58
hsa-miR-1-3p,40.61,54.29,188.93,210.98,209.46,95.04,84.72,33.61,29.56,51.81,36.45,133.97,118.9,47.3,137.11,118.25,104.51,127.83,33.45,730.85,121.06
hsa-miR-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,2.0,0.0,0.0,0.0,0.63,0.0
hsa-miR-100-5p,301.21,367.54,230.87,331.42,362.27,335.2,291.77,133.95,217.29,219.72,361.74,182.27,242.7,231.4,234.96,265.28,734.16,273.46,230.38,123.98,198.52
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.51,0.0,0.71,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.58,0.0,0.0
hsa-miR-101-3p,5257.77,3622.69,3180.84,3406.97,4943.59,1799.34,3659.24,2513.41,4576.26,2266.56,4198.69,2869.5,1007.5,1061.73,1780.38,1744.79,1716.27,2040.4,3831.13,2863.72,1783.33
hsa-miR-101-5p,19.9,7.11,11.73,4.11,11.04,6.78,14.62,12.98,9.19,23.78,18.13,6.55,8.29,8.31,8.46,11.91,4.53,8.54,12.69,4.47,2.38
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.37,2.52,0.0,0.0,0.0,0.34,0.0
hsa-miR-10395-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0
hsa-miR-10396a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.62
hsa-miR-10396b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0
hsa-miR-10397-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,5.33,0.63,0.05,0.0,0.87,0.0,0.0,0.23,0.0,0.51,0.0,0.68,0.0,0.0,1.48,0.48,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,7.51,8.67,5.03,7.47,7.05,5.9,1.32,4.49,8.8,3.84,7.97,11.51,5.14,3.12,9.47,9.13,4.11,13.53,6.34,6.93,5.38
hsa-miR-10399-5p,1.25,0.0,0.58,1.07,0.1,0.0,0.0,0.06,0.23,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.48,0.0
hsa-miR-103a-2-5p,2.0,0.0,6.39,1.76,0.0,7.73,0.0,1.9,1.81,0.0,7.59,2.02,0.0,2.17,0.92,1.3,5.37,4.27,7.38,7.34,0.83
hsa-miR-103a-3p,12416.39,14810.54,311.23,5571.27,5090.03,99.56,10921.09,9380.77,6346.03,2823.58,9583.96,10919.41,14416.58,5126.64,15273.83,14628.75,15169.47,20326.17,153.55,993.11,12946.9
hsa-miR-10401-3p,3.82,0.92,1.41,0.85,0.71,8.45,0.15,3.61,2.03,5.51,2.44,2.27,4.95,15.01,6.07,6.52,1.27,6.77,0.81,0.93,4.04
hsa-miR-10401-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.12,0.0,0.0,0.04,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.25,0.0,0.0,0.75,0.57,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
hsa-miR-106a-3p,28.22,9.88,11.36,16.92,21.18,18.59,17.02,33.74,21.15,30.47,38.31,13.44,13.49,7.65,8.92,14.0,12.01,10.83,10.27,7.04,8.03
hsa-miR-106a-5p,277.31,170.27,98.52,103.14,183.66,130.68,162.33,131.73,135.04,164.43,163.16,69.47,98.79,47.58,35.22,45.65,68.71,157.81,116.86,59.36,72.13
hsa-miR-106b-3p,2151.51,1448.49,1448.65,1341.93,1883.57,2020.18,878.79,1598.48,1440.56,2201.78,1219.88,1268.35,1201.42,625.56,1390.19,1411.17,1232.19,1066.58,990.14,963.72,1089.04
hsa-miR-106b-5p,1882.15,1137.59,899.91,898.71,1193.45,970.26,1526.79,1452.0,1218.26,1544.49,1580.91,853.07,499.57,515.19,439.85,503.52,612.44,804.88,1294.12,1111.95,676.53
hsa-miR-107,107.43,4110.26,580.83,326.57,365.17,3604.65,1894.23,1783.39,187.45,183.67,109.48,2390.21,757.19,1346.09,323.43,301.36,520.31,617.82,97.02,836.39,378.5
hsa-miR-10a-3p,16.52,19.97,15.6,37.85,22.23,13.12,28.55,25.07,27.98,9.2,32.21,18.06,9.72,12.37,6.25,7.13,11.41,11.03,30.11,16.61,14.45
hsa-miR-10a-5p,2021.49,1752.01,1574.56,3667.71,2447.21,752.33,3085.14,2938.74,3039.24,947.51,3380.27,3454.96,2086.3,1625.26,1863.05,1959.29,1359.88,1194.62,2708.9,1386.72,2089.44
hsa-miR-10b-3p,15.64,34.75,14.4,20.23,14.42,15.96,22.52,24.12,19.46,4.95,25.71,23.77,8.6,22.09,13.61,22.78,5.8,3.64,15.23,10.28,12.74
hsa-miR-10b-5p,4386.18,4242.29,2998.87,7064.54,4696.57,1520.47,6445.18,6577.06,7320.49,2364.53,7413.68,9324.82,4108.42,5172.52,4869.19,4837.7,3312.95,2604.92,4923.94,2726.04,4796.49
hsa-miR-11400,3.13,31.98,1.15,0.64,1.19,0.0,0.0,7.72,9.25,0.07,0.0,0.84,35.9,1.42,0.0,0.0,0.42,3.12,0.69,0.71,0.62
hsa-miR-11401,0.0,1.63,4.03,5.93,0.0,1.6,1.62,3.29,3.27,2.58,3.99,3.86,2.41,3.4,1.01,0.0,2.54,1.98,4.96,4.17,2.49
hsa-miR-1178-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
hsa-miR-1179,2.5,0.0,1.73,1.12,0.48,1.82,0.0,1.08,0.85,1.46,1.35,0.25,0.25,0.0,0.0,0.0,0.42,3.44,0.0,0.34,0.0
hsa-miR-1180-3p,227.06,105.46,79.63,56.27,148.81,102.26,71.34,105.46,114.23,198.25,88.91,52.58,103.06,66.75,176.57,191.2,59.17,44.66,42.91,35.38,73.78
hsa-miR-1180-5p,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,23.71,17.98,65.7,37.53,93.4,13.92,5.42,16.08,12.58,2.3,4.69,13.36,22.28,12.08,26.76,30.43,41.42,68.81,6.0,27.78,46.08
hsa-miR-1185-2-3p,0.0,0.0,2.98,0.32,7.28,0.8,0.0,0.76,0.62,0.0,0.0,0.34,2.04,1.42,2.02,5.13,3.44,2.19,0.0,1.34,1.29
hsa-miR-1185-5p,1.13,0.0,5.18,2.24,3.86,3.43,0.0,1.77,0.0,0.0,0.45,1.18,1.05,1.04,4.05,2.17,4.11,5.31,0.0,2.76,1.4
hsa-miR-1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0
hsa-miR-1197,2.75,3.62,5.13,3.74,11.43,0.0,0.0,4.05,1.07,0.0,0.51,1.01,4.58,0.47,4.6,8.35,3.86,16.24,0.0,3.76,4.25
hsa-miR-12114,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12129,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12133,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.31,2.7,3.14,2.99,4.0,1.68,0.0,2.22,0.11,1.74,0.19,2.77,3.84,2.08,4.97,6.26,1.63,7.7,1.38,6.33,3.94
hsa-miR-122-3p,0.0,0.0,0.42,0.91,1.67,0.0,1.78,0.25,0.45,0.0,3.34,0.0,3.09,2.45,0.0,1.04,34.05,1.56,14.54,0.0,5.44
hsa-miR-122-5p,776.3,611.36,245.84,1340.8,204.84,10.93,655.96,128.06,480.09,69.94,1935.25,1138.07,3467.04,326.85,2.12,522.21,19056.27,471.04,2226.69,225.32,1261.2
hsa-miR-1224-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1225-3p,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,3.19,4.33,2.72,3.68,3.09,3.79,1.16,2.34,1.86,1.32,3.47,0.0,1.67,0.94,3.22,6.43,3.56,6.45,1.04,6.15,2.38
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.16
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.34,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47
hsa-miR-1228-3p,0.0,0.0,0.16,0.8,0.62,0.0,0.0,0.76,0.0,3.35,1.41,0.17,1.86,0.0,0.0,1.57,1.63,0.62,0.0,0.04,0.62
hsa-miR-1228-5p,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.89,1.07,0.67,0.0,0.0,0.0,0.0,0.63,0.58,1.09,0.0,3.87,0.0,2.96,1.45,1.35,0.0,3.84,0.93
hsa-miR-1229-5p,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0
hsa-miR-122b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-1233-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.21
hsa-miR-1234-3p,5.57,0.0,2.36,2.67,1.24,6.34,1.78,1.9,0.62,1.81,0.9,1.01,0.0,0.0,2.02,1.91,3.68,1.56,3.92,1.12,0.98
hsa-miR-1236-5p,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.78,0.0,0.0,0.3,0.0
hsa-miR-1238-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,1.5,2.06,1.26,2.08,1.14,3.06,1.47,0.38,0.0,2.79,0.19,1.01,0.31,3.12,1.38,1.48,0.0,3.44,0.0,0.89,0.0
hsa-miR-1244,0.0,0.14,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
hsa-miR-1246,0.63,0.14,0.21,2.88,0.62,1.68,1.32,2.53,2.37,1.88,0.84,5.71,1.67,1.42,0.28,5.39,1.03,4.68,6.58,0.74,2.49
hsa-miR-1247-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0
hsa-miR-1247-5p,1.63,1.63,0.99,0.32,2.14,0.95,10.06,0.38,2.03,1.6,0.64,1.26,2.41,2.17,1.75,0.17,0.78,2.29,3.35,0.3,1.04
hsa-miR-1248,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,2.06,11.73,5.86,3.52,2.62,15.16,1.7,1.2,3.33,12.06,3.34,5.04,7.49,2.17,9.01,9.74,6.1,15.3,1.15,8.94,10.72
hsa-miR-1249-5p,0.0,1.71,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,4.05,7.64,1.98,1.38,5.17,5.18,0.25,0.45,4.11,0.26,3.86,4.27,0.76,4.6,2.43,2.54,3.12,0.81,5.36,3.42
hsa-miR-1251-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1252-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,0.0,0.0,0.84,0.53,3.57,0.0,4.95,1.52,0.9,0.7,0.71,0.0,0.0,0.0,1.47,0.0,0.18,7.91,0.0,4.21,0.0
hsa-miR-1255b-2-3p,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,25.65,2.35,10.05,2.56,13.42,9.91,4.72,9.62,9.7,19.04,5.46,5.12,1.42,2.64,6.35,5.04,10.32,1.77,4.04,2.9,4.87
hsa-miR-1256,0.0,0.0,0.1,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.86,0.0
hsa-miR-1258,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,21.77,27.36,16.28,16.76,17.47,8.67,22.21,13.04,19.01,17.22,19.16,16.21,10.03,9.16,30.62,11.65,6.82,11.45,13.27,7.56,15.07
hsa-miR-125a-5p,6812.05,6281.25,4018.19,7444.5,5274.21,1585.27,7783.72,5557.74,6937.41,2288.94,7678.86,7417.92,4687.28,1812.1,4135.06,5387.65,3756.88,3315.8,4824.15,2743.06,4284.2
hsa-miR-125b-1-3p,0.0,0.78,0.47,1.07,0.0,1.09,0.08,0.0,0.45,1.05,0.13,0.76,0.8,0.0,0.37,0.09,1.39,0.0,6.0,0.11,0.93
hsa-miR-125b-2-3p,0.25,2.13,0.21,0.96,1.05,1.9,2.86,0.57,1.18,0.0,1.16,2.44,1.36,0.38,0.0,0.0,3.08,0.0,1.5,0.6,0.41
hsa-miR-125b-5p,1117.99,1906.64,389.75,1320.62,1526.39,721.5,1886.49,798.32,1499.74,945.21,1398.41,1030.05,1204.52,1221.47,819.2,1284.4,1343.4,882.12,1185.33,368.29,926.1
hsa-miR-126-3p,16846.86,18035.2,17080.15,27850.14,19789.61,9835.53,23994.75,24150.46,24098.22,9974.77,30169.57,28263.74,13221.78,13944.6,14302.63,14161.83,12742.1,15627.76,15992.34,19854.0,16091.21
hsa-miR-126-5p,5163.35,4788.77,5209.91,9553.91,5917.58,3306.25,8650.29,8371.59,7231.7,2946.93,9194.84,8505.85,5975.11,4552.63,4751.11,4431.92,4546.46,5918.33,6626.78,7843.04,5031.56
hsa-miR-1260a,0.06,0.07,0.21,0.21,0.0,0.07,0.08,0.0,0.11,0.07,0.06,0.0,0.06,0.0,0.09,0.0,0.06,0.0,0.0,0.15,0.05
hsa-miR-1260b,3.07,9.17,6.91,13.83,3.19,11.22,8.36,2.22,6.32,8.72,2.83,6.72,11.33,2.45,14.53,13.04,10.26,14.05,2.65,21.0,13.57
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.83,0.0,0.0,0.0
hsa-miR-1264,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.74,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.26
hsa-miR-1266-5p,0.0,0.07,0.16,0.37,0.0,0.0,1.16,0.82,0.0,0.0,0.58,0.0,0.0,0.94,1.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1267,0.0,0.0,0.47,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.51,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,37.24,12.77,0.05,7.52,55.1,1.86,15.57,0.73,3.14,0.71,14.62,0.0,0.0,0.09,20.43,3.44,8.74,2.31,5.88,0.16
hsa-miR-1268b,4.76,3.77,1.47,12.44,0.29,1.97,1.32,0.76,33.68,34.73,21.86,0.59,6.81,12.93,17.2,0.09,0.6,1.25,0.12,0.22,16.67
hsa-miR-1269a,0.0,0.0,0.0,3.42,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.12,0.0,0.0
hsa-miR-1269b,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,70.39,203.03,392.89,154.29,449.91,604.44,51.3,89.64,99.11,66.59,43.46,87.86,182.78,90.44,344.4,325.53,212.22,151.46,37.72,88.26,207.89
hsa-miR-127-5p,2.32,11.3,19.27,6.14,25.61,13.56,1.01,3.61,2.14,2.79,1.41,1.09,6.99,3.3,12.14,4.26,12.92,21.96,6.92,7.04,18.12
hsa-miR-1270,6.63,3.91,11.36,1.12,4.28,2.77,2.71,9.94,4.96,8.09,6.56,7.14,4.95,1.23,4.6,4.78,4.53,0.0,2.19,7.26,2.07
hsa-miR-1271-3p,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,17.14,59.2,44.34,32.09,33.37,15.23,5.57,18.23,16.81,5.02,15.81,28.05,33.05,5.0,16.19,20.35,14.61,32.69,14.65,40.82,27.7
hsa-miR-1273c,1.69,3.2,3.87,4.22,4.86,8.6,2.01,3.67,2.76,1.95,2.51,2.44,2.85,0.66,5.15,7.22,5.8,6.25,1.38,3.72,4.87
hsa-miR-1273h-3p,4.57,17.77,21.78,15.16,13.85,36.73,1.08,5.7,4.01,9.76,4.31,12.1,17.39,10.48,20.23,41.3,20.35,15.41,2.54,27.67,13.1
hsa-miR-1273h-5p,3.32,24.16,21.83,9.4,10.09,14.5,0.0,4.56,3.38,11.44,4.95,9.58,13.99,7.84,20.88,18.35,9.66,12.18,3.11,14.0,11.81
hsa-miR-1275,0.44,2.27,0.73,0.21,0.57,2.84,0.62,1.08,1.47,4.95,1.35,4.2,0.12,0.76,0.09,0.0,0.66,0.1,0.23,0.15,0.36
hsa-miR-1276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67
hsa-miR-1277-3p,12.64,20.11,16.23,15.27,20.33,8.82,16.25,10.82,7.95,10.25,14.46,15.29,9.28,8.02,13.15,10.87,19.14,33.0,11.07,35.98,7.56
hsa-miR-1277-5p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
hsa-miR-1278,0.63,0.0,0.16,0.59,0.1,0.0,0.0,0.76,1.64,0.0,0.96,0.0,0.8,0.38,0.0,0.0,1.09,0.0,0.92,1.19,0.0
hsa-miR-128-1-5p,1.75,4.26,2.41,1.55,2.9,6.63,1.86,3.23,0.73,0.0,0.9,3.36,3.84,1.04,4.97,5.3,5.86,2.5,0.0,5.29,3.11
hsa-miR-128-3p,680.19,655.56,928.44,1107.4,1129.13,459.25,545.01,679.56,589.24,530.45,630.64,865.08,1078.74,419.46,1146.49,1119.02,1098.58,1294.86,469.63,1559.34,864.85
hsa-miR-1283,2.44,0.85,1.05,2.35,0.9,2.04,0.39,2.66,4.57,1.12,12.02,2.52,0.0,0.09,0.0,2.09,0.72,0.0,0.0,1.94,1.14
hsa-miR-1284,8.95,5.61,4.87,4.86,6.9,2.41,4.72,7.22,5.02,8.16,4.24,7.06,7.06,3.68,6.07,8.78,3.26,2.81,5.54,3.28,4.14
hsa-miR-1285-3p,38.54,18.19,35.6,17.83,52.94,39.14,15.55,37.16,35.88,59.76,43.2,23.35,28.47,13.88,38.35,35.13,24.81,14.68,34.61,21.12,20.14
