miRNA,SRR22254414,SRR22254415,SRR22254416,SRR22254417,SRR22254418,SRR22254419,SRR22254420,SRR22254421,SRR22254422,SRR22254423,SRR22254424,SRR22254425,SRR22254426,SRR22254427,SRR22254428,SRR22254429,SRR22254430
hsa-miR-10398-3p,0.04,0.1,0.0,0.1,0.1,0.0,0.0,0.07,0.0,0.0,0.21,0.3,0.21,0.16,0.11,0.12,0.0
hsa-miR-10399-3p,1.66,2.15,2.97,3.95,1.55,1.6,3.91,2.6,2.73,2.19,4.13,1.88,2.54,1.95,2.11,2.31,2.04
hsa-miR-10399-5p,0.31,0.37,0.24,0.43,0.2,0.15,0.41,0.34,0.29,0.17,0.5,0.23,0.0,0.32,0.11,0.24,0.48
hsa-miR-103a-1-5p,0.04,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.09,0.05,0.29,0.39,0.2,0.08,0.08,0.0,0.08,0.06,0.0,0.0,0.07,0.37,0.11,0.3,0.0
hsa-miR-103a-3p,725.98,205.29,194.39,375.68,255.38,898.81,776.97,8.83,1430.08,665.03,1098.39,192.45,199.03,1172.93,690.04,864.23,586.81
hsa-miR-10401-3p,0.36,0.16,0.58,0.48,0.2,0.23,0.33,0.27,0.21,0.35,1.07,0.68,1.23,0.21,0.21,0.3,0.38
hsa-miR-10401-5p,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
hsa-miR-10522-5p,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.45,0.21,0.49,0.48,0.75,0.38,0.41,0.21,0.55,0.29,0.85,0.3,0.34,0.32,0.11,0.24,0.38
hsa-miR-106a-3p,3.1,1.83,3.26,8.25,8.17,1.52,2.2,3.15,3.57,1.96,1.99,1.13,0.96,4.01,1.59,2.0,3.49
hsa-miR-106a-5p,123.6,48.04,78.59,106.58,107.27,47.33,38.76,66.35,104.6,62.41,71.99,55.14,52.06,91.44,68.79,85.78,69.84
hsa-miR-106b-3p,66.45,72.06,81.46,88.54,69.27,45.21,67.25,58.88,96.58,80.6,105.6,70.73,94.37,67.14,65.57,79.28,40.16
hsa-miR-106b-5p,68.57,35.32,41.29,107.78,119.1,28.64,40.22,47.45,56.71,33.8,31.55,25.01,22.29,82.15,42.43,32.2,64.42
hsa-miR-107,17.18,62.17,381.38,941.65,8.87,6.91,8.22,46.7,15.74,416.14,84.74,453.21,423.09,908.16,322.3,284.19,6.87
hsa-miR-10a-3p,17.53,28.1,20.18,12.3,9.47,3.87,14.9,1.1,22.88,22.74,21.01,2.11,13.17,0.79,1.74,0.85,0.21
hsa-miR-10a-5p,20194.76,38485.71,30152.61,10220.41,9592.34,6140.66,14903.78,2259.4,28517.7,33911.0,26028.56,7934.37,28108.15,1046.67,2174.28,1665.15,260.53
hsa-miR-10b-3p,11.87,9.26,5.84,4.48,5.16,3.72,5.29,2.4,7.47,6.91,4.41,3.16,7.41,3.75,1.59,3.1,3.22
hsa-miR-10b-5p,99554.9,89405.9,75807.93,49373.49,57647.72,31086.44,52683.18,27622.72,82197.64,94953.74,41329.33,29874.32,97736.75,48071.01,14028.04,44822.24,45750.78
hsa-miR-11399,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
hsa-miR-11401,0.0,0.1,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.06,0.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179,0.0,0.05,0.0,0.0,0.05,0.08,0.08,0.0,0.04,0.17,0.0,0.0,0.14,0.11,0.05,0.06,0.0
hsa-miR-1180-3p,7.19,9.05,9.48,6.41,5.06,5.62,6.68,5.89,9.19,11.57,17.23,7.91,13.24,5.34,5.07,4.62,2.15
hsa-miR-1180-5p,0.0,0.0,0.1,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.21,0.0,0.0,0.0,0.0,0.12,0.05
hsa-miR-1181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.18,0.37,0.1,0.24,0.3,0.0,0.33,0.0,0.17,0.86,0.36,0.0,0.14,0.05,0.11,0.06,0.0
hsa-miR-1185-2-3p,0.13,0.26,0.05,0.05,0.0,0.0,0.16,0.0,0.13,0.06,0.28,0.0,0.0,0.0,0.0,0.06,0.0
hsa-miR-1185-5p,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.06,0.21,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1193,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.09,0.52,0.1,0.0,0.0,0.0,0.08,0.0,0.04,0.29,0.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1199-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1199-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1202,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12113,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
hsa-miR-12119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0
hsa-miR-12124,0.04,0.0,0.29,0.0,0.0,0.0,0.16,0.0,0.0,0.06,0.57,0.3,0.14,0.0,0.0,0.0,0.0
hsa-miR-12127,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0
hsa-miR-12132,0.04,0.0,0.0,0.05,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
hsa-miR-12133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.04,0.0,0.1,0.29,0.1,0.15,0.0,0.07,0.04,0.0,0.0,0.0,0.34,0.0,0.05,0.06,0.27
hsa-miR-122-3p,0.04,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,0.04,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
hsa-miR-1224-3p,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.07,0.0,0.0,0.0,0.05
hsa-miR-1224-5p,0.0,0.05,0.05,0.24,0.05,0.0,0.0,0.0,0.04,0.06,0.0,0.08,0.41,0.0,0.0,0.0,0.05
hsa-miR-1225-3p,0.04,0.0,0.0,0.0,0.0,0.08,0.0,0.14,0.13,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.36,0.31,0.53,0.58,0.35,0.53,0.49,0.07,0.42,0.58,0.93,0.08,0.89,0.58,0.74,0.85,0.38
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
hsa-miR-1229-3p,0.0,0.05,0.05,0.0,0.0,0.08,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-3p,0.36,0.1,0.05,0.0,0.0,0.0,0.0,0.07,0.38,0.06,0.14,0.08,0.0,0.0,0.0,0.0,0.05
hsa-miR-1233-5p,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
hsa-miR-1234-3p,0.27,0.05,0.1,0.34,0.1,0.0,0.08,0.14,0.13,0.23,0.07,0.15,0.14,0.16,0.16,0.18,0.0
hsa-miR-1236-3p,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.05,0.05,0.15,0.16,0.07,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.06,0.0
hsa-miR-1238-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.05
hsa-miR-124-3p,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.05,0.0,0.0,0.0
hsa-miR-1243,0.0,0.05,0.0,0.0,0.05,0.08,0.0,0.0,0.0,0.06,0.0,0.0,0.14,0.0,0.0,0.0,0.0
hsa-miR-1244,0.13,0.05,0.44,0.1,0.2,0.08,0.16,0.07,0.38,0.23,0.43,0.08,0.41,0.16,0.0,0.55,0.0
hsa-miR-1246,0.13,0.1,0.24,0.0,0.05,0.0,0.08,0.0,0.29,0.35,0.57,0.23,0.07,0.0,0.0,0.0,0.0
hsa-miR-1247-5p,0.09,0.0,0.15,0.0,0.0,0.0,0.16,0.14,0.04,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,0.05,0.14,0.05,0.0,0.0,0.14,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.05
hsa-miR-1249-3p,0.4,0.63,0.58,0.72,0.95,0.38,1.63,1.1,0.59,0.75,1.42,0.98,1.23,0.85,0.42,0.43,0.59
hsa-miR-1249-5p,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
hsa-miR-1250-3p,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.13,0.0,0.0,0.23,0.34,0.0,0.0,0.06,0.05
hsa-miR-1251-3p,0.04,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.0
hsa-miR-1251-5p,5.53,6.49,8.46,7.52,7.22,0.76,5.86,0.82,3.48,7.95,9.68,3.16,3.91,3.28,3.38,2.61,2.31
hsa-miR-1252-3p,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1252-5p,0.18,0.16,0.44,0.53,0.3,0.0,0.16,0.07,0.17,0.06,0.07,0.15,0.14,0.26,0.11,0.36,0.16
hsa-miR-1255a,1.44,1.2,3.02,5.69,2.16,0.0,0.98,1.57,1.6,2.94,0.0,3.77,2.33,3.22,3.28,4.31,1.61
hsa-miR-1255b-5p,0.31,0.0,0.19,0.1,0.3,0.0,0.24,0.07,0.17,0.06,0.07,0.08,0.0,0.0,0.16,0.12,0.0
hsa-miR-1256,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.08,0.0,0.11,0.0,0.06,0.0
hsa-miR-125a-3p,8.63,6.8,8.07,9.11,6.57,7.83,6.35,3.36,10.66,6.68,9.4,5.57,5.35,6.18,7.45,5.77,4.19
hsa-miR-125a-5p,874.22,874.49,1018.53,1214.85,777.83,803.01,944.94,663.0,942.63,987.5,1252.76,945.22,1384.02,1139.86,832.54,892.36,674.64
hsa-miR-125b-1-3p,14.39,18.05,17.75,9.45,3.96,1.14,6.19,1.51,16.5,19.4,21.93,5.65,7.27,1.32,1.16,1.15,1.23
hsa-miR-125b-2-3p,23.06,25.33,25.78,31.39,20.3,22.34,31.26,10.2,24.18,19.57,43.22,21.09,28.6,26.78,25.26,22.05,11.11
hsa-miR-125b-5p,675.18,610.22,657.33,657.51,360.54,643.91,634.41,260.12,615.98,468.53,828.72,570.19,825.41,638.58,418.15,411.82,266.81
hsa-miR-126-3p,16.01,10.05,13.57,18.42,10.28,5.39,10.99,4.86,15.99,11.34,13.1,6.03,7.0,9.51,9.99,10.08,10.95
hsa-miR-126-5p,143.02,79.18,90.6,158.23,110.52,48.17,68.07,56.15,145.53,84.75,75.48,17.85,17.9,87.64,70.43,66.34,95.93
hsa-miR-1260a,0.31,0.16,0.29,0.19,0.35,0.3,0.41,0.34,0.08,0.69,0.64,0.68,0.62,0.63,0.26,0.55,0.64
hsa-miR-1260b,41.63,10.62,33.65,20.93,23.41,28.42,32.97,23.01,16.2,26.6,40.02,25.91,46.64,22.72,38.78,32.2,22.98
hsa-miR-1262,0.9,0.52,0.63,0.77,0.6,0.23,0.65,0.55,0.97,1.04,0.43,0.68,0.62,0.37,0.37,0.61,0.38
hsa-miR-1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
hsa-miR-1266-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
hsa-miR-1266-5p,0.45,0.94,0.83,0.77,0.7,0.46,1.38,0.75,1.22,1.32,0.93,0.83,2.13,0.42,0.74,0.91,0.59
hsa-miR-1267,0.0,0.21,0.05,0.19,0.0,0.08,0.0,0.0,0.17,0.0,0.0,0.0,0.07,0.16,0.16,0.06,0.05
hsa-miR-1268a,0.85,0.84,2.82,0.05,2.61,0.08,2.2,0.0,0.34,0.06,0.07,0.9,2.4,2.01,0.11,0.3,3.54
hsa-miR-1268b,0.13,0.1,0.44,2.03,0.65,0.76,0.0,2.53,1.01,3.45,3.99,6.33,0.55,0.21,1.43,1.52,0.38
hsa-miR-1269a,0.0,0.05,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.37,0.24,0.11
hsa-miR-1269b,0.0,0.1,0.0,0.0,0.1,0.23,0.0,0.34,0.04,1.38,0.07,0.38,0.0,0.0,0.32,0.24,0.0
hsa-miR-127-3p,40.46,347.52,79.66,66.36,48.22,8.89,132.47,11.64,88.94,276.35,386.38,19.28,388.12,3.28,26.84,36.27,0.64
hsa-miR-127-5p,0.09,1.05,0.15,0.24,0.4,0.0,0.24,0.0,0.04,0.69,1.07,0.0,0.96,0.05,0.26,0.0,0.0
hsa-miR-1270,1.53,1.36,0.83,1.64,1.55,0.53,0.98,0.62,1.55,1.04,0.71,1.96,5.69,1.74,0.85,0.91,0.38
hsa-miR-1271-5p,0.09,0.05,0.05,0.05,0.0,0.0,0.08,0.0,0.0,0.12,0.21,0.0,0.07,0.21,0.05,0.06,0.0
hsa-miR-1273c,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-1273h-3p,0.04,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-5p,0.0,0.0,0.1,0.05,0.05,0.0,0.16,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.0,0.06,0.0
hsa-miR-1275,9.98,8.63,13.52,5.88,5.31,10.11,10.01,10.89,17.38,10.59,21.58,18.3,21.4,7.87,6.39,10.21,11.86
hsa-miR-1276,0.27,0.37,0.53,0.39,0.2,0.23,0.0,0.07,0.59,0.58,0.36,0.08,0.07,0.32,0.53,0.12,0.05
hsa-miR-1277-3p,0.31,0.21,0.39,2.7,3.41,0.08,0.16,0.41,0.17,0.23,0.0,0.0,0.0,1.16,0.42,0.12,1.02
hsa-miR-1278,0.27,0.1,0.34,0.53,0.3,0.08,0.08,0.07,0.25,0.0,0.07,0.0,0.0,0.16,0.21,0.06,0.21
hsa-miR-128-1-5p,4.0,3.24,3.94,4.53,3.01,3.42,3.99,3.42,3.82,5.64,6.48,4.44,5.35,3.65,4.54,2.61,1.72
hsa-miR-128-3p,82.55,70.91,71.0,114.97,108.27,39.66,88.09,59.84,75.01,73.29,85.09,55.21,62.07,105.76,72.23,73.39,57.49
hsa-miR-1283,1.17,0.42,1.8,0.39,0.2,0.3,0.08,0.21,2.52,0.06,1.14,0.15,0.21,0.11,0.05,0.06,0.05
hsa-miR-1284,0.18,0.16,0.19,0.19,0.25,0.3,0.33,0.0,0.55,0.23,0.07,0.15,0.27,0.37,0.32,0.06,0.11
hsa-miR-1285-3p,4.45,3.72,5.01,7.14,7.37,3.34,7.49,5.61,4.49,6.33,7.48,3.92,4.46,7.18,5.18,5.65,5.8
hsa-miR-1285-5p,0.81,0.84,1.17,1.11,0.8,1.22,0.73,0.75,0.59,0.81,1.92,1.05,1.17,0.58,0.53,0.73,0.32
hsa-miR-1286,0.09,0.05,0.05,0.24,0.1,0.0,0.0,0.0,0.13,0.0,0.14,0.15,0.14,0.05,0.16,0.0,0.05
hsa-miR-1287-3p,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.24,0.0
hsa-miR-1287-5p,2.43,4.29,5.06,3.23,5.56,2.74,3.18,2.12,3.48,2.36,6.69,6.93,4.18,3.96,3.43,2.86,2.63
hsa-miR-1288-3p,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1289,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-1-3p,0.27,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.13,0.0,0.43,0.0,0.07,0.0,0.0,0.0,0.0
hsa-miR-129-2-3p,0.09,0.16,0.39,0.05,0.0,0.0,0.0,0.07,0.34,0.06,0.36,0.15,0.0,0.05,0.21,0.18,0.05
hsa-miR-129-5p,1.62,0.84,1.56,0.14,0.1,0.0,0.24,0.14,0.97,0.52,1.35,0.15,0.07,0.16,0.05,0.06,0.05
hsa-miR-1291,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.0
hsa-miR-1292-3p,0.0,0.1,0.05,0.14,0.0,0.15,0.08,0.14,0.08,0.0,0.0,0.23,0.21,0.05,0.05,0.0,0.05
hsa-miR-1292-5p,0.27,0.0,0.0,0.1,0.05,0.08,0.16,0.07,0.04,0.0,0.14,0.0,0.0,0.16,0.05,0.12,0.05
hsa-miR-1294,0.09,0.05,0.1,0.1,0.1,0.0,0.0,0.07,0.08,0.06,0.07,0.08,0.07,0.11,0.05,0.0,0.0
hsa-miR-1295a,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.14,0.0,0.07,0.0,0.0,0.06,0.0
hsa-miR-1296-3p,0.54,0.16,0.15,0.92,0.95,0.23,0.24,0.27,0.67,0.17,0.28,0.68,0.41,0.9,0.48,0.67,0.32
hsa-miR-1296-5p,32.1,21.66,22.42,32.02,38.09,17.25,22.23,18.62,26.23,26.43,27.42,23.5,25.1,29.37,19.92,32.68,30.6
hsa-miR-1297,0.0,0.0,0.0,0.0,0.4,0.0,0.08,0.0,0.0,0.0,0.14,0.0,0.0,0.05,0.05,0.0,0.05
hsa-miR-1298-3p,0.04,0.0,0.0,0.05,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.34,0.05,0.0,0.12,0.0
hsa-miR-1298-5p,0.09,0.0,0.58,0.82,0.2,2.13,0.73,0.07,0.25,0.58,0.0,0.45,0.55,0.53,0.63,0.18,0.0
hsa-miR-1299,9.4,0.0,14.98,9.89,0.25,0.99,7.98,4.66,1.34,0.0,2.35,3.77,1.3,5.18,4.86,0.49,0.11
hsa-miR-1301-3p,1.53,2.35,1.26,1.4,1.2,0.76,2.44,0.34,1.85,1.67,1.99,1.43,1.92,1.11,1.11,1.7,0.21
