miRNA,SRR4103521,SRR4103522,SRR4103523,SRR4103524,SRR4103525,SRR4103533,SRR4103534,SRR4103535,SRR4103536,SRR4103537,SRR4103538,SRR4103539,SRR4103540,SRR4103581,SRR4103582,SRR4103606,SRR4103647,SRR4103648,SRR4103649,SRR4103651,SRR4103652,SRR4103653
hsa-miR-103a-1-5p,0.0,0.0,0.0,0.0,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,194.22,0.0,0.0,11.05,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,17.11,8.28,0.0,0.0,0.0
hsa-miR-103a-3p,4965.33,1057.08,20.0,265.58,40110.57,1041.19,0.0,14259.59,4208.66,0.0,0.0,871.46,1183.43,1141.55,0.0,0.0,7544.0,475.03,8494.27,0.0,0.0,0.0
hsa-miR-10401-3p,0.0,0.0,15.0,37.94,8.52,0.0,0.0,9.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,7.04,3.55,0.0,0.0,0.0
hsa-miR-105-3p,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.29,14.09,13.01,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,16.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,1.01,3.55,0.0,0.0,0.0
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.64,18.12,30.74,0.0,0.0,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,0.0,49.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.19,965.16,924.63,0.0,0.0,0.0
hsa-miR-106b-3p,171.22,126.85,0.0,0.0,800.68,0.0,0.0,225.82,26.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.02,299.91,322.79,0.0,0.0,0.0
hsa-miR-106b-5p,513.65,747.0,5.0,0.0,934.67,50.38,0.0,1419.64,402.1,0.0,0.0,871.46,0.0,1141.55,0.0,0.0,886.02,836.34,863.14,0.0,0.0,0.0
hsa-miR-107,2140.23,84.57,109.97,0.0,773.95,0.0,20.31,230.55,13.4,0.0,0.0,871.46,2366.86,1141.55,5040.32,0.0,104.72,109.7,109.96,0.0,10.23,8.48
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,0.29,0.0,0.0,3.16,0.0,1387.6,0.0,1307.19,0.0,0.0,0.0,0.0,302.87,270.73,345.26,0.0,0.0,0.0
hsa-miR-10a-5p,0.0,845.67,0.0,0.0,41.14,0.0,0.0,64.74,107.23,12488.44,7168.46,15686.27,0.0,0.0,0.0,0.0,13962.77,13902.74,15106.17,0.0,3.41,0.0
hsa-miR-10b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0
hsa-miR-10b-5p,0.0,14.09,0.0,0.0,23.21,0.0,0.0,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2467.1,2356.04,2647.36,0.0,0.0,0.0
hsa-miR-1179,0.0,42.28,0.0,0.0,1.76,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,0.0,14.09,0.0,0.0,107.84,0.0,0.0,53.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.21,9.06,16.55,0.0,0.0,0.0
hsa-miR-1180-5p,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,6.04,4.73,0.0,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,2.06,0.0,0.0,1.58,26.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.37,2.01,4.73,0.0,0.0,0.0
hsa-miR-122-5p,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764.85,2691.18,3249.2,0.0,3.41,0.0
hsa-miR-1226-3p,0.0,42.28,0.0,0.0,18.22,0.0,0.0,11.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.72,33.21,29.56,0.0,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,1.01,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,28.19,0.0,0.0,6.46,0.0,0.0,9.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,2.01,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,3.02,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,2.01,3.55,0.0,0.0,0.0
hsa-miR-124-3p,0.0,253.7,0.0,0.0,5.88,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-5p,0.0,42.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,941.7,267.79,109.97,0.0,1181.19,503.8,66.0,15.79,134.03,3237.74,896.06,1742.92,10650.89,11415.53,33266.13,0.0,26.69,28.18,34.29,0.0,0.0,0.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,10.0,0.0,0.0,16.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.57,23.86,8.48
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,2.06,0.0,0.0,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,10.06,4.73,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,2.01,4.73,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1256,0.0,0.0,0.0,0.0,4.11,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,2.01,4.73,0.0,0.0,0.0
hsa-miR-125a-3p,0.0,0.0,0.0,0.0,23.21,0.0,0.0,1.58,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,3.02,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,1797.79,0.0,5.0,265.58,9633.18,671.74,45.69,2378.18,415.51,0.0,0.0,435.73,0.0,0.0,2016.13,854.7,6566.61,6534.71,6886.22,15.71,0.0,0.0
hsa-miR-125b-1-3p,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16,4.03,1.18,0.0,0.0,0.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,1.76,0.0,0.0,12.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.21,3.02,4.73,0.0,0.0,0.0
hsa-miR-125b-5p,171.22,1057.08,15.0,0.0,3704.59,2367.88,10.15,563.75,1635.21,0.0,0.0,0.0,1183.43,0.0,0.0,1709.4,95301.02,93304.56,101375.47,23.57,30.68,16.97
hsa-miR-126-3p,0.0,14.09,0.0,0.0,632.03,33.59,10.15,367.94,80.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.88,183.17,188.0,0.0,0.0,0.0
hsa-miR-126-5p,0.0,0.0,10.0,0.0,162.78,16.79,10.15,18.95,40.21,462.53,0.0,0.0,0.0,0.0,0.0,0.0,831.61,806.15,947.09,0.0,0.0,0.0
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,0.0,0.0,0.0,0.0,105.78,0.0,0.0,42.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.41,62.4,55.57,0.0,0.0,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,5.0,16.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0
hsa-miR-1264,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,6.04,7.09,0.0,0.0,0.0
hsa-miR-1268a,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1269a,0.0,0.0,0.0,0.0,14.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1269b,0.0,0.0,0.0,0.0,37.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0
hsa-miR-1270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,0.0,0.0,0.0,0.0,0.0,16.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273c,0.0,0.0,0.0,0.0,4.7,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,1.18,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,1.18,0.0,0.0,0.0
hsa-miR-1275,0.0,0.0,0.0,0.0,0.88,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.18,0.0,0.0,0.0
hsa-miR-1276,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,1.01,2.36,0.0,0.0,0.0
hsa-miR-1278,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,4.7,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,171.22,281.89,0.0,0.0,1767.38,33.59,0.0,786.41,26.81,0.0,0.0,0.0,0.0,1141.55,0.0,0.0,433.26,418.67,445.76,0.0,0.0,0.0
hsa-miR-1284,0.0,0.0,0.0,0.0,0.29,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,48.78,0.0,0.0,20.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.27,10.06,11.82,0.0,0.0,0.0
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,26.44,0.0,5.08,18.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.43,17.11,13.01,0.0,0.0,0.0
hsa-miR-1287-3p,0.0,0.0,0.0,0.0,2.06,0.0,0.0,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,0.0,42.28,0.0,0.0,240.06,0.0,0.0,1.58,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1288-3p,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-1-3p,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-2-3p,85.61,0.0,0.0,0.0,20.57,16.79,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.11,81.52,105.23,0.0,0.0,0.0
hsa-miR-129-5p,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1291,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,4.03,3.55,0.0,0.0,0.0
hsa-miR-1292-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,1.18,0.0,0.0,0.0
hsa-miR-1292-5p,0.0,14.09,0.0,0.0,67.58,0.0,0.0,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,6.04,3.55,0.0,0.0,0.0
hsa-miR-1295a,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,0.0,42.28,0.0,0.0,6.46,0.0,0.0,25.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.27,14.09,13.01,0.0,0.0,0.0
hsa-miR-1301-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,0.0,0.0,0.0,0.0,8.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,34.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,0.0,0.0,3.82,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,2.01,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,0.0,0.0,0.0,5.88,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,1.18,0.0,0.0,0.0
hsa-miR-1306-5p,0.0,14.09,0.0,0.0,15.87,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.33,46.3,76.86,0.0,0.0,0.0
hsa-miR-1307-3p,0.0,28.19,0.0,0.0,77.28,0.0,0.0,9.47,26.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,6.04,4.73,0.0,0.0,0.0
hsa-miR-1307-5p,0.0,0.0,0.0,0.0,2.35,0.0,0.0,48.95,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.18,0.0,0.0,0.0
hsa-miR-130a-3p,2739.49,0.0,84.98,75.88,10.87,470.22,152.31,30.0,1930.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10168.18,10214.2,10841.3,0.0,0.0,0.0
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.0,0.0,5.08,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.56,25.16,26.01,0.0,0.0,0.0
hsa-miR-130b-3p,1027.31,380.55,10.0,0.0,3659.05,151.14,15.23,619.02,710.38,0.0,448.03,0.0,2366.86,0.0,1008.06,0.0,1050.29,1058.76,1109.08,0.0,0.0,0.0
hsa-miR-130b-5p,0.0,14.09,0.0,0.0,188.34,33.59,0.0,30.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.59,167.07,215.19,0.0,0.0,0.0
hsa-miR-132-3p,0.0,873.85,0.0,0.0,207.15,0.0,0.0,96.33,0.0,462.53,0.0,871.46,0.0,0.0,0.0,0.0,165.29,173.1,170.26,0.0,0.0,0.0
hsa-miR-132-5p,0.0,14.09,5.0,0.0,25.86,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.24,7.04,9.46,0.0,0.0,0.0
hsa-miR-1323,0.0,0.0,0.0,0.0,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,0.0,0.0,0.0,0.0,67.17,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,5.03,2.36,0.0,0.0,0.0
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,8.81,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.29,11.07,13.01,0.0,0.0,0.0
hsa-miR-135a-5p,0.0,0.0,0.0,0.0,2.06,0.0,0.0,11.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0
hsa-miR-135b-5p,428.05,169.13,0.0,0.0,1237.02,0.0,5.08,20.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.91,53.34,54.39,0.0,0.0,0.0
hsa-miR-136-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,8.05,4.73,0.0,0.0,0.0
hsa-miR-136-5p,0.0,0.0,0.0,0.0,0.0,33.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16,7.04,5.91,0.0,0.0,0.0
hsa-miR-137-3p,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.59,33.59,0.0,0.0,53.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.43,18.12,17.74,0.0,0.0,0.0
hsa-miR-138-5p,0.0,0.0,0.0,0.0,11.75,755.71,0.0,0.0,4771.61,0.0,0.0,0.0,0.0,0.0,1008.06,0.0,681.71,758.84,767.37,0.0,0.0,0.0
hsa-miR-139-3p,0.0,28.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-5p,0.0,5398.17,0.0,0.0,121.65,0.0,0.0,34.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.44,67.43,63.85,0.0,0.0,0.0
hsa-miR-140-3p,342.44,42.28,5.0,37.94,7951.89,369.46,0.0,710.61,402.1,0.0,448.03,435.73,0.0,0.0,2016.13,0.0,3830.52,3848.57,4193.93,15.71,10.23,8.48
