miRNA,SRR18594753,SRR18594754,SRR18594755,SRR18594756,SRR18594757,SRR18594758,SRR18594759,SRR18594760,SRR18594761,SRR18594762,SRR18594763,SRR18594764,SRR18594765
hsa-miR-107,990.87,913.33,196.81,245.75,106.05,586.54,571.69,864.04,749.62,2187.22,910.29,1833.29,114.01
hsa-miR-10a-3p,22.34,14.15,11.67,8.35,9.14,7.21,11.88,11.5,10.27,9.86,7.34,10.72,5.92
hsa-miR-10a-5p,2244.92,1603.91,1707.87,999.24,2151.12,1298.31,1438.42,1275.65,1349.74,1308.32,791.85,1324.18,1670.49
hsa-miR-10b-3p,9.89,6.01,6.91,8.82,14.63,4.81,8.44,10.56,4.11,7.92,1.73,5.6,10.65
hsa-miR-10b-5p,4274.9,3365.82,3587.53,2095.93,4933.5,2272.54,2599.26,2238.72,1738.87,2512.94,588.1,2600.86,3521.06
hsa-miR-11400,41.72,0.97,0.15,1.39,8.46,0.71,0.59,1.64,0.54,24.47,0.2,41.65,0.0
hsa-miR-11401,0.2,0.78,1.38,3.02,0.46,0.71,4.04,2.58,2.92,2.46,1.73,0.0,0.2
hsa-miR-1179,0.0,0.0,0.0,0.7,0.46,0.0,0.59,0.23,0.65,0.0,0.51,0.0,0.0
hsa-miR-1180-3p,93.33,30.44,87.81,48.5,64.22,34.06,72.01,86.83,15.13,45.25,11.72,22.65,15.58
hsa-miR-1185-1-3p,26.1,43.43,8.9,30.63,14.86,75.05,75.81,57.73,40.86,19.54,274.89,74.05,21.11
hsa-miR-1185-2-3p,2.57,3.68,0.61,3.94,3.66,3.11,4.52,2.82,4.97,2.11,21.51,5.85,0.99
hsa-miR-1185-5p,0.4,0.39,0.0,1.39,0.69,1.84,3.21,3.05,0.11,0.18,7.95,0.24,0.0
hsa-miR-1193,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.94,0.0,0.0,0.2,0.0,0.0
hsa-miR-1197,3.95,12.6,3.38,6.27,2.74,10.32,14.26,5.16,5.84,2.46,69.51,8.77,3.75
hsa-miR-12114,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.59,1.94,0.92,3.25,0.23,0.71,3.09,1.64,1.41,1.76,7.44,4.87,1.78
hsa-miR-122-3p,4.55,0.0,0.0,0.46,0.91,11.45,0.48,0.0,1.41,0.53,0.31,0.0,0.0
hsa-miR-122-5p,1398.4,915.08,663.96,419.33,255.52,3305.71,631.93,757.27,324.82,339.45,0.71,294.26,347.75
hsa-miR-1224-5p,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1225-3p,0.0,0.0,0.31,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.1,0.0,0.2
hsa-miR-1226-3p,1.38,1.16,1.38,3.25,1.6,5.37,1.31,0.47,1.73,1.58,3.67,2.92,0.0
hsa-miR-1226-5p,0.0,0.19,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.99,0.78,0.77,0.23,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.47,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,2.37,0.39,1.84,0.46,0.69,1.55,0.71,1.17,0.86,1.06,2.14,2.44,0.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.23,0.14,0.0,0.0,0.11,0.0,0.1,0.24,0.0
hsa-miR-1233-3p,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.23,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.19,1.23,0.0,0.0,0.42,0.95,0.94,1.51,0.18,0.92,2.68,0.2
hsa-miR-1237-5p,0.0,0.0,0.0,0.23,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.2,0.78,0.46,4.87,0.0,0.0,0.0,0.23,0.0,0.53,0.0,1.71,0.0
hsa-miR-1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.39
hsa-miR-1246,0.59,0.97,0.31,1.39,0.0,0.14,0.95,0.7,0.0,1.58,0.0,0.0,0.39
hsa-miR-1247-5p,1.19,0.0,0.46,0.7,0.69,0.57,0.0,1.41,0.22,0.18,0.2,0.0,1.18
hsa-miR-1248,0.0,0.0,1.07,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.1,0.73,0.59
hsa-miR-1249-3p,3.36,6.59,2.15,1.16,0.46,6.22,3.21,4.93,8.86,5.28,5.71,5.36,5.13
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.42,0.12,0.0,0.0,0.0,0.0,0.49,0.0
hsa-miR-1250-5p,3.76,2.91,2.76,3.94,0.91,8.34,5.82,4.69,5.73,5.99,10.6,5.85,0.99
hsa-miR-1252-5p,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,5.14,0.19,0.46,1.16,2.29,0.0,0.0,0.7,5.73,3.17,3.06,1.71,0.79
hsa-miR-1255b-5p,9.89,3.68,5.83,3.94,5.71,2.4,5.7,1.88,1.19,3.35,2.65,3.65,0.39
hsa-miR-1256,1.78,0.19,0.77,0.23,0.23,1.41,1.66,0.0,0.32,0.18,1.33,0.0,0.0
hsa-miR-125a-3p,8.9,7.56,5.37,5.34,9.14,8.06,9.86,13.14,4.65,7.92,6.22,4.87,9.07
hsa-miR-125a-5p,3786.69,1855.75,1775.27,1533.66,1194.64,2429.85,2106.48,967.53,1910.73,1263.6,1273.54,2166.78,2372.49
hsa-miR-125b-1-3p,0.4,0.19,0.46,0.0,0.0,0.42,0.48,0.0,0.0,0.7,0.61,0.73,0.0
hsa-miR-125b-2-3p,1.58,1.36,1.07,1.62,0.69,1.84,1.19,0.0,0.54,0.7,0.2,1.22,0.0
hsa-miR-125b-5p,483.47,266.57,542.84,346.69,170.04,340.76,194.52,189.14,328.49,250.89,306.18,478.91,485.62
hsa-miR-126-3p,17717.15,12941.75,12306.37,9584.4,9928.02,10079.65,12205.86,8189.63,11006.75,10164.96,11006.08,9071.23,7291.04
hsa-miR-126-5p,5457.97,3935.41,3154.62,2432.42,2233.63,2857.67,2712.98,1264.38,3454.93,2403.08,3895.03,2208.19,2159.46
hsa-miR-1260a,8.7,6.59,4.14,8.12,0.91,5.37,7.49,4.93,6.16,7.57,11.31,0.49,2.17
hsa-miR-1260b,6.92,8.14,2.92,5.57,0.23,8.2,7.01,2.58,8.0,4.05,12.54,2.68,2.37
hsa-miR-1262,0.0,0.0,0.15,0.0,0.0,0.0,0.12,0.0,0.0,0.18,0.1,0.0,0.0
hsa-miR-1264,0.0,0.0,0.0,0.23,0.0,1.13,0.0,0.0,0.0,0.35,0.0,0.0,0.0
hsa-miR-1265,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-5p,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,7.17,10.44,6.03,0.0,6.5,0.59,13.61,2.81,0.0,0.31,0.0,0.0
hsa-miR-1268b,9.89,0.39,0.31,0.46,3.43,1.27,19.84,1.17,0.43,10.04,7.03,0.24,3.94
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-127-3p,131.5,260.18,84.89,150.84,102.85,341.18,623.85,540.2,142.14,125.71,1557.81,262.6,53.45
hsa-miR-127-5p,7.91,16.67,4.76,4.18,3.2,19.79,31.61,54.44,6.16,8.1,129.55,20.22,3.94
hsa-miR-1270,2.57,3.3,3.38,5.57,1.83,4.38,1.66,0.23,2.59,3.7,2.85,0.97,0.2
hsa-miR-1271-5p,26.69,27.92,20.26,25.06,10.74,29.96,38.38,24.17,29.62,24.47,47.39,27.77,10.85
hsa-miR-1273c,1.58,2.33,1.07,2.78,1.83,4.24,3.33,5.16,1.19,2.11,1.22,0.24,0.0
hsa-miR-1273h-3p,17.6,28.31,12.43,15.08,8.0,26.43,28.28,21.82,36.21,14.08,39.14,19.24,12.62
hsa-miR-1273h-5p,11.27,14.15,6.14,5.8,5.26,17.24,23.29,25.34,19.46,10.39,31.8,16.56,5.52
hsa-miR-1275,0.0,2.13,5.37,3.94,0.23,1.13,3.45,0.94,0.65,7.57,1.94,0.24,0.59
hsa-miR-1276,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,20.56,15.9,12.43,10.21,6.4,19.08,21.86,14.55,14.48,12.68,54.22,29.72,4.73
hsa-miR-1277-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0
hsa-miR-1278,0.59,0.78,0.46,0.23,3.43,0.57,1.54,0.0,0.86,1.41,1.53,1.95,0.0
hsa-miR-128-1-5p,4.35,1.74,0.61,2.09,0.69,3.67,3.56,2.11,6.38,0.53,7.85,2.92,0.59
hsa-miR-128-3p,1228.75,1263.08,861.54,890.4,535.27,1263.83,1050.8,915.43,1328.23,870.63,1627.93,944.17,484.04
hsa-miR-1283,2.77,3.49,6.29,0.7,4.57,1.41,1.9,5.87,2.92,4.05,0.31,8.28,19.72
hsa-miR-1284,8.31,6.01,7.68,3.71,6.4,3.39,4.63,4.46,5.95,3.87,4.59,7.31,3.75
hsa-miR-1285-3p,41.13,15.32,35.62,24.6,20.57,13.71,37.31,20.65,9.73,9.33,12.23,12.42,11.44
hsa-miR-1285-5p,0.79,0.97,0.31,0.23,0.91,0.28,0.36,0.7,0.54,1.06,0.0,0.0,0.59
hsa-miR-1286,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.22,0.0,0.0,0.0,0.39
hsa-miR-1287-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.41,0.0,0.0
hsa-miR-1287-5p,19.38,21.52,15.66,12.53,13.03,28.41,20.44,18.77,27.02,16.73,52.9,28.74,11.24
hsa-miR-1288-3p,0.0,0.0,0.0,0.0,0.0,0.42,0.12,0.0,0.32,0.0,0.1,0.0,0.0
hsa-miR-1289,0.0,0.39,1.07,0.0,0.69,0.0,0.71,0.47,0.0,0.0,0.0,0.49,0.79
hsa-miR-129-1-3p,0.0,0.0,0.0,0.0,0.0,0.28,0.36,0.0,0.0,0.0,0.1,0.0,0.0
hsa-miR-129-2-3p,0.79,0.0,0.0,0.46,0.0,0.71,0.59,2.11,0.11,0.0,0.0,0.24,0.0
hsa-miR-129-5p,1.19,0.78,1.23,1.39,0.69,0.0,0.59,1.17,0.22,1.06,0.41,0.0,0.59
hsa-miR-1291,0.4,2.91,1.07,0.46,1.83,2.12,0.59,2.58,0.65,4.05,0.31,0.73,1.18
hsa-miR-1292-5p,8.31,6.59,3.99,4.87,5.49,5.51,8.2,6.1,4.32,6.51,3.47,5.12,1.58
hsa-miR-1294,9.1,4.46,16.27,10.21,3.89,5.51,13.55,16.66,4.54,7.22,6.83,6.09,1.78
hsa-miR-1295a,0.0,0.0,1.07,1.16,0.23,0.0,0.83,0.0,0.0,0.0,0.2,0.0,0.99
hsa-miR-1295b-3p,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-3p,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,42.71,45.75,22.72,36.9,18.74,53.0,49.08,40.6,60.96,32.92,68.39,46.04,23.28
hsa-miR-1297,0.4,0.0,0.92,0.46,0.0,0.0,0.0,0.0,0.43,0.0,0.2,0.73,0.0
hsa-miR-1298-5p,0.0,0.58,0.15,0.0,0.0,0.14,0.12,0.47,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.92,0.0,2.97,1.27,2.26,1.88,0.76,0.0,8.26,0.0,0.0
hsa-miR-1301-3p,114.29,178.56,74.0,58.25,43.88,190.66,141.76,172.48,175.87,101.59,250.53,151.27,72.78
hsa-miR-1301-5p,0.0,0.19,0.0,0.0,0.0,0.42,0.12,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1302,0.0,0.0,0.15,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0
hsa-miR-1303,30.45,6.01,10.29,4.64,2.29,4.38,10.93,9.86,1.19,3.17,1.22,3.9,5.33
hsa-miR-1304-5p,12.26,14.54,11.97,7.43,6.86,10.18,8.79,14.55,8.76,9.68,10.8,13.64,3.16
hsa-miR-1306-3p,5.34,2.71,5.68,4.87,0.91,4.38,7.01,11.26,3.57,2.82,6.83,1.46,0.79
hsa-miR-1306-5p,4.35,3.1,5.22,1.62,2.74,3.25,2.97,2.11,3.13,5.99,4.99,5.6,1.58
hsa-miR-1307-3p,437.0,544.78,282.78,313.74,156.1,695.66,769.65,908.39,533.54,385.93,1059.2,506.92,241.43
hsa-miR-1307-5p,275.25,322.41,181.15,233.45,130.96,381.18,632.17,405.97,307.2,218.32,744.45,207.54,149.71
hsa-miR-130a-3p,94.72,98.68,55.57,72.87,41.14,116.32,112.29,58.9,114.47,85.74,215.37,88.67,45.96
hsa-miR-130a-5p,1.19,1.36,0.0,0.0,0.0,0.0,0.36,0.0,0.97,0.0,0.82,0.0,0.0
hsa-miR-130b-3p,25.51,16.48,17.04,13.69,12.34,21.2,24.48,22.06,22.7,19.19,26.3,23.14,8.88
hsa-miR-130b-5p,85.62,108.37,33.47,47.34,13.94,128.62,74.39,53.27,155.0,88.91,179.39,124.23,34.72
hsa-miR-132-3p,51.21,28.31,33.16,22.51,21.94,26.71,27.33,18.07,30.81,31.34,23.54,34.83,24.06
hsa-miR-132-5p,4.15,2.13,3.53,3.25,3.43,2.26,3.8,2.58,5.3,2.64,3.87,4.63,3.75
hsa-miR-1323,11.27,28.89,26.1,4.64,65.82,18.37,15.45,41.77,12.97,26.94,3.57,35.08,223.48
hsa-miR-133a-3p,45.28,22.1,19.8,38.06,40.0,59.08,175.99,139.39,63.23,154.93,228.0,67.96,33.33
hsa-miR-133a-5p,0.4,0.0,0.15,0.46,0.0,0.71,2.97,2.11,0.32,4.05,6.83,0.97,0.99
hsa-miR-133b,0.79,0.0,0.0,0.0,0.23,0.85,0.0,0.0,0.0,1.58,0.82,0.24,0.0
hsa-miR-134-3p,0.0,0.97,0.0,0.0,0.0,0.14,1.78,0.0,0.22,0.0,1.53,0.49,0.0
hsa-miR-134-5p,41.13,78.32,19.65,36.2,16.0,104.73,200.11,202.99,52.86,45.25,519.0,114.0,40.83
hsa-miR-1343-3p,5.34,8.72,0.92,2.32,2.51,6.22,9.15,5.4,8.11,5.28,7.44,4.14,2.96
hsa-miR-135a-2-3p,1.78,0.0,0.0,0.0,1.14,0.0,0.24,0.23,0.0,0.0,0.0,1.22,0.99
hsa-miR-135a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.7,0.43,0.0,0.2,0.0,0.59
hsa-miR-135a-5p,30.25,11.24,11.36,6.5,4.34,11.02,7.61,8.45,8.86,8.45,6.52,18.27,9.67
hsa-miR-135b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0
hsa-miR-135b-5p,0.2,0.78,0.92,0.0,0.69,0.14,0.59,0.0,0.86,0.35,0.0,2.19,0.0
hsa-miR-136-3p,38.76,61.46,17.65,36.9,31.54,62.47,130.47,42.71,48.64,25.88,379.46,76.0,25.05
hsa-miR-136-5p,3.95,9.89,2.0,3.48,1.14,8.06,13.9,11.73,4.11,2.82,39.04,5.12,2.17
hsa-miR-137-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
hsa-miR-138-1-3p,0.2,0.39,0.0,0.0,0.0,0.0,0.48,0.0,0.22,0.0,0.1,0.0,0.0
hsa-miR-138-5p,1.38,2.33,1.23,1.39,0.0,0.0,0.83,0.94,1.19,1.23,0.2,0.73,0.39
hsa-miR-139-3p,72.77,47.11,36.54,29.7,42.51,50.03,62.27,79.79,53.07,58.8,74.0,47.99,44.18
hsa-miR-139-5p,879.74,593.83,655.67,425.82,544.41,516.3,522.97,404.33,651.14,719.92,493.82,658.92,434.34
hsa-miR-140-3p,4005.58,2507.54,3963.04,2907.2,2856.43,2493.87,2943.98,2849.79,1856.47,2208.35,1918.93,2585.76,1393.16
hsa-miR-140-5p,364.04,207.25,236.57,123.45,109.93,169.46,151.39,108.42,198.89,151.24,355.72,265.76,86.79
hsa-miR-141-3p,7.32,8.72,8.44,3.94,3.2,9.89,4.87,3.75,5.08,5.11,8.97,2.44,4.14
hsa-miR-141-5p,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.11,0.0,0.0,0.0,0.0
hsa-miR-142-3p,961.8,569.79,487.26,338.8,234.26,434.89,443.83,330.65,477.12,279.76,1241.64,660.14,204.15
hsa-miR-142-5p,8092.04,6289.41,8277.32,5433.14,5899.36,4761.04,6527.03,2514.45,5019.23,4263.53,7431.09,4132.34,2649.82
hsa-miR-143-3p,1049.79,560.1,619.29,548.81,896.38,1314.0,580.0,382.04,553.86,768.69,1420.72,659.41,391.73
hsa-miR-143-5p,18.98,9.89,8.9,13.0,7.77,25.3,9.63,7.51,10.38,13.03,36.29,15.1,5.52
hsa-miR-144-3p,1390.89,916.24,3069.11,1546.89,1365.36,698.34,1365.22,722.07,445.77,790.7,235.65,669.64,549.33
hsa-miR-144-5p,495.73,346.64,943.97,364.56,516.75,201.97,243.96,135.4,171.11,320.26,64.62,613.13,263.32
hsa-miR-145-3p,6.72,3.1,1.84,2.55,6.4,10.6,6.06,2.58,4.22,4.05,6.93,1.46,5.72
hsa-miR-145-5p,60.11,35.87,30.24,25.29,54.17,96.39,31.01,19.71,44.32,53.17,91.32,65.53,31.95
hsa-miR-1468-5p,2.18,6.01,3.53,2.32,2.29,7.21,5.7,4.46,4.97,5.99,5.1,3.41,0.99
hsa-miR-146a-3p,38.16,0.0,7.22,0.0,2.51,46.92,32.44,21.82,0.0,29.75,43.52,48.48,8.68
hsa-miR-146a-5p,5245.01,7524.18,2598.27,4319.73,2674.27,8873.07,8327.41,6372.61,6162.95,4420.05,14175.11,8043.5,3171.14
hsa-miR-146b-3p,14.63,11.83,12.59,10.67,14.63,22.9,19.84,16.9,10.16,12.85,21.91,9.5,12.03
hsa-miR-146b-5p,1091.12,1304.76,1022.73,696.87,1188.24,1094.65,1115.33,713.86,1192.14,775.03,1482.59,1218.7,646.77
hsa-miR-147b-3p,0.99,0.0,1.07,2.32,0.0,1.41,2.02,0.23,1.41,0.18,1.22,0.0,0.59
hsa-miR-147b-5p,0.4,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.32,0.0,1.22,0.0,0.0
hsa-miR-148a-3p,3394.97,2533.52,2782.49,1475.18,1693.11,2444.26,2913.8,1871.47,2142.59,1847.42,4115.29,2079.81,976.37
hsa-miR-148a-5p,14.63,8.14,16.58,10.44,2.97,25.02,28.88,17.6,9.62,5.81,44.34,14.86,5.72
hsa-miR-148b-3p,2428.23,1898.79,1669.19,1424.83,948.71,2027.46,2242.3,1752.49,1857.77,1401.98,4133.64,2200.15,716.2
hsa-miR-148b-5p,15.42,13.38,15.04,8.59,14.86,18.23,14.97,15.25,18.38,11.44,18.65,18.76,8.48
hsa-miR-149-3p,0.0,0.19,1.23,1.39,0.0,0.0,0.48,0.47,0.0,0.18,0.1,0.0,0.39
hsa-miR-149-5p,0.0,0.39,3.68,0.46,0.46,0.14,0.95,0.94,1.41,3.52,0.82,1.95,5.13
hsa-miR-150-3p,40.73,44.01,53.12,50.59,34.28,36.75,38.62,49.98,26.59,30.81,22.32,29.23,17.36
hsa-miR-150-5p,1995.77,1795.06,1610.85,1541.32,1606.71,980.31,882.78,604.5,1275.8,1081.2,506.16,1282.77,1239.7
hsa-miR-151a-3p,2376.81,2768.3,1383.19,1539.0,700.74,2809.05,2634.32,1722.45,3183.41,1838.27,4972.27,2244.97,1193.15
hsa-miR-151a-5p,7326.99,8781.06,4695.77,4736.5,2147.01,8896.53,7593.76,5748.86,10249.35,6187.01,13423.93,6818.71,2959.69
hsa-miR-151b,28.08,410.82,41.3,398.44,8.0,296.24,464.5,315.39,307.3,67.08,394.65,11.21,215.99
hsa-miR-152-3p,431.07,366.81,264.66,293.09,178.04,558.98,478.76,392.36,582.51,327.3,713.37,327.39,222.49
hsa-miR-152-5p,0.0,1.55,0.31,0.46,0.23,0.14,0.71,0.47,1.08,0.35,2.24,0.0,1.58
hsa-miR-153-3p,0.0,2.52,0.77,1.16,2.97,0.85,1.31,0.23,1.73,0.18,1.83,1.22,0.0
hsa-miR-153-5p,0.0,0.19,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1537-3p,1.38,0.19,0.0,0.0,0.23,0.28,0.0,0.23,0.0,0.0,0.82,0.73,0.0
hsa-miR-1538,2.97,0.58,1.23,0.23,1.37,3.96,1.66,1.41,2.81,0.88,5.2,1.71,0.79
hsa-miR-154-3p,1.19,2.91,0.61,1.62,1.37,6.08,9.63,5.16,6.59,2.64,19.37,4.87,1.58
hsa-miR-154-5p,3.76,0.19,0.92,3.02,1.6,5.09,5.11,3.75,2.7,0.35,24.87,6.82,2.76
hsa-miR-155-3p,0.4,0.0,0.0,0.0,0.0,0.28,0.24,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,366.8,330.36,318.85,246.44,317.69,239.0,193.33,135.17,231.86,224.13,183.67,265.76,233.94
hsa-miR-15a-3p,1.98,1.74,1.84,0.46,1.6,0.99,0.36,1.17,2.16,1.58,1.63,0.24,0.2
