miRNA,GSM4154495,GSM4154496,GSM4154497,GSM4154498,GSM4154499,GSM4154500,GSM4154501,GSM4154502,GSM4154503,GSM4154504,GSM4154505,GSM4154506,GSM4154507,GSM4154508,GSM4154509,GSM4154456,GSM4154457,GSM4154458,GSM4154459,GSM4154460,GSM4154461,GSM4154462,GSM4154463,GSM4154464,GSM4154465,GSM4154466,GSM4154467,GSM4154468,GSM4154469,GSM4154470,GSM4154471,GSM4154472,GSM4154473,GSM4154474,GSM4154475,GSM4154476,GSM4154477,GSM4154478,GSM4154479,GSM4154480,GSM4154481,GSM4154482,GSM4154483,GSM4154484,GSM4154485,GSM4154486,GSM4154487,GSM4154488,GSM4154489,GSM4154490,GSM4154491,GSM4154492,GSM4154493,GSM4154494
hsa-miR-1304-3p,0.0,0.21,0.3,8.3,0.88,0.31,0.65,0.17,0.0,0.0,0.0,0.0,1.21,0.55,0.02,0.0,2.02,0.0,0.14,0.35,0.0,1.32,0.0,1.31,0.0,0.0,0.0,6.49,3.68,1.2,0.59,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.25,5.36,17.87,0.47,0.0,0.0,0.0,0.22,0.32,0.0,0.21,0.39,0.71,0.0,0.0,0.0
hsa-miR-1304-5p,7.29,9.65,3.3,8.73,3.53,5.68,6.32,6.96,4.81,6.4,13.45,10.17,8.88,13.03,12.78,14.63,2.69,8.37,10.17,5.14,1.03,5.26,8.61,1.38,10.15,8.7,3.22,6.49,5.52,5.68,5.64,4.4,8.25,12.51,0.0,0.0,0.0,0.0,6.63,13.07,8.69,4.35,5.19,8.19,7.86,11.25,7.43,1.26,11.86,2.97,9.04,11.18,0.0,0.0
hsa-miR-1306-3p,1.74,1.26,1.2,0.96,2.47,3.85,2.88,1.87,3.97,1.6,3.98,1.69,2.22,1.26,1.98,6.43,0.0,1.52,3.58,2.13,0.0,0.0,2.15,2.97,2.18,1.42,2.81,0.0,0.92,4.19,1.93,0.67,0.0,3.95,0.0,0.0,0.0,6.0,0.25,2.79,2.41,1.5,2.54,4.1,3.49,2.1,2.69,0.0,4.51,1.23,1.76,2.24,0.0,0.0
hsa-miR-1306-5p,3.47,4.62,0.6,1.49,2.12,3.18,3.58,4.58,2.93,3.6,3.74,7.63,4.84,4.47,4.78,3.28,0.67,0.76,1.0,2.48,0.51,2.63,2.58,2.84,2.94,2.66,1.21,1.62,1.38,4.19,2.08,1.04,5.71,5.05,0.0,0.0,0.0,6.0,3.19,2.36,5.79,1.03,2.43,1.93,5.02,7.83,3.95,0.0,5.25,1.23,4.71,3.35,0.0,0.0
hsa-miR-1307-3p,419.39,258.88,127.83,707.25,224.85,498.52,557.9,592.02,788.42,768.25,1027.2,321.11,393.91,1329.88,1317.57,1455.07,268.92,695.57,731.48,424.81,221.59,259.09,246.69,1214.18,562.14,495.55,344.86,233.47,291.72,727.35,458.7,352.14,760.25,1084.75,0.0,79.26,640.77,149.92,67.5,99.42,393.05,419.02,367.6,596.1,577.21,470.43,439.36,235.73,595.71,258.29,391.04,764.35,384.32,172.84
hsa-miR-1307-5p,32.29,41.12,15.9,20.54,28.92,42.7,36.54,54.81,36.79,18.81,43.45,17.79,27.04,30.62,29.31,25.55,25.55,8.12,33.66,36.72,3.08,14.47,16.79,10.51,21.35,21.31,48.63,22.7,20.71,42.15,9.5,13.13,33.0,60.79,12.46,0.0,0.0,29.98,8.1,21.0,38.63,20.66,20.11,15.06,20.74,26.81,45.11,47.82,37.37,7.51,29.63,13.41,0.0,57.61
hsa-miR-130a-3p,55.9,60.84,16.2,48.95,55.2,43.8,60.9,45.31,67.09,13.6,19.3,60.15,61.15,62.25,77.25,69.45,21.51,24.11,35.81,27.49,12.85,21.04,20.23,6.23,46.12,15.27,47.03,32.43,24.39,22.12,11.72,13.13,26.02,11.85,12.46,0.0,40.05,11.99,41.48,67.49,122.65,32.06,54.47,50.11,32.09,18.31,30.18,16.36,14.91,14.01,17.79,20.4,0.0,172.84
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.18,0.4,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,27.43,21.61,8.1,16.92,16.93,14.05,19.39,17.82,47.66,8.8,5.23,22.03,16.35,30.62,33.32,38.6,6.05,20.81,17.47,8.51,1.03,5.26,5.6,1.8,23.34,8.35,26.13,3.24,2.3,4.48,6.53,3.51,5.71,6.14,0.0,0.0,0.0,0.0,8.35,16.07,33.32,11.48,15.69,18.07,8.08,4.52,6.56,5.03,4.2,5.55,4.85,5.03,0.0,57.61
hsa-miR-130b-5p,143.04,220.28,20.1,85.03,57.49,131.58,90.75,218.21,102.0,193.26,261.09,218.59,191.31,125.77,151.72,111.01,41.01,60.4,76.49,58.36,16.45,97.32,102.89,33.41,90.24,165.3,53.06,25.94,90.65,194.62,29.38,30.15,360.45,465.46,0.0,26.42,80.1,17.99,52.04,35.78,156.93,50.97,156.57,104.07,189.27,326.01,269.45,25.59,249.62,24.15,200.35,44.99,0.0,230.45
hsa-miR-132-3p,1.74,2.94,0.0,1.6,2.29,5.44,3.81,3.9,2.93,3.2,8.96,4.24,4.84,5.02,5.26,2.27,2.69,1.02,2.43,2.31,1.03,3.95,5.6,0.14,3.13,3.2,0.4,1.62,1.38,2.69,0.74,1.04,2.54,4.39,0.0,0.0,0.0,0.0,0.98,2.36,2.9,0.63,3.43,2.29,1.75,4.41,7.58,0.0,6.19,1.68,4.28,0.84,0.0,0.0
hsa-miR-132-5p,1.39,1.05,1.2,0.64,0.88,0.61,0.84,2.55,0.0,0.8,1.49,1.69,2.22,2.28,1.3,0.44,0.0,0.51,0.43,0.0,0.0,0.0,0.86,1.11,0.76,0.53,1.21,0.0,0.46,1.49,1.63,0.75,0.63,2.63,0.0,0.0,0.0,0.0,0.49,2.14,0.48,0.55,0.66,0.48,0.22,1.54,2.21,0.0,1.15,0.73,1.9,3.35,0.0,0.0
hsa-miR-1321,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1323,1.39,1.68,1.8,8.3,1.76,1.28,2.14,5.94,0.84,11.2,8.84,12.71,9.28,9.34,8.4,5.68,2.69,1.52,1.43,1.77,0.0,0.0,1.72,0.07,1.42,2.31,2.01,1.62,2.76,1.79,0.59,0.45,1.9,1.1,0.0,0.0,0.0,0.0,5.15,0.21,0.97,0.4,2.1,1.08,3.27,2.1,0.39,0.42,4.93,0.0,3.47,2.79,0.0,0.0
hsa-miR-133a-3p,1.04,1.05,0.6,3.72,6.7,8.55,10.09,6.28,2.93,20.01,27.27,4.24,6.26,8.64,10.48,13.62,4.71,6.34,10.74,7.27,3.08,3.95,3.01,0.14,0.76,4.62,3.22,0.0,6.9,16.44,2.23,2.69,22.21,33.14,0.0,0.0,0.0,0.0,0.25,0.21,3.86,1.42,4.75,1.08,0.65,5.08,7.35,0.0,4.2,0.62,6.23,6.15,0.0,0.0
hsa-miR-133a-5p,0.0,0.0,0.0,0.32,0.35,0.43,0.28,0.34,0.0,0.8,0.87,0.85,0.0,0.08,0.16,0.0,0.0,0.51,0.0,0.18,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.46,1.49,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.52,0.0,0.0,0.0
hsa-miR-133b,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-3p,0.0,0.0,0.0,0.21,0.0,0.06,0.09,0.17,0.21,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.11,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,305.52,392.93,41.71,262.64,354.83,207.88,275.69,258.09,329.41,66.42,85.79,132.17,185.66,614.85,593.1,376.11,43.03,295.89,339.6,163.36,12.34,132.83,123.13,250.54,192.92,268.28,212.22,76.2,69.02,95.07,74.5,95.74,422.64,649.36,0.0,0.0,80.1,41.98,38.05,14.14,115.89,105.43,156.68,95.03,65.06,121.03,113.75,24.33,119.46,28.74,211.71,473.14,0.0,172.84
hsa-miR-1343-3p,10.42,9.65,2.4,7.24,2.29,10.14,12.46,5.43,8.15,6.4,5.98,5.08,7.47,13.9,17.24,23.15,4.71,8.88,6.59,4.97,1.54,2.63,1.29,8.92,9.39,8.7,7.23,8.11,4.6,6.58,2.23,2.09,8.88,10.31,0.0,0.0,0.0,0.0,2.95,1.93,14.97,8.55,8.95,5.18,4.37,6.18,6.95,2.1,9.45,1.46,6.32,7.55,0.0,57.61
hsa-miR-135a-2-3p,0.0,0.21,0.6,0.21,0.71,0.43,0.33,0.85,0.84,0.0,0.5,0.85,0.4,0.55,0.39,0.06,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.08,0.11,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.05,0.0,0.0,0.0
hsa-miR-135a-3p,0.35,0.63,0.0,1.06,0.53,1.89,1.3,1.19,4.18,1.2,1.62,0.0,0.4,0.0,0.2,1.89,1.34,0.25,0.86,0.0,0.0,1.32,0.86,0.69,0.38,1.24,2.01,0.0,0.0,1.79,0.15,0.52,1.27,1.1,0.0,0.0,0.0,0.0,0.74,0.0,0.97,0.16,0.33,0.0,1.09,0.66,0.95,0.84,2.94,1.18,0.43,1.12,0.0,0.0
hsa-miR-135a-5p,1.74,3.99,0.9,0.53,3.35,2.57,3.49,2.21,0.0,0.8,2.49,10.17,4.64,4.87,3.89,2.02,4.71,0.76,1.15,0.18,0.0,1.32,0.43,0.0,0.66,0.89,0.4,1.62,5.06,1.49,0.15,0.52,3.17,0.88,0.0,0.0,0.0,6.0,2.21,1.93,1.93,0.79,1.88,0.36,0.44,2.21,1.82,0.84,2.94,1.79,0.62,0.0,0.0,0.0
hsa-miR-135b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,0.0,0.21,0.0,0.0,0.18,0.0,0.05,0.34,0.0,0.0,0.0,0.0,0.4,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-3p,101.38,175.59,9.0,41.4,130.68,76.91,81.45,149.66,22.99,30.81,40.34,91.5,139.65,92.71,83.4,40.43,13.45,24.11,29.79,20.75,2.06,72.34,83.95,7.68,42.99,118.96,24.12,19.46,34.51,71.75,8.61,6.94,256.38,355.73,0.0,0.0,0.0,0.0,16.45,4.5,31.87,11.08,67.18,26.62,25.54,108.56,131.6,5.03,100.35,2.69,227.26,77.97,0.0,115.23
hsa-miR-136-5p,15.97,18.46,0.9,4.9,17.11,6.11,10.32,10.86,4.81,2.8,2.37,11.01,12.92,11.23,11.34,8.7,4.71,6.6,7.16,4.08,0.0,3.95,4.74,3.6,3.99,10.48,5.63,1.62,2.3,5.68,3.26,1.27,19.04,21.73,0.0,0.0,0.0,0.0,0.74,1.07,6.76,3.01,8.95,4.34,2.18,6.4,5.77,0.0,5.77,1.74,8.32,20.12,0.0,0.0
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-2-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,0.69,0.0,2.1,0.21,0.18,0.67,0.46,0.17,0.21,0.0,0.25,0.85,0.4,2.04,1.89,0.32,0.0,0.76,0.29,0.53,0.0,0.0,0.0,1.31,0.28,0.18,0.0,0.0,0.46,3.59,2.97,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.71,0.55,0.48,0.0,0.33,0.39,0.0,0.21,0.39,0.33,2.52,0.0,0.0
hsa-miR-139-3p,49.99,45.1,21.3,65.87,26.63,46.91,56.86,66.69,91.13,96.03,115.54,72.02,73.45,115.32,114.76,136.81,45.72,96.68,92.1,58.89,26.22,43.4,32.72,59.9,53.8,78.48,42.61,43.77,37.73,89.98,56.98,32.46,100.9,131.01,0.0,0.0,80.1,23.99,16.69,6.43,47.8,46.62,38.45,56.01,65.06,100.95,49.61,18.46,85.34,12.44,74.09,134.7,384.32,0.0
hsa-miR-139-5p,139.91,212.3,72.62,127.7,113.04,145.69,171.18,276.07,176.2,225.67,273.05,273.66,340.44,215.81,225.41,224.92,155.97,97.95,155.69,143.67,53.98,93.38,105.48,54.09,110.45,165.83,164.39,85.93,117.33,175.19,64.26,47.61,198.63,249.52,0.0,0.0,120.14,71.96,152.19,34.28,188.8,50.34,142.31,95.76,135.35,258.16,336.99,49.5,228.21,18.38,264.78,222.46,768.64,460.91
hsa-miR-140-3p,2447.28,2779.66,782.87,1844.01,1432.53,2233.79,2199.14,1961.86,1375.97,1682.95,3569.54,1254.78,2750.93,2978.34,3056.94,3287.64,805.42,584.68,1579.55,979.99,276.08,2759.27,2759.19,370.21,2660.3,2480.07,1171.24,1339.18,688.35,1985.03,479.18,760.25,1309.82,3257.1,49.83,184.94,961.15,617.66,2563.58,4333.13,3006.81,1150.45,1898.79,1762.18,1781.18,2242.93,2868.03,287.32,2567.5,1094.62,2654.25,859.65,0.0,2016.48
hsa-miR-140-5p,84.37,82.24,22.2,56.83,77.07,114.29,98.98,138.46,26.13,200.07,200.58,142.34,144.29,118.07,117.47,117.07,67.23,58.37,54.71,36.72,29.82,68.39,55.54,29.33,69.56,110.79,18.89,30.8,71.32,107.32,31.16,25.67,156.75,167.0,0.0,0.0,160.19,35.98,31.17,26.57,116.37,36.65,72.92,58.9,82.3,139.12,226.95,16.36,131.0,17.98,94.87,66.79,0.0,57.61
hsa-miR-141-3p,1.04,0.84,0.6,0.53,0.88,0.86,1.39,0.85,1.46,0.0,0.25,0.85,2.02,2.98,1.78,2.46,0.0,0.51,0.43,1.24,0.0,0.0,0.0,2.91,0.66,0.36,0.4,0.0,0.46,2.09,2.67,0.67,0.0,1.76,12.46,0.0,0.0,0.0,0.25,0.86,0.97,3.56,3.98,0.96,0.44,0.99,1.11,1.26,0.94,0.78,0.71,0.0,0.0,0.0
hsa-miR-141-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-142-3p,624.58,765.3,170.14,361.18,653.75,562.85,639.31,552.48,236.4,555.38,555.43,1121.76,908.9,555.97,730.24,550.33,414.81,308.33,381.14,358.83,207.71,165.71,176.94,426.03,363.91,307.7,200.97,228.6,247.09,432.28,316.98,145.74,529.26,439.78,0.0,158.52,440.53,179.9,387.83,521.93,968.63,233.41,657.75,423.02,272.45,377.54,763.87,151.42,356.17,138.95,252.23,1083.23,0.0,979.43
hsa-miR-142-5p,1618.91,2392.4,727.06,662.77,2040.61,1973.08,1755.06,2146.31,1032.76,1352.04,1666.92,2876.41,2881.49,1347.86,1521.01,1012.92,1138.2,499.41,715.01,739.82,334.69,2676.42,2693.75,468.64,1496.74,1143.98,1258.87,677.7,1088.21,2024.79,465.38,421.84,1165.76,1122.71,12.46,264.2,760.91,593.67,3558.19,5061.61,2904.93,648.79,1889.84,1138.37,1024.52,2713.58,2868.74,548.22,2122.21,658.61,2647.55,735.57,768.64,3917.73
hsa-miR-143-3p,1350.88,2327.15,233.15,842.72,798.71,2794.13,1704.05,1708.36,1188.69,2860.93,4933.79,1407.28,2814.9,3856.5,3559.72,2148.32,298.5,513.62,812.55,595.62,117.22,1305.99,1275.63,238.44,1072.85,2285.29,1250.42,656.62,556.76,2015.53,302.14,411.77,4464.42,8210.56,24.92,158.52,881.06,329.82,779.34,218.11,668.29,410.87,1416.38,880.0,1142.41,1274.71,1179.22,287.74,2505.88,455.34,1602.44,484.32,384.32,979.43
hsa-miR-143-5p,3.47,3.15,0.6,2.98,1.41,9.83,5.07,6.96,2.3,12.4,16.81,8.47,12.31,9.66,10.57,6.94,1.34,2.79,4.01,2.48,0.0,2.63,3.87,3.04,3.23,5.15,4.82,0.0,4.14,9.27,2.97,2.46,30.46,25.46,0.0,0.0,0.0,0.0,0.74,0.0,0.97,2.3,6.08,2.65,5.02,3.64,5.37,2.94,7.45,1.23,8.61,10.06,0.0,0.0
hsa-miR-144-3p,452.72,986.83,611.23,170.06,498.38,1405.47,900.82,1009.1,518.99,984.32,933.57,812.51,1013.03,723.27,534.75,401.97,684.4,123.33,184.91,186.06,63.24,3276.14,3451.47,322.34,970.46,646.29,760.46,565.83,715.5,917.48,486.15,364.16,708.21,597.79,49.83,105.68,560.67,179.9,2740.31,6061.76,1069.55,289.93,444.73,451.57,718.02,1399.93,1874.76,163.17,1640.29,747.24,1551.08,792.3,384.32,2246.93
hsa-miR-144-5p,210.39,352.23,321.67,94.92,246.9,395.71,371.93,298.64,103.88,253.68,231.84,322.8,374.34,222.72,212.48,160.34,279.68,71.56,81.21,74.85,37.53,1063.99,1067.26,58.45,402.44,129.26,145.5,205.9,216.26,175.19,105.66,145.51,194.82,173.37,0.0,0.0,40.05,119.93,1442.81,2967.03,375.19,110.26,202.09,182.96,249.09,386.91,650.43,34.81,367.51,314.09,750.51,108.43,384.32,748.98
hsa-miR-145-3p,6.25,10.28,1.2,3.94,3.88,6.72,4.74,5.77,0.0,6.8,12.2,11.01,13.12,6.12,7.47,4.42,2.69,1.27,2.15,1.42,0.51,1.32,3.01,1.04,2.09,4.44,0.4,0.0,0.92,8.97,1.19,1.12,12.06,12.29,0.0,0.0,0.0,0.0,2.95,0.64,2.9,1.58,8.84,3.13,3.71,7.5,5.69,0.0,6.61,2.13,5.8,5.59,0.0,0.0
hsa-miR-145-5p,0.35,2.1,0.0,0.43,0.53,2.81,2.74,1.36,0.0,5.6,7.47,1.69,1.41,1.02,1.25,1.07,0.67,0.0,0.72,0.71,0.0,0.0,1.29,0.0,0.95,1.78,0.8,0.0,0.46,2.99,0.15,0.67,4.44,7.02,0.0,0.0,0.0,0.0,0.0,0.21,1.45,0.55,2.54,0.84,0.22,0.44,0.55,0.0,3.15,0.0,1.76,0.0,0.0,0.0
hsa-miR-1468-5p,6.94,5.24,0.9,3.83,2.65,4.95,4.0,3.9,1.88,7.6,9.96,1.69,5.65,9.03,8.43,6.88,2.02,2.28,2.43,1.77,0.51,1.32,3.01,0.21,6.26,8.17,2.41,9.73,4.6,3.89,0.74,0.37,10.79,13.39,0.0,0.0,0.0,0.0,2.95,2.14,5.79,1.74,4.2,3.49,3.27,4.3,4.19,1.68,5.46,1.4,4.8,3.63,0.0,0.0
hsa-miR-1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.1,0.0,0.0,0.28,0.0,0.0
hsa-miR-146a-3p,7.99,7.97,0.9,0.0,0.0,2.26,2.42,0.0,0.0,0.0,0.0,8.47,7.47,0.0,2.48,2.84,0.0,0.0,0.0,0.18,1.54,0.0,0.0,0.0,1.52,6.92,2.01,3.24,0.92,7.47,1.34,0.0,10.79,12.29,0.0,0.0,0.0,0.0,3.19,1.93,7.73,0.32,0.11,0.0,0.0,6.51,9.64,2.52,7.77,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,5660.44,7219.78,886.69,3705.15,3708.57,5350.33,4638.6,5635.99,1528.34,4608.7,5796.63,6430.63,6234.18,4137.86,5502.3,5504.65,2915.09,2867.8,2992.67,2191.8,1470.91,2974.97,2964.98,2813.65,3109.81,4314.9,1985.97,1191.65,1858.92,3956.01,1141.18,1170.52,4283.55,5685.77,24.92,0.0,2723.27,1049.42,1575.61,1038.29,6859.6,1945.2,4908.79,3627.58,4381.88,6583.17,6895.76,1034.37,7935.85,907.37,5651.0,6373.05,0.0,4724.32
hsa-miR-146b-3p,11.8,4.2,1.2,11.39,7.41,14.6,10.41,20.87,11.71,14.8,21.42,3.39,13.12,10.28,8.97,15.01,3.36,4.31,8.59,6.21,1.03,9.21,12.49,5.33,9.77,16.51,8.04,8.11,7.36,16.44,3.12,1.04,10.15,23.48,0.0,0.0,0.0,17.99,4.42,3.86,19.31,6.49,7.62,8.67,12.88,20.96,26.54,2.94,16.59,4.37,24.02,9.22,0.0,0.0
hsa-miR-146b-5p,963.08,1580.74,379.88,1003.52,1303.79,1489.21,1182.79,1879.91,1018.34,2031.86,2558.78,1447.1,1997.0,1517.98,1704.93,892.76,620.53,702.93,673.76,531.59,426.21,879.86,1000.09,400.02,968.09,1876.56,215.44,535.02,1032.53,1868.14,226.9,242.9,2053.57,2484.19,49.83,290.62,480.58,359.8,783.75,476.08,2466.97,496.27,1630.63,1142.95,1291.07,2695.16,3062.82,273.9,2058.6,194.87,2570.8,989.88,0.0,1440.34
hsa-miR-147a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-147b-3p,0.0,0.63,0.0,0.0,0.18,0.49,0.14,0.51,0.0,0.0,0.62,0.85,0.61,1.1,0.59,0.57,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,1.2,0.45,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.74,1.07,0.48,0.08,0.0,0.12,0.0,0.22,1.18,0.0,0.0,0.56,0.0,0.0,0.0,0.0
hsa-miR-147b-5p,0.0,0.0,0.3,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.67,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-148a-3p,4182.49,7541.38,1375.8,3827.21,3157.29,4770.45,4305.26,3287.42,2486.69,5899.13,7045.95,7063.52,6919.09,5351.4,5414.02,3018.56,2168.17,2566.08,2898.56,2419.73,1475.53,3343.22,3323.6,693.52,3304.43,4283.83,3004.48,3028.56,3812.63,5902.78,1167.89,1175.38,5155.5,5941.43,971.77,26.42,2362.84,1499.17,5060.4,2779.34,7183.61,1950.42,5329.54,2987.63,2526.7,5032.86,5628.78,986.55,5673.09,1376.94,4645.03,2008.55,384.32,8526.82
hsa-miR-148a-5p,21.53,41.33,6.6,18.73,13.76,26.33,24.83,24.09,12.12,42.41,38.22,33.89,32.89,44.59,40.95,16.9,9.41,18.27,17.19,14.19,7.71,19.73,11.19,8.44,15.75,31.96,10.05,16.21,30.37,52.32,7.42,5.07,36.81,53.99,0.0,0.0,0.0,6.0,21.6,6.0,40.08,11.08,26.96,13.49,8.3,32.66,33.97,3.36,35.17,6.39,37.57,28.23,0.0,0.0
hsa-miR-148b-3p,2447.97,3989.08,378.08,1293.94,1660.21,2378.69,2302.17,2045.01,1220.46,2366.77,4022.01,2728.99,3306.68,2006.6,2776.85,2282.92,1021.9,797.84,1192.54,1046.5,552.68,1513.79,1528.77,513.95,1904.96,2078.97,1620.21,1089.5,972.25,2434.06,474.72,578.99,1586.5,2714.39,12.46,26.42,640.77,473.74,1659.06,1351.53,3925.71,958.67,2633.44,1563.07,1319.89,2590.02,3648.48,404.35,2829.09,495.68,2032.91,975.07,384.32,2535.0
hsa-miR-148b-5p,17.01,16.15,8.1,10.75,13.76,21.01,18.83,25.96,10.87,26.41,38.22,20.33,26.44,20.33,18.81,16.15,10.76,9.64,9.74,9.22,5.66,7.89,15.93,5.05,21.07,16.33,9.65,4.86,11.04,18.53,8.46,5.0,21.58,29.63,0.0,0.0,0.0,11.99,24.55,41.35,26.07,8.39,13.48,10.72,12.66,24.38,39.26,1.26,21.1,6.39,24.63,13.97,0.0,57.61
hsa-miR-149-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
