miRNA,SRR15107913,SRR15107914,SRR15107915,SRR15107916,SRR15107917,SRR15107918,SRR15107919,SRR15107920,SRR15107921,SRR15107922,SRR15107923,SRR15107924,SRR15107925,SRR15107926,SRR15107927,SRR15107928,SRR15107929,SRR15107930
hsa-miR-106b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0
hsa-miR-107,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.74,1.37,0.18,0.0,0.18,0.33,0.18,0.0,0.18
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0
hsa-miR-10a-5p,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0
hsa-miR-10b-3p,1.15,4.48,0.42,1.98,3.99,1.59,1.83,0.98,0.77,0.99,2.05,0.73,2.36,0.88,0.49,1.94,1.94,1.26
hsa-miR-10b-5p,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0
hsa-miR-11400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.16,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0
hsa-miR-12114,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,6.59,15.94,8.96,17.1,24.61,14.52,15.75,14.19,17.02,19.71,26.02,37.95,11.79,16.39,9.98,16.54,27.54,37.92
hsa-miR-122-3p,0.16,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.26,4.19,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0
hsa-miR-122-5p,34.1,21.41,113.31,205.37,51.65,35.86,181.28,32.04,123.55,116.81,266.74,115.11,377.64,468.34,178.5,207.05,103.7,800.3
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.54,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.22,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.16,0.5,0.0,0.9,0.67,0.0,0.0,0.24,0.26,1.73,0.34,0.36,0.0,0.35,0.0,0.18,1.62,0.18
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0
hsa-miR-1246,0.99,1.0,1.67,1.44,2.44,0.23,1.6,0.24,1.29,4.68,2.05,1.45,1.96,4.41,0.65,0.18,0.81,1.63
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0
hsa-miR-1255a,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.82,1.49,1.04,1.08,0.22,0.91,0.0,0.49,0.0,0.25,0.34,0.18,0.0,0.18,0.33,0.18,0.32,1.08
hsa-miR-125a-3p,0.16,0.0,0.21,0.54,0.0,0.0,0.23,0.0,0.0,0.25,0.0,0.73,0.0,0.35,1.64,0.0,0.65,0.0
hsa-miR-125a-5p,2.31,1.0,2.92,6.84,5.99,1.36,0.0,0.24,1.81,3.94,2.4,1.63,2.16,4.05,3.76,1.76,1.13,3.07
hsa-miR-125b-5p,0.99,0.0,0.42,0.54,0.44,1.82,0.0,0.0,1.29,1.48,0.68,1.09,0.98,1.06,0.65,0.88,0.0,2.89
hsa-miR-126-3p,3.13,1.49,2.08,4.14,3.77,2.5,0.23,1.96,1.03,7.64,7.53,3.63,1.18,6.52,3.11,2.11,5.51,4.15
hsa-miR-126-5p,70.84,6.97,10.41,59.76,42.12,30.41,3.42,15.65,14.7,136.03,16.09,24.69,16.7,44.07,49.74,7.39,42.78,20.04
hsa-miR-1260b,0.66,0.0,0.21,0.36,1.11,0.23,0.46,0.0,0.52,1.73,0.34,0.0,0.0,0.0,0.33,0.0,0.49,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.35,0.0,0.0,0.0,0.0
hsa-miR-1268b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
hsa-miR-127-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.26,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
hsa-miR-1273h-5p,1.81,1.0,1.87,2.16,1.55,0.68,1.14,1.22,1.81,3.2,4.79,2.54,0.2,3.35,2.95,0.0,1.46,3.25
hsa-miR-1275,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,0.49,0.0,0.0,0.54,0.67,0.0,0.0,0.0,0.52,0.74,0.34,0.36,0.0,0.53,0.33,0.0,0.49,0.0
hsa-miR-1285-3p,0.99,0.5,0.0,0.18,0.22,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.71,0.33,0.0,0.16,0.0
hsa-miR-1285-5p,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.18,0.82,0.7,0.16,0.36
hsa-miR-1287-3p,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1290,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.0
hsa-miR-1292-5p,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.35,0.0,0.18,0.49,0.0
hsa-miR-1294,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.53,0.32,0.0
hsa-miR-1301-3p,0.66,0.0,0.0,0.0,0.22,0.0,0.0,0.49,0.0,0.74,0.0,0.54,0.39,0.35,0.0,0.0,0.32,0.0
hsa-miR-1302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0
hsa-miR-1303,0.82,0.0,1.04,0.72,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.49,0.0,0.42,0.54,0.0,0.23,0.0,0.24,0.0,0.25,0.0,0.0,0.2,0.71,0.0,0.18,0.49,0.18
hsa-miR-1306-3p,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.26,0.0,1.03,0.0,0.0,0.0,0.0,0.18,0.16,0.0
hsa-miR-1306-5p,0.0,0.0,0.42,0.18,1.33,0.68,0.0,0.0,0.26,1.97,1.37,0.54,0.0,0.0,0.49,0.53,0.49,0.18
hsa-miR-1307-3p,1.15,0.0,0.21,0.54,1.77,0.0,0.0,0.0,1.03,0.99,0.68,0.0,1.38,0.35,0.82,0.0,0.81,1.26
hsa-miR-130a-3p,4.94,1.0,7.5,6.3,3.1,5.67,0.68,1.22,3.61,4.93,9.93,3.81,0.59,7.58,4.58,1.23,9.24,5.24
hsa-miR-130b-3p,3.29,0.0,4.79,7.74,1.77,1.59,0.46,1.96,3.35,5.91,7.19,2.18,1.18,5.99,7.85,3.17,8.91,6.68
hsa-miR-130b-5p,0.33,0.0,0.0,0.36,2.44,0.23,0.23,0.0,0.0,3.45,0.0,0.36,0.0,0.53,0.33,0.0,0.49,1.26
hsa-miR-132-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.0,0.0,0.18,0.65,0.0,0.16,0.0
hsa-miR-1323,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,0.5,0.0,0.18,0.0,0.0,0.0,0.24,1.03,1.97,0.0,0.18,0.0,0.18,0.0,0.0,0.49,1.26
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.73,0.0,0.25,0.0,0.0,0.0,0.18,0.0,0.0,0.32,0.0
hsa-miR-135a-5p,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,0.33,0.0,0.21,0.36,0.22,0.0,0.0,0.0,0.26,0.49,0.68,0.0,0.0,0.0,0.49,0.0,0.16,0.0
hsa-miR-139-5p,0.99,1.99,1.04,2.52,1.11,1.36,1.14,0.0,2.58,3.7,4.11,0.36,1.18,2.64,4.09,0.18,3.4,1.63
hsa-miR-140-3p,7.91,0.5,4.17,20.52,2.66,0.91,1.83,0.24,5.67,8.63,7.19,2.36,3.93,6.52,9.33,6.16,10.86,14.08
hsa-miR-140-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.2,0.18,0.16,0.0,0.0,0.0
hsa-miR-142-3p,9.55,1.0,3.33,10.08,2.22,0.91,2.51,0.98,6.71,7.89,9.59,1.45,1.57,3.7,9.33,1.41,6.48,8.49
hsa-miR-142-5p,20.59,0.5,15.62,41.94,3.99,10.67,3.2,1.71,10.32,34.01,19.52,7.26,5.7,19.39,40.41,10.03,26.41,21.13
hsa-miR-143-3p,0.16,0.0,0.42,1.98,0.0,0.68,0.46,0.0,0.26,0.74,0.68,0.73,0.39,0.18,0.82,0.0,3.08,0.36
hsa-miR-144-3p,0.16,0.0,0.42,0.36,0.22,0.45,0.0,0.0,0.26,0.99,1.37,0.0,0.0,1.06,0.82,0.18,0.65,0.0
hsa-miR-144-5p,0.99,0.0,0.62,0.36,0.22,0.45,0.46,1.47,0.0,1.97,1.37,0.36,0.2,0.88,0.65,0.53,1.3,0.36
hsa-miR-145-3p,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0
hsa-miR-145-5p,0.82,0.5,2.5,3.06,0.44,0.68,0.23,0.0,1.81,1.73,0.34,0.36,1.38,0.88,4.25,0.53,2.75,2.89
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,15.49,0.5,13.12,17.28,9.98,9.76,3.88,4.89,14.7,38.69,13.7,15.8,6.09,16.57,30.43,4.93,22.52,17.7
hsa-miR-146b-5p,1.48,0.0,1.25,0.9,0.0,0.0,0.46,1.47,1.03,1.97,0.34,1.45,0.39,1.41,0.82,0.0,1.78,0.18
hsa-miR-148a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0
hsa-miR-148b-3p,0.0,0.0,0.0,0.36,0.22,0.23,0.0,0.0,0.0,0.25,0.34,0.0,0.2,0.0,0.65,0.88,0.0,0.36
hsa-miR-150-3p,4.12,2.49,10.21,3.42,2.0,0.91,5.02,1.22,4.13,6.65,2.74,2.54,2.55,5.99,3.27,0.7,4.37,3.97
hsa-miR-150-5p,20.43,5.48,23.95,33.84,18.84,11.12,5.02,7.58,11.09,40.91,14.04,8.17,17.68,23.09,19.96,11.61,17.34,15.71
hsa-miR-151a-3p,8.24,0.5,3.33,9.0,6.65,2.95,0.91,0.98,3.87,21.44,2.4,2.9,1.57,5.82,8.84,2.11,5.51,8.67
hsa-miR-151a-5p,2.31,0.5,1.04,2.52,1.33,2.04,0.68,0.49,2.32,5.67,3.77,2.54,0.59,2.82,2.95,0.18,2.92,7.22
hsa-miR-151b,0.16,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.74,1.71,0.0,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-152-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.18,0.0,0.0
hsa-miR-15b-3p,1.48,0.0,0.0,1.26,1.77,0.45,0.46,0.0,0.26,1.23,0.34,0.0,0.0,0.88,0.33,0.35,0.97,0.18
hsa-miR-15b-5p,0.16,0.0,0.21,0.18,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.18,0.2,0.18,0.16,0.0,0.0,0.0
hsa-miR-16-2-3p,0.16,0.0,0.83,1.44,0.22,0.0,0.0,0.0,0.52,0.49,0.68,0.0,0.2,0.88,0.33,0.0,0.16,0.9
hsa-miR-16-5p,5.27,0.0,4.37,20.16,0.67,2.5,0.23,1.96,0.77,3.94,5.48,2.54,2.16,12.52,2.62,6.33,2.43,1.26
hsa-miR-17-3p,0.33,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.49,1.08
hsa-miR-17-5p,1.98,0.0,2.08,5.22,1.55,0.91,0.46,0.73,1.55,3.2,3.42,1.82,1.18,2.12,5.24,2.99,7.29,4.33
hsa-miR-181a-5p,0.82,0.5,0.0,1.98,0.44,0.68,0.0,0.24,0.0,0.74,0.0,0.54,0.2,0.35,0.82,0.0,0.97,0.72
hsa-miR-181b-3p,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,0.0,0.0,0.21,0.18,0.22,0.23,0.0,0.0,0.0,0.25,0.68,0.36,0.39,0.53,0.0,0.0,0.0,0.0
hsa-miR-181c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.33,0.0,0.0,0.18
hsa-miR-181d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-5p,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0
hsa-miR-183-5p,0.66,0.0,0.83,2.16,0.22,0.23,0.23,0.24,0.0,2.71,0.68,0.54,0.0,1.59,0.82,1.23,1.13,0.54
hsa-miR-184,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1843,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.36
hsa-miR-185-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.36,0.0,0.0,0.82,0.18,0.16,0.0
hsa-miR-185-5p,12.85,3.49,20.83,43.02,5.32,15.66,5.25,4.16,13.67,22.92,54.1,9.26,10.81,22.74,19.63,29.03,40.99,36.3
hsa-miR-186-3p,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-186-5p,1.15,0.0,0.83,1.62,0.0,0.0,0.0,0.0,0.0,0.25,0.34,0.73,0.2,0.0,0.98,0.35,1.46,0.36
hsa-miR-188-5p,0.0,0.0,0.21,0.36,0.0,0.23,0.0,0.0,0.0,0.49,0.68,0.73,0.2,1.06,0.0,0.0,0.0,0.0
hsa-miR-18a-3p,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.53,0.0,0.0
hsa-miR-18b-3p,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.16,0.0
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-1908-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,2.31,1.49,3.12,1.26,2.0,1.82,0.68,0.73,3.35,4.93,3.08,3.09,2.36,4.76,1.15,1.58,2.59,2.17
hsa-miR-1909-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0
hsa-miR-190a-5p,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.36,0.0,0.0,0.0,0.0,0.16,1.63
hsa-miR-190b-5p,0.0,0.0,0.0,0.18,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.49,0.0,0.16,0.0
hsa-miR-191-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.16,0.0
hsa-miR-191-5p,68.86,10.96,46.03,86.57,46.77,62.86,40.64,36.93,66.8,195.42,71.22,48.48,16.7,89.19,133.84,24.45,124.44,98.05
hsa-miR-1910-3p,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.33,0.0,0.49,0.18
hsa-miR-1914-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0
hsa-miR-1915-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,0.33,0.0,0.0,1.62,0.0,0.0,0.91,0.24,1.03,1.48,2.05,0.73,0.2,0.53,0.16,0.88,0.65,2.53
hsa-miR-193a-5p,11.04,1.99,16.04,27.36,19.06,6.13,10.05,1.47,35.34,24.89,27.05,8.53,25.54,23.8,22.25,8.44,14.58,70.24
hsa-miR-193b-3p,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.26,0.0,0.34,0.0,0.2,0.0,0.0,0.0,0.16,0.0
hsa-miR-193b-5p,3.79,2.99,17.91,4.5,12.41,5.9,3.88,3.67,28.63,28.59,21.91,8.53,32.81,21.33,9.65,9.5,5.18,49.48
hsa-miR-194-3p,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.18,0.0,0.0,0.0,0.18
hsa-miR-194-5p,0.33,0.5,1.46,0.36,0.22,0.68,0.0,0.49,0.0,1.97,0.34,0.18,0.39,0.35,0.16,0.0,0.32,1.08
hsa-miR-195-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-1-3p,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-197-3p,0.49,0.0,0.42,0.18,1.33,0.45,0.23,0.98,0.26,0.25,0.0,0.36,0.0,0.35,0.82,0.0,0.97,0.18
hsa-miR-197-5p,0.16,0.0,1.46,0.36,0.89,0.0,0.46,0.0,0.52,1.48,1.03,0.54,0.79,1.41,0.65,1.23,0.49,1.44
hsa-miR-1972,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1976,0.0,0.0,0.0,0.36,0.67,0.0,0.0,0.0,0.26,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36
hsa-miR-199a-3p,0.16,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.54,0.0,0.35,0.49,0.0,0.49,0.0
hsa-miR-199a-5p,0.0,0.0,0.0,0.0,0.44,0.0,0.23,0.0,0.77,0.74,0.0,0.18,0.0,0.18,0.33,0.0,0.65,1.44
