miRNA,SRR18672397,SRR18672408,SRR18672419,SRR18672431,SRR18672432,SRR18672433,SRR18672434,SRR18672435,SRR18672436,SRR18672437,SRR18672438,SRR18672439,SRR18672440,SRR18672441,SRR18672442,SRR18672443,SRR18672444,SRR18672445,SRR18672446,SRR18672447,SRR18672448,SRR18672449,SRR18672450,SRR18672451,SRR18672452,SRR18672453,SRR18672454,SRR18672455,SRR18672456,SRR18672457,SRR18672458,SRR18672459,SRR18672460,SRR18672461,SRR18672462,SRR18672463,SRR18672464,SRR18672465,SRR18672466,SRR18672467,SRR18672468,SRR18672478,SRR18672489,SRR18672499,SRR18672500
hsa-let-7f-1-3p,0.0,0.0,13.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.44,6.43,3.73,0.0,3.59,0.0,28.11,7.21,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0
hsa-let-7f-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,122.57,1196.79,4069.6,250.03,59.31,112.69,255.4,80.07,63.51,1317.18,130.47,101.26,20.54,24.94,12.28,0.0,2473.43,1722.75,2611.91,3536.75,168.18,3037.15,2878.14,4754.9,3031.08,1139.36,120.62,539.42,589.88,264.59,1002.55,516.1,52.92,1377.3,84.47,252.21,155.36,74.3,91.59,222.32,308.4,754.78,1741.14,2493.48,739.64
hsa-let-7g-3p,4.63,0.0,9.07,62.51,0.0,0.0,0.0,53.38,0.0,0.0,9.32,0.0,0.0,12.47,0.0,0.0,0.0,14.16,0.0,0.0,0.0,3.59,11.64,12.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,5.06,0.0,0.0
hsa-let-7g-5p,39.31,157.72,1043.49,270.86,19.77,52.01,38.31,71.18,158.77,398.22,55.92,54.53,20.54,12.47,0.0,0.0,588.91,792.94,829.89,865.53,185.88,645.44,554.68,1857.38,1097.63,145.56,55.67,102.05,281.73,105.84,344.63,103.22,42.84,313.31,30.32,139.15,133.84,24.77,50.88,236.67,86.74,278.08,399.85,1284.79,0.0
hsa-let-7i-3p,9.25,37.11,49.91,41.67,0.0,8.67,12.77,26.69,31.75,0.0,9.32,7.79,0.0,12.47,12.28,0.0,0.0,28.32,32.17,26.12,0.0,32.27,19.39,118.47,9.61,10.04,0.0,7.29,26.41,0.0,0.0,0.0,35.28,15.51,10.83,4.35,28.68,0.0,0.0,0.0,0.0,0.0,10.12,30.43,0.0
hsa-let-7i-5p,164.19,603.04,1420.05,187.52,98.85,104.02,102.16,88.97,47.63,704.54,195.71,132.42,123.22,37.41,73.71,0.0,412.24,877.89,746.26,1212.49,283.24,1298.05,1058.94,2889.48,1832.58,461.77,120.62,262.42,739.55,370.43,219.31,0.0,93.24,549.06,125.62,295.7,375.24,74.3,142.47,702.83,134.93,536.29,754.16,4276.1,246.55
hsa-miR-1-3p,2.31,18.55,22.68,20.84,0.0,8.67,0.0,44.49,0.0,45.95,9.32,46.74,0.0,0.0,0.0,0.0,0.0,42.48,19.3,18.65,0.0,86.06,42.67,46.18,40.83,5.02,9.28,0.0,26.41,0.0,31.33,0.0,5.04,6.2,0.0,8.7,4.78,0.0,10.18,21.52,0.0,0.0,15.18,0.0,0.0
hsa-miR-100-5p,700.71,909.19,1538.01,62.51,19.77,0.0,446.94,613.9,1000.22,122.53,83.87,202.53,205.37,199.55,270.27,0.0,58.89,75.52,90.07,1328.15,345.2,2251.86,2145.03,3775.0,434.73,893.42,92.78,379.05,466.62,52.92,15.66,206.44,471.22,747.59,446.18,165.24,585.57,49.53,101.77,502.02,134.93,19.86,678.23,30.43,246.55
hsa-miR-101-3p,99.44,194.83,612.48,375.04,39.54,130.02,76.62,88.97,142.89,76.58,65.24,31.16,61.61,12.47,0.0,0.0,471.13,788.22,263.76,313.38,61.96,290.45,376.25,917.65,235.38,95.37,18.56,43.74,105.65,52.92,93.99,0.0,52.92,173.71,97.47,39.14,308.32,24.77,20.35,57.37,48.19,59.59,167.03,621.74,0.0
hsa-miR-101-5p,0.0,0.0,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72,6.43,3.73,0.0,3.59,0.0,0.0,2.4,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,4.35,0.0
hsa-miR-10392-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0,2.01,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,5.06,2.17,0.0
hsa-miR-10396a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0
hsa-miR-10396b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,0.0,0.0
hsa-miR-103a-3p,235.88,296.88,979.97,458.38,0.0,95.35,408.63,26.69,396.91,45.95,0.0,38.95,0.0,0.0,0.0,0.0,29.45,94.4,19.3,238.77,8.85,735.08,543.05,1010.01,305.03,15.06,37.11,29.16,61.63,0.0,0.0,0.0,216.71,139.59,69.31,56.53,358.51,12.38,10.18,86.06,19.28,119.18,227.77,284.78,0.0
hsa-miR-10400-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,4.63,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,3.88,0.0,4.8,5.02,0.0,0.0,26.41,0.0,0.0,0.0,2.52,6.2,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,0.0,0.0,20.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.16,12.87,11.19,8.85,10.76,3.88,26.1,7.21,5.02,9.28,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,17.39,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,0.0,0.0,8.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.45,9.44,12.87,3.73,0.0,0.0,0.0,4.02,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,56.52,0.0
hsa-miR-106b-3p,0.0,9.28,13.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.28,0.0,0.0,23.6,0.0,11.19,0.0,10.76,0.0,24.1,14.41,5.02,0.0,7.29,8.8,0.0,0.0,0.0,2.52,3.1,6.5,0.0,16.73,0.0,0.0,21.52,0.0,0.0,5.06,36.96,0.0
hsa-miR-106b-5p,0.0,18.55,45.37,62.51,0.0,60.68,0.0,0.0,0.0,0.0,27.96,0.0,0.0,0.0,0.0,0.0,0.0,84.96,12.87,0.0,0.0,14.34,0.0,46.18,43.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56,0.0,2.17,0.0,14.34,0.0,0.0,7.17,0.0,19.86,15.18,28.26,0.0
hsa-miR-107,168.82,18.55,154.25,0.0,0.0,34.67,0.0,26.69,0.0,45.95,83.87,15.58,0.0,12.47,98.28,0.0,0.0,363.43,19.3,74.61,8.85,218.73,19.39,670.67,52.84,0.0,27.83,29.16,8.8,52.92,109.65,0.0,224.27,108.57,138.62,82.62,157.75,0.0,0.0,0.0,9.64,59.59,101.23,95.65,0.0
hsa-miR-10a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,7.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-10b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0
hsa-miR-1180-3p,189.63,445.32,612.48,229.19,59.31,95.35,89.39,169.05,254.02,122.53,121.15,23.37,41.07,62.36,36.85,0.0,58.89,344.55,546.83,399.19,35.41,469.74,279.28,1501.97,283.41,70.27,18.56,123.92,184.89,52.92,140.98,0.0,110.88,170.61,186.27,134.8,250.96,12.38,50.88,215.15,19.28,59.59,212.58,495.65,246.55
hsa-miR-1180-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1181,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,57.81,46.39,18.15,0.0,0.0,0.0,0.0,8.9,0.0,15.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.16,0.0,48.5,61.96,53.79,58.18,24.1,108.08,15.06,37.11,7.29,158.48,0.0,0.0,0.0,35.28,6.2,36.82,121.76,16.73,0.0,20.35,14.34,0.0,0.0,40.49,15.22,0.0
hsa-miR-122-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,6.94,9.28,40.83,0.0,0.0,0.0,0.0,8.9,15.88,15.32,0.0,0.0,0.0,0.0,12.28,0.0,0.0,0.0,6.43,37.31,0.0,60.96,69.82,98.39,38.43,10.04,27.83,0.0,0.0,0.0,0.0,0.0,2.52,3.1,0.0,0.0,2.39,0.0,10.18,14.34,0.0,0.0,15.18,0.0,0.0
hsa-miR-1243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,0.0,0.0
hsa-miR-1246,74.0,9.28,72.59,41.67,0.0,17.34,12.77,44.49,15.88,0.0,9.32,23.37,0.0,12.47,0.0,0.0,29.45,66.08,19.3,41.04,8.85,96.82,112.49,102.41,28.82,10.04,0.0,7.29,44.02,0.0,15.66,0.0,25.2,12.41,10.83,43.48,7.17,0.0,0.0,7.17,0.0,0.0,15.18,8.7,0.0
hsa-miR-1247-5p,0.0,0.0,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72,0.0,0.0,0.0,3.59,0.0,6.02,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,4.35,4.78,0.0,0.0,0.0,0.0,0.0,5.06,0.0,0.0
hsa-miR-1251-5p,6.94,0.0,9.07,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,7.79,0.0,0.0,12.28,0.0,0.0,14.16,19.3,7.46,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,15.66,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0
hsa-miR-1255a,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,32.38,37.11,54.44,20.84,0.0,0.0,25.54,26.69,47.63,0.0,0.0,7.79,0.0,0.0,0.0,0.0,0.0,23.6,51.47,59.69,8.85,43.03,42.67,196.78,16.81,10.04,0.0,29.16,26.41,52.92,0.0,0.0,17.64,15.51,10.83,0.0,31.07,0.0,0.0,7.17,0.0,0.0,15.18,8.7,0.0
hsa-miR-125a-5p,136.44,2430.7,2508.9,125.01,39.54,8.67,574.64,533.83,730.32,1194.65,260.94,202.53,266.98,99.77,319.41,0.0,530.02,844.85,1157.99,3006.98,893.99,3478.2,3281.55,2875.43,3336.11,1611.17,463.91,1698.44,1716.82,158.76,125.32,1032.2,83.16,1752.65,51.98,452.24,81.26,309.56,620.77,1412.82,896.29,258.21,1310.91,789.13,1479.29
hsa-miR-125b-1-3p,104.07,111.33,95.27,20.84,0.0,52.01,76.62,80.07,63.51,15.32,9.32,0.0,82.15,0.0,0.0,0.0,29.45,75.52,45.03,134.31,8.85,143.43,209.46,431.72,57.64,135.52,0.0,29.16,8.8,0.0,0.0,0.0,17.64,55.84,28.16,13.05,38.24,0.0,30.53,50.2,9.64,19.86,35.43,21.74,0.0
hsa-miR-125b-2-3p,9.25,0.0,31.76,0.0,0.0,0.0,12.77,8.9,0.0,0.0,9.32,0.0,0.0,0.0,0.0,0.0,29.45,14.16,0.0,22.38,0.0,25.1,31.03,108.43,12.01,0.0,0.0,7.29,17.61,0.0,0.0,0.0,10.08,15.51,6.5,4.35,9.56,0.0,0.0,7.17,0.0,0.0,5.06,6.52,0.0
hsa-miR-125b-5p,1653.5,11745.28,13905.59,416.71,79.08,86.68,7368.15,8336.6,12336.07,7581.44,2572.13,1518.94,2998.44,2357.14,1953.29,4258.34,235.56,1076.13,1260.92,14102.21,3531.69,21138.12,17416.26,28143.84,14463.69,7473.62,1864.93,6349.09,6779.24,476.27,203.64,3922.38,1383.42,8701.21,608.63,2269.91,590.35,1287.78,1668.96,5558.07,3893.56,377.39,7490.94,613.04,4684.42
