miRNA,SRR9005506,SRR9005507,SRR9005508,SRR9005509,SRR9005510,SRR9005511,SRR9005512,SRR9005513,SRR9005514,SRR9005515,SRR9005516,SRR9005517,SRR9005518,SRR9005519,SRR9005520,SRR9005521,SRR9005522,SRR9005523,SRR9005524,SRR9005525,SRR9005526,SRR9005527,SRR9005528,SRR9005529,SRR9005530,SRR9005531,SRR9005532,SRR9005533,SRR9005534,SRR9005535,SRR9005536,SRR9005537,SRR9005538,SRR9005539,SRR9005540,SRR9005541,SRR9005542,SRR9005543,SRR9005544,SRR9005545,SRR9005546,SRR9005547,SRR9005548,SRR9005549,SRR9005550,SRR9005551,SRR9005552,SRR9005553
hsa-miR-377-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.09
hsa-miR-378a-3p,7.04,6.73,18.15,16.07,9.62,20.48,19.14,13.6,16.72,5.68,19.32,5.7,4.6,7.75,11.23,9.78,4.98,7.53,3.54,7.84,11.81,8.79,5.23,10.75,23.39,10.76,10.1,7.4,12.59,13.89,9.61,6.59,5.68,6.36,15.6,11.01,5.16,10.95,12.22,9.54,8.01,5.48,11.72,6.41,4.21,3.13,10.99,254.62
hsa-miR-378a-5p,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47
hsa-miR-378c,0.0,0.52,0.33,0.8,0.82,0.33,0.52,0.16,0.32,0.32,0.87,0.81,0.16,0.79,0.94,0.91,0.34,0.14,0.53,0.32,0.0,0.68,0.17,0.16,3.06,0.99,0.58,0.19,0.51,1.22,0.36,0.31,0.34,0.16,0.48,0.15,0.13,0.31,1.46,0.32,0.0,0.16,1.28,0.0,0.0,0.15,0.75,3.91
hsa-miR-378d,0.84,0.17,1.32,2.39,0.33,0.33,1.9,1.09,0.95,0.16,1.22,0.0,0.0,0.63,2.25,0.72,0.0,0.29,0.0,0.16,0.35,0.68,0.0,0.16,0.0,0.5,0.0,0.19,1.87,0.61,0.18,0.0,0.0,0.48,0.64,0.31,0.26,0.62,0.36,0.16,0.98,0.16,1.77,0.56,0.17,0.15,0.0,0.16
hsa-miR-378e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94
hsa-miR-378i,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31
hsa-miR-379-3p,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.39,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.48,0.0,0.13,0.62,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03
hsa-miR-379-5p,2.35,3.28,6.93,6.52,4.4,8.68,9.66,3.28,5.83,3.0,13.92,3.26,0.99,3.95,5.99,11.05,6.35,5.07,3.18,2.56,5.56,3.21,3.71,4.07,9.84,3.48,6.22,2.09,9.53,4.27,6.71,2.2,5.51,3.18,10.67,6.27,1.06,4.63,5.11,3.18,3.43,2.51,5.14,3.34,1.51,3.42,4.06,62.72
hsa-miR-380-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-381-3p,8.89,6.56,14.36,18.46,6.68,12.29,24.49,17.04,23.18,10.72,43.17,9.62,6.08,11.86,13.66,14.86,10.47,8.26,10.61,15.52,17.02,15.56,13.32,14.01,44.04,15.73,15.74,11.0,13.1,12.06,12.33,9.42,11.7,7.95,21.01,18.96,4.77,15.73,19.89,7.79,10.95,15.51,11.88,8.91,8.08,7.45,15.81,638.42
hsa-miR-382-3p,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.19,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.31,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56
hsa-miR-382-5p,0.84,0.17,0.66,0.95,1.47,1.47,1.72,0.31,1.42,0.47,0.7,0.49,0.49,0.95,1.5,1.63,0.86,1.01,0.53,0.64,0.69,0.85,2.53,1.3,0.97,0.66,0.58,0.76,4.08,1.07,0.73,0.94,0.52,0.8,1.59,1.99,0.0,0.93,1.09,0.8,0.16,0.47,0.96,0.42,1.01,0.45,0.75,155.62
hsa-miR-383-5p,0.0,0.52,0.5,0.16,0.0,0.16,0.86,0.0,0.63,0.0,0.0,0.0,0.33,0.32,0.37,0.18,0.34,0.29,0.0,0.16,0.87,0.0,0.67,0.49,0.16,0.0,0.0,0.19,0.34,0.0,0.0,0.0,0.0,0.0,0.16,0.31,0.0,0.46,0.36,0.0,0.0,0.16,0.0,0.14,0.17,0.0,0.3,8.76
hsa-miR-3909,0.0,0.35,0.33,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3912-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3913-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3917,0.0,0.17,0.17,0.0,0.0,0.0,0.17,0.0,0.32,0.0,0.52,0.0,0.0,0.16,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.31,0.0,0.16,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-3918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0
hsa-miR-3921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3922-3p,0.0,0.0,0.0,0.16,0.0,0.33,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.0
hsa-miR-3928-3p,0.0,0.0,0.17,0.0,0.16,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3929,0.17,0.0,0.66,0.48,0.0,0.66,0.34,0.63,1.89,0.32,0.35,0.33,0.33,0.0,1.31,0.0,0.17,2.03,0.35,0.0,0.0,1.52,0.51,0.0,0.32,0.0,0.0,0.0,0.34,0.46,1.09,0.0,0.17,0.0,0.48,0.0,0.26,0.0,0.18,0.0,0.16,0.0,0.32,0.0,0.17,0.0,0.45,0.0
hsa-miR-3934-3p,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3934-5p,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3940-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
hsa-miR-3944-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3944-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3960,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0
hsa-miR-409-3p,9.39,5.87,9.74,4.77,4.89,16.88,7.42,6.41,7.88,5.36,1.57,2.61,6.41,8.7,11.42,12.68,6.53,6.95,7.07,11.84,14.42,9.47,5.06,4.72,7.1,6.29,8.74,9.68,12.93,5.19,11.42,7.22,10.49,7.32,7.16,11.47,4.9,11.87,7.84,12.56,6.21,5.01,2.89,5.15,6.23,6.1,5.12,365.97
hsa-miR-409-5p,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72
hsa-miR-410-3p,0.0,0.17,0.66,0.95,0.16,0.16,2.41,0.78,0.32,0.32,1.57,0.65,0.33,0.0,0.56,0.18,0.0,0.43,0.0,0.64,0.69,1.01,0.0,0.33,1.29,0.99,0.39,0.19,0.17,0.61,0.0,0.0,0.17,0.32,0.8,0.15,0.4,0.15,0.0,0.16,0.33,0.78,0.48,0.28,0.17,0.0,0.0,12.67
hsa-miR-410-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63
hsa-miR-411-3p,0.34,0.52,0.17,0.48,0.0,0.16,0.0,0.31,0.16,0.0,0.17,0.0,0.0,0.16,0.37,0.18,0.86,0.14,0.0,0.64,0.0,0.17,0.17,0.16,0.48,0.33,0.39,0.19,0.34,0.15,0.54,0.31,0.0,0.16,0.0,0.46,0.0,0.62,0.55,0.16,0.33,0.16,0.48,0.14,0.0,0.3,0.3,2.97
hsa-miR-411-5p,0.17,0.17,0.66,0.64,0.16,0.33,0.17,0.16,0.47,0.0,1.22,0.16,0.16,0.32,0.19,0.36,0.34,0.14,0.18,0.64,0.35,0.17,0.34,0.65,0.32,0.66,0.39,0.19,0.0,0.31,0.18,0.16,0.69,0.16,1.11,0.31,0.0,0.62,0.18,0.0,0.65,0.31,0.32,0.14,0.0,0.15,0.9,5.94
hsa-miR-412-5p,0.0,0.0,0.0,0.16,0.16,0.16,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.19,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-421,0.17,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.15,0.0,0.15,0.18,0.0,0.0,0.0,0.16,0.0,0.17,0.0,0.0,2.97
hsa-miR-423-3p,83.65,2.93,100.35,8.43,41.57,63.9,22.94,62.36,36.9,67.34,50.82,55.74,14.63,62.93,9.17,13.04,4.64,26.22,56.41,19.37,63.4,25.19,24.78,56.05,55.81,3.15,20.4,55.97,32.84,14.8,106.45,5.96,28.9,62.51,58.42,26.0,5.83,10.79,4.93,45.33,18.15,33.36,14.94,32.45,38.53,37.97,24.54,215.67
hsa-miR-423-5p,349.2,295.35,252.02,34.69,763.63,483.15,315.93,109.72,896.19,1366.96,99.73,390.69,170.94,412.18,957.17,631.73,159.01,840.63,447.19,270.47,807.05,694.12,477.84,422.31,793.66,550.19,710.11,89.74,600.45,1041.83,907.64,344.98,293.85,474.02,318.36,800.96,53.9,616.51,715.5,478.06,515.65,5.64,1331.2,503.96,110.21,781.29,1863.42,5403.6
hsa-miR-424-3p,0.0,0.0,1.65,0.32,0.33,1.15,0.17,0.31,0.32,0.95,0.7,0.33,0.16,0.16,1.12,0.72,0.52,0.29,0.53,0.0,0.0,0.34,0.17,0.0,0.97,0.66,0.58,0.0,0.51,0.61,0.91,0.47,0.0,0.32,0.64,0.46,0.13,0.31,0.36,0.32,0.16,0.0,0.16,0.0,0.0,0.15,0.9,1.88
hsa-miR-424-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-425-3p,0.34,0.0,0.33,0.16,0.49,0.66,0.34,0.47,0.16,0.32,0.17,0.0,0.16,0.16,0.0,0.18,0.0,0.43,0.18,0.16,0.87,0.34,0.0,0.16,0.0,0.0,0.19,0.0,0.17,1.07,0.0,0.78,0.34,0.0,0.32,0.15,0.13,0.15,0.0,0.0,0.33,0.16,0.48,0.28,0.5,0.0,0.3,3.13
hsa-miR-425-5p,3.02,1.73,8.75,6.05,2.93,9.34,3.62,2.66,8.83,2.84,5.4,2.61,2.3,2.69,3.37,2.36,5.15,3.62,2.12,2.4,3.13,4.73,1.52,1.96,4.03,3.97,2.14,1.33,2.21,3.36,6.89,1.57,2.41,3.34,4.14,3.82,1.32,5.09,7.66,2.54,2.78,1.72,4.01,2.37,1.51,1.19,4.06,17.52
hsa-miR-4286,0.0,0.35,0.33,0.0,0.0,0.0,0.0,0.16,0.32,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.17,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
hsa-miR-429,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0
hsa-miR-4306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.19,0.0,0.17,0.14,0.53,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.17,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-431-3p,0.34,0.0,0.17,0.0,0.33,0.0,0.86,0.16,0.32,0.0,0.17,0.16,0.16,0.0,0.56,0.91,0.17,0.0,0.0,0.0,0.52,0.68,0.0,0.16,0.32,0.33,0.19,1.33,0.0,0.15,0.18,0.0,0.52,0.16,0.64,0.46,0.13,0.15,0.91,0.48,0.16,0.0,0.16,0.14,0.0,0.0,0.15,3.28
hsa-miR-431-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-432-3p,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-432-5p,7.88,3.28,7.26,8.59,5.38,8.68,8.79,6.56,7.41,3.0,7.14,4.07,4.6,6.48,8.24,15.76,7.73,9.12,5.66,5.28,7.3,7.1,9.27,7.33,9.52,4.8,7.58,7.4,9.19,7.17,6.17,5.18,7.05,5.09,7.96,12.69,1.85,4.01,4.2,6.68,5.89,4.7,6.58,3.48,2.52,3.42,6.32,609.18
hsa-miR-4322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4326,0.67,0.35,0.0,0.0,0.0,0.66,0.17,0.47,0.16,0.0,0.7,0.0,0.0,0.16,0.0,0.0,0.17,0.0,0.18,0.0,0.17,0.0,0.0,0.16,0.32,0.0,0.19,0.57,0.17,0.0,0.0,0.0,0.0,0.0,0.96,0.46,0.26,0.15,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.15,0.15,0.16
hsa-miR-433-3p,19.45,17.42,19.48,17.82,12.88,20.15,21.9,16.41,25.55,12.3,15.49,12.06,8.88,12.49,21.9,15.04,13.57,14.92,16.09,10.72,15.11,12.68,14.5,8.64,10.97,7.62,9.13,4.93,14.63,9.46,17.05,10.2,9.63,8.27,18.78,13.15,4.5,9.1,16.78,12.88,9.48,9.55,14.13,10.72,9.09,13.1,23.33,576.49
hsa-miR-433-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4429,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0
hsa-miR-4433b-3p,0.5,0.52,0.99,0.48,0.16,1.15,0.17,0.16,2.21,1.58,0.52,0.49,0.0,0.0,0.0,0.18,0.17,0.43,1.95,0.16,2.08,0.68,0.51,0.0,0.97,0.66,0.0,0.38,0.85,0.46,0.36,0.31,1.38,0.32,2.39,3.06,0.13,0.93,0.0,0.0,2.62,0.0,0.16,0.0,0.17,0.0,0.0,0.63
hsa-miR-4433b-5p,0.34,0.0,0.17,0.0,0.16,0.0,0.0,0.0,0.32,0.0,0.17,0.16,0.0,0.16,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.22,0.0,0.15,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-4435,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4436a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4443,0.84,0.35,0.66,0.48,0.33,0.66,1.03,0.31,0.0,0.0,0.7,0.0,0.16,0.0,0.37,0.54,0.52,0.58,0.35,0.32,0.0,0.17,0.34,0.98,0.0,0.0,0.39,0.0,0.51,0.76,0.18,0.16,0.34,0.32,0.32,0.15,0.0,0.31,0.18,0.48,0.16,0.0,0.16,0.42,0.0,0.15,0.45,0.0
hsa-miR-4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4446-3p,0.5,0.0,0.0,0.0,0.0,0.82,0.0,0.63,0.0,0.32,0.0,0.0,0.0,0.0,0.37,0.18,0.34,0.29,0.35,0.16,0.17,0.17,0.0,0.33,0.16,0.0,0.19,0.19,0.34,0.15,0.91,0.31,1.03,0.32,0.32,0.61,0.26,0.0,0.18,0.16,0.49,0.16,0.16,0.14,0.0,0.6,0.3,0.47
hsa-miR-4448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
