miRNA,SRR9005506,SRR9005507,SRR9005508,SRR9005509,SRR9005510,SRR9005511,SRR9005512,SRR9005513,SRR9005514,SRR9005515,SRR9005516,SRR9005517,SRR9005518,SRR9005519,SRR9005520,SRR9005521,SRR9005522,SRR9005523,SRR9005524,SRR9005525,SRR9005526,SRR9005527,SRR9005528,SRR9005529,SRR9005530,SRR9005531,SRR9005532,SRR9005533,SRR9005534,SRR9005535,SRR9005536,SRR9005537,SRR9005538,SRR9005539,SRR9005540,SRR9005541,SRR9005542,SRR9005543,SRR9005544,SRR9005545,SRR9005546,SRR9005547,SRR9005548,SRR9005549,SRR9005550,SRR9005551,SRR9005552,SRR9005553
hsa-miR-23b-5p,0.0,0.17,0.0,0.32,0.0,0.0,0.52,0.47,0.16,0.16,0.0,0.0,0.16,0.0,0.37,0.0,0.0,0.29,0.0,0.32,0.0,0.17,0.0,0.0,0.32,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.16,0.48,0.15,0.13,0.0,0.36,0.0,0.0,0.0,0.0,0.14,0.17,0.0,0.0,5.63
hsa-miR-23c,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.18,0.0,0.0,0.16,0.0,0.0,0.0,0.15,0.0,1.41
hsa-miR-24-2-5p,0.0,0.17,0.66,0.48,0.16,0.82,0.0,0.47,0.32,0.0,0.35,0.0,0.16,0.0,0.0,0.18,0.34,0.0,0.0,0.16,0.17,0.17,0.0,0.0,0.32,0.17,0.0,0.0,0.85,0.0,0.0,0.0,0.17,0.0,0.96,0.15,0.13,0.0,0.0,0.16,0.0,0.0,0.32,0.0,0.0,0.15,0.0,0.0
hsa-miR-24-3p,11.9,0.17,13.37,22.12,19.89,36.86,6.04,16.25,11.35,13.25,2.61,5.87,9.86,13.76,17.22,12.32,5.5,19.99,13.08,13.6,2.61,21.98,5.06,17.27,41.62,21.36,10.3,12.52,18.72,17.09,4.53,13.18,7.74,11.13,9.07,14.99,5.69,5.4,30.83,1.91,18.64,12.69,19.75,13.23,8.58,10.57,4.67,344.55
hsa-miR-25-3p,62.2,48.13,308.96,211.14,79.56,182.02,51.05,77.05,247.74,84.21,124.28,70.9,20.55,38.89,88.34,71.2,109.21,84.58,38.9,66.74,102.49,104.84,63.54,61.1,137.76,118.05,159.7,102.64,147.18,118.74,138.73,59.17,71.4,63.47,103.95,128.14,54.03,115.81,222.39,69.02,57.88,52.32,114.83,54.87,54.01,39.91,96.19,444.02
hsa-miR-25-5p,0.17,0.0,0.17,0.16,0.0,0.16,0.0,0.16,0.32,0.0,0.17,0.0,0.0,0.0,0.19,0.18,0.34,0.29,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.13,0.15,0.18,0.0,0.16,0.16,0.16,0.14,0.0,0.15,0.0,0.31
hsa-miR-2682-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-2-3p,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.17,0.0,0.0,0.16
hsa-miR-26a-5p,43.42,43.3,108.76,70.17,26.25,115.01,62.43,55.33,152.49,45.73,152.65,71.88,38.46,75.1,66.07,64.13,74.87,63.44,30.59,66.74,127.5,104.5,71.8,80.65,175.83,38.58,77.71,63.18,88.82,44.72,89.77,45.52,70.54,60.13,166.18,154.29,21.45,78.18,85.38,60.75,53.79,50.91,64.72,41.78,30.62,32.76,85.95,264.78
hsa-miR-26b-3p,0.17,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.29,0.18,0.16,0.0,0.0,0.17,0.33,0.16,0.0,0.0,0.0,0.17,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.15,0.0,0.16
hsa-miR-26b-5p,2.85,1.21,6.27,0.95,0.33,3.11,1.03,2.19,4.42,0.95,3.48,1.3,0.0,0.79,2.06,0.36,4.29,1.01,1.06,1.92,4.17,3.04,2.19,2.61,4.19,0.99,0.78,3.79,2.38,1.68,3.08,0.78,1.72,3.66,4.3,4.13,0.93,2.62,2.37,1.43,1.14,1.1,3.05,1.11,0.5,0.6,1.35,2.5
hsa-miR-27a-3p,5.36,4.66,15.68,8.43,6.85,14.91,9.14,4.22,13.88,3.31,22.11,3.59,1.81,3.16,4.68,6.7,7.21,9.85,2.48,1.92,6.6,10.65,2.53,6.84,13.87,5.63,3.3,3.79,8.0,12.97,3.81,3.61,2.24,4.14,10.98,5.05,1.19,3.86,8.76,7.0,4.58,2.35,9.15,4.87,3.2,3.57,12.49,47.86
hsa-miR-27a-5p,0.5,0.52,0.5,0.16,0.33,1.31,0.17,0.16,0.95,0.16,0.35,0.16,0.33,0.47,0.56,0.72,0.0,0.0,0.0,0.32,0.35,0.34,0.0,0.33,0.32,0.17,0.19,0.0,0.34,0.0,0.36,0.16,0.0,0.16,0.48,0.0,0.26,0.62,0.18,0.48,0.16,0.0,0.16,0.0,0.0,0.6,0.3,0.16
hsa-miR-27b-3p,6.37,7.94,17.49,14.64,10.27,17.69,17.07,15.32,17.5,3.15,23.15,8.31,5.92,7.75,13.66,17.57,9.44,12.46,8.66,7.36,9.73,14.71,6.4,8.31,17.74,7.12,11.07,6.64,19.57,13.28,11.79,8.79,8.09,7.0,21.65,16.97,2.65,9.25,10.58,6.36,6.38,5.33,11.72,8.49,5.22,5.36,13.25,432.76
hsa-miR-27b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0
hsa-miR-28-3p,1.17,1.38,5.28,2.86,2.77,8.85,2.59,3.44,7.25,1.73,2.44,2.61,2.14,2.06,2.62,4.53,2.75,2.46,1.77,2.24,2.26,4.4,1.85,3.1,5.32,1.66,2.53,3.23,2.89,3.05,2.72,1.57,2.92,1.11,6.69,5.05,1.06,3.7,2.92,4.29,2.45,2.51,4.01,2.51,1.18,1.19,3.46,4.38
hsa-miR-28-5p,0.0,0.17,0.17,0.48,0.0,0.0,0.0,0.0,0.32,0.0,0.17,0.16,0.0,0.0,0.0,0.18,0.0,0.14,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.33,0.0,0.0,0.0,0.15,0.36,0.0,0.0,0.0,0.48,0.15,0.0,0.15,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.15,1.09
hsa-miR-296-3p,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-296-5p,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,6.54,6.9,11.39,10.82,8.48,10.65,8.11,5.94,8.36,1.42,17.93,4.07,2.3,4.59,9.55,14.49,7.04,6.52,6.54,2.4,3.82,7.1,2.53,3.58,15.16,8.78,4.86,2.28,12.93,9.62,5.62,2.98,6.88,2.7,10.35,3.98,1.32,6.63,11.49,6.36,4.9,2.35,8.83,10.72,2.52,3.87,12.8,85.71
hsa-miR-29a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-29b-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.31
hsa-miR-29b-3p,0.17,0.0,0.0,0.16,0.0,0.0,0.17,0.16,0.32,0.0,0.87,0.0,0.16,0.47,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.19,0.38,0.34,0.61,0.0,0.0,0.17,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.28,0.17,0.0,0.15,0.78
hsa-miR-29c-3p,0.0,0.35,0.0,0.0,0.16,0.0,0.17,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.39,0.19,0.17,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.14,0.0,0.0,0.0,1.09
hsa-miR-29c-5p,0.0,0.17,0.17,0.16,0.0,0.0,0.0,0.0,0.63,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.18,0.0,0.0,0.0,0.17,0.0,0.0,0.33,0.19,0.0,0.0,0.31,0.18,0.16,0.34,0.16,0.16,0.0,0.0,0.0,0.18,0.32,0.33,0.0,0.0,0.0,0.17,0.0,0.15,1.25
hsa-miR-301a-5p,0.0,0.0,0.17,0.0,0.0,0.33,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3059-5p,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.34,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47
hsa-miR-3064-5p,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09
hsa-miR-3065-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09
hsa-miR-3085-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,1.17,1.38,2.64,2.23,0.33,2.29,1.9,2.19,5.05,1.26,3.31,1.63,0.82,1.9,4.12,3.44,1.37,2.46,1.59,1.28,2.78,3.89,1.18,1.3,1.94,1.16,1.94,0.57,3.23,1.68,2.18,1.1,1.38,0.8,2.07,2.14,0.0,0.93,1.46,0.8,1.14,0.94,1.45,2.37,0.17,1.04,2.86,43.32
hsa-miR-30a-5p,3.86,5.35,11.72,15.43,7.66,14.42,9.66,8.44,15.14,7.1,20.89,6.36,4.44,6.48,13.66,16.12,7.38,8.26,4.77,6.08,12.16,11.67,6.57,6.35,20.16,8.28,10.3,8.35,14.46,11.45,10.88,7.22,12.22,8.91,12.42,7.95,3.05,14.5,12.41,6.68,6.87,5.01,10.92,6.13,3.53,4.17,12.8,564.29
hsa-miR-30b-3p,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.14,0.0,0.0,0.0,0.16
hsa-miR-30b-5p,0.17,0.35,0.0,0.16,0.0,0.33,0.0,0.0,0.0,0.0,0.52,0.16,0.0,0.32,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.16,0.65,0.17,0.0,0.57,0.34,0.15,0.36,0.0,0.34,0.0,0.16,0.0,0.0,0.46,0.0,0.0,0.16,0.0,0.0,0.28,0.0,0.0,0.0,1.72
hsa-miR-30c-1-3p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.18,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-30c-2-3p,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.33,0.16,0.0,0.0,0.36,0.0,0.14,0.35,0.16,0.17,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.34,0.15,0.18,0.0,0.0,0.16,0.16,0.0,0.0,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.63
hsa-miR-30c-5p,1.84,4.14,8.91,7.96,2.45,6.55,4.48,5.78,9.15,2.37,6.96,3.91,2.79,4.9,3.56,4.71,5.32,6.52,2.12,5.44,6.08,5.75,2.87,3.1,9.84,4.47,5.63,3.42,5.44,2.29,3.26,1.88,4.13,3.98,9.71,7.34,2.65,5.71,6.39,5.09,3.27,3.92,4.18,2.79,2.02,2.83,6.17,11.42
hsa-miR-30d-3p,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.94
hsa-miR-30d-5p,99.41,85.05,290.64,250.76,132.87,244.28,119.51,146.61,303.09,138.94,116.1,99.75,89.08,112.26,154.23,141.67,201.77,128.18,85.41,82.26,187.43,172.64,130.46,115.84,167.76,98.68,134.64,113.27,168.96,120.42,177.18,97.47,146.93,112.46,221.26,186.09,61.58,148.04,186.08,135.5,103.33,86.15,151.6,114.33,96.42,89.34,215.56,4277.52
hsa-miR-30e-3p,1.68,2.59,8.25,3.34,1.47,7.7,2.93,1.88,7.1,0.79,4.0,3.1,2.63,2.37,5.24,7.43,3.61,6.66,1.24,2.24,4.17,4.06,3.88,2.93,6.29,2.32,2.91,2.28,6.81,3.36,4.35,1.73,1.72,2.7,6.53,4.74,0.4,2.78,3.28,3.02,3.43,1.72,3.37,2.51,1.35,1.34,4.06,31.75
hsa-miR-30e-5p,1.68,1.21,6.93,8.59,2.61,7.04,1.03,1.88,6.31,1.58,7.14,1.63,0.82,2.21,2.99,2.72,3.78,3.91,1.41,0.64,4.0,3.55,3.54,1.96,10.97,3.64,4.08,3.23,5.44,2.14,3.63,1.26,2.06,2.23,3.02,4.13,2.65,3.86,5.47,2.39,2.78,2.04,4.5,1.11,1.35,0.89,3.76,116.83
hsa-miR-31-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-31-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.16,0.14,0.0,0.0,0.0,0.0
hsa-miR-3120-5p,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3121-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3124-5p,0.0,0.0,0.17,0.16,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.3,0.0
hsa-miR-3127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3130-3p,0.0,0.0,0.0,0.32,0.33,0.33,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-3138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3149,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150b-3p,0.0,0.0,0.0,0.0,0.16,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3151-5p,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3157-3p,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3158-3p,0.0,0.17,0.33,0.64,0.0,0.16,0.0,0.31,0.0,0.0,1.57,0.65,0.0,0.0,0.0,0.18,0.0,0.14,0.0,0.32,0.0,0.34,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.86,0.0,0.0,0.61,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.15,0.0
hsa-miR-3164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3168,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-3175,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3176,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3177-3p,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-3178,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
