miRNA,SRR11892876,SRR11892877,SRR11892878,SRR11892879,SRR11892880,SRR11892881,SRR11892882,SRR11892883,SRR11892884,SRR11892885,SRR11892886,SRR11892887,SRR11892888,SRR11892889,SRR11892890,SRR11892891,SRR11892892
hsa-miR-128-3p,9.24,583.49,753.88,645.93,607.03,0.0,414.9,0.0,288.39,141.22,0.0,1139.6,1215.64,1362.11,823.79,0.0,1171.83
hsa-miR-1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,0.0,0.0,0.0,4.49
hsa-miR-1285-3p,0.0,4.79,1.78,0.0,0.63,0.0,0.0,0.0,1.47,0.81,0.0,0.0,1.48,0.3,0.0,0.0,0.0
hsa-miR-1285-5p,39.29,0.0,3.81,2.81,4.2,54.25,0.83,22.25,1.22,8.14,13.75,0.0,4.07,2.38,2.9,94.6,7.49
hsa-miR-1286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,0.0,10.39,8.39,1.3,11.35,0.0,2.6,0.0,4.64,3.46,0.0,3.38,8.87,7.74,3.09,0.0,1.12
hsa-miR-1289,0.0,0.0,0.0,0.65,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0
hsa-miR-129-2-3p,0.0,5.14,1.27,3.89,0.0,0.0,6.14,0.0,1.22,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0
hsa-miR-129-5p,4.04,481.91,271.8,234.45,128.8,0.0,151.48,14.03,85.63,9.36,0.53,324.39,99.82,86.9,49.09,0.0,152.33
hsa-miR-1290,0.0,0.11,0.0,0.0,0.21,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1291,0.0,0.0,0.0,15.54,6.72,0.0,5.51,0.0,3.3,1.63,0.0,6.77,1.11,0.0,2.51,0.0,2.62
hsa-miR-1292-5p,0.0,0.0,0.0,0.0,0.63,0.0,0.42,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.19,0.0,2.25
hsa-miR-1294,0.0,13.01,6.1,2.81,0.63,0.0,1.25,0.0,3.05,5.49,0.0,0.0,5.18,2.08,1.55,0.0,0.0
hsa-miR-1295a,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,12.9,5.59,0.43,0.84,0.0,2.6,0.0,0.86,0.0,0.0,5.47,13.68,15.77,13.92,0.0,22.08
hsa-miR-1297,0.0,0.0,0.0,6.04,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.97,0.0,0.0
hsa-miR-1298-3p,0.0,0.0,2.8,0.0,2.94,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0
hsa-miR-1298-5p,0.0,0.0,8.64,1.08,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.37,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,23.63,27.71,14.25,7.77,0.0,1.35,0.0,0.73,29.3,0.0,88.29,12.2,17.26,4.25,0.0,17.22
hsa-miR-1301-3p,0.0,0.0,3.81,4.53,4.83,0.0,3.95,0.0,10.99,3.87,2.64,16.72,12.94,8.93,4.45,0.0,13.47
hsa-miR-1303,0.0,0.0,4.58,0.0,1.68,0.0,0.73,0.0,1.47,0.0,0.0,0.0,3.33,0.0,0.19,0.0,1.5
hsa-miR-1304-3p,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,2.08,0.19,5.29,0.0
hsa-miR-1305,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,0.68,1.02,3.45,0.84,0.0,1.25,0.0,2.44,2.85,0.0,2.79,1.85,0.89,0.0,0.0,1.87
hsa-miR-1306-5p,0.0,0.0,6.36,6.48,2.73,0.0,2.6,0.0,2.08,1.63,0.0,13.14,21.44,11.01,1.93,0.0,0.0
hsa-miR-1307-3p,61.82,60.49,50.09,42.96,70.18,84.81,47.03,22.25,50.2,36.22,115.31,59.13,93.54,59.52,29.19,22.49,90.2
hsa-miR-1307-5p,0.0,0.0,3.05,7.56,1.47,0.0,2.91,0.0,0.86,10.38,0.0,0.0,5.55,5.65,2.32,0.0,16.84
hsa-miR-130a-3p,0.0,36.41,33.82,36.05,8.4,0.0,20.6,0.0,22.35,30.93,0.0,9.95,14.42,12.2,10.05,0.0,11.6
hsa-miR-130b-3p,0.0,0.0,3.81,8.64,4.41,0.0,2.39,0.0,5.86,13.43,0.0,3.48,0.0,4.46,3.29,0.0,5.24
hsa-miR-130b-5p,0.0,0.0,1.53,3.02,5.04,0.0,1.46,0.0,1.59,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0
hsa-miR-132-3p,0.58,38.47,92.55,63.47,33.62,0.0,48.69,0.0,55.58,25.03,5.29,70.37,83.93,102.67,13.53,0.0,69.24
hsa-miR-132-5p,0.0,0.46,11.19,9.28,12.19,0.0,17.69,0.0,8.31,14.24,0.0,10.55,14.42,19.05,6.77,0.0,11.23
hsa-miR-1323,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,10.84,0.0,4.53,1.26,0.0,1.14,0.0,0.61,3.05,0.0,0.2,0.0,1.79,4.25,0.0,5.99
hsa-miR-134-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0
hsa-miR-134-5p,0.0,46.8,48.31,25.69,34.04,0.0,59.72,0.0,76.34,45.38,0.0,65.99,39.56,36.01,13.92,0.0,8.23
hsa-miR-1343-3p,0.0,0.0,1.02,0.0,3.78,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.58,0.0,0.0
hsa-miR-135a-2-3p,28.89,0.0,0.0,0.0,0.0,0.0,4.89,8.22,9.41,12.41,9.52,1.59,0.0,0.89,0.19,0.0,0.0
hsa-miR-135a-3p,50.27,0.0,1.27,3.89,0.0,0.0,0.1,0.0,10.99,45.38,12.69,8.46,0.0,2.08,4.06,0.0,14.97
hsa-miR-135a-5p,12.71,5.48,11.44,24.83,7.56,0.0,52.96,0.0,62.78,162.79,1.59,14.53,41.41,34.22,49.87,0.0,66.62
hsa-miR-135b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,0.0,0.0,1.53,8.2,0.63,0.0,4.47,8.22,3.3,3.26,0.0,0.8,2.96,0.89,3.48,0.0,0.0
hsa-miR-136-3p,0.0,2.97,6.1,11.44,2.52,0.0,12.9,0.0,0.98,2.65,0.0,5.57,7.76,6.25,5.22,0.0,19.46
hsa-miR-136-5p,34.67,5.94,7.37,8.85,10.72,9.98,20.08,6.77,7.7,3.87,135.41,8.86,10.72,8.04,6.57,16.54,3.37
hsa-miR-137-3p,0.0,16.55,106.28,126.29,32.78,0.0,36.83,0.0,11.6,19.94,0.0,80.43,100.93,130.35,59.15,0.0,33.31
hsa-miR-137-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,1.63,0.0,1.79,1.11,0.6,0.19,0.0,2.99
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,4.76,0.0,0.0,0.2,1.48,3.87,0.19,0.0,1.87
hsa-miR-138-2-3p,0.0,0.0,3.05,0.22,9.46,0.0,0.94,0.0,1.71,0.0,0.0,1.69,11.09,12.5,1.55,0.0,3.74
hsa-miR-138-5p,4.62,12.44,25.43,12.09,23.95,0.0,13.52,0.0,13.93,1.02,0.0,25.88,37.71,36.01,8.7,0.0,2.99
hsa-miR-139-3p,15.6,67.34,118.23,91.97,44.12,0.0,26.63,71.11,22.48,5.9,7.41,129.7,109.44,78.86,50.25,19.85,45.66
hsa-miR-139-5p,0.0,19.18,22.37,13.6,8.61,0.0,3.95,0.0,5.13,0.0,0.0,12.64,21.44,21.13,6.57,0.0,7.86
hsa-miR-140-3p,0.0,89.26,117.21,51.6,85.94,0.0,60.24,12.09,69.38,55.76,0.0,77.04,184.86,93.45,48.52,0.0,34.43
hsa-miR-140-5p,9.82,17.69,40.43,22.02,21.64,0.0,14.15,0.0,7.33,25.84,60.3,19.51,46.22,38.99,16.43,5.95,51.27
hsa-miR-141-3p,167.56,9.13,3.31,22.24,9.46,0.0,2.7,12.58,0.0,7.12,0.0,1.89,0.0,9.82,1.74,70.12,5.61
hsa-miR-141-5p,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,1265.34,635.88,985.76,814.11,1030.42,2335.33,337.91,1476.4,334.2,1154.79,2445.25,309.76,940.2,979.69,851.62,1023.35,430.41
hsa-miR-142-5p,117.87,94.74,238.5,187.61,240.16,240.7,84.37,90.46,87.83,255.99,245.95,69.08,168.96,196.42,161.01,106.5,108.54
hsa-miR-143-3p,1.73,1095.42,713.2,505.18,371.28,0.62,424.58,0.48,544.79,786.68,11.64,485.04,534.99,380.93,371.11,0.0,562.9
hsa-miR-143-5p,0.0,0.0,1.78,3.67,3.99,0.0,2.29,0.0,1.95,3.46,0.0,3.68,0.0,2.08,2.51,0.0,0.0
hsa-miR-144-3p,0.58,63.92,156.88,171.63,138.89,0.0,29.86,0.48,32.98,135.32,1.06,20.9,119.42,72.32,143.81,0.0,55.39
hsa-miR-144-5p,0.0,188.79,179.25,237.69,289.96,0.0,85.1,15.48,57.65,233.81,0.0,58.63,149.0,144.34,261.32,0.0,85.33
hsa-miR-145-3p,0.0,5.59,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-145-5p,0.0,39.95,1.02,1.94,4.62,0.0,3.33,9.19,3.91,10.78,10.05,4.68,7.39,4.46,3.29,0.0,0.0
hsa-miR-1468-5p,0.0,0.0,1.27,3.45,0.0,0.0,1.56,0.0,1.22,0.0,0.0,0.0,1.11,0.0,0.39,0.0,0.0
