miRNA,SRR24491950,SRR24491954,SRR24491972,SRR24491975,SRR24491978,SRR24491983,SRR24491984,SRR24491989,SRR24491994,SRR24491998,SRR24492002,SRR24492007,SRR24492011,SRR24492014,SRR24492015,SRR24492019,SRR24492023,SRR24492040,SRR24492050,SRR24492054,SRR24492059,SRR24492063,SRR24492068,SRR24492072,SRR24492076,SRR24492080,SRR24491958,SRR24491963,SRR24491967,SRR24491970,SRR24492028,SRR24492031,SRR24492035,SRR24492047,SRR24492056
hsa-miR-107,0.0,0.0,0.0,0.0,1003.72,221.28,75.34,223.53,369.15,0.0,35.45,456.11,1220.79,0.0,760.59,0.0,0.0,0.0,168.24,0.0,0.0,122.02,0.0,152.87,0.0,0.0,0.0,0.0,0.0,349.84,44.55,0.0,69.16,0.0,0.0
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,1314.42,6358.74,8809.59,1929.79,2591.65,10763.29,642.64,3753.74,1100.13,1221.44,1876.82,1988.71,8268.97,877.81,11867.3,1728.84,214.91,4694.05,2012.34,1709.4,2352.7,2089.06,1971.66,3286.71,4517.31,499.3,5186.09,3624.78,23.11,1552.96,1502.58,2332.58,2420.44,2924.12,2389.46
hsa-miR-10b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10b-5p,38390.06,94552.61,6868.06,8547.56,32623.44,55032.17,44202.21,55815.44,27625.59,174320.58,4245.56,14412.04,162989.16,8071.01,19858.72,13556.85,12305.2,38507.93,70336.16,14325.37,54036.15,35177.5,37153.42,67874.34,36036.95,6961.55,184178.11,128353.51,32.81,11054.18,11166.1,79881.4,28968.61,83302.24,7926.61
hsa-miR-11399,0.0,0.0,0.0,0.0,7.72,0.0,8.86,0.0,0.0,0.0,0.0,0.0,0.0,9.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.83,0.0,0.0
hsa-miR-1180-3p,0.0,0.0,0.0,45.24,195.6,110.83,254.84,128.12,65.79,30.19,0.0,111.84,0.0,45.72,0.0,19.8,66.13,45.18,122.06,36.53,0.0,0.0,0.0,0.0,0.0,28.65,0.0,0.0,0.0,25.6,4.05,24.32,16.35,206.71,53.91
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,0.0,68.61,6.65,16.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,18.02,0.0,11.08,0.0,42.03,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,0.0,0.0,0.38,2.22,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,0.0,1180.61,0.0,10.92,10.29,468.58,585.02,79.05,95.03,55.73,0.0,50.68,3.95,45.72,1771.24,82.48,159.81,24.85,0.0,2827.09,6.9,1027.89,308.07,0.0,0.0,996.55,1447.78,0.0,0.92,38.4,56.7,184.42,8.8,5.04,319.99
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.91
hsa-miR-1243,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,0.0,0.0,0.0,0.0,0.0,0.0,27.7,19.08,9.14,37.15,11.08,0.0,0.0,9.14,0.0,6.6,5.51,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,12.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1247-5p,0.0,0.0,0.0,18.72,0.0,0.0,0.0,21.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.69,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,8.11,0.0,0.0,0.0
hsa-miR-1255a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.0,0.0,0.0,0.0,18.02,0.0,111.91,46.34,51.17,110.3,50.96,22.72,0.0,0.0,0.0,19.8,11.02,31.62,69.28,0.0,0.0,0.0,0.0,305.74,0.0,10.23,0.0,0.0,0.0,21.33,16.2,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,0.0,341.76,658.58,87.36,182.73,1095.1,59.83,479.78,73.1,227.57,86.42,173.01,0.0,51.82,698.08,356.33,297.57,282.37,79.17,14.61,151.79,122.02,0.0,0.0,0.0,446.1,0.0,98.82,0.92,153.59,170.1,145.91,143.34,0.0,222.6
hsa-miR-125b-1-3p,0.0,0.0,0.0,0.0,5.15,0.0,8.86,16.36,0.0,0.0,0.0,10.49,0.0,0.0,0.0,13.2,16.53,18.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.0,0.0,0.0,17.07,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.0,1.51,6.65,8.18,0.0,42.96,0.0,0.0,0.0,0.0,0.0,0.0,5.51,0.0,46.18,0.0,0.0,0.0,0.0,0.0,0.0,10.23,0.0,0.0,0.0,0.0,4.05,12.16,0.0,0.0,0.0
hsa-miR-125b-5p,0.0,1066.69,701.35,26.52,95.22,682.7,17.73,193.55,43.86,25.54,66.48,27.96,0.0,48.77,125.03,125.37,77.15,140.05,23.09,29.22,131.09,55.46,0.0,0.0,0.0,77.76,0.0,0.0,1.85,68.26,44.55,113.49,11.32,0.0,185.21
hsa-miR-126-3p,0.0,0.0,316.46,40.56,46.33,122.52,48.75,38.16,0.0,0.0,0.0,34.95,0.0,0.0,0.0,29.69,71.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.76,75.71,0.0,0.0,0.0,25.6,8.1,0.0,54.07,0.0,16.52
hsa-miR-126-5p,0.0,0.0,0.0,21.84,41.18,130.43,132.96,141.75,12.79,37.15,0.0,124.08,209.39,9.14,0.0,49.49,66.13,33.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.73,0.0,0.0,0.0,0.0,44.55,24.32,32.69,312.58,0.0
hsa-miR-1260b,0.0,0.0,0.0,0.0,0.0,0.0,3.32,2.73,0.0,0.0,37.67,17.48,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53,8.1,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,0.0,0.0,0.0,0.0,0.0,5.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,4.05,0.0,0.0,0.0,0.0
hsa-miR-127-3p,0.0,144.99,8.55,26.52,470.98,110.45,162.87,130.85,42.03,236.86,93.07,146.79,31.61,36.58,41.68,75.88,275.53,76.8,79.17,0.0,13.8,0.0,0.0,0.0,0.0,151.43,0.0,0.0,0.92,25.6,72.9,42.56,12.57,60.5,100.0
hsa-miR-127-5p,0.0,0.0,0.0,0.0,18.02,0.0,5.54,8.18,0.0,40.64,0.0,15.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.99,0.0,0.0,0.0,0.0,8.19,0.0,0.0,0.0,8.53,0.0,0.0,0.0,0.0,32.17
hsa-miR-1270,0.0,0.0,0.0,0.0,7.72,0.0,3.32,5.45,5.48,27.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,0.0,0.0,0.0,0.0,5.15,0.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,0.0,0.0,6.65,0.0,0.0,0.0,0.0,10.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1275,0.0,0.0,51.32,0.0,0.0,0.0,2.22,0.0,10.96,0.0,0.0,0.0,0.0,3.05,0.0,0.0,16.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.35
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,7.72,0.0,3.32,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,0.0,0.0,0.0,68.64,72.06,128.55,190.57,122.67,69.44,75.47,75.34,185.24,0.0,30.48,0.0,39.59,22.04,0.0,52.78,0.0,0.0,0.0,0.0,0.0,0.0,51.16,0.0,0.0,0.0,4.27,0.0,0.0,0.0,332.75,0.0
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.11,13.63,18.27,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,12.87,0.0,4.43,16.36,0.0,0.0,0.0,19.22,0.0,0.0,0.0,0.0,11.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.32,13.83,0.0,0.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,15.44,100.27,25.48,19.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,0.0,0.0,0.0,0.0,0.0,41.84,60.94,8.18,10.96,0.0,0.0,15.73,0.0,0.0,0.0,0.0,0.0,0.0,49.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,8.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,0.0,0.0,0.0,0.0,17.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.15,0.0,0.0,0.0,0.0
hsa-miR-1298-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,45.24,198.17,133.07,1006.06,68.15,12.79,70.82,0.0,47.18,0.0,0.0,0.0,0.0,11.02,0.0,0.0,43.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.35,0.0,0.0,0.0
hsa-miR-1301-3p,0.0,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,9.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,0.0,0.0,0.0,15.6,0.0,0.0,24.38,13.63,14.62,26.7,0.0,15.73,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1305,0.0,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
