miRNA,SRR24123123,SRR24123124,SRR24123125,SRR24123126,SRR24123127
hsa-miR-1180-3p,14.37,26.98,10.03,4.75,39.49
hsa-miR-1183,2.06,0.0,0.0,0.0,6.53
hsa-miR-1193,15.32,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.07,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,0.0,3.09
hsa-miR-122-5p,64.93,0.0,563.28,0.0,0.0
hsa-miR-1229-3p,4.92,0.0,0.0,0.0,0.0
hsa-miR-124-3p,1.98,3.78,16.25,37.98,9.33
hsa-miR-124-5p,0.0,0.0,1.06,1.42,0.36
hsa-miR-1245b-3p,2.38,0.0,0.0,0.0,0.0
hsa-miR-1246,125.66,156.18,131.78,41.3,418.43
hsa-miR-1249-3p,2.86,0.07,0.07,0.95,0.07
hsa-miR-1255a,0.0,3.64,0.0,0.0,7.75
hsa-miR-125a-3p,31.12,23.13,41.05,1.9,18.38
hsa-miR-125a-5p,1697.19,1602.82,1611.92,310.46,847.26
hsa-miR-125b-1-3p,239.1,148.49,163.86,3.8,23.91
hsa-miR-125b-2-3p,0.0,3.3,0.0,0.0,0.0
hsa-miR-125b-5p,3274.99,2737.12,3619.87,369.8,675.46
hsa-miR-126-3p,19.77,26.43,95.81,99.21,42.14
hsa-miR-126-5p,0.08,0.07,0.92,4.75,3.09
hsa-miR-1262,4.6,12.43,0.0,2.85,10.34
hsa-miR-1268b,0.0,1.78,0.0,0.0,0.0
hsa-miR-127-3p,2095.21,1202.46,3182.71,301.91,345.84
hsa-miR-127-5p,3.18,5.63,2.47,5.22,0.86
hsa-miR-1271-5p,3.97,3.36,0.07,0.0,6.96
hsa-miR-1273c,0.0,3.5,19.15,0.0,0.0
hsa-miR-1278,5.95,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.21,0.47,0.29
hsa-miR-128-3p,577.03,509.24,1236.02,2088.7,1081.97
hsa-miR-1285-3p,5.87,0.0,18.37,0.0,3.3
hsa-miR-1285-5p,0.0,0.07,0.0,0.0,0.07
hsa-miR-1287-5p,0.0,2.61,0.0,0.0,0.0
hsa-miR-129-1-3p,0.0,0.14,0.07,0.0,0.0
hsa-miR-129-2-3p,0.08,0.0,0.57,3.32,0.29
hsa-miR-129-5p,45.57,31.24,72.99,93.99,27.71
hsa-miR-1290,0.08,0.07,0.07,0.0,0.43
hsa-miR-1291,5.56,0.07,0.0,0.47,3.52
hsa-miR-1292-5p,12.46,3.71,0.0,0.0,9.84
hsa-miR-1293,4.52,19.22,1.06,14.24,826.66
hsa-miR-1294,3.18,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,18.02,6.38,0.0,0.0,9.26
hsa-miR-1298-5p,1.35,0.62,6.64,22.79,4.16
hsa-miR-1299,2.22,14.28,12.58,0.0,7.32
hsa-miR-1301-3p,6.99,3.91,15.76,1.42,13.35
hsa-miR-1304-3p,0.0,0.0,0.07,0.0,0.0
hsa-miR-1304-5p,2.3,0.0,0.07,0.0,3.3
hsa-miR-1306-3p,7.78,4.87,0.0,0.0,3.95
hsa-miR-1307-3p,297.45,319.43,129.8,47.95,694.27
hsa-miR-130a-3p,0.0,3.84,0.0,0.47,3.73
hsa-miR-130b-3p,1.83,0.0,0.0,0.0,0.0
hsa-miR-130b-5p,15.16,11.46,0.28,0.47,18.16
hsa-miR-132-3p,0.87,0.69,3.11,12.34,1.79
hsa-miR-132-5p,15.0,13.18,7.56,18.99,9.69
hsa-miR-133a-3p,2.78,0.07,18.94,0.95,5.24
hsa-miR-134-3p,0.0,0.0,0.07,0.0,0.0
hsa-miR-134-5p,57.79,59.04,82.46,3.32,22.97
hsa-miR-135a-2-3p,0.0,0.0,0.14,0.0,0.0
hsa-miR-135a-5p,0.71,3.3,2.19,7.6,0.86
hsa-miR-135b-5p,0.32,0.0,0.92,1.9,11.63
hsa-miR-136-3p,3.18,4.19,22.82,16.61,4.24
hsa-miR-136-5p,10.72,12.77,8.55,14.24,7.47
hsa-miR-137-3p,0.16,0.14,19.36,1.42,0.79
hsa-miR-137-5p,2.38,0.07,0.49,0.47,5.38
hsa-miR-138-1-3p,0.0,0.07,0.07,0.0,0.07
hsa-miR-138-2-3p,0.0,0.0,0.0,0.47,0.0
hsa-miR-138-5p,0.71,0.21,4.52,9.97,6.39
hsa-miR-139-3p,6.27,6.66,3.46,10.44,14.07
hsa-miR-139-5p,1.59,1.17,11.94,28.01,12.42
hsa-miR-140-3p,54.46,28.56,103.66,14.72,21.54
hsa-miR-140-5p,7.38,0.07,0.85,2.85,0.57
hsa-miR-141-3p,0.0,0.0,0.0,0.95,2.66
hsa-miR-142-3p,0.24,0.0,0.07,1.42,0.07
hsa-miR-142-5p,0.08,0.14,13.5,0.95,4.45
hsa-miR-143-3p,11255.37,5946.81,15543.17,192.26,468.76
hsa-miR-143-5p,6.03,2.81,0.14,0.0,0.07
hsa-miR-144-3p,0.0,2.75,0.0,0.47,0.0
hsa-miR-144-5p,0.0,0.0,0.07,1.9,0.0
hsa-miR-145-3p,40.17,0.14,20.21,1.42,4.02
hsa-miR-145-5p,13.97,0.0,0.0,0.47,0.07
hsa-miR-1468-5p,2.78,0.0,0.0,0.0,3.3
hsa-miR-146a-5p,26.75,28.97,78.15,19.46,96.28
hsa-miR-146b-3p,1.83,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,716.27,872.6,920.25,88.3,486.92
hsa-miR-148a-3p,29844.94,24238.28,21722.97,2315.14,42223.15
hsa-miR-148a-5p,0.08,0.0,0.21,0.47,16.8
hsa-miR-148b-3p,69.14,79.56,451.86,18.99,55.71
hsa-miR-148b-5p,0.0,0.0,0.21,0.0,0.0
hsa-miR-149-3p,3.18,0.21,0.0,0.0,12.21
hsa-miR-149-5p,9.84,12.15,2.47,9.97,35.11
hsa-miR-150-5p,0.24,0.07,0.64,1.9,0.72
hsa-miR-151a-3p,7941.88,6957.19,4501.26,1068.09,10789.72
hsa-miR-151a-5p,3.57,0.0,0.28,2.37,0.07
hsa-miR-151b,0.0,0.0,0.07,0.47,0.0
hsa-miR-152-3p,491.38,415.4,990.27,16.14,156.16
hsa-miR-153-3p,0.16,0.21,0.99,1.9,0.57
hsa-miR-1538,3.65,0.0,0.0,0.0,0.0
hsa-miR-154-3p,0.0,0.0,0.07,0.47,0.22
hsa-miR-154-5p,0.0,0.0,0.0,0.47,0.14
hsa-miR-155-5p,439.54,235.26,322.84,0.47,49.18
hsa-miR-15a-5p,0.0,0.0,0.07,0.47,4.67
hsa-miR-15b-3p,0.0,3.3,0.0,0.0,2.51
hsa-miR-15b-5p,4.29,0.0,0.07,0.0,0.07
hsa-miR-16-2-3p,77.48,32.06,55.75,11.87,57.08
hsa-miR-16-5p,9.76,11.67,37.24,8.54,17.88
hsa-miR-17-5p,5.56,0.0,18.94,1.42,12.92
hsa-miR-181a-2-3p,400.96,285.79,481.32,11.39,322.15
hsa-miR-181a-3p,4.68,6.32,1.41,0.47,7.47
hsa-miR-181a-5p,95.26,80.8,352.87,162.35,61.31
hsa-miR-181b-5p,71.05,33.71,171.56,54.12,83.14
hsa-miR-181c-3p,2.94,0.0,0.42,2.37,0.22
hsa-miR-181c-5p,0.24,0.21,0.28,1.9,0.14
hsa-miR-181d-5p,5.72,8.51,6.43,14.24,4.02
hsa-miR-182-5p,3.41,67.41,14.91,159.98,1675.65
hsa-miR-183-5p,6.27,57.94,20.99,138.14,1956.73
hsa-miR-184,12.3,33.71,146.54,2.85,15.01
hsa-miR-1843,16.75,0.0,0.28,0.0,10.34
hsa-miR-185-3p,0.08,1.92,0.21,0.47,0.07
hsa-miR-185-5p,3.1,19.08,5.09,11.39,13.71
hsa-miR-186-5p,41.6,35.49,43.45,21.84,27.64
hsa-miR-187-3p,0.4,0.14,0.78,1.9,0.43
hsa-miR-187-5p,0.0,0.0,0.07,0.0,0.0
hsa-miR-188-5p,0.0,0.0,0.07,0.0,0.0
hsa-miR-18a-5p,0.0,0.0,0.0,0.0,3.88
hsa-miR-1908-5p,19.85,26.77,0.0,0.0,7.9
hsa-miR-190a-3p,2.7,0.0,0.0,0.0,0.0
hsa-miR-190b-5p,0.0,0.0,0.07,0.0,0.0
hsa-miR-191-3p,0.0,0.0,0.07,0.47,4.59
hsa-miR-191-5p,393.18,378.39,528.17,83.55,524.61
hsa-miR-192-5p,19.21,20.18,21.69,8.07,45.73
hsa-miR-193a-5p,524.24,385.4,243.49,3.32,209.21
hsa-miR-193b-3p,7.22,8.58,0.0,0.0,9.55
hsa-miR-193b-5p,679.19,604.39,322.2,42.72,673.3
hsa-miR-194-5p,4.84,0.07,0.99,3.32,0.65
hsa-miR-195-3p,51.92,18.05,22.33,4.27,0.0
hsa-miR-195-5p,6.43,0.0,0.35,1.42,0.22
hsa-miR-196a-5p,763.34,537.46,634.3,18.04,339.6
hsa-miR-196b-5p,67.87,48.95,72.14,9.49,22.18
hsa-miR-197-3p,11.11,21.08,17.17,0.0,35.97
hsa-miR-197-5p,2.7,3.57,0.0,0.0,6.39
hsa-miR-199a-3p,755.08,392.47,3072.13,14.24,13.71
hsa-miR-199a-5p,1766.18,1545.57,1632.62,6.17,158.96
hsa-miR-199b-3p,20.56,80.53,327.22,0.0,44.23
hsa-miR-199b-5p,1388.24,833.06,3011.01,8.54,128.73
hsa-miR-19a-3p,0.0,0.07,0.0,0.0,0.0
hsa-miR-19b-3p,0.0,0.0,0.21,1.42,0.0
hsa-miR-200a-3p,0.24,2.54,43.53,3.8,34.1
hsa-miR-200a-5p,0.0,2.54,0.21,9.02,137.35
hsa-miR-200b-3p,2.46,35.77,41.76,107.28,1734.02
hsa-miR-200b-5p,0.08,2.47,0.0,4.27,65.62
hsa-miR-200c-3p,0.0,63.23,24.09,176.59,2316.93
hsa-miR-202-5p,1.11,0.62,0.0,0.0,0.0
hsa-miR-203a-3p,2.94,38.51,1.7,19.46,821.42
hsa-miR-203b-3p,0.0,0.0,0.0,0.0,0.07
hsa-miR-204-3p,0.0,0.14,0.28,0.0,0.36
hsa-miR-204-5p,0.32,0.0,1.63,4.75,1.01
hsa-miR-205-5p,2.78,80.59,4.73,222.16,3579.53
hsa-miR-206,0.95,10.98,42.68,3.32,4.81
hsa-miR-20a-5p,9.61,13.87,34.9,5.7,23.76
hsa-miR-20b-5p,0.0,0.07,0.0,0.0,0.0
hsa-miR-21-3p,0.0,0.0,44.51,0.0,2.58
hsa-miR-21-5p,12794.19,7660.09,30431.69,1922.08,24129.41
hsa-miR-210-3p,0.08,0.0,0.0,0.47,0.22
hsa-miR-210-5p,0.0,2.81,0.0,0.0,0.0
hsa-miR-211-5p,0.0,0.0,0.0,0.0,11.85
hsa-miR-2110,51.2,19.15,40.42,3.32,33.6
hsa-miR-2116-3p,2.46,0.0,0.0,0.0,0.0
hsa-miR-212-3p,0.0,0.0,0.14,0.0,0.07
hsa-miR-212-5p,3.65,4.12,14.06,24.68,11.99
hsa-miR-214-3p,15.0,17.03,0.0,0.0,3.73
hsa-miR-214-5p,10.64,16.82,0.0,0.47,0.07
hsa-miR-215-5p,7.54,5.42,0.0,0.95,1.51
hsa-miR-216a-5p,0.0,0.0,0.0,0.0,0.07
hsa-miR-216b-5p,0.0,0.0,0.14,0.0,0.0
hsa-miR-218-1-3p,0.0,0.0,0.14,0.0,0.0
hsa-miR-218-2-3p,0.0,0.0,0.07,0.0,0.0
hsa-miR-218-5p,141.06,36.93,137.64,150.96,35.32
hsa-miR-219a-1-3p,0.0,9.06,0.0,0.0,0.0
hsa-miR-219a-2-3p,2.06,1.24,15.76,37.03,1.51
hsa-miR-219a-5p,0.0,0.0,0.07,0.0,0.07
hsa-miR-22-3p,49.38,65.08,373.99,37.5,77.04
hsa-miR-22-5p,16.91,3.16,20.84,1.42,7.75
hsa-miR-221-3p,501.62,318.05,482.8,56.02,281.37
hsa-miR-221-5p,151.14,151.99,258.89,7.12,99.08
hsa-miR-222-3p,8336.96,8921.11,5080.79,490.84,7931.95
hsa-miR-222-5p,10.0,6.73,0.07,0.47,10.91
hsa-miR-223-3p,0.0,0.0,0.07,0.0,0.0
hsa-miR-223-5p,4.84,3.43,0.0,0.47,0.0
hsa-miR-224-3p,2.38,0.0,5.37,0.0,0.0
hsa-miR-224-5p,1001.57,586.61,1497.73,126.27,1723.97
hsa-miR-2277-5p,5.4,0.0,0.0,0.0,4.45
hsa-miR-2355-3p,0.0,0.0,0.0,0.0,3.37
hsa-miR-23a-3p,68.59,46.0,25.79,14.24,154.94
hsa-miR-23a-5p,2.22,0.0,0.0,0.0,0.0
hsa-miR-23b-3p,9.76,14.9,21.06,4.75,24.27
hsa-miR-23b-5p,28.74,57.39,38.51,0.47,34.75
hsa-miR-23c,0.08,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.16,0.0,0.35,0.47,0.14
hsa-miR-24-2-5p,20.64,17.57,0.14,2.85,10.34
hsa-miR-24-3p,458.59,361.3,645.74,96.37,6.75
hsa-miR-25-3p,488.92,352.24,577.63,276.28,980.66
hsa-miR-25-5p,5.95,10.98,11.8,4.75,10.84
hsa-miR-2682-5p,13.81,17.71,1.48,0.0,0.0
hsa-miR-26a-5p,4468.27,3430.06,5717.98,1176.32,2096.66
hsa-miR-26b-5p,44.22,44.35,98.21,25.16,49.04
hsa-miR-27a-3p,101.93,51.08,243.7,25.16,273.4
hsa-miR-27a-5p,20.24,18.81,19.22,6.17,32.52
hsa-miR-27b-3p,450.73,290.11,2647.41,139.56,290.85
hsa-miR-27b-5p,35.48,38.31,60.62,2.85,12.28
hsa-miR-28-3p,231.16,177.73,269.35,16.14,283.59
hsa-miR-28-5p,8.18,14.14,0.49,1.42,17.88
hsa-miR-296-3p,19.29,7.89,0.28,1.42,19.74
hsa-miR-296-5p,2.46,0.0,0.35,0.47,0.29
hsa-miR-29a-3p,172.97,112.04,377.6,138.14,94.34
hsa-miR-29a-5p,0.0,0.0,0.0,0.0,0.07
hsa-miR-29b-1-5p,0.0,0.0,0.0,0.0,4.38
hsa-miR-29b-2-5p,0.08,0.0,0.21,0.47,0.22
hsa-miR-29b-3p,6.11,6.52,2.33,5.7,0.79
hsa-miR-29c-3p,0.24,0.0,0.57,1.42,0.14
hsa-miR-301a-5p,0.08,0.0,0.07,0.95,4.02
hsa-miR-302c-3p,0.0,0.07,0.0,0.0,0.0
hsa-miR-3059-5p,0.0,0.0,0.28,0.0,0.0
hsa-miR-3064-3p,0.0,0.0,0.07,0.0,0.0
hsa-miR-3064-5p,5.87,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,405.8,332.47,601.3,33.23,177.55
hsa-miR-30a-5p,1927.32,1420.15,3236.62,385.46,536.75
hsa-miR-30b-3p,2.62,3.16,0.0,0.0,0.0
hsa-miR-30b-5p,2.86,0.21,37.02,6.17,5.1
hsa-miR-30c-1-3p,2.38,0.0,0.14,0.0,7.54
hsa-miR-30c-2-3p,38.26,41.05,97.08,2.37,7.9
hsa-miR-30c-5p,222.59,217.14,627.87,103.49,148.55
hsa-miR-30d-3p,0.24,0.07,0.49,1.9,0.0
hsa-miR-30d-5p,3572.44,3551.64,2405.9,930.9,6235.77
hsa-miR-30e-3p,146.22,165.31,229.28,36.55,139.14
hsa-miR-30e-5p,11.35,25.67,24.73,51.74,20.39
hsa-miR-31-5p,8.89,0.07,0.42,0.0,13.28
hsa-miR-3121-3p,0.0,0.0,0.0,0.47,0.0
hsa-miR-3126-5p,1.98,0.0,0.0,0.0,0.0
hsa-miR-3127-5p,0.0,0.0,0.0,0.0,3.73
hsa-miR-3129-3p,6.91,0.0,0.0,0.0,0.0
hsa-miR-3148,2.54,0.0,0.0,0.0,0.0
hsa-miR-3149,0.0,2.75,0.0,0.0,0.0
hsa-miR-3150a-5p,3.25,0.0,0.0,0.0,3.95
hsa-miR-3154,0.08,3.64,0.0,0.0,0.0
hsa-miR-3158-3p,22.86,2.75,0.0,0.0,8.11
hsa-miR-3162-5p,1.91,0.0,0.0,0.0,2.87
hsa-miR-3164,1.83,3.16,0.0,0.47,0.0
hsa-miR-3170,2.38,0.0,0.0,0.0,0.0
hsa-miR-3173-3p,3.33,0.0,0.0,0.0,0.0
hsa-miR-3173-5p,0.0,0.0,0.0,0.0,6.75
hsa-miR-3174,0.0,0.82,0.0,0.0,0.0
hsa-miR-3177-3p,3.25,0.0,0.0,0.0,4.02
hsa-miR-3179,0.0,0.0,0.0,0.0,5.82
hsa-miR-3180-3p,3.1,0.0,0.0,0.95,4.02
hsa-miR-3187-3p,0.0,3.02,0.0,0.0,0.0
hsa-miR-3191-3p,0.0,2.47,0.0,0.0,0.0
hsa-miR-3194-3p,0.0,0.0,0.0,1.42,0.0
hsa-miR-3195,0.16,0.0,0.21,0.0,0.0
hsa-miR-32-5p,0.0,0.0,0.21,0.0,6.61
hsa-miR-3200-3p,1.27,0.0,0.0,0.0,0.0
hsa-miR-320a-3p,1074.12,1140.47,968.79,80.7,569.92
hsa-miR-320a-5p,0.0,0.0,0.07,0.0,0.0
hsa-miR-320b,938.3,1082.53,1160.98,100.64,775.76
hsa-miR-320c,850.1,61.92,55.04,2.85,419.79
hsa-miR-320d,29.69,22.04,29.61,1.42,9.26
hsa-miR-320e,0.64,0.55,0.92,0.0,0.43
hsa-miR-323a-3p,85.73,55.33,65.64,4.75,1.79
hsa-miR-323a-5p,11.19,8.99,0.57,1.9,0.29
hsa-miR-323b-3p,13.1,15.51,9.4,0.0,0.0
hsa-miR-324-3p,0.0,0.0,0.07,0.0,0.0
hsa-miR-324-5p,0.0,0.0,0.0,1.42,4.02
hsa-miR-326,0.08,0.0,0.14,1.42,0.22
hsa-miR-328-3p,71.84,58.63,140.26,58.86,30.08
hsa-miR-329-3p,1.03,0.0,0.0,0.0,0.0
hsa-miR-329-5p,6.43,0.0,0.0,0.0,0.0
hsa-miR-330-3p,0.71,3.02,0.07,4.27,21.25
hsa-miR-330-5p,6.51,6.59,9.96,27.06,12.92
hsa-miR-331-3p,0.08,0.0,0.14,0.0,0.07
hsa-miR-331-5p,0.0,3.23,0.0,0.0,0.07
hsa-miR-335-3p,0.79,0.27,2.83,8.07,43.15
hsa-miR-335-5p,0.08,0.0,1.06,1.42,0.5
hsa-miR-337-3p,5.79,9.34,0.0,0.0,0.0
hsa-miR-338-3p,0.08,0.14,0.0,0.47,0.0
hsa-miR-338-5p,1.27,0.14,6.36,0.0,3.73
hsa-miR-339-3p,12.7,14.42,0.0,0.0,6.89
hsa-miR-339-5p,9.53,2.81,0.14,0.95,2.8
hsa-miR-33a-5p,0.0,0.0,0.0,0.47,0.0
hsa-miR-340-3p,2.22,5.63,1.2,3.8,0.43
hsa-miR-340-5p,6.99,5.49,63.73,58.86,15.58
hsa-miR-342-3p,4.6,0.07,1.2,3.8,8.11
hsa-miR-342-5p,93.59,74.62,20.63,7.6,147.4
hsa-miR-345-5p,0.0,0.0,0.0,1.42,2.08
hsa-miR-34a-5p,5.4,3.09,39.43,0.0,0.14
hsa-miR-34b-3p,0.0,2.88,0.0,0.0,0.14
hsa-miR-34c-5p,29.85,16.06,105.07,11.39,11.42
hsa-miR-3605-3p,0.0,6.38,20.07,0.0,0.0
hsa-miR-3605-5p,7.78,2.4,0.0,0.47,20.25
hsa-miR-361-3p,81.29,98.51,112.77,10.92,125.5
hsa-miR-361-5p,2.86,9.34,36.32,1.42,0.36
hsa-miR-3613-5p,7.7,2.33,0.0,0.0,6.89
hsa-miR-3615,5.72,6.59,17.95,0.47,0.07
hsa-miR-362-5p,1.51,5.29,0.0,0.0,0.0
hsa-miR-363-3p,6.43,4.74,0.0,0.0,0.0
hsa-miR-363-5p,0.48,0.07,0.0,0.0,0.0
hsa-miR-3648,0.0,0.0,0.0,1.42,0.0
hsa-miR-365a-3p,4.52,0.0,0.0,0.0,3.73
hsa-miR-365a-5p,193.69,152.68,70.38,7.6,256.1
hsa-miR-365b-5p,112.48,78.05,75.39,4.27,68.85
hsa-miR-3665,0.08,0.0,0.28,0.0,0.0
hsa-miR-3678-5p,3.73,0.0,0.0,0.0,2.8
hsa-miR-3679-5p,0.0,3.16,0.0,1.42,1.29
hsa-miR-3682-3p,2.86,0.0,0.0,0.0,0.0
hsa-miR-369-3p,5.87,0.27,21.62,8.07,1.72
hsa-miR-369-5p,20.4,15.1,18.09,7.12,1.08
hsa-miR-3691-5p,0.0,0.0,0.0,0.47,0.0
hsa-miR-370-3p,82.4,60.41,54.62,44.15,24.91
hsa-miR-370-5p,0.0,0.0,0.14,0.47,0.07
hsa-miR-374a-3p,0.0,3.3,19.64,0.47,0.0
hsa-miR-374a-5p,2.14,2.33,0.0,0.47,4.24
hsa-miR-374b-5p,14.45,0.0,19.01,0.0,8.62
hsa-miR-375-3p,0.0,0.0,17.74,2.85,47.31
hsa-miR-376a-3p,0.0,0.0,0.0,0.0,3.23
hsa-miR-376a-5p,0.0,0.0,0.35,1.9,0.43
hsa-miR-376b-3p,0.0,0.0,0.0,0.0,0.14
hsa-miR-376b-5p,0.0,0.0,0.14,0.0,0.0
hsa-miR-376c-3p,5.24,0.07,0.0,0.0,0.0
hsa-miR-376c-5p,0.0,0.0,0.14,0.0,0.0
hsa-miR-377-3p,0.08,0.0,0.07,0.0,0.0
hsa-miR-377-5p,0.0,0.0,0.14,0.0,0.0
hsa-miR-378a-3p,39.06,36.66,71.93,28.01,280.44
hsa-miR-378a-5p,0.0,0.0,0.14,1.42,0.0
hsa-miR-378c,0.08,0.0,0.14,1.9,0.43
hsa-miR-378d,4.92,2.75,0.07,1.9,0.29
hsa-miR-378e,0.08,0.0,0.0,0.0,0.0
hsa-miR-379-3p,0.16,0.07,22.05,3.32,1.01
hsa-miR-379-5p,643.31,345.51,733.92,103.49,101.59
hsa-miR-380-5p,4.37,2.54,0.64,1.42,0.43
hsa-miR-381-3p,79.7,51.97,137.43,70.26,16.15
hsa-miR-381-5p,0.0,0.0,0.0,0.47,0.0
hsa-miR-382-3p,53.19,42.29,64.93,9.49,5.6
hsa-miR-382-5p,356.27,188.92,476.94,34.18,33.89
hsa-miR-383-5p,0.08,0.0,0.0,0.47,0.0
hsa-miR-384,0.0,0.0,0.14,0.0,0.0
hsa-miR-3909,1.75,2.06,0.0,0.0,0.0
hsa-miR-3911,0.0,0.0,0.0,0.47,4.45
hsa-miR-3928-3p,0.0,0.0,0.0,0.95,0.0
hsa-miR-3929,0.0,0.0,0.0,0.0,4.24
hsa-miR-3934-5p,0.0,10.23,0.07,0.95,11.42
hsa-miR-3935,0.0,0.0,0.0,1.42,0.0
hsa-miR-3936,0.0,2.61,0.0,0.0,0.0
hsa-miR-3940-5p,0.0,0.0,0.0,0.0,3.73
hsa-miR-3960,0.79,0.0,0.0,1.42,0.07
hsa-miR-409-3p,1400.22,777.45,768.26,18.51,230.97
hsa-miR-409-5p,4.76,0.48,3.32,8.07,1.15
hsa-miR-410-3p,1.27,0.76,4.8,10.44,2.08
hsa-miR-410-5p,0.0,1.78,0.0,0.95,0.0
hsa-miR-411-3p,3.49,11.4,29.96,7.6,8.9
hsa-miR-411-5p,63.19,25.74,7.91,21.84,7.97
hsa-miR-412-3p,0.0,0.0,0.0,0.0,0.07
hsa-miR-412-5p,2.38,8.17,19.15,0.0,0.07
hsa-miR-421,2.94,0.76,19.36,1.42,3.95
hsa-miR-423-3p,575.52,362.47,862.17,54.12,765.99
hsa-miR-423-5p,10842.74,1789.41,6707.05,138.61,752.78
hsa-miR-424-3p,501.7,307.69,421.47,7.6,177.12
hsa-miR-424-5p,5.72,0.0,0.0,0.0,4.67
hsa-miR-425-3p,0.0,2.88,20.91,0.47,3.66
hsa-miR-425-5p,4.37,8.72,0.21,3.8,23.41
hsa-miR-429,0.0,0.0,0.0,0.0,6.25
hsa-miR-431-3p,8.1,3.02,0.64,3.32,0.43
hsa-miR-431-5p,0.0,0.0,0.07,0.47,0.0
hsa-miR-432-5p,320.31,245.42,332.87,0.95,71.01
hsa-miR-4326,48.74,39.68,32.08,3.8,19.31
hsa-miR-433-3p,58.03,39.61,51.86,71.68,17.52
hsa-miR-433-5p,0.0,0.0,0.21,0.0,0.0
hsa-miR-4421,2.86,0.0,0.0,0.0,0.0
hsa-miR-4429,2.3,2.75,0.85,0.0,1.01
hsa-miR-4435,0.0,0.0,0.0,0.0,7.11
hsa-miR-4463,0.0,1.65,0.0,0.0,0.0
hsa-miR-4466,46.04,31.37,16.96,5.7,2.37
hsa-miR-4467,0.08,6.66,0.0,0.0,3.23
hsa-miR-448,0.08,0.0,0.07,0.0,0.07
hsa-miR-4482-3p,0.0,0.0,0.0,0.95,0.0
hsa-miR-4485-3p,3.97,12.08,0.0,0.95,14.29
hsa-miR-4488,29.45,5.08,57.02,0.95,20.53
hsa-miR-4508,0.0,0.0,0.0,0.0,3.37
hsa-miR-450a-2-3p,2.78,0.0,0.0,0.0,0.0
hsa-miR-450a-5p,18.89,7.48,111.71,1.42,4.02
hsa-miR-450b-5p,32.23,26.84,73.98,0.95,12.06
hsa-miR-4516,0.0,0.07,0.0,1.9,0.0
hsa-miR-451a,0.0,125.77,1.06,5.22,0.07
hsa-miR-452-3p,4.13,0.0,0.0,0.0,0.0
hsa-miR-452-5p,2.3,7.14,0.07,0.0,11.92
