miRNA,SRR12214115,SRR12214116,SRR12214117,SRR12214118,SRR12214119,SRR12214120,SRR12214121,SRR12214122
hsa-miR-1297,1.99,0.13,0.0,1.03,1.36,4.37,1.94,0.0
hsa-miR-1298-5p,0.8,0.52,0.76,0.11,0.64,0.32,0.48,0.18
hsa-miR-1299,33.8,42.07,13.67,30.95,5.08,11.64,9.19,7.75
hsa-miR-1301-3p,16.7,11.53,28.35,14.39,17.15,13.74,19.52,17.08
hsa-miR-1301-5p,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.35
hsa-miR-1302,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,0.5,1.05,1.77,0.99,0.45,1.46,0.97,1.06
hsa-miR-1304-3p,0.0,0.0,0.0,0.08,0.0,1.62,0.0,0.26
hsa-miR-1304-5p,10.44,4.98,23.03,7.38,4.72,5.01,6.77,12.5
hsa-miR-1305,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0
hsa-miR-1306-3p,4.37,1.97,5.06,1.71,1.91,2.59,2.1,2.2
hsa-miR-1306-5p,0.3,1.44,1.01,0.3,1.27,0.32,0.32,0.35
hsa-miR-1307-3p,86.29,69.19,197.4,107.99,105.32,117.71,153.88,191.78
hsa-miR-1307-5p,30.02,36.04,52.89,18.39,30.21,25.55,26.29,24.65
hsa-miR-130a-3p,19.88,50.58,48.34,11.46,21.32,35.25,24.68,15.41
hsa-miR-130a-5p,1.69,6.29,4.3,0.49,3.72,1.78,2.9,1.94
hsa-miR-130b-3p,8.95,12.19,21.51,4.42,6.53,9.54,4.84,5.2
hsa-miR-130b-5p,0.6,4.98,0.51,0.49,3.36,1.46,2.42,2.99
hsa-miR-132-3p,4.57,11.27,18.22,3.84,10.07,10.19,8.06,8.54
hsa-miR-132-5p,0.99,0.39,2.28,0.53,1.36,1.62,1.45,1.06
hsa-miR-1323,0.0,0.0,0.0,0.11,0.0,0.0,0.16,0.0
hsa-miR-133a-3p,15.81,25.42,13.16,18.96,30.3,30.07,37.74,13.3
hsa-miR-133a-5p,0.2,0.26,0.51,0.3,0.18,0.65,0.48,0.35
hsa-miR-133b,0.8,1.18,0.0,0.49,0.91,4.37,3.06,0.09
hsa-miR-134-3p,0.0,0.0,0.51,0.08,0.18,0.0,0.0,0.0
hsa-miR-134-5p,81.02,89.9,234.35,141.52,102.69,208.57,294.04,83.74
hsa-miR-1343-3p,0.0,0.66,0.25,0.34,0.64,0.0,0.81,0.0
hsa-miR-1343-5p,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-2-3p,0.0,0.0,1.01,0.0,0.0,0.65,0.16,0.0
hsa-miR-135a-3p,0.89,0.26,0.25,0.3,0.36,0.32,0.16,0.53
hsa-miR-135a-5p,0.5,0.92,1.01,0.23,0.54,0.97,0.16,0.35
hsa-miR-135b-3p,0.0,0.39,0.0,0.11,0.36,0.49,0.0,0.09
hsa-miR-135b-5p,0.5,2.1,0.51,0.27,7.8,6.14,0.48,0.18
hsa-miR-136-3p,11.33,28.96,29.86,13.44,20.14,39.94,30.97,9.25
hsa-miR-136-5p,4.67,3.54,13.67,7.0,2.36,13.1,6.61,3.08
hsa-miR-137-5p,0.0,0.0,0.0,0.04,0.0,0.16,0.0,0.0
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.09
hsa-miR-138-5p,0.6,1.05,0.25,0.19,0.54,0.49,0.65,1.06
hsa-miR-139-3p,14.91,9.57,39.73,13.93,10.43,11.8,14.19,12.68
hsa-miR-139-5p,62.93,66.57,162.73,38.98,86.0,73.08,52.26,83.65
hsa-miR-140-3p,5784.48,6747.33,17049.63,3023.94,4527.38,8107.5,4656.65,4476.2
hsa-miR-140-5p,25.25,45.34,85.04,18.12,28.03,30.07,22.42,23.95
hsa-miR-141-3p,2.68,15.2,5.57,1.33,3.27,25.87,2.26,0.88
hsa-miR-141-5p,0.1,0.92,0.51,0.0,0.82,2.59,0.16,0.09
hsa-miR-142-3p,153.4,226.19,302.94,51.27,166.74,254.17,67.91,121.95
hsa-miR-142-5p,2554.12,2300.92,7191.32,1663.85,1425.79,2488.16,1555.07,1870.7
hsa-miR-143-3p,2207.36,5351.68,12942.86,2756.08,5222.45,11899.65,8418.91,5014.03
hsa-miR-143-5p,8.15,31.06,17.72,3.65,22.77,53.68,31.61,9.86
hsa-miR-144-3p,268.33,485.66,1046.24,132.08,161.48,718.04,86.94,93.42
hsa-miR-144-5p,145.45,608.06,618.79,71.6,163.02,443.99,46.45,59.79
hsa-miR-145-3p,9.54,10.61,30.12,6.36,11.34,27.16,38.87,16.47
hsa-miR-145-5p,30.52,123.31,101.49,17.51,121.56,316.74,409.86,77.13
hsa-miR-1468-5p,0.6,0.26,0.76,0.38,0.36,0.49,0.32,0.53
hsa-miR-1469,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
hsa-miR-146a-3p,8.65,3.41,8.6,4.99,4.26,7.6,7.1,3.52
hsa-miR-146a-5p,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
hsa-miR-146b-3p,12.33,11.27,28.85,14.31,16.6,21.99,18.55,14.18
hsa-miR-147b-3p,5.27,14.81,9.62,2.51,4.35,40.58,5.16,4.67
hsa-miR-147b-5p,0.0,0.52,1.01,0.11,0.09,1.29,0.32,0.18
hsa-miR-148a-3p,20820.61,17696.93,108409.69,48883.18,15792.08,37318.22,58835.26,42990.24
hsa-miR-148a-5p,25.15,36.43,68.84,31.06,29.57,63.06,75.33,40.5
hsa-miR-148b-3p,1220.14,1043.52,3147.07,1522.48,1534.92,1800.52,2205.26,1967.91
hsa-miR-148b-5p,10.14,30.27,31.89,7.61,17.87,17.14,11.29,9.33
hsa-miR-149-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
hsa-miR-149-5p,0.6,0.13,0.0,0.3,0.82,3.07,0.65,0.35
hsa-miR-150-3p,24.46,13.37,45.05,11.84,12.52,17.46,10.48,11.54
hsa-miR-150-5p,241.68,839.35,645.61,124.7,411.04,561.04,293.88,252.71
hsa-miR-151a-3p,10005.13,5090.51,21851.35,9863.23,6743.03,11380.8,14453.04,11833.5
hsa-miR-151a-5p,45.33,121.48,68.33,20.97,91.35,61.44,58.71,58.2
hsa-miR-151b,13.52,9.57,16.96,3.96,7.44,1.13,7.42,0.7
hsa-miR-152-3p,257.39,256.98,446.69,242.89,257.63,394.02,341.63,178.31
hsa-miR-152-5p,0.4,1.18,1.01,0.23,0.82,0.65,0.97,0.26
hsa-miR-153-3p,0.0,0.26,0.25,0.04,0.0,0.16,0.0,0.09
hsa-miR-1537-3p,0.0,0.26,0.25,0.0,0.0,0.16,0.16,0.0
hsa-miR-1538,0.8,0.0,1.01,0.23,0.45,0.0,0.16,0.35
hsa-miR-154-3p,0.0,0.79,0.51,0.23,0.36,0.32,0.81,0.18
hsa-miR-154-5p,0.7,4.06,1.01,1.64,1.54,3.23,3.71,0.88
hsa-miR-155-5p,68.0,72.47,157.42,39.36,71.76,143.74,68.07,66.04
hsa-miR-15a-3p,0.2,0.39,0.25,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,41.76,206.4,118.95,16.48,54.61,74.37,27.9,20.43
hsa-miR-15b-3p,71.78,164.33,134.89,28.85,93.26,155.38,72.42,50.1
hsa-miR-15b-5p,79.73,115.85,251.82,57.86,60.96,92.81,76.45,95.36
hsa-miR-16-1-3p,0.5,0.79,0.51,0.27,0.82,0.97,0.32,0.18
hsa-miR-16-2-3p,221.2,181.89,258.9,75.75,129.09,231.86,158.39,114.38
hsa-miR-16-5p,920.2,3222.7,2567.26,396.79,961.77,1308.51,723.9,591.37
hsa-miR-17-3p,1.39,5.77,4.81,0.49,2.81,4.37,0.81,0.7
hsa-miR-17-5p,150.62,667.81,464.15,106.77,319.05,357.48,186.78,128.03
hsa-miR-181a-2-3p,38.18,36.04,67.83,22.04,37.74,53.84,39.36,36.1
hsa-miR-181a-3p,16.4,14.94,29.61,5.67,23.04,17.95,14.03,17.35
hsa-miR-181a-5p,558.13,566.51,1491.41,334.25,619.32,805.03,497.92,620.16
hsa-miR-181b-2-3p,0.5,0.26,1.01,0.34,0.36,0.65,0.81,0.35
hsa-miR-181b-3p,0.89,2.49,5.06,1.41,2.36,2.59,1.29,0.97
hsa-miR-181b-5p,132.42,119.65,280.67,73.62,124.1,179.79,110.33,120.1
hsa-miR-181c-3p,13.52,18.08,39.73,13.36,18.42,18.92,23.39,16.99
hsa-miR-181c-5p,2.29,10.75,6.83,1.75,5.62,7.92,4.36,2.29
hsa-miR-181d-3p,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,25.35,32.63,67.83,17.62,28.85,34.12,33.23,32.84
hsa-miR-182-3p,0.4,0.26,0.51,0.27,0.0,0.81,0.32,0.18
hsa-miR-182-5p,806.57,1654.07,3381.93,524.87,761.93,1836.73,435.66,341.47
hsa-miR-1827,0.2,0.39,1.52,0.3,0.09,0.49,0.32,0.09
hsa-miR-183-3p,0.3,0.52,0.76,0.15,0.0,0.65,0.0,0.0
hsa-miR-183-5p,176.47,323.29,593.22,114.19,163.65,382.71,121.78,80.22
hsa-miR-184,0.3,0.92,1.77,0.3,0.82,1.62,0.65,0.44
hsa-miR-1843,52.59,31.84,104.27,49.94,34.47,43.49,75.97,58.47
hsa-miR-185-3p,66.91,49.67,106.55,52.38,55.34,57.72,71.78,59.7
hsa-miR-185-5p,1978.2,1890.74,5275.24,1971.75,1814.96,2836.43,2043.8,1437.03
hsa-miR-186-3p,0.0,0.13,0.0,0.0,0.09,0.0,0.0,0.0
hsa-miR-186-5p,840.67,1240.75,1979.61,441.97,976.2,1407.62,720.19,644.55
hsa-miR-187-3p,0.1,0.26,0.0,0.08,0.0,0.0,0.65,0.18
hsa-miR-188-3p,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0
hsa-miR-188-5p,0.89,1.18,1.01,0.15,0.64,0.32,0.32,0.44
hsa-miR-18a-3p,1.59,5.24,3.8,1.14,4.45,6.79,2.26,1.32
hsa-miR-18a-5p,3.88,20.31,11.14,1.87,7.89,8.08,3.06,2.38
hsa-miR-18b-3p,0.2,0.26,0.76,0.08,0.27,0.97,0.32,0.09
hsa-miR-18b-5p,0.0,2.36,4.3,0.53,3.99,0.97,0.48,0.62
hsa-miR-1908-3p,0.1,0.0,0.25,0.04,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,1.39,0.79,0.76,0.84,1.45,1.13,0.48,0.26
hsa-miR-1909-5p,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-3p,0.2,0.26,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-190a-5p,0.4,3.28,0.25,0.04,0.27,2.1,0.16,0.09
hsa-miR-190b-5p,1.79,5.24,8.1,1.1,3.81,3.4,2.74,4.4
hsa-miR-191-3p,1.09,1.05,1.52,1.1,1.18,1.29,3.23,1.41
hsa-miR-191-5p,1206.13,2239.46,3602.12,946.48,1737.4,1961.39,1615.88,1850.53
hsa-miR-1910-3p,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
hsa-miR-1910-5p,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1911-5p,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0
hsa-miR-1914-3p,0.0,0.0,0.0,0.04,0.09,0.16,0.0,0.0
hsa-miR-1914-5p,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0
hsa-miR-192-3p,0.3,4.59,1.27,0.23,1.72,6.14,1.45,0.35
hsa-miR-192-5p,2078.31,6536.74,3270.58,2555.29,4584.53,17777.69,12607.96,951.15
hsa-miR-193a-3p,0.6,1.97,4.05,0.49,0.27,0.65,0.65,1.32
hsa-miR-193a-5p,16.3,16.12,48.59,17.28,9.8,14.71,11.94,25.36
hsa-miR-193b-3p,5.87,21.23,11.89,4.45,19.05,10.99,22.9,2.64
hsa-miR-193b-5p,4.57,2.1,5.57,2.97,0.73,2.43,4.03,1.14
hsa-miR-194-3p,1.79,14.42,2.28,3.65,8.98,30.72,12.74,1.94
hsa-miR-194-5p,186.01,869.63,433.02,404.55,496.94,2182.25,1548.13,131.99
hsa-miR-195-3p,1.29,1.44,0.76,1.33,1.36,5.17,2.1,0.88
hsa-miR-195-5p,0.3,2.1,0.25,0.53,1.72,4.37,1.45,0.18
hsa-miR-196a-1-3p,0.1,0.13,0.0,0.0,0.0,0.16,0.0,0.0
hsa-miR-196a-3p,0.0,0.0,0.0,0.04,0.09,0.0,0.0,0.0
hsa-miR-196a-5p,12.92,39.71,8.6,4.42,73.21,76.48,8.06,5.64
hsa-miR-196b-3p,0.1,0.39,0.25,0.0,0.27,0.16,0.0,0.0
hsa-miR-196b-5p,20.18,54.78,31.13,9.52,70.58,47.37,14.84,10.39
hsa-miR-197-3p,59.05,332.07,302.94,44.12,220.89,179.31,121.3,121.78
hsa-miR-197-5p,1.29,0.26,0.51,0.72,0.18,0.65,0.97,1.06
hsa-miR-1976,2.39,3.93,5.82,1.29,3.27,3.88,1.13,3.61
hsa-miR-199a-3p,582.48,1517.65,1925.7,1415.67,1011.03,205.34,2227.03,723.8
hsa-miR-199a-5p,615.49,582.37,1294.77,577.86,902.72,1032.19,984.07,935.92
hsa-miR-199b-3p,866.62,235.49,1483.31,26.61,1153.82,2305.3,340.5,1537.77
hsa-miR-199b-5p,41.85,105.23,276.37,50.55,85.09,222.96,52.91,68.51
hsa-miR-19a-3p,9.35,15.2,20.75,4.95,8.35,14.23,5.65,4.58
hsa-miR-19a-5p,0.0,0.13,0.0,0.04,0.09,0.16,0.0,0.0
hsa-miR-19b-1-5p,0.0,1.05,0.0,0.0,0.36,0.16,0.32,0.09
hsa-miR-19b-3p,102.7,295.38,258.65,48.65,171.45,235.09,89.84,72.2
hsa-miR-200a-3p,39.97,233.92,37.46,14.65,158.48,914.16,50.49,27.74
hsa-miR-200a-5p,11.73,47.18,20.25,8.98,41.73,171.87,13.23,10.65
hsa-miR-200b-3p,81.62,1101.97,176.15,58.39,840.31,2477.33,177.27,89.64
hsa-miR-200b-5p,1.29,18.48,1.77,1.14,12.07,29.1,2.1,2.2
hsa-miR-200c-3p,44.44,568.09,100.98,27.18,329.57,1168.49,75.0,61.02
hsa-miR-200c-5p,0.0,0.39,0.0,0.04,0.27,1.78,0.0,0.0
hsa-miR-202-3p,0.2,0.13,0.25,0.15,0.0,0.49,0.16,0.0
hsa-miR-202-5p,4.97,3.01,9.87,2.74,3.72,4.04,2.1,3.17
hsa-miR-203a-3p,21.57,151.23,48.59,10.77,45.27,282.3,6.45,20.08
