miRNA,ERR9872207,ERR9872208,ERR9872209,ERR9872210,ERR9872211,ERR9872212
hsa-miR-1193,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-12114,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-12127,0.0,0.0,0.14,0.0,0.33,0.0
hsa-miR-12136,0.0,0.0,0.82,0.0,0.0,0.0
hsa-miR-122-5p,74.72,48.3,13.27,387.61,17.12,70.91
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.49
hsa-miR-1229-3p,1.99,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.14,0.0,0.0,0.49
hsa-miR-1236-5p,0.0,0.0,0.14,1.74,0.0,0.0
hsa-miR-1237-5p,0.99,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,3.81,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.33
hsa-miR-1244,0.0,0.0,0.68,0.0,0.66,0.0
hsa-miR-1246,147.63,91.79,141.76,89.27,170.9,76.95
hsa-miR-1247-5p,0.0,0.0,0.27,0.0,0.16,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,0.0,1.14
hsa-miR-1249-3p,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-1252-5p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-1255b-5p,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-125a-3p,8.45,30.21,16.56,12.21,14.16,15.81
hsa-miR-125a-5p,326.57,727.32,238.91,260.25,303.94,352.77
hsa-miR-125b-1-3p,6.3,20.42,5.2,4.94,8.23,0.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.33,0.0
hsa-miR-125b-5p,39.27,60.75,29.56,51.03,34.41,13.53
hsa-miR-126-3p,29.82,46.81,19.43,74.15,20.09,24.62
hsa-miR-126-5p,2.65,0.33,0.27,0.44,0.49,0.0
hsa-miR-1260b,0.0,0.0,0.41,0.0,0.66,0.82
hsa-miR-1262,2.49,0.0,0.27,0.0,0.16,0.0
hsa-miR-1266-5p,0.0,0.0,0.68,0.0,0.16,0.0
hsa-miR-1268a,3.15,16.1,3.69,9.3,2.14,2.77
hsa-miR-1268b,0.0,0.0,1.78,14.25,12.18,3.59
hsa-miR-1269b,4.8,11.95,2.05,1.02,2.96,4.24
hsa-miR-127-3p,2.15,21.58,7.25,21.08,10.87,13.37
hsa-miR-1273h-3p,0.0,0.0,0.0,3.05,0.0,0.33
hsa-miR-1273h-5p,0.17,0.33,0.41,4.07,0.33,1.79
hsa-miR-1275,0.0,0.0,0.14,3.78,0.0,0.98
hsa-miR-1276,0.0,0.0,0.55,0.0,0.66,0.0
hsa-miR-1278,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-128-1-5p,0.0,0.0,0.41,0.0,0.33,0.98
hsa-miR-128-3p,180.6,313.53,159.0,154.84,150.49,63.25
hsa-miR-1284,0.0,0.0,0.27,3.34,0.82,0.0
hsa-miR-1285-3p,0.0,0.0,1.09,0.0,0.82,0.98
hsa-miR-1285-5p,1.99,2.32,1.51,9.6,2.47,3.75
hsa-miR-1287-5p,0.0,0.0,0.14,0.0,0.82,0.0
hsa-miR-1288-3p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-129-5p,0.0,0.0,0.0,3.49,0.82,0.65
hsa-miR-1290,0.66,0.33,0.0,0.44,0.33,0.16
hsa-miR-1291,0.0,1.66,1.23,0.0,0.49,0.82
hsa-miR-1292-5p,0.0,4.65,1.64,0.0,0.16,4.73
hsa-miR-1293,0.0,1.83,0.55,0.0,0.33,1.63
hsa-miR-1296-3p,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-1299,1.99,12.45,6.98,1.89,6.59,4.89
hsa-miR-1301-3p,6.96,14.77,4.93,6.69,5.6,7.99
hsa-miR-1303,9.61,10.29,9.85,8.0,3.62,8.31
hsa-miR-1304-3p,0.0,0.0,0.0,0.15,0.16,0.49
hsa-miR-1304-5p,0.17,0.0,1.78,0.0,1.32,0.82
hsa-miR-1306-3p,0.0,0.0,1.09,0.29,0.99,2.61
hsa-miR-1306-5p,0.0,0.0,0.0,0.44,0.0,0.0
hsa-miR-1307-3p,102.39,180.75,64.58,77.49,91.38,61.78
hsa-miR-1307-5p,1.82,0.0,0.68,0.0,0.82,0.33
hsa-miR-130a-3p,0.0,0.0,0.0,0.0,0.66,0.0
hsa-miR-130b-3p,0.0,0.0,0.0,0.0,0.49,0.0
hsa-miR-130b-5p,4.64,1.83,9.03,2.91,8.23,5.87
hsa-miR-132-3p,0.99,4.98,0.96,0.0,0.82,0.0
hsa-miR-132-5p,1.33,5.31,0.82,0.15,0.82,0.49
hsa-miR-1323,0.0,0.0,0.96,0.0,0.49,135.96
hsa-miR-133a-3p,0.33,13.44,0.96,755.88,0.99,2.61
hsa-miR-133a-5p,0.0,0.17,0.0,5.23,0.0,0.0
hsa-miR-133b,0.0,0.0,0.0,9.6,0.0,0.0
hsa-miR-134-5p,2.49,3.15,1.64,0.44,7.74,5.22
hsa-miR-1343-3p,0.0,0.0,0.0,1.02,0.16,0.82
hsa-miR-135b-5p,0.0,0.17,0.27,0.0,0.16,0.65
hsa-miR-136-3p,0.0,0.0,0.0,0.29,0.0,0.33
hsa-miR-136-5p,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-137-5p,0.0,0.0,0.0,0.0,0.0,0.82
hsa-miR-138-1-3p,0.0,0.0,0.82,0.0,1.65,0.16
hsa-miR-138-5p,1.16,8.96,0.41,0.0,0.82,0.16
hsa-miR-139-3p,0.0,0.17,0.55,1.6,0.33,0.33
hsa-miR-139-5p,6.63,0.5,3.69,11.78,1.48,3.1
hsa-miR-140-3p,3.15,24.23,10.54,12.94,11.2,4.73
hsa-miR-140-5p,0.17,3.32,2.19,3.93,3.46,1.3
hsa-miR-141-3p,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-142-3p,0.5,0.33,0.0,2.76,0.33,0.0
hsa-miR-142-5p,9.11,2.32,0.41,2.04,0.0,0.33
hsa-miR-143-3p,3.31,81.0,8.35,52.78,2.63,38.64
hsa-miR-143-5p,0.17,0.17,0.0,0.15,0.0,0.0
hsa-miR-144-3p,0.66,0.0,0.0,0.44,0.0,2.61
hsa-miR-144-5p,0.17,0.5,0.27,0.29,0.0,0.0
hsa-miR-145-3p,0.0,0.17,0.14,0.44,0.0,0.82
hsa-miR-145-5p,0.17,28.55,0.0,5.82,0.0,0.0
hsa-miR-1468-5p,0.0,0.0,0.82,0.15,0.33,0.0
hsa-miR-1469,0.33,0.0,0.0,0.15,0.0,0.0
hsa-miR-146a-5p,1.49,22.57,0.41,5.82,1.48,0.0
hsa-miR-146b-3p,0.0,0.33,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,12.26,28.88,5.06,4.65,4.94,2.45
hsa-miR-148a-3p,110.51,157.68,68.69,99.88,31.45,48.25
hsa-miR-148a-5p,0.0,0.0,0.14,0.29,0.0,0.0
hsa-miR-148b-3p,6.3,14.77,17.1,2.04,14.16,3.1
hsa-miR-148b-5p,0.0,0.0,0.14,0.15,0.49,0.0
hsa-miR-149-3p,0.0,0.33,0.14,0.0,0.0,0.0
hsa-miR-149-5p,12.92,26.22,8.48,13.23,5.93,4.4
hsa-miR-150-5p,0.0,20.08,0.41,1.16,0.16,0.0
hsa-miR-151a-3p,255.82,651.63,305.55,160.8,377.21,155.52
hsa-miR-151a-5p,0.0,4.32,2.6,9.45,2.96,0.65
hsa-miR-151b,0.0,0.0,0.27,0.29,1.65,0.0
hsa-miR-152-3p,7.12,11.45,2.87,0.58,12.35,4.89
hsa-miR-155-5p,0.0,10.29,0.82,1.31,0.49,2.45
hsa-miR-15a-5p,0.17,0.33,0.0,0.0,0.0,0.0
hsa-miR-15b-3p,0.0,0.0,0.82,0.15,0.99,0.0
hsa-miR-15b-5p,0.17,0.66,0.82,0.0,0.16,2.28
hsa-miR-16-2-3p,31.15,11.62,19.02,2.47,19.76,6.36
hsa-miR-16-5p,1.33,6.97,2.74,2.04,3.13,0.82
hsa-miR-17-5p,4.97,6.31,8.62,0.73,12.35,3.42
hsa-miR-181a-2-3p,5.3,12.45,9.99,2.91,11.85,5.71
hsa-miR-181a-3p,0.0,0.33,1.37,1.89,0.66,0.0
hsa-miR-181a-5p,13.59,51.29,20.39,43.62,15.31,10.92
hsa-miR-181b-2-3p,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-181b-3p,0.0,0.0,1.37,0.0,0.16,0.0
hsa-miR-181b-5p,8.78,5.81,10.26,7.41,10.54,4.08
hsa-miR-181c-5p,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,1.99,0.33,0.82,0.29,1.15,0.0
hsa-miR-182-3p,0.0,0.0,0.27,0.0,0.82,1.63
hsa-miR-182-5p,95.27,172.12,204.43,41.29,213.22,109.71
hsa-miR-1827,0.66,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-3p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-183-5p,103.39,177.76,139.71,34.02,112.45,46.3
hsa-miR-184,1.49,3.65,0.41,2.62,0.49,5.38
hsa-miR-1843,0.17,0.0,0.82,0.0,0.0,0.0
hsa-miR-185-3p,0.0,0.0,0.0,0.0,0.0,0.82
hsa-miR-185-5p,5.63,10.62,14.91,14.83,20.25,4.56
hsa-miR-186-5p,8.62,26.06,18.61,5.96,9.38,5.22
hsa-miR-188-5p,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-18a-3p,0.0,0.0,0.41,0.0,0.49,0.0
hsa-miR-18a-5p,0.0,0.0,0.41,0.0,0.16,0.49
hsa-miR-1908-3p,0.0,0.0,0.27,0.73,0.33,0.0
hsa-miR-1908-5p,3.15,19.92,1.51,0.15,1.65,8.31
hsa-miR-191-3p,0.0,0.0,0.14,0.0,0.16,0.0
hsa-miR-191-5p,110.35,202.16,171.59,85.93,192.47,83.14
hsa-miR-1910-3p,0.0,7.8,0.14,0.0,0.0,0.49
hsa-miR-1910-5p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-1914-5p,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-192-3p,0.0,0.33,0.0,6.69,1.48,4.24
hsa-miR-192-5p,187.06,482.67,405.43,136.08,493.94,107.76
hsa-miR-193a-5p,10.94,44.65,4.79,9.74,4.94,1.3
hsa-miR-193b-3p,3.15,0.0,1.51,0.0,3.13,2.61
hsa-miR-193b-5p,31.15,75.69,18.06,54.52,12.02,22.5
hsa-miR-194-3p,0.0,0.0,0.14,0.0,1.98,1.47
hsa-miR-194-5p,16.9,57.1,36.12,11.34,50.88,13.04
hsa-miR-195-3p,3.48,0.0,0.82,0.29,0.0,3.26
hsa-miR-195-5p,0.0,0.5,0.0,0.29,0.0,0.0
hsa-miR-196a-5p,15.24,19.75,14.78,6.25,32.76,10.6
hsa-miR-196b-3p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-196b-5p,3.48,0.17,2.46,1.02,2.8,2.77
hsa-miR-197-3p,2.49,0.66,1.78,0.0,5.27,4.73
hsa-miR-197-5p,0.0,3.32,0.14,0.0,0.0,0.0
hsa-miR-1976,0.0,0.0,0.55,0.0,0.33,0.0
hsa-miR-198,0.0,0.0,0.0,0.0,0.0,1.14
hsa-miR-199a-3p,0.33,6.97,0.14,12.07,0.49,1.47
hsa-miR-199a-5p,0.0,6.31,0.96,10.9,0.16,1.96
hsa-miR-199b-3p,0.33,8.46,0.82,5.52,0.0,1.63
hsa-miR-199b-5p,0.0,1.99,0.0,0.87,0.0,0.0
hsa-miR-19a-3p,0.0,0.5,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,1.82,0.17,0.14,0.0,0.49,0.33
hsa-miR-200a-3p,0.0,7.47,0.82,0.44,2.63,0.65
hsa-miR-200a-5p,0.0,1.16,0.55,0.0,1.32,0.0
hsa-miR-200b-3p,4.97,45.48,4.93,0.15,10.37,3.26
hsa-miR-200b-5p,0.0,0.5,0.27,0.0,1.15,2.28
hsa-miR-200c-3p,0.33,23.4,4.1,4.8,2.63,27.22
hsa-miR-203a-3p,55.67,52.45,0.0,36.64,1.48,4.24
hsa-miR-204-3p,0.0,7.47,0.41,3.05,0.0,0.0
hsa-miR-204-5p,0.0,0.33,0.41,1.02,0.0,0.33
hsa-miR-205-5p,0.0,0.0,0.68,0.0,0.0,0.0
hsa-miR-206,1.99,5.98,0.0,57.28,0.33,1.47
hsa-miR-208a-3p,0.0,0.17,0.14,0.0,0.0,0.0
hsa-miR-20a-3p,5.8,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,4.97,26.89,17.38,3.93,17.95,1.47
hsa-miR-20b-5p,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-21-3p,2.98,13.94,1.64,4.65,2.96,0.16
hsa-miR-21-5p,5384.95,11371.38,7158.93,3566.4,8271.2,2202.23
hsa-miR-210-3p,0.0,0.17,0.14,1.74,0.0,0.0
hsa-miR-210-5p,0.0,0.0,0.0,0.0,0.99,0.0
hsa-miR-2110,0.33,9.46,4.93,8.29,3.95,3.26
hsa-miR-2115-3p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-2116-3p,0.0,0.0,0.55,0.0,0.82,0.0
hsa-miR-212-5p,0.83,7.14,0.27,0.0,0.0,0.0
hsa-miR-214-3p,0.0,0.5,0.0,0.15,0.0,0.65
hsa-miR-214-5p,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,0.0,2.99,1.23,0.15,2.14,0.82
hsa-miR-218-5p,3.81,0.5,3.01,4.07,4.28,0.16
hsa-miR-219a-1-3p,0.0,0.0,0.55,0.0,0.33,0.16
hsa-miR-22-3p,32.64,108.38,29.83,57.14,30.95,23.31
hsa-miR-22-5p,0.0,22.57,1.92,2.62,1.15,0.33
hsa-miR-221-3p,18.89,50.46,25.31,19.63,32.44,4.73
hsa-miR-221-5p,7.12,12.78,4.24,0.0,5.6,0.82
hsa-miR-222-3p,261.95,563.83,426.92,462.92,370.78,400.21
hsa-miR-222-5p,0.0,6.97,0.27,6.98,0.49,0.65
hsa-miR-223-3p,0.0,0.33,0.0,0.0,0.0,0.0
hsa-miR-223-5p,1.33,0.17,0.0,0.29,0.0,0.65
hsa-miR-224-5p,213.4,384.08,429.79,137.68,525.88,235.73
hsa-miR-2277-3p,0.0,0.83,2.46,0.0,1.48,1.63
hsa-miR-2277-5p,3.48,0.0,3.83,8.14,0.82,3.91
hsa-miR-2355-3p,2.15,0.0,0.0,0.0,0.16,0.0
hsa-miR-23a-3p,2.65,14.77,18.61,8.0,18.44,8.48
hsa-miR-23a-5p,0.0,0.0,0.14,10.47,1.48,6.19
hsa-miR-23b-3p,2.65,13.44,18.88,8.43,39.19,6.03
hsa-miR-23b-5p,11.43,30.21,7.8,3.2,9.55,6.52
hsa-miR-24-1-5p,0.0,0.0,0.14,0.0,0.16,0.0
hsa-miR-24-2-5p,2.49,5.81,3.83,0.29,3.46,1.96
hsa-miR-24-3p,67.43,211.29,83.19,59.03,10.37,27.71
hsa-miR-25-3p,93.45,167.47,91.27,101.92,78.54,39.45
hsa-miR-25-5p,11.76,50.96,7.39,10.32,11.53,23.64
hsa-miR-2682-5p,0.0,0.0,1.37,0.15,0.99,0.0
hsa-miR-26a-2-3p,0.0,0.0,0.0,2.33,0.16,0.0
hsa-miR-26a-5p,253.66,566.65,325.93,402.29,260.8,236.05
hsa-miR-26b-3p,0.0,0.5,0.0,0.15,0.16,0.0
hsa-miR-26b-5p,5.14,31.2,16.01,25.59,20.75,9.46
hsa-miR-27a-3p,100.9,109.38,68.01,51.61,122.17,34.23
hsa-miR-27a-5p,1.66,52.95,11.49,39.69,10.7,6.52
hsa-miR-27b-3p,230.47,399.35,181.17,184.64,242.69,92.43
hsa-miR-27b-5p,8.28,29.71,15.33,9.89,15.81,3.91
hsa-miR-28-3p,38.44,123.16,54.32,40.56,68.99,25.59
hsa-miR-28-5p,2.98,3.15,2.87,0.73,7.57,2.77
hsa-miR-299-5p,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-29a-3p,44.57,41.49,18.88,13.38,21.73,9.78
hsa-miR-29b-1-5p,0.0,0.0,0.14,0.0,0.33,0.0
hsa-miR-29b-2-5p,0.0,0.17,0.0,0.0,0.16,0.0
hsa-miR-29b-3p,0.33,0.5,0.0,0.0,0.33,0.0
hsa-miR-29c-3p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-29c-5p,0.0,0.17,0.14,0.0,0.33,0.0
hsa-miR-301a-5p,0.0,0.0,0.0,0.0,0.66,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-30a-3p,40.1,60.75,62.94,58.45,88.74,26.25
hsa-miR-30a-5p,159.22,393.87,151.47,85.78,156.41,52.98
hsa-miR-30b-3p,0.0,0.0,0.55,2.33,0.66,0.49
hsa-miR-30b-5p,0.0,1.66,0.14,0.87,0.66,0.0
hsa-miR-30c-1-3p,0.0,0.0,0.14,0.15,0.16,0.0
hsa-miR-30c-2-3p,13.25,0.0,5.75,4.51,5.27,3.26
hsa-miR-30c-5p,82.51,159.51,80.73,34.46,67.67,27.22
hsa-miR-30d-3p,0.17,0.17,0.14,0.0,0.33,0.0
hsa-miR-30d-5p,312.32,773.79,364.66,230.44,318.59,219.42
hsa-miR-30e-3p,5.63,14.94,14.78,8.72,13.99,3.91
hsa-miR-30e-5p,0.99,26.06,11.63,7.56,8.4,1.96
hsa-miR-31-3p,0.0,0.0,0.68,0.0,0.0,0.0
hsa-miR-31-5p,2.15,3.82,9.03,0.0,10.7,4.89
hsa-miR-3121-3p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3126-5p,0.0,0.0,0.41,0.0,0.49,0.0
hsa-miR-3127-3p,0.0,0.0,0.41,0.0,0.16,0.0
hsa-miR-3129-3p,0.99,0.33,1.37,0.0,0.49,1.79
hsa-miR-3131,0.0,0.0,0.14,0.0,0.16,0.0
hsa-miR-3133,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-3135b,0.0,0.0,0.0,0.0,0.33,0.0
hsa-miR-3138,0.0,0.0,0.0,0.0,0.16,0.49
hsa-miR-3144-5p,2.49,0.0,0.14,0.0,0.49,0.0
hsa-miR-3146,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3150a-5p,4.8,0.17,0.0,0.0,0.16,0.16
hsa-miR-3151-5p,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-3158-3p,0.17,19.09,0.14,0.0,0.0,0.0
hsa-miR-3163,0.0,0.0,0.14,0.0,0.33,0.0
hsa-miR-3167,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-3168,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-3173-3p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3173-5p,0.0,6.31,0.14,4.36,0.66,0.98
hsa-miR-3174,0.0,0.0,0.14,0.0,0.0,0.65
hsa-miR-3177-3p,0.0,0.0,1.64,3.05,0.16,0.0
hsa-miR-3178,4.97,20.58,3.69,47.98,8.56,36.19
hsa-miR-3179,0.0,0.0,0.0,0.0,0.49,0.16
hsa-miR-3180,0.0,3.49,0.0,0.0,0.0,0.33
hsa-miR-3180-3p,1.33,0.17,0.0,0.0,0.16,0.0
hsa-miR-3180-5p,0.0,0.0,0.0,0.0,0.0,0.49
hsa-miR-3182,2.49,4.48,0.27,6.98,1.15,2.93
hsa-miR-3183,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3185,0.0,0.0,0.0,0.0,0.49,0.0
hsa-miR-3187-3p,0.0,0.0,0.27,0.15,0.33,0.33
hsa-miR-3187-5p,2.49,0.0,0.0,0.0,0.0,0.0
hsa-miR-3189-3p,1.99,0.0,0.0,0.0,0.0,0.0
hsa-miR-3192-5p,0.0,0.0,0.41,0.0,0.0,0.0
hsa-miR-3195,2.32,1.0,0.0,0.15,0.82,0.16
hsa-miR-3196,1.16,4.48,0.27,11.78,1.81,11.57
hsa-miR-3198,0.0,3.82,0.82,0.0,2.31,1.14
hsa-miR-32-3p,0.0,0.0,0.14,0.0,1.32,0.0
hsa-miR-32-5p,0.17,0.0,1.09,0.15,2.31,0.0
hsa-miR-320a-3p,419.02,1151.56,1123.94,783.94,758.36,1062.72
hsa-miR-320a-5p,0.17,0.0,0.0,2.04,0.0,0.0
hsa-miR-320b,93.94,295.77,32.43,98.43,69.65,124.22
hsa-miR-320c,78.37,93.45,13.14,30.1,6.59,29.34
hsa-miR-320d,8.95,10.79,2.74,5.38,3.62,4.73
hsa-miR-320e,0.83,1.33,0.0,0.15,0.0,0.49
hsa-miR-323a-3p,0.33,5.81,1.64,1.45,3.29,0.65
hsa-miR-323a-5p,0.0,0.0,0.41,0.0,0.0,0.0
hsa-miR-323b-3p,0.0,2.49,0.55,4.07,0.82,0.0
hsa-miR-324-5p,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-328-3p,5.3,38.18,13.96,5.23,12.35,13.86
hsa-miR-329-3p,0.17,0.0,0.0,0.29,0.82,0.0
hsa-miR-330-3p,2.82,4.65,8.07,3.2,9.22,7.34
hsa-miR-330-5p,0.0,3.32,0.27,0.87,0.99,1.63
hsa-miR-331-3p,0.0,0.17,0.41,1.02,0.16,0.0
hsa-miR-331-5p,0.0,8.63,2.46,2.76,3.62,0.65
hsa-miR-335-3p,12.92,8.63,7.53,2.18,5.93,9.62
hsa-miR-335-5p,0.0,5.15,2.19,0.87,3.79,3.42
hsa-miR-337-3p,0.0,0.17,0.0,0.0,0.16,0.16
hsa-miR-337-5p,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-338-5p,0.0,0.66,0.0,0.0,0.0,0.0
hsa-miR-339-3p,0.99,8.13,3.01,0.0,4.12,0.33
hsa-miR-339-5p,2.82,2.99,4.79,6.98,3.29,2.28
hsa-miR-33a-5p,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-33b-5p,0.0,3.15,0.0,0.0,0.49,0.33
hsa-miR-340-3p,0.0,1.99,2.33,0.29,1.48,0.33
hsa-miR-340-5p,0.17,10.46,6.16,1.89,7.08,3.1
hsa-miR-342-3p,0.17,11.12,2.74,0.15,1.15,0.65
hsa-miR-342-5p,0.99,0.0,1.92,0.15,1.15,1.96
hsa-miR-345-5p,0.17,5.98,2.87,0.29,1.48,0.33
hsa-miR-34a-5p,0.0,0.5,0.14,0.0,0.49,0.0
hsa-miR-34b-3p,0.0,0.0,0.55,0.0,1.32,0.0
hsa-miR-34c-3p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-34c-5p,0.0,0.33,0.14,0.0,0.99,0.0
hsa-miR-3605-3p,0.17,0.0,0.0,0.0,0.16,0.0
hsa-miR-3605-5p,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-3609,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-361-3p,14.75,14.77,11.63,5.23,13.67,5.05
hsa-miR-361-5p,0.0,4.98,3.42,0.87,4.61,0.0
hsa-miR-3613-5p,0.17,0.0,0.55,0.29,0.99,0.16
hsa-miR-3614-3p,0.0,6.97,0.0,1.45,0.49,0.0
hsa-miR-3614-5p,0.0,13.44,0.82,5.96,2.31,1.63
hsa-miR-3615,5.8,18.59,7.66,8.72,10.7,5.38
hsa-miR-362-5p,0.0,0.17,0.41,3.49,0.0,0.0
hsa-miR-3620-5p,0.0,0.0,0.0,0.0,0.16,0.16
hsa-miR-3622a-5p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-363-3p,2.82,0.5,0.0,4.22,0.0,0.16
hsa-miR-363-5p,1.49,0.0,0.0,0.0,0.0,2.45
hsa-miR-3648,1.16,0.0,1.92,13.96,1.15,4.24
hsa-miR-3652,0.0,0.0,0.0,0.0,0.16,0.33
hsa-miR-3654,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-365a-3p,0.0,0.0,0.41,0.58,0.0,0.0
hsa-miR-365a-5p,9.61,12.45,2.46,26.17,3.46,5.87
hsa-miR-365b-3p,0.17,7.14,1.09,3.78,0.16,0.0
hsa-miR-365b-5p,2.98,2.49,1.37,0.0,0.0,0.0
hsa-miR-3661,0.0,0.0,0.27,0.0,0.33,0.0
hsa-miR-3663-5p,0.0,0.0,0.0,0.0,0.0,0.33
