miRNA,ERR2298274,ERR2298275,ERR2298276,ERR2298277,ERR2298278,ERR2298279,ERR2298280,ERR2298281,ERR2298282,ERR2298283,ERR2298285,ERR2298286,ERR2298287,ERR2298288,ERR2298289,ERR2298290,ERR2298291,ERR2298292,ERR2298293,ERR2298294,ERR2298295,ERR2298296,ERR2298297,ERR2298298,ERR2298299,ERR2298300,ERR2298301,ERR2298302,ERR2298303,ERR2298304,ERR2298305,ERR2298306,ERR2298307,ERR2298308,ERR2298309,ERR2298310,ERR2298311,ERR2298312,ERR2298313,ERR2298314,ERR2298315,ERR2298316,ERR2298317,ERR2298318,ERR2298319,ERR2298320,ERR2298321,ERR2298322,ERR2298323,ERR2298324,ERR2298325,ERR2298326,ERR2298327,ERR2298328,ERR2298329,ERR2298330,ERR2298331,ERR2298332,ERR2298333,ERR2298334,ERR2298335,ERR2298336,ERR2298337,ERR2298338,ERR2298339,ERR2298340,ERR2298341,ERR2298342,ERR2298343,ERR2298344,ERR2298345,ERR2298346,ERR2298347,ERR2298348,ERR2298349,ERR2298350,ERR2298351,ERR2298352,ERR2298353,ERR2298354,ERR2298355,ERR2298356,ERR2298357,ERR2298358
hsa-miR-2355-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,1.11,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.14,0.0,0.16,0.16,0.71,0.5,0.78,0.84,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.41
hsa-miR-23a-3p,93.74,58.7,57.5,97.33,243.56,745.71,235.58,692.34,321.69,286.14,167.27,216.58,413.81,1096.12,1242.86,1486.55,1642.88,868.82,79.79,25.73,82.48,66.29,159.28,51.25,220.01,3.84,32.45,6.53,7.26,10.96,68.08,27.67,46.85,67.47,52.77,89.67,32.2,0.0,125.25,108.83,102.96,529.23,120.46,311.78,348.08,0.0,296.05,530.58,1234.88,1857.08,1468.75,2005.51,3509.99,3280.57,1189.76,1412.05,0.0,92.3,42.39,23.13,21.91,12.48,26.4,10.82,20.73,9.58,25.15,22.52,5.51,8.56,58.03,28.52,199.15,93.19,47.81,129.19,418.1,280.93,274.8,184.54,236.63,501.67,64.29,242.09
hsa-miR-23a-5p,0.0,0.42,1.98,3.72,3.58,0.0,13.5,1.73,0.0,0.88,1.03,0.21,0.83,4.03,5.0,3.29,5.43,6.3,0.0,0.0,0.0,0.0,7.13,10.98,0.0,0.0,0.0,13.07,4.84,0.0,0.0,0.0,3.47,0.0,7.54,5.52,6.44,44.59,1.98,11.2,34.75,10.96,2.01,2.9,4.53,0.0,1.3,3.0,1.88,2.72,1.06,5.04,1.75,3.15,4.53,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,15.52,0.0,0.0,1.53,14.8,9.02,4.49,3.29,6.75,3.25,2.11,4.89
hsa-miR-23b-3p,33.17,14.36,15.86,13.02,74.02,141.67,125.15,283.04,36.88,49.79,30.76,24.47,78.88,307.78,169.53,274.7,321.85,118.84,0.0,0.0,0.0,6.03,71.32,25.62,57.71,3.84,16.22,0.0,0.0,16.44,12.01,6.15,8.68,0.0,20.73,48.29,17.17,0.0,20.49,31.85,21.88,23.6,97.07,269.9,51.31,0.0,74.7,45.62,27.38,57.32,64.87,126.23,177.65,212.65,388.48,220.04,8.31,76.92,0.0,13.88,8.76,0.0,0.0,0.0,17.77,0.0,8.38,16.09,0.0,1.9,37.55,7.13,80.18,18.64,0.0,16.78,18.38,28.3,22.46,23.95,23.84,50.65,9.31,31.79
hsa-miR-23b-5p,2.88,0.42,1.98,0.62,3.58,1.91,3.07,0.58,0.0,1.94,1.03,0.11,0.41,1.51,0.0,0.66,9.23,4.5,26.6,0.0,0.0,0.0,0.0,0.0,3.61,1.28,2.4,0.0,0.0,0.0,0.8,0.0,3.47,0.0,11.31,13.8,0.0,0.0,7.6,13.3,5.15,17.7,10.81,21.97,8.55,0.0,3.47,2.83,3.13,1.44,3.18,2.35,1.75,4.2,6.39,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,3.05,9.19,7.38,3.67,7.04,6.75,4.22,1.69,12.23
hsa-miR-23c,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.5,1.88,0.96,1.77,0.17,0.0,0.21,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.41,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.48,0.84,0.0,0.0,0.0,0.0,4.91,2.31,0.0,0.88,0.73,0.43,0.83,3.02,3.89,5.26,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,6.01,0.0,0.0,0.0,4.81,0.0,1.74,1.69,0.0,0.0,8.59,0.0,1.32,8.05,0.0,2.53,2.77,12.23,4.02,0.0,0.29,0.67,1.41,0.64,2.47,2.01,2.53,4.2,1.03,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.41,1.22,0.94,0.0,1.62,0.0,0.0
hsa-miR-24-2-5p,16.83,8.02,21.81,13.02,35.82,6.7,34.97,27.09,6.83,14.71,17.58,7.94,22.71,39.79,34.46,40.09,65.67,35.11,26.6,7.35,5.89,12.05,2.38,0.0,18.03,3.84,7.21,0.0,2.42,5.48,16.82,6.15,8.68,3.37,15.08,27.59,4.29,0.0,49.24,69.29,135.13,119.39,32.69,122.93,120.72,0.0,37.49,19.98,47.87,64.21,59.56,66.97,84.74,81.53,79.34,91.35,4.16,23.08,0.0,0.0,0.0,0.0,3.77,1.8,17.77,0.0,0.0,9.65,8.66,12.37,0.0,0.0,5.17,0.0,4.35,24.92,61.77,43.06,23.27,24.89,33.29,52.93,7.19,35.05
hsa-miR-24-3p,294.69,131.34,267.65,284.55,133.72,572.44,596.31,1257.85,252.02,184.21,471.5,305.33,289.09,1626.56,1266.2,1802.66,893.9,2553.33,345.75,7.35,235.66,548.42,80.83,109.81,230.83,98.53,75.11,0.0,16.93,235.65,428.5,36.9,416.43,11.81,825.54,1131.28,304.79,0.0,927.68,2124.2,292.14,5054.37,1829.81,727.41,711.76,139.7,1031.16,1042.85,2419.22,451.22,2202.42,3793.15,1366.37,1017.46,3301.57,3524.02,49.88,299.98,0.0,310.0,37.24,121.71,230.02,142.45,56.26,9.58,46.1,86.88,99.16,62.79,167.26,47.53,137.08,366.57,243.41,1451.11,3671.55,3581.99,2882.7,1625.68,2601.11,5333.62,514.35,527.8
hsa-miR-2467-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0
hsa-miR-25-3p,1326.85,220.44,987.33,868.53,2279.15,2377.83,2482.17,1885.62,1344.12,961.63,1199.77,1762.35,2926.43,6756.08,6770.68,4352.54,5674.9,3914.63,2167.58,84.55,1626.04,1458.45,152.15,765.03,1287.62,148.43,1543.61,297.29,133.03,1293.33,2361.97,688.78,2847.31,399.78,3654.62,4067.09,1210.56,111.48,5287.13,8369.4,4369.24,12729.04,15740.51,9721.94,11294.58,1117.63,7007.22,7396.36,15962.35,17123.49,13644.0,28137.23,21837.36,20456.92,18792.55,17400.93,78.98,153.83,268.45,384.03,343.96,436.92,673.1,423.75,142.14,57.47,192.8,167.32,247.11,95.14,245.77,182.99,610.39,497.04,308.62,6065.36,10661.38,18723.23,12118.78,11861.53,12532.3,13416.19,3629.65,12360.6
hsa-miR-25-5p,0.96,2.11,4.96,3.72,15.52,7.66,18.4,5.19,1.37,0.53,2.34,1.18,2.06,7.56,5.0,3.94,8.68,14.41,0.0,0.0,0.0,0.0,0.0,3.66,3.61,3.84,4.81,0.0,0.0,10.96,4.81,0.0,1.74,0.0,1.88,0.0,2.15,22.3,11.57,16.8,33.46,18.54,16.6,8.29,9.05,0.0,4.63,3.66,5.32,7.37,6.72,9.57,3.89,6.09,8.04,16.0,0.0,0.0,0.0,0.0,0.0,6.24,1.89,0.0,2.96,9.58,0.0,0.0,0.0,0.0,3.41,0.0,2.59,0.0,0.0,10.17,21.95,19.69,14.7,18.78,19.79,12.01,9.73,18.75
hsa-miR-2681-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0
hsa-miR-2682-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.25,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-1-3p,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,1.31,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.64,0.71,0.5,0.0,1.05,1.44,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.47,0.0,0.32,0.0,0.82
hsa-miR-26a-2-3p,0.96,0.84,0.99,1.24,1.19,0.0,1.23,1.73,0.0,0.88,0.44,0.64,0.83,2.52,12.23,5.26,5.43,4.5,0.0,0.0,0.0,0.0,0.0,0.0,10.82,0.0,0.6,0.0,0.0,0.0,8.01,0.0,5.21,0.0,0.0,8.28,0.0,0.0,0.66,1.75,0.0,4.21,1.76,7.46,2.52,0.0,1.01,0.17,1.72,2.4,3.0,2.18,3.11,2.94,2.47,4.22,0.0,0.0,0.0,0.0,13.15,0.0,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,2.59,0.0,0.0,0.51,3.57,1.64,1.63,0.0,0.0,1.62,1.27,0.82
hsa-miR-26a-5p,5983.3,2712.87,4775.09,3223.67,5798.76,5212.28,6940.39,12919.75,2204.01,8212.19,6638.64,3582.45,10313.53,26877.21,27216.13,39047.98,53905.62,27491.52,2234.07,139.69,3004.65,5719.28,1424.0,1848.52,4656.36,905.95,1418.63,1643.26,672.41,2860.67,6804.78,2223.17,5760.55,1202.72,7895.42,17545.89,2064.81,89.18,1147.12,1478.54,683.38,3080.71,1308.98,2872.76,3889.77,139.7,4555.48,1857.95,5433.74,4815.32,6426.45,5996.72,3232.24,10602.81,15086.02,6713.3,644.27,2792.09,536.9,3187.88,687.92,1267.08,1753.45,1298.31,614.46,258.61,1881.85,1686.05,3583.1,1243.44,3689.91,1421.15,8439.46,5479.86,3446.93,1801.04,1819.44,1506.37,1735.75,958.41,660.4,1935.9,566.8,1371.86
hsa-miR-26b-3p,0.48,0.84,0.0,1.86,0.0,0.0,1.23,1.15,0.0,1.94,1.76,0.75,1.65,3.53,6.11,7.89,2.71,5.4,0.0,0.0,5.89,0.0,0.0,0.0,3.61,0.0,1.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.88,0.0,2.15,0.0,0.99,1.75,0.0,4.78,1.51,7.67,3.02,0.0,1.74,0.67,4.85,4.16,3.71,5.87,8.94,7.35,7.01,5.33,4.16,0.0,0.0,23.13,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,7.13,0.0,0.0,0.0,2.03,7.15,6.97,4.08,3.29,3.6,6.49,0.42,4.08
hsa-miR-26b-5p,392.28,184.55,233.95,172.34,386.82,475.76,629.44,752.86,260.22,352.34,285.77,169.36,406.79,1614.47,2407.9,2060.28,2433.11,1190.23,265.96,42.27,335.81,331.47,168.79,285.51,721.36,98.53,248.16,107.81,60.47,224.69,518.21,316.72,753.04,161.94,981.98,1058.16,259.71,0.0,181.44,291.86,145.43,925.31,611.11,1199.44,818.4,0.0,615.4,288.68,1187.94,1063.84,1529.37,1590.24,1525.94,2351.37,2108.72,1589.42,33.25,230.75,28.26,212.83,76.68,65.54,277.16,102.78,45.9,19.16,113.16,90.09,123.56,48.52,269.66,125.96,561.25,161.54,182.56,375.37,450.78,839.52,459.35,383.18,179.05,678.96,100.67,528.2
hsa-miR-27a-3p,592.75,283.36,423.28,298.81,1044.66,607.86,1196.3,1325.87,551.17,132.36,111.17,140.16,230.03,1077.99,1285.1,1178.99,1183.18,1264.06,585.11,29.41,553.8,1235.46,116.49,226.95,963.01,268.71,514.94,140.48,12.09,137.01,515.8,169.12,661.08,180.49,1021.56,703.6,770.55,0.0,1379.78,2763.21,544.39,8973.31,1870.05,5885.45,4782.62,558.82,985.85,984.25,1926.24,2954.23,2827.57,4210.6,5865.07,4833.65,3749.81,3927.65,62.35,530.73,42.39,314.62,131.45,149.8,380.86,230.81,76.99,134.09,96.4,35.39,139.29,308.24,153.6,116.45,556.08,546.74,304.27,1070.15,3036.48,1439.52,1939.9,1465.55,1662.7,3603.58,608.26,1784.31
hsa-miR-27a-5p,54.8,22.8,64.43,53.93,138.49,72.75,245.4,129.13,81.28,21.13,37.2,51.62,87.97,136.01,285.15,96.61,77.07,114.34,106.38,18.38,35.35,138.61,21.4,3.66,75.74,11.52,11.42,3.27,26.61,43.84,71.28,129.15,31.23,21.93,33.93,30.35,77.27,44.59,44.62,30.1,70.78,42.14,19.87,91.0,53.82,0.0,27.79,104.22,38.49,82.14,52.85,34.07,54.42,53.58,21.02,41.79,12.47,53.84,28.26,50.9,24.1,3.12,58.45,27.05,17.77,19.16,4.19,16.09,20.46,2.85,71.68,33.27,25.86,31.06,21.73,15.26,51.05,42.65,24.5,30.99,59.83,29.55,3.81,10.19
hsa-miR-27b-3p,468.72,267.32,437.16,330.43,731.86,672.0,1026.37,1450.39,355.15,359.35,292.8,144.14,596.35,1781.2,1868.73,2933.02,2403.8,1479.24,1422.89,75.36,1372.71,1898.39,513.5,362.38,1983.73,413.31,1776.75,290.76,45.96,323.33,796.93,298.27,732.21,234.47,1788.67,1710.72,1223.43,0.0,2013.66,3569.49,743.86,6107.77,3678.49,5949.29,3205.18,558.82,1042.89,644.79,1412.14,1184.57,1959.04,2423.46,2413.01,3645.99,2988.93,3324.2,133.01,669.18,197.8,971.63,234.42,377.63,448.73,344.41,729.94,28.73,192.8,148.01,184.94,77.06,515.43,280.43,1094.05,726.92,595.5,804.65,1533.56,1168.43,977.91,1206.35,933.47,2100.85,405.22,1442.37
hsa-miR-27b-5p,6.25,1.69,4.96,1.24,10.75,5.74,6.75,5.19,0.68,3.53,3.22,0.54,8.67,10.07,7.78,20.37,25.51,9.9,13.3,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.27,4.84,10.96,0.8,0.0,13.88,1.69,3.77,11.04,0.0,0.0,2.97,4.55,6.43,2.81,0.75,3.32,3.02,0.0,2.9,1.33,6.73,2.24,5.83,3.19,2.14,8.41,8.86,4.22,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.95,0.0,0.0,0.0,0.0,0.0,1.53,0.51,0.82,0.82,1.41,0.45,0.65,0.85,0.82
hsa-miR-28-3p,87.98,35.05,197.27,96.09,159.98,92.85,266.87,176.4,25.27,152.07,154.68,88.97,280.42,471.49,347.4,601.98,924.29,677.95,319.15,14.7,88.37,192.85,4.75,36.6,256.08,28.15,78.71,107.81,55.63,169.89,151.38,30.75,322.73,32.05,333.61,733.95,70.83,0.0,380.39,386.69,683.38,481.19,353.84,523.43,366.19,0.0,708.34,532.08,560.72,387.65,578.66,576.91,386.98,662.54,815.29,668.8,0.0,15.38,0.0,87.91,6.57,28.09,147.06,23.44,14.81,19.16,29.34,102.96,62.96,20.93,61.44,23.77,266.4,211.24,99.97,240.58,352.76,322.76,336.04,222.11,435.47,256.19,178.5,253.1
hsa-miR-28-5p,20.67,8.87,12.89,11.78,17.91,14.36,27.61,23.06,5.46,23.89,17.87,9.23,24.37,67.0,75.59,82.81,179.1,101.74,0.0,0.0,5.89,6.03,0.0,7.32,32.46,0.0,3.0,0.0,2.42,0.0,22.43,0.0,10.41,5.06,13.19,64.84,6.44,0.0,6.61,10.5,24.45,18.26,9.3,15.13,17.1,0.0,21.43,8.82,33.48,26.9,38.0,39.61,34.4,54.0,61.83,40.9,0.0,0.0,0.0,0.0,0.0,3.12,5.66,1.8,0.0,9.58,0.0,3.22,5.51,0.95,0.0,2.38,7.76,24.85,4.35,7.63,15.32,15.99,12.66,12.21,10.8,16.88,6.34,12.63
hsa-miR-2861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.9,0.0,0.0,0.0
hsa-miR-296-3p,0.0,0.0,0.99,1.24,8.36,0.96,7.98,1.73,2.05,0.06,0.15,0.21,0.41,0.0,3.89,1.97,1.09,3.6,0.0,0.0,0.0,0.0,0.0,7.32,3.61,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.0,2.15,22.3,1.32,0.7,0.0,3.93,5.53,1.66,3.52,0.0,0.29,0.33,0.47,0.16,0.0,0.84,0.39,0.21,1.03,2.22,0.0,0.0,0.0,13.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21,0.0,0.0,1.02,0.82,0.0,0.0,0.9,0.32,0.85,4.08
hsa-miR-296-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.56,0.0,0.54,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.28,1.01,0.0,0.0,0.0,0.29,0.5,1.25,1.12,0.53,1.01,1.75,1.68,1.24,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,5.11,0.0,5.31,1.41,0.9,1.95,0.42,4.89
hsa-miR-299-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.12,0.0,0.11,0.83,3.02,0.56,0.0,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,1.74,0.0,3.77,0.0,4.29,0.0,0.66,0.35,0.0,1.4,0.5,1.04,0.0,0.0,1.45,0.17,0.31,0.32,0.35,1.68,0.0,1.68,2.89,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.32,0.42,0.0
hsa-miR-299-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,1.63,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.42,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,145.66,59.12,90.21,117.17,217.29,208.68,325.15,193.69,58.74,31.01,27.24,25.65,42.12,179.33,216.22,149.84,239.89,250.29,119.68,14.7,406.51,512.26,73.7,226.95,339.04,92.13,113.56,6.53,2.42,87.68,85.7,27.67,301.91,394.72,375.07,500.8,311.22,0.0,652.71,1294.82,640.91,3049.81,1433.22,7296.74,1398.87,139.7,423.58,192.79,1373.49,547.13,635.75,975.39,1007.57,1462.51,1685.82,2541.38,45.72,161.53,70.64,171.19,56.96,37.45,75.42,81.14,533.02,67.05,62.87,12.87,29.91,336.78,187.74,42.78,121.56,111.83,86.93,191.75,291.5,451.95,211.51,225.4,194.34,445.82,99.4,531.06
hsa-miR-29a-5p,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.5,0.21,0.0,0.0,0.29,0.0,0.0,0.16,0.18,0.17,0.0,0.0,1.24,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.41
hsa-miR-29b-1-5p,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0
hsa-miR-29b-2-5p,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.17,0.16,0.48,0.18,0.5,0.0,0.0,0.41,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.82,0.0,0.0,0.0,1.62,1.27,0.0
hsa-miR-29b-3p,12.98,2.53,3.97,3.72,11.94,22.97,6.75,13.26,8.88,2.82,3.81,2.9,3.72,18.64,21.68,10.51,14.65,11.7,0.0,1.84,0.0,18.08,0.0,0.0,32.46,0.0,3.0,0.0,0.0,10.96,1.6,18.45,0.0,1.69,0.0,1.38,0.0,0.0,3.3,6.3,1.29,11.52,10.56,31.51,16.1,0.0,3.76,2.5,12.05,15.69,15.02,26.86,24.1,14.08,33.18,28.67,0.0,7.69,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,3.15,1.9,0.0,0.0,0.0,0.0,8.69,4.07,8.17,15.58,10.62,7.51,1.8,14.61,4.23,5.71
hsa-miR-29c-3p,0.48,0.42,0.0,2.48,2.39,5.74,4.91,2.31,1.37,0.71,0.59,0.97,1.24,4.53,8.89,3.29,5.43,7.2,0.0,0.0,0.0,6.03,0.0,18.3,3.61,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.74,11.81,0.0,4.14,0.0,0.0,2.97,7.0,3.86,23.32,16.85,19.07,6.04,0.0,4.49,3.0,14.39,14.57,9.9,16.79,16.91,16.18,27.82,27.56,0.0,0.0,0.0,0.0,10.95,0.0,0.0,1.8,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,5.11,5.74,6.53,3.29,0.9,8.12,0.42,8.15
hsa-miR-29c-5p,2.88,0.0,0.99,2.48,2.39,1.91,5.52,2.31,0.68,1.65,0.15,0.86,1.24,4.53,6.11,2.63,6.51,0.9,0.0,1.84,0.0,0.0,7.13,0.0,0.0,0.0,0.0,0.0,0.0,16.44,5.61,0.0,13.88,3.37,0.0,0.0,6.44,0.0,0.33,4.55,0.0,4.49,2.51,6.22,2.01,0.0,1.3,0.33,0.63,1.76,1.41,2.85,4.08,2.73,2.27,3.11,0.0,0.0,0.0,0.0,0.0,12.48,5.66,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,4.75,28.45,0.0,0.0,1.53,1.02,1.64,1.22,0.47,1.35,1.3,0.42,3.26
