miRNA,SRR26713879,SRR26713880,SRR26713881,SRR26713882,SRR26713883,SRR26713884,SRR26713885,SRR26713886,SRR26713887,SRR26713888,SRR26713889,SRR26713890,SRR26713891,SRR26713892,SRR26713893,SRR26713894,SRR26713895,SRR26713896,SRR26713897,SRR26713898,SRR26713899,SRR26713900,SRR26713901,SRR26713902,SRR26713903,SRR26713904,SRR26713905,SRR26713906,SRR26713907,SRR26713908,SRR26713909,SRR26713910,SRR26713911,SRR26713912,SRR26713913,SRR26713914,SRR26713915,SRR26713916,SRR26713917,SRR26713918,SRR26713919,SRR26713920,SRR26713921,SRR26713922,SRR26713923,SRR26713924,SRR26713925,SRR26713926,SRR26713927,SRR26713928,SRR26713929,SRR26713930,SRR26713931,SRR26713932,SRR26713933,SRR26713934,SRR26713935,SRR26713936,SRR26713937,SRR26713938,SRR26713939,SRR26713940,SRR26713941,SRR26713942,SRR26713943,SRR26713944,SRR26713945,SRR26713946,SRR26713947,SRR26713948,SRR26713949,SRR26713950,SRR26713951,SRR26713952,SRR26713953,SRR26713954,SRR26713955,SRR26713956,SRR26713957
hsa-miR-5189-5p,0.0,3.21,17.99,3.71,4.94,2.32,10.78,3.45,32.72,4.13,0.0,0.0,3.91,6.2,0.0,2.81,0.0,0.0,0.75,2.35,3.93,0.0,0.5,2.92,0.0,7.81,0.0,6.33,0.0,0.0,1.37,9.18,4.21,0.0,0.0,1.95,0.0,0.0,3.39,0.35,7.88,0.94,1.33,0.0,7.34,0.0,4.4,1.54,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,1.64,0.0,7.59,4.05,7.75,0.0,0.0,0.0,0.69,0.0,0.0,6.82,2.62,0.0,0.0,0.0,2.81,0.0
hsa-miR-518a-3p,0.39,1.07,4.0,1.85,2.47,8.25,0.0,3.45,0.34,0.92,0.0,0.0,7.83,0.0,0.0,0.0,1.51,2.11,1.5,2.35,0.0,5.72,2.0,2.6,4.89,0.0,0.0,1.27,0.0,0.0,2.06,0.0,0.84,0.0,0.65,0.65,0.0,0.0,0.0,0.35,0.0,1.41,0.44,1.88,0.0,0.0,1.47,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.35,11.81,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-518a-5p,0.0,4.29,7.0,0.0,1.98,3.61,0.22,0.97,0.67,0.23,0.0,1.37,1.57,0.56,1.94,0.0,0.0,0.0,0.38,0.0,0.69,0.0,0.5,0.0,9.77,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.27,1.47,0.0,0.0,0.0,0.0,0.0,2.85,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,1.69,1.01,1.06,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-518b,3.13,5.36,23.98,5.56,7.08,18.3,3.02,3.32,4.05,6.19,0.0,4.11,53.22,24.24,19.36,0.8,1.51,2.64,7.51,6.26,2.31,19.2,12.52,19.5,0.0,0.0,14.54,6.33,0.0,4.91,6.85,14.43,18.53,0.0,7.39,1.95,0.57,0.0,6.78,1.77,7.88,4.24,3.11,2.68,0.0,0.0,0.73,0.0,0.0,0.71,0.0,0.57,0.0,0.0,0.0,0.0,0.0,6.73,0.0,0.34,0.0,0.0,0.0,2.11,1.52,1.76,0.0,0.0,0.0,0.69,0.55,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-518c-3p,0.39,15.0,18.99,3.71,3.95,15.46,2.8,3.59,7.08,4.13,0.0,1.37,26.61,6.2,13.55,2.41,3.77,2.64,5.63,0.78,2.31,3.68,2.0,8.12,14.66,0.0,4.85,5.07,0.0,0.7,3.43,0.0,6.74,0.0,1.74,2.59,0.57,0.0,0.0,0.0,13.13,2.83,0.89,0.54,1.47,0.0,0.0,0.0,0.0,0.0,2.85,2.26,0.0,0.0,0.0,0.0,0.29,6.73,0.0,0.68,0.0,0.0,0.0,0.42,0.51,0.35,0.0,0.0,0.0,0.34,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-518c-5p,0.0,26.78,89.94,11.13,34.43,26.55,16.17,3.87,19.9,6.65,0.0,15.06,24.26,18.04,29.05,3.61,3.02,4.75,13.89,14.86,7.17,6.13,5.51,29.89,73.28,0.0,33.93,16.47,12.11,7.02,13.71,5.25,13.48,9.34,6.3,7.13,0.29,0.0,3.39,3.18,23.63,2.83,3.11,2.41,1.47,0.0,24.92,1.54,1.9,1.43,8.54,0.57,14.46,0.0,0.0,0.0,0.0,0.0,0.0,0.34,5.31,13.11,0.0,10.12,4.56,8.1,0.0,0.0,0.0,1.38,0.55,5.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-518d-3p,0.0,1.07,0.0,0.0,3.62,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-518d-5p,0.0,2.14,0.0,47.29,234.12,12.11,1.08,13.81,7.08,0.0,0.0,42.43,10.17,0.56,0.0,0.0,0.75,1.06,4.51,0.0,0.0,26.56,15.52,0.65,29.31,0.0,0.0,70.93,0.0,0.7,0.34,0.0,38.75,0.0,5.43,15.56,0.86,0.0,0.0,4.59,0.0,1.88,0.0,0.0,0.0,0.0,102.6,0.51,0.0,0.43,0.0,0.57,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.87,0.0,2.17,0.0,0.0,0.0
hsa-miR-518e-3p,1.57,8.57,9.99,2.78,16.48,13.66,6.9,5.11,5.73,2.29,0.0,1.37,11.74,2.25,13.55,3.21,1.51,7.91,6.01,5.87,1.85,14.3,4.51,8.12,19.54,3.91,0.0,1.27,0.0,4.21,19.54,0.0,2.53,9.34,2.82,0.65,0.57,0.0,0.0,0.0,7.88,0.94,2.66,1.07,0.0,0.0,1.47,0.51,0.0,0.43,0.0,0.57,0.0,0.0,0.0,0.0,1.45,0.0,0.0,1.02,0.0,0.0,0.0,2.53,0.51,1.41,0.0,0.0,0.0,1.38,0.55,1.87,0.0,0.44,0.0,0.0,0.0,0.0,0.0
hsa-miR-518e-5p,1.96,8.57,79.94,2.78,25.87,0.26,3.67,0.83,172.04,0.0,0.0,1.37,0.0,23.67,56.15,0.8,3.77,11.61,16.89,0.0,0.0,0.41,1.5,10.72,53.74,0.0,24.24,0.0,0.0,0.0,0.0,2.62,144.88,0.0,6.73,34.37,0.29,0.0,0.0,15.18,99.78,1.41,0.89,0.0,30.82,0.0,1.47,0.51,0.0,14.44,1.9,18.68,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,142.56,0.0,1.26,73.39,0.35,11.81,0.0,0.0,1.03,0.0,2.8,0.36,0.0,0.7,0.0,0.0,0.0,0.0
hsa-miR-518f-3p,0.39,2.14,7.0,0.93,1.65,4.9,0.0,0.55,2.02,0.69,0.0,0.0,7.83,1.13,3.87,0.8,1.51,0.53,0.38,1.56,0.0,1.63,0.5,3.57,24.43,0.0,4.85,2.53,0.0,0.0,2.06,0.0,0.84,0.0,1.52,1.3,0.0,0.0,3.39,0.35,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-518f-5p,0.0,93.21,1.0,0.0,1.65,181.45,6.9,0.28,57.01,0.46,0.0,0.0,6.26,6.2,0.0,0.0,9.81,23.21,51.81,32.46,1.85,0.41,1.0,61.09,4.89,0.0,0.0,2.53,0.0,12.63,15.77,0.0,1.68,0.0,0.22,0.0,0.0,0.0,0.0,0.0,31.51,0.0,0.44,0.54,0.0,0.0,0.0,0.0,0.32,0.43,36.06,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,10.61,1.64,0.0,0.0,1.52,0.7,0.0,0.0,0.0,1.03,2.77,0.93,0.72,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5192,0.0,1.07,0.0,0.0,0.49,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5193,0.0,1.07,0.0,0.93,0.33,1.8,0.0,1.11,0.67,0.23,0.0,0.0,3.13,1.69,0.0,0.8,0.75,0.53,1.88,1.96,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.34,0.0,0.84,0.0,0.0,0.65,0.29,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.16,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5194,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5195-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5195-5p,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5196-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5196-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-519a-2-5p,0.0,3.21,1.0,0.0,6.43,1.03,1.29,0.0,2.36,0.46,0.0,0.0,1.57,0.56,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.35,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-519a-3p,0.0,8.57,5.0,3.71,6.1,5.41,0.43,5.8,2.02,1.38,0.0,0.0,5.48,0.56,5.81,2.41,0.75,1.06,1.88,0.78,0.69,0.41,1.0,2.27,0.0,0.0,0.0,1.27,0.0,0.0,7.54,0.0,2.53,0.0,0.0,2.59,0.0,0.0,0.0,0.0,2.63,0.47,0.44,1.07,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,2.53,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-519a-5p,3.91,280.71,187.87,23.18,340.89,165.73,266.48,37.02,66.12,33.01,145.78,34.22,259.07,46.78,114.25,20.86,4.53,81.78,46.93,18.77,21.05,102.97,16.52,318.77,205.18,3.91,63.01,38.0,24.22,11.23,498.33,19.67,40.43,56.01,18.47,20.1,1.71,0.0,3.39,2.47,73.52,5.65,8.44,13.41,23.48,0.0,150.98,29.84,1.9,8.01,11.39,9.62,32.53,0.0,0.0,15.39,0.58,0.0,0.0,8.51,5.31,65.54,62.74,51.02,15.19,152.14,11.81,0.0,0.0,6.21,9.97,0.93,0.36,3.93,0.7,6.51,0.0,0.0,0.0
hsa-miR-519b-3p,0.0,3.21,0.0,0.0,0.16,0.0,0.0,0.41,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-519b-5p,0.0,0.0,1.0,13.91,2.97,431.45,2.37,0.0,1.01,81.61,0.0,131.39,0.78,2.25,0.0,30.08,0.75,0.0,2.25,3.91,3.24,4.49,0.0,0.0,39.08,0.0,0.0,6.33,96.87,35.09,55.18,0.0,5.9,9.34,1.74,9.08,0.29,0.0,6.78,0.0,0.0,0.47,22.21,2.68,0.0,0.0,444.13,0.0,12.02,0.0,12.33,2.26,3.61,64.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,35.42,0.0,0.0,0.34,0.55,6.54,0.0,0.44,0.0,0.0,0.0,0.0,0.0
hsa-miR-519c-3p,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-519c-5p,0.0,0.0,687.52,0.93,119.62,5.41,28.89,8.98,4.72,1.15,0.0,6.84,0.0,14.66,42.6,0.0,0.0,6.33,143.41,100.9,91.85,3.68,4.51,4.87,19.54,0.0,281.14,0.0,0.0,0.0,15.77,59.02,3.37,0.0,52.14,0.0,0.0,0.0,10.17,0.0,0.0,20.72,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.14,78.75,0.0,0.0,0.0,0.0,15.39,0.0,0.0,0.0,0.0,0.0,34.41,0.0,0.0,0.0,0.35,23.61,0.0,0.0,0.0,0.0,4.67,0.36,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-519d-3p,0.0,11.79,29.98,4.64,6.59,28.35,3.67,4.01,8.43,7.11,0.0,1.37,51.66,14.66,9.68,4.41,3.77,4.22,7.13,6.65,1.39,11.03,6.01,23.07,4.89,0.0,0.0,13.93,0.0,5.61,12.68,3.93,9.27,0.0,4.13,5.84,0.57,0.0,6.78,1.41,7.88,1.88,1.78,1.07,1.47,0.0,0.0,0.0,0.47,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,2.65,6.55,0.0,2.95,2.02,2.11,0.0,0.0,0.0,0.34,1.11,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-519d-5p,0.0,0.0,0.0,0.93,0.49,0.26,0.0,0.0,0.0,0.23,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.53,0.38,0.39,0.46,1.63,0.0,0.97,4.89,0.0,0.0,1.27,0.0,0.7,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-519e-3p,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-519e-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-520a-3p,3.91,99.64,329.77,25.04,360.17,179.13,110.6,27.21,52.62,24.3,218.67,21.9,90.01,46.78,141.36,30.89,10.57,37.46,34.16,26.59,37.94,25.74,12.52,80.26,283.35,3.91,43.62,22.8,12.11,15.44,123.04,6.56,26.11,28.01,9.99,13.62,1.71,40.18,3.39,1.06,26.26,7.54,5.77,3.76,5.87,0.0,107.73,1.54,1.9,5.0,18.98,3.96,10.84,0.0,0.0,0.0,1.16,0.0,0.0,4.43,15.92,96.68,188.23,24.88,7.59,12.33,0.0,0.0,0.0,9.31,1.11,0.93,0.0,1.75,0.0,2.17,0.0,0.0,0.0
hsa-miR-520a-5p,0.39,11.79,19.99,3.71,30.15,23.45,4.96,2.07,2.02,4.36,0.0,4.11,19.57,7.33,17.43,6.42,0.75,5.28,4.88,1.96,7.17,2.45,2.5,10.07,4.89,11.72,0.0,2.53,0.0,4.21,18.85,3.93,11.79,0.0,1.3,3.89,0.0,0.0,0.0,0.71,5.25,3.3,3.11,1.07,4.4,0.0,1.47,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19,0.0,2.95,7.59,8.1,23.61,0.0,0.0,1.38,1.66,5.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-520b-3p,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-520b-5p,0.39,0.0,3.0,0.0,2.64,1.03,0.0,0.41,0.0,0.92,0.0,0.0,1.57,0.0,1.94,0.0,0.0,0.53,0.38,0.39,0.0,1.23,0.5,2.27,4.89,0.0,0.0,5.07,0.0,0.0,8.23,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-520c-3p,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-520c-5p,0.0,2.14,17.99,0.0,0.0,3.09,75.03,0.0,0.0,0.69,72.89,0.0,1.57,58.06,9.68,0.8,0.0,0.53,0.0,0.0,0.0,4.49,0.0,3.25,0.0,0.0,106.64,0.0,0.0,0.0,1.71,0.0,0.0,0.0,24.55,1.95,0.0,0.0,10.17,0.0,10.5,0.0,11.55,0.0,1.47,0.0,0.0,0.0,5.22,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,26.19,2.72,2.65,0.0,0.0,23.19,0.0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-520d-3p,0.39,2.14,6.0,1.85,21.58,9.54,1.51,3.32,0.67,0.23,0.0,0.0,4.7,0.0,7.75,2.01,1.51,1.06,2.25,0.39,0.46,1.63,2.0,3.57,19.54,7.81,0.0,0.0,0.0,0.0,21.59,0.0,0.0,0.0,0.43,3.24,0.57,0.0,0.0,0.35,0.0,0.47,0.44,0.54,1.47,0.0,2.93,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.84,0.0,0.35,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-520d-5p,0.39,18.21,18.99,1.85,17.96,9.79,3.45,3.59,3.37,1.15,0.0,0.0,16.44,4.51,9.68,1.6,0.75,2.11,1.88,1.56,1.85,1.23,0.0,6.5,29.31,0.0,4.85,0.0,0.0,0.7,18.16,0.0,1.68,37.34,0.43,1.95,0.0,0.0,0.0,0.71,2.63,1.41,0.0,0.27,2.94,0.0,2.2,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,1.26,2.02,4.93,0.0,0.0,0.0,0.69,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-520e-5p,0.39,0.0,4.0,0.0,0.49,0.0,0.0,0.0,0.34,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.82,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
