miRNA,SRR22385194,SRR22385195,SRR22385196,SRR22385197,SRR22385198,SRR22385199,SRR22385201,SRR22385202,SRR22385203,SRR22385204,SRR22385205,SRR22385206,SRR22385207,SRR22385208,SRR22385209,SRR22385210,SRR22385211,SRR22385212,SRR22385213,SRR22385214,SRR22385215,SRR22385216,SRR22385217,SRR22385219,SRR22385220,SRR22385221,SRR22385222,SRR22385223,SRR22385224,SRR22385225,SRR22385258,SRR22385259,SRR22385260,SRR22385261,SRR22385262,SRR22385263,SRR22385264,SRR22385266,SRR22385267,SRR22385268,SRR22385269,SRR22385270,SRR22385271,SRR22385272,SRR22385273,SRR22385274,SRR22385275,SRR22385276,SRR22385278,SRR22385279,SRR22385280,SRR22385281,SRR22385282,SRR22385283,SRR22385284,SRR22385285,SRR22385286,SRR22385287,SRR22385290,SRR22385291,SRR22385292,SRR22385293,SRR22385294,SRR22385295,SRR22385296,SRR22385297,SRR22385298,SRR22385299,SRR22385301,SRR22385302,SRR22385303,SRR22385304,SRR22385305,SRR22385307,SRR22385308,SRR22385309,SRR22385310,SRR22385311,SRR22385312,SRR22385313,SRR22385314,SRR22385315,SRR22385316,SRR22385318,SRR22385370,SRR22385372,SRR22385373,SRR22385374,SRR22385375,SRR22385376,SRR22385377,SRR22385378,SRR22385379,SRR22385380,SRR22385381,SRR22385383,SRR22385384,SRR22385385,SRR22385386,SRR22385387,SRR22385388,SRR22385389,SRR22385390,SRR22385392,SRR22385393,SRR22385394,SRR22385395,SRR22385396,SRR22385397,SRR22385398,SRR22385399,SRR22385400,SRR22385401,SRR22385432,SRR22385433,SRR22385434,SRR22385436,SRR22385437,SRR22385438,SRR22385439,SRR22385440,SRR22385441,SRR22385442,SRR22385443,SRR22385444,SRR22385445,SRR22385447,SRR22385448
hsa-miR-151b,2.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,8.0,4.0,0.0,10.0,6.0,18.0,6.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,6.0,19.0,16.0,0.0,0.0,4.0,18.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,30.0,0.0,0.0,5.0,3.0,0.0,0.0,6.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,2.0
hsa-miR-152-3p,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0
hsa-miR-152-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,0.0,0.0,28.0,10.0,4.0,0.0,40.0,0.0,0.0,1.0,6.0,3.0,0.0,14.0,0.0,2.0,7.0,1.0,20.0,0.0,0.0,7.0,7.0,4.0,0.0,1.0,9.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,4.0,11.0,0.0,45.0,0.0,1.0,0.0,0.0,12.0,0.0,10.0,24.0,0.0,0.0,10.0,14.0,0.0,13.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,0.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,7.0,17.0,0.0,0.0,0.0,4.0,0.0,5.0,10.0,46.0,22.0,0.0,0.0,6.0,1.0,5.0,3.0,1.0,10.0,10.0,0.0,0.0,10.0,4.0,8.0,0.0,0.0,1.0,22.0,3.0,2.0
hsa-miR-15a-5p,92.0,19.0,17.0,10.0,28.0,67.0,25.0,22.0,40.0,51.0,42.0,22.0,162.0,220.0,53.0,135.0,21.0,31.0,37.0,19.0,95.0,66.0,55.0,295.0,11.0,174.0,99.0,188.0,34.0,55.0,18.0,32.0,118.0,13.0,650.0,708.0,154.0,138.0,14.0,92.0,155.0,86.0,161.0,8.0,231.0,142.0,24.0,52.0,46.0,109.0,70.0,26.0,21.0,83.0,163.0,1579.0,19.0,7.0,3.0,69.0,62.0,35.0,12.0,21.0,45.0,69.0,167.0,33.0,318.0,61.0,38.0,42.0,212.0,116.0,12.0,37.0,23.0,534.0,366.0,124.0,268.0,146.0,147.0,614.0,0.0,12.0,23.0,48.0,2.0,28.0,62.0,1.0,40.0,45.0,39.0,113.0,20.0,258.0,45.0,65.0,490.0,117.0,66.0,133.0,101.0,109.0,1129.0,275.0,37.0,89.0,122.0,45.0,26.0,5.0,95.0,85.0,310.0,49.0,152.0,335.0,12.0,16.0,69.0,154.0,20.0,225.0,458.0,11.0
hsa-miR-15b-3p,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,5.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,10.0,15.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,25.0,6.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-15b-5p,2.0,5.0,11.0,0.0,12.0,17.0,7.0,10.0,0.0,1.0,13.0,11.0,9.0,13.0,6.0,3.0,0.0,6.0,19.0,0.0,2.0,11.0,4.0,33.0,8.0,4.0,3.0,21.0,7.0,5.0,3.0,3.0,8.0,1.0,55.0,13.0,6.0,4.0,15.0,0.0,0.0,2.0,30.0,1.0,15.0,8.0,0.0,7.0,6.0,22.0,6.0,9.0,6.0,15.0,32.0,116.0,9.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,14.0,4.0,45.0,0.0,14.0,4.0,37.0,8.0,1.0,6.0,12.0,35.0,35.0,15.0,8.0,2.0,5.0,58.0,0.0,1.0,4.0,8.0,1.0,2.0,30.0,19.0,7.0,5.0,6.0,21.0,0.0,13.0,2.0,6.0,107.0,14.0,11.0,6.0,1.0,18.0,159.0,20.0,4.0,13.0,16.0,5.0,2.0,7.0,6.0,0.0,19.0,12.0,0.0,38.0,5.0,0.0,1.0,0.0,0.0,44.0,31.0,3.0
hsa-miR-16-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,43.0,10.0,32.0,67.0,13.0,1.0,24.0,0.0,39.0,12.0,12.0,7.0,51.0,32.0,27.0,40.0,18.0,48.0,31.0,5.0,19.0,14.0,16.0,90.0,6.0,31.0,1.0,48.0,14.0,6.0,10.0,26.0,57.0,17.0,192.0,111.0,85.0,37.0,0.0,31.0,49.0,20.0,47.0,6.0,111.0,66.0,5.0,17.0,21.0,41.0,58.0,7.0,10.0,36.0,72.0,469.0,1.0,8.0,2.0,16.0,28.0,26.0,0.0,57.0,14.0,19.0,60.0,15.0,162.0,14.0,20.0,3.0,50.0,11.0,3.0,4.0,3.0,341.0,142.0,48.0,83.0,41.0,28.0,196.0,0.0,3.0,11.0,21.0,0.0,7.0,113.0,65.0,34.0,8.0,60.0,11.0,30.0,117.0,4.0,31.0,342.0,23.0,28.0,67.0,35.0,55.0,450.0,89.0,24.0,32.0,43.0,11.0,9.0,10.0,15.0,9.0,65.0,18.0,67.0,68.0,1.0,28.0,0.0,0.0,6.0,91.0,62.0,26.0
hsa-miR-16-5p,1512.0,536.0,742.0,732.0,623.0,870.0,1037.0,437.0,1476.0,530.0,815.0,481.0,1814.0,2281.0,641.0,2248.0,416.0,841.0,1135.0,397.0,978.0,773.0,1252.0,2077.0,346.0,844.0,760.0,1776.0,381.0,832.0,267.0,365.0,1934.0,1278.0,9208.0,7677.0,1590.0,2064.0,329.0,1099.0,1804.0,1269.0,1659.0,430.0,1208.0,1680.0,317.0,618.0,951.0,2726.0,1100.0,521.0,678.0,1170.0,2080.0,15779.0,442.0,193.0,221.0,995.0,210.0,854.0,90.0,562.0,306.0,1101.0,1778.0,861.0,5539.0,376.0,845.0,734.0,1883.0,1231.0,304.0,979.0,339.0,4106.0,2486.0,896.0,1281.0,765.0,1659.0,3212.0,2.0,95.0,530.0,231.0,116.0,608.0,1588.0,820.0,383.0,511.0,1241.0,1171.0,676.0,2366.0,259.0,1154.0,4920.0,826.0,815.0,1543.0,747.0,2419.0,19656.0,3593.0,672.0,1240.0,877.0,347.0,408.0,171.0,674.0,1123.0,3132.0,621.0,1721.0,3354.0,669.0,575.0,576.0,1704.0,273.0,5240.0,3689.0,888.0
hsa-miR-17-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-17-5p,0.0,3.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,11.0,0.0,4.0,3.0,15.0,0.0,5.0,0.0,7.0,9.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,10.0,2.0,8.0,0.0,0.0,3.0,12.0,6.0,0.0,0.0,4.0,0.0,0.0,5.0,6.0,6.0,10.0,1.0,5.0,0.0,1.0,3.0,37.0,0.0,1.0,0.0,0.0,27.0,144.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,39.0,0.0,0.0,17.0,31.0,2.0,0.0,0.0,0.0,48.0,0.0,0.0,15.0,8.0,0.0,22.0,0.0,1.0,6.0,3.0,5.0,1.0,8.0,0.0,0.0,16.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,122.0,9.0,3.0,17.0,0.0,7.0,1.0,4.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,30.0,1.0,0.0
hsa-miR-181a-2-3p,2.0,4.0,0.0,8.0,1.0,0.0,38.0,0.0,8.0,6.0,6.0,0.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,6.0,36.0,0.0,4.0,0.0,28.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,14.0,6.0,0.0,0.0,8.0,11.0,0.0,7.0,5.0,15.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,7.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,6.0,47.0,0.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,7.0,0.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,2.0,6.0,0.0,1.0,0.0,0.0,11.0,0.0,6.0
hsa-miR-181a-3p,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,7.0,0.0,0.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,1.0,0.0,4.0
hsa-miR-181a-5p,363.0,112.0,380.0,225.0,181.0,317.0,705.0,303.0,326.0,249.0,356.0,182.0,419.0,386.0,130.0,122.0,77.0,206.0,188.0,27.0,183.0,65.0,322.0,550.0,241.0,230.0,107.0,451.0,119.0,275.0,25.0,81.0,201.0,205.0,585.0,611.0,207.0,300.0,101.0,256.0,340.0,218.0,321.0,35.0,239.0,484.0,88.0,134.0,205.0,639.0,135.0,135.0,184.0,249.0,1416.0,1715.0,157.0,35.0,43.0,277.0,61.0,196.0,34.0,128.0,119.0,116.0,355.0,149.0,551.0,96.0,171.0,560.0,607.0,100.0,37.0,97.0,119.0,1093.0,559.0,119.0,618.0,363.0,421.0,853.0,0.0,47.0,249.0,173.0,73.0,158.0,1070.0,581.0,343.0,302.0,648.0,493.0,134.0,335.0,49.0,363.0,560.0,144.0,217.0,343.0,204.0,218.0,797.0,264.0,64.0,240.0,154.0,54.0,73.0,117.0,101.0,284.0,644.0,180.0,358.0,778.0,111.0,77.0,119.0,295.0,105.0,503.0,397.0,281.0
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,11.0,1.0,15.0,3.0,21.0,14.0,18.0,7.0,0.0,12.0,14.0,4.0,27.0,23.0,10.0,0.0,0.0,23.0,23.0,0.0,11.0,5.0,25.0,44.0,0.0,16.0,0.0,45.0,3.0,7.0,3.0,3.0,5.0,19.0,35.0,40.0,0.0,29.0,0.0,12.0,22.0,11.0,14.0,0.0,6.0,48.0,7.0,11.0,10.0,31.0,0.0,0.0,0.0,17.0,91.0,0.0,2.0,1.0,2.0,8.0,13.0,7.0,6.0,4.0,1.0,13.0,19.0,4.0,10.0,7.0,9.0,9.0,40.0,7.0,1.0,0.0,4.0,64.0,22.0,27.0,90.0,44.0,41.0,61.0,0.0,2.0,26.0,27.0,6.0,4.0,42.0,0.0,3.0,0.0,49.0,0.0,0.0,10.0,10.0,0.0,54.0,8.0,9.0,10.0,11.0,0.0,75.0,22.0,1.0,6.0,16.0,0.0,4.0,1.0,0.0,18.0,49.0,12.0,0.0,33.0,0.0,0.0,0.0,0.0,14.0,20.0,10.0,8.0
hsa-miR-181c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
hsa-miR-181c-5p,19.0,6.0,5.0,0.0,8.0,0.0,28.0,0.0,40.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,2.0,7.0,0.0,0.0,4.0,17.0,33.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,15.0,7.0,26.0,11.0,0.0,2.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,14.0,12.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,64.0,0.0,3.0,0.0,10.0,1.0,1.0,10.0,0.0,0.0,7.0,4.0,4.0,8.0,9.0,0.0,0.0,0.0,0.0,19.0,0.0,13.0
hsa-miR-181d-5p,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
hsa-miR-182-5p,148.0,55.0,86.0,108.0,20.0,57.0,363.0,71.0,108.0,76.0,75.0,43.0,154.0,227.0,36.0,126.0,74.0,94.0,146.0,52.0,152.0,73.0,95.0,159.0,72.0,109.0,89.0,74.0,20.0,84.0,24.0,34.0,110.0,143.0,285.0,625.0,197.0,134.0,22.0,86.0,208.0,64.0,79.0,31.0,155.0,259.0,33.0,50.0,208.0,110.0,112.0,62.0,82.0,89.0,224.0,1126.0,34.0,12.0,4.0,82.0,26.0,59.0,10.0,20.0,12.0,77.0,149.0,85.0,549.0,137.0,126.0,125.0,136.0,35.0,17.0,40.0,26.0,540.0,241.0,140.0,199.0,121.0,123.0,114.0,0.0,25.0,22.0,31.0,8.0,142.0,102.0,86.0,72.0,14.0,77.0,71.0,22.0,163.0,45.0,82.0,506.0,92.0,108.0,124.0,36.0,208.0,338.0,205.0,42.0,32.0,102.0,20.0,22.0,7.0,109.0,142.0,286.0,83.0,262.0,246.0,50.0,23.0,77.0,166.0,67.0,648.0,190.0,69.0
hsa-miR-183-5p,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,6.0,0.0,4.0,32.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,8.0,0.0,0.0,7.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,11.0,2.0,16.0,0.0,0.0,13.0,3.0,0.0,4.0,9.0,2.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,66.0,2.0,4.0,8.0,0.0,0.0,3.0,17.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
