miRNA,ERR7015676,ERR7015677,ERR7015678,ERR7015679,ERR7015680,ERR7015681,ERR7015682,ERR7015683,ERR7015684,ERR7015685,ERR7015686,ERR7015687
hsa-miR-103a-3p,59.34,82.36,93.89,48.54,11.26,66.66,38.08,131.5,99.24,140.43,45.51,10.53
hsa-miR-10401-3p,3.12,1.47,4.51,2.62,0.0,3.57,7.62,1.15,2.92,0.0,0.0,0.0
hsa-miR-10401-5p,0.0,0.0,1.81,0.0,0.0,0.0,1.52,1.15,2.92,0.0,0.0,0.0
hsa-miR-10526-3p,0.0,1.47,1.81,2.62,0.0,0.0,0.0,1.15,2.92,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,1.56,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,10.93,14.71,13.54,6.56,3.38,8.33,18.28,17.3,13.14,15.92,4.79,2.63
hsa-miR-106b-5p,7.81,5.88,10.83,3.94,5.63,7.14,0.0,9.23,8.76,18.82,3.19,0.0
hsa-miR-107,14.06,5.88,19.86,7.87,9.01,0.0,1.52,6.92,5.84,11.58,0.8,10.53
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,1.13,1.19,0.0,0.0,0.0,11.58,0.8,5.26
hsa-miR-10a-5p,7.81,11.77,13.54,2.62,7.88,4.76,6.09,4.61,8.76,360.48,118.17,156.62
hsa-miR-10b-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,1.45,0.8,1.32
hsa-miR-10b-5p,6.25,11.77,21.67,23.62,10.13,15.47,18.28,12.69,21.89,201.23,87.83,110.56
hsa-miR-1180-3p,9.37,2.94,2.71,1.31,0.0,2.38,4.57,3.46,4.38,11.58,2.4,1.32
hsa-miR-1181,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,1.47,1.81,1.31,0.0,0.0,1.52,4.61,1.46,2.9,0.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.9,0.0,1.13,1.19,0.0,3.46,5.84,1.45,0.0,0.0
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,4.34,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,3.12,0.0,1.81,1.31,2.25,1.19,4.57,0.0,2.92,2.9,0.8,0.0
hsa-miR-122-5p,329.52,26.47,337.64,14.43,164.41,21.43,22.85,569.84,452.43,993.12,217.18,156.62
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32
hsa-miR-1228-5p,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,1.47,0.0,0.0,0.0,0.0,0.0,8.07,1.46,0.0,0.0,0.0
hsa-miR-1246,15.62,22.06,47.85,39.36,24.77,25.0,31.99,55.37,29.19,14.48,17.57,9.21
hsa-miR-1249-3p,4.69,1.47,0.0,0.0,0.0,1.19,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-125a-3p,1.56,0.0,2.71,0.0,1.13,2.38,0.0,4.61,0.0,0.0,1.6,0.0
hsa-miR-125a-5p,35.92,29.42,50.56,22.3,9.01,16.66,31.99,18.46,61.3,79.62,27.15,23.69
hsa-miR-125b-1-3p,10.93,4.41,18.96,6.56,3.38,7.14,9.14,8.07,13.14,14.48,0.8,0.0
hsa-miR-125b-5p,277.98,194.14,434.23,132.51,76.57,230.93,292.49,324.14,427.62,949.69,215.59,164.52
hsa-miR-126-3p,9.37,7.35,5.42,7.87,2.25,4.76,16.76,6.92,8.76,26.06,7.19,0.0
hsa-miR-126-5p,4.69,1.47,4.51,1.31,0.0,1.19,1.52,1.15,8.76,13.03,0.8,0.0
hsa-miR-1260a,0.0,0.0,0.9,0.0,0.0,1.19,0.0,1.15,0.0,0.0,0.8,0.0
hsa-miR-1260b,1.56,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0
hsa-miR-1268a,0.0,0.0,0.0,0.0,1.13,0.0,1.52,0.0,0.0,7.24,0.0,0.0
hsa-miR-127-3p,495.05,370.64,1131.17,822.63,239.86,199.98,930.77,922.82,1174.86,713.71,364.9,285.61
hsa-miR-127-5p,7.81,2.94,17.15,9.18,3.38,7.14,10.66,10.38,17.51,5.79,1.6,2.63
hsa-miR-1270,1.56,0.0,0.0,1.31,0.0,1.19,0.0,0.0,2.92,0.0,0.0,0.0
hsa-miR-1271-5p,4.69,1.47,2.71,0.0,0.0,1.19,0.0,3.46,7.3,0.0,0.0,0.0
hsa-miR-128-3p,46.85,13.24,50.56,38.05,24.77,44.04,36.56,31.15,32.11,75.28,19.96,17.11
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.8,0.0
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.52,1.15,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,3.12,1.47,13.54,0.0,0.0,1.19,4.57,8.07,8.76,0.0,0.0,0.0
hsa-miR-129-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
hsa-miR-129-5p,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1290,0.0,1.47,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32
hsa-miR-1291,0.0,0.0,2.71,1.31,0.0,2.38,0.0,0.0,10.22,0.0,1.6,0.0
hsa-miR-1292-5p,0.0,1.47,1.81,0.0,0.0,0.0,0.0,0.0,1.46,2.9,0.0,0.0
hsa-miR-1293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32
hsa-miR-1296-5p,10.93,0.0,5.42,0.0,0.0,2.38,0.0,5.77,8.76,5.79,0.0,2.63
hsa-miR-1301-3p,1.56,1.47,2.71,0.0,0.0,0.0,0.0,1.15,1.46,0.0,0.0,1.32
hsa-miR-1303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,1.56,0.0,2.71,0.0,0.0,0.0,4.57,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,31.23,22.06,57.78,36.74,12.39,10.71,60.93,48.45,55.46,24.61,11.98,14.48
hsa-miR-1307-5p,4.69,2.94,9.03,9.18,0.0,0.0,9.14,9.23,7.3,7.24,0.0,5.26
hsa-miR-130a-3p,7.81,7.35,12.64,11.81,7.88,4.76,6.09,21.92,2.92,24.61,3.99,2.63
hsa-miR-130a-5p,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,3.12,4.41,9.93,9.18,2.25,5.95,1.52,5.77,17.51,36.19,3.19,5.26
hsa-miR-130b-5p,3.12,4.41,0.0,1.31,0.0,0.0,0.0,1.15,7.3,2.9,0.0,0.0
hsa-miR-132-3p,4.69,4.41,5.42,2.62,2.25,0.0,3.05,8.07,5.84,18.82,2.4,7.9
hsa-miR-132-5p,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,7.35,0.9,0.0,1.13,3.57,3.05,9.23,1.46,40.54,0.0,0.0
hsa-miR-133a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0
hsa-miR-133b,1.56,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,7.81,10.3,12.64,3.94,1.13,4.76,1.52,12.69,17.51,20.27,8.78,6.58
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,1.13,1.19,1.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-136-3p,6.25,2.94,13.54,10.5,3.38,15.47,3.05,11.54,8.76,39.09,7.19,2.63
hsa-miR-136-5p,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.46,4.34,0.8,0.0
hsa-miR-137-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,2.63
hsa-miR-138-5p,3.12,4.41,2.71,1.31,5.63,2.38,9.14,5.77,2.92,1.45,1.6,0.0
hsa-miR-139-3p,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-5p,0.0,0.0,1.81,0.0,0.0,3.57,1.52,3.46,1.46,5.79,0.0,0.0
hsa-miR-140-3p,43.73,36.77,41.53,34.11,13.51,13.09,38.08,32.3,46.7,47.77,26.35,31.59
hsa-miR-140-5p,0.0,0.0,0.0,0.0,0.0,0.0,4.57,0.0,0.0,5.79,1.6,0.0
hsa-miR-141-3p,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,0.0,10.3,0.0,0.0,0.0,1.19,1.52,5.77,1.46,4.34,0.0,0.0
hsa-miR-142-5p,14.06,5.88,10.83,7.87,4.5,4.76,4.57,11.54,1.46,30.4,1.6,2.63
hsa-miR-143-3p,78.08,33.83,102.01,45.92,37.16,74.99,70.07,124.58,90.49,910.6,214.79,142.14
hsa-miR-143-5p,6.25,4.41,0.9,0.0,0.0,0.0,0.0,5.77,4.38,2.9,1.6,6.58
hsa-miR-144-3p,18.74,22.06,39.72,10.5,4.5,3.57,15.23,43.83,36.49,43.43,1.6,1.32
hsa-miR-144-5p,9.37,13.24,15.35,3.94,3.38,0.0,6.09,16.15,24.81,15.92,1.6,0.0
hsa-miR-145-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,7.24,1.6,0.0
hsa-miR-145-5p,18.74,10.3,28.89,10.5,9.01,13.09,13.71,19.61,26.27,62.25,19.96,15.79
hsa-miR-146a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0
hsa-miR-146a-5p,17.18,14.71,27.99,6.56,9.01,15.47,22.85,24.22,24.81,262.03,50.3,59.23
hsa-miR-146b-3p,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,3.12,2.94,7.22,2.62,0.0,0.0,6.09,4.61,8.76,2.9,3.99,1.32
hsa-miR-147b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-148a-3p,121.81,54.42,110.14,57.73,59.68,77.37,67.03,126.89,135.73,476.29,131.75,103.98
hsa-miR-148a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,1.32
hsa-miR-148b-3p,28.11,19.12,39.72,27.55,15.77,29.76,22.85,54.22,35.03,91.2,25.55,22.37
hsa-miR-148b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
hsa-miR-149-3p,0.0,0.0,0.0,2.62,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-5p,1.56,2.94,0.9,1.31,1.13,1.19,3.05,3.46,1.46,4.34,0.0,2.63
hsa-miR-150-5p,0.0,1.47,0.0,0.0,1.13,0.0,0.0,0.0,0.0,1.45,0.0,0.0
hsa-miR-151a-3p,23.43,20.59,27.08,10.5,14.64,23.81,24.37,19.61,36.49,83.97,11.18,11.85
hsa-miR-151a-5p,17.18,22.06,39.72,26.24,3.38,9.52,21.33,66.9,67.13,62.25,17.57,17.11
hsa-miR-151b,12.49,19.12,16.25,6.56,13.51,5.95,0.0,1.15,2.92,10.13,3.99,14.48
hsa-miR-152-3p,85.89,50.01,94.79,73.47,25.9,67.85,63.98,96.9,108.0,163.59,52.7,46.07
hsa-miR-154-3p,1.56,1.47,3.61,1.31,0.0,1.19,4.57,2.31,0.0,5.79,0.8,1.32
hsa-miR-154-5p,0.0,0.0,4.51,0.0,0.0,1.19,1.52,0.0,0.0,0.0,2.4,0.0
hsa-miR-155-5p,29.67,30.89,46.94,17.06,13.51,20.24,39.61,50.75,75.89,56.46,12.78,26.32
hsa-miR-15a-5p,9.37,5.88,20.76,9.18,10.13,8.33,7.62,21.92,18.97,43.43,6.39,9.21
hsa-miR-15b-3p,3.12,2.94,3.61,1.31,2.25,1.19,1.52,3.46,5.84,11.58,3.19,0.0
hsa-miR-15b-5p,21.86,20.59,25.28,5.25,16.89,10.71,22.85,25.38,23.35,53.56,7.19,2.63
hsa-miR-16-2-3p,6.25,11.77,7.22,9.18,0.0,3.57,6.09,3.46,13.14,20.27,2.4,0.0
hsa-miR-16-5p,42.17,50.01,76.74,36.74,16.89,36.9,42.65,44.99,39.41,95.55,15.17,6.58
hsa-miR-17-3p,0.0,4.41,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0
hsa-miR-17-5p,6.25,25.0,17.15,6.56,1.13,7.14,6.09,16.15,11.68,78.18,12.78,28.96
hsa-miR-181a-2-3p,1.56,0.0,8.12,0.0,0.0,0.0,3.05,0.0,2.92,1.45,0.8,3.95
hsa-miR-181a-3p,0.0,2.94,1.81,0.0,0.0,1.19,0.0,1.15,1.46,2.9,0.0,0.0
hsa-miR-181a-5p,157.73,113.25,193.19,97.09,88.96,116.65,108.16,191.48,205.78,379.3,71.86,73.7
hsa-miR-181b-5p,53.1,52.95,76.74,47.23,31.53,52.38,70.07,70.36,71.51,146.22,59.88,55.28
hsa-miR-181c-3p,0.0,0.0,0.0,2.62,0.0,1.19,1.52,0.0,0.0,1.45,0.0,0.0
hsa-miR-181c-5p,0.0,0.0,0.0,1.31,2.25,0.0,1.52,1.15,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,3.12,2.94,0.0,3.94,2.25,4.76,4.57,3.46,7.3,1.45,0.8,5.26
hsa-miR-182-5p,0.0,2.94,0.0,2.62,2.25,0.0,1.52,0.0,0.0,2.9,0.0,0.0
hsa-miR-183-5p,0.0,0.0,1.81,0.0,1.13,0.0,0.0,2.31,0.0,1.45,0.0,0.0
hsa-miR-184,0.0,0.0,0.0,1.31,1.13,0.0,0.0,0.0,2.92,11.58,2.4,0.0
hsa-miR-1843,0.0,1.47,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0
hsa-miR-185-3p,0.0,0.0,1.81,1.31,0.0,0.0,3.05,6.92,8.76,0.0,0.0,0.0
hsa-miR-185-5p,54.66,36.77,27.99,22.3,14.64,30.95,27.42,49.6,62.76,53.56,19.16,14.48
hsa-miR-186-5p,26.55,14.71,40.62,14.43,4.5,11.9,31.99,26.53,36.49,50.67,22.36,18.43
hsa-miR-188-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0
hsa-miR-18a-3p,0.0,2.94,0.0,1.31,0.0,0.0,1.52,2.31,0.0,2.9,0.0,0.0
hsa-miR-18a-5p,0.0,1.47,2.71,0.0,2.25,0.0,0.0,3.46,1.46,1.45,0.0,0.0
hsa-miR-18b-5p,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0
hsa-miR-1908-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.46,0.0,0.0,0.0
hsa-miR-1908-5p,1.56,7.35,11.74,3.94,4.5,4.76,6.09,6.92,2.92,4.34,0.0,1.32
hsa-miR-191-3p,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,78.08,44.12,120.07,53.79,18.02,57.14,80.74,91.13,128.43,254.79,50.3,71.07
hsa-miR-192-5p,14.06,5.88,15.35,7.87,5.63,7.14,10.66,21.92,14.59,60.8,13.57,5.26
hsa-miR-193a-3p,1.56,1.47,0.9,10.5,0.0,1.19,3.05,3.46,8.76,1.45,0.0,0.0
hsa-miR-193a-5p,687.14,551.54,1493.19,793.76,229.72,207.12,1494.42,1118.92,3317.34,69.49,16.77,15.79
hsa-miR-193b-3p,20.3,14.71,38.82,34.11,15.77,11.9,41.13,25.38,51.08,10.13,1.6,0.0
hsa-miR-193b-5p,14.06,4.41,14.44,18.37,1.13,1.19,15.23,15.0,36.49,0.0,1.6,0.0
hsa-miR-194-5p,1.56,4.41,1.81,0.0,1.13,2.38,4.57,12.69,2.92,7.24,3.99,2.63
hsa-miR-195-5p,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0
hsa-miR-196a-5p,0.0,0.0,0.9,3.94,0.0,0.0,0.0,1.15,0.0,41.98,13.57,9.21
hsa-miR-196b-3p,0.0,0.0,0.0,1.31,0.0,1.19,0.0,1.15,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,10.93,1.47,5.42,2.62,1.13,1.19,7.62,9.23,13.14,8.69,0.8,3.95
hsa-miR-197-3p,4.69,0.0,4.51,6.56,2.25,2.38,1.52,2.31,7.3,11.58,1.6,1.32
hsa-miR-197-5p,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,404.48,344.16,863.05,314.88,248.87,497.57,161.48,761.32,977.84,348.89,139.73,56.59
hsa-miR-199a-5p,137.43,50.01,109.24,30.18,20.27,33.33,74.64,124.58,147.41,221.5,84.64,75.02
hsa-miR-199b-3p,210.83,67.66,170.62,65.6,68.69,32.14,376.27,13.84,17.51,376.4,9.58,96.08
hsa-miR-199b-5p,87.45,35.3,87.57,22.3,21.4,17.86,57.89,83.05,116.76,13.03,3.19,14.48
hsa-miR-19a-3p,1.56,0.0,0.0,5.25,2.25,1.19,0.0,0.0,0.0,0.0,4.79,1.32
hsa-miR-19b-3p,10.93,5.88,1.81,1.31,2.25,2.38,1.52,8.07,8.76,28.95,6.39,23.69
hsa-miR-200a-3p,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,1.46,2.9,0.8,0.0
hsa-miR-200b-3p,0.0,1.47,0.0,0.0,0.0,0.0,1.52,0.0,0.0,2.9,1.6,0.0
hsa-miR-200b-5p,0.0,0.0,0.0,0.0,2.25,0.0,1.52,0.0,1.46,0.0,0.0,0.0
hsa-miR-203a-3p,35.92,55.89,2.71,158.75,592.33,49.99,41.13,93.44,96.32,4.34,38.33,0.0
hsa-miR-204-3p,9.37,2.94,8.12,3.94,7.88,4.76,22.85,13.84,14.59,31.85,5.59,1.32
hsa-miR-204-5p,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0
hsa-miR-205-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.8,0.0
hsa-miR-205-5p,0.0,0.0,7.22,6.56,2.25,0.0,0.0,6.92,10.22,8.69,0.8,0.0
hsa-miR-206,0.0,13.24,2.71,2.62,3.38,2.38,0.0,13.84,4.38,11.58,0.0,0.0
hsa-miR-208b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.46,1.45,0.0,0.0
hsa-miR-20a-5p,28.11,17.65,9.93,3.94,10.13,7.14,10.66,23.07,23.35,92.65,24.75,60.54
hsa-miR-20b-5p,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-21-3p,3.12,0.0,7.22,5.25,1.13,3.57,4.57,6.92,1.46,27.51,7.98,2.63
hsa-miR-21-5p,1402.39,1250.16,1498.6,795.07,578.82,902.29,1250.68,1687.6,1392.32,5706.8,1642.44,2321.7
hsa-miR-210-3p,9.37,5.88,4.51,2.62,2.25,2.38,3.05,5.77,11.68,2.9,0.8,2.63
hsa-miR-2110,1.56,0.0,5.42,0.0,2.25,0.0,1.52,2.31,2.92,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63
hsa-miR-212-3p,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-214-3p,9.37,8.82,11.74,7.87,6.76,17.86,24.37,19.61,17.51,44.88,4.79,5.26
hsa-miR-214-5p,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,5.79,0.8,0.0
hsa-miR-215-5p,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,4.38,7.24,0.0,0.0
hsa-miR-218-1-3p,0.0,1.47,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-5p,17.18,0.0,9.93,2.62,1.13,4.76,7.62,9.23,5.84,17.37,3.19,1.32
hsa-miR-22-3p,140.55,95.6,186.87,144.32,125.0,123.8,97.5,183.41,148.86,317.04,51.9,44.75
hsa-miR-22-5p,7.81,11.77,27.08,10.5,5.63,8.33,10.66,18.46,11.68,23.16,2.4,1.32
hsa-miR-221-3p,1908.38,2307.65,4076.02,1822.37,818.68,1477.23,3275.23,3075.29,3022.53,2572.55,639.57,627.81
hsa-miR-221-5p,12.49,1.47,13.54,2.62,6.76,3.57,12.19,6.92,21.89,20.27,17.57,9.21
hsa-miR-222-3p,173.35,163.26,351.18,87.9,67.57,151.17,217.84,238.78,258.32,361.92,146.92,161.89
hsa-miR-222-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-223-3p,0.0,11.77,0.9,0.0,0.0,1.19,0.0,4.61,1.46,4.34,0.0,1.32
hsa-miR-223-5p,0.0,0.0,0.9,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0
hsa-miR-224-3p,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-224-5p,26.55,19.12,51.46,11.81,18.02,22.62,24.37,44.99,40.86,102.79,41.52,30.27
hsa-miR-2277-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.8,0.0
hsa-miR-2355-3p,0.0,1.47,0.0,0.0,0.0,0.0,0.0,2.31,0.0,2.9,0.0,0.0
hsa-miR-2355-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,3.19,0.0
hsa-miR-23a-3p,348.26,270.62,413.47,219.1,203.82,320.2,246.78,396.81,385.3,547.23,99.81,90.81
hsa-miR-23a-5p,0.0,4.41,0.9,3.94,0.0,3.57,3.05,3.46,1.46,14.48,0.8,3.95
hsa-miR-23b-3p,18.74,13.24,33.4,20.99,1.13,9.52,41.13,20.76,29.19,55.01,15.97,1.32
hsa-miR-23b-5p,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-2-5p,4.69,4.41,0.9,1.31,0.0,2.38,1.52,1.15,0.0,4.34,3.99,3.95
hsa-miR-24-3p,154.61,150.02,176.04,207.3,83.33,188.08,153.86,137.27,221.84,231.63,27.15,28.96
hsa-miR-25-3p,196.77,151.49,270.83,114.14,111.48,188.08,237.64,201.87,270.0,386.53,70.26,51.33
hsa-miR-25-5p,1.56,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2682-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0
hsa-miR-2682-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,1.32
hsa-miR-26a-2-3p,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-5p,123.37,69.13,131.8,38.05,38.29,47.61,79.21,148.8,189.73,209.92,58.29,64.49
hsa-miR-26b-3p,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
