miRNA,ERR12138325,ERR12138326,ERR12138327,ERR12138328,ERR12138329,ERR12138330,ERR12138331,ERR12138332,ERR12138333,ERR12138334,ERR12138336,ERR12138338,ERR12138339
hsa-miR-211-5p,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,0.0,8.81,0.0,22.25,0.0,16.57,8.55,0.0,2.58,5.36,0.0,5.49,3.99
hsa-miR-2113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,3.99
hsa-miR-212-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0
hsa-miR-214-3p,22.01,22.03,126.84,3.18,3.47,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.0
hsa-miR-214-5p,9.78,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-217-5p,0.0,4.41,10.57,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-1-3p,0.0,4.41,10.57,0.0,0.0,0.0,5.7,0.0,0.0,2.68,2.9,0.0,0.0
hsa-miR-218-5p,0.0,0.0,7.93,6.36,6.93,5.52,5.7,5.48,18.06,64.37,11.6,0.0,0.0
hsa-miR-219a-1-3p,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-2-3p,0.0,0.0,0.0,15.89,20.79,13.81,0.0,0.0,0.0,0.0,5.8,5.49,3.99
hsa-miR-219a-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,330.19,163.0,258.96,38.14,69.31,41.42,94.09,34.73,67.08,230.66,43.49,49.39,63.79
hsa-miR-22-5p,70.93,44.05,71.34,12.71,10.4,8.28,5.7,7.31,33.54,69.73,11.6,8.23,0.0
hsa-miR-221-3p,1257.17,1141.02,1152.09,950.25,492.1,474.99,387.77,25.59,36.12,45.6,539.25,628.36,546.23
hsa-miR-221-5p,22.01,17.62,15.85,6.36,10.4,19.33,8.55,0.0,0.0,0.0,14.5,8.23,23.92
hsa-miR-222-3p,3419.31,3277.68,2832.66,2936.56,2841.7,2783.64,2717.26,49.36,51.6,101.92,1597.47,1846.67,2021.44
hsa-miR-222-5p,4.89,4.41,10.57,3.18,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-3p,4.89,0.0,5.28,12.71,20.79,33.14,22.81,25.59,33.54,40.23,0.0,0.0,0.0
hsa-miR-224-3p,0.0,0.0,0.0,3.18,6.93,2.76,2.85,0.0,0.0,8.05,0.0,0.0,0.0
hsa-miR-224-5p,2.45,13.22,5.28,508.5,447.05,538.5,379.22,36.56,54.18,69.73,40.59,65.85,27.91
hsa-miR-2277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0
hsa-miR-2355-3p,2.45,4.41,7.93,9.53,3.47,19.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2355-5p,2.45,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,2617.06,1845.9,2716.39,978.85,852.51,894.74,912.41,202.92,454.1,807.3,449.38,425.31,462.5
hsa-miR-23a-5p,2.45,8.81,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23b-3p,141.86,110.14,153.26,57.21,65.84,66.28,39.92,42.05,100.63,166.29,34.79,32.93,19.94
hsa-miR-23b-5p,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0
hsa-miR-24-2-5p,9.78,4.41,23.78,0.0,0.0,0.0,2.85,0.0,5.16,13.41,11.6,0.0,0.0
hsa-miR-24-3p,1002.8,52.87,1175.87,263.78,339.62,317.58,74.13,85.92,183.19,375.49,40.59,109.76,55.82
hsa-miR-25-3p,46.47,39.65,63.42,222.47,124.76,129.79,145.41,241.31,263.17,673.2,339.21,417.08,514.33
hsa-miR-25-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16,0.0,5.8,0.0,0.0
hsa-miR-2682-3p,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-2-3p,2.45,4.41,7.93,3.18,27.72,2.76,14.26,10.97,5.16,13.41,11.6,10.98,7.97
hsa-miR-26a-5p,745.99,541.87,697.6,1976.77,2152.07,1433.24,1995.89,338.2,652.77,1590.47,2905.01,1964.66,2268.64
hsa-miR-26b-3p,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,5.16,0.0,0.0,0.0,0.0
hsa-miR-26b-5p,114.96,52.87,103.05,270.14,266.84,209.88,253.76,60.33,105.79,268.21,107.27,71.34,103.66
hsa-miR-27a-3p,149.2,88.11,174.4,60.38,38.12,16.57,79.84,1.83,12.9,26.82,11.6,19.21,15.95
hsa-miR-27a-5p,2.45,4.41,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,2.9,0.0,3.99
hsa-miR-27b-3p,494.06,303.98,488.85,158.9,162.88,127.03,199.59,122.48,180.61,439.86,60.88,35.67,47.84
hsa-miR-27b-5p,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-28-3p,24.46,22.03,36.99,95.34,58.91,85.61,42.77,29.25,36.12,93.87,37.69,35.67,15.95
hsa-miR-28-5p,26.9,22.03,23.78,34.96,45.05,16.57,39.92,5.48,7.74,34.87,2.9,8.23,7.97
hsa-miR-296-3p,0.0,0.0,0.0,0.0,6.93,2.76,5.7,0.0,2.58,16.09,0.0,0.0,0.0
hsa-miR-296-5p,0.0,0.0,2.64,0.0,3.47,0.0,5.7,0.0,0.0,26.82,2.9,0.0,0.0
hsa-miR-299-3p,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99
hsa-miR-299-5p,4.89,0.0,7.93,0.0,0.0,0.0,0.0,3.66,5.16,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,244.59,123.35,243.1,6.36,17.33,5.52,28.51,0.0,2.58,5.36,14.5,10.98,15.95
hsa-miR-29b-1-5p,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-2-5p,0.0,0.0,2.64,0.0,0.0,2.76,2.85,0.0,2.58,0.0,0.0,0.0,0.0
hsa-miR-29b-3p,9.78,0.0,7.93,0.0,6.93,8.28,2.85,3.66,0.0,2.68,5.8,0.0,0.0
hsa-miR-29c-3p,0.0,0.0,7.93,3.18,0.0,5.52,11.41,0.0,0.0,2.68,0.0,0.0,0.0
hsa-miR-29c-5p,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301a-3p,0.0,0.0,2.64,12.71,13.86,2.76,11.41,0.0,0.0,2.68,2.9,2.74,3.99
hsa-miR-301a-5p,0.0,4.41,0.0,3.18,0.0,0.0,5.7,0.0,5.16,0.0,0.0,0.0,0.0
hsa-miR-301b-3p,0.0,0.0,0.0,25.42,10.4,8.28,5.7,0.0,2.58,5.36,0.0,8.23,0.0
hsa-miR-301b-5p,0.0,0.0,0.0,3.18,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302a-3p,9.78,13.22,2.64,470.36,533.68,472.22,738.48,208.41,309.62,2470.19,1985.96,1665.57,1873.92
hsa-miR-302a-5p,46.47,35.24,21.14,9159.27,13175.77,9336.79,12825.01,3568.5,8189.34,17792.87,28771.81,18392.65,19285.44
hsa-miR-302b-3p,31.8,57.27,18.5,6035.2,6816.61,5020.49,6007.62,2051.16,4288.18,13010.73,22236.98,15964.26,19249.55
hsa-miR-302b-5p,0.0,0.0,0.0,0.0,3.47,5.52,0.0,0.0,0.0,26.82,8.7,8.23,7.97
hsa-miR-302c-3p,2.45,0.0,0.0,174.8,173.27,138.08,185.33,69.47,79.98,434.5,336.31,304.58,322.95
hsa-miR-302c-5p,0.0,0.0,0.0,127.12,169.81,99.42,114.05,62.16,113.53,230.66,379.8,345.74,358.84
hsa-miR-302d-3p,4.89,13.22,18.5,1210.85,1313.42,731.81,1077.78,681.89,879.83,4674.85,4624.25,3794.87,2830.82
hsa-miR-302d-5p,0.0,0.0,0.0,9.53,17.33,11.05,8.55,3.66,5.16,32.18,26.09,5.49,27.91
hsa-miR-302e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,2.9,0.0,3.99
hsa-miR-3065-5p,0.0,0.0,0.0,0.0,0.0,8.28,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,9.78,0.0,10.57,3.18,6.93,13.81,0.0,0.0,12.9,10.73,2.9,0.0,0.0
hsa-miR-30a-5p,298.39,180.62,319.73,209.75,221.79,138.08,202.44,38.39,141.91,533.73,113.07,60.37,115.62
hsa-miR-30b-5p,9.78,0.0,5.28,25.42,13.86,5.52,34.22,9.14,23.22,134.1,20.29,24.7,39.87
hsa-miR-30c-2-3p,4.89,0.0,2.64,0.0,0.0,0.0,0.0,3.66,2.58,13.41,0.0,0.0,0.0
hsa-miR-30c-5p,132.08,127.76,166.47,1229.92,1095.09,1043.86,1277.37,378.42,761.14,1394.68,608.84,650.31,769.5
hsa-miR-30d-3p,0.0,0.0,0.0,3.18,0.0,0.0,2.85,0.0,0.0,2.68,0.0,0.0,0.0
hsa-miR-30d-5p,317.96,365.65,343.51,1646.25,1303.02,1170.9,1109.14,436.92,701.8,1220.34,507.36,403.36,458.51
hsa-miR-30e-3p,7.34,8.81,0.0,12.71,38.12,8.28,19.96,3.66,2.58,26.82,17.4,30.18,3.99
hsa-miR-30e-5p,193.22,110.14,203.47,737.32,842.11,441.85,1009.35,131.63,456.68,1204.25,930.65,430.8,753.56
hsa-miR-31-3p,2.45,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-31-5p,352.2,308.38,351.44,101.7,100.5,49.71,85.54,0.0,0.0,0.0,84.08,104.27,63.79
hsa-miR-3117-3p,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-3p,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0
hsa-miR-3129-3p,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3144-3p,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,8.23,0.0
hsa-miR-3144-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0
hsa-miR-3145-5p,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0
hsa-miR-3157-5p,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3160-3p,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3162-5p,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3164,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99
hsa-miR-3173-5p,0.0,0.0,0.0,3.18,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0
hsa-miR-3176,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,5.36,0.0,0.0,0.0
hsa-miR-3177-3p,2.45,4.41,0.0,3.18,0.0,2.76,14.26,0.0,2.58,2.68,0.0,5.49,0.0
hsa-miR-3178,2.45,4.41,2.64,38.14,3.47,11.05,11.41,1.83,0.0,0.0,17.4,5.49,3.99
hsa-miR-3179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-3180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0
hsa-miR-3180-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,11.96
hsa-miR-3187-3p,0.0,0.0,0.0,3.18,0.0,0.0,8.55,0.0,2.58,2.68,0.0,0.0,0.0
hsa-miR-3192-5p,0.0,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3195,0.0,0.0,2.64,0.0,0.0,0.0,0.0,5.48,0.0,5.36,0.0,0.0,3.99
hsa-miR-3196,0.0,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-32-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-32-5p,2.45,0.0,0.0,3.18,3.47,0.0,8.55,0.0,0.0,0.0,2.9,2.74,0.0
hsa-miR-3200-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0
hsa-miR-320a-3p,190.78,211.46,184.97,308.28,194.07,403.19,185.33,113.34,131.59,56.32,49.29,71.34,47.84
hsa-miR-320a-5p,2.45,0.0,2.64,0.0,0.0,0.0,2.85,1.83,2.58,2.68,2.9,2.74,15.95
hsa-miR-320b,4.89,13.22,2.64,25.42,62.38,71.8,19.96,62.16,23.22,158.24,2.9,16.46,7.97
hsa-miR-320c,4.89,0.0,5.28,44.49,62.38,22.09,57.03,60.33,30.96,24.14,14.5,13.72,0.0
hsa-miR-320d,2.45,4.41,0.0,50.85,20.79,30.38,62.73,10.97,38.7,69.73,0.0,5.49,3.99
hsa-miR-320e,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-323a-3p,24.46,30.84,34.35,0.0,0.0,0.0,0.0,7.31,0.0,0.0,17.4,21.95,3.99
hsa-miR-323a-5p,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-323b-3p,7.34,0.0,10.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.96
hsa-miR-324-3p,2.45,0.0,10.57,3.18,0.0,2.76,2.85,3.66,7.74,2.68,0.0,0.0,0.0
hsa-miR-324-5p,2.45,4.41,2.64,9.53,3.47,0.0,8.55,1.83,10.32,0.0,0.0,0.0,0.0
hsa-miR-326,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-328-3p,0.0,0.0,5.28,6.36,0.0,0.0,0.0,3.66,5.16,8.05,5.8,2.74,0.0
hsa-miR-329-3p,7.34,22.03,13.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,3.99
hsa-miR-330-3p,2.45,0.0,0.0,15.89,6.93,16.57,11.41,9.14,5.16,16.09,5.8,0.0,11.96
hsa-miR-330-5p,0.0,0.0,0.0,3.18,10.4,0.0,17.11,0.0,5.16,0.0,0.0,5.49,0.0
hsa-miR-331-3p,12.23,13.22,39.64,123.95,103.96,63.52,111.2,16.45,51.6,48.28,28.99,30.18,27.91
hsa-miR-331-5p,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0
hsa-miR-335-3p,0.0,4.41,0.0,73.1,45.05,49.71,57.03,9.14,18.06,45.6,63.78,30.18,51.83
hsa-miR-335-5p,100.28,35.24,55.49,257.43,301.5,179.5,330.75,49.36,141.91,295.03,168.15,101.53,139.55
hsa-miR-337-3p,17.12,8.81,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,5.49,0.0
hsa-miR-337-5p,2.45,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-339-3p,0.0,13.22,0.0,19.07,3.47,2.76,14.26,0.0,2.58,18.77,0.0,5.49,3.99
hsa-miR-339-5p,4.89,4.41,29.07,73.1,41.59,57.99,71.28,9.14,43.86,26.82,23.19,21.95,27.91
hsa-miR-33a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0
hsa-miR-33a-5p,0.0,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-340-3p,2.45,0.0,0.0,44.49,27.72,30.38,39.92,0.0,0.0,0.0,8.7,0.0,3.99
hsa-miR-340-5p,24.46,0.0,10.57,314.63,471.31,165.69,441.95,3.66,20.64,48.28,57.98,27.44,39.87
hsa-miR-342-3p,4.89,0.0,15.85,38.14,10.4,35.9,22.81,34.73,49.02,40.23,2.9,8.23,3.99
hsa-miR-345-5p,0.0,0.0,0.0,50.85,51.98,33.14,54.17,1.83,0.0,2.68,0.0,10.98,0.0
hsa-miR-34a-3p,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-34a-5p,26.9,39.65,39.64,57.21,55.45,38.66,37.07,32.91,28.38,185.06,55.09,57.62,23.92
hsa-miR-34b-3p,0.0,0.0,0.0,0.0,0.0,0.0,8.55,12.8,33.54,8.05,0.0,0.0,0.0
hsa-miR-34b-5p,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0
hsa-miR-34c-3p,0.0,0.0,0.0,0.0,0.0,2.76,0.0,5.48,2.58,59.01,2.9,2.74,3.99
hsa-miR-34c-5p,0.0,0.0,2.64,15.89,10.4,22.09,11.41,102.38,118.69,370.13,23.19,5.49,7.97
hsa-miR-3529-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0
hsa-miR-3605-3p,0.0,0.0,0.0,3.18,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3609,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-361-3p,12.23,0.0,5.28,6.36,3.47,2.76,2.85,3.66,5.16,5.36,17.4,8.23,3.99
hsa-miR-361-5p,34.24,26.43,44.92,28.6,34.65,33.14,51.32,25.59,38.7,134.1,139.16,137.2,95.69
hsa-miR-3613-3p,0.0,0.0,2.64,0.0,0.0,0.0,0.0,10.97,0.0,0.0,0.0,0.0,0.0
hsa-miR-3613-5p,2.45,8.81,5.28,12.71,0.0,0.0,2.85,3.66,5.16,18.77,0.0,2.74,0.0
hsa-miR-3615,0.0,0.0,0.0,0.0,6.93,0.0,0.0,10.97,0.0,0.0,2.9,5.49,3.99
hsa-miR-3619-3p,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-362-3p,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99
hsa-miR-362-5p,2.45,4.41,15.85,12.71,17.33,8.28,2.85,7.31,18.06,50.96,37.69,5.49,31.9
hsa-miR-363-3p,2.45,0.0,0.0,44.49,65.84,22.09,68.43,14.63,72.24,152.88,124.67,74.09,147.52
hsa-miR-3648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,10.73,2.9,0.0,3.99
hsa-miR-3659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.73,0.0,0.0,0.0
hsa-miR-365a-3p,2.45,13.22,2.64,0.0,6.93,0.0,2.85,27.42,28.38,115.33,5.8,13.72,7.97
hsa-miR-365a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48,0.0,0.0,0.0,2.74,0.0
hsa-miR-365b-3p,9.78,4.41,7.93,0.0,3.47,11.05,0.0,3.66,10.32,24.14,52.19,32.93,0.0
hsa-miR-365b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0
hsa-miR-3660,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3661,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3664-3p,2.45,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3665,0.0,0.0,2.64,0.0,0.0,2.76,2.85,1.83,2.58,0.0,0.0,5.49,0.0
hsa-miR-367-3p,0.0,0.0,0.0,3.18,3.47,2.76,19.96,0.0,5.16,13.41,11.6,8.23,19.94
hsa-miR-367-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0
hsa-miR-3688-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0
hsa-miR-369-3p,31.8,26.43,34.35,0.0,10.4,0.0,2.85,0.0,0.0,0.0,2.9,2.74,0.0
hsa-miR-369-5p,2.45,0.0,10.57,0.0,3.47,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3691-5p,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-370-3p,46.47,8.81,60.78,0.0,0.0,2.76,0.0,5.48,0.0,8.05,11.6,13.72,19.94
hsa-miR-371a-3p,0.0,0.0,0.0,31.78,69.31,27.62,14.26,60.33,51.6,182.38,17.4,82.32,31.9
hsa-miR-371a-5p,0.0,0.0,2.64,3483.19,3323.4,4111.94,3105.03,2032.88,2817.5,5248.82,2986.19,2398.21,2428.12
hsa-miR-372-3p,7.34,30.84,15.85,6874.22,10250.9,5238.65,10378.62,2180.96,5046.74,10958.95,9022.36,5540.02,5581.89
hsa-miR-372-5p,0.0,0.0,0.0,19.07,6.93,11.05,34.22,0.0,18.06,88.51,55.09,21.95,87.72
hsa-miR-373-3p,0.0,0.0,0.0,238.36,256.45,220.92,307.94,56.67,221.89,737.57,347.91,422.57,414.65
hsa-miR-373-5p,0.0,0.0,0.0,25.42,41.59,27.62,19.96,10.97,36.12,40.23,20.29,30.18,23.92
hsa-miR-374a-3p,0.0,0.0,7.93,9.53,3.47,5.52,17.11,0.0,7.74,10.73,14.5,13.72,11.96
hsa-miR-374a-5p,2.45,4.41,0.0,3.18,3.47,5.52,14.26,3.66,2.58,53.64,17.4,5.49,15.95
hsa-miR-374b-3p,0.0,0.0,0.0,15.89,3.47,2.76,0.0,0.0,0.0,21.46,0.0,2.74,0.0
hsa-miR-374b-5p,36.69,0.0,0.0,31.78,65.84,27.62,31.36,53.02,20.64,107.28,72.48,142.69,219.29
hsa-miR-375-3p,7.34,0.0,0.0,50.85,27.72,52.47,62.73,2806.17,3168.4,3703.94,168.15,52.13,43.86
hsa-miR-376a-2-5p,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376a-3p,46.47,35.24,44.92,0.0,3.47,0.0,0.0,0.0,0.0,0.0,84.08,46.65,35.88
hsa-miR-376a-5p,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0
hsa-miR-376b-3p,12.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376b-5p,0.0,0.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376c-3p,70.93,17.62,95.13,3.18,0.0,0.0,0.0,0.0,2.58,0.0,17.4,24.7,0.0
hsa-miR-377-3p,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-377-5p,7.34,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378a-3p,24.46,22.03,34.35,197.04,187.14,209.88,202.44,0.0,5.16,5.36,333.41,296.35,378.77
hsa-miR-378a-5p,4.89,0.0,5.28,6.36,6.93,0.0,11.41,0.0,5.16,0.0,14.5,10.98,11.96
hsa-miR-378c,0.0,0.0,0.0,6.36,0.0,2.76,0.0,0.0,0.0,0.0,2.9,8.23,0.0
hsa-miR-378d,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,2.9,8.23,0.0
hsa-miR-378i,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-379-3p,0.0,4.41,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-379-5p,68.48,66.08,39.64,0.0,0.0,2.76,0.0,1.83,0.0,0.0,17.4,10.98,31.9
hsa-miR-380-3p,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-381-3p,17.12,8.81,13.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.89,5.49,0.0
hsa-miR-382-3p,68.48,39.65,26.42,0.0,0.0,0.0,0.0,0.0,2.58,0.0,5.8,16.46,3.99
hsa-miR-382-5p,34.24,48.46,26.42,3.18,0.0,0.0,0.0,0.0,0.0,0.0,14.5,2.74,3.99
hsa-miR-3909,0.0,0.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-3912-3p,0.0,0.0,0.0,0.0,0.0,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3928-3p,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3929,0.0,0.0,0.0,3.18,0.0,0.0,2.85,0.0,0.0,0.0,0.0,2.74,0.0
hsa-miR-3938,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99
hsa-miR-3940-3p,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,2.74,0.0
hsa-miR-3940-5p,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3944-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0
hsa-miR-3960,4.89,8.81,0.0,0.0,6.93,2.76,5.7,12.8,10.32,18.77,2.9,8.23,19.94
hsa-miR-409-3p,156.53,233.49,187.61,6.36,0.0,5.52,2.85,1.83,7.74,0.0,34.79,46.65,27.91
hsa-miR-409-5p,29.35,17.62,26.42,3.18,0.0,0.0,0.0,0.0,0.0,2.68,5.8,0.0,0.0
