miRNA,ERR3412357,ERR3412358,ERR3412359,ERR3412360,ERR3412361,ERR3412362,ERR3412363,ERR3412364,ERR3412365,ERR3412366,ERR3412367,ERR3412368,ERR3412369,ERR3412370,ERR3412371,ERR3412372,ERR3412373,ERR3412374,ERR3412375,ERR3412376,ERR3412377,ERR3412378
hsa-miR-190a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,3.3,1.39,2.11,3.2,0.0,0.0,0.0
hsa-miR-190a-5p,9.15,0.0,0.0,0.0,0.0,0.0,14.7,0.0,52.99,0.0,0.0,40.99,0.0,0.0,8.97,0.0,2.78,8.42,0.0,1.41,1.59,1.16
hsa-miR-190b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0,0.7,3.2,0.0,0.0,0.0
hsa-miR-191-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,1366.02,662.89,2396.17,1220.24,535.99,2151.75,2455.58,1054.23,1183.54,606.22,2726.92,2418.63,1415.37,2970.43,1717.36,4559.2,1990.05,1388.08,2704.26,622.49,852.95,1421.8
hsa-miR-192-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0
hsa-miR-192-5p,1505.59,638.09,1717.18,361.09,599.59,2242.58,1757.13,438.02,582.94,606.22,717.61,368.94,432.47,1087.61,1605.26,1914.63,3214.7,6786.0,2122.49,1136.53,630.17,1606.5
hsa-miR-193a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0
hsa-miR-193a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.66,0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0,2.11,0.0,0.0,0.0,0.0
hsa-miR-193b-3p,0.0,2.25,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.66,5.47,0.0,4.94,4.17,33.68,19.18,1.41,1.59,3.48
hsa-miR-193b-5p,0.0,0.0,0.0,12.45,9.08,0.0,7.35,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.7,9.59,0.0,0.0,0.0
hsa-miR-194-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-5p,84.66,15.78,61.33,0.0,27.25,83.83,44.11,44.54,0.0,0.0,15.95,40.99,0.0,21.86,17.94,54.37,111.33,129.12,47.95,57.74,28.64,56.92
hsa-miR-195-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.7,0.0,0.0,0.0,0.0
hsa-miR-195-5p,2.29,0.0,0.0,12.45,0.0,6.99,7.35,0.0,0.0,17.83,0.0,0.0,39.32,8.2,0.0,8.24,1.39,9.12,0.0,1.41,0.0,2.32
hsa-miR-196a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-5p,59.49,56.37,8.76,74.71,90.85,174.66,132.34,37.12,52.99,0.0,63.79,0.0,19.66,32.79,58.29,57.67,48.71,159.3,63.93,49.29,17.5,66.21
hsa-miR-196b-5p,4.58,15.78,21.9,12.45,27.25,41.92,29.41,14.85,0.0,17.83,47.84,0.0,19.66,32.79,22.42,49.43,16.7,89.83,47.95,19.72,6.37,15.1
hsa-miR-197-3p,11.44,2.25,13.14,0.0,0.0,20.96,7.35,0.0,17.66,17.83,0.0,40.99,98.29,19.13,13.45,14.83,2.78,2.81,9.59,1.41,1.59,0.0
hsa-miR-197-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,2.29,0.0,0.0,0.0,9.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.87,0.0,1.39,14.74,70.32,0.0,0.0,0.0
hsa-miR-199b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.66,0.0,0.0,1.65,0.0,0.7,6.39,0.0,0.0,0.0
hsa-miR-199b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,25.57,0.0,0.0,0.0
hsa-miR-19a-3p,18.31,0.0,8.76,24.9,45.42,27.94,22.06,7.42,52.99,17.83,0.0,0.0,78.63,5.47,8.97,9.89,5.57,58.95,51.14,1.41,3.18,1.16
hsa-miR-19b-3p,61.78,6.76,52.57,99.61,154.44,188.63,198.5,59.39,141.32,53.49,127.58,40.99,157.26,27.33,44.84,41.19,23.66,320.0,194.99,11.27,15.91,10.45
hsa-miR-200a-3p,93.81,11.27,48.19,87.16,63.59,90.82,44.11,118.79,35.33,17.83,31.89,0.0,0.0,43.72,26.9,140.05,62.62,284.21,156.63,32.39,20.69,39.49
hsa-miR-200a-5p,2.29,0.0,4.38,0.0,9.08,13.97,7.35,7.42,0.0,0.0,0.0,0.0,0.0,2.73,0.0,3.3,4.17,17.54,12.79,1.41,0.0,1.16
hsa-miR-200b-3p,176.19,81.17,240.93,112.06,254.37,307.39,227.91,155.91,176.65,71.32,159.47,81.99,235.9,470.02,116.58,583.29,300.59,1059.65,553.0,160.55,33.42,203.28
hsa-miR-200b-5p,2.29,2.25,8.76,0.0,0.0,0.0,0.0,0.0,0.0,17.83,0.0,40.99,0.0,5.47,0.0,11.53,4.17,11.23,12.79,5.63,0.0,5.81
hsa-miR-200c-3p,125.85,15.78,61.33,49.81,9.08,76.85,22.06,14.85,0.0,0.0,63.79,40.99,58.97,73.78,31.39,116.99,40.36,243.51,163.02,26.76,22.28,18.59
hsa-miR-203a-3p,41.19,13.53,74.47,87.16,145.35,258.49,44.11,29.7,17.66,53.49,207.31,0.0,137.61,128.44,103.13,179.6,154.47,2727.73,179.01,47.88,42.97,16.26
hsa-miR-203a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0
hsa-miR-203b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,1.4,0.0,0.0,0.0,0.0
hsa-miR-204-3p,0.0,0.0,0.0,0.0,9.08,0.0,0.0,0.0,0.0,0.0,0.0,40.99,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.16
hsa-miR-204-5p,1192.12,308.9,438.06,622.57,354.3,873.28,1345.42,311.81,724.25,534.9,510.3,819.87,707.69,1153.19,1165.83,1936.05,1887.07,828.78,933.38,590.1,647.67,564.54
hsa-miR-205-3p,2.29,0.0,0.0,0.0,0.0,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
hsa-miR-205-5p,34.32,0.0,39.43,24.9,54.51,153.7,29.41,22.27,17.66,17.83,63.79,0.0,196.58,49.19,80.71,39.54,19.48,3896.86,2787.37,15.49,14.32,10.45
hsa-miR-20a-5p,2.29,0.0,8.76,0.0,9.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.93,8.97,14.83,6.96,16.14,3.2,5.63,6.37,3.48
hsa-miR-20b-5p,2.29,0.0,4.38,0.0,0.0,0.0,0.0,7.42,0.0,17.83,0.0,0.0,0.0,5.47,0.0,3.3,1.39,0.7,3.2,1.41,0.0,0.0
hsa-miR-21-3p,9.15,2.25,8.76,37.35,0.0,13.97,0.0,7.42,0.0,0.0,31.89,0.0,98.29,21.86,13.45,8.24,2.78,175.44,466.69,1.41,1.59,1.16
hsa-miR-21-5p,1759.58,263.8,1888.02,946.31,1290.02,1746.55,757.26,831.5,476.95,499.24,908.97,163.97,511.11,1664.21,1564.9,1428.56,722.26,10108.82,16260.71,371.8,186.19,313.63
hsa-miR-210-3p,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,4.48,1.65,1.39,58.25,25.57,0.0,0.0,0.0
hsa-miR-2110,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0,2.11,15.98,0.0,0.0,0.0
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2116-5p,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.16
hsa-miR-216b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
hsa-miR-218-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47,0.0,0.0,4.17,2.81,6.39,0.0,1.59,2.32
hsa-miR-218-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.99,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0
hsa-miR-219a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,828.31,329.19,1717.18,1220.24,1607.98,2221.62,1242.49,631.05,883.24,142.64,845.19,614.91,1867.51,2262.67,1058.22,2212.87,1942.73,8778.99,8918.3,952.04,335.77,926.96
hsa-miR-22-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,3.2,0.0,0.0,0.0
hsa-miR-221-3p,116.69,51.86,48.19,74.71,263.45,146.71,51.46,59.39,211.98,53.49,127.58,81.99,78.63,60.12,215.23,42.84,79.32,1395.8,546.61,39.43,82.75,19.75
hsa-miR-221-5p,0.0,0.0,0.0,12.45,9.08,0.0,7.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.78,21.05,15.98,4.23,0.0,1.16
hsa-miR-222-3p,36.61,51.86,43.81,149.42,118.1,104.79,132.34,81.67,176.65,35.66,95.68,204.97,216.24,210.42,94.16,210.91,217.1,373.34,284.49,109.85,22.28,48.79
hsa-miR-223-3p,750.51,0.0,21.9,0.0,18.17,48.9,7.35,0.0,0.0,0.0,15.95,0.0,609.4,8.2,278.01,0.0,4.17,734.74,2017.01,0.0,28.64,2.32
hsa-miR-223-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.95,0.0,19.66,0.0,71.74,0.0,0.0,7.02,121.47,0.0,3.18,1.16
hsa-miR-224-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,3.2,0.0,0.0,0.0
hsa-miR-224-5p,6.86,4.51,0.0,12.45,0.0,13.97,7.35,7.42,0.0,0.0,0.0,0.0,19.66,2.73,4.48,1.65,6.96,100.35,47.95,1.41,1.59,3.48
hsa-miR-2277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0
hsa-miR-2355-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2355-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,84.66,45.09,262.83,49.81,72.68,181.64,147.04,37.12,17.66,89.15,79.73,40.99,491.45,122.97,49.32,85.68,75.15,303.16,380.39,36.62,36.6,91.77
hsa-miR-23b-3p,29.75,117.25,192.74,0.0,127.18,118.77,147.04,7.42,35.33,71.32,15.95,0.0,39.32,60.12,26.9,161.48,172.56,173.33,102.29,52.11,28.64,112.68
hsa-miR-23b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0
hsa-miR-23c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0
hsa-miR-24-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,1.65,2.78,1.4,0.0,0.0,0.0,0.0
hsa-miR-24-3p,27.46,2.25,8.76,0.0,0.0,20.96,22.06,7.42,0.0,0.0,0.0,0.0,0.0,2.73,22.42,14.83,8.35,98.95,63.93,2.82,0.0,4.65
hsa-miR-2467-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0
hsa-miR-25-3p,59.49,11.27,61.33,37.35,99.93,83.83,58.82,29.7,88.32,71.32,0.0,0.0,196.58,76.52,264.55,95.57,64.02,284.21,1099.6,28.17,33.42,33.69
hsa-miR-25-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.66,2.73,0.0,0.0,0.0,1.4,0.0,1.41,0.0,0.0
hsa-miR-26a-1-3p,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0
hsa-miR-26a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,3.2,1.41,0.0,0.0
hsa-miR-26a-5p,1901.44,2042.78,3640.25,2340.87,1898.69,3772.56,4131.84,1314.07,2455.4,1337.26,3109.65,3320.49,1317.08,4487.07,1331.74,7833.19,5921.44,4670.9,4328.09,2896.97,887.96,3883.24
hsa-miR-26b-3p,0.0,0.0,4.38,0.0,0.0,6.99,7.35,0.0,0.0,0.0,0.0,0.0,0.0,2.73,4.48,4.94,1.39,3.51,0.0,0.0,0.0,0.0
hsa-miR-26b-5p,455.34,245.77,381.11,99.61,290.71,244.52,235.26,200.45,441.62,338.77,446.51,163.97,255.55,327.92,551.53,851.86,310.34,938.95,821.51,157.73,97.07,236.97
hsa-miR-27a-3p,20.59,6.76,30.66,24.9,72.68,118.77,58.82,37.12,0.0,0.0,15.95,0.0,98.29,51.92,85.2,32.95,27.83,785.27,278.1,5.63,7.96,4.65
hsa-miR-27a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.7,3.2,0.0,0.0,0.0
hsa-miR-27b-3p,1587.97,604.27,1528.82,722.18,917.55,2005.04,1007.23,341.51,547.61,213.96,558.14,655.9,1100.85,1442.86,1201.7,2179.91,2268.38,12416.9,9851.68,923.87,533.09,1087.26
hsa-miR-27b-5p,0.0,2.25,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,4.48,9.89,8.35,12.63,6.39,4.23,0.0,2.32
hsa-miR-28-3p,164.75,105.97,289.12,99.61,181.69,244.52,345.55,148.48,70.66,35.66,255.15,81.99,235.9,562.93,443.91,655.79,418.88,171.23,591.36,249.28,47.74,189.34
hsa-miR-28-5p,16.02,6.76,21.9,0.0,0.0,6.99,0.0,7.42,17.66,17.83,15.95,0.0,0.0,24.59,0.0,16.48,9.74,8.42,3.2,7.04,0.0,8.13
hsa-miR-296-5p,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,41.19,13.53,65.71,12.45,36.34,76.85,44.11,44.54,17.66,35.66,31.89,40.99,0.0,32.79,35.87,105.45,57.06,183.86,76.72,23.94,14.32,40.66
hsa-miR-29a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0
hsa-miR-29b-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
hsa-miR-29b-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16
hsa-miR-29b-3p,9.15,2.25,4.38,12.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.66,2.73,4.48,8.24,2.78,7.02,0.0,2.82,4.77,2.32
hsa-miR-29c-3p,16.02,9.02,21.9,12.45,0.0,6.99,0.0,7.42,17.66,0.0,15.95,0.0,0.0,16.4,4.48,23.07,15.31,45.61,12.79,8.45,6.37,8.13
hsa-miR-29c-5p,9.15,6.76,4.38,0.0,0.0,6.99,7.35,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,6.59,2.78,3.51,3.2,1.41,0.0,2.32
hsa-miR-301a-3p,6.86,2.25,4.38,12.45,9.08,20.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.66,4.48,8.24,9.74,5.61,9.59,4.23,3.18,9.29
hsa-miR-301b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,3.2,0.0,0.0,0.0
hsa-miR-3065-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,1.65,0.0,12.63,0.0,0.0,0.0,0.0
hsa-miR-3065-5p,11.44,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,1.39,4.21,3.2,0.0,0.0,1.16
hsa-miR-30a-3p,640.68,685.44,227.79,236.58,236.2,440.13,419.07,89.09,176.65,267.45,287.04,40.99,58.97,434.5,318.36,942.49,775.15,625.27,738.4,357.72,251.43,594.74
hsa-miR-30a-5p,5818.73,3566.98,6207.26,3187.57,4787.6,6252.66,7521.12,1789.21,4981.45,2567.53,3635.9,1762.73,1769.22,5582.88,3416.78,11963.98,12445.46,21609.93,11405.19,5239.05,4026.06,5672.12
hsa-miR-30b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,1.39,0.7,0.0,0.0,0.0,0.0
hsa-miR-30b-5p,157.88,218.71,192.74,37.35,163.52,90.82,102.93,14.85,229.64,89.15,63.79,40.99,98.29,92.91,13.45,337.78,286.68,162.11,281.29,114.08,98.66,176.56
hsa-miR-30c-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.95,0.0,0.0,0.0,0.0,4.94,5.57,4.91,3.2,0.0,0.0,1.16
hsa-miR-30c-2-3p,20.59,22.55,17.52,24.9,0.0,13.97,14.7,7.42,17.66,17.83,47.84,81.99,0.0,27.33,8.97,34.6,36.18,32.98,15.98,26.76,1.59,29.04
hsa-miR-30c-5p,878.64,604.27,919.92,572.77,545.08,1194.64,1588.04,475.14,547.61,392.26,366.78,655.9,845.29,970.1,170.39,1995.37,1703.37,361.41,1211.48,633.76,391.47,890.95
hsa-miR-30d-3p,2.29,4.51,4.38,0.0,0.0,13.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,4.48,9.89,6.96,11.93,19.18,0.0,1.59,0.0
hsa-miR-30d-5p,974.75,892.87,1209.04,871.6,1162.83,1648.75,1970.34,727.56,1165.87,677.54,685.72,1065.84,1061.53,1524.84,717.43,3076.26,3093.62,2840.72,3273.24,1311.17,682.68,1268.47
hsa-miR-30e-3p,116.69,83.42,78.85,49.81,9.08,83.83,58.82,22.27,70.66,0.0,15.95,0.0,19.66,101.11,22.42,169.71,164.21,90.53,278.1,54.93,66.84,91.77
hsa-miR-30e-5p,283.73,144.3,446.82,174.32,372.47,475.06,249.97,170.75,211.98,106.98,111.63,122.98,314.53,423.57,421.49,672.26,539.96,1899.66,3650.43,260.54,179.82,213.74
hsa-miR-31-3p,0.0,0.0,0.0,0.0,0.0,13.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.4,0.0,0.0,0.0,0.0
hsa-miR-31-5p,27.46,11.27,13.14,37.35,9.08,34.93,29.41,29.7,17.66,17.83,15.95,0.0,0.0,49.19,31.39,11.53,19.48,116.49,83.11,15.49,1.59,9.29
hsa-miR-3127-5p,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16
hsa-miR-3131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-3139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0
hsa-miR-3150b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
hsa-miR-3157-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
hsa-miR-3158-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0
hsa-miR-3180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
hsa-miR-32-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0
hsa-miR-32-5p,0.0,0.0,8.76,0.0,9.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47,0.0,0.0,2.78,2.81,6.39,0.0,0.0,1.16
hsa-miR-3200-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-320a-3p,29.75,29.31,43.81,99.61,163.52,167.67,154.39,111.36,229.64,35.66,223.26,0.0,98.29,62.85,98.65,70.85,82.11,171.23,204.58,25.35,9.55,41.82
hsa-miR-320b,0.0,6.76,0.0,49.81,9.08,27.94,29.41,7.42,0.0,17.83,0.0,40.99,0.0,30.06,121.07,6.59,0.0,24.56,63.93,0.0,1.59,0.0
hsa-miR-320c,0.0,0.0,0.0,0.0,0.0,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,1.41,0.0,0.0
hsa-miR-320d,2.29,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39,0.0,0.0,0.0
hsa-miR-324-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0
hsa-miR-324-5p,6.86,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,4.21,9.59,0.0,0.0,0.0
hsa-miR-328-3p,4.58,4.51,0.0,0.0,0.0,0.0,7.35,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,3.3,1.39,0.0,3.2,0.0,0.0,0.0
hsa-miR-328-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
hsa-miR-330-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.7,0.0,0.0,0.0,2.32
hsa-miR-330-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.99,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-331-3p,0.0,2.25,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.7,0.0,0.0,0.0,0.0
hsa-miR-335-3p,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,8.24,2.78,2.11,3.2,1.41,1.59,0.0
hsa-miR-335-5p,36.61,13.53,17.52,37.35,81.76,132.74,161.74,22.27,70.66,17.83,95.68,81.99,19.66,32.79,22.42,62.61,36.18,53.33,102.29,4.23,3.18,32.52
hsa-miR-338-3p,0.0,2.25,4.38,0.0,0.0,6.99,0.0,7.42,0.0,0.0,0.0,0.0,0.0,2.73,4.48,3.3,0.0,6.32,9.59,0.0,1.59,0.0
