miRNA,SRR17237638,SRR17237639,SRR17237640,SRR17237641,SRR17237642,SRR17237643,SRR17237644,SRR17237645,SRR17237646,SRR17237647,SRR17237648,SRR17237649,SRR17237650,SRR17237651,SRR17237652,SRR17237653,SRR17237654,SRR17237655,SRR17237656,SRR17237657,SRR17237658,SRR17237659,SRR17237660,SRR17237661,SRR17237662,SRR17237663,SRR17237664,SRR17237665
hsa-miR-10397-3p,0.18,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,0.36,0.15,0.0,0.34,0.0,0.0,0.29,0.0,0.33,0.17,0.0,0.0,0.14,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.13,0.0,0.0,0.0,0.2,0.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.2,0.19,0.0,0.0,0.0
hsa-miR-103a-3p,12.86,49.45,2.11,73.86,10.38,29.07,45.34,7.58,95.14,57.34,5.55,3.41,16.52,2.84,97.5,40.53,125.66,71.3,16.61,76.01,4.69,21.68,17.01,78.25,4.74,19.63,6.24,258.06
hsa-miR-10401-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.2,0.2
hsa-miR-105-3p,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,1.61,0.59,1.3,0.34,0.14,0.0,0.58,0.29,0.5,1.17,0.49,0.47,0.28,0.0,1.21,0.0,0.68,0.36,0.88,0.2,0.75,0.66,0.26,0.2,0.57,1.69,1.81,1.56
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.54,0.0,0.0,0.34,0.0,0.0,0.43,0.29,0.67,0.5,0.33,0.16,0.28,0.0,0.35,0.19,0.34,0.0,0.35,0.0,0.38,0.0,0.13,0.2,0.0,0.42,0.4,0.98
hsa-miR-106b-3p,17.14,10.83,9.25,6.56,3.37,11.34,7.97,4.15,10.2,9.33,11.26,4.5,6.33,5.68,16.94,3.23,16.91,9.98,3.36,7.8,13.89,8.41,3.69,6.44,5.49,16.46,10.87,17.58
hsa-miR-106b-5p,5.89,1.9,1.78,3.7,0.28,0.71,2.61,1.14,3.18,2.0,3.26,2.02,1.51,0.63,7.26,0.19,4.57,1.96,0.71,3.8,3.75,2.43,2.24,2.62,5.3,14.56,8.46,11.13
hsa-miR-107,3.93,0.29,0.32,3.36,0.14,0.0,0.72,0.0,0.0,0.33,1.31,0.47,0.14,0.47,0.69,1.52,0.85,1.07,0.53,5.0,2.82,0.44,0.13,0.8,1.89,1.27,2.82,3.71
hsa-miR-10a-3p,0.18,0.15,0.32,0.17,0.28,0.0,0.29,0.43,0.17,0.0,0.49,0.16,0.0,0.16,0.35,0.0,0.51,0.0,0.0,0.0,0.19,0.0,0.26,0.0,0.19,0.0,0.0,0.0
hsa-miR-10a-5p,29.46,40.09,127.51,22.71,21.18,2.13,61.42,20.88,9.7,18.67,20.24,7.44,12.11,6.31,18.15,8.75,36.7,10.87,10.25,16.2,37.91,22.79,2.5,5.63,8.71,14.56,14.7,20.32
hsa-miR-10b-3p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-10b-5p,16.25,16.68,68.94,9.76,9.26,3.4,30.13,8.87,3.68,19.0,7.02,3.72,13.9,3.16,14.0,1.9,29.26,8.56,8.13,7.6,14.26,11.28,1.05,1.61,3.03,5.91,10.07,4.69
hsa-miR-11399,0.0,0.29,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.39
hsa-miR-11400,0.0,0.0,0.97,0.17,0.28,0.14,0.0,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
hsa-miR-1180-3p,0.71,0.73,1.62,0.34,0.0,0.43,0.87,0.14,0.33,0.0,0.82,0.47,0.55,0.32,1.04,0.38,2.37,1.07,0.0,0.8,2.06,0.66,0.53,0.2,0.57,1.9,1.01,2.15
hsa-miR-1181,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.18,0.0,0.0,0.17,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.18,0.0,0.0,0.19,0.0,0.26,0.2,0.19,0.0,0.0,0.0
hsa-miR-1185-2-3p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-1199-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.15,0.0,0.0,0.14,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.19,0.34,1.07,0.35,0.2,0.0,0.66,0.13,0.0,0.0,0.0,0.0,0.2
hsa-miR-122-5p,1.07,0.0,9.41,0.5,7.29,0.99,14.63,2.57,3.68,48.67,0.82,4.03,0.69,6.63,0.0,0.0,0.34,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.59
hsa-miR-1226-3p,0.18,0.0,0.0,0.34,0.0,0.14,0.0,0.14,0.0,0.17,0.0,0.16,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1227-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.19,0.21,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-3p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.89,0.15,0.49,0.34,0.14,0.14,0.0,0.14,0.17,0.0,0.16,0.47,0.28,0.0,0.17,0.0,0.34,0.0,0.0,0.0,0.0,0.22,0.13,0.0,0.0,0.21,0.0,0.2
hsa-miR-1245a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,0.18,0.44,1.14,1.18,0.7,3.26,2.03,0.29,0.17,0.33,0.98,0.16,0.14,0.0,1.04,0.19,0.68,0.53,0.53,1.4,0.94,1.11,0.26,0.2,0.57,0.0,0.2,0.39
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.18,0.15,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,0.29,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.35,0.19,0.0,0.0,0.0,0.2,0.38,0.0,0.0,0.0,0.0,0.21,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1252-5p,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.33,0.0,0.0,0.14,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,0.0,0.0,0.32,0.34,0.14,0.0,0.0,0.0,0.33,0.33,0.16,0.16,0.0,0.32,0.17,0.0,0.0,0.18,0.0,0.4,0.19,0.44,0.13,0.0,0.0,0.21,0.0,0.39
hsa-miR-1255b-5p,0.54,0.15,0.0,0.5,0.0,0.0,0.0,0.14,0.33,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.36,0.18,0.0,0.0,0.44,0.0,0.0,0.19,0.0,0.2,0.0
hsa-miR-125a-3p,6.25,11.7,9.25,5.05,1.4,15.46,7.1,2.43,7.52,7.83,7.67,3.88,6.88,5.37,18.32,6.47,13.02,6.42,4.24,10.4,12.95,7.3,3.82,6.03,8.9,13.72,6.85,13.48
hsa-miR-125a-5p,1677.26,366.18,456.01,283.32,99.3,275.96,321.72,182.62,321.36,318.36,859.39,100.46,288.5,167.34,564.61,185.88,511.78,220.14,250.87,534.25,577.14,484.08,121.02,221.07,391.34,686.1,599.46,730.02
hsa-miR-125b-1-3p,8.93,15.51,18.49,8.75,5.75,2.41,10.14,4.86,4.85,9.0,9.63,1.55,3.44,2.68,5.53,3.23,8.63,2.85,1.77,2.2,7.7,1.99,0.66,3.02,2.08,5.07,2.01,5.67
hsa-miR-125b-2-3p,0.18,0.0,0.16,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,743.64,172.05,208.94,157.98,48.95,181.23,218.73,71.93,137.44,170.18,258.06,43.1,99.38,98.98,386.2,96.27,248.79,155.97,125.43,280.82,332.21,217.48,51.81,121.7,150.4,351.6,255.73,583.12
hsa-miR-126-3p,75.17,29.99,107.07,25.57,59.61,5.11,80.1,18.88,18.56,106.01,28.24,15.19,24.09,6.95,44.77,6.85,79.83,23.89,18.37,13.6,32.85,19.47,7.65,9.25,9.47,33.34,23.56,13.87
hsa-miR-126-5p,5.0,1.46,3.24,2.69,1.4,0.0,1.01,0.43,0.17,3.33,0.98,0.47,1.1,0.16,2.07,0.19,2.71,0.89,0.71,1.8,1.88,0.44,0.4,0.4,1.14,2.11,1.81,1.17
hsa-miR-1260b,0.18,0.0,0.16,0.0,0.14,0.28,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.19,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,0.59,0.16,0.5,0.14,0.14,1.01,0.0,0.17,0.33,0.16,0.16,0.14,0.32,0.52,0.38,0.17,0.36,0.18,0.0,0.56,0.22,0.0,0.2,0.0,0.21,0.0,0.2
hsa-miR-1263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1265,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,0.44,0.0,0.17,0.0,0.43,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,2.5,4.54,12.82,3.87,3.37,3.69,4.78,0.86,0.67,4.67,1.14,0.16,0.69,0.16,3.46,0.38,14.55,4.1,2.83,1.4,0.94,2.21,0.79,0.2,0.76,1.9,0.6,0.78
hsa-miR-127-5p,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1270,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,0.18,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273c,0.0,0.29,0.32,0.17,0.0,0.28,0.14,0.14,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.63,0.2,0.2
hsa-miR-1273h-3p,0.18,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.35,0.0,0.17,0.0,0.18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-1273h-5p,0.18,0.15,0.49,0.0,0.14,0.14,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.18,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1275,0.18,0.44,1.78,0.17,0.14,3.26,0.29,1.14,0.0,0.17,0.0,0.16,0.41,0.16,0.17,0.38,0.0,0.36,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.4,0.0
hsa-miR-1276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.21,0.2,0.0
hsa-miR-1278,0.54,1.32,0.49,0.0,0.56,0.0,0.87,0.29,0.0,0.0,0.33,0.16,0.14,0.32,1.21,0.19,0.68,0.36,0.0,0.4,1.31,0.66,0.0,0.0,0.19,0.63,0.6,0.39
hsa-miR-128-3p,19.1,9.95,12.82,6.56,5.47,0.28,6.23,2.57,3.18,10.33,13.22,3.88,2.75,2.53,8.47,3.04,10.99,2.85,3.71,4.6,7.13,5.09,1.05,2.01,1.52,6.54,7.85,10.94
hsa-miR-1283,336.74,82.8,100.25,82.27,27.35,145.5,83.72,48.62,81.93,78.34,164.37,41.08,51.2,36.15,199.15,91.13,199.06,104.99,113.07,197.22,180.37,163.72,62.75,131.36,146.23,259.79,211.83,264.7
hsa-miR-1284,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.57,0.34,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,1.17
hsa-miR-1285-3p,0.18,0.44,0.32,0.34,0.0,0.28,0.43,0.14,0.17,0.17,0.0,0.0,0.14,0.0,0.35,0.19,0.17,0.0,0.18,0.2,0.56,0.44,0.0,0.2,0.38,0.63,0.0,0.78
hsa-miR-1285-5p,0.0,0.29,0.81,0.0,0.14,0.71,0.29,0.14,0.17,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.2,0.19,0.0,0.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,0.36,0.29,0.81,0.5,0.0,0.57,0.58,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.19,0.34,0.53,0.0,0.2,0.19,0.22,0.13,0.2,0.0,0.21,0.2,0.0
hsa-miR-1288-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1289,0.18,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.39
hsa-miR-129-5p,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
