miRNA,SRR18686072,SRR18686073,SRR18686074,SRR18686075,SRR18686076,SRR18686077,SRR18686078,SRR18686079,SRR18686080,SRR18686081,SRR18686082,SRR18686083,SRR18686084,SRR18686085,SRR18686086,SRR18686087,SRR18686088,SRR18686089,SRR18686090,SRR18686091,SRR18686092,SRR18686093,SRR18686094,SRR18686095,SRR18686096,SRR18686097,SRR18686098,SRR18686099,SRR18686100,SRR18686101,SRR18686102,SRR18686103
hsa-miR-10395-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,33.56,0.0,0.0
hsa-miR-103a-3p,3.37,13.83,3.55,0.0,9.81,0.0,22.33,0.0,39.49,3.04,0.0,4.89,5.41,0.0,0.0,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,181.79,3.9,0.0,14.68,0.0,0.0,0.0,15.93
hsa-miR-106a-5p,0.0,0.0,0.0,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,40.46,13.83,14.21,13.8,19.61,39.19,12.76,23.25,15.36,18.27,4.56,4.89,5.41,0.0,0.0,5.32,0.0,6.51,0.0,0.0,5.01,0.0,7.03,9.75,110.84,0.0,5.42,4.89,9.2,22.38,5.17,10.62
hsa-miR-106b-5p,3.37,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62,26.6,0.0,0.0,0.0,4.6,11.19,5.17,5.31
hsa-miR-107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,812.55,304.32,369.55,417.57,179.8,156.77,213.75,239.12,912.7,133.97,100.22,83.17,162.22,54.25,393.72,31.89,32.91,84.57,58.94,83.33,145.17,142.9,513.08,389.99,407.91,740.68,579.74,885.42,942.98,218.17,134.46,1035.6
hsa-miR-10b-5p,1500.35,584.43,756.87,541.8,284.41,503.48,414.73,335.43,517.78,255.77,255.1,181.03,324.45,139.01,49.22,85.04,103.42,130.11,155.38,161.1,230.27,248.75,1173.76,472.86,1068.54,1196.78,1441.23,1472.44,1872.17,385.99,382.69,1656.96
hsa-miR-11400,3.37,0.0,0.0,0.0,0.0,9.04,0.0,3.32,0.0,3.04,0.0,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,21.67,14.68,4.6,0.0,0.0,0.0
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.13,4.56,9.79,0.0,6.78,5.47,0.0,0.0,0.0,0.0,0.0,0.0,5.29,14.06,4.87,31.04,0.0,0.0,0.0,0.0,0.0,10.34,26.55
hsa-miR-1202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.93
hsa-miR-122-5p,2046.54,1110.06,1161.95,75.92,94.8,205.01,1161.24,6.64,713.04,2865.19,273.32,0.0,183.85,94.93,98.43,26.58,56.41,1131.95,160.74,838.81,245.29,254.04,541.19,263.24,2939.6,662.71,487.63,572.34,676.19,111.88,279.26,5045.22
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,0.0,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1247-5p,0.0,0.0,21.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0
hsa-miR-1249-3p,3.37,0.0,0.0,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,0.0,0.0
hsa-miR-1255a,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.24
hsa-miR-1255b-5p,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01,0.0,7.03,14.62,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.0,0.0,3.55,6.9,6.54,6.03,0.0,0.0,0.0,3.04,0.0,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31
hsa-miR-125a-5p,131.49,24.21,53.3,31.06,35.96,27.13,28.71,49.82,43.88,12.18,45.55,14.68,59.48,27.12,10.94,15.95,14.1,26.02,37.5,5.56,30.04,37.05,175.71,107.25,248.29,194.92,167.96,215.24,312.79,72.72,36.2,265.54
hsa-miR-125b-5p,0.0,3.46,0.0,0.0,0.0,3.01,0.0,0.0,19.75,0.0,0.0,14.68,0.0,0.0,0.0,5.32,0.0,0.0,10.72,0.0,10.01,0.0,7.03,4.87,4.43,3.9,5.42,4.89,59.8,0.0,10.34,5.31
hsa-miR-126-3p,3907.65,1210.35,2217.29,1742.74,1386.09,1154.68,1477.08,1258.71,2185.21,1032.2,1849.5,1550.96,1800.67,1006.98,278.89,776.01,606.39,735.12,942.98,983.24,1396.65,1376.05,5475.2,2924.93,5967.87,5960.53,5819.09,6804.52,10681.02,1980.31,1954.82,11407.51
hsa-miR-126-5p,3.37,0.0,3.55,17.25,0.0,21.1,0.0,13.28,19.75,3.04,4.56,4.89,10.81,6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.29,7.03,4.87,0.0,23.39,16.25,14.68,41.4,0.0,5.17,100.9
hsa-miR-127-3p,0.0,6.92,7.11,10.35,0.0,0.0,3.19,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,3.9,10.84,0.0,0.0,0.0,0.0,15.93
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,70.8,13.83,53.3,82.82,32.69,66.33,41.47,9.96,65.82,30.45,113.89,29.36,48.67,37.3,38.28,69.1,0.0,52.04,21.43,77.77,45.05,84.68,281.14,141.37,1135.05,159.83,135.45,220.13,271.4,173.42,134.46,323.96
hsa-miR-1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1288-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.0,0.0,0.0,0.0,0.0,9.04,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17,3.9,0.0,4.89,0.0,0.0,0.0,5.31
hsa-miR-1303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,4.87,0.0,7.8,0.0,24.46,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,50.57,6.92,21.32,48.31,35.96,9.04,38.28,26.57,28.52,12.18,13.67,4.89,0.0,0.0,10.94,5.32,0.0,13.01,5.36,22.22,5.01,21.17,14.06,58.5,323.67,46.78,59.6,39.13,92.0,0.0,0.0,95.59
hsa-miR-1307-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0
hsa-miR-130a-3p,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,0.0,0.0,0.0,0.0,3.27,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-5p,0.0,0.0,3.55,13.8,13.08,0.0,0.0,6.64,2.19,0.0,4.56,0.0,5.41,3.39,0.0,0.0,0.0,6.51,0.0,0.0,0.0,10.59,0.0,0.0,44.34,0.0,0.0,4.89,4.6,5.59,0.0,0.0
hsa-miR-132-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.97,0.0,0.0,0.0,0.0,0.0,5.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,0.0,3.55,6.9,0.0,0.0,0.0,6.64,0.0,0.0,4.56,0.0,0.0,0.0,0.0,0.0,0.0,6.51,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,40.46,20.75,7.11,6.9,6.54,3.01,0.0,6.64,6.58,0.0,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,0.0,5.01,5.29,35.14,0.0,17.74,7.8,27.09,24.46,23.0,11.19,0.0,53.11
hsa-miR-139-5p,67.43,48.41,17.77,17.25,3.27,9.04,15.95,3.32,17.55,24.36,22.78,63.6,75.7,3.39,10.94,15.95,9.4,26.02,26.79,27.78,15.02,42.34,84.34,68.25,101.98,120.85,130.04,156.54,285.2,33.56,46.54,154.01
hsa-miR-140-3p,53.95,24.21,24.87,27.61,13.08,18.09,44.66,29.89,74.6,12.18,13.67,14.68,0.0,3.39,21.87,10.63,4.7,0.0,5.36,11.11,0.0,10.59,21.09,0.0,239.42,27.29,43.35,19.57,27.6,27.97,20.69,37.18
hsa-miR-140-5p,0.0,0.0,0.0,0.0,0.0,3.01,0.0,6.64,2.19,3.04,9.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0,0.0,0.0,39.9,3.9,0.0,9.78,0.0,0.0,10.34,0.0
hsa-miR-141-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.19,0.0,0.0
hsa-miR-142-3p,13.49,13.83,7.11,0.0,3.27,12.06,12.76,0.0,19.75,3.04,13.67,9.79,10.81,13.56,0.0,10.63,4.7,0.0,0.0,22.22,0.0,21.17,70.28,78.0,199.52,23.39,10.84,14.68,59.8,44.75,0.0,21.24
hsa-miR-142-5p,47.2,38.04,56.85,27.61,9.81,24.12,44.66,6.64,65.82,39.58,22.78,68.5,32.44,40.69,54.68,26.58,9.4,32.53,32.15,33.33,35.04,58.22,189.77,204.75,864.59,109.15,108.36,73.38,165.6,139.85,56.89,201.81
hsa-miR-143-3p,67.43,48.41,95.94,103.53,45.77,51.25,137.18,33.21,46.07,54.81,22.78,34.25,5.41,16.95,10.94,31.89,18.8,52.04,16.07,16.67,15.02,21.17,35.14,24.37,1746.91,74.07,54.18,63.59,101.2,83.91,67.23,58.42
hsa-miR-144-3p,40.46,3.46,0.0,20.71,0.0,6.03,9.57,6.64,54.85,24.36,41.0,9.79,0.0,37.3,32.81,10.63,9.4,13.01,10.72,38.89,25.03,10.59,84.34,87.75,314.8,46.78,5.42,24.46,73.6,78.32,36.2,143.39
hsa-miR-144-5p,10.11,17.29,10.66,0.0,0.0,21.1,19.14,6.64,24.13,27.4,4.56,9.79,10.81,3.39,0.0,15.95,0.0,0.0,0.0,5.56,5.01,26.46,63.26,97.5,159.62,35.08,16.25,4.89,50.6,22.38,25.86,69.04
hsa-miR-145-3p,0.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,60.69,31.12,31.98,31.06,26.15,21.1,12.76,19.93,6.58,12.18,22.78,9.79,16.22,23.73,5.47,10.63,14.1,6.51,0.0,5.56,15.02,10.59,21.09,82.87,155.18,38.98,16.25,73.38,73.6,16.78,56.89,53.11
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,77.55,117.58,110.15,58.67,75.19,51.25,66.99,73.06,140.41,39.58,68.33,132.1,64.89,50.86,5.47,111.62,14.1,58.55,53.58,44.44,35.04,42.34,175.71,214.49,820.25,237.8,97.53,136.97,418.59,173.42,82.74,345.2
hsa-miR-148a-3p,2336.5,1711.78,1137.07,2232.78,608.05,1016.0,1553.64,1461.3,1717.89,1769.05,569.43,1056.8,346.08,481.45,355.44,797.27,169.23,565.98,278.61,672.16,640.76,582.18,1567.35,979.85,25308.04,2483.23,1164.9,1604.52,2433.36,1812.49,873.98,3170.52
hsa-miR-148a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0
hsa-miR-148b-3p,20.23,6.92,10.66,37.96,32.69,9.04,19.14,39.85,57.04,0.0,9.11,29.36,10.81,6.78,0.0,0.0,14.1,6.51,10.72,11.11,25.03,5.29,77.31,14.62,257.16,66.27,27.09,9.78,64.4,44.75,0.0,74.35
hsa-miR-150-3p,3.37,0.0,10.66,0.0,0.0,0.0,0.0,0.0,2.19,0.0,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.87,0.0,0.0,0.0,0.0,0.0,0.0,5.31
hsa-miR-150-5p,20.23,34.58,21.32,13.8,29.42,6.03,15.95,3.32,19.75,18.27,4.56,19.57,16.22,3.39,5.47,10.63,9.4,13.01,0.0,0.0,15.02,0.0,77.31,68.25,62.07,19.49,27.09,14.68,50.6,11.19,0.0,37.18
hsa-miR-151a-3p,1271.08,660.5,604.07,1497.72,408.63,292.44,433.87,408.5,421.24,383.65,346.21,303.34,124.37,155.96,153.11,281.7,89.31,195.16,117.87,172.21,325.38,201.12,836.39,482.61,1897.66,1450.17,633.92,1198.5,1632.97,676.89,315.46,1810.97
hsa-miR-151a-5p,20.23,10.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
