miRNA,SRR16775346,SRR16775347,SRR16775348,SRR16775349,SRR16775350,SRR16775351,SRR16775352,SRR16775353,SRR16775354,SRR16775355,SRR16775356,SRR16775357,SRR16775358,SRR16775359,SRR16775360,SRR16775361,SRR16775362,SRR16775363,SRR16775364,SRR16775365,SRR16775366,SRR16775367,SRR16775368,SRR16775369,SRR16775370,SRR16775371,SRR16775372
hsa-miR-6862-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6862-5p,0.0,0.0,0.0,0.0,0.0,0.21,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6866-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.33,0.24,0.0,0.31,0.0,0.14,0.14,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6868-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.14,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6869-5p,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6870-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6871-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6873-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.12,0.0,0.0,0.0,0.0,0.14,0.0,0.45,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6873-5p,0.0,0.0,0.0,0.0,0.27,0.21,0.0,0.0,0.67,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6874-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6876-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6877-3p,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6877-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6879-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6882-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6882-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6883-5p,0.0,0.22,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
hsa-miR-6884-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6884-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6885-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6886-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6887-3p,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6891-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.42
hsa-miR-6892-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6892-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6893-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6893-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6894-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7-1-3p,0.23,0.0,0.0,0.0,0.27,0.21,0.58,0.37,0.0,0.24,3.85,3.0,3.54,1.88,2.05,1.8,2.25,3.5,1.51,0.0,0.23,0.0,0.0,0.0,0.19,0.0,0.0
hsa-miR-7-5p,9.99,19.18,25.08,30.42,38.43,55.04,32.05,49.44,42.33,46.73,619.83,528.48,85.3,517.34,58.91,39.77,556.15,63.06,93.0,10.24,8.88,2.87,17.3,13.0,10.71,12.86,15.22
hsa-miR-708-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.08,1.23,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-708-5p,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,5.69,5.04,4.22,0.0,0.0,0.28,0.28,0.32,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7106-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7107-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7108-3p,0.23,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,1.51,1.2,1.36,1.26,0.68,0.83,0.85,0.96,0.9,0.0,0.0,0.38,0.33,0.22,0.19,0.0,0.0
hsa-miR-7109-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7110-3p,13.71,2.8,3.89,2.51,9.68,9.03,8.95,6.64,9.58,9.91,282.71,213.0,256.6,167.06,129.96,153.27,173.31,158.19,126.46,9.08,13.55,10.9,10.28,9.91,11.29,13.59,5.5
hsa-miR-7111-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.17,0.0,0.0,0.0,0.0,0.0,0.28,0.11,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7112-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.27,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7113-5p,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7114-5p,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.12,0.14,0.16,0.0,0.0,0.14,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7152-3p,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7153-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7155-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7156-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7158-3p,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0
hsa-miR-7161-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-744-3p,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.22,0.0,0.5,1.2,1.64,0.16,0.27,0.69,0.28,0.42,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-744-5p,1.39,1.94,3.0,3.4,5.38,8.81,9.67,9.59,7.58,9.68,66.12,51.96,62.14,42.86,45.14,58.2,47.06,50.0,58.18,1.54,3.27,1.91,0.82,3.52,1.34,1.94,2.54
hsa-miR-758-3p,0.23,0.0,0.0,0.0,0.0,0.21,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0
hsa-miR-760,0.93,0.65,1.06,1.07,3.76,3.44,4.48,2.58,2.23,2.36,3.01,3.36,4.77,2.98,3.95,2.49,2.11,3.18,4.97,0.19,0.47,0.96,0.49,0.0,0.0,0.97,0.85
hsa-miR-762,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-766-3p,0.0,0.0,0.0,0.18,0.0,0.0,0.43,0.0,0.22,0.24,1.34,1.32,0.82,0.16,0.55,0.14,0.0,0.21,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-766-5p,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.37,0.22,0.47,0.0,0.12,0.41,0.0,0.0,0.14,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-767-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-767-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-769-3p,0.0,0.0,0.18,0.0,0.27,0.21,0.14,0.37,0.22,0.24,3.68,4.32,5.18,2.04,2.32,2.36,3.52,2.34,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-769-5p,1.16,1.72,2.3,1.43,4.84,3.01,4.19,3.69,3.79,3.78,37.16,29.64,29.57,8.16,11.73,7.34,8.6,9.77,12.81,0.97,1.17,1.34,1.14,1.32,0.96,1.46,0.85
hsa-miR-7703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7704,6.04,21.99,17.31,24.69,15.05,15.48,17.32,20.66,17.6,18.17,0.17,0.0,0.68,0.47,0.27,0.69,0.14,0.21,0.45,3.28,2.57,3.83,2.94,4.19,6.12,6.07,5.5
hsa-miR-7705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7706,0.46,0.86,0.35,0.18,1.61,1.5,2.17,1.48,2.23,2.83,13.22,8.52,10.49,5.65,6.41,7.34,10.15,8.49,12.06,0.19,0.47,1.34,0.49,0.44,0.38,0.49,0.85
hsa-miR-7845-5p,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.14,0.16,0.14,0.0,0.0,0.21,0.15,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0
hsa-miR-7846-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7849-3p,0.0,0.0,0.0,0.0,0.27,0.21,0.0,0.0,0.45,0.0,0.0,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.42
hsa-miR-7851-3p,0.0,0.0,0.18,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.48,0.41,0.0,0.0,0.0,0.14,0.21,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0
hsa-miR-7854-3p,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,5.04,5.18,0.79,2.18,1.25,1.97,0.53,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-miR-8072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
hsa-miR-8085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8485,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-873-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.12,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-873-5p,0.0,0.0,0.0,0.0,0.27,0.0,0.14,0.37,0.22,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-874-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.72,1.36,0.0,0.14,0.55,0.0,0.53,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-877-3p,0.23,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1.51,1.68,1.23,0.16,0.82,0.97,0.7,0.74,1.96,0.0,0.0,0.19,0.16,0.0,0.0,0.0,0.0
hsa-miR-877-5p,0.0,0.0,0.0,0.0,0.27,0.21,0.0,0.0,0.0,0.0,1.84,0.6,0.68,0.79,0.95,0.42,0.14,0.21,0.45,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0
hsa-miR-885-3p,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-885-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-891a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-892a,0.0,0.0,0.0,0.0,0.27,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-892c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9-3p,0.0,0.22,0.0,0.18,0.27,0.0,0.58,0.0,0.89,0.47,5.19,4.32,3.13,0.16,1.23,0.0,0.7,0.11,0.15,0.0,0.0,0.0,0.33,0.0,0.0,0.49,0.0
hsa-miR-9-5p,0.46,0.65,0.88,0.18,1.88,1.72,2.02,0.0,1.34,1.42,38.33,33.36,33.11,2.83,3.14,3.6,3.95,5.41,6.33,0.39,0.7,0.38,0.16,0.0,0.0,0.24,0.42
hsa-miR-92a-1-5p,0.0,0.22,0.0,0.18,0.27,0.0,0.72,0.74,0.89,0.24,12.22,9.72,16.9,9.11,11.32,11.09,14.09,13.06,15.53,0.0,0.0,0.0,0.16,0.44,0.19,0.0,0.0
hsa-miR-92a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-92a-3p,28.58,62.51,58.63,63.34,199.15,205.53,199.08,216.94,227.49,253.26,2009.79,1737.22,2035.05,650.8,745.12,726.14,827.67,901.66,1307.9,35.34,29.91,45.72,29.21,28.64,28.51,28.63,36.78
hsa-miR-92b-3p,0.7,0.86,0.18,0.36,2.42,1.72,2.31,2.95,3.79,2.12,39.84,31.44,42.38,16.17,18.68,21.62,21.28,21.98,26.08,0.39,0.23,1.91,0.49,1.32,0.38,0.24,0.85
hsa-miR-92b-5p,0.46,0.22,0.18,0.0,0.27,0.64,0.58,0.74,1.11,0.71,2.51,2.28,1.64,2.2,2.45,1.11,1.27,1.7,3.32,0.39,0.47,0.38,0.33,0.44,0.19,0.24,0.0
hsa-miR-93-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,3.18,2.76,2.18,1.57,1.23,2.22,1.97,2.44,1.06,0.0,0.0,0.0,0.16,0.22,0.19,0.0,0.0
hsa-miR-93-5p,0.7,5.6,5.47,7.34,12.09,11.82,14.29,12.91,10.92,15.34,221.28,236.28,187.51,70.18,77.46,64.72,82.29,91.62,67.38,0.77,0.7,0.96,1.63,0.88,1.15,1.46,1.27
hsa-miR-933,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-935,0.0,0.0,0.0,0.0,0.27,0.43,0.43,0.37,0.45,0.0,1.51,1.2,1.09,0.16,0.0,0.0,0.0,0.64,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-937-3p,0.0,0.0,0.0,0.0,0.27,0.43,0.0,0.0,0.0,0.0,0.84,0.24,0.82,0.47,0.55,0.28,1.41,0.53,0.9,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0
hsa-miR-937-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0
hsa-miR-939-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-939-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.12,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-940,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.33,0.72,0.27,0.31,0.14,0.28,0.14,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-941,2.79,2.37,2.65,2.15,7.26,11.18,9.38,10.7,6.68,15.34,74.82,54.84,69.63,38.78,40.23,42.96,47.63,52.98,77.17,2.12,2.34,1.53,2.61,1.98,3.06,0.73,2.54
hsa-miR-942-3p,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.17,0.36,0.68,0.16,0.0,0.14,0.42,0.42,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-942-5p,0.0,0.0,0.0,0.36,0.27,0.0,0.14,0.0,0.22,0.0,1.51,1.56,1.23,1.1,0.68,1.94,1.13,1.27,1.36,0.0,0.47,0.0,0.0,0.0,0.0,0.24,0.0
hsa-miR-943,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-95-3p,0.0,0.0,0.0,0.18,0.54,0.21,0.43,0.0,0.0,0.47,2.51,3.24,2.45,0.63,0.68,0.28,0.14,1.06,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-miR-96-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.6,0.82,0.79,1.09,1.39,0.99,1.27,0.9,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0
hsa-miR-96-5p,0.93,0.43,0.53,1.25,2.15,1.72,3.61,3.32,2.45,1.18,42.01,37.8,27.8,30.15,31.91,28.96,34.8,39.92,23.36,0.39,0.23,0.57,0.16,0.44,0.96,0.49,0.42
hsa-miR-98-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.17,0.36,0.14,0.31,0.27,0.14,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0
hsa-miR-98-5p,1.63,4.1,4.59,4.29,8.6,12.68,8.81,8.85,7.8,10.15,92.06,83.16,95.12,101.58,108.55,107.95,113.57,123.15,184.04,2.32,3.5,2.49,1.79,2.2,3.64,1.7,5.07
