miRNA,SRR22954880,SRR22954881,SRR22954882,SRR22954883,SRR22954884,SRR22954885,SRR22954886,SRR22954887,SRR22954888,SRR22954889,SRR22954890,SRR22954891,SRR22954892,SRR22954893,SRR22954894,SRR22954895,SRR22954896,SRR22954897,SRR22954898,SRR22954899
hsa-let-7e-5p,1014.11,679.91,587.65,825.34,1791.49,748.49,437.6,1179.45,621.21,611.13,1065.57,679.44,477.9,419.99,401.34,742.58,829.37,1789.67,443.56,382.37
hsa-let-7f-1-3p,1.84,4.32,3.56,0.58,2.84,1.92,0.57,3.66,0.0,1.59,4.72,2.3,0.0,1.96,2.95,0.0,4.17,3.18,0.57,0.65
hsa-let-7f-2-3p,0.92,1.08,0.59,0.58,1.9,0.0,1.13,3.66,0.53,0.0,0.43,1.15,2.4,3.93,0.98,1.58,0.69,0.35,0.57,0.0
hsa-let-7f-5p,14919.78,11000.03,10640.62,11154.79,18875.55,9953.15,8624.25,13880.4,9892.04,13719.37,12242.9,10786.39,9227.41,7071.76,7042.18,10885.59,10158.04,19251.73,8246.07,7599.03
hsa-let-7g-3p,0.0,0.0,0.0,0.0,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,9.03,0.0,0.0,0.0
hsa-let-7g-5p,10472.84,8374.81,8251.46,8962.33,14230.48,8059.2,6665.22,10625.0,7933.29,10670.09,9690.59,8299.08,7164.19,6024.4,5400.42,8562.96,7691.46,15406.41,6352.9,5426.22
hsa-let-7i-3p,0.31,2.16,2.96,5.76,0.0,0.0,0.0,3.66,3.72,0.0,0.43,1.15,2.4,0.65,3.93,2.37,0.0,0.0,0.0,0.0
hsa-let-7i-5p,17149.71,12634.52,12287.35,13298.26,14767.93,11768.98,12074.17,12727.1,13310.55,16312.69,10383.09,11961.53,11337.18,7979.11,9097.1,11140.63,9681.53,14000.84,10154.76,7845.12
hsa-miR-1-3p,2926.09,2302.53,2619.24,2272.0,3794.83,1787.66,2359.88,2658.08,2428.51,3472.61,2239.33,2387.02,3467.18,1579.86,1714.56,2478.81,1839.34,3754.78,1863.3,1886.03
hsa-miR-100-5p,2117.69,1447.24,1139.13,1481.81,3535.11,1760.13,638.31,2055.54,1003.29,1311.38,1997.19,1199.25,921.25,732.69,647.26,1419.12,1537.18,3510.73,715.9,689.18
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86,0.0,0.0,0.0
hsa-miR-101-3p,1136.49,929.22,963.02,1051.27,1600.49,806.75,693.72,982.79,806.67,973.19,956.95,812.64,911.18,765.4,640.38,915.77,874.52,1324.22,716.48,632.98
hsa-miR-101-5p,0.0,4.86,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,3.89,0.0,0.0
hsa-miR-10395-3p,2.77,2.7,2.37,1.15,6.64,6.4,0.0,0.0,0.53,0.8,8.16,0.0,0.0,0.0,2.46,0.0,13.2,8.84,0.0,2.58
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,1.15,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-5p,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,19.37,4.32,13.64,36.89,19.91,10.24,7.35,10.46,26.57,23.08,8.59,6.89,8.64,5.89,10.82,26.89,13.2,3.18,2.87,8.4
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,42.13,2176.26,45.07,2597.06,992.9,1475.2,1739.66,614.05,3132.08,2676.87,607.92,2266.45,539.8,30.75,319.7,2576.08,27.78,58.01,1582.34,330.7
hsa-miR-10400-5p,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,0.31,3.78,0.59,1.73,0.0,0.0,0.57,6.28,0.0,0.0,0.0,0.38,0.0,0.0,0.0,1.98,6.25,1.41,0.57,0.0
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.4,0.0,0.0,0.0,0.0
hsa-miR-105-5p,3.38,3.24,3.56,1.73,0.0,2.56,0.0,23.54,1.59,2.39,2.15,2.3,0.96,0.0,0.0,12.65,3.47,16.27,0.0,4.52
hsa-miR-10527-5p,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,4.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,8.49,0.0,0.0
hsa-miR-106a-5p,11.38,12.41,10.67,4.03,24.64,1.28,7.35,22.49,14.35,19.1,9.02,2.68,15.83,3.93,7.87,9.89,12.5,3.54,11.49,3.23
hsa-miR-106b-3p,406.81,284.38,296.5,232.85,455.45,290.05,184.88,336.31,302.9,261.0,242.14,229.29,246.15,135.42,235.1,214.31,184.77,376.68,228.67,158.89
hsa-miR-106b-5p,72.88,91.73,96.66,62.25,118.96,76.83,80.85,85.26,67.49,89.92,59.68,90.34,67.65,60.84,45.74,53.78,84.74,131.22,44.82,54.9
hsa-miR-107,43.66,86.34,53.96,119.88,70.14,128.06,26.01,36.61,103.09,32.63,59.68,55.89,56.14,82.43,85.09,124.16,120.86,81.0,70.67,33.59
hsa-miR-10a-3p,12.3,4.32,14.82,2.31,27.96,4.48,0.57,3.66,4.25,3.98,9.45,2.68,5.76,3.93,16.23,11.07,11.11,8.13,5.75,8.4
hsa-miR-10a-5p,923.4,795.39,861.62,1002.28,1351.67,617.23,582.34,1020.45,634.49,988.31,1299.12,846.33,1219.7,561.29,726.94,867.53,1116.94,1212.81,894.59,794.46
hsa-miR-10b-3p,0.31,0.0,0.0,3.46,19.43,6.4,1.13,0.0,2.13,1.59,4.72,1.91,3.36,1.96,0.0,7.51,0.0,0.0,2.3,1.94
hsa-miR-10b-5p,1143.87,844.5,645.77,997.1,1033.66,815.72,607.78,824.83,516.52,911.12,1652.88,1248.63,1689.45,702.6,821.38,870.69,1519.12,964.16,1067.53,1001.79
hsa-miR-11400,4.3,16.19,5.93,13.83,4.74,14.09,9.61,3.14,19.13,15.91,7.73,16.08,9.6,9.16,5.41,26.49,9.72,2.48,11.49,4.52
hsa-miR-11401,5.23,0.0,6.52,1.73,3.79,0.0,6.22,1.57,2.13,0.8,0.0,3.83,1.92,3.93,0.0,0.0,0.0,0.0,0.0,1.94
hsa-miR-1178-3p,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179,0.0,0.0,4.15,1.73,0.0,0.0,0.0,4.18,0.0,2.39,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,124.84,58.82,58.71,146.39,310.9,142.78,101.77,220.2,120.63,123.34,227.11,105.26,57.58,62.15,60.99,116.65,109.75,240.16,47.11,48.44
hsa-miR-1185-1-3p,0.0,0.0,6.52,0.0,5.69,2.56,5.09,0.0,8.5,7.16,2.15,6.89,0.0,7.2,2.46,3.56,9.72,0.0,14.36,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,4.78,0.8,0.0,0.38,0.0,1.31,0.49,0.0,1.39,9.9,1.15,0.0
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0
hsa-miR-1197,0.0,0.0,0.0,1.73,0.0,0.0,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
hsa-miR-1203,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0
hsa-miR-12119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,1.84,0.54,1.19,0.0,0.47,1.28,0.0,8.37,0.0,0.0,0.0,3.06,0.48,0.0,0.0,0.0,0.0,2.83,0.0,4.52
hsa-miR-122-3p,0.0,4.32,7.12,21.33,5.69,5.76,10.18,8.37,6.38,15.91,0.0,0.0,3.84,4.58,0.49,0.0,4.86,3.89,9.19,12.27
hsa-miR-122-5p,2399.35,10860.81,6131.52,7400.99,8019.51,6906.06,12363.08,11586.35,1433.72,12940.34,8856.43,13179.54,1272.0,5356.48,3755.21,6071.1,1080.13,16432.46,383.81,2434.4
hsa-miR-1224-3p,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.43,0.0,0.0
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0
hsa-miR-1225-3p,0.92,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0
hsa-miR-1226-3p,0.31,0.0,0.0,0.0,7.58,0.64,0.0,3.66,0.0,2.39,2.58,0.0,0.0,0.0,0.0,3.56,3.47,0.0,0.0,0.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0
hsa-miR-1228-3p,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,2.15,2.16,0.0,2.31,0.0,0.0,0.0,4.71,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,1.19,0.0,4.27,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0
hsa-miR-124-3p,253.07,163.5,98.44,156.77,458.3,203.61,52.58,264.13,115.31,143.23,315.98,106.03,100.28,80.46,63.45,150.65,186.85,498.0,60.9,48.44
hsa-miR-124-5p,5.53,5.4,4.15,10.37,18.96,14.09,2.83,7.32,9.03,10.34,5.58,4.21,5.76,2.62,0.49,13.05,6.25,3.89,5.17,3.88
hsa-miR-1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,125.15,8.63,37.95,10.37,12.8,25.61,8.48,12.55,24.98,20.69,17.6,13.01,14.39,11.12,5.9,18.98,12.5,19.45,9.19,8.4
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65
hsa-miR-1248,5.84,8.63,5.34,1.15,24.17,3.84,1.13,11.51,11.69,4.77,5.58,2.3,1.44,0.65,0.0,2.37,6.95,12.38,6.32,5.81
hsa-miR-1249-3p,21.83,12.41,5.93,14.41,33.65,11.53,3.39,11.51,9.57,7.16,12.45,5.74,0.96,6.54,7.38,6.72,14.59,31.83,1.15,5.81
hsa-miR-1250-5p,1.54,5.94,0.0,4.03,6.16,0.0,2.26,13.08,6.91,3.98,1.29,0.38,0.0,10.47,0.0,10.68,13.2,10.26,1.72,4.52
hsa-miR-1255a,0.31,0.0,0.59,0.0,4.27,1.92,7.35,4.71,0.0,0.0,0.0,3.06,0.0,0.65,0.0,0.0,0.0,8.49,0.0,1.94
hsa-miR-1255b-5p,2.77,7.01,0.0,7.49,4.27,0.64,1.13,0.0,4.78,0.0,0.0,2.3,0.0,0.0,1.97,5.54,2.78,8.84,0.0,1.29
hsa-miR-1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,11.38,7.55,4.74,1.15,9.0,1.28,7.35,2.62,1.59,11.14,4.29,10.72,4.32,3.93,1.48,4.35,6.25,20.87,3.45,0.65
hsa-miR-125a-5p,2886.11,1819.58,1228.08,1986.12,4889.62,2147.5,997.89,2893.97,1629.28,1390.96,3175.67,1615.72,1172.2,1015.3,1014.18,1832.72,2035.91,5192.89,1061.21,793.81
hsa-miR-125b-1-3p,27.67,21.58,23.13,19.02,56.87,14.73,1.7,49.69,19.66,13.53,35.63,16.84,22.07,3.93,11.31,55.75,22.92,58.36,4.02,8.4
hsa-miR-125b-2-3p,1.54,0.0,2.37,0.0,2.37,0.0,0.0,2.09,0.0,0.0,2.15,2.3,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,4741.52,3035.33,2009.05,3102.52,9008.15,3807.74,1312.8,5233.0,2421.6,2103.14,5228.25,2234.29,1365.57,1406.5,1380.11,2835.87,3116.04,9429.39,1256.56,1253.05
hsa-miR-126-3p,11312.91,19645.18,21597.9,23308.41,9981.15,16112.64,16301.49,10450.31,12288.13,18932.27,28050.0,29195.49,40582.67,19065.61,24761.75,31881.37,29332.17,11304.3,32969.35,20517.7
hsa-miR-126-5p,86.41,123.03,173.15,137.75,179.62,99.24,81.41,150.11,110.0,125.73,122.79,98.76,246.63,141.3,140.67,119.81,139.62,125.56,201.1,137.58
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0
hsa-miR-1260b,11.38,7.55,0.0,5.76,2.84,2.56,0.0,2.62,6.38,1.59,0.0,0.0,4.8,4.58,1.97,1.98,2.78,7.07,1.72,2.58
hsa-miR-1262,0.0,0.0,2.96,0.0,0.0,1.28,0.0,0.0,0.0,3.98,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0
hsa-miR-1264,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0
hsa-miR-1268a,3.07,4.32,2.96,0.58,0.0,14.09,3.96,0.0,4.25,2.39,1.72,4.98,0.96,0.65,0.98,9.09,2.78,0.0,9.19,0.0
hsa-miR-1268b,6.76,0.0,0.0,2.88,2.84,0.0,0.0,0.0,0.53,0.0,0.86,0.0,0.0,0.0,1.97,0.4,2.08,0.0,0.0,1.29
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64,4.6,0.0,0.0
hsa-miR-127-3p,1179.54,875.25,643.39,963.67,2047.89,1041.1,580.08,1344.73,918.79,989.11,1223.13,789.29,571.47,554.75,457.41,1026.48,1135.69,2073.69,498.14,419.19
hsa-miR-127-5p,7.69,4.32,0.0,0.58,12.32,12.17,9.61,2.62,13.29,24.67,18.46,12.63,17.27,11.78,6.39,8.7,22.23,17.33,2.3,0.0
hsa-miR-1270,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,11.94,8.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,5.84,8.63,0.59,9.22,11.85,7.04,1.13,12.03,11.16,14.32,1.72,5.36,7.2,0.0,3.44,11.07,15.28,16.27,4.02,2.58
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,21.52,14.03,26.68,24.78,16.59,12.81,20.92,18.83,25.51,17.51,8.59,17.99,12.96,16.35,18.69,8.3,12.5,36.78,6.89,1.29
hsa-miR-1273h-5p,3.07,4.32,4.74,8.65,4.27,4.48,3.96,1.05,1.59,14.32,2.58,2.68,11.04,3.27,10.33,33.61,13.89,17.68,9.19,0.65
hsa-miR-1275,1.84,0.54,10.08,2.31,3.32,18.57,9.05,17.78,25.51,2.39,6.87,3.06,0.48,1.31,0.98,10.68,0.0,7.43,0.57,5.81
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74,0.96,0.0,0.0,0.0,0.0,0.0,1.72,0.0
hsa-miR-1278,3.69,3.78,7.12,1.73,0.0,8.96,0.57,2.62,5.31,8.75,0.0,0.0,0.0,3.27,0.0,0.0,0.69,1.77,9.77,0.0
hsa-miR-128-1-5p,4.92,3.24,1.78,3.46,4.74,1.28,1.13,4.18,1.06,0.0,2.15,1.53,0.0,2.62,0.0,2.77,0.0,9.2,1.72,1.94
hsa-miR-128-3p,9618.33,6914.07,4522.74,6616.57,17446.63,9020.26,3712.83,11070.63,6768.99,5272.58,10765.18,5899.42,3433.59,3790.36,3254.51,6780.46,8004.73,17653.05,3099.75,2967.27
hsa-miR-1283,0.0,0.0,10.08,0.0,0.0,0.0,0.0,3.14,0.0,15.12,0.0,0.0,7.2,1.31,3.93,0.0,0.0,1.06,0.0,0.0
hsa-miR-1284,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,9.53,9.71,10.08,0.58,5.69,13.45,0.0,8.37,11.69,10.34,1.29,1.15,4.32,3.93,3.93,3.56,2.08,8.84,5.75,3.23
hsa-miR-1285-5p,5.23,1.08,7.71,1.73,4.27,2.56,1.7,0.0,2.66,0.8,3.43,18.37,11.52,7.85,11.31,35.19,34.04,14.86,11.49,4.52
hsa-miR-1287-5p,2.46,5.94,2.96,7.49,2.84,4.48,0.0,15.69,5.85,8.75,0.86,6.51,0.0,9.16,10.82,14.23,3.47,3.18,2.87,0.0
hsa-miR-1288-3p,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,3.27,1.48,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-1-3p,47.97,29.68,23.13,39.19,73.46,30.73,11.31,54.4,13.29,26.26,65.69,36.36,28.79,19.63,19.18,26.49,27.09,98.33,16.66,8.4
hsa-miR-129-2-3p,97.17,55.58,52.78,55.91,165.4,55.7,42.97,87.35,39.86,53.31,88.01,70.81,35.51,31.4,39.35,68.41,74.32,140.77,18.96,21.96
hsa-miR-129-5p,819.77,443.56,278.71,487.02,1541.25,693.42,228.41,842.09,467.1,332.62,980.14,470.82,209.2,290.46,209.52,496.24,598.76,1724.6,214.31,207.98
hsa-miR-1290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.17,0.0,0.0,0.0
hsa-miR-1291,1.54,2.7,0.0,2.88,7.11,1.28,3.96,4.18,1.59,5.57,4.72,2.68,3.84,2.62,0.98,0.4,0.69,7.43,0.0,0.0
hsa-miR-1292-5p,4.3,3.78,0.0,1.73,4.27,3.84,3.39,1.05,6.38,1.59,3.43,0.0,2.4,4.58,1.48,3.56,3.47,2.48,0.0,0.65
hsa-miR-1293,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,3.38,5.94,1.78,5.19,9.95,3.2,5.65,10.46,1.06,27.06,1.72,0.38,0.0,0.65,0.98,7.91,0.0,0.0,0.57,0.0
hsa-miR-1296-3p,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,27.67,9.17,9.49,8.07,52.13,8.32,5.09,21.97,6.91,15.12,38.21,10.34,7.68,9.16,8.85,12.26,18.06,61.9,8.04,2.58
hsa-miR-1297,0.0,0.54,0.0,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
hsa-miR-1298-3p,2.46,0.0,0.0,0.0,1.42,0.64,0.0,1.57,1.06,2.39,6.44,0.0,3.36,0.0,0.49,1.58,6.25,0.0,0.0,1.94
hsa-miR-1298-5p,10.15,9.17,4.15,25.36,7.58,33.29,5.65,7.32,5.31,16.71,15.03,18.37,20.15,46.45,15.74,11.07,20.14,21.58,18.96,9.69
hsa-miR-1299,2.77,3.24,0.0,0.0,4.27,0.0,0.0,1.05,3.72,0.8,3.43,0.0,0.0,0.0,0.49,0.0,0.0,3.89,7.47,0.65
hsa-miR-1301-3p,73.8,63.13,79.46,40.92,111.38,80.68,48.62,78.46,55.27,31.83,77.71,46.32,33.11,24.2,38.86,65.64,48.62,117.43,39.07,28.42
hsa-miR-1303,0.0,3.24,6.52,0.0,0.95,5.12,4.52,6.28,3.19,0.0,0.86,3.45,3.36,5.89,0.98,1.58,9.03,0.0,4.02,1.29
hsa-miR-1304-3p,0.0,4.32,1.19,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.69,0.0,0.0,1.29
hsa-miR-1304-5p,6.46,4.32,18.38,12.1,0.47,5.12,6.22,2.09,3.72,6.37,2.15,0.0,4.8,0.0,0.49,3.16,9.72,6.01,0.0,0.0
hsa-miR-1306-3p,4.92,3.78,2.96,9.22,2.84,5.12,0.0,1.05,0.0,10.34,2.58,0.0,0.48,3.27,4.92,0.0,2.08,3.18,0.0,0.0
hsa-miR-1306-5p,2.46,0.0,0.0,0.0,2.84,2.56,1.13,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,1.19,2.78,2.12,0.0,1.29
hsa-miR-1307-3p,225.08,342.65,297.09,327.95,479.63,321.42,302.48,256.29,317.25,398.67,346.46,342.21,252.87,232.89,301.01,320.68,300.77,490.57,324.05,155.66
hsa-miR-1307-5p,3.07,4.86,7.12,6.92,2.37,3.2,7.35,6.8,13.29,3.98,0.43,4.98,16.31,10.47,2.46,1.98,2.78,7.07,10.34,1.94
