miRNA,GSM2837756,GSM2837757,GSM2837760,GSM2837761,GSM2837764,GSM2837765,GSM2837768,GSM2837769,GSM2837772,GSM2837773,GSM2837776,GSM2837777
hsa-miR-342-5p,0.0,0.0,0.0,0.0,4.16,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-345-5p,14.49,51.9,26.38,89.4,11.1,39.24,18.14,34.11,0.0,3.6,16.24,7.17
hsa-miR-34a-3p,0.11,0.0,0.08,0.0,0.0,3.02,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-34a-5p,50.95,13.21,15.73,10.06,11.1,42.25,23.81,11.37,24.76,3.6,24.36,6.33
hsa-miR-34b-3p,0.0,0.0,0.0,0.0,9.71,21.13,13.6,2.27,0.0,5.4,14.89,12.23
hsa-miR-34b-5p,0.06,0.0,0.0,0.0,1.39,3.02,2.27,2.27,0.0,0.0,1.35,0.42
hsa-miR-34c-3p,0.11,0.47,0.0,0.0,0.0,3.02,1.13,0.0,0.0,0.0,1.35,1.27
hsa-miR-34c-5p,1.71,3.77,1.72,2.96,183.17,398.39,293.64,320.64,24.76,16.19,244.93,123.14
hsa-miR-3605-3p,0.11,2.36,0.0,1.18,2.78,0.0,0.0,0.0,0.0,0.0,0.0,1.27
hsa-miR-3605-5p,0.34,0.0,0.33,0.0,0.0,9.05,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3609,0.34,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-361-3p,9.76,29.25,3.6,14.8,16.65,63.38,11.34,29.56,0.0,8.99,31.12,29.1
hsa-miR-361-5p,21.05,40.58,26.79,56.84,22.2,99.6,24.94,22.74,24.76,10.79,10.83,11.81
hsa-miR-3611,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3613-3p,0.97,0.47,0.57,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3613-5p,1.14,0.94,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-3614-3p,0.06,6.13,0.08,2.96,0.0,0.0,0.0,0.0,0.0,1.8,0.0,8.01
hsa-miR-3614-5p,0.34,19.34,0.25,7.1,1.39,0.0,1.13,25.01,0.0,16.19,1.35,26.99
hsa-miR-3615,8.39,38.22,5.08,21.91,2.78,12.07,0.0,11.37,0.0,10.79,0.0,8.01
hsa-miR-3617-5p,0.23,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-362-3p,2.05,0.47,0.74,0.0,0.0,3.02,1.13,6.82,0.0,1.8,1.35,2.53
hsa-miR-362-5p,1.37,0.94,0.98,1.78,2.78,3.02,2.27,4.55,0.0,0.0,4.06,2.95
hsa-miR-3620-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-363-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-3646,0.06,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-3648,0.4,3.3,0.25,5.33,0.0,0.0,1.13,0.0,0.0,3.6,0.0,0.84
hsa-miR-3651,0.4,0.94,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3654,0.06,0.94,0.16,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-3657,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3659,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365a-3p,6.05,0.0,4.1,8.29,15.26,12.07,2.27,15.92,0.0,0.0,1.35,5.9
hsa-miR-365a-5p,0.91,1.42,0.16,0.0,0.0,0.0,2.27,0.0,0.0,0.0,1.35,0.42
hsa-miR-365b-3p,2.51,8.49,0.82,0.0,0.0,45.27,6.8,0.0,0.0,1.8,2.71,0.0
hsa-miR-365b-5p,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,1.8,1.35,0.0
hsa-miR-3661,0.29,0.0,0.08,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-3664-5p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-3665,0.91,8.49,1.88,2.37,2.78,3.02,1.13,9.1,0.0,1.8,1.35,13.07
hsa-miR-3677-3p,0.51,1.89,0.41,1.78,0.0,0.0,2.27,2.27,0.0,0.0,0.0,0.0
hsa-miR-3677-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3679-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3681-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-3684,0.17,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3685,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3688-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27
hsa-miR-369-3p,0.11,0.94,0.08,0.0,1.39,12.07,2.27,11.37,0.0,1.8,1.35,2.11
hsa-miR-369-5p,0.0,0.47,0.0,0.0,2.78,6.04,4.53,2.27,0.0,3.6,2.71,0.84
hsa-miR-3691-5p,0.06,0.94,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-370-3p,0.17,0.0,0.08,0.0,0.0,0.0,0.0,2.27,0.0,0.0,2.71,0.0
hsa-miR-370-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-371a-5p,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-374a-3p,18.72,56.62,13.52,36.71,11.1,51.31,10.2,20.47,0.0,5.4,5.41,17.29
hsa-miR-374a-5p,19.91,31.14,11.55,18.35,2.78,18.11,5.67,15.92,24.76,0.0,10.83,8.43
hsa-miR-374b-3p,1.31,2.83,0.74,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-374b-5p,15.12,16.99,10.08,6.51,2.78,0.0,6.8,11.37,0.0,7.19,1.35,1.69
hsa-miR-374c-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-375-3p,3.48,12.27,1.47,4.14,36.08,108.65,24.94,43.21,99.03,10.79,27.06,28.25
hsa-miR-375-5p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376a-5p,0.11,0.47,0.0,0.0,1.39,3.02,2.27,0.0,0.0,0.0,0.0,1.27
hsa-miR-376b-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376c-3p,0.06,0.0,0.0,0.59,0.0,3.02,0.0,2.27,0.0,0.0,0.0,0.42
hsa-miR-377-3p,0.0,0.0,0.0,0.0,0.0,6.04,1.13,0.0,0.0,0.0,0.0,0.84
hsa-miR-377-5p,0.06,0.0,0.16,0.0,1.39,3.02,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-378a-3p,1244.33,2120.3,784.62,3884.94,217.86,992.96,336.72,1089.27,767.5,165.45,190.8,179.22
hsa-miR-378a-5p,8.33,3.77,3.19,2.96,0.0,0.0,0.0,0.0,0.0,1.8,1.35,0.0
hsa-miR-378b,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378c,3.25,2.36,50.38,2.37,1.39,9.05,9.07,0.0,0.0,14.39,0.0,0.42
hsa-miR-378d,984.09,24.06,7.78,112.49,13.88,6.04,36.28,25.01,99.03,5.4,73.07,0.42
hsa-miR-378e,1.71,112.29,287.21,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95
hsa-miR-378f,0.46,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378h,0.29,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378i,0.34,0.0,1.31,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-379-3p,0.0,0.94,0.0,0.0,2.78,12.07,0.0,4.55,0.0,0.0,0.0,1.69
hsa-miR-379-5p,0.06,0.47,0.0,0.0,1.39,0.0,2.27,0.0,49.52,0.0,16.24,0.0
hsa-miR-380-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-381-3p,1.88,8.96,0.33,2.96,40.24,114.69,26.08,45.48,24.76,14.39,18.95,24.88
hsa-miR-382-3p,0.06,0.0,0.0,0.0,0.0,0.0,1.13,6.82,0.0,0.0,2.71,0.42
hsa-miR-382-5p,0.0,0.0,0.0,0.0,0.0,6.04,3.4,0.0,0.0,0.0,2.71,0.42
hsa-miR-3909,0.4,0.94,0.57,1.78,6.94,0.0,0.0,9.1,0.0,0.0,2.71,1.27
hsa-miR-3911,0.0,0.0,0.08,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3912-3p,0.17,0.0,0.08,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3913-5p,0.0,0.0,0.08,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3916,0.0,0.0,0.0,0.59,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3918,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3922-3p,0.23,0.47,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-3927-3p,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3928-3p,0.06,0.0,0.08,1.78,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-3929,0.46,1.42,0.25,0.59,9.71,6.04,3.4,0.0,0.0,0.0,5.41,6.33
hsa-miR-3934-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3934-5p,1.08,4.25,0.25,4.74,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.42
hsa-miR-3935,0.74,1.89,0.25,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3936,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3940-3p,0.4,0.94,0.25,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.42
hsa-miR-3940-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3942-3p,0.06,0.0,0.16,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3942-5p,0.4,1.42,0.16,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-3944-3p,0.06,0.47,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3944-5p,0.0,0.47,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-3960,2.11,14.63,2.38,8.29,1.39,9.05,0.0,6.82,0.0,12.59,1.35,17.71
hsa-miR-409-3p,1.6,6.13,0.66,2.37,54.12,114.69,38.55,70.5,0.0,10.79,40.6,9.7
hsa-miR-409-5p,0.06,0.0,0.0,0.0,0.0,3.02,4.53,2.27,0.0,0.0,4.06,0.42
hsa-miR-410-3p,0.8,6.13,0.25,0.59,33.3,105.63,39.68,113.7,24.76,5.4,35.18,32.47
hsa-miR-410-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-411-3p,0.0,0.47,0.0,0.0,4.16,0.0,3.4,0.0,0.0,0.0,1.35,2.53
hsa-miR-411-5p,2.45,29.25,0.74,2.37,174.84,392.36,179.13,284.26,74.27,53.95,138.03,101.63
hsa-miR-421,10.44,62.28,18.51,43.22,6.94,30.18,11.34,13.64,24.76,7.19,9.47,10.54
hsa-miR-423-3p,104.36,162.3,227.74,1090.53,227.57,591.55,38.55,47.75,24.76,44.96,41.95,61.99
hsa-miR-423-5p,28.02,0.47,90.52,40.26,678.56,1225.36,62.36,106.88,173.31,221.2,220.58,32.05
hsa-miR-424-3p,1.31,5.66,1.97,11.84,63.83,138.83,28.34,88.69,24.76,28.77,28.42,42.17
hsa-miR-424-5p,5.36,3.77,4.1,2.37,16.65,120.73,13.6,36.38,0.0,1.8,8.12,5.48
hsa-miR-425-3p,3.02,2.83,1.56,2.37,0.0,12.07,3.4,6.82,0.0,5.4,1.35,3.8
hsa-miR-425-5p,39.31,192.5,43.09,127.29,101.3,244.47,60.09,120.52,74.27,41.36,29.77,70.84
hsa-miR-4258,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4265,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4286,11.64,10.38,2.54,2.37,2.78,0.0,18.14,4.55,0.0,1.8,6.77,9.28
hsa-miR-4288,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-429,118.17,251.0,95.52,238.0,126.28,377.27,65.76,247.87,74.27,77.33,136.68,183.02
hsa-miR-4301,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-431-3p,0.06,0.0,0.0,0.0,4.16,6.04,1.13,2.27,0.0,0.0,0.0,1.27
hsa-miR-431-5p,0.17,1.42,0.0,0.0,1.39,15.09,10.2,13.64,0.0,1.8,5.41,6.75
hsa-miR-4313,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-432-5p,0.23,0.94,0.0,1.18,1.39,9.05,0.0,0.0,0.0,0.0,1.35,2.11
hsa-miR-4324,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.42
hsa-miR-4326,1.2,2.83,0.33,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-433-3p,0.06,0.47,0.0,0.0,4.16,6.04,1.13,2.27,0.0,0.0,6.77,2.53
hsa-miR-4424,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4425,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-4426,0.06,0.94,0.0,1.18,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.27
hsa-miR-4435,0.17,1.89,0.49,1.78,1.39,3.02,1.13,2.27,0.0,0.0,0.0,0.0
hsa-miR-4436b-5p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4443,0.06,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4444,0.0,1.42,0.08,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4446-3p,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4448,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-4449,1.43,0.47,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-4454,0.17,0.47,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95
hsa-miR-4455,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4466,0.17,0.0,0.0,0.0,0.0,0.0,1.13,2.27,0.0,0.0,0.0,0.42
hsa-miR-4472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-4474-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4477b,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4479,0.06,0.47,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4482-3p,0.06,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4485-3p,0.68,0.94,0.82,0.59,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.42
hsa-miR-4485-5p,0.06,0.0,0.0,0.0,0.0,0.0,2.27,0.0,24.76,0.0,0.0,0.0
hsa-miR-4488,0.86,0.94,0.74,1.18,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.42
hsa-miR-4492,0.17,0.47,0.0,0.0,4.16,0.0,4.53,2.27,0.0,1.8,0.0,1.27
hsa-miR-4497,0.29,7.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06
hsa-miR-4498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-449a,0.17,0.0,0.08,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-449b-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-449c-5p,0.34,1.42,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4503,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4504,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4508,0.63,50.01,0.16,14.21,2.78,15.09,0.0,40.93,0.0,89.92,5.41,135.36
hsa-miR-450a-2-3p,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-450a-5p,0.4,4.25,0.66,2.37,4.16,6.04,1.13,9.1,0.0,1.8,5.41,6.75
hsa-miR-450b-5p,2.23,4.72,1.47,9.47,8.33,30.18,2.27,22.74,0.0,8.99,1.35,5.48
hsa-miR-4511,0.0,0.47,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4512,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4516,2.62,1.42,2.87,4.14,4.16,3.02,18.14,9.1,24.76,7.19,13.53,2.11
hsa-miR-451a,0.17,41.05,0.08,1.18,0.0,9.05,0.0,0.0,0.0,1.8,0.0,5.06
hsa-miR-452-3p,2.57,8.96,4.01,7.7,0.0,18.11,3.4,4.55,0.0,0.0,1.35,5.9
hsa-miR-452-5p,8.44,14.63,5.82,15.98,1.39,3.02,4.53,11.37,0.0,1.8,2.71,2.95
hsa-miR-4521,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4523,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-454-3p,29.56,58.03,18.68,33.75,4.16,12.07,7.94,13.64,0.0,3.6,9.47,5.06
hsa-miR-454-5p,0.74,15.1,2.05,13.62,2.78,0.0,2.27,6.82,0.0,0.0,2.71,1.27
hsa-miR-455-3p,12.61,2.36,6.47,5.33,4.16,3.02,3.4,2.27,49.52,1.8,0.0,0.0
hsa-miR-455-5p,20.03,21.23,18.19,44.4,22.2,72.44,17.01,27.29,0.0,7.19,10.83,8.86
hsa-miR-4636,0.17,0.94,0.66,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4638-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4640-3p,0.34,1.42,0.0,0.0,0.0,3.02,3.4,0.0,0.0,0.0,0.0,0.42
hsa-miR-4640-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4642,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-4645-3p,0.0,0.47,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4647,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-4654,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4658,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4659a-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-466,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4660,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4661-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-4661-5p,0.0,0.47,0.08,0.0,1.39,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-4662a-5p,0.0,0.0,0.0,0.0,4.16,9.05,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4664-3p,0.29,0.47,0.16,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.42
hsa-miR-4666a-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4666a-5p,0.0,0.0,0.0,1.18,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-4667-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4671-3p,0.06,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4671-5p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4672,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4673,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4676-3p,0.06,0.0,0.08,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4676-5p,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4677-3p,1.26,4.25,0.41,1.18,0.0,9.05,1.13,2.27,0.0,1.8,0.0,0.84
hsa-miR-4677-5p,0.29,0.94,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4680-3p,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4680-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4683,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4687-5p,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4688,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4690-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4690-5p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4697-3p,0.06,1.42,0.25,1.18,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.69
hsa-miR-4697-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4700-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.42
hsa-miR-4700-5p,0.0,0.94,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95
hsa-miR-4705,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4707-3p,0.17,0.47,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4707-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-4708-3p,0.06,0.94,0.0,0.59,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-4709-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
hsa-miR-4709-5p,0.06,0.47,0.16,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
hsa-miR-4710,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4714-3p,0.06,0.47,0.08,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4717-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-4720-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-4720-5p,0.0,1.42,0.08,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,2.11
hsa-miR-4721,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4724-5p,0.06,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0
hsa-miR-4728-3p,0.06,0.0,0.25,0.0,0.0,3.02,0.0,2.27,0.0,0.0,0.0,0.42
hsa-miR-4738-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4741,0.0,0.94,0.08,1.18,0.0,0.0,0.0,2.27,0.0,0.0,0.0,1.69
hsa-miR-4742-3p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-4745-3p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4745-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-4746-5p,0.8,1.42,1.23,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4748,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4755-3p,0.06,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4755-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4757-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
