miRNA,GSM6579196,GSM6579195,GSM6579194,GSM6579193,GSM6579192,GSM6579191,GSM6579190,GSM6579189,GSM6579188,GSM6579187,GSM6579186,GSM6579185,GSM6579184,GSM6579183,GSM6579182,GSM6579181,GSM6579180,GSM6579179,GSM6579178,GSM6579177,GSM6579176
hsa-miR-155-5p,0.81,1126.03,0.0,2.5,32.43,2.84,0.0,1072.13,0.0,1211.37,0.0,0.7,0.42,0.0,0.0,0.0,0.61,0.0,9.37,0.0,0.0
hsa-miR-15a-3p,0.0,0.0,0.0,7.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,12.95,371.29,92.1,205.58,136.22,613.97,106.32,247.46,110.99,251.81,26.42,138.33,237.79,75.05,52.79,150.35,227.9,151.19,98.42,52.99,50.09
hsa-miR-15b-3p,9.72,30.8,0.0,0.0,0.0,11.35,0.0,28.67,0.0,24.3,0.0,11.12,8.01,0.0,0.0,0.0,0.61,0.65,0.0,0.0,0.0
hsa-miR-15b-5p,15.38,420.46,0.0,5.5,0.0,4.06,12.63,466.56,0.51,419.61,0.0,0.0,12.65,0.0,0.0,0.0,1.23,3.89,0.0,0.0,11.13
hsa-miR-16-1-3p,0.0,0.0,0.0,15.51,0.0,1.62,5.98,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,0.0,23.45,0.0,0.0,0.0,0.0,0.0,23.06,0.0,26.11,0.0,0.0,0.0,0.0,0.0,1.6,0.61,0.0,0.0,0.0,0.0
hsa-miR-16-5p,12287.51,192057.51,8274.46,15451.89,13045.73,17394.72,8038.33,137570.78,5349.8,108171.88,5500.76,13110.0,7432.22,4461.4,3855.45,17330.66,20264.85,9247.2,4389.58,3297.9,3159.53
hsa-miR-17-3p,0.0,10.17,0.0,0.0,0.0,0.0,0.0,4.99,0.0,31.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0
hsa-miR-17-5p,0.0,66.4,0.0,0.5,0.0,0.41,0.0,69.5,0.0,281.78,0.0,0.0,0.84,0.0,0.82,0.8,1.23,3.89,8.7,0.0,0.62
hsa-miR-181a-2-3p,0.0,94.94,0.0,0.0,0.0,0.41,0.0,82.9,0.0,137.14,0.0,9.04,0.0,0.0,17.32,15.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-181a-3p,0.0,37.02,0.0,0.0,0.0,0.0,0.0,33.66,0.0,119.43,0.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181a-5p,1.62,1957.62,0.82,2.5,4.05,10.95,1.99,1628.13,0.51,2087.37,1.17,2.78,3.37,7.15,13.2,32.79,18.43,7.14,4.69,19.66,4.95
hsa-miR-181b-2-3p,14.57,0.0,0.0,4.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,180.54,193.84,141.82,337.13,158.93,547.06,239.88,164.56,253.33,243.18,179.09,235.65,162.32,300.9,263.13,505.44,531.36,446.43,319.38,370.04,363.63
hsa-miR-181c-3p,0.0,7.06,0.0,0.0,0.0,0.0,0.0,3.74,0.0,9.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181c-5p,0.0,10.17,0.0,0.0,0.0,0.0,0.0,19.01,0.0,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,0.0,11.87,0.0,5.5,0.0,30.82,5.98,13.71,14.9,7.95,32.88,0.0,11.38,0.0,0.0,0.0,8.6,21.41,6.7,0.0,8.04
hsa-miR-182-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-5p,63.96,1227.75,39.12,33.51,94.87,106.25,59.14,416.7,6.68,406.67,98.65,114.0,116.79,235.86,37.94,80.78,133.92,120.69,105.79,17.09,205.94
hsa-miR-1827,1.62,0.0,0.0,0.0,0.0,0.41,0.0,0.62,0.0,0.0,0.59,0.0,0.42,0.0,0.0,1.6,0.61,0.0,0.0,0.0,0.62
hsa-miR-183-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79,0.0,0.0,0.0
hsa-miR-183-5p,14.57,465.95,0.0,0.0,8.11,3.24,0.0,127.16,0.0,151.22,0.0,11.12,0.0,0.71,0.0,0.0,23.96,0.0,4.02,0.0,10.51
hsa-miR-184,0.0,144.96,0.82,0.0,0.0,0.0,0.0,2.18,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1843,0.0,10.45,0.0,0.5,13.78,18.25,0.0,19.95,0.0,30.88,7.63,10.43,0.0,0.0,0.0,0.0,11.06,0.0,18.75,0.0,6.8
hsa-miR-185-3p,8.1,5.37,0.0,7.5,0.81,11.76,7.97,0.62,3.6,15.67,0.0,0.0,4.22,0.0,0.0,27.99,0.0,0.0,0.0,0.0,0.0
hsa-miR-185-5p,17.0,864.37,4.89,22.51,3.24,25.55,12.63,837.75,17.99,777.0,0.0,22.24,4.64,15.72,0.82,14.4,36.86,3.89,12.72,2.56,0.0
hsa-miR-186-3p,0.0,1.7,0.0,0.0,0.0,6.08,0.0,0.0,0.0,2.95,0.0,0.0,8.01,0.0,9.9,0.8,0.0,3.89,0.0,0.0,0.0
hsa-miR-186-5p,0.81,362.25,0.0,31.01,0.81,14.19,0.0,197.91,0.0,322.88,0.59,0.0,18.97,11.44,28.87,0.0,15.36,4.54,21.43,12.82,0.0
hsa-miR-18a-3p,8.1,27.41,0.0,18.01,0.0,45.42,29.24,10.91,17.47,6.58,0.0,10.43,21.5,27.87,34.64,30.39,12.29,9.08,11.38,0.0,0.0
hsa-miR-18a-5p,0.0,31.36,0.0,0.0,0.0,18.65,0.0,33.04,5.14,82.88,0.0,9.73,1.26,0.0,0.0,0.0,0.0,1.3,0.67,0.0,0.62
hsa-miR-18b-3p,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18b-5p,0.0,3.96,0.0,0.0,0.0,0.0,0.0,9.04,0.0,8.4,0.59,0.7,0.42,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,0.0,7.06,11.41,30.01,0.81,15.0,0.0,15.89,9.25,21.8,0.0,0.0,10.96,0.0,0.0,20.79,18.43,12.33,0.0,0.0,3.71
hsa-miR-190a-5p,0.81,598.76,0.0,0.0,0.0,0.0,0.0,336.29,0.0,239.1,0.0,0.7,0.0,0.0,0.0,0.8,0.61,0.0,0.0,0.0,0.0
hsa-miR-190b-5p,0.0,7.63,0.0,0.0,0.0,1.22,0.0,11.22,0.0,17.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-3p,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,17.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,26.72,2823.12,29.34,39.52,26.76,233.58,37.88,3417.09,45.73,7900.59,8.22,61.17,52.28,12.15,47.84,70.38,86.0,55.8,38.83,8.55,3.09
hsa-miR-1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-3p,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,3.24,2668.56,0.0,6.5,2.43,4.46,27.24,434.77,19.53,448.67,0.0,38.93,0.42,65.04,0.82,19.19,1.84,1.3,0.0,3.42,47.0
hsa-miR-193a-5p,0.0,16.67,0.0,0.0,0.0,0.0,0.66,15.89,0.0,14.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0
hsa-miR-193b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-193b-5p,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0
hsa-miR-194-5p,395.09,543.38,139.37,225.09,563.54,330.51,2044.64,100.98,269.78,86.28,110.98,370.5,88.54,1158.59,139.4,594.22,476.08,399.06,137.26,809.31,5171.88
hsa-miR-195-3p,0.0,0.28,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-195-5p,55.05,50.01,60.31,134.05,62.44,50.29,146.85,40.52,29.8,75.84,46.97,118.87,67.04,189.41,59.39,48.78,152.34,73.32,139.94,36.75,69.88
hsa-miR-196a-3p,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-5p,0.0,18.08,0.0,9.5,0.81,1.22,0.0,9.66,0.0,17.94,0.0,10.43,9.28,62.18,4.95,0.0,23.34,8.44,9.37,0.0,1475.56
hsa-miR-196b-5p,15.38,56.8,38.31,79.53,51.89,259.13,91.7,71.06,49.33,47.0,9.98,94.54,97.39,69.33,94.86,276.71,211.32,197.91,101.77,103.41,102.04
hsa-miR-197-3p,0.0,145.8,0.0,3.0,13.78,1.22,0.0,82.28,4.11,205.26,0.0,0.0,0.0,0.0,9.07,8.8,0.61,0.65,0.0,0.0,0.0
hsa-miR-197-5p,0.0,3.11,0.0,0.0,0.0,0.41,0.0,1.87,0.0,0.0,0.0,12.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1976,0.0,12.72,0.0,0.0,0.0,0.0,0.0,2.18,0.0,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,12.95,2117.55,3.26,72.53,11.35,197.09,106.32,2673.77,47.28,6786.17,14.68,28.5,65.35,27.16,19.8,131.96,113.64,62.29,59.59,25.64,24.74
hsa-miR-199a-5p,0.0,55.1,0.0,0.0,0.0,0.0,0.0,54.85,0.0,101.95,0.0,0.0,0.84,0.0,0.0,0.8,0.0,1.3,0.0,0.0,0.62
hsa-miR-199b-3p,0.0,1065.28,29.34,8.0,0.81,36.09,11.96,1362.28,17.47,347.86,10.57,55.61,44.27,44.31,4.12,9.6,0.0,57.1,13.39,14.53,0.0
hsa-miR-199b-5p,0.0,16.67,0.0,0.0,0.0,0.0,0.0,13.4,0.0,30.43,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19a-3p,10.52,49.45,0.0,18.51,8.92,23.12,0.0,38.02,0.51,68.12,0.0,16.68,5.48,8.58,0.0,0.0,6.76,2.6,0.0,0.0,6.8
hsa-miR-19a-5p,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,0.81,170.1,10.6,23.51,9.73,10.54,0.0,148.04,10.28,164.85,0.0,0.0,8.43,8.58,0.0,0.8,6.14,0.0,10.71,0.0,0.62
hsa-miR-200a-3p,0.0,934.73,0.0,0.0,798.69,17.84,120.27,182.01,0.0,109.44,0.0,116.09,0.0,0.0,0.82,1046.88,103.2,244.63,340.13,11.96,263.45
hsa-miR-200a-5p,0.0,5.09,0.0,0.0,7.3,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.87,0.0,0.0,0.0,0.0,0.67,0.0,0.0
hsa-miR-200b-3p,0.0,209.38,26.9,0.0,64.87,0.41,0.0,65.76,0.0,24.75,7.63,0.0,0.0,0.71,14.02,17.59,7.99,0.0,24.77,6.84,18.55
hsa-miR-200b-5p,0.0,9.04,0.0,1.5,0.0,0.41,0.0,0.0,0.0,5.45,0.0,0.0,0.0,8.58,0.0,15.2,0.0,5.84,0.0,14.53,66.17
hsa-miR-200c-3p,478.48,466.23,215.99,73.53,913.01,113.14,148.85,55.16,154.16,59.04,421.01,202.28,136.6,1220.77,427.28,894.12,434.3,428.91,462.66,967.41,10344.37
hsa-miR-200c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,6.32,10.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-202-3p,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203a-3p,0.0,5100.6,0.0,0.0,0.0,0.0,0.0,883.26,0.0,768.15,0.0,0.0,6.32,11.44,0.0,0.0,0.0,0.0,0.67,0.85,0.0
hsa-miR-204-5p,0.0,39.84,0.0,0.0,0.0,0.0,0.0,11.53,0.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8
hsa-miR-205-5p,0.0,687.48,0.0,0.0,0.0,0.0,0.0,78.54,0.0,123.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2053,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-206,11.33,0.0,20.38,0.0,0.0,2.43,0.0,7.48,8.74,0.0,0.0,0.0,0.0,0.0,11.55,2.4,11.67,7.14,20.76,11.11,8.66
hsa-miR-20a-3p,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.58,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,16.19,562.02,1.63,3.0,14.6,8.11,2.66,488.07,3.6,674.6,0.0,1.39,2.95,0.0,1.65,24.79,14.13,6.49,6.03,1.71,1.24
hsa-miR-20b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20b-5p,0.0,122.92,0.0,0.5,0.0,0.0,0.66,112.82,0.0,82.65,0.0,0.0,0.0,0.71,0.0,0.0,1.23,0.0,0.0,0.0,0.0
hsa-miR-21-3p,0.0,7.35,0.0,0.0,0.0,0.0,0.0,1.25,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-21-5p,68.82,16966.7,61.94,190.07,160.55,491.5,146.85,14065.72,146.45,18223.01,52.26,98.01,143.35,220.85,45.37,57.58,155.42,91.49,43.52,62.39,298.7
hsa-miR-210-3p,0.0,7.35,0.0,0.0,0.0,0.0,0.0,10.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-211-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0
hsa-miR-2110,0.0,11.3,0.0,0.0,0.0,0.0,0.0,5.92,6.17,7.49,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0
hsa-miR-2115-3p,0.0,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,8.92,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0
hsa-miR-212-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-214-3p,0.0,3.96,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-214-5p,0.0,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-3p,0.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,9.72,497.03,0.0,0.5,9.73,3.65,11.3,0.0,0.0,1.82,0.0,6.95,0.42,3.57,0.0,0.0,0.0,0.0,8.7,0.85,23.5
hsa-miR-216a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-217-5p,0.0,0.0,0.0,0.0,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.59,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-1-3p,0.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-5p,0.0,18.08,0.0,0.0,0.0,3.24,7.97,4.36,0.0,8.17,0.0,0.0,0.0,0.0,0.0,0.0,3.69,6.49,5.36,0.0,4.95
hsa-miR-219a-5p,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,0.0,381.75,39.94,14.01,13.78,10.54,0.0,290.78,8.22,432.32,7.05,0.0,17.29,0.0,0.0,16.0,2.46,35.69,28.12,15.38,0.0
hsa-miR-22-5p,0.0,6.78,0.0,0.0,0.0,0.0,7.97,5.92,0.0,15.21,0.0,0.0,0.0,0.0,0.0,0.0,12.29,0.0,0.0,0.0,0.0
hsa-miR-221-3p,15.38,948.86,0.0,86.53,17.84,52.72,75.75,1109.21,118.19,1575.12,19.38,54.22,127.75,24.3,1.65,117.56,29.49,45.42,49.55,21.37,72.97
hsa-miR-221-5p,0.0,44.36,0.0,0.0,0.0,2.03,0.0,57.97,0.0,135.33,0.0,0.0,7.59,0.0,0.0,0.0,0.0,0.0,7.37,0.0,0.0
hsa-miR-222-3p,18.62,220.68,0.0,69.53,38.92,48.26,28.57,222.22,17.47,288.82,22.9,22.24,22.35,62.18,42.89,20.79,33.79,18.17,77.67,0.85,110.7
hsa-miR-222-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-3p,1796.53,6860.43,2088.18,6181.86,3318.8,19167.28,3850.72,4799.63,7270.61,10292.22,1876.65,4332.69,8754.82,1975.54,4535.15,17187.51,13898.95,14145.6,8223.43,5353.21,3800.83
hsa-miR-223-5p,201.59,168.13,153.23,146.56,189.74,1520.73,419.29,112.82,429.59,296.77,147.97,304.46,640.01,134.37,171.57,653.4,503.1,485.36,319.38,245.27,100.18
hsa-miR-224-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-224-5p,0.0,121.5,0.0,2.0,0.0,2.03,11.3,220.97,2.57,215.03,0.59,0.0,2.11,0.71,0.0,4.0,1.84,0.65,4.69,0.0,0.62
hsa-miR-2277-3p,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2278,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2355-3p,10.52,0.0,0.0,47.02,24.33,153.7,50.5,8.41,29.29,7.04,0.0,23.63,35.84,0.0,37.94,31.99,15.36,25.31,11.38,8.55,15.46
hsa-miR-23a-3p,980.44,1917.21,1102.77,3803.95,1547.1,7787.35,3017.45,1270.97,2741.45,3429.3,1536.67,2417.63,4385.63,1321.55,1454.25,4970.47,5863.41,3702.51,3307.58,2977.43,2033.99
hsa-miR-23a-5p,0.0,2.26,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23b-3p,0.0,744.56,0.0,0.0,0.0,3.24,1.33,228.76,23.64,623.96,18.2,0.0,9.7,0.0,0.0,1.6,0.0,11.03,0.0,0.85,0.0
hsa-miR-23b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-3p,0.0,42.38,7.34,15.51,16.22,22.3,9.3,391.14,0.51,40.87,1.17,11.12,9.28,10.72,0.0,0.0,11.67,8.44,6.7,0.0,9.89
hsa-miR-25-3p,32.38,4708.69,19.56,29.01,41.35,63.67,28.57,2871.67,12.85,3050.57,23.49,8.34,30.78,4.29,4.12,26.39,49.76,38.93,6.7,4.27,22.26
hsa-miR-25-5p,0.0,24.3,0.0,0.0,0.0,0.0,0.0,10.28,0.0,12.03,0.0,11.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-1-3p,0.0,0.28,0.0,0.0,0.0,0.0,0.0,2.49,0.0,20.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-2-3p,0.0,12.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-5p,106.87,15566.3,83.14,81.03,79.46,513.8,116.95,12190.44,167.0,20827.4,54.02,96.62,218.4,57.89,84.14,140.76,125.93,131.07,50.89,50.42,60.61
hsa-miR-26b-3p,0.0,5.65,0.0,0.0,0.0,1.62,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,9.83,0.0,0.0,0.0,0.0
hsa-miR-26b-5p,11.33,8682.13,5.71,1.0,8.11,35.28,5.98,8078.03,12.33,13890.23,0.0,16.68,17.29,7.86,16.5,9.6,36.24,18.17,24.77,0.0,0.62
hsa-miR-27a-3p,0.0,430.63,0.0,9.5,2.43,10.14,0.66,218.48,0.0,709.11,0.0,11.82,8.01,0.0,0.0,19.19,19.04,0.65,0.0,0.85,0.62
hsa-miR-27a-5p,0.0,47.19,0.0,0.0,0.0,0.0,0.0,16.52,0.0,26.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-27b-3p,12.14,1061.88,6.52,1.5,0.0,16.63,15.28,564.11,8.22,1232.49,0.59,11.82,0.42,11.44,0.0,0.8,2.46,7.79,30.13,6.84,19.17
hsa-miR-27b-5p,0.0,8.19,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-28-3p,101.2,290.2,181.76,624.74,210.01,1153.32,149.51,278.94,186.02,539.72,151.49,199.5,317.9,200.84,118.78,222.33,294.86,173.25,173.41,152.97,246.13
hsa-miR-28-5p,0.0,5.93,0.0,0.0,0.0,2.43,0.0,6.54,0.0,41.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,0.81,1963.27,8.97,15.01,12.97,8.92,13.29,884.19,29.8,1550.83,0.0,28.5,5.9,0.0,0.0,0.8,21.5,0.65,0.0,0.0,5.57
hsa-miR-29a-5p,0.0,2.54,0.0,0.0,0.0,0.0,0.0,6.23,0.0,9.08,0.0,0.0,8.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-1-5p,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-3p,0.0,490.25,0.0,0.5,0.0,4.06,0.0,299.51,0.0,388.05,0.0,0.0,0.0,0.0,0.0,0.0,3.07,15.57,0.67,0.0,9.28
hsa-miR-29c-3p,17.81,1377.23,0.0,3.5,12.16,3.65,5.98,806.28,2.06,1059.47,0.59,31.28,11.38,5.72,21.45,0.0,0.0,1.3,16.74,0.0,0.0
hsa-miR-29c-5p,0.0,13.85,0.0,0.0,0.0,0.0,0.0,5.61,0.0,12.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301a-3p,18.62,37.3,0.0,4.0,16.22,3.65,0.0,31.79,0.0,60.63,0.0,0.0,0.0,0.0,0.0,0.0,7.37,0.0,0.0,0.0,0.0
hsa-miR-301a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,0.0,0.0,17.03,0.0,1.56,0.0,2.5,6.46,0.0,2.95,0.0,0.0,19.99,22.73,5.84,10.71,3.42,9.28
hsa-miR-3065-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0
hsa-miR-3065-5p,0.0,5.09,13.04,27.01,4.87,34.06,0.0,2.8,17.47,0.23,9.98,16.68,0.0,62.9,0.0,0.0,0.0,7.79,0.67,50.42,23.5
hsa-miR-3074-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
