miRNA,SRR14730725,SRR14730726,SRR14730727,SRR14730728,SRR14730729,SRR14730730,SRR14730731,SRR14730732,SRR14730733,SRR14730734,SRR14730735,SRR14730736,SRR14730737,SRR14730738,SRR14730739,SRR14730740
hsa-miR-1225-5p,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.12,0.0,0.0,0.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.29,0.0,0.0,0.0,0.13,0.0,0.0,1.05,0.0,0.31,0.0,0.0,0.42,0.16,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.77,0.0,0.37,0.0,0.0,0.0
hsa-miR-1233-3p,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.13,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.29,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.25,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.15
hsa-miR-1238-3p,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.77,0.0,0.5,0.42,0.0,0.0
hsa-miR-124-3p,14.52,73.67,5.34,4.32,65.36,5.23,0.0,0.0,90.03,843.95,669.83,574.7,74.26,52.06,0.0,0.15
hsa-miR-124-5p,0.0,4.5,0.97,0.0,2.65,0.25,0.0,0.0,5.1,37.35,38.53,16.73,6.69,2.09,0.0,0.0
hsa-miR-1246,1670.78,97.21,49.78,198.4,173.07,106.42,55.87,9.64,107.17,347.04,294.24,307.09,27.77,131.3,28.78,30.98
hsa-miR-1247-5p,0.0,0.0,0.24,0.0,0.63,0.0,0.0,0.0,0.0,0.45,1.07,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.14,0.0,6.25,1.84,2.6,1.12,0.84,0.0,0.15
hsa-miR-1249-3p,0.37,1.31,3.4,1.2,1.9,0.13,0.0,0.14,2.62,19.5,17.8,15.22,0.99,1.67,0.0,0.15
hsa-miR-1249-5p,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
hsa-miR-1250-5p,5.05,42.28,100.4,27.69,10.62,0.64,1.35,0.29,7.59,3.72,3.38,98.57,0.12,2.93,7.56,4.96
hsa-miR-1251-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,3.57,0.0,6.31,0.72,0.13,1.15,0.0,0.14,0.0,0.0,0.15,0.96,1.24,0.0,0.8,0.75
hsa-miR-1255b-5p,22.4,51.0,21.97,8.03,7.33,6.5,3.48,3.02,101.68,2.68,19.19,16.73,11.9,24.25,15.6,31.73
hsa-miR-1256,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-1257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1258,0.12,0.0,0.12,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,43.69,52.89,8.13,13.31,20.1,10.45,9.28,4.89,77.99,7.44,15.2,10.69,6.08,40.35,17.36,12.78
hsa-miR-125a-5p,135.63,86.89,56.57,17.5,96.08,35.3,3.67,6.05,203.75,1182.36,833.91,536.32,227.88,76.73,7.24,16.54
hsa-miR-125b-1-3p,3.32,8.72,0.49,0.96,14.54,1.15,1.35,0.14,12.17,59.08,35.15,37.15,4.59,7.53,1.61,4.96
hsa-miR-125b-2-3p,0.37,0.58,0.24,0.0,6.19,0.25,2.32,0.0,0.0,0.0,1.07,0.14,0.25,0.84,0.96,0.6
hsa-miR-125b-5p,180.31,311.1,60.09,27.93,326.16,37.6,43.69,2.45,414.83,3008.07,2183.55,1811.98,379.75,259.04,17.36,41.5
hsa-miR-126-3p,2996.21,3140.25,10711.27,1859.66,773.8,3853.99,371.17,59.16,1213.99,3857.67,3267.81,2477.72,1792.63,483.38,406.3,336.82
hsa-miR-126-5p,24.0,82.83,89.72,24.57,23.39,19.5,0.39,0.58,30.49,158.34,136.3,118.04,24.8,16.73,3.7,7.97
hsa-miR-1260a,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
hsa-miR-1260b,0.86,0.0,12.02,3.12,0.0,0.0,0.0,0.0,4.19,7.74,2.76,5.35,0.87,2.3,0.32,0.45
hsa-miR-1262,0.62,0.0,0.0,0.0,0.0,0.38,0.39,0.0,0.13,0.0,0.0,0.0,0.0,0.21,0.16,0.0
hsa-miR-1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.14,0.0,0.0,0.0,0.0
hsa-miR-1265,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-5p,0.62,0.0,0.24,0.0,0.0,0.0,0.19,0.0,0.39,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,1.97,1.45,7.41,8.27,0.76,0.0,0.0,0.14,0.13,0.89,0.0,0.14,0.0,3.35,1.45,0.75
hsa-miR-1268b,0.0,6.1,1.09,0.48,2.78,0.51,0.0,0.0,2.88,0.0,0.0,13.02,0.12,0.84,0.16,0.3
hsa-miR-1269a,1.48,1.74,0.0,4.44,2.15,0.0,0.19,0.0,0.0,0.0,0.0,0.27,0.0,0.21,0.16,0.15
hsa-miR-1269b,0.0,0.0,0.0,2.28,0.0,0.0,0.19,0.0,0.26,2.38,0.92,1.65,0.0,0.0,0.32,0.0
hsa-miR-127-3p,244.06,3078.49,1414.22,745.76,894.78,67.93,65.15,37.86,1841.6,7923.09,6291.87,5078.0,1018.0,578.29,187.8,287.8
hsa-miR-127-5p,2.46,31.24,37.76,36.44,35.27,0.25,1.55,1.58,18.45,104.32,66.0,59.5,20.58,4.6,4.34,4.81
hsa-miR-1270,3.57,3.92,2.43,1.56,1.39,1.27,0.0,0.0,5.5,0.0,0.77,1.37,5.58,3.97,0.96,1.5
hsa-miR-1271-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,3.2,1.89,3.16,0.24,0.76,0.0,2.51,0.0,0.0,1.79,1.23,0.27,0.12,0.0,0.0,0.6
hsa-miR-1272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273c,1.6,15.55,4.13,2.16,7.96,0.0,0.0,0.29,5.23,0.89,0.0,2.06,0.0,2.93,2.25,5.71
hsa-miR-1273h-3p,32.49,160.42,192.91,44.0,19.22,10.83,2.13,3.89,56.4,3.87,13.2,15.08,20.58,11.92,18.17,18.65
hsa-miR-1273h-5p,35.32,122.64,49.17,53.47,156.38,6.25,12.95,21.3,54.83,1.64,11.67,67.59,10.79,14.22,25.24,20.6
hsa-miR-1275,0.0,1.45,0.85,3.36,0.38,0.0,0.0,0.0,5.37,0.74,1.23,5.07,0.5,1.67,0.0,0.3
hsa-miR-1276,1.11,0.0,0.61,0.0,0.0,0.13,0.19,0.0,0.52,0.0,0.0,0.0,0.5,0.0,0.0,0.0
hsa-miR-1277-3p,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0
hsa-miR-1278,1.48,0.0,0.85,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,1.48,1.02,9.11,2.28,2.4,0.25,0.19,0.0,1.83,8.78,11.36,2.88,1.74,0.63,0.0,0.9
hsa-miR-128-3p,675.21,983.3,252.52,133.06,872.41,405.17,28.03,15.4,1460.92,12456.55,9875.72,6281.42,2225.82,606.73,22.03,32.48
hsa-miR-1283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1284,1.6,0.0,0.24,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.62,0.21,0.0,0.0
hsa-miR-1285-3p,38.15,138.48,16.63,6.71,23.64,13.64,3.09,10.51,60.59,8.33,24.87,14.94,11.16,59.79,18.81,25.86
hsa-miR-1285-5p,0.98,5.96,1.58,1.56,2.15,1.53,0.97,0.0,1.05,0.74,0.0,0.69,0.25,0.0,0.96,0.15
hsa-miR-1287-3p,0.0,0.0,0.12,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,8.86,54.78,85.59,9.71,23.01,1.66,2.13,2.74,44.75,0.3,1.69,39.35,0.87,26.97,16.08,14.74
hsa-miR-1288-3p,6.4,22.52,20.64,9.47,4.55,12.36,0.77,0.58,13.48,1.64,2.76,5.48,3.1,1.46,2.25,1.5
hsa-miR-1288-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1289,0.37,0.0,0.49,0.0,0.0,0.51,0.0,0.0,0.52,0.0,1.38,0.0,0.0,0.21,0.0,0.0
hsa-miR-129-1-3p,0.12,0.0,0.85,0.0,5.82,0.0,0.0,0.0,2.49,26.04,15.96,9.6,3.35,0.42,0.0,0.0
hsa-miR-129-2-3p,0.98,3.49,0.73,1.2,5.56,0.13,0.0,0.0,7.46,84.38,51.42,35.92,13.14,2.51,0.0,0.0
hsa-miR-129-5p,36.68,66.99,8.62,10.67,62.2,13.0,4.06,1.44,84.93,724.6,611.66,349.73,124.6,41.61,5.79,6.92
hsa-miR-1290,0.0,0.0,0.0,0.12,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.14,0.0,0.21,0.32,0.45
hsa-miR-1291,0.49,5.96,2.79,5.15,9.99,0.89,0.0,0.29,4.45,3.72,5.83,5.07,1.24,1.46,1.13,0.9
hsa-miR-1292-5p,6.03,32.11,9.47,7.55,3.41,1.78,0.97,4.89,49.2,2.68,9.21,8.23,6.57,28.43,5.47,12.33
hsa-miR-1293,0.0,1.31,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.21,0.0,0.0
hsa-miR-1294,36.68,25.86,4.49,4.8,11.88,20.77,3.48,0.72,57.32,0.6,26.55,9.73,5.58,17.56,5.63,11.88
hsa-miR-1295a,0.62,0.0,0.0,0.84,0.0,0.0,0.77,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-1295b-3p,0.62,0.0,0.0,0.0,3.67,0.38,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-3p,0.49,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.39,0.0,0.0,0.55,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,1.6,0.0,1.46,0.36,0.63,0.64,0.19,0.0,0.39,1.64,1.38,2.47,0.0,0.63,0.16,0.0
hsa-miR-1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.69,0.12,0.0,0.0,0.0
hsa-miR-1298-3p,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.31,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-5p,28.92,111.74,10.2,13.07,108.34,6.75,1.74,0.43,150.49,1455.59,1109.58,718.51,226.39,62.3,1.29,0.45
hsa-miR-1299,1.48,45.63,0.61,10.67,131.85,36.71,209.37,7.05,1.83,0.74,13.66,22.62,17.85,11.71,23.8,38.19
hsa-miR-1301-3p,67.82,43.45,105.01,25.41,2.4,8.03,2.71,11.08,69.75,2.98,16.88,27.56,25.17,34.29,12.54,30.22
hsa-miR-1303,2.83,1.02,0.12,0.48,4.42,1.66,1.74,0.14,5.5,3.13,6.6,1.92,1.49,1.88,0.8,1.8
hsa-miR-1304-3p,0.0,1.31,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.34,0.92,0.14,0.0,0.0,0.16,0.0
hsa-miR-1304-5p,32.86,63.5,14.08,7.79,4.93,11.22,1.74,7.34,50.12,3.57,23.48,4.66,8.06,22.58,2.09,18.34
hsa-miR-1306-3p,13.66,25.28,13.72,11.87,11.5,15.68,1.35,1.15,72.23,3.57,30.24,12.75,10.04,18.19,5.47,8.57
hsa-miR-1306-5p,0.37,0.0,1.58,0.0,0.51,0.64,0.0,0.0,3.14,0.0,0.15,0.96,0.5,1.05,0.0,0.0
hsa-miR-1307-3p,1107.21,4405.59,1847.51,621.09,1046.61,220.87,203.18,419.76,3126.64,523.69,606.9,1640.75,263.95,1163.49,917.11,564.78
hsa-miR-1307-5p,9.48,14.68,14.33,9.35,18.58,7.26,5.22,0.14,15.7,6.4,8.44,20.02,2.23,9.41,6.75,1.65
hsa-miR-130a-3p,28.06,1.31,75.63,3.72,4.93,3.95,5.22,0.58,7.59,21.13,11.2,10.69,2.98,1.88,4.18,0.45
hsa-miR-130a-5p,0.25,0.0,1.94,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.0,0.21,0.0,0.0
hsa-miR-130b-3p,24.86,7.7,16.39,3.6,4.42,2.93,1.74,0.14,15.57,4.61,7.98,3.84,0.62,5.64,2.09,3.01
hsa-miR-130b-5p,38.65,5.23,8.5,1.44,2.65,3.19,0.0,1.3,9.55,17.86,33.77,7.27,30.87,9.62,0.0,0.9
hsa-miR-132-3p,4.68,7.99,7.04,1.2,16.05,1.27,0.0,0.0,19.5,166.68,127.09,82.12,31.49,7.94,0.0,0.15
hsa-miR-132-5p,18.22,12.35,7.16,2.28,15.04,6.5,1.74,0.29,26.7,163.4,124.94,76.22,28.89,8.15,2.57,1.5
hsa-miR-1323,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.21,0.0,0.0
hsa-miR-133a-3p,19.32,22.52,24.52,5.51,51.83,8.16,9.09,1.3,53.52,27.38,14.58,17.55,2.48,3.55,13.99,3.76
hsa-miR-133a-5p,0.37,0.58,0.36,0.96,3.16,0.38,0.0,0.0,0.0,1.49,0.15,1.65,0.0,0.0,0.32,0.0
hsa-miR-133b,0.0,0.29,0.36,0.36,1.9,0.0,0.0,0.0,1.18,1.04,2.92,0.82,0.12,0.0,0.0,0.15
hsa-miR-134-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,1.49,0.0,0.69,0.0,0.0,0.0,0.0
hsa-miR-134-5p,530.59,9204.24,1358.02,3316.54,819.94,30.08,107.68,454.88,3721.14,999.32,402.14,1554.11,58.27,960.9,890.75,858.14
hsa-miR-1343-3p,1.23,0.0,1.7,0.72,0.0,0.25,0.0,0.0,1.83,0.0,2.0,0.27,1.49,0.21,0.0,0.9
hsa-miR-1343-5p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-2-3p,0.74,0.0,0.0,0.0,0.0,1.15,0.19,0.29,2.22,4.02,3.53,2.19,0.5,0.0,0.0,0.6
hsa-miR-135a-3p,0.62,0.0,1.7,0.12,0.0,0.38,0.0,0.14,0.65,8.19,4.3,3.15,0.99,0.21,0.16,0.0
hsa-miR-135a-5p,0.0,3.2,0.36,0.0,3.03,0.51,0.0,0.0,2.36,64.74,26.55,14.94,5.21,2.3,0.0,0.0
hsa-miR-135b-3p,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.3,1.53,0.0,0.12,0.0,0.0,0.0
hsa-miR-135b-5p,0.0,0.15,0.12,0.0,1.01,0.0,0.0,0.0,1.05,9.23,8.75,5.07,2.73,0.42,0.0,0.0
hsa-miR-136-3p,5.66,23.83,7.77,0.84,26.93,2.42,1.35,0.43,32.19,286.62,191.86,142.99,26.78,12.34,0.16,0.75
