miRNA,GSM6675021,GSM6675015,GSM6675018,GSM6675019,GSM6675020,GSM6675017,GSM6675014,GSM6675004,GSM6675016,GSM6675011,GSM6675013,GSM6675012,GSM6675008,GSM6675010,GSM6675009,GSM6675007,GSM6675006,GSM6675005,GSM6675001,GSM6675000,GSM6675003,GSM6675002,GSM6674997,GSM6674999,GSM6674996,GSM6674993,GSM6674998,GSM6674995,GSM6674994,GSM6674985,GSM6674988,GSM6674989,GSM6674992,GSM6674991,GSM6674990,GSM6674986,GSM6674987,GSM6674984,GSM6674983,GSM6674982
hsa-miR-499a-3p,4.29,0.84,0.19,2.31,0.44,0.75,0.0,0.23,0.0,1.58,0.0,0.16,3.38,4.41,1.72,0.43,0.0,1.19,4.81,0.94,1.1,1.07,1.95,1.29,0.31,2.67,0.75,0.0,1.05,0.0,0.41,0.21,0.0,0.83,0.34,1.17,0.94,3.42,0.6,0.73
hsa-miR-499a-5p,106.27,97.65,47.91,191.17,123.4,19.15,0.49,15.79,31.39,150.75,86.91,78.27,307.97,57.1,106.98,13.22,27.91,245.49,362.35,89.66,225.43,61.64,45.97,184.84,91.38,57.39,23.49,5.61,38.71,0.0,3.91,55.2,14.84,45.83,38.31,42.28,35.61,114.25,37.52,0.88
hsa-miR-499b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5000-3p,0.29,0.0,0.19,0.14,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.21,0.0,0.27,0.0,0.32,0.1,0.0,0.0,0.37,0.18,0.16,0.0,0.25,0.0,0.0,0.0,0.62,0.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5000-5p,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5001-3p,1.29,0.84,0.58,0.29,1.1,1.5,2.29,0.23,0.69,0.32,0.29,0.32,0.6,0.96,1.07,0.65,0.27,1.19,2.25,0.94,0.92,2.32,0.73,1.29,0.94,0.31,1.0,2.55,2.62,0.19,1.65,1.25,1.21,1.67,0.17,0.59,0.94,0.98,0.4,1.02
hsa-miR-5001-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0
hsa-miR-5002-3p,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5002-5p,0.29,0.42,0.19,0.14,0.0,0.0,0.0,0.0,0.0,0.63,0.57,0.0,0.0,0.0,0.43,0.0,0.27,0.0,0.64,0.21,0.18,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.59,0.94,0.0,0.2,0.0
hsa-miR-5006-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.12,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-5008-3p,0.43,0.21,0.0,0.0,0.22,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.16,0.1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.21,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.15
hsa-miR-5008-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5009-5p,0.14,0.0,0.0,0.29,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-500a-3p,17.74,17.51,22.9,18.08,12.27,23.47,20.6,15.34,11.91,13.56,17.15,17.68,21.47,15.71,26.85,11.49,23.3,17.27,20.54,29.71,17.3,29.04,14.63,20.95,24.64,15.05,28.74,9.19,11.51,11.67,15.66,7.29,18.48,15.83,15.15,10.57,13.12,15.14,4.59,9.5
hsa-miR-500a-5p,0.14,0.21,0.77,0.72,0.44,0.19,0.33,0.0,0.0,0.0,0.0,0.32,0.7,0.38,0.0,0.0,0.54,0.0,0.48,0.0,0.0,0.36,0.0,0.18,0.31,0.31,0.0,0.0,0.0,0.0,0.21,0.0,0.61,0.83,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-500b-3p,0.0,0.0,0.19,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.1,0.19,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.37,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-500b-5p,0.57,0.21,0.19,0.29,0.0,0.19,0.33,0.68,0.46,0.0,0.0,0.0,0.2,0.0,0.64,0.87,0.27,0.0,0.96,0.83,0.18,0.89,0.24,0.37,1.09,0.31,1.25,1.02,0.52,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29
hsa-miR-501-3p,21.17,30.58,24.05,27.91,18.19,24.78,29.92,20.75,16.5,29.96,34.02,22.82,50.5,32.57,48.33,22.97,21.4,36.12,54.88,45.97,28.52,50.06,5.85,38.03,9.51,11.92,34.23,4.59,7.85,4.14,8.04,5.62,6.66,5.0,7.66,2.94,4.69,6.84,2.2,7.45
hsa-miR-501-5p,0.29,0.84,0.38,0.72,0.22,0.38,0.49,0.0,0.0,0.63,0.0,0.32,0.7,0.19,0.21,0.0,1.08,0.6,0.64,0.73,0.55,0.18,0.49,0.55,0.47,0.31,0.0,0.0,1.05,0.38,0.21,0.21,0.61,0.0,0.51,1.76,0.0,0.49,0.0,0.15
hsa-miR-5010-3p,0.57,0.42,0.19,0.14,0.0,0.0,0.65,0.9,0.0,0.0,0.29,0.0,0.89,1.15,0.43,0.0,0.27,0.79,0.8,0.52,0.55,0.36,0.37,0.37,0.62,0.63,0.25,0.51,0.0,0.38,0.21,0.0,0.0,0.0,0.51,1.76,0.0,0.49,0.0,0.0
hsa-miR-5010-5p,0.57,0.0,0.58,0.0,0.0,0.0,0.16,0.0,0.46,0.0,0.86,0.32,0.1,0.19,0.21,0.0,0.0,0.4,0.48,0.1,0.37,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.52,0.38,0.21,0.21,0.0,0.83,0.0,1.17,0.0,0.0,0.0,0.0
hsa-miR-502-3p,2.0,9.7,4.81,1.16,5.48,3.0,8.66,1.8,6.19,7.88,10.29,2.09,11.43,8.62,16.54,8.02,2.17,1.59,19.9,4.07,3.13,3.92,1.59,10.29,2.03,2.98,6.0,5.61,0.52,3.01,3.71,6.25,1.51,0.83,1.36,4.11,4.69,2.44,1.8,1.46
hsa-miR-502-5p,0.0,0.42,0.0,0.0,0.0,0.0,0.33,0.45,0.0,0.32,0.0,0.0,0.3,0.19,0.21,0.0,0.27,0.2,0.32,0.21,0.0,0.18,0.24,0.18,0.47,0.31,0.0,0.0,0.0,0.0,0.0,0.21,0.61,0.0,0.17,0.0,0.94,0.49,0.0,0.15
hsa-miR-503-5p,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-504-3p,0.14,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.23,0.32,0.29,0.16,0.1,0.0,0.0,0.0,0.27,0.0,0.16,0.1,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-504-5p,1.14,0.63,0.77,0.43,1.32,0.75,0.98,0.23,1.37,0.32,0.57,2.41,1.29,1.34,1.29,0.22,0.81,1.19,1.44,1.88,1.1,0.36,0.12,0.55,0.0,0.31,0.75,0.0,0.52,2.45,0.41,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.4,0.73
hsa-miR-505-3p,4.72,3.8,1.54,5.06,3.07,3.38,4.9,0.68,2.75,4.1,2.86,3.21,3.58,4.22,4.3,2.6,2.44,4.56,7.7,5.63,4.42,3.56,2.56,5.14,4.37,2.67,7.0,2.55,4.71,5.08,4.53,6.25,3.03,5.0,3.92,2.94,0.0,2.44,2.2,2.34
hsa-miR-505-5p,0.43,0.84,0.38,0.58,0.0,0.0,0.16,0.45,0.23,0.32,0.0,0.0,0.3,0.0,0.21,0.22,0.27,0.6,0.48,0.21,0.55,0.53,0.0,0.73,0.31,0.0,0.0,0.51,0.0,0.19,0.62,0.62,0.0,0.0,0.34,0.0,0.0,0.0,0.2,0.0
hsa-miR-508-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-508-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5088-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5088-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-5089-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.1,0.19,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-509-3p,0.0,0.0,0.19,0.14,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.49,0.0,0.0
hsa-miR-5090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0
hsa-miR-5092,0.0,0.21,0.19,0.29,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.38,0.64,0.0,0.0,0.6,0.0,0.0,0.37,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-5094,0.14,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-511-3p,99.55,41.13,36.56,43.24,15.34,18.4,41.85,18.04,13.75,28.38,44.6,13.02,32.81,53.84,70.68,39.23,28.99,33.74,65.79,60.99,40.3,45.79,32.68,41.52,31.03,38.88,73.71,17.35,25.63,5.65,55.42,59.16,7.88,14.17,37.97,22.32,36.55,30.76,13.37,20.02
hsa-miR-511-5p,430.95,247.19,206.47,189.43,48.66,109.45,179.83,209.96,126.47,221.4,275.88,59.79,206.47,306.77,350.15,234.93,203.74,231.4,247.77,237.17,322.78,228.04,206.58,217.54,224.08,147.23,280.86,167.39,286.13,109.7,217.99,410.78,76.33,189.17,354.65,184.98,223.03,215.81,146.69,189.78
hsa-miR-512-3p,2.86,2.95,1.15,3.47,1.75,1.88,0.98,0.45,0.46,2.21,1.43,0.0,3.28,0.77,1.93,1.52,1.63,0.99,0.48,2.5,0.74,1.07,0.12,5.7,1.72,1.88,6.0,1.02,0.52,0.19,4.33,2.5,0.0,3.33,0.34,1.76,1.87,2.93,0.2,1.9
hsa-miR-512-5p,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-513b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-513c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-515-3p,0.0,0.21,0.19,0.29,0.22,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.21,0.43,0.0,0.0,0.16,0.1,0.0,0.36,0.0,0.73,0.0,0.16,0.25,0.0,0.0,0.0,0.41,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-515-5p,6.29,5.91,2.12,5.35,2.19,2.44,1.14,1.13,0.69,3.47,4.29,0.32,7.46,0.96,1.29,2.6,1.9,3.18,2.73,4.69,3.31,5.88,2.32,17.45,2.81,3.76,5.75,1.53,2.09,0.56,8.24,7.08,1.82,6.67,1.7,1.17,2.81,3.91,1.8,3.36
hsa-miR-516a-3p,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-516a-5p,34.76,66.65,20.59,45.84,35.51,12.58,7.85,81.41,7.56,36.27,54.89,2.89,110.05,15.33,24.49,26.44,3.52,5.56,6.1,17.41,40.12,55.41,12.8,140.56,16.22,37.47,105.95,12.25,30.34,0.38,140.11,137.07,10.9,34.17,12.77,10.57,15.93,29.78,15.37,24.54
hsa-miR-516b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.37,0.0,0.0,0.25,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-516b-5p,5.72,9.7,4.04,14.32,4.6,4.51,3.76,3.38,1.37,5.36,8.0,0.8,19.88,1.15,3.22,4.33,2.98,6.15,1.44,6.26,5.52,9.62,1.34,53.47,4.05,9.56,13.99,5.1,3.66,0.19,22.46,11.46,1.82,4.17,0.68,1.76,1.87,6.84,4.19,8.77
hsa-miR-517-5p,3.15,3.8,1.15,3.33,1.53,2.63,0.65,1.8,0.69,1.89,2.86,0.16,6.36,0.38,0.86,1.3,0.81,1.98,0.32,1.77,1.66,4.99,0.73,15.62,1.4,4.23,7.25,0.0,1.57,0.0,3.71,4.17,0.91,5.0,0.34,1.17,0.0,0.98,1.0,1.46
hsa-miR-517a-3p,0.57,0.0,2.31,3.9,2.63,0.19,0.65,0.45,0.0,4.73,2.29,0.0,1.39,0.0,1.72,4.55,1.63,0.6,2.73,0.63,3.5,0.71,0.61,15.25,2.65,6.59,7.5,0.0,0.0,0.19,1.44,3.33,1.82,0.0,0.34,0.59,0.0,1.95,0.0,1.17
hsa-miR-517b-3p,3.86,5.48,1.73,7.66,0.0,3.0,1.31,1.58,0.92,0.32,1.14,0.64,11.13,0.77,0.21,0.0,1.08,2.58,0.8,3.44,1.66,6.95,1.1,7.35,1.4,0.63,1.25,0.0,1.57,0.19,6.59,2.29,0.0,3.33,1.36,0.0,0.94,3.42,2.0,3.8
hsa-miR-517c-3p,0.14,0.42,0.19,1.16,0.88,0.38,0.0,0.23,0.0,0.63,0.29,0.16,1.99,0.19,0.43,0.0,0.0,0.0,0.0,0.0,0.18,1.25,0.0,5.51,0.16,0.31,0.25,0.0,0.0,0.0,0.0,0.21,0.3,0.0,0.34,0.0,0.0,0.0,0.4,2.05
hsa-miR-5187-3p,0.29,0.0,0.19,0.14,0.0,0.19,0.33,0.45,0.0,0.0,0.0,0.16,0.2,0.0,0.21,0.0,0.27,0.0,0.0,0.21,0.18,0.18,0.0,0.0,0.0,0.31,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.49,0.0,0.0
hsa-miR-5187-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5188,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-5189-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5189-5p,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-518a-3p,0.86,2.32,0.96,2.02,0.66,0.38,0.0,0.0,0.46,0.63,1.72,0.32,1.89,0.19,0.43,0.22,0.0,1.19,0.0,0.42,0.37,0.71,0.0,6.8,0.0,1.41,0.25,0.0,0.0,0.0,1.24,0.42,0.3,0.0,0.17,0.0,0.0,0.98,0.0,1.02
hsa-miR-518a-5p,0.43,0.0,0.0,0.58,0.0,0.38,0.0,0.0,0.0,0.32,0.0,0.16,0.5,0.38,0.64,0.0,0.0,0.2,0.0,0.0,0.18,0.18,0.12,1.29,0.0,0.0,0.25,0.0,0.0,0.0,0.21,0.83,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.29
hsa-miR-518b,15.45,18.77,7.5,29.21,9.86,8.45,11.12,3.16,0.46,9.46,6.86,0.8,31.31,1.53,5.37,7.8,2.44,10.52,5.78,15.43,5.7,21.91,3.66,49.06,8.73,20.54,17.49,1.02,6.28,0.0,35.03,7.92,3.94,6.67,1.53,2.94,7.5,8.3,0.8,6.57
hsa-miR-518c-3p,9.15,10.33,4.23,13.01,3.07,4.13,3.11,2.71,0.23,4.73,4.0,0.48,19.58,1.72,2.58,3.25,1.63,4.17,4.17,5.42,6.81,9.44,0.85,31.79,3.9,10.03,8.0,0.0,3.66,0.38,15.25,5.62,1.51,8.33,1.19,2.35,3.75,7.32,1.2,2.34
hsa-miR-518c-5p,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-518d-3p,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.22,0.0,0.2,0.0,0.0,0.0,0.18,0.0,0.92,0.16,0.16,0.25,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-518d-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.21,0.21,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0
hsa-miR-518e-3p,1.14,2.74,0.96,3.47,1.53,1.31,0.49,0.68,0.69,1.58,2.86,0.16,6.16,0.38,1.07,1.08,0.27,3.18,0.16,1.77,1.47,3.21,0.24,13.96,1.25,3.14,3.0,0.0,3.14,0.0,7.21,0.83,0.61,2.5,0.17,0.0,0.94,1.95,0.0,3.07
hsa-miR-518e-5p,0.0,0.0,0.0,0.29,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.37,0.0,0.0,1.47,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.2,0.0
hsa-miR-518f-3p,4.58,7.17,2.69,9.11,1.97,3.0,1.96,0.68,0.46,1.26,2.57,0.0,10.44,0.96,2.15,1.73,1.08,1.79,2.57,5.63,2.39,7.84,1.1,18.19,1.72,6.43,3.75,0.0,0.52,0.38,12.57,2.92,1.21,2.5,0.34,1.76,1.87,1.46,0.8,2.48
hsa-miR-518f-5p,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.41,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44
hsa-miR-5190,0.14,0.0,0.19,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5193,0.14,0.21,0.0,0.29,0.22,0.19,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.19,0.0,0.0,0.0,0.2,0.16,0.1,0.55,0.18,0.0,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.41,1.25,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-519a-2-5p,0.57,1.9,0.0,0.58,0.22,0.0,0.0,0.0,0.0,0.95,0.57,0.0,0.7,0.0,0.21,0.43,0.0,0.0,0.0,0.31,0.0,0.71,0.98,2.39,0.62,0.47,0.0,0.51,0.0,0.0,5.56,0.42,0.0,3.33,0.17,0.59,0.94,1.46,0.0,0.29
hsa-miR-519a-3p,2.86,5.69,2.89,5.06,3.95,1.31,0.65,4.28,1.15,2.21,5.15,0.16,10.64,1.34,1.93,2.38,1.35,0.2,0.16,1.36,1.84,3.92,2.56,14.88,2.18,4.39,8.75,1.53,2.09,0.0,18.75,9.17,1.51,2.5,1.36,0.0,0.94,2.93,0.4,4.38
hsa-miR-519a-5p,1.0,1.05,0.38,1.16,1.32,0.38,0.0,0.0,0.0,0.32,0.86,0.32,2.98,0.19,0.21,1.08,0.0,0.4,0.0,0.42,0.92,1.07,0.24,4.04,0.31,1.1,2.5,0.51,0.52,0.0,5.56,3.33,0.0,0.83,0.17,2.94,0.0,0.98,0.2,0.58
hsa-miR-519b-3p,0.0,0.21,0.0,0.14,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.16,0.0,0.5,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-519b-5p,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.37,0.0,0.0,0.16,0.0,0.0,0.0,0.38,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-519c-3p,3.15,4.64,4.81,5.93,2.41,3.19,1.63,1.58,0.0,0.63,2.86,0.16,8.75,1.72,2.36,2.17,2.17,0.2,1.93,4.69,2.58,3.03,1.95,16.54,2.81,3.45,9.0,1.53,0.0,0.19,9.07,6.25,0.3,1.67,1.36,1.76,0.94,4.39,1.0,1.75
hsa-miR-519c-5p,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.29,0.0,1.19,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,1.29,0.0,0.16,0.0,0.0,0.52,0.0,0.21,1.67,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-519d-3p,1.0,2.11,0.77,3.9,1.53,0.56,0.16,0.23,0.46,0.95,0.57,0.32,4.27,0.19,0.86,0.22,1.08,0.79,0.8,1.88,0.55,2.85,0.37,6.25,0.62,2.2,2.75,0.51,0.0,0.0,2.27,2.71,0.0,2.5,0.17,1.17,2.81,1.46,0.0,0.29
