miRNA,ERR7197456,ERR7197457,ERR7197458,ERR7197459,ERR7197460,ERR7197461
hsa-miR-181c-3p,15.7,15.55,21.97,3.48,4.22,3.01
hsa-miR-181c-5p,152.46,117.52,187.18,11.49,23.0,14.16
hsa-miR-181d-3p,0.28,0.17,0.1,0.0,0.0,0.0
hsa-miR-181d-5p,57.05,57.41,68.09,32.74,31.05,16.27
hsa-miR-182-3p,0.0,0.0,0.41,0.0,0.0,0.0
hsa-miR-182-5p,7.09,8.49,7.98,1.04,0.0,0.3
hsa-miR-183-5p,3.89,3.95,2.9,0.35,0.0,0.6
hsa-miR-184,299.15,316.32,380.06,15.33,11.88,12.35
hsa-miR-1843,0.49,0.59,0.41,0.0,0.0,0.0
hsa-miR-185-3p,0.56,0.25,0.73,0.0,0.0,0.0
hsa-miR-185-5p,275.04,286.06,321.71,445.5,589.58,340.13
hsa-miR-186-3p,0.0,0.17,0.0,0.35,0.0,0.3
hsa-miR-186-5p,5394.27,5329.11,6075.58,478.59,364.56,310.01
hsa-miR-187-3p,1.88,2.69,2.18,0.0,0.0,0.3
hsa-miR-188-3p,0.35,0.34,0.52,0.0,0.0,0.0
hsa-miR-188-5p,7.02,8.07,9.43,0.35,0.38,0.6
hsa-miR-18a-3p,14.8,22.78,18.86,0.0,0.0,0.6
hsa-miR-18a-5p,390.67,459.39,496.04,9.75,6.13,7.53
hsa-miR-18b-5p,5.84,3.19,19.38,1.39,0.38,1.21
hsa-miR-190a-3p,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,37.11,33.29,37.1,0.7,0.0,0.3
hsa-miR-190b-5p,9.94,15.13,15.24,11.84,9.97,6.63
hsa-miR-191-3p,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-191-5p,2145.19,2333.44,2710.8,423.55,414.39,335.92
hsa-miR-192-3p,0.56,0.25,0.31,0.0,0.0,0.0
hsa-miR-192-5p,378.99,435.52,580.92,104.84,116.54,88.87
hsa-miR-193a-3p,4.24,7.99,13.58,0.7,0.38,0.0
hsa-miR-193a-5p,0.07,0.34,0.21,0.35,0.0,0.0
hsa-miR-193b-3p,0.07,0.0,0.0,0.0,0.0,0.0
hsa-miR-193b-5p,0.35,0.34,0.41,0.35,0.38,0.0
hsa-miR-194-3p,0.0,1.01,0.0,0.0,0.38,0.0
hsa-miR-194-5p,251.34,275.3,336.12,67.92,85.48,59.35
hsa-miR-195-3p,3.89,2.86,6.01,0.0,0.0,0.0
hsa-miR-195-5p,87.56,113.4,126.65,3.83,4.98,4.52
hsa-miR-196a-3p,10.63,15.3,15.55,0.7,0.0,1.81
hsa-miR-196a-5p,1141.07,1437.35,1593.52,69.66,80.88,65.07
hsa-miR-196b-3p,0.0,0.08,0.1,0.35,2.68,0.3
hsa-miR-196b-5p,1.39,1.26,1.55,16.02,22.23,17.17
hsa-miR-197-3p,7.16,8.66,12.44,0.35,1.15,0.6
hsa-miR-199a-3p,10151.05,35158.86,8293.04,96.48,212.75,47.9
hsa-miR-199a-5p,4415.17,4973.03,5671.48,17.42,9.97,17.17
hsa-miR-199b-3p,17484.12,3061.66,35238.8,133.06,57.5,159.37
hsa-miR-199b-5p,170.66,185.44,197.65,75.93,64.02,56.64
hsa-miR-19a-3p,650.83,586.57,512.62,50.16,35.65,26.21
hsa-miR-19a-5p,0.14,0.42,0.62,0.0,0.0,0.0
hsa-miR-19b-1-5p,0.97,0.5,2.18,0.0,0.0,0.0
hsa-miR-19b-3p,2500.55,2286.7,2065.51,183.56,192.05,111.77
hsa-miR-200a-3p,17.16,18.75,28.92,1.74,2.68,1.21
hsa-miR-200b-3p,10.7,13.11,13.58,2.09,4.6,0.6
hsa-miR-200b-5p,0.0,0.17,0.0,0.0,0.38,0.0
hsa-miR-200c-3p,7.5,5.21,6.84,0.35,0.77,0.6
hsa-miR-202-5p,0.28,0.5,0.73,0.0,0.0,0.0
hsa-miR-203a-3p,181.57,338.85,437.89,8.71,13.42,13.86
hsa-miR-204-3p,0.07,0.0,0.0,2.44,4.6,0.9
hsa-miR-204-5p,1.04,2.02,2.28,1.04,1.53,0.0
hsa-miR-205-5p,0.28,0.08,1.24,0.0,0.0,0.0
hsa-miR-2053,0.0,0.0,0.0,0.35,0.0,0.0
hsa-miR-206,0.0,0.5,0.83,0.7,0.77,0.3
hsa-miR-208a-3p,0.0,0.08,0.1,0.0,0.0,0.0
hsa-miR-208b-3p,1.18,1.09,1.04,0.0,0.38,0.3
hsa-miR-20a-3p,1.18,1.34,1.04,0.7,0.0,0.3
hsa-miR-20a-5p,12085.4,12590.94,13468.48,512.03,560.06,339.53
hsa-miR-20b-5p,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-21-3p,0.56,1.01,1.14,0.0,0.0,0.0
hsa-miR-21-5p,58848.86,62979.31,73556.65,4873.66,5869.31,3785.76
hsa-miR-210-3p,52.46,65.06,79.08,27.17,39.48,25.61
hsa-miR-212-3p,278.23,351.46,432.4,0.35,0.77,0.0
hsa-miR-212-5p,105.07,114.74,127.79,0.0,0.0,0.3
hsa-miR-214-3p,123.55,114.74,78.77,0.35,4.98,5.72
hsa-miR-214-5p,55.17,71.45,91.52,0.0,0.0,0.0
hsa-miR-215-5p,22.58,25.47,29.23,14.28,14.95,14.16
hsa-miR-216b-5p,0.0,0.08,0.21,0.35,0.0,0.0
hsa-miR-217-3p,0.07,0.0,0.0,0.0,0.0,0.0
hsa-miR-217-5p,0.0,0.0,0.0,0.0,1.53,0.6
hsa-miR-218-1-3p,18.69,22.28,29.95,0.0,0.0,0.0
hsa-miR-218-2-3p,14.73,22.02,24.15,0.0,0.0,0.0
hsa-miR-218-5p,8411.19,8694.22,11736.28,1.39,1.15,0.9
hsa-miR-219a-2-3p,0.0,0.0,0.21,0.0,0.0,0.0
hsa-miR-219a-5p,68.93,80.03,94.0,29.26,35.27,15.67
hsa-miR-219b-3p,0.14,0.84,1.66,0.0,0.0,0.0
hsa-miR-219b-5p,0.07,0.0,0.83,0.0,0.0,0.0
hsa-miR-22-3p,3251.79,5153.92,6035.99,704.3,938.8,641.71
hsa-miR-22-5p,27.24,36.9,42.6,22.64,25.3,15.97
hsa-miR-221-3p,40.58,39.51,41.56,707.78,772.81,537.16
hsa-miR-221-5p,1.04,1.01,1.14,10.1,13.42,9.94
hsa-miR-222-3p,3.68,4.37,6.53,86.73,97.75,60.25
hsa-miR-222-5p,0.0,0.0,0.1,2.79,1.15,1.21
hsa-miR-223-3p,53.3,61.78,71.2,62.7,73.98,47.0
hsa-miR-223-5p,3.68,2.69,3.52,0.7,0.38,0.6
hsa-miR-224-5p,6.25,8.07,7.57,4.53,6.52,3.01
hsa-miR-2355-3p,0.07,0.25,0.0,0.0,0.38,0.0
hsa-miR-2355-5p,0.07,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,4557.14,5244.29,5495.49,823.07,1019.3,664.6
hsa-miR-23a-5p,0.0,0.42,0.0,2.09,2.3,1.21
hsa-miR-23b-3p,1862.02,2020.48,3202.9,56.78,47.53,66.88
hsa-miR-23b-5p,1.32,0.76,2.07,0.0,0.0,0.0
hsa-miR-23c,0.56,2.19,1.87,0.0,0.0,0.0
hsa-miR-24-1-5p,14.18,22.7,15.96,0.0,0.38,0.3
hsa-miR-24-2-5p,52.67,88.85,99.29,4.53,4.6,6.33
hsa-miR-24-3p,8922.56,14015.85,2079.61,640.21,1010.1,178.95
hsa-miR-25-3p,2569.14,3039.72,3657.68,315.23,441.22,259.39
hsa-miR-25-5p,3.4,6.81,6.32,3.13,0.77,0.9
hsa-miR-26a-1-3p,0.21,0.5,0.41,0.0,0.0,0.0
hsa-miR-26a-2-3p,0.97,0.67,1.14,0.35,0.0,0.0
hsa-miR-26a-5p,6225.35,6674.5,8131.77,847.46,874.78,646.83
hsa-miR-26b-3p,3.47,3.36,2.59,0.0,0.0,0.3
hsa-miR-26b-5p,2602.14,2972.64,3512.27,212.13,225.79,164.49
hsa-miR-27a-3p,1710.05,2311.25,3454.23,486.25,570.03,354.59
hsa-miR-27a-5p,2.57,4.12,4.46,2.09,0.0,0.3
hsa-miR-27b-3p,30684.88,35554.95,41251.99,513.42,614.88,565.48
hsa-miR-27b-5p,21.54,25.64,28.19,0.0,0.77,0.0
hsa-miR-28-3p,2.57,4.96,7.77,12.54,13.03,16.57
hsa-miR-28-5p,107.85,142.9,174.43,24.38,24.15,21.39
hsa-miR-296-3p,33.29,45.22,52.86,2.79,4.22,2.41
hsa-miR-296-5p,253.56,336.41,360.89,1.74,1.53,2.71
hsa-miR-297,41.35,39.76,45.4,0.0,0.0,0.0
hsa-miR-299-5p,2.64,3.28,3.52,0.7,2.3,1.21
hsa-miR-29a-3p,8051.79,10388.55,11866.56,370.61,435.47,311.51
hsa-miR-29a-5p,27.31,31.61,32.44,0.0,0.77,0.6
hsa-miR-29b-1-5p,0.56,0.67,1.87,0.35,0.38,0.6
hsa-miR-29b-2-5p,2.57,3.19,3.52,1.39,0.0,0.3
hsa-miR-29b-3p,398.45,570.94,697.94,24.73,28.37,34.65
hsa-miR-29c-3p,164.76,215.53,206.87,9.4,8.05,2.41
hsa-miR-29c-5p,10.28,13.37,13.16,0.0,0.38,0.0
hsa-miR-301a-3p,449.87,433.67,476.55,13.58,18.78,10.24
hsa-miR-301a-5p,9.1,11.26,14.72,0.0,0.0,0.0
hsa-miR-301b-3p,0.63,0.84,0.93,0.0,0.38,0.3
hsa-miR-302b-3p,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-302d-3p,0.21,0.17,0.21,0.0,0.0,0.0
hsa-miR-3064-3p,0.97,1.68,1.76,0.35,0.0,0.0
hsa-miR-3064-5p,0.07,0.08,1.04,0.0,0.0,0.0
hsa-miR-3074-3p,0.14,0.0,0.21,0.0,0.0,0.0
hsa-miR-3074-5p,1.25,1.01,4.15,0.0,0.0,0.0
hsa-miR-30a-3p,39.89,47.24,55.76,0.0,0.77,0.0
hsa-miR-30a-5p,5550.96,5888.61,6891.47,21.94,25.68,19.88
hsa-miR-30b-3p,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-30b-5p,2351.5,2654.8,3272.03,153.96,175.57,137.68
hsa-miR-30c-1-3p,2.22,1.09,1.45,1.04,0.0,0.3
hsa-miR-30c-2-3p,4.24,4.88,6.43,0.0,0.0,0.0
hsa-miR-30c-5p,3686.17,4078.03,4400.6,110.07,112.32,76.82
hsa-miR-30d-3p,20.92,22.86,28.71,0.7,2.3,1.51
hsa-miR-30d-5p,4979.42,5340.54,6403.51,265.07,279.07,212.09
hsa-miR-30e-3p,27.52,30.43,30.47,3.83,3.07,3.31
hsa-miR-30e-5p,4169.32,3878.14,4568.92,390.12,458.47,303.08
hsa-miR-31-3p,0.28,0.92,0.1,1.74,3.83,3.31
hsa-miR-31-5p,1.04,1.43,1.55,35.18,44.47,25.31
hsa-miR-3120-3p,0.0,0.0,0.21,0.35,0.0,0.0
hsa-miR-3184-5p,0.0,0.0,0.0,0.35,1.15,0.0
hsa-miR-3196,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-32-3p,0.83,2.19,2.18,0.0,0.38,0.3
hsa-miR-32-5p,123.06,142.57,168.52,5.92,9.2,6.03
hsa-miR-320a-3p,196.86,184.18,222.83,264.37,304.37,164.79
hsa-miR-320a-5p,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-320b,15.91,26.9,36.38,4.18,11.12,12.95
hsa-miR-320c,21.47,6.98,18.34,5.22,1.15,2.11
hsa-miR-320d,2.78,2.94,1.35,2.09,2.3,0.6
hsa-miR-320e,0.0,0.08,0.1,0.35,0.0,0.0
hsa-miR-323a-3p,20.01,25.05,32.34,0.35,0.0,0.0
hsa-miR-323a-5p,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-324-3p,7.85,10.09,15.24,0.0,0.38,0.6
hsa-miR-324-5p,55.38,53.97,63.64,0.7,1.15,1.21
hsa-miR-326,2.71,5.8,3.94,0.0,0.0,0.6
hsa-miR-328-3p,220.49,264.79,308.44,3.48,6.9,4.52
hsa-miR-328-5p,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-329-3p,0.35,1.34,1.04,0.7,0.0,0.0
hsa-miR-329-5p,0.0,0.34,0.0,0.0,0.0,0.0
hsa-miR-330-3p,1.53,0.67,1.87,0.35,2.68,0.6
hsa-miR-330-5p,13.2,14.46,19.9,4.53,4.98,4.22
hsa-miR-331-3p,19.73,27.4,30.68,1.74,1.53,0.3
hsa-miR-331-5p,9.03,8.74,13.27,7.31,8.05,7.23
hsa-miR-335-3p,1781.9,2143.71,2415.31,0.0,0.0,0.3
hsa-miR-335-5p,19413.05,19932.71,22061.77,31.0,29.9,24.7
hsa-miR-337-3p,0.14,0.25,0.0,0.0,0.0,0.0
hsa-miR-338-3p,29.25,48.33,9.64,0.0,0.0,0.3
hsa-miR-338-5p,19.8,26.31,27.88,0.0,0.0,0.0
hsa-miR-339-3p,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-339-5p,172.54,216.2,287.61,27.17,49.83,30.43
hsa-miR-33a-3p,13.76,23.28,24.15,0.0,0.0,0.0
hsa-miR-33a-5p,186.23,293.54,349.38,2.44,5.37,3.01
hsa-miR-340-3p,0.56,0.76,0.93,0.0,0.0,0.0
hsa-miR-340-5p,11.33,14.21,16.89,33.09,34.12,34.34
hsa-miR-342-3p,1740.62,1747.03,1999.59,5.22,9.97,5.12
hsa-miR-342-5p,12.72,14.79,22.7,0.0,0.0,0.0
hsa-miR-345-5p,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-346,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-34a-5p,1.25,1.09,2.18,5.22,6.9,0.6
hsa-miR-34b-3p,0.9,1.26,1.55,1.39,3.83,1.51
hsa-miR-34c-3p,0.0,0.0,0.0,3.13,3.07,3.62
hsa-miR-34c-5p,180.88,176.61,196.2,949.17,1270.0,723.05
hsa-miR-361-3p,17.09,12.44,21.45,0.0,0.38,0.6
hsa-miR-361-5p,274.48,337.08,384.41,9.4,8.05,9.04
hsa-miR-3613-5p,3.06,5.55,2.9,2.09,0.38,1.21
hsa-miR-362-3p,0.0,0.17,0.1,0.0,1.15,0.0
hsa-miR-362-5p,20.5,24.8,30.37,1.74,0.38,0.3
hsa-miR-363-3p,0.56,0.5,0.21,1.39,0.0,0.0
hsa-miR-3648,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-3651,0.07,0.17,0.0,0.0,0.0,0.0
hsa-miR-365a-3p,48.71,17.82,32.96,0.0,0.77,1.51
hsa-miR-365a-5p,0.07,0.0,0.0,0.0,0.0,0.0
hsa-miR-365b-3p,9.31,53.21,55.55,5.92,7.67,3.92
hsa-miR-365b-5p,0.28,0.59,0.41,0.35,0.0,0.0
hsa-miR-3665,0.0,0.0,0.21,0.0,0.0,0.0
hsa-miR-367-3p,0.07,0.0,0.0,0.0,0.0,0.0
hsa-miR-369-3p,137.45,151.14,192.16,98.57,82.03,89.78
hsa-miR-369-5p,6.18,9.08,10.05,1.04,0.38,1.21
hsa-miR-370-3p,0.83,1.26,0.83,1.04,0.77,0.3
hsa-miR-370-5p,0.97,1.43,1.35,0.0,0.0,0.0
hsa-miR-374a-5p,44.89,60.36,58.25,5.22,3.83,9.04
hsa-miR-374b-3p,21.89,3.7,22.59,0.0,0.0,0.0
hsa-miR-374b-5p,290.6,14.46,1892.01,15.67,9.58,0.0
hsa-miR-374c-5p,0.0,1.6,3.73,0.0,0.0,0.0
hsa-miR-375-3p,22.86,34.63,37.83,0.35,0.38,0.0
hsa-miR-376a-3p,0.63,0.34,0.21,0.0,0.77,0.6
hsa-miR-376a-5p,3.13,2.44,5.7,0.7,1.15,1.21
hsa-miR-376b-3p,1.46,2.44,1.66,1.04,1.15,0.3
hsa-miR-376b-5p,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-376c-3p,6.95,6.72,5.49,2.09,1.15,0.9
hsa-miR-376c-5p,0.69,0.25,0.93,1.39,1.53,1.21
hsa-miR-377-3p,11.88,13.45,14.61,0.7,0.38,0.3
hsa-miR-377-5p,0.83,1.68,0.62,0.7,0.0,0.0
hsa-miR-378a-3p,3555.11,2860.58,3206.73,941.15,1219.4,755.28
hsa-miR-378a-5p,42.32,54.64,67.06,2.79,5.75,1.81
hsa-miR-378b,0.0,0.17,0.31,0.0,0.38,0.0
hsa-miR-378c,85.19,1603.2,1975.24,42.15,13.03,94.3
hsa-miR-378d,603.02,946.77,1266.11,6.97,29.9,14.76
hsa-miR-378e,9.1,34.3,1.04,2.09,0.0,0.0
hsa-miR-378f,0.49,0.17,0.0,0.0,0.0,0.0
hsa-miR-378h,0.0,0.25,0.83,0.0,0.0,0.0
hsa-miR-378i,2.43,5.3,7.98,0.35,3.07,0.0
hsa-miR-379-3p,10.21,10.76,14.41,0.35,0.38,0.6
hsa-miR-379-5p,76.99,96.25,119.71,17.42,32.2,18.98
