miRNA,SRR27046388,SRR27046389,SRR27046390,SRR27046391,SRR27046392,SRR27046393,SRR27046394,SRR27046395,SRR27046396,SRR27046397,SRR27046398,SRR27046399,SRR27046400,SRR27046401,SRR27046402,SRR27046403,SRR27046404,SRR27046405,SRR27046406,SRR27046407,SRR27046408,SRR27046409,SRR27046410,SRR27046411,SRR27046412,SRR27046413,SRR27046414,SRR27046415,SRR27046416,SRR27046417,SRR27046418,SRR27046419,SRR27046420,SRR27046421,SRR27046422,SRR27046423,SRR27046424
hsa-let-7g-5p,0.0,0.39,0.0,0.0,0.0,0.63,0.95,0.0,0.0,0.0,1.33,0.0,0.0,0.76,0.78,0.0,1.63,0.0,0.0,0.0,0.0,26.65,4.46,0.0,0.31,8.64,0.0,0.54,0.0,0.0,0.0,41.82,0.65,0.0,0.0,0.69,1.58
hsa-let-7i-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,18.83,30.25,8.01,46.51,5.02,1.88,10.49,107.69,70.42,2.3,217.93,134.72,3.43,63.48,54.34,106.55,129.58,39.85,2.04,142.92,108.02,84.09,55.12,6.75,380.31,120.19,30.49,93.88,37.26,5.36,105.7,85.87,163.94,3.76,5.69,3.47,83.78
hsa-miR-1-3p,68.19,11.39,0.0,36.33,0.84,0.0,0.0,0.0,5.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.44,0.0,22.06,4.62,0.0,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.69,1.58
hsa-miR-100-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,14339.62,12314.33,5223.38,22712.0,8765.04,6558.43,4002.37,11411.72,17397.61,4721.99,44776.89,18712.53,9027.54,27562.16,8936.63,16135.55,8073.21,8009.87,2905.07,8838.03,14353.89,6427.77,22911.27,3934.27,15203.12,19098.51,6709.68,7547.52,26212.95,16288.26,8088.21,19056.68,11840.8,9738.3,16215.85,11196.35,8285.05
hsa-miR-10399-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0
hsa-miR-103a-3p,2782.07,3250.74,587.76,7393.24,2691.85,811.41,1502.32,239.82,500.46,89.66,7979.45,1246.91,2761.82,11761.33,2165.66,3338.84,2162.96,9425.36,541.71,1105.75,2264.71,1993.4,4811.51,541.16,542.53,1494.14,612.65,1812.95,3325.59,3960.25,456.68,6109.79,1513.98,2578.45,1217.15,1398.59,2956.12
hsa-miR-106b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.38,0.0,0.0,0.0,0.0,0.32,0.0,0.94,0.0,0.48,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0
hsa-miR-107,70.14,1.18,0.0,31.61,1.67,15.06,0.95,0.0,19.17,0.0,43.05,27.53,54.84,0.76,67.53,26.89,18.74,47.44,1.02,0.0,1.9,18.84,13.38,0.0,0.0,0.0,0.0,0.0,0.53,110.47,0.0,117.98,0.0,116.49,68.33,76.97,0.0
hsa-miR-10a-5p,0.0,14.93,0.0,32.7,0.0,0.0,0.0,0.0,14.58,0.0,0.0,17.7,116.11,46.65,0.0,16.93,0.81,18.97,1.02,0.0,0.0,0.46,19.75,0.0,0.94,0.0,0.0,27.13,39.92,0.0,0.58,26.88,73.15,0.0,0.0,0.0,0.0
hsa-miR-10b-5p,0.65,0.39,0.47,0.0,0.0,23.22,0.0,0.32,9.17,0.0,19.09,0.0,0.43,0.76,0.0,1.99,0.81,0.0,0.0,0.0,0.0,0.92,3.19,1.5,1.57,0.0,0.97,0.0,0.53,0.0,0.0,0.0,0.65,0.0,0.0,1.39,0.0
hsa-miR-11400,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,62.98,0.0,0.0,0.0,0.0,15.18,0.0,0.0,0.0,30.79,0.0,25.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,283.14,42.43,76.83,35.97,0.84,1.26,0.0,0.64,0.83,0.0,0.44,0.0,52.27,0.0,7.76,228.03,188.26,6.83,49.89,0.88,3.79,0.0,10.51,73.45,0.63,0.72,0.0,0.54,9.05,3.22,0.0,0.0,265.18,136.36,1.42,0.0,6.32
hsa-miR-1226-3p,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,263.36,257.25,0.0
hsa-miR-1246,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.61,0.0,0.0
hsa-miR-1253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,16.89,0.0,0.0,0.0,0.0,0.0,35.36,5.83,0.0,0.0,14.75,0.0,0.0,0.0,9.96,0.0,14.42,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,7.79,2.75,1.89,40.69,0.84,18.83,0.0,45.65,6.25,0.0,2.66,2.95,0.43,2.29,0.0,76.67,4.07,3.42,2.04,1.33,44.54,28.03,39.51,0.37,1.57,33.83,2.42,0.0,3.19,49.87,0.58,27.63,32.66,1.61,0.0,2.77,4.74
hsa-miR-125b-5p,1.3,23.57,0.0,17.44,0.0,0.0,0.0,0.32,0.42,0.0,0.0,0.98,0.86,0.76,0.78,25.89,10.59,0.38,4.07,0.88,0.0,1.38,1.27,0.0,0.0,1.44,0.0,0.0,1.06,0.0,0.58,0.0,3.92,171.79,112.46,85.29,99.59
hsa-miR-126-3p,1.3,0.0,0.47,21.44,1.67,0.0,1.91,0.32,0.0,0.0,0.0,26.55,0.0,0.76,0.0,0.0,0.81,14.8,0.0,0.0,0.0,43.19,7.33,6.37,0.0,0.0,0.0,72.71,0.53,0.0,0.0,0.0,28.09,25.23,0.0,0.0,0.0
hsa-miR-126-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,0.0,0.0,0.0,15.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.0,0.0,0.0,0.0,4.62,0.37,39.54,0.0,0.0,0.0,15.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,0.0,25.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.97,0.0,0.0,0.0,0.0,0.0,0.0,9.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1295a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.92,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,46.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,0.0,0.0,0.47,0.36,1.67,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,1.53,0.0,1.99,0.0,0.38,1.02,1.33,0.0,0.0,0.0,0.75,0.31,0.0,0.0,0.0,0.53,0.54,0.0,0.75,0.0,1.07,0.0,0.0,0.0
hsa-miR-1307-3p,485.11,347.66,252.17,1272.72,1434.2,165.04,716.34,116.37,127.93,43.1,301.37,200.61,475.58,757.88,376.47,512.82,450.69,552.54,265.76,825.22,490.84,737.07,1207.94,146.16,1688.15,227.43,363.92,218.68,181.5,245.61,176.95,484.63,310.9,224.4,82.57,0.0,262.42
hsa-miR-1307-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130a-3p,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-5p,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.48,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
hsa-miR-133b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,0.39,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-5p,0.0,0.0,0.0,15.62,0.0,16.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.47,0.0,0.0,0.0,0.0,0.0,27.88,0.0,0.0,16.25,0.0,0.0,13.67,23.23,0.0,0.0,0.0,59.57,0.0,0.0,0.0,0.0,90.84,82.2
hsa-miR-137-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,1.39,0.0
hsa-miR-139-3p,71.44,164.99,182.88,453.43,0.0,17.57,0.95,33.11,5.83,27.59,59.03,10.82,263.07,70.36,51.23,114.51,193.97,118.02,70.26,0.0,127.92,54.22,236.71,0.37,30.12,31.67,24.68,30.39,110.71,36.47,0.58,144.87,0.0,0.0,31.32,146.31,67.98
hsa-miR-140-3p,87.02,84.85,0.47,19.62,0.0,0.0,0.0,0.32,19.58,23.56,1.33,66.87,0.0,63.48,0.78,6.97,0.0,1.9,0.0,48.67,0.0,1.84,28.04,0.75,0.63,0.72,0.97,1.09,92.61,0.0,0.58,1.49,1.31,0.54,0.0,0.69,0.0
hsa-miR-140-5p,264.31,233.35,369.53,481.77,190.78,143.71,0.0,114.12,155.85,38.51,438.96,143.57,125.11,729.59,204.92,374.41,132.84,97.53,64.15,34.07,197.1,177.37,259.65,86.57,328.53,298.68,101.63,33.64,241.65,98.13,58.98,240.45,109.73,192.73,0.0,214.95,0.0
hsa-miR-141-3p,70.14,72.68,0.47,74.84,302.07,170.69,73.45,0.64,39.59,0.0,14.65,0.0,0.43,140.72,27.94,33.86,0.0,22.77,0.0,34.96,350.6,17.0,53.52,179.89,97.27,55.42,99.21,0.0,46.31,63.28,0.0,66.46,128.67,0.0,0.0,0.0,0.0
hsa-miR-141-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,4741.99,5657.28,8388.42,14073.28,22830.94,3615.89,12154.96,1345.05,2402.27,391.39,4288.43,2553.81,8996.69,79875.19,7857.68,16225.17,25778.69,35957.69,4370.34,5917.24,11927.14,10517.49,8919.73,3818.46,38433.76,10467.62,4336.98,7680.47,8652.49,6588.98,6415.67,29186.89,7016.05,3400.35,6128.45,7001.27,20838.31
hsa-miR-142-5p,5336.85,6052.47,1923.53,7594.16,2286.86,1937.22,2190.05,386.09,2533.95,1913.85,4197.0,4049.51,2046.73,5073.46,3197.25,6089.17,2652.77,4637.73,1191.36,2286.72,6711.68,4300.19,7438.93,360.9,1187.04,1949.72,2141.87,1408.14,6141.8,1913.9,846.2,4559.56,3909.05,2565.56,1430.68,2697.33,2979.84
hsa-miR-143-3p,10.39,92.71,4.24,60.31,11.71,1.26,9.54,2.89,12.92,30.46,2.22,40.32,4.71,54.3,4.66,25.89,6.52,33.77,4.07,6.64,35.06,33.09,34.89,86.57,30.12,0.72,4.84,3.26,5.85,3.75,10.51,3.73,3.27,134.21,0.0,4.16,3.16
hsa-miR-144-3p,1.3,2.36,0.0,1.45,0.84,0.0,0.95,0.32,6.67,0.0,1.78,0.0,0.0,0.0,4.66,1.0,0.81,0.76,0.0,0.44,0.0,0.0,0.96,0.37,0.0,1.44,0.48,1.63,2.13,0.54,0.0,2.99,0.65,1.07,0.0,0.0,1.58
hsa-miR-144-5p,0.0,0.0,0.0,22.53,0.0,0.0,0.0,0.0,0.0,0.0,43.94,31.47,0.0,32.88,55.89,0.0,97.8,12.14,0.0,0.0,0.0,0.0,18.0,0.0,0.0,30.23,0.0,0.0,0.0,0.54,0.58,23.15,0.0,0.0,0.0,0.0,80.62
hsa-miR-145-5p,0.0,0.0,0.0,12.72,0.0,0.0,0.0,46.61,0.0,0.0,26.63,15.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.37,0.0,28.79,0.0,0.0,34.06,0.0,68.33,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,0.65,58.14,0.94,71.21,0.84,0.0,0.95,0.32,15.0,0.0,12.43,0.98,44.99,165.95,0.78,84.64,0.81,63.75,1.02,1.77,41.69,0.46,68.82,0.0,85.98,15.83,0.0,35.81,84.63,45.05,0.0,97.08,0.65,0.0,0.0,0.0,0.0
hsa-miR-146b-3p,0.0,0.0,0.0,41.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,0.0,31.86,0.0,0.0,7.01,0.0,0.0,30.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,0.65,55.78,0.0,9.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.76,0.0,2.99,104.32,0.76,0.0,0.0,0.0,0.46,0.8,0.75,0.0,0.0,0.48,0.0,0.0,0.0,0.58,0.0,39.84,1.07,0.0,0.0,113.82
hsa-miR-148a-3p,16.24,124.14,20.74,33.43,6.69,1.26,22.89,12.54,2.08,1.15,6.21,10.82,12.43,53.53,4.66,53.77,50.53,25.81,22.4,10.18,60.64,10.57,28.67,22.86,47.07,2.88,9.68,1.09,12.24,1.61,23.94,5.23,16.33,49.39,17.08,33.98,6.32
hsa-miR-148b-3p,2.6,25.14,0.94,2.54,0.0,0.0,1.91,1.29,1.25,0.0,3.11,2.95,0.43,0.76,0.0,19.92,1.63,1.14,0.0,0.88,4.74,0.92,10.67,0.37,49.89,0.72,1.45,0.0,4.26,1.07,0.58,0.0,0.65,0.54,0.0,0.0,3.16
hsa-miR-150-5p,0.0,17.68,0.0,0.0,0.0,16.32,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,24.64,0.0,0.0,0.0,0.0,0.0
