miRNA,SRR13648489,SRR13648490,SRR13648491,SRR13648492,SRR13648493,SRR13648494,SRR13648495,SRR13648496,SRR13648497,SRR13648498,SRR13648499,SRR13648500,SRR13648501,SRR13648502,SRR13648503,SRR16312949,SRR16312950,SRR16312951,SRR16312952,SRR16312953,SRR16312954,SRR16312955,SRR16312956,SRR16312957,SRR16312958
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-12113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0
hsa-miR-12127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12129,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.1,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.31,0.2,0.0,0.48,0.0,0.0,0.4,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.4
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.7,1.23,56.53,0.31,0.0,3.49,0.0,1.27,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,120943.39,121668.75,10652.83,7493.07,15380.37,61453.07,110902.19,294237.02,20210.01,21598.24,16003.13,2949.6,34680.84,1102.81,5910.35,1984.29,5194.05,50.12,0.29,1790.78,48.22,1362.73,73298.69,381.63,288.86
hsa-miR-1224-3p,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.26,0.0,0.0,0.0,0.0
hsa-miR-1225-3p,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.41,0.0,0.31,0.0,0.55,0.23,0.9,0.0,0.81,0.1,0.7,0.0,0.0,0.0,0.81,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,0.72,0.0,0.0,0.0,0.11,0.47,0.0,0.0,0.1,0.0,0.5,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.39,0.31,0.0,0.55,0.47,0.0,0.22,0.31,0.2,0.5,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.55,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.13,0.18,0.0
hsa-miR-1229-3p,2.35,0.13,0.41,0.0,0.87,0.12,0.0,0.11,0.1,0.1,0.2,0.24,0.0,0.0,1.34,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,0.41,0.0,0.11,0.12,0.0,0.0,0.0,0.3,0.0,2.51,0.53,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-miR-122b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,1.43,0.0,0.0,0.0,0.0,1.05,0.0,2.19,0.0,0.0,1.8,0.12,0.85,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
hsa-miR-1233-3p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.22,0.2,0.0,0.0,0.0,0.0,0.0,1.34,0.36,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.2,0.13,1.04,0.0,0.11,0.35,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,8.65,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.21,0.0,0.55,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,1.53,0.9,2.38,0.0,0.33,0.23,0.0,0.44,0.1,0.3,0.2,0.0,0.0,0.0,1.21,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.1,0.13,0.41,0.34,0.11,0.23,0.0,0.11,0.51,0.0,0.0,0.12,0.21,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1245b-3p,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,229.4,628.17,841.2,265.23,309.45,3862.34,165.53,10018.58,108.52,57.67,315.67,335.26,657.28,19.95,242.31,38.74,98.68,46.7,1.01,145.13,1071.66,0.65,614.2,1.58,15.62
hsa-miR-1247-5p,0.2,0.13,1.55,0.26,0.0,1.05,0.56,0.22,0.2,0.3,0.0,0.0,1.49,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.51,0.0,0.0,1.08,0.0,0.0,0.13,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
hsa-miR-1249-3p,0.2,0.65,0.0,0.0,0.66,1.52,0.0,0.44,0.0,0.1,0.0,0.72,0.0,0.0,0.81,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.12
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58
hsa-miR-1250-5p,0.61,1.42,1.55,46.4,0.0,0.93,1.34,0.33,1.83,7.03,2.19,0.12,4.03,0.0,0.67,15.35,2.0,29.04,0.0,17.06,0.0,0.0,0.13,0.0,193.04
hsa-miR-1251-5p,0.0,0.0,1.24,0.0,0.0,0.35,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1252-5p,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43
hsa-miR-1253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,4.19,1.29,0.72,1.55,0.33,1.63,0.0,1.75,0.1,9.65,1.9,0.0,2.44,0.0,6.84,6.12,7.83,2.76,0.0,0.0,0.0,0.0,1.15,0.0,0.0
hsa-miR-1255b-5p,28.32,47.28,11.91,6.36,23.94,22.74,3.25,5.58,13.74,7.84,12.67,0.0,26.32,0.43,41.32,17.63,15.36,9.83,0.0,0.0,0.0,0.0,15.13,0.0,3.03
hsa-miR-1256,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1258,0.2,0.0,0.52,0.0,0.0,0.23,0.0,0.33,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,18.4,39.91,31.49,25.52,64.71,53.87,59.4,7.33,39.4,37.27,48.09,144.09,99.02,0.14,27.77,9.83,26.91,23.19,0.14,24.36,46.64,0.0,101.58,0.0,5.95
hsa-miR-125a-5p,1157.21,517.34,961.24,17.96,1207.94,1468.26,379.36,502.76,562.16,282.02,384.61,645.79,595.08,4.84,1237.32,746.94,1701.07,9.16,7.2,21.33,27.4,1.09,318.84,24.51,3.5
hsa-miR-125b-1-3p,12.47,8.27,21.85,0.26,6.67,2.57,7.51,3.5,4.68,15.47,4.79,2.03,1.59,0.0,2.15,0.0,11.64,0.0,0.43,8.08,15.02,0.33,4.1,0.7,0.0
hsa-miR-125b-2-3p,0.2,0.13,1.04,0.17,0.77,0.0,0.0,0.77,0.1,0.6,0.8,0.6,0.0,0.0,0.4,0.0,0.57,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0
hsa-miR-125b-5p,377.63,481.04,504.39,22.94,263.21,591.29,399.98,896.06,251.86,235.1,896.32,306.35,506.14,3.13,362.26,122.21,1305.79,12.92,10.81,27.84,1.84,7.72,273.44,33.79,3.38
hsa-miR-126-3p,7318.87,7981.27,19024.63,5798.87,4974.86,14524.02,8121.76,4657.21,8264.46,20443.25,7832.11,612.69,5878.86,27.93,5764.11,6885.7,15760.22,991.0,48.56,183.75,35.4,24.46,6046.74,106.96,272.89
hsa-miR-126-5p,28.11,38.36,30.86,39.18,33.34,95.26,41.24,52.48,136.52,75.85,37.71,1.31,18.25,0.0,38.91,28.18,122.82,0.22,0.58,3.14,0.0,0.0,30.4,0.53,5.71
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.12,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,0.0,0.26,0.41,0.86,0.0,1.87,0.9,0.0,3.05,2.01,1.1,0.36,0.74,0.0,2.68,0.48,0.76,0.22,0.0,0.0,0.0,0.0,0.13,0.53,0.0
hsa-miR-1262,0.72,0.26,0.0,3.44,0.98,0.47,0.0,0.11,0.51,0.1,0.0,0.0,0.32,0.0,0.0,8.28,0.86,0.0,0.0,0.0,0.0,0.11,0.51,0.0,1.17
hsa-miR-1263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
