miRNA,SRR2141641,SRR2141642,SRR2141643,SRR2141644,SRR2141645,SRR2141646,SRR2141647,SRR2141648,SRR2141649,SRR2141650,SRR2141651,SRR2141652,SRR2141653,SRR2141654,SRR2141655,SRR2141656,SRR2141657,SRR2141658,SRR2141659
hsa-let-7i-5p,1903.41,1589.83,3726.54,6598.91,3436.94,1491.91,1991.29,4898.71,842.43,4545.78,4516.23,6180.56,9311.3,4420.07,2554.76,4448.22,3796.06,3845.13,6434.1
hsa-miR-1-3p,264.07,0.0,333.91,76.82,166.43,38.8,59.85,294.22,63.46,235.13,117.72,32.22,76.31,50.18,133.66,183.24,578.94,160.95,147.99
hsa-miR-100-5p,924.03,397.46,2270.39,462.44,1115.73,184.56,621.83,788.26,241.15,524.33,995.89,596.78,385.08,1168.36,273.98,993.95,610.27,325.81,1155.65
hsa-miR-101-3p,3368.03,794.91,4197.85,5019.81,4495.47,2077.93,3126.42,4611.85,731.9,5809.35,6273.75,7753.38,11501.74,6881.87,2578.93,8049.96,5373.04,7587.22,9036.77
hsa-miR-101-5p,0.0,0.0,0.56,3.09,2.43,0.99,0.0,7.36,0.0,0.88,0.0,0.0,0.64,2.87,1.11,4.92,2.22,0.0,2.8
hsa-miR-10392-5p,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
hsa-miR-10395-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,3.56,0.0,5.63,10.31,3.04,4.97,2.03,1.23,0.0,3.96,1.77,2.01,14.69,20.79,6.95,1.34,4.69,4.99,5.21
hsa-miR-103a-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.44,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,586.38,794.91,915.59,346.44,111.06,531.79,189.69,158.14,307.25,16.7,626.26,1247.25,675.01,1715.27,907.53,268.6,987.93,1518.23,1958.66
hsa-miR-103b,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
hsa-miR-10401-5p,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8
hsa-miR-106a-3p,0.0,0.0,0.0,2.58,0.61,0.0,1.52,0.0,0.0,1.32,0.0,9.4,3.19,0.0,0.0,1.79,2.71,1.52,0.6
hsa-miR-106a-5p,42.9,0.0,38.29,67.54,44.12,49.25,27.9,9.81,2.12,142.84,80.64,32.22,156.14,37.63,22.23,54.97,94.72,102.17,85.11
hsa-miR-106b-3p,30.45,0.0,32.1,46.91,40.77,6.96,23.33,17.16,2.12,65.05,15.3,49.68,75.68,21.15,24.17,60.33,53.53,78.31,90.91
hsa-miR-106b-5p,154.71,0.0,131.76,254.68,179.21,75.62,81.66,68.65,31.2,345.89,195.41,328.93,654.26,309.29,106.98,353.52,214.85,207.38,244.11
hsa-miR-107,212.06,0.0,0.56,435.12,6.39,8.46,12.17,719.61,3.7,345.01,469.69,85.92,1617.93,5.02,22.51,760.66,15.05,41.65,17.02
hsa-miR-10a-3p,15.78,0.0,16.33,4.12,3.96,1.99,2.03,3.68,0.53,0.88,19.42,4.7,8.62,11.83,1.95,3.58,15.29,5.21,0.8
hsa-miR-10a-5p,2129.25,17090.62,2346.4,736.19,1485.41,1302.37,1539.37,939.04,716.04,858.35,2968.83,2150.14,790.28,912.47,1157.06,2052.27,4170.01,1935.58,1881.97
hsa-miR-10b-3p,2.0,0.0,0.0,0.0,0.3,0.0,0.0,1.23,0.0,0.44,0.0,0.0,0.96,4.66,0.0,0.0,0.49,1.74,0.2
hsa-miR-10b-5p,929.36,3577.11,1522.04,449.55,672.42,497.97,485.9,876.52,310.95,434.23,1635.68,1296.93,762.82,845.81,307.6,1351.49,974.36,610.41,957.6
hsa-miR-11400,17.78,0.0,0.56,1.03,21.3,8.95,4.56,0.0,1.59,84.82,39.44,15.44,43.75,98.2,112.82,2.23,73.02,16.49,66.08
hsa-miR-11401,1.78,0.0,0.0,3.61,1.22,21.89,9.64,0.0,0.53,2.2,0.0,2.69,6.39,1.79,4.72,7.15,0.0,0.0,3.2
hsa-miR-1180-3p,92.03,0.0,76.58,171.67,76.67,29.85,34.49,160.59,16.92,91.42,250.15,374.58,267.26,260.91,61.69,107.71,83.87,52.06,250.72
hsa-miR-1180-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
hsa-miR-1182,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,10.89,0.0,1.13,0.0,7.3,5.97,7.61,0.0,3.17,5.71,3.53,0.0,0.0,5.38,5.0,0.0,18.99,5.21,3.2
hsa-miR-1185-2-3p,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
hsa-miR-1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
hsa-miR-1197,3.78,0.0,0.0,0.0,2.13,6.47,8.12,2.45,2.12,2.64,0.0,0.0,0.0,1.79,1.11,0.0,1.23,3.04,1.0
hsa-miR-1203,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.22,0.0,0.0,0.0,0.3,0.0,1.01,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.28,0.0,0.0,0.0,0.0
hsa-miR-12135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0
hsa-miR-12136,0.44,0.0,0.0,0.0,1.22,4.97,1.01,0.0,0.0,2.64,0.0,0.0,0.0,9.68,0.56,0.89,4.19,2.39,0.0
hsa-miR-122-5p,325.42,35771.07,15286.26,291.28,44.42,5568.17,174.99,154.46,205.19,5634.42,11339.13,7309.66,6201.89,19890.49,187.84,871.5,3457.37,2029.94,11746.38
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,2.82,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0
hsa-miR-1229-3p,0.0,0.0,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,1.23,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0
hsa-miR-124-5p,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,39.12,0.0,15.2,20.62,14.3,0.5,5.07,2.45,13.22,4.4,1.18,34.91,89.73,154.83,44.18,17.43,4.44,8.24,12.42
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,1.33,0.0,0.0,2.06,1.22,0.99,1.52,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.43,0.0
hsa-miR-1250-5p,4.22,0.0,11.82,1.03,1.83,3.98,2.54,0.0,0.0,7.03,5.3,0.0,3.83,10.04,5.0,3.13,0.0,7.16,0.6
hsa-miR-1255a,1.78,0.0,5.07,3.61,0.3,0.0,0.51,0.0,1.06,1.76,3.53,0.0,3.19,1.43,0.28,0.0,0.99,11.06,2.8
hsa-miR-1255b-5p,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.96,0.0,0.0,0.0,1.23,0.0,2.2
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0
hsa-miR-1257,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0
hsa-miR-125a-3p,2.89,0.0,0.56,3.61,1.22,3.98,0.0,1.23,0.0,3.08,0.0,6.71,14.69,1.79,2.22,0.0,11.35,1.95,0.0
hsa-miR-125a-5p,56.46,794.91,31.53,18.04,23.12,42.78,56.81,28.2,20.62,59.33,80.05,30.21,21.07,55.19,78.64,154.64,172.18,227.55,115.75
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
hsa-miR-125b-5p,100.69,397.46,187.51,40.73,42.29,19.9,59.85,116.46,20.62,44.83,88.88,65.12,9.9,61.29,33.62,96.98,95.71,62.47,108.34
hsa-miR-126-3p,1257.68,1192.37,1515.84,884.67,1072.83,1980.42,1723.49,787.03,913.29,3568.32,2853.47,1219.73,2056.65,1796.63,1955.66,2796.39,4141.15,5874.85,2751.26
hsa-miR-126-5p,288.08,0.0,438.65,134.04,211.46,518.36,471.19,155.69,96.78,663.21,502.06,135.6,188.71,318.97,258.14,373.18,1028.63,983.95,366.06
hsa-miR-1260b,0.44,0.0,4.5,1.55,3.35,3.98,5.58,0.0,0.0,3.52,0.59,2.01,1.92,0.72,2.78,1.34,4.44,4.99,1.0
hsa-miR-1262,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.15,1.11,0.0,0.0,0.0,0.0
hsa-miR-1268a,1.33,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,4.22,0.0,0.0,4.64,3.04,7.96,8.62,3.68,2.12,7.03,1.77,4.7,0.0,3.94,7.22,7.15,8.39,38.39,11.41
hsa-miR-127-5p,0.0,0.0,1.13,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,1.52,2.4
hsa-miR-1270,1.78,0.0,0.0,0.0,0.61,1.49,0.0,0.0,0.0,0.0,4.71,0.0,2.55,0.0,0.56,0.0,0.0,1.3,0.0
hsa-miR-1271-5p,3.33,0.0,3.38,0.0,1.83,0.0,0.0,0.0,0.0,3.08,0.0,2.69,1.92,0.0,0.56,0.0,2.47,0.0,0.4
hsa-miR-1273c,0.67,0.0,0.0,1.55,0.61,0.99,2.03,0.0,0.0,0.0,5.89,2.01,2.24,2.51,1.95,3.13,0.74,1.74,2.2
hsa-miR-1273h-3p,3.11,0.0,4.5,2.58,2.13,5.97,1.01,2.45,5.29,7.91,10.59,5.37,17.56,16.49,9.17,9.39,14.8,30.37,3.4
hsa-miR-1273h-5p,4.0,0.0,1.13,2.06,3.04,2.49,1.01,0.0,3.7,4.4,0.0,3.36,0.0,4.3,4.72,2.23,9.37,18.22,2.2
hsa-miR-1275,2.0,0.0,1.69,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.36,1.67,2.68,0.0,0.0,0.0
hsa-miR-1276,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61
hsa-miR-1277-3p,1.33,0.0,0.0,0.0,0.0,1.49,2.03,0.0,0.0,0.88,5.3,0.0,4.15,1.79,0.0,0.0,5.92,5.21,2.2
hsa-miR-1278,14.67,0.0,11.26,5.67,5.17,7.96,2.03,14.71,0.53,23.73,23.54,0.0,25.23,7.17,8.34,30.84,24.67,36.88,27.43
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.44,0.0,0.0,0.64,1.08,0.0,0.0,0.0,1.3,0.0
hsa-miR-128-3p,2421.77,1987.28,2107.09,1008.91,1664.62,2246.57,2490.89,1084.92,561.62,3083.11,3674.55,1809.12,1222.31,3121.61,3014.36,2904.55,8548.96,11172.26,3678.63
hsa-miR-1284,0.0,0.0,1.13,2.06,3.35,1.49,0.0,2.45,0.0,1.32,0.0,0.0,3.51,0.72,6.95,8.04,5.43,5.21,6.61
hsa-miR-1285-3p,2.89,0.0,1.13,19.07,3.65,2.49,1.52,18.39,1.06,7.91,7.65,18.12,15.97,11.47,3.89,12.07,2.96,6.07,27.43
hsa-miR-1285-5p,1.33,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,2.2
hsa-miR-1287-3p,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,0.89,0.0,1.69,0.0,1.22,0.0,2.54,2.45,0.53,5.27,4.71,0.0,5.11,0.36,1.95,0.0,0.0,8.03,4.41
hsa-miR-1288-3p,1.11,0.0,1.69,1.55,0.0,0.0,1.01,0.0,0.0,1.32,0.59,0.0,0.96,0.0,0.0,0.0,0.0,1.74,0.0
hsa-miR-1289,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.2
hsa-miR-129-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,0.22,0.0,2.25,0.0,0.0,0.0,0.51,3.68,0.0,0.44,0.0,0.0,0.0,0.36,0.0,0.0,1.48,1.95,3.0
hsa-miR-1290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.64,0.36,0.0,2.23,0.0,0.0,0.0
hsa-miR-1291,2.22,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.53,0.88,0.0,0.0,1.28,0.0,0.83,0.0,0.99,1.3,0.0
hsa-miR-1292-5p,2.89,0.0,2.82,3.61,3.65,0.5,3.55,3.68,2.12,4.83,12.95,0.0,12.45,7.17,0.56,0.45,12.09,2.82,18.22
hsa-miR-1294,10.23,0.0,3.38,3.61,3.65,0.0,2.54,7.36,0.0,3.96,9.42,14.77,18.84,7.53,1.95,13.85,8.39,10.2,9.41
hsa-miR-1295a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.22,0.0,0.0,1.55,0.0,0.0,3.55,0.0,0.0,2.2,0.0,0.0,0.64,1.79,8.61,1.79,0.0,0.22,0.0
hsa-miR-1297,4.45,0.0,3.94,0.0,0.0,0.0,2.03,0.0,0.0,4.4,0.0,0.0,11.18,0.0,2.22,2.23,0.0,3.04,0.0
hsa-miR-1298-5p,1.11,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,1.73,1.95,0.0
hsa-miR-1299,0.0,0.0,1.69,0.0,0.61,0.5,1.01,1.23,0.0,0.88,0.0,0.0,0.0,1.43,0.0,0.0,0.0,14.53,2.0
hsa-miR-1301-3p,8.0,0.0,11.82,17.53,7.3,18.9,7.1,13.48,2.12,13.19,22.37,4.7,25.23,34.05,11.67,12.51,21.71,25.81,8.61
hsa-miR-1302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
hsa-miR-1303,1.33,0.0,0.0,0.0,0.0,0.0,0.51,1.23,0.0,4.83,3.53,0.0,6.71,2.15,5.28,2.68,2.96,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,10.14,0.0,0.61,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.25,1.08,0.0
hsa-miR-1304-5p,1.11,0.0,3.94,3.09,1.83,2.98,1.01,2.45,0.0,1.76,0.0,7.38,6.71,5.73,2.78,5.36,4.93,6.72,9.61
hsa-miR-1306-3p,3.11,0.0,5.07,8.25,3.65,7.96,2.03,1.23,0.0,3.96,8.83,4.03,8.94,7.88,3.61,8.49,1.23,9.98,2.0
hsa-miR-1306-5p,1.33,0.0,1.69,1.55,1.22,1.99,3.04,8.58,0.53,5.27,4.71,6.71,0.0,0.0,0.0,6.7,11.1,5.42,4.01
hsa-miR-1307-3p,247.18,397.46,297.88,173.74,164.0,387.03,561.48,134.85,104.71,512.02,382.58,81.23,215.21,320.05,664.95,332.96,792.81,1602.17,529.47
hsa-miR-1307-5p,12.67,0.0,38.29,14.44,10.34,18.9,23.33,17.16,2.12,18.46,33.55,11.41,69.93,54.48,22.51,20.56,17.02,50.98,8.41
hsa-miR-130a-3p,20.67,0.0,7.88,18.04,20.39,11.94,11.67,12.26,2.64,20.66,45.32,0.0,25.86,15.41,12.5,10.73,23.43,38.39,17.82
hsa-miR-130b-3p,4.89,0.0,3.38,8.76,6.69,2.49,4.06,14.71,0.0,3.96,10.01,14.77,20.75,22.58,5.0,8.04,9.62,8.89,5.81
hsa-miR-130b-5p,29.56,0.0,23.09,5.67,7.3,56.71,37.03,4.9,7.93,41.75,50.62,4.03,0.32,3.94,20.84,70.61,147.76,247.29,69.49
hsa-miR-132-3p,2.67,0.0,4.5,2.58,1.22,3.48,0.0,3.68,0.0,5.71,1.77,11.41,2.55,6.81,3.06,4.02,0.49,4.12,0.0
hsa-miR-132-5p,6.22,0.0,5.63,4.64,9.43,7.96,8.12,8.58,2.64,4.4,26.49,8.73,24.91,20.07,5.56,29.5,16.77,14.32,19.22
hsa-miR-1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0
hsa-miR-133a-3p,192.72,0.0,135.71,34.03,111.06,5.47,47.68,13.48,8.46,69.44,19.42,8.73,59.71,9.32,49.18,45.59,49.33,24.51,11.61
hsa-miR-133a-5p,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4
hsa-miR-133b,0.44,0.0,0.0,0.0,0.3,0.0,0.51,0.0,0.0,1.76,0.0,0.67,0.64,0.0,0.28,0.0,0.0,0.87,0.0
hsa-miR-134-5p,104.92,397.46,45.61,63.93,79.41,172.62,260.2,29.42,53.41,58.01,71.81,36.92,12.13,95.33,92.81,20.56,139.12,96.31,96.72
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.4
hsa-miR-1343-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
hsa-miR-135a-3p,0.0,0.0,0.0,0.0,0.0,0.0,4.56,0.0,0.0,1.76,0.0,0.0,0.0,0.0,1.39,0.0,0.99,2.17,0.0
hsa-miR-135a-5p,2.89,0.0,3.38,0.0,0.0,1.99,0.0,0.0,0.0,7.03,8.24,0.0,9.58,4.66,1.67,2.23,6.91,1.74,2.2
hsa-miR-136-3p,20.01,0.0,14.64,10.31,26.17,54.22,83.18,7.36,11.11,25.49,24.13,9.4,0.32,10.75,24.17,5.81,38.97,41.65,17.22
hsa-miR-136-5p,13.34,0.0,6.19,15.47,18.26,25.87,39.56,1.23,3.7,21.1,14.13,4.03,1.28,9.68,15.01,8.94,29.35,31.24,24.43
hsa-miR-138-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,1.56,0.0,2.25,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.56,0.89,0.0,0.0,0.0
hsa-miR-139-3p,16.89,0.0,18.02,3.09,9.74,18.41,17.75,3.68,5.29,24.17,37.08,13.43,19.8,20.43,32.79,26.82,52.05,52.93,27.23
hsa-miR-139-5p,132.7,0.0,170.62,48.98,102.84,176.6,112.09,143.43,56.06,250.96,455.57,156.41,56.2,171.67,226.74,328.04,518.01,382.65,354.25
hsa-miR-140-3p,864.68,0.0,761.3,841.36,864.71,359.17,510.76,979.5,186.68,1326.86,1094.77,91.3,1125.56,809.61,586.87,1414.06,1105.1,1237.31,1893.98
hsa-miR-140-5p,24.9,0.0,32.1,22.68,21.3,46.26,38.04,8.58,10.58,69.44,45.91,4.7,22.03,21.15,53.63,67.93,90.04,108.46,57.27
hsa-miR-141-3p,8.89,0.0,7.32,7.73,6.39,2.49,1.52,6.13,2.64,4.83,2.94,10.07,2.87,1.43,3.33,2.68,8.14,4.12,1.6
hsa-miR-141-5p,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,24.9,0.0,38.85,45.88,41.38,56.71,38.04,17.16,47.07,153.83,63.57,28.87,139.22,94.26,83.92,134.97,101.63,295.23,104.13
hsa-miR-142-5p,299.64,0.0,342.36,271.69,244.02,151.23,139.99,181.43,61.87,330.07,317.25,104.72,675.65,356.96,189.51,475.97,424.28,436.01,364.26
