miRNA,GSM2208752,GSM2208753,GSM2208754,GSM2208755,GSM2208756
hsa-miR-6500-3p,0.26,0.67,0.24,0.15,0.0
hsa-miR-6501-5p,0.15,0.04,0.16,0.0,0.0
hsa-miR-6505-3p,0.04,0.0,0.0,0.0,0.0
hsa-miR-6505-5p,0.0,0.08,0.0,0.21,0.0
hsa-miR-6506-5p,0.0,0.04,0.0,0.0,0.0
hsa-miR-6508-3p,0.07,0.0,0.0,0.0,0.0
hsa-miR-6509-5p,0.0,0.08,0.12,0.09,0.0
hsa-miR-651-5p,0.0,0.0,0.04,0.0,0.0
hsa-miR-6511a-3p,0.0,0.0,0.08,0.0,0.0
hsa-miR-6511a-5p,0.0,0.12,0.37,0.06,0.0
hsa-miR-6511b-3p,0.0,0.0,0.04,0.0,0.0
hsa-miR-6511b-5p,0.0,0.04,0.24,0.06,0.0
hsa-miR-6515-3p,0.04,0.0,0.08,0.06,0.0
hsa-miR-6515-5p,0.22,0.08,0.41,0.26,0.0
hsa-miR-6516-3p,0.37,0.08,0.57,0.73,0.69
hsa-miR-6516-5p,0.33,0.24,0.65,0.29,0.0
hsa-miR-652-3p,0.74,1.1,2.61,1.09,0.0
hsa-miR-652-5p,0.07,0.0,0.0,0.0,0.0
hsa-miR-6529-5p,0.92,0.79,2.48,0.06,2.19
hsa-miR-654-3p,0.0,0.04,0.08,0.0,0.0
hsa-miR-654-5p,0.0,0.0,0.0,0.15,0.0
hsa-miR-656-3p,0.0,0.04,0.0,0.0,0.0
hsa-miR-658,0.0,0.0,0.04,0.0,0.0
hsa-miR-659-5p,0.48,1.1,2.08,0.56,0.13
hsa-miR-660-3p,0.04,0.0,0.0,0.0,0.0
hsa-miR-660-5p,2.55,1.49,2.52,3.91,0.07
hsa-miR-663a,0.18,0.59,1.02,0.29,0.13
hsa-miR-663b,0.11,0.08,0.16,0.23,0.03
hsa-miR-664a-3p,5.31,1.96,4.32,1.88,0.1
hsa-miR-664a-5p,2.8,1.02,3.38,1.76,2.81
hsa-miR-664b-3p,0.07,0.08,0.45,0.0,0.0
hsa-miR-664b-5p,0.04,0.04,0.0,0.0,0.0
hsa-miR-671-3p,6.38,1.88,2.32,3.7,3.04
hsa-miR-671-5p,1.25,0.86,1.3,1.41,0.03
hsa-miR-6721-5p,0.0,0.04,0.0,0.0,0.0
hsa-miR-6724-5p,0.22,0.2,0.28,0.32,0.0
hsa-miR-6726-5p,0.0,0.0,0.08,0.0,0.0
hsa-miR-6727-5p,0.0,0.0,0.0,0.03,0.0
hsa-miR-6729-5p,0.04,0.04,0.53,0.12,0.0
hsa-miR-6731-3p,0.0,0.08,0.12,0.0,0.0
hsa-miR-6731-5p,0.0,0.08,0.12,0.03,0.0
hsa-miR-6732-5p,0.0,0.0,0.08,0.0,0.0
hsa-miR-6733-3p,0.0,0.0,0.08,0.0,0.0
hsa-miR-6733-5p,0.0,0.12,0.0,0.41,0.78
hsa-miR-6734-5p,0.0,0.0,0.0,0.12,0.0
hsa-miR-6735-3p,0.0,0.08,0.0,0.0,0.0
hsa-miR-6735-5p,0.0,0.0,0.08,0.0,0.0
hsa-miR-6740-5p,0.0,0.0,0.0,0.0,0.36
hsa-miR-6741-3p,0.0,0.0,0.0,0.0,0.03
hsa-miR-6741-5p,0.07,0.0,0.0,0.0,0.0
hsa-miR-6743-5p,0.0,0.0,0.12,0.0,0.0
hsa-miR-6746-5p,0.11,0.0,0.0,0.0,0.0
hsa-miR-6747-3p,0.77,0.04,0.2,0.0,0.0
hsa-miR-6748-3p,0.0,0.0,0.08,0.0,0.0
hsa-miR-6750-5p,0.0,0.0,0.16,0.0,0.0
hsa-miR-6751-5p,0.04,0.0,0.0,0.0,0.0
hsa-miR-6752-5p,0.18,0.0,0.04,0.0,0.0
hsa-miR-6753-3p,0.11,0.0,0.08,0.12,0.0
hsa-miR-6755-5p,0.0,0.12,0.0,0.62,0.0
hsa-miR-6758-3p,0.3,0.0,0.0,0.0,0.0
hsa-miR-6762-3p,0.0,0.0,0.0,0.0,0.39
hsa-miR-6762-5p,0.0,0.0,0.0,0.03,0.0
hsa-miR-6763-5p,0.0,0.0,0.33,0.0,0.0
hsa-miR-6767-5p,0.22,0.04,0.0,0.0,0.0
hsa-miR-6770-3p,0.18,0.04,0.0,0.0,0.0
hsa-miR-6770-5p,0.15,0.0,0.0,0.0,0.0
hsa-miR-6774-3p,0.7,0.04,0.12,0.0,0.1
hsa-miR-6774-5p,0.48,0.04,0.0,0.0,0.0
hsa-miR-6777-3p,0.07,0.0,0.0,0.0,0.0
hsa-miR-6777-5p,0.0,0.12,0.0,0.03,0.0
hsa-miR-6779-5p,0.26,0.04,0.04,0.0,0.0
hsa-miR-6782-3p,0.15,0.0,0.0,0.0,0.0
hsa-miR-6785-3p,0.0,0.04,0.0,0.0,0.0
hsa-miR-6785-5p,0.0,0.04,0.12,0.0,0.0
hsa-miR-6788-3p,0.0,0.0,0.08,0.12,0.0
hsa-miR-6788-5p,0.0,0.0,0.04,0.0,0.0
hsa-miR-6791-3p,0.0,0.0,0.04,0.0,0.0
hsa-miR-6791-5p,0.0,0.0,0.08,0.0,0.0
hsa-miR-6793-3p,0.04,0.0,0.0,0.0,0.0
hsa-miR-6793-5p,0.0,0.0,0.16,0.18,0.0
hsa-miR-6794-5p,0.0,0.0,0.0,0.23,0.0
hsa-miR-6796-5p,0.0,0.0,0.33,0.03,0.0
hsa-miR-6797-3p,0.0,0.0,0.12,0.0,0.0
hsa-miR-6797-5p,0.0,0.04,0.0,0.29,0.0
hsa-miR-6798-3p,0.07,0.0,0.0,0.0,0.0
hsa-miR-6800-3p,0.0,0.04,0.0,0.0,0.0
hsa-miR-6802-5p,0.0,0.0,0.08,0.0,0.0
hsa-miR-6805-3p,0.0,0.08,0.0,0.0,0.0
hsa-miR-6805-5p,0.33,0.08,0.08,0.03,0.85
hsa-miR-6806-3p,0.0,0.04,0.0,0.26,0.0
hsa-miR-6813-5p,0.0,0.08,0.28,0.0,0.0
hsa-miR-6816-3p,0.0,0.0,0.04,0.0,0.0
hsa-miR-6818-5p,0.0,0.0,0.0,0.35,0.0
hsa-miR-6820-5p,0.11,0.0,0.0,0.0,0.0
hsa-miR-6821-3p,0.0,0.0,0.45,0.0,0.0
hsa-miR-6821-5p,0.07,0.0,0.08,0.0,0.0
hsa-miR-6822-3p,0.0,0.04,0.0,0.0,0.0
hsa-miR-6822-5p,0.11,0.0,0.0,0.0,0.0
hsa-miR-6824-3p,0.15,0.08,0.12,0.0,0.0
hsa-miR-6824-5p,0.07,0.0,0.0,0.0,0.0
hsa-miR-6825-3p,0.0,0.0,0.08,0.0,0.0
hsa-miR-6825-5p,0.0,0.0,0.12,0.0,0.0
hsa-miR-6838-3p,0.0,0.0,0.08,0.0,0.0
hsa-miR-6839-5p,0.3,0.04,0.08,0.0,0.26
hsa-miR-6842-3p,4.28,2.32,1.83,2.76,0.65
hsa-miR-6842-5p,0.3,0.16,0.65,0.56,0.1
hsa-miR-6848-3p,0.3,0.0,0.2,0.23,0.0
hsa-miR-6852-5p,0.04,0.04,0.0,0.18,0.0
hsa-miR-6855-5p,0.0,0.16,0.04,0.0,0.52
hsa-miR-6856-5p,0.0,0.04,0.0,0.0,0.0
hsa-miR-6857-3p,0.0,0.04,0.0,0.0,0.0
hsa-miR-6858-5p,0.0,0.04,0.0,0.0,0.0
hsa-miR-6859-5p,0.26,0.0,0.0,0.06,0.0
hsa-miR-6861-5p,0.0,0.0,0.0,0.12,0.0
hsa-miR-6863,0.07,0.0,0.0,0.0,0.0
hsa-miR-6864-5p,0.18,0.0,0.0,0.0,0.0
hsa-miR-6866-5p,0.15,0.27,0.33,0.26,0.0
hsa-miR-6868-3p,0.0,0.04,0.0,0.0,0.0
hsa-miR-6869-3p,0.0,0.08,0.0,0.0,0.0
hsa-miR-6873-3p,0.0,0.04,0.0,0.0,0.0
hsa-miR-6874-5p,0.0,0.04,0.0,0.0,0.0
hsa-miR-6877-5p,0.18,0.0,0.0,0.0,0.0
hsa-miR-6881-3p,0.0,0.04,0.2,0.0,0.0
hsa-miR-6883-3p,0.0,0.0,0.0,0.23,0.0
hsa-miR-6884-5p,0.0,0.0,0.0,0.15,0.0
hsa-miR-6886-3p,0.07,0.0,0.0,0.0,0.0
hsa-miR-6890-5p,0.15,0.0,0.12,0.0,0.0
hsa-miR-6891-5p,0.07,0.04,0.08,0.0,0.16
hsa-miR-7-1-3p,1.36,1.02,0.98,1.32,0.56
hsa-miR-7-5p,1452.57,792.74,35.62,378.92,117.27
hsa-miR-708-3p,1.0,0.0,0.0,0.0,0.82
hsa-miR-7108-5p,0.0,0.0,0.0,0.15,0.0
hsa-miR-7109-3p,0.0,0.08,0.0,0.0,0.0
hsa-miR-7109-5p,0.0,0.04,0.0,0.0,0.0
hsa-miR-7110-3p,0.18,0.27,0.41,0.15,0.36
hsa-miR-7111-3p,0.0,0.04,0.0,0.18,0.0
hsa-miR-7161-3p,0.0,0.0,0.0,0.0,0.03
hsa-miR-744-3p,0.18,0.0,0.04,0.0,0.0
hsa-miR-744-5p,9.92,5.61,3.22,2.41,3.04
hsa-miR-760,0.48,0.27,0.65,0.47,0.52
hsa-miR-761,0.0,0.0,0.0,0.03,0.0
hsa-miR-766-3p,7.97,3.93,4.64,4.49,1.54
hsa-miR-766-5p,3.69,1.77,1.99,2.11,1.31
hsa-miR-769-3p,0.3,0.39,0.37,0.59,0.0
hsa-miR-769-5p,16.01,10.32,13.8,15.98,7.59
hsa-miR-7703,0.15,0.04,0.0,0.18,0.0
hsa-miR-7704,2.29,5.81,6.35,0.88,2.16
hsa-miR-7705,0.0,0.0,0.12,0.0,0.0
hsa-miR-7706,13.35,2.0,3.5,3.88,7.91
hsa-miR-7844-5p,1.18,0.0,0.0,0.15,0.0
hsa-miR-7846-3p,0.0,0.0,0.08,0.0,0.0
hsa-miR-7847-3p,0.0,0.08,0.0,0.0,0.0
hsa-miR-7850-5p,0.44,0.0,0.0,0.0,0.0
hsa-miR-7851-3p,0.0,0.04,0.04,0.0,0.0
hsa-miR-7974,0.18,0.2,0.0,0.12,0.0
hsa-miR-7975,0.0,0.0,0.04,0.0,0.0
hsa-miR-8057,0.04,0.0,0.0,0.0,0.43
hsa-miR-8061,0.04,0.0,0.04,0.0,0.0
hsa-miR-8078,0.07,0.0,0.0,0.0,0.0
hsa-miR-8086,0.07,0.0,0.12,0.06,0.0
hsa-miR-8485,0.41,0.04,0.04,0.41,2.35
hsa-miR-874-3p,1.11,1.33,2.2,1.94,0.07
hsa-miR-874-5p,0.0,0.0,0.08,0.0,0.0
hsa-miR-877-3p,1.14,0.08,0.41,0.76,0.78
hsa-miR-877-5p,0.3,0.2,0.41,0.56,0.0
hsa-miR-888-5p,0.0,0.04,0.0,0.0,0.0
hsa-miR-889-3p,0.0,0.0,0.04,0.21,0.0
hsa-miR-891a-5p,0.15,0.0,0.0,0.0,0.0
hsa-miR-892c-3p,0.0,0.75,0.12,0.06,0.16
hsa-miR-9-3p,1.62,2.08,6.39,12.01,0.16
hsa-miR-9-5p,20.84,36.9,105.76,59.48,4.87
hsa-miR-922,0.0,0.0,0.0,0.29,0.36
hsa-miR-92a-1-5p,14.42,5.06,10.05,8.84,5.72
hsa-miR-92a-2-5p,0.0,0.04,0.0,0.03,0.0
hsa-miR-92a-3p,2885.56,1554.01,2787.62,2047.89,1687.06
hsa-miR-92b-3p,10.92,5.02,9.24,6.17,4.38
hsa-miR-92b-5p,0.63,0.12,0.33,0.26,0.46
hsa-miR-93-3p,0.89,0.31,1.26,1.5,1.18
hsa-miR-93-5p,168.22,93.11,122.86,111.5,17.69
hsa-miR-933,0.0,0.08,0.0,0.23,0.16
hsa-miR-937-3p,0.07,0.08,0.08,0.0,0.0
hsa-miR-937-5p,0.22,0.0,0.04,0.0,0.0
hsa-miR-939-3p,0.0,0.04,0.0,0.0,0.0
hsa-miR-939-5p,0.0,0.04,0.0,0.15,0.0
hsa-miR-940,0.15,0.12,0.0,0.44,0.0
hsa-miR-941,47.74,23.36,23.49,17.07,27.67
hsa-miR-942-3p,0.3,0.08,0.28,0.12,1.57
hsa-miR-942-5p,0.81,1.69,1.67,1.29,0.75
hsa-miR-944,4.91,0.31,2.24,5.11,1.11
hsa-miR-95-3p,0.26,0.27,2.97,2.23,1.01
hsa-miR-96-3p,0.33,0.0,0.12,0.0,0.88
hsa-miR-96-5p,0.0,0.43,0.45,0.18,0.0
hsa-miR-98-3p,0.26,0.0,0.24,0.03,0.0
hsa-miR-98-5p,42.79,45.02,69.49,32.87,12.2
hsa-miR-9901,0.0,0.12,0.08,0.12,0.39
hsa-miR-9903,0.07,0.0,0.04,0.38,0.0
hsa-miR-9985,1.96,1.33,17.38,0.35,0.0
hsa-miR-99a-3p,0.0,0.0,0.2,0.0,0.0
hsa-miR-99a-5p,90.16,444.91,1004.95,648.49,57.62
hsa-miR-99b-3p,0.0,0.04,0.0,0.0,0.0
hsa-miR-99b-5p,1.11,0.08,1.42,0.03,0.23
hsa-mir-10525-3p,0.0,0.0,0.0,0.0,0.03
hsa-mir-1181-5p,0.0,0.12,0.08,0.0,0.52
hsa-mir-12121-5p,0.04,0.0,0.0,0.0,0.0
hsa-mir-12136-5p,2.07,15.07,12.9,3.94,0.2
hsa-mir-1244-1-3p,0.0,0.0,0.04,0.0,0.0
hsa-mir-1244-2-3p,0.04,0.0,0.16,0.0,0.0
hsa-mir-1244-3-3p,0.18,0.0,0.0,0.0,0.0
hsa-mir-1255a-5p,0.15,0.04,0.0,0.0,0.0
hsa-mir-1256-5p,0.04,0.04,0.04,0.0,0.0
hsa-mir-1267-5p,0.04,0.0,0.0,0.18,0.0
hsa-mir-1268a-5p,0.04,0.0,0.0,0.0,0.0
hsa-mir-1273c-5p,0.52,0.31,0.04,0.53,0.23
hsa-mir-1276-5p,0.0,0.04,0.0,0.0,0.0
hsa-mir-1285-2-3p,0.04,0.0,0.0,0.0,0.03
hsa-mir-1291-5p,0.0,0.04,0.0,0.0,0.0
hsa-mir-1294-5p,0.0,0.04,0.0,0.0,0.0
hsa-mir-1302-1-3p,0.11,0.0,0.0,0.0,0.0
hsa-mir-1303-3p,0.41,0.55,0.85,0.5,0.0
hsa-mir-1825-3p,0.11,0.0,0.0,0.0,0.0
hsa-mir-1843-5p,0.0,0.04,0.0,0.0,0.29
hsa-mir-2110-5p,0.37,0.24,0.69,0.65,0.26
hsa-mir-2278-5p,0.41,0.0,0.0,0.03,0.0
hsa-mir-3135a-5p,0.04,0.08,0.0,0.0,0.0
hsa-mir-3135b-5p,0.15,0.04,0.0,0.0,0.0
hsa-mir-3138-3p,0.11,0.0,0.0,0.0,0.0
hsa-mir-3149-3p,0.0,0.04,0.0,0.0,0.0
hsa-mir-3155a-3p,0.04,0.0,0.04,0.0,0.0
hsa-mir-3159-5p,0.07,0.0,0.08,0.0,0.0
hsa-mir-3163-5p,0.04,0.0,0.0,0.0,0.0
hsa-mir-3166-3p,0.0,0.0,0.04,0.06,0.0
hsa-mir-3170-5p,0.0,0.08,0.0,0.0,0.0
hsa-mir-3199-2-5p,0.0,0.0,0.04,0.0,0.0
hsa-mir-326-3p,0.0,0.08,0.0,0.0,0.0
hsa-mir-3615-3p,0.15,0.0,0.0,0.0,0.0
hsa-mir-3618-3p,0.04,0.0,0.0,0.0,0.0
hsa-mir-3648-1-5p,0.11,0.12,0.33,0.85,0.0
hsa-mir-3648-2-5p,0.44,0.35,0.16,0.65,0.36
hsa-mir-3651-3p,0.0,0.16,0.16,0.0,0.0
hsa-mir-3652-5p,0.11,0.16,0.12,0.18,0.43
hsa-mir-3654-3p,0.0,0.0,0.12,0.06,0.0
hsa-mir-3655-5p,0.07,0.0,0.04,0.15,0.0
hsa-mir-3658-5p,0.0,0.0,0.0,0.18,0.0
hsa-mir-378i-5p,0.0,0.0,0.04,0.0,0.0
hsa-mir-3908-5p,0.22,0.0,0.04,0.15,0.07
hsa-mir-3911-5p,0.04,0.0,0.0,0.0,0.0
hsa-mir-3916-5p,0.11,0.24,0.0,0.06,0.46
hsa-mir-3917-3p,0.18,0.04,0.0,0.15,0.0
hsa-mir-3929-3p,0.11,0.0,0.16,0.21,0.0
hsa-mir-3936-3p,0.11,0.0,0.0,0.0,0.0
hsa-mir-3941-3p,0.0,0.04,0.0,0.0,0.0
hsa-mir-3960-3p,0.07,0.67,0.77,0.18,0.23
hsa-mir-4281-3p,0.0,0.0,0.0,0.15,0.0
hsa-mir-4424-5p,0.0,0.27,0.12,0.32,0.0
hsa-mir-4426-5p,0.0,0.0,0.33,0.26,0.0
hsa-mir-4441-3p,0.15,0.0,0.0,0.0,0.0
hsa-mir-4444-1-3p,0.37,0.04,0.0,0.06,0.0
hsa-mir-4444-2-3p,0.04,0.0,0.08,0.0,0.03
hsa-mir-4453-5p,0.0,0.0,0.0,0.03,0.0
hsa-mir-4468-3p,0.0,0.0,0.16,0.0,0.0
hsa-mir-4473-3p,0.07,0.04,0.0,0.23,0.1
hsa-mir-4487-5p,0.52,0.24,0.28,0.47,0.0
hsa-mir-449a-5p,0.15,0.0,0.0,0.21,0.0
hsa-mir-4525-5p,0.0,0.0,0.08,0.0,0.0
hsa-mir-466-3p,0.04,0.94,1.59,0.47,0.1
hsa-mir-4666b-5p,0.0,0.0,0.0,0.0,0.33
hsa-mir-4739-5p,0.04,0.2,0.0,0.21,0.29
hsa-mir-4751-5p,0.0,0.04,0.0,0.0,0.0
hsa-mir-4779-3p,0.0,0.04,0.0,0.0,0.0
hsa-mir-5092-3p,0.0,0.04,0.0,0.0,0.0
hsa-mir-5188-3p,0.0,0.0,0.08,0.0,0.0
hsa-mir-5193-3p,0.0,0.04,0.04,0.0,0.0
hsa-mir-548ac-3p,0.15,0.04,0.2,0.0,0.0
hsa-mir-548ax-5p,0.0,0.2,0.37,0.32,0.0
hsa-mir-548h-3-5p,0.0,0.0,0.0,0.21,0.0
hsa-mir-548l-5p,0.0,0.0,0.04,0.0,0.0
hsa-mir-558-3p,0.15,0.08,0.41,0.62,0.0
hsa-mir-563-3p,0.07,0.0,0.16,0.0,0.0
hsa-mir-5684-5p,0.11,0.2,0.2,0.12,0.0
hsa-mir-5689-5p,0.0,0.0,0.0,0.06,0.0
hsa-mir-5693-3p,0.0,0.04,0.0,0.0,0.0
hsa-mir-5695-3p,0.0,0.0,0.04,0.0,0.0
hsa-mir-5696-5p,0.0,0.0,0.12,0.06,0.0
hsa-mir-591-5p,0.07,0.0,0.0,0.0,0.0
hsa-mir-600-3p,0.11,0.0,0.24,0.0,0.0
hsa-mir-607-3p,0.81,0.2,0.16,0.21,0.0
hsa-mir-6133-3p,0.0,0.0,0.04,0.0,0.0
hsa-mir-621-3p,0.0,0.04,0.12,0.03,0.0
hsa-mir-622-3p,0.63,0.0,0.37,0.76,1.57
hsa-mir-623-5p,0.0,0.08,0.33,0.18,0.0
hsa-mir-636-3p,0.0,0.0,0.0,0.06,0.0
hsa-mir-639-3p,0.11,0.0,0.0,0.0,0.0
hsa-mir-641-5p,0.0,0.0,0.0,0.0,0.03
hsa-mir-644a-3p,0.0,0.04,0.0,0.12,0.0
hsa-mir-663a-5p,0.48,0.43,0.53,0.18,0.26
hsa-mir-7705-5p,0.33,0.04,0.53,0.03,0.0
hsa-mir-7848-3p,0.11,0.0,0.0,0.0,0.0
hsa-mir-7851-3p,0.37,0.04,0.04,0.12,0.26
hsa-mir-7854-3p,0.41,0.04,0.04,0.0,0.0
hsa-mir-8072-5p,0.18,0.08,0.0,0.26,0.0
hsa-mir-8080-5p,0.0,0.0,0.04,0.0,0.0
hsa-mir-8086-5p,0.7,0.31,0.33,0.23,1.11
hsa-mir-8485-3p,0.37,0.12,0.49,0.59,0.82
hsa-mir-933-3p,0.11,0.0,0.04,0.0,0.0
hsa-mir-941-2-3p,0.0,0.0,0.0,0.06,0.0
hsa-mir-941-4-3p,0.0,0.04,0.0,0.0,0.0
hsa-mir-944-3p,0.0,0.0,0.0,0.06,0.0
hsa-mir-9902-2-5p,0.0,0.12,0.0,0.0,0.0
hsa-mir-9903-3p,0.0,0.08,0.0,0.0,0.0
