miRNA,ERR9830982,ERR9830983,ERR9830984,ERR9830985,ERR9830986,ERR9830987,ERR9830988,ERR9830989,ERR9830990,ERR9830991,ERR9830992,ERR9830993,ERR9830994,ERR9830995,ERR9830996,ERR9830997,ERR9830998,ERR9830999,ERR9831000,ERR9831001,ERR9831002,ERR9831003,ERR9831004,ERR9831005,ERR9831006,ERR9831007,ERR9831008,ERR9831009,ERR9831010,ERR9831011,ERR9831012,ERR9831013,ERR9831014,ERR9831015,ERR9831016,ERR9831017,ERR9831018,ERR9831019,ERR9831020,ERR9831021,ERR9831022,ERR9831023,ERR9831024,ERR9831025,ERR9831026,ERR9831027,ERR9831028,ERR9831029,ERR9831030,ERR9831031,ERR9831032,ERR9831033
hsa-miR-23a-5p,0.51,0.63,0.0,0.0,0.0,0.68,0.0,0.49,0.92,0.0,0.94,0.0,0.17,0.0,2.59,1.68,0.0,0.0,0.0,0.0,0.58,0.38,0.18,0.0,0.17,0.16,0.31,0.15,0.0,0.14,0.15,0.0,0.0,0.73,0.0,0.0,0.15,0.0,0.87,0.0,0.0,0.58,0.0,0.15,0.0,0.4,0.0,0.0,0.0,0.15,0.57,0.18
hsa-miR-23b-3p,1.01,1.27,2.05,0.39,1.23,7.46,1.83,2.75,4.4,0.0,9.4,0.48,1.04,2.15,8.64,7.13,2.54,1.44,0.81,1.63,2.32,4.41,1.81,1.04,1.55,0.16,11.83,0.59,4.99,0.28,0.0,1.27,0.33,2.0,1.47,1.54,0.89,0.68,1.08,0.47,0.77,1.02,0.28,0.88,0.17,0.4,0.45,0.0,0.34,0.3,0.19,0.73
hsa-miR-23b-5p,0.0,0.32,0.0,0.0,0.14,0.0,0.0,0.16,0.0,0.0,0.94,0.0,0.35,0.72,0.0,0.84,0.18,0.36,0.0,0.0,0.0,0.19,0.0,0.17,0.17,0.31,0.93,0.0,0.22,0.0,0.0,0.0,0.0,0.18,0.0,0.31,0.0,0.0,0.22,0.0,0.15,0.29,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0
hsa-miR-23c,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.25,0.0,0.37,0.79,0.0,0.0,0.92,0.16,0.55,0.39,4.7,0.16,0.17,0.36,2.59,0.84,0.91,0.36,0.27,0.27,0.77,0.58,0.0,0.0,0.86,0.0,1.87,0.0,0.87,0.0,0.0,0.16,0.0,0.36,0.0,0.77,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.35,0.0,0.3,0.14,0.0,0.3,0.38,0.36
hsa-miR-24-2-5p,3.03,1.58,2.6,6.29,1.91,14.24,11.92,5.02,4.77,1.95,11.28,2.71,1.39,3.23,16.42,11.12,6.16,5.76,2.97,4.08,6.78,6.91,4.7,3.13,2.41,0.16,14.94,2.38,9.98,0.97,1.17,2.54,1.32,2.0,2.45,2.32,1.64,1.36,0.87,0.31,1.69,1.31,0.98,1.32,0.52,0.67,2.53,1.1,0.34,2.83,2.83,1.09
hsa-miR-24-3p,47.74,26.12,34.78,78.05,13.51,157.37,176.04,67.71,88.97,24.91,78.98,18.35,22.4,54.94,140.87,2.31,96.81,43.9,29.69,62.59,53.24,113.2,88.13,20.49,37.56,17.91,123.24,14.57,140.4,24.85,43.05,44.72,44.01,72.71,39.53,51.9,54.64,23.47,57.81,12.1,27.23,55.12,27.92,33.67,25.36,9.43,28.24,19.08,9.76,30.14,36.99,22.17
hsa-miR-25-3p,98.25,36.25,47.99,149.23,31.65,572.49,420.86,62.85,57.42,54.1,381.74,27.92,46.19,49.91,574.72,232.05,104.06,160.84,100.66,85.99,239.7,176.32,122.08,69.62,67.02,16.51,365.38,17.7,211.36,28.73,19.26,47.58,37.58,166.56,49.82,54.22,27.25,25.77,64.3,27.18,33.38,33.39,32.66,112.14,32.53,20.22,17.09,24.02,43.93,73.26,184.17,25.63
hsa-miR-25-5p,0.51,0.16,0.19,0.39,0.27,0.0,0.0,0.65,0.18,0.0,1.88,0.0,0.0,0.0,0.86,0.21,0.36,0.72,0.27,0.27,0.19,0.38,0.54,0.17,0.0,0.0,0.93,0.15,1.3,0.0,0.0,0.48,0.16,0.0,0.16,0.15,0.0,0.0,0.0,0.16,0.15,0.29,0.14,0.0,0.35,0.13,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.19,0.0,0.0,0.17,0.0,0.0,0.62,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-2-3p,0.76,0.95,0.56,0.39,0.27,0.0,0.92,0.16,0.0,0.0,0.94,0.0,0.35,0.0,2.59,1.05,0.18,0.72,0.27,0.27,0.0,0.19,0.54,0.0,0.0,0.16,2.18,0.0,0.65,0.14,0.15,0.32,0.0,0.36,0.16,0.15,0.15,0.14,0.43,0.31,0.31,0.15,0.14,0.0,0.0,0.0,0.3,0.0,0.17,0.0,0.19,0.36
hsa-miR-26a-5p,2360.53,648.33,1122.05,2202.02,444.21,4228.55,3157.79,2033.74,2063.45,930.95,3358.56,496.99,656.01,834.52,3991.92,4377.51,2388.67,934.8,729.99,834.33,2214.76,4151.46,2342.95,1350.72,1098.38,475.17,6486.23,608.77,4232.37,572.33,239.9,1296.95,398.05,1762.55,1086.24,1194.49,459.62,603.48,1197.03,227.81,454.14,514.45,241.35,477.97,556.81,195.41,737.12,309.84,357.82,711.13,1225.04,297.15
hsa-miR-26b-3p,0.76,0.32,0.0,0.98,0.14,1.36,0.92,0.97,0.73,0.0,0.0,0.16,0.52,0.36,0.0,1.47,0.54,0.0,0.0,0.0,0.58,0.58,0.36,0.69,0.17,0.16,2.8,0.0,0.0,0.0,0.0,0.32,0.16,0.0,0.0,0.15,0.3,0.54,0.22,0.0,0.31,0.87,0.0,0.15,0.0,0.27,0.0,0.14,0.0,0.3,0.19,0.18
hsa-miR-26b-5p,198.77,70.91,112.54,220.2,38.34,328.3,232.89,143.35,124.38,86.01,323.45,46.11,38.03,66.07,343.97,287.44,141.04,75.56,73.4,90.34,209.69,401.95,198.29,125.52,103.03,27.88,655.75,61.56,434.22,58.44,26.7,89.6,38.4,151.25,88.86,95.31,34.99,47.07,111.28,16.18,27.08,37.18,19.68,42.01,40.4,21.56,42.35,20.87,32.48,65.5,168.13,21.45
hsa-miR-27a-3p,348.8,72.81,132.63,367.46,61.12,597.59,669.33,326.22,320.12,75.5,653.47,50.26,76.58,160.15,681.02,617.27,295.5,128.45,148.7,154.57,290.81,405.59,296.16,154.86,176.77,70.24,830.66,82.68,590.67,96.89,60.71,109.74,80.11,152.71,136.39,86.81,78.46,75.01,135.1,19.64,49.69,101.49,30.43,78.9,79.57,31.94,67.17,31.02,42.08,79.53,84.91,45.62
hsa-miR-27a-5p,2.78,0.47,1.12,4.33,0.41,11.53,8.25,3.4,3.85,1.56,9.4,1.76,0.87,2.15,20.74,8.6,5.08,3.6,2.16,3.27,6.58,5.76,3.07,2.26,1.21,0.62,14.94,0.59,4.56,0.83,1.46,1.59,0.82,0.73,1.96,1.85,1.04,0.68,1.95,0.0,1.08,0.87,0.28,0.44,1.57,0.54,0.74,0.27,0.5,0.9,1.13,0.55
hsa-miR-27b-3p,67.18,35.61,28.83,72.55,10.91,121.42,157.71,65.44,63.84,45.92,149.5,32.23,14.59,65.35,332.73,314.51,55.29,53.25,63.69,63.95,173.67,97.08,64.65,29.86,45.83,17.13,517.57,16.36,156.02,22.63,11.82,76.76,11.7,99.13,27.77,59.62,41.39,17.9,79.24,13.2,26.46,14.87,20.66,19.62,21.68,6.06,35.82,6.86,28.28,55.8,46.8,21.08
hsa-miR-27b-5p,0.25,0.0,0.0,0.2,0.0,2.71,0.0,0.16,0.18,0.39,0.0,0.0,0.35,0.36,0.0,0.63,0.36,0.0,0.0,0.82,0.97,0.96,0.0,0.0,0.0,0.0,1.24,0.0,0.65,0.0,0.15,0.0,0.0,0.0,0.0,0.46,0.0,0.14,0.22,0.0,0.0,0.15,0.0,0.29,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.18
hsa-miR-28-3p,12.88,2.37,5.95,11.21,2.05,27.13,35.76,12.8,11.92,4.28,28.21,3.19,3.65,8.26,45.8,24.13,13.05,7.2,4.32,8.44,14.13,16.31,8.49,4.86,3.96,2.02,36.1,1.78,17.14,2.64,3.5,5.87,3.13,7.29,4.41,7.26,2.98,2.71,8.88,1.89,5.38,3.79,3.07,3.51,4.72,1.08,3.27,2.61,2.19,4.77,3.77,4.54
hsa-miR-28-5p,5.56,1.9,2.79,4.52,0.95,7.46,11.0,4.37,3.49,2.34,12.22,0.64,1.56,2.15,15.56,8.18,2.18,1.08,1.62,2.45,5.61,6.72,4.15,3.47,2.58,0.78,7.47,1.64,7.16,1.53,1.75,3.17,1.32,4.01,2.12,1.85,1.64,1.09,2.38,0.31,0.31,1.02,1.12,1.17,1.92,0.13,1.49,0.82,0.67,1.64,0.94,0.91
hsa-miR-2861,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-296-3p,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.62,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.36
hsa-miR-296-5p,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,61.63,19.47,31.06,63.9,12.96,109.89,89.86,47.13,51.18,24.52,98.73,12.92,16.15,17.95,128.77,115.61,58.74,24.11,26.72,24.49,55.57,92.48,38.1,27.08,24.47,14.02,228.13,16.8,98.08,24.85,17.22,27.44,13.19,55.58,36.1,31.05,11.76,18.04,46.33,7.23,8.92,15.31,9.07,25.62,11.89,7.82,11.74,7.55,18.85,22.68,21.32,8.36
hsa-miR-29b-1-5p,0.25,0.16,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.17,0.0,0.0,0.93,0.0,0.22,0.0,0.0,0.32,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.13,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-29b-2-5p,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.38,0.0
hsa-miR-29b-3p,2.02,0.95,1.49,2.36,0.82,2.03,8.25,1.94,0.55,0.39,3.76,0.48,1.39,0.0,1.73,6.08,0.91,1.08,2.97,0.82,2.9,1.73,1.99,2.26,1.72,0.16,15.56,0.59,3.69,0.69,0.88,1.27,0.99,3.83,1.31,0.93,0.3,0.95,2.6,0.16,0.0,0.87,0.28,1.61,0.17,0.4,0.59,0.14,0.5,1.04,2.45,0.36
hsa-miR-29c-3p,1.77,1.11,0.0,0.2,0.14,2.03,0.92,0.97,0.18,0.0,1.88,0.32,0.17,0.0,0.86,1.26,0.73,0.36,0.81,0.0,0.39,0.96,0.18,0.69,0.17,0.0,3.73,0.15,0.65,0.28,0.44,0.0,0.16,1.09,0.16,0.15,0.0,0.14,0.65,0.0,0.31,0.0,0.0,0.44,0.0,0.0,0.0,0.14,0.0,0.15,0.57,0.18
hsa-miR-29c-5p,0.25,0.0,0.19,0.2,0.0,1.36,0.0,0.49,0.18,1.17,1.88,0.16,0.0,0.0,3.46,1.89,0.36,0.36,0.0,0.0,0.77,1.53,0.9,0.17,0.52,0.31,0.93,0.15,1.74,0.14,0.29,0.16,0.0,0.18,0.0,0.15,0.6,0.0,0.65,0.0,0.0,0.44,0.0,0.29,0.17,0.0,0.3,0.27,0.0,0.15,0.0,0.18
hsa-miR-301a-3p,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.19,0.0
hsa-miR-301a-5p,1.01,0.0,0.0,0.39,0.14,0.68,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,1.73,0.21,0.18,0.36,0.0,0.54,0.77,0.58,0.18,0.52,0.52,0.16,0.0,0.0,0.43,0.14,0.0,0.32,0.16,0.55,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.14,0.0,0.15,0.19,0.0
hsa-miR-301b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301b-5p,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-5p,0.0,0.0,0.19,0.2,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.31,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3065-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.16,0.0,0.0,0.43,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,12.38,2.06,3.16,13.37,2.18,26.45,22.01,12.47,12.29,4.28,21.63,2.07,2.26,11.13,21.61,31.47,9.06,7.2,3.78,8.71,17.04,13.81,8.13,5.73,3.96,2.02,38.9,1.93,23.87,1.94,0.73,5.39,1.81,3.64,3.92,4.94,0.3,4.48,5.41,0.94,5.08,0.73,0.56,1.9,5.07,0.54,2.68,0.82,1.35,3.88,3.59,2.0
hsa-miR-30a-5p,113.66,23.43,25.11,76.09,19.24,185.18,210.89,83.25,103.28,40.09,146.68,19.31,22.23,51.71,285.2,226.18,88.47,59.01,62.88,43.54,102.81,149.46,80.0,50.7,44.45,25.39,310.6,26.91,205.07,25.96,4.67,42.82,13.19,54.85,43.78,52.52,12.95,26.72,53.26,11.16,48.61,14.44,16.33,31.77,55.44,9.16,21.99,10.43,15.82,38.2,33.21,26.9
hsa-miR-30b-3p,0.0,0.16,0.0,0.2,0.0,0.0,0.92,0.49,0.55,0.39,0.0,0.16,0.0,0.0,0.86,0.63,0.0,0.0,0.0,0.0,0.0,0.58,0.54,0.17,0.0,0.0,0.31,0.0,0.22,0.28,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.18
hsa-miR-30b-5p,5.3,1.27,2.05,5.11,0.95,15.6,11.92,1.46,3.85,1.56,8.46,1.28,1.04,1.44,12.1,5.66,4.89,1.44,2.97,2.18,6.2,12.85,2.35,3.13,3.27,0.78,21.16,2.23,11.07,2.22,0.29,2.85,0.66,4.56,2.12,2.01,2.38,2.03,5.2,0.31,0.46,2.48,1.4,2.05,2.1,0.0,2.23,0.96,0.5,2.24,3.59,1.45
hsa-miR-30c-1-3p,0.0,0.0,0.19,0.2,0.14,0.0,0.0,0.16,0.73,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.54,0.72,0.0,0.27,0.19,0.0,0.18,0.35,0.17,0.0,0.31,0.0,0.22,0.14,0.15,0.32,0.16,0.18,0.16,0.31,0.0,0.0,0.0,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.38,0.0
hsa-miR-30c-2-3p,0.25,0.0,0.19,0.98,0.14,1.36,0.0,0.81,0.92,0.39,0.0,0.16,0.0,0.36,1.73,0.63,0.36,0.0,0.27,0.27,1.16,1.53,0.54,0.87,0.34,0.0,0.93,0.15,1.09,0.0,0.0,0.16,0.0,0.73,0.16,0.15,0.15,0.0,0.87,0.0,0.15,0.0,0.28,0.0,0.17,0.13,0.0,0.0,0.0,0.6,0.19,0.0
hsa-miR-30c-5p,91.94,26.75,35.53,97.71,15.55,258.43,186.13,74.83,90.07,42.81,171.13,23.45,23.62,46.32,248.04,208.13,104.6,44.98,45.88,42.45,125.85,166.73,91.2,58.51,36.7,18.22,267.34,20.67,209.19,15.69,6.57,30.77,12.03,47.56,41.33,46.65,16.68,29.57,62.79,13.2,33.38,24.06,15.77,30.16,37.6,4.58,27.49,12.36,8.92,29.69,36.8,14.36
hsa-miR-30d-3p,0.51,0.0,0.37,0.0,0.27,1.36,0.92,0.97,0.37,0.78,0.0,0.0,0.17,0.0,0.86,0.84,0.91,0.36,0.27,0.0,0.19,0.96,0.36,0.17,0.0,0.0,0.31,0.3,0.22,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.43,0.16,0.0,0.29,0.14,0.15,0.17,0.0,0.3,0.0,0.0,0.0,0.19,0.0
hsa-miR-30d-5p,245.75,74.24,108.63,231.8,57.57,705.44,529.97,215.26,228.4,126.49,480.47,62.06,89.95,161.23,706.08,505.44,262.69,190.34,137.09,129.53,313.66,419.02,254.27,142.54,139.9,55.91,588.84,56.51,410.35,122.71,76.76,154.78,72.36,215.58,116.3,153.39,85.16,75.01,164.97,51.69,132.15,129.63,102.04,119.16,85.69,27.22,78.62,60.4,46.62,88.18,114.73,72.7
hsa-miR-30e-3p,14.4,5.54,9.67,16.91,3.55,32.56,33.93,13.44,13.02,5.45,40.43,2.87,4.51,8.62,47.53,25.6,14.14,9.36,4.59,7.08,24.4,19.95,15.17,6.77,5.0,3.27,33.3,2.53,29.3,3.61,1.46,9.36,4.62,9.84,7.35,8.03,1.79,4.2,8.44,1.89,3.85,1.02,1.95,2.34,1.75,2.43,1.93,1.51,1.68,5.22,9.25,1.45
hsa-miR-30e-5p,76.02,23.27,45.57,79.04,21.56,228.59,132.95,51.35,45.5,36.2,103.43,18.83,26.57,24.42,164.21,139.73,69.98,44.26,29.69,36.19,93.71,135.64,87.95,50.0,45.83,19.62,260.81,22.6,162.97,46.09,41.59,65.34,30.33,104.97,47.04,49.43,18.61,23.2,56.07,17.91,20.92,17.79,24.01,33.96,23.61,13.75,25.41,17.16,28.11,48.34,93.6,15.63
hsa-miR-31-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-31-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.94,0.0,0.0,0.0,0.0,0.21,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.22,0.14,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.14,0.43,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
hsa-miR-3115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3117-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3120-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3120-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3121-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.19,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
