miRNA,ERR9830982,ERR9830983,ERR9830984,ERR9830985,ERR9830986,ERR9830987,ERR9830988,ERR9830989,ERR9830990,ERR9830991,ERR9830992,ERR9830993,ERR9830994,ERR9830995,ERR9830996,ERR9830997,ERR9830998,ERR9830999,ERR9831000,ERR9831001,ERR9831002,ERR9831003,ERR9831004,ERR9831005,ERR9831006,ERR9831007,ERR9831008,ERR9831009,ERR9831010,ERR9831011,ERR9831012,ERR9831013,ERR9831014,ERR9831015,ERR9831016,ERR9831017,ERR9831018,ERR9831019,ERR9831020,ERR9831021,ERR9831022,ERR9831023,ERR9831024,ERR9831025,ERR9831026,ERR9831027,ERR9831028,ERR9831029,ERR9831030,ERR9831031,ERR9831032,ERR9831033
hsa-miR-3128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3130-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3135a,0.0,0.0,0.0,0.2,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3136-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3140-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3143,0.25,0.0,0.19,0.2,0.0,0.0,0.92,0.0,0.18,0.0,0.0,0.0,0.17,0.0,1.73,0.0,0.18,0.0,0.0,0.0,0.0,0.58,0.36,0.0,0.0,0.0,0.31,0.0,0.0,0.14,0.0,0.0,0.0,0.18,0.0,0.15,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-3144-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3146,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-3148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3151-5p,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3157-3p,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.43,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
hsa-miR-3158-3p,0.25,0.95,0.56,0.0,0.0,0.0,0.0,0.65,0.0,0.39,0.0,0.0,0.0,0.0,2.59,1.47,1.27,2.88,0.54,1.36,0.0,0.0,0.0,0.0,0.69,2.02,0.93,0.0,1.3,0.42,1.17,0.0,0.82,1.28,0.0,0.62,1.19,0.0,0.65,0.16,0.15,0.0,0.0,0.15,0.35,0.27,0.3,0.0,0.34,0.0,2.45,0.0
hsa-miR-3163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.77,0.19,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0
hsa-miR-3164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0
hsa-miR-3173-5p,0.76,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-3177-3p,0.25,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.17,0.0,0.0,1.49,0.22,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3179,0.25,0.0,0.19,0.2,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.36,0.72,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3180-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3186-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3186-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3187-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3192-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3194-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3199,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-32-3p,0.76,0.0,0.19,0.0,0.0,0.68,0.0,0.16,0.0,0.0,0.94,0.16,0.0,0.0,0.86,0.21,0.0,0.0,0.0,0.27,0.97,0.19,0.18,0.17,0.0,0.0,0.93,0.0,0.0,0.14,0.0,0.16,0.0,0.0,0.16,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.17,0.15,0.0,0.0
hsa-miR-32-5p,8.33,3.8,5.39,10.42,0.55,13.57,8.25,4.05,0.73,3.89,20.69,0.64,2.78,1.08,11.24,7.13,3.26,3.6,2.97,3.27,4.26,9.59,10.29,3.13,3.27,0.78,22.1,1.19,10.42,1.39,0.44,3.01,1.65,4.01,1.47,1.39,1.19,0.54,1.73,0.16,0.0,0.87,0.84,1.46,1.92,0.54,1.49,0.27,1.18,2.69,10.38,0.18
hsa-miR-3200-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3200-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-320a-3p,161.9,27.38,50.41,152.77,39.29,608.44,383.26,105.77,131.72,88.35,333.79,31.91,63.03,82.23,533.24,262.89,145.76,125.58,94.18,100.69,209.88,254.41,188.35,112.33,105.79,48.75,317.14,29.15,263.87,49.83,34.15,59.95,42.69,118.63,74.49,69.66,60.3,47.48,82.92,56.4,90.15,83.12,75.52,86.22,83.24,13.88,45.77,31.57,52.51,81.32,132.84,69.79
hsa-miR-320b,16.92,2.85,3.35,8.85,2.32,56.3,59.6,8.58,9.72,7.78,24.45,3.03,3.13,8.26,58.77,30.84,15.23,6.48,12.14,6.8,13.17,13.05,10.29,8.33,5.69,3.89,40.46,1.49,13.67,6.52,1.61,5.71,3.96,12.03,6.53,5.25,2.08,2.85,6.06,4.24,6.15,4.52,3.77,6.88,6.82,0.4,2.08,1.24,6.4,7.91,9.62,4.36
hsa-miR-320c,3.54,0.47,0.56,2.75,0.82,8.14,3.67,1.62,2.94,1.17,6.58,1.12,1.04,1.08,4.32,3.99,2.72,1.44,1.62,0.82,1.55,2.88,1.44,0.87,0.69,0.78,9.96,0.3,3.69,0.97,0.0,0.79,0.33,1.09,0.65,0.77,0.0,0.14,1.08,0.94,1.08,0.58,0.98,1.46,1.57,0.27,0.3,0.69,0.84,1.64,3.59,0.73
hsa-miR-320d,1.01,0.16,0.0,0.79,0.27,2.03,1.83,0.65,0.37,0.0,0.0,0.0,0.0,0.72,1.73,3.15,0.18,0.36,0.27,0.27,0.58,0.38,0.0,0.52,0.0,0.16,0.62,0.0,0.22,0.0,0.0,0.0,0.16,0.36,0.33,0.0,0.45,0.0,0.0,0.16,0.15,0.44,0.0,0.15,0.35,0.0,0.0,0.0,0.0,0.15,0.75,0.18
hsa-miR-320e,0.25,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.77,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0
hsa-miR-323a-3p,0.25,0.47,0.0,0.2,0.0,0.68,0.0,0.32,0.18,0.0,2.82,0.0,0.0,0.0,0.0,0.0,0.18,0.36,0.0,0.0,0.39,1.73,0.18,0.17,0.0,0.16,2.49,0.3,1.09,0.0,0.15,0.16,0.16,0.18,0.16,0.31,0.0,0.27,0.43,0.31,0.62,0.15,0.42,0.0,0.17,0.13,0.0,0.41,0.0,0.0,0.0,0.0
hsa-miR-323a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-323b-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.39,0.94,0.16,0.0,0.72,0.0,0.84,0.36,0.36,0.0,0.54,0.0,0.19,0.0,0.17,0.0,0.62,0.0,0.15,2.39,0.0,0.0,0.0,0.33,0.36,0.16,0.31,0.0,0.0,0.43,0.31,0.0,0.73,0.56,0.0,0.0,0.0,0.74,0.14,0.0,0.0,0.0,0.0
hsa-miR-324-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-324-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.21,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0
hsa-miR-326,0.0,0.0,0.19,0.0,0.0,0.0,0.92,0.0,0.18,0.0,0.0,0.0,0.35,0.0,0.86,0.21,0.18,0.0,0.27,0.0,0.58,0.38,0.36,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.16,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.14,0.15,0.0,0.13,0.15,0.41,0.0,0.0,0.19,0.18
hsa-miR-328-3p,8.59,2.85,3.72,4.92,0.95,14.24,15.59,7.61,4.22,3.89,8.46,2.39,2.78,7.54,13.83,14.27,7.8,0.72,1.62,2.99,6.58,10.17,9.57,3.65,3.1,1.56,9.03,0.3,11.07,0.69,0.73,2.06,0.49,2.0,2.45,2.16,0.89,0.54,0.87,0.94,0.92,2.33,0.98,0.73,2.62,0.4,1.78,1.37,0.0,0.6,0.57,1.27
hsa-miR-329-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.36,0.86,0.0,0.0,0.0,0.0,0.0,0.19,0.38,0.18,0.0,0.86,0.0,0.31,0.15,0.22,0.14,0.29,0.32,0.16,0.55,0.33,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.35,0.27,0.15,0.14,0.0,0.0,0.0,0.0
hsa-miR-329-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-330-3p,0.76,0.0,0.19,0.39,0.27,0.0,1.83,0.81,0.73,0.39,1.88,0.0,0.87,0.72,1.73,1.05,0.36,0.72,1.08,0.54,0.0,0.58,0.72,0.69,0.17,0.16,1.56,0.15,1.3,0.0,0.58,0.63,0.0,0.55,0.49,0.31,0.15,0.0,0.65,0.0,0.0,0.15,0.28,0.29,0.35,0.13,0.15,0.69,0.17,0.15,0.19,0.18
hsa-miR-330-5p,0.25,0.32,0.0,0.2,0.0,1.36,0.0,0.16,0.37,0.39,0.94,0.0,0.0,0.0,2.59,0.21,0.91,0.36,0.54,0.0,0.58,0.38,0.18,0.17,0.17,0.31,0.93,0.0,0.65,0.28,0.0,0.48,0.16,0.36,0.33,0.0,0.15,0.14,0.0,0.0,0.15,0.0,0.0,0.15,0.17,0.0,0.3,0.0,0.17,0.6,0.38,0.0
hsa-miR-331-3p,0.51,0.0,0.0,0.2,0.0,0.0,0.92,0.16,0.0,0.0,1.88,0.0,0.17,0.0,0.0,0.42,0.0,0.36,0.0,0.0,0.19,0.38,0.0,0.0,0.0,0.0,0.31,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.0
hsa-miR-331-5p,0.25,0.0,0.0,0.2,0.0,0.0,0.0,0.49,0.73,0.0,0.0,0.0,0.17,0.36,1.73,0.0,1.09,0.0,0.0,0.27,0.39,0.38,0.36,0.35,0.17,0.0,0.31,0.3,0.43,0.0,0.15,0.32,0.0,0.0,0.33,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.15,0.0,0.0,0.3,0.19,0.36
hsa-miR-335-3p,2.02,0.16,1.12,2.56,0.82,2.71,4.58,1.94,0.55,1.56,0.94,0.64,0.69,1.44,5.19,2.31,2.9,1.44,0.27,0.54,3.68,2.49,1.99,0.52,0.86,0.78,4.98,0.59,2.82,1.11,1.46,1.43,0.16,1.46,0.65,0.77,0.74,0.54,1.52,0.63,0.77,1.46,0.28,0.29,0.17,0.13,0.59,0.14,0.17,0.6,0.38,0.18
hsa-miR-335-5p,2.27,0.47,0.19,0.98,0.27,0.68,0.92,0.65,0.18,0.39,4.7,0.16,0.17,1.44,2.59,1.05,0.54,0.36,1.35,1.09,0.97,0.77,2.35,0.69,0.52,0.16,4.67,0.45,1.74,0.69,0.88,1.59,0.82,2.19,0.82,0.62,0.6,0.68,0.22,0.16,0.15,1.75,0.56,0.29,0.17,0.27,0.3,0.27,0.0,0.6,0.57,0.18
hsa-miR-337-3p,0.25,0.0,0.19,0.39,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.42,0.0,0.72,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0.0,0.31,0.15,0.0,0.56,0.0,0.32,0.16,0.18,0.0,0.31,0.0,0.0,0.0,0.16,0.0,0.0,0.28,0.0,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.0
hsa-miR-337-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
