miRNA,SRR11073563,SRR11073564,SRR11073565,SRR11073566,SRR11073567,SRR11073568,SRR11073569,SRR11073570,SRR11073571,SRR11073572,SRR11073573,SRR11073574,SRR11073575,SRR11073576,SRR11073577,SRR11073578,SRR11073579,SRR11073580,SRR11073581,SRR11073582,SRR11073583,SRR11073584,SRR11073585,SRR11073586,SRR11073587,SRR11073588,SRR11073589,SRR11073590,SRR11073591,SRR11073592,SRR11073593,SRR11073594,SRR11073595,SRR11073596,SRR11073597,SRR11073598,SRR11073599,SRR11073600,SRR11073601,SRR11073602,SRR11073603,SRR11073604,SRR11073605,SRR11073606,SRR11073607,SRR11073608,SRR11073609,SRR11073610,SRR11073611,SRR11073612,SRR11073613,SRR11073614,SRR11073615,SRR11073616,SRR11073617,SRR11073618,SRR11073619,SRR11073620,SRR11073621,SRR11073622,SRR11073623,SRR11073624,SRR11073625,SRR11073626,SRR11073627,SRR11073628,SRR11073629,SRR11073630,SRR11073631,SRR11073632,SRR11073633,SRR11073634,SRR11073635,SRR11073636,SRR11073637,SRR11073638,SRR11073639,SRR11073640,SRR11073641,SRR11073642,SRR11073643,SRR11073644,SRR11073645,SRR11073646,SRR11073647,SRR11073648,SRR11073649,SRR11073650,SRR11073651,SRR11073652,SRR11073653,SRR11073654,SRR11073655,SRR11073656,SRR11073657,SRR11073658,SRR11073659,SRR11073660,SRR11073661,SRR11073662,SRR11073663,SRR11073664,SRR11073665,SRR11073666,SRR11073667,SRR11073668,SRR11073669,SRR11073670,SRR11073671,SRR11073672,SRR11073673,SRR11073674,SRR11073675,SRR11073676,SRR11073677,SRR11073678,SRR11073679,SRR11073680,SRR11073681,SRR11073682
hsa-let-7e-5p,28.29,59.78,291.28,70.45,82.08,28.06,24.95,25.68,31.17,24.89,33.79,93.9,59.59,53.52,51.58,69.16,103.09,0.0,59.19,82.67,44.02,77.17,15.27,101.64,28.63,30.51,0.0,79.55,35.03,39.13,34.22,20.52,60.65,56.63,112.23,128.78,78.63,48.13,40.59,33.71,108.2,28.26,30.52,37.97,86.33,25.27,37.51,112.89,94.77,61.95,158.5,160.83,6.81,54.7,0.0,1612.9,0.0,449.24,72.34,98.7,277.95,157.44,123.27,123.62,113.77,215.48,93.12,176.53,70.13,63.06,59.65,35.92,45.69,58.25,189.69,28.76,459.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2879.08,96.06,270.54,143.88,92.26,139.4,155.79,98.4,184.48,203.02,133.95,152.1,94.84,144.52,108.17,101.74,107.84,68.55,55.55,120.05,406.77,153.06,358.47,280.13,270.41,403.55,54.26,68.84,0.0,28.72,37.3,50.09,121.11,64.62,65.2,19.12
hsa-let-7f-1-3p,5.39,4.55,3.09,9.56,5.24,5.78,6.58,0.35,5.73,0.0,0.0,0.0,0.0,0.0,0.0,23.05,0.0,0.0,4.23,7.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.51,0.0,4.64,0.0,0.0,1.82,4.59,2.37,2.09,2.53,5.66,11.03,0.0,0.0,1.7,3.3,3.45,7.78,0.0,5.13,11.15,0.0,8.66,3.28,0.0,0.0,0.0,0.0,0.0,0.0,9.16,0.88,5.07,0.0,7.25,3.11,3.74,3.07,6.65,10.31,4.97,0.0,0.0,0.0,36.55,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.02,8.2,10.53,5.31,10.23,1.1,10.36,1.58,2.88,6.7,3.67,2.45,3.32,7.05,19.74,9.06,7.51,15.43,2.88,4.12,12.64,3.51,10.67,7.57,0.0,0.0,7.94,0.0,9.57,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-2-3p,2.69,0.0,2.65,1.95,0.79,0.95,2.95,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,1.51,0.19,0.4,0.0,1.35,3.71,3.68,0.0,0.0,1.7,4.95,10.36,0.0,0.0,0.0,5.57,0.0,4.33,2.74,0.0,0.0,0.0,0.0,0.0,449.24,44.37,13.22,9.29,39.36,38.67,2.22,3.32,5.22,4.75,0.64,5.47,0.0,0.0,0.0,0.0,0.0,2.11,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.01,53.29,73.69,13.27,38.37,18.78,25.89,33.11,21.6,35.16,51.31,26.98,31.56,2.49,1.52,3.17,6.57,1.85,0.96,3.84,9.83,3.51,2.67,6.05,0.0,0.0,5.3,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,7144.21,13446.08,8415.92,8838.49,11648.47,9422.01,11271.61,7378.26,6789.57,9831.74,3649.06,7981.47,10144.35,18111.21,10337.46,9881.59,6063.73,3557.01,13367.77,9144.35,8960.35,4299.75,6740.36,8561.97,11561.15,8620.16,4104.48,7428.4,4518.78,16315.19,9871.86,13381.36,10431.2,14077.87,12602.85,9233.11,13795.97,13511.18,19579.99,19042.06,14473.94,20952.26,31581.0,17215.59,43773.44,19255.59,28261.05,9200.25,15442.34,8405.84,16872.52,30930.09,1180.98,7136.35,6250.0,12903.23,0.0,18867.92,25433.35,15967.81,13978.84,19360.41,18805.13,16460.3,13078.13,32940.01,17152.48,17098.46,12429.65,1860.2,5974.51,4598.03,12947.97,3630.89,7863.58,2458.84,10717.39,4043.13,3797.47,12390.67,9174.31,2614.38,21707.67,0.0,9596.93,11382.6,13613.05,10475.12,10268.23,13003.85,17273.36,7582.0,17587.26,27445.37,15156.84,9903.22,7786.84,15425.53,13368.54,10110.46,12190.56,8201.04,7308.35,11248.38,13352.8,5885.12,5892.21,5270.47,6438.98,9468.51,8403.61,9605.61,2286.13,4561.63,8965.29,9509.34,9976.53,11344.22,7953.84,9511.43
hsa-let-7g-3p,3.37,0.0,1.54,0.18,1.31,0.66,0.87,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.61,0.0,0.4,2.93,1.01,0.59,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.55,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,1.52,0.0,2.82,0.0,0.96,0.27,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,7004.76,11763.13,7839.09,11090.68,12043.64,13939.85,16587.33,13204.02,12308.64,11657.04,3840.52,11283.61,12077.87,19892.51,13071.42,8022.07,5885.66,2803.76,12746.31,9763.24,8947.77,5380.2,10358.62,5858.46,14632.19,5538.26,2721.69,7776.45,4203.52,21381.9,10775.79,14992.46,11260.03,17997.68,10710.78,11483.62,15040.68,14763.51,15114.95,18530.26,9305.12,21480.73,24233.07,12530.79,33765.91,17319.34,20922.39,7763.51,10285.6,6590.3,15360.23,18982.77,871.27,6614.89,0.0,12903.23,1012.15,13926.33,23978.83,24058.34,14873.53,22296.75,25846.17,20970.58,14064.3,28517.17,19952.31,19226.51,15549.12,2191.25,4533.07,3747.87,14510.5,5203.63,7971.07,1984.33,6479.45,4043.13,1265.82,3644.31,10321.1,18300.65,15918.96,4405.29,15355.09,17698.26,10579.73,12910.54,12399.4,12670.06,13235.1,9415.35,16161.86,17527.54,15423.08,9661.32,10923.16,13289.28,11770.1,8910.81,15569.43,12357.43,11430.68,13572.58,9737.72,6320.43,5317.26,5355.18,5383.56,7353.6,8711.06,8782.2,2348.19,10073.61,11200.4,12765.39,12656.12,8946.14,11042.47,11174.73
hsa-let-7i-3p,29.64,27.29,13.02,11.51,29.11,11.75,12.99,7.64,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.43,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,21.27,0.0,0.0,8.18,10.52,9.09,5.44,9.8,9.95,9.4,0.0,0.0,0.0,6.6,3.45,0.0,0.0,0.0,11.15,0.0,2.6,9.3,34.03,0.0,0.0,0.0,0.0,0.0,7.72,4.41,1.69,0.0,9.67,8.45,2.08,6.14,6.65,2.58,7.46,0.0,0.0,0.0,9.14,0.0,25.29,0.0,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.02,7.96,1.28,3.31,0.0,1.58,4.32,6.7,1.83,1.64,3.32,4.97,42.52,6.8,15.96,9.26,20.17,8.23,15.45,9.14,4.0,14.63,0.0,0.0,10.59,0.0,6.84,3.11,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,11791.82,14099.12,19192.56,13233.83,14815.87,18038.28,19729.95,16350.65,12875.5,7666.27,3986.94,9843.81,12336.11,16742.74,19467.86,14461.24,10112.46,9813.15,19087.76,12980.12,14757.85,6890.62,6893.02,14287.2,7215.87,4599.96,2348.55,5787.59,4518.78,20729.81,15633.01,13196.65,9865.16,26487.61,13202.44,14402.12,22896.66,16423.55,31492.83,23200.26,5493.42,9978.75,9822.11,12781.7,47578.92,8746.18,7421.88,4597.56,11801.96,4469.77,17788.9,22158.33,1340.94,6454.44,2083.33,3225.81,3036.44,22461.81,36556.38,35514.28,19429.8,34094.58,37888.22,31575.93,23916.91,46816.9,34524.93,47900.04,29943.36,2648.42,4572.84,3783.8,7017.67,4281.35,14371.95,1164.71,41161.3,2695.42,632.91,9475.22,1146.79,3921.57,7235.89,0.0,18234.17,23839.83,18970.56,21813.51,22452.59,21943.37,25638.25,14713.42,22697.56,30937.05,26496.01,15855.42,21196.33,18033.55,16705.08,16664.49,22442.25,19685.12,18456.35,20857.32,39048.88,27535.51,30149.87,25065.1,24011.34,6860.37,7650.06,15231.83,1375.81,13407.32,11588.98,13667.06,12580.43,13390.49,10667.6,8144.46
hsa-miR-1-3p,41.09,557.52,738.58,202.31,268.25,26.54,51.11,12.49,20.99,58.08,146.41,31.3,119.19,84.1,61.9,53.79,28.12,83.69,215.61,171.59,251.52,286.65,61.07,91.11,0.0,7.63,0.0,169.05,52.54,163.02,100.95,118.01,70.75,82.67,148.56,105.08,35.97,63.33,28.1,59.86,234.95,25.43,176.36,66.03,62.16,139.97,1458.12,302.74,156.1,195.37,1437.8,363.23,85.09,743.9,0.0,0.0,0.0,449.24,135.52,40.54,199.38,83.97,328.73,97.38,51.9,92.39,55.11,73.45,50.23,15.76,278.35,323.3,274.13,77.67,236.05,316.34,689.03,0.0,0.0,0.0,0.0,0.0,3617.95,0.0,0.0,180.1,94.28,80.71,37.83,63.94,51.93,0.0,272.78,322.53,46.88,95.29,147.17,116.28,277.67,209.56,77.03,134.29,79.62,69.15,551.96,39.32,355.66,506.24,345.58,384.87,36.17,225.05,227.58,142.21,111.91,16.7,45.42,301.56,105.94,19.12
hsa-miR-100-5p,828.61,960.39,766.61,1127.87,1399.22,796.35,405.76,598.72,412.9,0.0,67.58,15.65,695.27,7.65,196.02,23.05,0.0,0.0,12.68,1013.01,6.29,672.52,0.0,328.73,107.38,152.57,0.0,676.21,87.57,182.58,301.39,369.42,0.0,337.8,547.2,1053.95,665.85,619.5,55.43,95.82,9.27,5.65,67.83,272.37,169.21,138.03,45.71,287.35,574.21,9.53,446.07,542.11,6.81,426.65,0.0,0.0,0.0,449.24,568.59,626.55,744.31,816.09,510.01,319.72,655.65,271.34,378.19,427.8,510.3,15.76,9.94,11.97,155.34,29.12,824.08,28.76,73.44,0.0,0.0,728.86,0.0,1307.19,723.59,0.0,959.69,954.55,512.39,533.41,313.93,411.81,291.68,393.6,780.5,495.32,368.37,826.49,502.83,649.51,919.2,537.56,359.32,354.04,524.01,599.3,440.25,237.31,272.01,243.45,431.35,190.57,409.93,299.18,0.0,231.09,802.03,225.42,0.0,201.04,32.6,38.24
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,13436.23,16277.87,8515.44,13400.75,11562.2,11623.68,10897.04,8631.22,7998.99,4156.71,2342.61,6197.38,9846.38,7293.41,10801.72,9074.77,6560.45,7260.48,6641.61,6372.98,8017.15,4465.12,4503.75,825.48,2548.46,2265.65,3116.77,3281.62,3310.27,8614.06,9352.67,9979.58,4275.58,5688.93,7089.15,7147.34,6303.86,9122.02,6879.85,9701.64,6538.31,8656.16,16198.34,6673.95,4979.59,24687.21,18667.23,5582.75,8256.35,7738.71,3518.28,4461.1,3338.74,14772.27,8333.33,3225.81,7085.02,4941.6,8023.01,2644.56,2205.9,3902.0,4169.52,4939.83,3140.81,5233.49,10300.42,4163.96,7061.59,2238.55,3876.97,2873.77,7300.94,5465.75,5968.82,2904.59,2843.47,6738.54,5063.29,13119.53,4587.16,2614.38,6512.3,0.0,959.69,5595.25,4090.88,5383.19,2954.83,4114.22,4985.12,4391.76,3576.11,4368.57,4246.33,4808.67,3491.98,4294.1,6654.02,11373.89,7002.87,8818.96,8192.81,9853.85,6188.52,6882.12,5685.56,6891.9,8260.23,21926.28,22847.7,6905.02,2348.19,3604.46,17442.53,6186.5,6010.14,4422.81,4661.47,5869.36
hsa-miR-101-5p,4.04,1.3,1.54,3.19,2.62,1.04,4.5,1.39,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.61,0.0,2.37,1.67,0.34,1.76,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,2.42,2.22,0.83,1.84,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.28,0.0,0.0,1.58,0.0,0.0,1.83,0.0,0.0,0.0,3.04,2.27,0.94,6.17,0.0,0.27,0.0,0.0,0.67,4.54,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0
